s,C,C,C,C,C,C,C,C,C,C,C,C
 2.0727041E+001, 6.3486837E+001, 3.7097917E+001, 2.3243867E+001, 1.4941901E+001, 9.6459159E+001, 5.7634502E+001, 3.6455348E+001, 2.3797557E+001, 7.7882862E+001, 4.5980408E+001, 2.8958202E+001, 1.8805944E+001
 2.0926252E+001, 6.3486837E+001, 3.7097917E+001, 2.3243867E+001, 1.4941901E+001, 9.6459159E+001, 5.7634502E+001, 3.6455348E+001, 2.3797557E+001, 7.7882862E+001, 4.5980408E+001, 2.8958202E+001, 1.8805944E+001
 2.1125463E+001, 6.3318553E+001, 3.7201511E+001, 2.3317576E+001, 1.4957466E+001, 9.6452563E+001, 5.7730648E+001, 3.6537196E+001, 2.3844385E+001, 7.7757535E+001, 4.6040110E+001, 2.9011048E+001, 1.8815537E+001
 2.1324674E+001, 6.3318553E+001, 3.7201511E+001, 2.3317576E+001, 1.4957466E+001, 9.6452563E+001, 5.7730648E+001, 3.6537196E+001, 2.3844385E+001, 7.7757535E+001, 4.6040110E+001, 2.9011048E+001, 1.8815537E+001
 2.1523885E+001, 6.3174214E+001, 3.7219639E+001, 2.3355779E+001, 1.4950895E+001, 9.6443530E+001, 5.7787302E+001, 3.6604895E+001, 2.3883321E+001, 7.7657782E+001, 4.6061934E+001, 2.9044679E+001, 1.8814416E+001
 2.1723096E+001, 6.3174214E+001, 3.7219639E+001, 2.3355779E+001, 1.4950895E+001, 9.6443530E+001, 5.7787302E+001, 3.6604895E+001, 2.3883321E+001, 7.7657782E+001, 4.6061934E+001, 2.9044679E+001, 1.8814416E+001
 2.1922307E+001, 6.3126997E+001, 3.7151912E+001, 2.3330651E+001, 1.4933089E+001, 9.6466851E+001, 5.7822255E+001, 3.6650408E+001, 2.3918086E+001, 7.7599020E+001, 4.6040497E+001, 2.9041844E+001, 1.8807567E+001
 2.2121518E+001, 6.3126997E+001, 3.7151912E+001, 2.3330651E+001, 1.4933089E+001, 9.6466851E+001, 5.7822255E+001, 3.6650408E+001, 2.3918086E+001, 7.7599020E+001, 4.6040497E+001, 2.9041844E+001, 1.8807567E+001
 2.2320729E+001, 6.3179209E+001, 3.7078742E+001, 2.3239547E+001, 1.4914977E+001, 9.6508543E+001, 5.7863282E+001, 3.6671472E+001, 2.3950303E+001, 7.7594083E+001, 4.6016061E+001, 2.9005465E+001, 1.8799538E+001
 2.2519940E+001, 6.3179209E+001, 3.7078742E+001, 2.3239547E+001, 1.4914977E+001, 9.6508543E+001, 5.7863282E+001, 3.6671472E+001, 2.3950303E+001, 7.7594083E+001, 4.6016061E+001, 2.9005465E+001, 1.8799538E+001
 2.2719151E+001, 6.3271548E+001, 3.7052103E+001, 2.3113068E+001, 1.4899097E+001, 9.6563715E+001, 5.7912837E+001, 3.6676868E+001, 2.3979299E+001, 7.7632903E+001, 4.6010901E+001, 2.8939845E+001, 1.8791010E+001
 2.2918362E+001, 6.3271548E+001, 3.7052103E+001, 2.3113068E+001, 1.4899097E+001, 9.6563715E+001, 5.7912837E+001, 3.6676868E+001, 2.3979299E+001, 7.7632903E+001, 4.6010901E+001, 2.8939845E+001, 1.8791010E+001
 2.3117573E+001, 6.3403055E+001, 3.7066920E+001, 2.2993913E+001, 1.4882355E+001, 9.6636061E+001, 5.7964594E+001, 3.6682967E+001, 2.4004085E+001, 7.7711141E+001, 4.6023063E+001, 2.8870759E+001, 1.8780476E+001
 2.3316784E+001, 6.3403055E+001, 3.7066920E+001, 2.2993913E+001, 1.4882355E+001, 9.6636061E+001, 5.7964594E+001, 3.6682967E+001, 2.4004085E+001, 7.7711141E+001, 4.6023063E+001, 2.8870759E+001, 1.8780476E+001
 2.3515995E+001, 6.3522868E+001, 3.7102178E+001, 2.2906533E+001, 1.4861405E+001, 9.6692075E+001, 5.8015618E+001, 3.6691251E+001, 2.4024218E+001, 7.7784227E+001, 4.6045318E+001, 2.8812066E+001, 1.8766444E+001
 2.3715206E+001, 6.3522868E+001, 3.7102178E+001, 2.2906533E+001, 1.4861405E+001, 9.6692075E+001, 5.8015618E+001, 3.6691251E+001, 2.4024218E+001, 7.7784227E+001, 4.6045318E+001, 2.8812066E+001, 1.8766444E+001
 2.3914417E+001, 6.3560723E+001, 3.7132250E+001, 2.2848558E+001, 1.4834988E+001, 9.6718297E+001, 5.8058631E+001, 3.6698923E+001, 2.4039817E+001, 7.7814610E+001, 4.6064458E+001, 2.8763931E+001, 1.8748347E+001
 2.4113628E+001, 6.3560723E+001, 3.7132250E+001, 2.2848558E+001, 1.4834988E+001, 9.6718297E+001, 5.8058631E+001, 3.6698923E+001, 2.4039817E+001, 7.7814610E+001, 4.6064458E+001, 2.8763931E+001, 1.8748347E+001
 2.4312839E+001, 6.3528185E+001, 3.7130807E+001, 2.2810375E+001, 1.4803917E+001, 9.6730780E+001, 5.8086632E+001, 3.6705950E+001, 2.4051368E+001, 7.7809883E+001, 4.6065641E+001, 2.8724586E+001, 1.8726584E+001
 2.4512050E+001, 6.3528185E+001, 3.7130807E+001, 2.2810375E+001, 1.4803917E+001, 9.6730780E+001, 5.8086632E+001, 3.6705950E+001, 2.4051368E+001, 7.7809883E+001, 4.6065641E+001, 2.8724586E+001, 1.8726584E+001
 2.4711261E+001, 6.3506022E+001, 3.7099106E+001, 2.2788494E+001, 1.4769323E+001, 9.6758911E+001, 5.8105566E+001, 3.6713990E+001, 2.4059086E+001, 7.7814007E+001, 4.6050726E+001, 2.8694677E+001, 1.8701581E+001
 2.4910472E+001, 6.3506022E+001, 3.7099106E+001, 2.2788494E+001, 1.4769323E+001, 9.6758911E+001, 5.8105566E+001, 3.6713990E+001, 2.4059086E+001, 7.7814007E+001, 4.6050726E+001, 2.8694677E+001, 1.8701581E+001
 2.5109683E+001, 6.3517903E+001, 3.7056431E+001, 2.2784941E+001, 1.4732267E+001, 9.6789810E+001, 5.8120419E+001, 3.6725657E+001, 2.4063707E+001, 7.7830531E+001, 4.6028419E+001, 2.8676836E+001, 1.8673905E+001
 2.5308894E+001, 6.3517903E+001, 3.7056431E+001, 2.2784941E+001, 1.4732267E+001, 9.6789810E+001, 5.8120419E+001, 3.6725657E+001, 2.4063707E+001, 7.7830531E+001, 4.6028419E+001, 2.8676836E+001, 1.8673905E+001
 2.5508105E+001, 6.3555624E+001, 3.7015267E+001, 2.2801244E+001, 1.4695165E+001, 9.6826550E+001, 5.8132220E+001, 3.6741834E+001, 2.4066509E+001, 7.7860635E+001, 4.6003943E+001, 2.8672652E+001, 1.8645100E+001
 2.5707316E+001, 6.3555624E+001, 3.7015267E+001, 2.2801244E+001, 1.4695165E+001, 9.6826550E+001, 5.8132220E+001, 3.6741834E+001, 2.4066509E+001, 7.7860635E+001, 4.6003943E+001, 2.8672652E+001, 1.8645100E+001
 2.5906527E+001, 6.3604432E+001, 3.6979437E+001, 2.2832937E+001, 1.4665267E+001, 9.6855503E+001, 5.8141509E+001, 3.6761114E+001, 2.4069109E+001, 7.7896480E+001, 4.5979632E+001, 2.8679999E+001, 1.8619858E+001
 2.6105738E+001, 6.3604432E+001, 3.6979437E+001, 2.2832937E+001, 1.4665267E+001, 9.6855503E+001, 5.8141509E+001, 3.6761114E+001, 2.4069109E+001, 7.7896480E+001, 4.5979632E+001, 2.8679999E+001, 1.8619858E+001
 2.6304949E+001, 6.3646622E+001, 3.6958276E+001, 2.2870349E+001, 1.4651161E+001, 9.6878566E+001, 5.8153718E+001, 3.6780979E+001, 2.4074821E+001, 7.7929553E+001, 4.5962764E+001, 2.8693798E+001, 1.8603301E+001
 2.6504160E+001, 6.3646622E+001, 3.6958276E+001, 2.2870349E+001, 1.4651161E+001, 9.6878566E+001, 5.8153718E+001, 3.6780979E+001, 2.4074821E+001, 7.7929553E+001, 4.5962764E+001, 2.8693798E+001, 1.8603301E+001
 2.6703371E+001, 6.3692411E+001, 3.6952090E+001, 2.2905391E+001, 1.4658156E+001, 9.6909137E+001, 5.8166405E+001, 3.6800248E+001, 2.4085307E+001, 7.7968415E+001, 4.5952995E+001, 2.8709817E+001, 1.8599074E+001
 2.6902582E+001, 6.3692411E+001, 3.6952090E+001, 2.2905391E+001, 1.4658156E+001, 9.6909137E+001, 5.8166405E+001, 3.6800248E+001, 2.4085307E+001, 7.7968415E+001, 4.5952995E+001, 2.8709817E+001, 1.8599074E+001
 2.7101793E+001, 6.3724563E+001, 3.6955158E+001, 2.2936029E+001, 1.4686477E+001, 9.6929583E+001, 5.8179424E+001, 3.6819321E+001, 2.4101545E+001, 7.7996922E+001, 4.5948765E+001, 2.8726698E+001, 1.8608198E+001
 2.7301004E+001, 6.3724563E+001, 3.6955158E+001, 2.2936029E+001, 1.4686477E+001, 9.6929583E+001, 5.8179424E+001, 3.6819321E+001, 2.4101545E+001, 7.7996922E+001, 4.5948765E+001, 2.8726698E+001, 1.8608198E+001
 2.7500215E+001, 6.3721354E+001, 3.6960155E+001, 2.2961004E+001, 1.4735879E+001, 9.6937781E+001, 5.8190645E+001, 3.6837114E+001, 2.4124362E+001, 7.8004604E+001, 4.5946279E+001, 2.8742582E+001, 1.8631989E+001
 2.7699426E+001, 6.3721354E+001, 3.6960155E+001, 2.2961004E+001, 1.4735879E+001, 9.6937781E+001, 5.8190645E+001, 3.6837114E+001, 2.4124362E+001, 7.8004604E+001, 4.5946279E+001, 2.8742582E+001, 1.8631989E+001
 2.7898637E+001, 6.3681306E+001, 3.6947924E+001, 2.2978290E+001, 1.4801527E+001, 9.6948101E+001, 5.8192651E+001, 3.6852788E+001, 2.4152018E+001, 7.7989039E+001, 4.5933375E+001, 2.8755557E+001, 1.8668040E+001
 2.8097848E+001, 6.3681306E+001, 3.6947924E+001, 2.2978290E+001, 1.4801527E+001, 9.6948101E+001, 5.8192651E+001, 3.6852788E+001, 2.4152018E+001, 7.7989039E+001, 4.5933375E+001, 2.8755557E+001, 1.8668040E+001
 2.8297059E+001, 6.3615600E+001, 3.6926911E+001, 2.2986040E+001, 1.4856694E+001, 9.6946703E+001, 5.8195226E+001, 3.6865428E+001, 2.4173224E+001, 7.7955054E+001, 4.5918165E+001, 2.8763783E+001, 1.8699845E+001
 2.8496270E+001, 6.3615600E+001, 3.6926911E+001, 2.2986040E+001, 1.4856694E+001, 9.6946703E+001, 5.8195226E+001, 3.6865428E+001, 2.4173224E+001, 7.7955054E+001, 4.5918165E+001, 2.8763783E+001, 1.8699845E+001
 2.8695481E+001, 6.3544773E+001, 3.6911160E+001, 2.2983601E+001, 1.4875444E+001, 9.6938104E+001, 5.8197914E+001, 3.6874701E+001, 2.4183475E+001, 7.7913852E+001, 4.5905499E+001, 2.8766248E+001, 1.8713861E+001
 2.8894692E+001, 6.3544773E+001, 3.6911160E+001, 2.2983601E+001, 1.4875444E+001, 9.6938104E+001, 5.8197914E+001, 3.6874701E+001, 2.4183475E+001, 7.7913852E+001, 4.5905499E+001, 2.8766248E+001, 1.8713861E+001
 2.9093903E+001, 6.3477014E+001, 3.6918698E+001, 2.2973594E+001, 1.4859569E+001, 9.6924541E+001, 5.8209468E+001, 3.6881771E+001, 2.4187631E+001, 7.7868576E+001, 4.5907586E+001, 2.8764012E+001, 1.8710961E+001
 2.9293114E+001, 6.3477014E+001, 3.6918698E+001, 2.2973594E+001, 1.4859569E+001, 9.6924541E+001, 5.8209468E+001, 3.6881771E+001, 2.4187631E+001, 7.7868576E+001, 4.5907586E+001, 2.8764012E+001, 1.8710961E+001
 2.9492325E+001, 6.3422033E+001, 3.6953877E+001, 2.2963726E+001, 1.4826787E+001, 9.6912926E+001, 5.8228424E+001, 3.6888923E+001, 2.4189683E+001, 7.7827746E+001, 4.5925599E+001, 2.8761343E+001, 1.8698456E+001
 2.9691536E+001, 6.3422033E+001, 3.6953877E+001, 2.2963726E+001, 1.4826787E+001, 9.6912926E+001, 5.8228424E+001, 3.6888923E+001, 2.4189683E+001, 7.7827746E+001, 4.5925599E+001, 2.8761343E+001, 1.8698456E+001
 2.9890747E+001, 6.3396830E+001, 3.7017540E+001, 2.2961967E+001, 1.4791356E+001, 9.6909496E+001, 5.8249370E+001, 3.6898013E+001, 2.4189577E+001, 7.7803063E+001, 4.5963199E+001, 2.8762500E+001, 1.8682168E+001
 3.0089958E+001, 6.3396830E+001, 3.7017540E+001, 2.2961967E+001, 1.4791356E+001, 9.6909496E+001, 5.8249370E+001, 3.6898013E+001, 2.4189577E+001, 7.7803063E+001, 4.5963199E+001, 2.8762500E+001, 1.8682168E+001
 3.0289169E+001, 6.3435039E+001, 3.7105027E+001, 2.2971670E+001, 1.4762199E+001, 9.6931972E+001, 5.8282069E+001, 3.6909906E+001, 2.4189421E+001, 7.7818749E+001, 4.6017923E+001, 2.8769573E+001, 1.8666872E+001
 3.0488380E+001, 6.3435039E+001, 3.7105027E+001, 2.2971670E+001, 1.4762199E+001, 9.6931972E+001, 5.8282069E+001, 3.6909906E+001, 2.4189421E+001, 7.7818749E+001, 4.6017923E+001, 2.8769573E+001, 1.8666872E+001
 3.0687591E+001, 6.3557666E+001, 3.7206127E+001, 2.2991040E+001, 1.4744174E+001, 9.6969602E+001, 5.8321361E+001, 3.6923722E+001, 2.4190424E+001, 7.7888383E+001, 4.6075691E+001, 2.8782082E+001, 1.8655692E+001
 3.0886802E+001, 6.3557666E+001, 3.7206127E+001, 2.2991040E+001, 1.4744174E+001, 9.6969602E+001, 5.8321361E+001, 3.6923722E+001, 2.4190424E+001, 7.7888383E+001, 4.6075691E+001, 2.8782082E+001, 1.8655692E+001
 3.1086013E+001, 6.3746336E+001, 3.7299338E+001, 2.3014501E+001, 1.4737513E+001, 9.7035083E+001, 5.8358304E+001, 3.6937916E+001, 2.4192864E+001, 7.8003510E+001, 4.6132609E+001, 2.8797386E+001, 1.8649496E+001
 3.1285224E+001, 6.3746336E+001, 3.7299338E+001, 2.3014501E+001, 1.4737513E+001, 9.7035083E+001, 5.8358304E+001, 3.6937916E+001, 2.4192864E+001, 7.8003510E+001, 4.6132609E+001, 2.8797386E+001, 1.8649496E+001
 3.1484435E+001, 6.3947956E+001, 3.7356723E+001, 2.3022127E+001, 1.4738516E+001, 9.7104496E+001, 5.8384112E+001, 3.6947659E+001, 2.4196122E+001, 7.8134764E+001, 4.6173403E+001, 2.8807932E+001, 1.8646998E+001
 3.1683646E+001, 6.3947956E+001, 3.7356723E+001, 2.3022127E+001, 1.4738516E+001, 9.7104496E+001, 5.8384112E+001, 3.6947659E+001, 2.4196122E+001, 7.8134764E+001, 4.6173403E+001, 2.8807932E+001, 1.8646998E+001
 3.1882857E+001, 6.4061724E+001, 3.7371403E+001, 2.3016445E+001, 1.4742383E+001, 9.7136709E+001, 5.8400228E+001, 3.6951623E+001, 2.4199448E+001, 7.8218281E+001, 4.6193455E+001, 2.8808135E+001, 1.8646253E+001
 3.2082068E+001, 6.4061724E+001, 3.7371403E+001, 2.3016445E+001, 1.4742383E+001, 9.7136709E+001, 5.8400228E+001, 3.6951623E+001, 2.4199448E+001, 7.8218281E+001, 4.6193455E+001, 2.8808135E+001, 1.8646253E+001
 3.2281279E+001, 6.4069797E+001, 3.7357992E+001, 2.2998948E+001, 1.4746412E+001, 9.7149093E+001, 5.8410977E+001, 3.6952483E+001, 2.4202640E+001, 7.8250016E+001, 4.6198291E+001, 2.8799090E+001, 1.8646235E+001
 3.2480490E+001, 6.4069797E+001, 3.7357992E+001, 2.2998948E+001, 1.4746412E+001, 9.7149093E+001, 5.8410977E+001, 3.6952483E+001, 2.4202640E+001, 7.8250016E+001, 4.6198291E+001, 2.8799090E+001, 1.8646235E+001
 3.2679701E+001, 6.4033279E+001, 3.7332241E+001, 2.2974762E+001, 1.4750135E+001, 9.7158815E+001, 5.8418198E+001, 3.6951337E+001, 2.4205790E+001, 7.8257120E+001, 4.6193856E+001, 2.8786062E+001, 1.8646745E+001
 3.2878912E+001, 6.4033279E+001, 3.7332241E+001, 2.2974762E+001, 1.4750135E+001, 9.7158815E+001, 5.8418198E+001, 3.6951337E+001, 2.4205790E+001, 7.8257120E+001, 4.6193856E+001, 2.8786062E+001, 1.8646745E+001
 3.3078123E+001, 6.4071797E+001, 3.7295845E+001, 2.2957977E+001, 1.4753958E+001, 9.7212623E+001, 5.8420760E+001, 3.6951897E+001, 2.4209031E+001, 7.8294691E+001, 4.6178981E+001, 2.8776517E+001, 1.8647892E+001
 3.3277334E+001, 6.4071797E+001, 3.7295845E+001, 2.2957977E+001, 1.4753958E+001, 9.7212623E+001, 5.8420760E+001, 3.6951897E+001, 2.4209031E+001, 7.8294691E+001, 4.6178981E+001, 2.8776517E+001, 1.8647892E+001
 3.3476545E+001, 6.4202640E+001, 3.7247655E+001, 2.2959586E+001, 1.4759324E+001, 9.7296358E+001, 5.8416803E+001, 3.6956918E+001, 2.4212856E+001, 7.8391972E+001, 4.6153586E+001, 2.8776691E+001, 1.8650490E+001
 3.3675756E+001, 6.4202640E+001, 3.7247655E+001, 2.2959586E+001, 1.4759324E+001, 9.7296358E+001, 5.8416803E+001, 3.6956918E+001, 2.4212856E+001, 7.8391972E+001, 4.6153586E+001, 2.8776691E+001, 1.8650490E+001
 3.3874967E+001, 6.4381193E+001, 3.7197970E+001, 2.2972938E+001, 1.4767479E+001, 9.7387913E+001, 5.8409518E+001, 3.6963871E+001, 2.4217833E+001, 7.8522142E+001, 4.6134175E+001, 2.8782253E+001, 1.8655125E+001
 3.4074178E+001, 6.4381193E+001, 3.7197970E+001, 2.2972938E+001, 1.4767479E+001, 9.7387913E+001, 5.8409518E+001, 3.6963871E+001, 2.4217833E+001, 7.8522142E+001, 4.6134175E+001, 2.8782253E+001, 1.8655125E+001
 3.4273389E+001, 6.4535883E+001, 3.7162232E+001, 2.2996937E+001, 1.4779119E+001, 9.7463315E+001, 5.8405171E+001, 3.6973762E+001, 2.4223988E+001, 7.8639496E+001, 4.6120108E+001, 2.8800654E+001, 1.8662266E+001
 3.4472600E+001, 6.4535883E+001, 3.7162232E+001, 2.2996937E+001, 1.4779119E+001, 9.7463315E+001, 5.8405171E+001, 3.6973762E+001, 2.4223988E+001, 7.8639496E+001, 4.6120108E+001, 2.8800654E+001, 1.8662266E+001
 3.4671811E+001, 6.4590351E+001, 3.7160116E+001, 2.3028890E+001, 1.4795292E+001, 9.7501727E+001, 5.8409589E+001, 3.6986394E+001, 2.4231865E+001, 7.8699884E+001, 4.6113276E+001, 2.8824504E+001, 1.8672688E+001
 3.4871022E+001, 6.4590351E+001, 3.7160116E+001, 2.3028890E+001, 1.4795292E+001, 9.7501727E+001, 5.8409589E+001, 3.6986394E+001, 2.4231865E+001, 7.8699884E+001, 4.6113276E+001, 2.8824504E+001, 1.8672688E+001
 3.5070233E+001, 6.4502815E+001, 3.7208486E+001, 2.3071845E+001, 1.4817106E+001, 9.7491418E+001, 5.8433896E+001, 3.7005020E+001, 2.4241902E+001, 7.8674352E+001, 4.6135232E+001, 2.8856495E+001, 1.8687155E+001
 3.5269444E+001, 6.4502815E+001, 3.7208486E+001, 2.3071845E+001, 1.4817106E+001, 9.7491418E+001, 5.8433896E+001, 3.7005020E+001, 2.4241902E+001, 7.8674352E+001, 4.6135232E+001, 2.8856495E+001, 1.8687155E+001
 3.5468655E+001, 6.4321742E+001, 3.7306006E+001, 2.3117560E+001, 1.4843874E+001, 9.7447565E+001, 5.8472743E+001, 3.7023114E+001, 2.4254044E+001, 7.8575370E+001, 4.6188804E+001, 2.8884261E+001, 1.8705299E+001
 3.5667866E+001, 6.4321742E+001, 3.7306006E+001, 2.3117560E+001, 1.4843874E+001, 9.7447565E+001, 5.8472743E+001, 3.7023114E+001, 2.4254044E+001, 7.8575370E+001, 4.6188804E+001, 2.8884261E+001, 1.8705299E+001
 3.5867077E+001, 6.4119213E+001, 3.7430861E+001, 2.3153481E+001, 1.4873409E+001, 9.7399502E+001, 5.8519403E+001, 3.7038793E+001, 2.4267458E+001, 7.8466829E+001, 4.6263180E+001, 2.8907711E+001, 1.8726048E+001
 3.6066288E+001, 6.4119213E+001, 3.7430861E+001, 2.3153481E+001, 1.4873409E+001, 9.7399502E+001, 5.8519403E+001, 3.7038793E+001, 2.4267458E+001, 7.8466829E+001, 4.6263180E+001, 2.8907711E+001, 1.8726048E+001
 3.6265499E+001, 6.3957346E+001, 3.7547502E+001, 2.3188182E+001, 1.4902604E+001, 9.7361594E+001, 5.8562935E+001, 3.7058498E+001, 2.4281228E+001, 7.8371570E+001, 4.6338488E+001, 2.8934156E+001, 1.8747637E+001
 3.6464710E+001, 6.3957346E+001, 3.7547502E+001, 2.3188182E+001, 1.4902604E+001, 9.7361594E+001, 5.8562935E+001, 3.7058498E+001, 2.4281228E+001, 7.8371570E+001, 4.6338488E+001, 2.8934156E+001, 1.8747637E+001
 3.6663921E+001, 6.3846941E+001, 3.7605474E+001, 2.3220479E+001, 1.4926049E+001, 9.7326220E+001, 5.8591634E+001, 3.7076447E+001, 2.4293324E+001, 7.8291323E+001, 4.6391408E+001, 2.8959462E+001, 1.8766656E+001
 3.6863132E+001, 6.3846941E+001, 3.7605474E+001, 2.3220479E+001, 1.4926049E+001, 9.7326220E+001, 5.8591634E+001, 3.7076447E+001, 2.4293324E+001, 7.8291323E+001, 4.6391408E+001, 2.8959462E+001, 1.8766656E+001
 3.7062343E+001, 6.3773651E+001, 3.7601338E+001, 2.3243462E+001, 1.4937130E+001, 9.7294310E+001, 5.8599214E+001, 3.7092053E+001, 2.4301648E+001, 7.8225884E+001, 4.6405522E+001, 2.8980361E+001, 1.8778986E+001
 3.7261554E+001, 6.3773651E+001, 3.7601338E+001, 2.3243462E+001, 1.4937130E+001, 9.7294310E+001, 5.8599214E+001, 3.7092053E+001, 2.4301648E+001, 7.8225884E+001, 4.6405522E+001, 2.8980361E+001, 1.8778986E+001
 3.7460765E+001, 6.3741647E+001, 3.7544994E+001, 2.3254159E+001, 1.4932371E+001, 9.7274376E+001, 5.8597897E+001, 3.7104153E+001, 2.4305859E+001, 7.8184370E+001, 4.6385204E+001, 2.8994482E+001, 1.8782271E+001
 3.7659977E+001, 6.3741647E+001, 3.7544994E+001, 2.3254159E+001, 1.4932371E+001, 9.7274376E+001, 5.8597897E+001, 3.7104153E+001, 2.4305859E+001, 7.8184370E+001, 4.6385204E+001, 2.8994482E+001, 1.8782271E+001
 3.7859188E+001, 6.3748210E+001, 3.7457307E+001, 2.3249957E+001, 1.4914032E+001, 9.7263947E+001, 5.8582204E+001, 3.7111366E+001, 2.4307310E+001, 7.8166469E+001, 4.6343401E+001, 2.8999441E+001, 1.8777195E+001
 3.8058399E+001, 6.3748210E+001, 3.7457307E+001, 2.3249957E+001, 1.4914032E+001, 9.7263947E+001, 5.8582204E+001, 3.7111366E+001, 2.4307310E+001, 7.8166469E+001, 4.6343401E+001, 2.8999441E+001, 1.8777195E+001
 3.8257610E+001, 6.3768281E+001, 3.7360030E+001, 2.3230169E+001, 1.4889193E+001, 9.7254013E+001, 5.8561142E+001, 3.7114963E+001, 2.4306423E+001, 7.8158817E+001, 4.6289166E+001, 2.8994182E+001, 1.8767145E+001
 3.8456821E+001, 6.3768281E+001, 3.7360030E+001, 2.3230169E+001, 1.4889193E+001, 9.7254013E+001, 5.8561142E+001, 3.7114963E+001, 2.4306423E+001, 7.8158817E+001, 4.6289166E+001, 2.8994182E+001, 1.8767145E+001
 3.8656032E+001, 6.3789803E+001, 3.7259242E+001, 2.3197580E+001, 1.4866213E+001, 9.7247022E+001, 5.8533224E+001, 3.7113669E+001, 2.4305189E+001, 7.8157847E+001, 4.6225252E+001, 2.8979681E+001, 1.8756416E+001
 3.8855243E+001, 6.3789803E+001, 3.7259242E+001, 2.3197580E+001, 1.4866213E+001, 9.7247022E+001, 5.8533224E+001, 3.7113669E+001, 2.4305189E+001, 7.8157847E+001, 4.6225252E+001, 2.8979681E+001, 1.8756416E+001
 3.9054454E+001, 6.3819875E+001, 3.7152574E+001, 2.3157701E+001, 1.4846474E+001, 9.7245636E+001, 5.8497250E+001, 3.7108786E+001, 2.4303131E+001, 7.8167526E+001, 4.6160808E+001, 2.8958603E+001, 1.8745253E+001
 3.9253665E+001, 6.3819875E+001, 3.7152574E+001, 2.3157701E+001, 1.4846474E+001, 9.7245636E+001, 5.8497250E+001, 3.7108786E+001, 2.4303131E+001, 7.8167526E+001, 4.6160808E+001, 2.8958603E+001, 1.8745253E+001
 3.9452876E+001, 6.3861531E+001, 3.7042817E+001, 2.3115448E+001, 1.4819047E+001, 9.7250541E+001, 5.8464711E+001, 3.7100306E+001, 2.4295352E+001, 7.8187914E+001, 4.6089468E+001, 2.8939314E+001, 1.8727184E+001
 3.9652087E+001, 6.3861531E+001, 3.7042817E+001, 2.3115448E+001, 1.4819047E+001, 9.7250541E+001, 5.8464711E+001, 3.7100306E+001, 2.4295352E+001, 7.8187914E+001, 4.6089468E+001, 2.8939314E+001, 1.8727184E+001
 3.9851298E+001, 6.3900199E+001, 3.6938707E+001, 2.3073682E+001, 1.4777100E+001, 9.7256145E+001, 5.8426436E+001, 3.7089611E+001, 2.4281515E+001, 7.8208934E+001, 4.6015414E+001, 2.8917639E+001, 1.8699616E+001
 4.0050509E+001, 6.3900199E+001, 3.6938707E+001, 2.3073682E+001, 1.4777100E+001, 9.7256145E+001, 5.8426436E+001, 3.7089611E+001, 2.4281515E+001, 7.8208934E+001, 4.6015414E+001, 2.8917639E+001, 1.8699616E+001
 4.0249720E+001, 6.3910048E+001, 3.6851111E+001, 2.3041907E+001, 1.4722116E+001, 9.7253146E+001, 5.8389976E+001, 3.7083062E+001, 2.4262811E+001, 7.8214408E+001, 4.5946517E+001, 2.8894209E+001, 1.8663031E+001
 4.0448931E+001, 6.3910048E+001, 3.6851111E+001, 2.3041907E+001, 1.4722116E+001, 9.7253146E+001, 5.8389976E+001, 3.7083062E+001, 2.4262811E+001, 7.8214408E+001, 4.5946517E+001, 2.8894209E+001, 1.8663031E+001
 4.0648142E+001, 6.3886972E+001, 3.6790581E+001, 2.3016556E+001, 1.4663316E+001, 9.7239746E+001, 5.8359467E+001, 3.7074213E+001, 2.4242702E+001, 7.8202607E+001, 4.5890693E+001, 2.8870912E+001, 1.8622630E+001
 4.0847353E+001, 6.3886972E+001, 3.6790581E+001, 2.3016556E+001, 1.4663316E+001, 9.7239746E+001, 5.8359467E+001, 3.7074213E+001, 2.4242702E+001, 7.8202607E+001, 4.5890693E+001, 2.8870912E+001, 1.8622630E+001
 4.1046564E+001, 6.3846806E+001, 3.6758438E+001, 2.2993581E+001, 1.4614181E+001, 9.7223712E+001, 5.8334728E+001, 3.7065007E+001, 2.4224987E+001, 7.8180413E+001, 4.5850050E+001, 2.8848833E+001, 1.8585897E+001
 4.1245775E+001, 6.3846806E+001, 3.6758438E+001, 2.2993581E+001, 1.4614181E+001, 9.7223712E+001, 5.8334728E+001, 3.7065007E+001, 2.4224987E+001, 7.8180413E+001, 4.5850050E+001, 2.8848833E+001, 1.8585897E+001
 4.1444986E+001, 6.3796240E+001, 3.6751978E+001, 2.2973078E+001, 1.4585139E+001, 9.7202294E+001, 5.8316983E+001, 3.7055346E+001, 2.4212143E+001, 7.8148645E+001, 4.5825603E+001, 2.8828072E+001, 1.8559005E+001
 4.1644197E+001, 6.3796240E+001, 3.6751978E+001, 2.2973078E+001, 1.4585139E+001, 9.7202294E+001, 5.8316983E+001, 3.7055346E+001, 2.4212143E+001, 7.8148645E+001, 4.5825603E+001, 2.8828072E+001, 1.8559005E+001
 4.1843408E+001, 6.3731823E+001, 3.6759034E+001, 2.2954597E+001, 1.4580082E+001, 9.7173219E+001, 5.8301401E+001, 3.7045482E+001, 2.4205101E+001, 7.8104829E+001, 4.5810809E+001, 2.8808590E+001, 1.8545100E+001
