s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,Pa,Pa,Pa,Pa
 1.3800120E+003, 1.7318071E+000, 2.7021579E+000,-1.4797143E+001,-1.4335383E+001, 1.4135514E+000, 1.0165341E-007,-2.6245834E-013, 2.6083183E+001, 4.7204614E-003, 9.6016729E-002,-6.2260452E-004, 1.1328099E-004, 6.8773051E-004, 9.7845287E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.3900166E+003, 1.7271779E+000, 2.6883442E+000,-1.4786098E+001,-1.4413180E+001, 1.4116794E+000, 1.0168516E-007,-2.6373504E-013, 2.6074848E+001,-7.8159889E-002, 1.4426301E-002,-6.1942115E-004, 1.1296742E-004, 6.8421415E-004, 9.7650506E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.4000089E+003, 1.7224345E+000, 2.6746299E+000,-1.4785745E+001,-1.4314348E+001, 1.4118683E+000, 1.0114204E-007,-2.6359325E-013, 2.6063198E+001, 7.3285317E-003, 9.7407315E-002,-6.1626068E-004, 1.1266428E-004, 6.8072310E-004, 9.7471491E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.4100149E+003, 1.7171150E+000, 2.6591400E+000,-1.4782897E+001,-1.4294591E+001, 1.4138175E+000, 1.0100145E-007,-2.6382139E-013, 2.6043493E+001, 6.7060605E-003, 9.6938341E-002,-6.1269097E-004, 1.1231067E-004, 6.7677999E-004, 9.7252816E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.4200117E+003, 1.7123244E+000, 2.6471043E+000,-1.4780594E+001,-1.4233136E+001, 1.4126178E+000, 1.0060884E-007,-2.6318453E-013, 2.6029892E+001, 5.1678416E-002, 1.4110383E-001,-6.0991730E-004, 1.1200570E-004, 6.7371618E-004, 9.7036732E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.4300049E+003, 1.7080293E+000, 2.6345924E+000,-1.4778972E+001,-1.4273548E+001, 1.4127508E+000, 1.0063018E-007,-2.6382272E-013, 2.6010043E+001,-1.2653282E-002, 7.8302505E-002,-6.0703386E-004, 1.1171518E-004, 6.7053112E-004, 9.6809538E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.4400089E+003, 1.7037366E+000, 2.6229481E+000,-1.4779160E+001,-1.4237693E+001, 1.4104925E+000, 1.0065325E-007,-2.6303841E-013, 2.5987434E+001,-5.3948601E-003, 8.4810039E-002,-6.0435037E-004, 1.1144430E-004, 6.6756693E-004, 9.6628824E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.4500128E+003, 1.6989980E+000, 2.6094034E+000,-1.4772177E+001,-1.4272078E+001, 1.4125186E+000, 1.0029100E-007,-2.6382412E-013, 2.5995037E+001,-2.8019477E-002, 6.2299238E-002,-6.0122895E-004, 1.1112663E-004, 6.6411901E-004, 9.6462627E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.4600087E+003, 1.6938836E+000, 2.5955520E+000,-1.4769903E+001,-1.4234427E+001, 1.4133751E+000, 1.0001603E-007,-2.6360860E-013, 2.5989422E+001, 2.9754117E-003, 9.2350196E-002,-5.9803669E-004, 1.1079761E-004, 6.6059283E-004, 9.6264127E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.4700078E+003, 1.6895139E+000, 2.5853606E+000,-1.4771323E+001,-1.4222026E+001, 1.4115540E+000, 9.9585348E-008,-2.6382562E-013, 2.5954506E+001,-2.7648656E-002, 6.2225234E-002,-5.9568740E-004, 1.1050576E-004, 6.5799780E-004, 9.6044719E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.4800114E+003, 1.6846810E+000, 2.5742481E+000,-1.4767369E+001,-1.4203406E+001, 1.4122489E+000, 9.9212144E-008,-2.6382641E-013, 2.5948760E+001,-1.5236745E-002, 7.4915762E-002,-5.9312619E-004, 1.1019294E-004, 6.5516868E-004, 9.5798179E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.4900123E+003, 1.6807221E+000, 2.5642668E+000,-1.4770098E+001,-1.4149140E+001, 1.4114153E+000, 9.9120707E-008,-2.6382687E-013, 2.5931194E+001, 1.6772081E-002, 1.0409377E-001,-5.9082611E-004, 1.0993386E-004, 6.5262800E-004, 9.5562456E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.5000082E+003, 1.6775027E+000, 2.5571040E+000,-1.4768275E+001,-1.4155081E+001, 1.4118065E+000, 9.8726150E-008,-2.6382719E-013, 2.5920169E+001,-9.0913175E-004, 8.6122277E-002,-5.8917541E-004, 1.0972382E-004, 6.5080464E-004, 9.5349794E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.5100021E+003, 1.6731213E+000, 2.5449390E+000,-1.4763531E+001,-1.4214381E+001, 1.4130343E+000, 9.8606797E-008,-2.6375980E-013, 2.5911145E+001,-7.2302371E-002, 1.9389260E-002,-5.8637161E-004, 1.0943808E-004, 6.4770756E-004, 9.5127318E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.5200162E+003, 1.6686259E+000, 2.5324021E+000,-1.4761821E+001,-1.4088969E+001, 1.4129146E+000, 9.8205108E-008,-2.6382822E-013, 2.5913337E+001, 5.4340891E-002, 1.4408772E-001,-5.8348279E-004, 1.0914345E-004, 6.4451655E-004, 9.4921797E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.5300046E+003, 1.6641356E+000, 2.5207082E+000,-1.4757751E+001,-1.4114622E+001, 1.4112996E+000, 9.8107183E-008,-2.6382894E-013, 2.5890198E+001, 5.0850611E-003, 9.3260586E-002,-5.8078791E-004, 1.0884965E-004, 6.4153978E-004, 9.4701755E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.5400104E+003, 1.6606179E+000, 2.5117440E+000,-1.4761310E+001,-1.4114986E+001, 1.4130463E+000, 9.8020800E-008,-2.6322958E-013, 2.5865090E+001,-2.6814401E-002, 6.2457790E-002,-5.7872212E-004, 1.0862397E-004, 6.3925791E-004, 9.4509126E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.5500144E+003, 1.6574124E+000, 2.5043642E+000,-1.4760640E+001,-1.4101878E+001, 1.4114400E+000, 9.7714916E-008,-2.6382895E-013, 2.5849037E+001,-3.3677353E-002, 5.5371896E-002,-5.7702138E-004, 1.0840670E-004, 6.3737927E-004, 9.4334617E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.5600112E+003, 1.6544362E+000, 2.4979326E+000,-1.4759654E+001,-1.4005092E+001, 1.4134618E+000, 9.7661752E-008,-2.6382899E-013, 2.5853728E+001, 6.6865601E-002, 1.5688049E-001,-5.7553893E-004, 1.0821772E-004, 6.3574175E-004, 9.4144297E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.5700156E+003, 1.6501142E+000, 2.4851573E+000,-1.4754388E+001,-1.4047997E+001, 1.4130245E+000, 9.7525986E-008,-2.6359417E-013, 2.5862091E+001, 3.2287428E-002, 1.2284471E-001,-5.7259497E-004, 1.0793482E-004, 6.3248984E-004, 9.3968892E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.5800068E+003, 1.6457998E+000, 2.4742419E+000,-1.4748543E+001,-1.4080148E+001, 1.4126804E+000, 9.7330055E-008,-2.6382991E-013, 2.5844110E+001,-1.4581841E-002, 7.3899224E-002,-5.7007925E-004, 1.0764646E-004, 6.2971097E-004, 9.3795787E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.5900073E+003, 1.6419009E+000, 2.4651452E+000,-1.4749373E+001,-1.4036130E+001, 1.4126391E+000, 9.6919260E-008,-2.6383000E-013, 2.5822926E+001, 5.1275651E-003, 9.1962223E-002,-5.6798237E-004, 1.0739407E-004, 6.2739475E-004, 9.3604791E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.6000096E+003, 1.6379667E+000, 2.4561801E+000,-1.4747348E+001,-1.4041917E+001, 1.4105399E+000, 9.6547635E-008,-2.6333549E-013, 2.5813306E+001,-1.6762608E-002, 7.2547750E-002,-5.6591667E-004, 1.0714249E-004, 6.2511298E-004, 9.3379357E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.6100093E+003, 1.6345413E+000, 2.4480623E+000,-1.4744137E+001,-1.4096682E+001, 1.4117739E+000, 9.6626160E-008,-2.6383075E-013, 2.5803887E+001,-7.9897109E-002, 9.3842019E-003,-5.6404556E-004, 1.0691065E-004, 6.2304614E-004, 9.3156658E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.6200168E+003, 1.6310289E+000, 2.4386478E+000,-1.4745011E+001,-1.3921247E+001, 1.4127266E+000, 9.6512189E-008,-2.6383101E-013, 2.5801304E+001, 9.0185146E-002, 1.7880211E-001,-5.6187600E-004, 1.0668539E-004, 6.2064964E-004, 9.2976790E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.6300045E+003, 1.6273389E+000, 2.4302283E+000,-1.4738561E+001,-1.4052829E+001, 1.4138007E+000, 9.6444351E-008,-2.6383149E-013, 2.5791964E+001,-4.5480485E-002, 4.1713815E-002,-5.5993570E-004, 1.0644169E-004, 6.1850638E-004, 9.2809619E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.6400017E+003, 1.6241851E+000, 2.4239387E+000,-1.4747236E+001,-1.3932327E+001, 1.4127912E+000, 9.5958702E-008,-2.6383126E-013, 2.5780590E+001, 4.8908937E-002, 1.3800417E-001,-5.5848580E-004, 1.0624267E-004, 6.1690481E-004, 9.2635634E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.6500028E+003, 1.6200445E+000, 2.4128202E+000,-1.4729126E+001,-1.4053814E+001, 1.4115525E+000, 9.5962385E-008,-2.6383210E-013, 2.5777080E+001,-6.4360268E-002, 2.5736938E-002,-5.5592356E-004, 1.0596069E-004, 6.1407456E-004, 9.2424777E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.6600117E+003, 1.6153573E+000, 2.4005975E+000,-1.4728569E+001,-1.3988838E+001, 1.4156560E+000, 9.5857890E-008,-2.6373912E-013, 2.5768965E+001,-3.6637220E-003, 8.2571316E-002,-5.5310651E-004, 1.0566030E-004, 6.1096284E-004, 9.2250859E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.6700054E+003, 1.6112877E+000, 2.3889412E+000,-1.4725700E+001,-1.3966056E+001, 1.4134164E+000, 9.5416997E-008,-2.6383341E-013, 2.5751225E+001,-3.8714694E-003, 8.4172320E-002,-5.5041985E-004, 1.0539289E-004, 6.0799515E-004, 9.2071658E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.6800161E+003, 1.6080574E+000, 2.3806220E+000,-1.4730217E+001,-1.3986920E+001, 1.4139674E+000, 9.5080956E-008,-2.6383351E-013, 2.5744277E+001,-3.9407429E-002, 4.9164910E-002,-5.4850276E-004, 1.0518194E-004, 6.0587753E-004, 9.1858387E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.6900137E+003, 1.6049957E+000, 2.3722317E+000,-1.4734768E+001,-1.3920749E+001, 1.4129253E+000, 9.4789766E-008,-2.6334617E-013, 2.5743659E+001, 1.7916053E-002, 1.0606339E-001,-5.4656899E-004, 1.0498563E-004, 6.0374148E-004, 9.1630696E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.7000123E+003, 1.6021314E+000, 2.3655303E+000,-1.4724520E+001,-1.3905044E+001, 1.4152436E+000, 9.4754669E-008,-2.6383425E-013, 2.5735752E+001, 3.4936636E-002, 1.2356352E-001,-5.4502515E-004, 1.0478890E-004, 6.0203615E-004, 9.1414902E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.7100054E+003, 1.5979120E+000, 2.3556605E+000,-1.4723521E+001,-1.3964882E+001, 1.4122242E+000, 9.4767516E-008,-2.6252497E-013, 2.5725063E+001,-4.0098544E-002, 4.6797210E-002,-5.4275045E-004, 1.0451788E-004, 5.9952352E-004, 9.1239037E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.7200056E+003, 1.5940392E+000, 2.3454845E+000,-1.4717379E+001,-1.3933355E+001, 1.4160754E+000, 9.4457096E-008,-2.6372563E-013, 2.5711234E+001,-1.5792309E-002, 7.0614309E-002,-5.4040547E-004, 1.0426801E-004, 5.9693324E-004, 9.1084653E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.7300092E+003, 1.5901110E+000, 2.3368854E+000,-1.4721509E+001,-1.3863416E+001, 1.4147319E+000, 9.4083817E-008,-2.6383574E-013, 2.5707408E+001, 3.9603068E-002, 1.2732646E-001,-5.3842341E-004, 1.0400634E-004, 5.9474385E-004, 9.0898173E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.7400043E+003, 1.5862256E+000, 2.3285563E+000,-1.4716016E+001,-1.3925354E+001, 1.4134363E+000, 9.3867766E-008,-2.6383627E-013, 2.5698909E+001,-3.0331056E-002, 5.7200599E-002,-5.3650389E-004, 1.0375243E-004, 5.9262355E-004, 9.0683855E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.7500027E+003, 1.5824432E+000, 2.3194914E+000,-1.4712180E+001,-1.3840673E+001, 1.4144703E+000, 9.3591910E-008,-2.6383681E-013, 2.5684631E+001, 4.2529668E-002, 1.2869160E-001,-5.3441486E-004, 1.0350638E-004, 5.9031600E-004, 9.0470935E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.7600126E+003, 1.5786209E+000, 2.3090246E+000,-1.4711145E+001,-1.3888551E+001, 1.4134256E+000, 9.3697976E-008,-2.6377010E-013, 2.5680371E+001,-1.3771996E-002, 7.2721645E-002,-5.3200265E-004, 1.0325773E-004, 5.8765147E-004, 9.0277051E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.7700138E+003, 1.5750441E+000, 2.3002877E+000,-1.4710271E+001,-1.3858260E+001, 1.4148710E+000, 9.3527172E-008,-2.6367845E-013, 2.5663771E+001,-3.2772376E-003, 8.5155340E-002,-5.2998921E-004, 1.0302525E-004, 5.8542741E-004, 9.0120209E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.7800107E+003, 1.5715248E+000, 2.2905483E+000,-1.4709855E+001,-1.3825106E+001, 1.4152890E+000, 9.3174007E-008,-2.6333585E-013, 2.5635306E+001, 1.4687326E-003, 8.7158085E-002,-5.2774452E-004, 1.0278773E-004, 5.8294792E-004, 8.9949126E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.7900055E+003, 1.5688140E+000, 2.2840081E+000,-1.4706243E+001,-1.3827149E+001, 1.4142566E+000, 9.3100161E-008,-2.6295157E-013, 2.5645261E+001, 9.7496755E-003, 9.4940528E-002,-5.2623723E-004, 1.0261833E-004, 5.8128297E-004, 8.9754683E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.8000060E+003, 1.5658290E+000, 2.2769203E+000,-1.4708081E+001,-1.3856102E+001, 1.4162470E+000, 9.3108373E-008,-2.6383837E-013, 2.5626124E+001,-4.1868949E-002, 4.4017498E-002,-5.2460394E-004, 1.0241824E-004, 5.7947883E-004, 8.9583621E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.8100066E+003, 1.5625323E+000, 2.2692708E+000,-1.4704235E+001,-1.3747675E+001, 1.4158942E+000, 9.3064983E-008,-2.6232845E-013, 2.5641754E+001, 7.6623948E-002, 1.6827009E-001,-5.2284090E-004, 1.0220624E-004, 5.7753137E-004, 8.9432648E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.8200172E+003, 1.5591590E+000, 2.2614676E+000,-1.4704557E+001,-1.3893944E+001, 1.4142739E+000, 9.2823597E-008,-2.6383884E-013, 2.5618999E+001,-9.2078161E-002,-6.0688599E-003,-5.2104252E-004, 1.0198318E-004, 5.7554487E-004, 8.9287534E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.8300128E+003, 1.5557235E+000, 2.2527770E+000,-1.4699411E+001,-1.3735994E+001, 1.4167670E+000, 9.2605222E-008,-2.6383919E-013, 2.5611759E+001, 6.2396212E-002, 1.4884573E-001,-5.1903971E-004, 1.0175723E-004, 5.7333256E-004, 8.9115472E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.8400154E+003, 1.5522212E+000, 2.2441205E+000,-1.4702296E+001,-1.3787582E+001, 1.4161771E+000, 9.2363864E-008,-2.6340350E-013, 2.5604141E+001,-4.0250377E-003, 8.2661190E-002,-5.1704470E-004, 1.0152663E-004, 5.7112887E-004, 8.8940156E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.8500083E+003, 1.5491195E+000, 2.2375870E+000,-1.4694405E+001,-1.3779016E+001, 1.4164541E+000, 9.2089603E-008,-2.6383971E-013, 2.5585648E+001,-8.9878647E-003, 7.7800498E-002,-5.1553902E-004, 1.0132241E-004, 5.6946569E-004, 8.8746156E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.8600140E+003, 1.5457607E+000, 2.2294914E+000,-1.4693053E+001,-1.3763540E+001, 1.4174051E+000, 9.1859671E-008,-2.6384008E-013, 2.5591580E+001, 9.7458504E-003, 9.8152220E-002,-5.1367332E-004, 1.0111244E-004, 5.6740484E-004, 8.8543885E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.8700066E+003, 1.5421618E+000, 2.2215688E+000,-1.4691014E+001,-1.3806387E+001, 1.4163117E+000, 9.1585763E-008,-2.6359348E-013, 2.5594619E+001,-3.0619656E-002, 5.5692534E-002,-5.1184721E-004, 1.0087298E-004, 5.6538771E-004, 8.8343451E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.8800017E+003, 1.5391506E+000, 2.2135815E+000,-1.4693338E+001,-1.3685590E+001, 1.4144662E+000, 9.1527354E-008,-2.6384112E-013, 2.5566394E+001, 5.4219699E-002, 1.4108284E-001,-5.1000672E-004, 1.0067521E-004, 5.6335470E-004, 8.8145651E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.8900138E+003, 1.5363572E+000, 2.2065141E+000,-1.4690215E+001,-1.3781832E+001, 1.4164252E+000, 9.1582102E-008,-2.6384119E-013, 2.5548224E+001,-5.6145295E-002, 2.8959611E-002,-5.0837791E-004, 1.0049228E-004, 5.6155552E-004, 8.7986584E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.9000135E+003, 1.5327787E+000, 2.1964198E+000,-1.4687844E+001,-1.3681257E+001, 1.4132441E+000, 9.1303663E-008,-2.6384154E-013, 2.5560144E+001, 5.2167063E-002, 1.3706574E-001,-5.0605154E-004, 1.0025430E-004, 5.5898580E-004, 8.7842727E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.9100062E+003, 1.5284278E+000, 2.1861119E+000,-1.4682918E+001,-1.3767408E+001, 1.4172082E+000, 9.0958019E-008,-2.6384229E-013, 2.5550406E+001,-4.2879221E-002, 4.5716197E-002,-5.0367600E-004, 9.9978669E-005, 5.5636177E-004, 8.7671755E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.9200146E+003, 1.5257512E+000, 2.1811653E+000,-1.4684690E+001,-1.3685240E+001, 1.4154253E+000, 9.0578441E-008,-2.6384241E-013, 2.5533793E+001, 2.0153099E-002, 1.0503983E-001,-5.0253588E-004, 9.9796222E-005, 5.5510240E-004, 8.7466131E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.9300110E+003, 1.5224424E+000, 2.1734558E+000,-1.4677712E+001,-1.3768795E+001, 1.4164819E+000, 9.0356701E-008,-2.6384301E-013, 2.5544862E+001,-4.8952098E-002, 3.7279466E-002,-5.0075914E-004, 9.9580186E-005, 5.5313981E-004, 8.7244549E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.9400012E+003, 1.5187899E+000, 2.1657312E+000,-1.4675691E+001,-1.3695959E+001, 1.4161670E+000, 9.0229553E-008,-2.6360541E-013, 2.5537421E+001, 1.4511777E-002, 1.0072882E-001,-4.9897880E-004, 9.9344446E-005, 5.5117323E-004, 8.7042948E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.9500038E+003, 1.5148060E+000, 2.1560586E+000,-1.4673223E+001,-1.3716770E+001, 1.4180067E+000, 9.0111731E-008,-2.6384464E-013, 2.5537016E+001,-4.7822237E-003, 7.9836847E-002,-4.9674965E-004, 9.9081866E-005, 5.4871091E-004, 8.6861431E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.9600046E+003, 1.5113726E+000, 2.1477935E+000,-1.4682834E+001,-1.3662708E+001, 1.4152121E+000, 8.9844697E-008,-2.6343016E-013, 2.5508857E+001, 4.3799997E-003, 8.9900042E-002,-4.9484512E-004, 9.8864991E-005, 5.4660716E-004, 8.6691749E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.9700143E+003, 1.5096759E+000, 2.1443770E+000,-1.4682201E+001,-1.3661751E+001, 1.4165622E+000, 8.9506420E-008,-2.6369247E-013, 2.5500658E+001,-1.7388048E-003, 8.2944838E-002,-4.9405790E-004, 9.8741039E-005, 5.4573759E-004, 8.6507772E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.9800039E+003, 1.5067263E+000, 2.1372454E+000,-1.4677185E+001,-1.3641615E+001, 1.4171262E+000, 8.9085705E-008,-2.6384512E-013, 2.5507996E+001, 2.7399744E-002, 1.1304886E-001,-4.9241465E-004, 9.8552574E-005, 5.4392246E-004, 8.6295476E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 1.9900165E+003, 1.5025988E+000, 2.1286803E+000,-1.4668998E+001,-1.3692005E+001, 1.4166314E+000, 8.8911666E-008,-2.6384567E-013, 2.5497448E+001,-2.8858751E-002, 5.5674379E-002,-4.9044012E-004, 9.8282793E-005, 5.4174138E-004, 8.6070496E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.0000007E+003, 1.4971919E+000, 2.1149460E+000,-1.4657503E+001,-1.3646753E+001, 1.4196706E+000, 8.8880652E-008,-2.6339284E-013, 2.5490919E+001, 1.6794052E-002, 1.0352558E-001,-4.8727451E-004, 9.7937654E-005, 5.3824465E-004, 8.5877901E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.0100121E+003, 1.4935255E+000, 2.1061134E+000,-1.4656491E+001,-1.3690289E+001, 1.4178803E+000, 8.8417317E-008,-2.6349877E-013, 2.5457554E+001,-6.3392638E-002, 2.2179876E-002,-4.8523907E-004, 9.7686301E-005, 5.3599630E-004, 8.5705255E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.0200111E+003, 1.4914113E+000, 2.1010511E+000,-1.4655797E+001,-1.3523303E+001, 1.4173780E+000, 8.8324473E-008,-2.6384772E-013, 2.5436575E+001, 8.0541616E-002, 1.6626360E-001,-4.8407232E-004, 9.7549533E-005, 5.3470750E-004, 8.5499728E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.0300093E+003, 1.4891392E+000, 2.0957480E+000,-1.4653457E+001,-1.3674245E+001, 1.4183139E+000, 8.8352096E-008,-2.6384806E-013, 2.5435317E+001,-6.9485384E-002, 1.5068093E-002,-4.8284990E-004, 9.7404296E-005, 5.3335722E-004, 8.5318263E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.0400074E+003, 1.4871122E+000, 2.0898710E+000,-1.4658377E+001,-1.3520967E+001, 1.4181148E+000, 8.8110408E-008,-2.6384818E-013, 2.5431587E+001, 7.3626437E-002, 1.5747015E-001,-4.8149560E-004, 9.7272048E-005, 5.3186125E-004, 8.5171701E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.0500056E+003, 1.4851079E+000, 2.0858635E+000,-1.4658014E+001,-1.3657239E+001, 1.4178553E+000, 8.7819010E-008,-2.6384800E-013, 2.5443073E+001,-5.3128352E-002, 3.0784179E-002,-4.8057201E-004, 9.7140149E-005, 5.3084105E-004, 8.5003809E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.0600037E+003, 1.4819533E+000, 2.0795672E+000,-1.4644165E+001,-1.3626107E+001, 1.4164821E+000, 8.7419823E-008,-2.6384860E-013, 2.5424376E+001,-2.9747956E-002, 5.2539831E-002,-4.7912121E-004, 9.6933374E-005, 5.2923849E-004, 8.4806375E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.0700020E+003, 1.4800799E+000, 2.0872136E+000,-1.4636875E+001,-1.3536194E+001, 1.4176031E+000, 8.7315124E-008,-2.6384926E-013, 2.5419732E+001, 6.1751709E-002, 1.4434561E-001,-4.8088437E-004, 9.6812946E-005, 5.3118609E-004, 8.4601193E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.0800063E+003, 1.4828107E+000, 2.2306004E+000,-1.4683845E+001,-1.3562134E+001, 1.4161913E+000, 8.6844316E-008,-2.6333112E-013, 2.5447207E+001, 1.9634922E-002, 1.0023070E-001,-5.1379164E-004, 9.6999975E-005, 5.6753554E-004, 8.4407924E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.0900107E+003, 1.4892526E+000, 2.2442274E+000,-1.4679781E+001,-1.3646988E+001, 1.4157944E+000, 8.6808341E-008,-2.6384596E-013, 2.5471105E+001,-3.5568793E-002, 4.9382681E-002,-5.1699724E-004, 9.7414675E-005, 5.7107645E-004, 8.4190755E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
 2.1000005E+003, 1.5282517E+000, 4.1579204E+000,-1.5360277E+001,-1.3695700E+001, 1.4162878E+000, 8.6676495E-008,-2.6318867E-013, 2.6255741E+001, 5.2319620E-002, 1.4430382E-001,-9.5491092E-004, 1.0008380E-004, 1.0547970E-003, 8.4009068E-009,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001,-2.9819269E-001
