s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,Pa
 8.6000781E+002, 7.4350291E-001, 1.4638079E+000,-7.5607883E+000,-6.9692599E+000, 7.0093744E-001, 9.4890849E-008,-7.0766077E-014, 1.3098564E+001,-9.1155736E-003, 1.2955836E-002,-3.3723148E-004, 4.8629748E-005, 3.7250674E-004, 7.9535844E-009,-2.9537955E-001
 8.7000452E+002, 7.3997278E-001, 1.4539006E+000,-7.5550684E+000,-6.9602282E+000, 6.9837445E-001, 9.4070093E-008,-7.0766835E-014, 1.3096924E+001,-2.1265765E-003, 1.9974994E-002,-3.3494939E-004, 4.8398054E-005, 3.6998594E-004, 7.9088082E-009,-2.9537955E-001
 8.8000983E+002, 7.3632263E-001, 1.4433336E+000,-7.5512888E+000,-6.9650299E+000, 6.9759079E-001, 9.3053912E-008,-7.0734666E-014, 1.3085668E+001,-1.9076105E-002, 3.2623455E-003,-3.3251527E-004, 4.8159711E-005, 3.6729721E-004, 7.8665805E-009,-2.9537955E-001
 8.9000232E+002, 7.3318352E-001, 1.4341675E+000,-7.5506579E+000,-6.9310496E+000, 6.9824847E-001, 9.2267231E-008,-7.0767875E-014, 1.3063981E+001,-8.6418347E-003, 1.3705124E-002,-3.3040405E-004, 4.7957999E-005, 3.6496514E-004, 7.8247611E-009,-2.9537955E-001
 9.0000006E+002, 7.3036294E-001, 1.4259320E+000,-7.5507430E+000,-6.9029941E+000, 6.9723112E-001, 9.1764661E-008,-7.0768274E-014, 1.3056978E+001, 9.6133869E-003, 3.0834999E-002,-3.2850694E-004, 4.7772294E-005, 3.6286960E-004, 7.7868201E-009,-2.9537955E-001
 9.1001086E+002, 7.2783596E-001, 1.4192017E+000,-7.5480435E+000,-6.8953693E+000, 6.9580188E-001, 9.1776808E-008,-7.0768609E-014, 1.3049896E+001, 8.3319493E-003, 3.0121071E-002,-3.2695695E-004, 4.7605215E-005, 3.6115747E-004, 7.7564082E-009,-2.9537955E-001
 9.2000006E+002, 7.2520697E-001, 1.4119313E+000,-7.5489926E+000,-6.9012659E+000, 6.9443942E-001, 9.1406486E-008,-7.0768843E-014, 1.3038448E+001,-1.3876821E-002, 7.8362497E-003,-3.2528234E-004, 4.7435911E-005, 3.5930769E-004, 7.7340313E-009,-2.9537955E-001
 9.3001172E+002, 7.2237036E-001, 1.4049779E+000,-7.5469098E+000,-6.8691413E+000, 6.9241212E-001, 9.0189108E-008,-7.0769271E-014, 1.3038132E+001, 1.5347411E-002, 3.6863778E-002,-3.2368041E-004, 4.7245549E-005, 3.5753820E-004, 7.7107080E-009,-2.9537955E-001
 9.4000214E+002, 7.1951212E-001, 1.3976017E+000,-7.5434988E+000,-6.8914960E+000, 6.9287583E-001, 8.8363882E-008,-7.0769758E-014, 1.3035101E+001,-9.2142915E-003, 1.2493910E-002,-3.2198176E-004, 4.7064678E-005, 3.5566186E-004, 7.6702712E-009,-2.9537955E-001
 9.5000006E+002, 7.1696582E-001, 1.3907660E+000,-7.5429525E+000,-6.8842889E+000, 6.9163456E-001, 8.7779206E-008,-7.0769994E-014, 1.3024208E+001,-1.6051161E-002, 5.5670524E-003,-3.2040733E-004, 4.6894791E-005, 3.5392274E-004, 7.6208325E-009,-2.9537955E-001
 9.6001135E+002, 7.1467429E-001, 1.3840164E+000,-7.5436328E+000,-6.8456502E+000, 6.9135863E-001, 8.7438451E-008,-7.0770189E-014, 1.3009749E+001, 4.2761462E-003, 2.6498730E-002,-3.1885279E-004, 4.6747930E-005, 3.5220560E-004, 7.5795395E-009,-2.9537955E-001
 9.7001508E+002, 7.1218923E-001, 1.3774180E+000,-7.5385207E+000,-6.8503517E+000, 6.9103469E-001, 8.7503886E-008,-7.0770601E-014, 1.3008793E+001, 1.3659373E-003, 2.3144277E-002,-3.1733316E-004, 4.6583333E-005, 3.5052701E-004, 7.5496781E-009,-2.9537955E-001
 9.8001196E+002, 7.0962628E-001, 1.3704405E+000,-7.5397280E+000,-6.8639041E+000, 6.9070825E-001, 8.6635091E-008,-7.0770863E-014, 1.3007794E+001,-1.7995920E-002, 4.4965206E-003,-3.1572540E-004, 4.6414124E-005, 3.4875107E-004, 7.5289900E-009,-2.9537955E-001
 9.9000500E+002, 7.0695773E-001, 1.3633793E+000,-7.5351187E+000,-6.7982924E+000, 6.8928799E-001, 8.6063828E-008,-7.0771305E-014, 1.2997761E+001, 4.0008863E-002, 6.0595739E-002,-3.1409946E-004, 4.6243709E-005, 3.4695505E-004, 7.4990818E-009,-2.9537955E-001
 1.0000027E+003, 7.0429118E-001, 1.3554549E+000,-7.5342078E+000,-6.8267540E+000, 6.8691756E-001, 8.5710694E-008,-7.0734378E-014, 1.2987135E+001,-4.2741988E-003, 1.7382141E-002,-3.1227399E-004, 4.6065638E-005, 3.4493863E-004, 7.4717701E-009,-2.9537955E-001
 1.0100049E+003, 7.0168839E-001, 1.3490183E+000,-7.5300702E+000,-6.8217991E+000, 6.8766813E-001, 8.5150881E-008,-7.0771962E-014, 1.2981408E+001,-2.0117662E-003, 1.8895097E-002,-3.1079119E-004, 4.5896694E-005, 3.4330073E-004, 7.4465389E-009,-2.9537955E-001
 1.0200151E+003, 6.9851891E-001, 1.3397586E+000,-7.5272593E+000,-6.8294786E+000, 6.8613581E-001, 8.5155705E-008,-7.0772659E-014, 1.2972448E+001,-2.1175885E-002, 3.6473323E-004,-3.0865789E-004, 4.5689765E-005, 3.4094428E-004, 7.4212073E-009,-2.9537955E-001
 1.0300074E+003, 6.9587650E-001, 1.3313754E+000,-7.5263476E+000,-6.7910241E+000, 6.8730223E-001, 8.4780170E-008,-7.0752530E-014, 1.2960524E+001, 4.7657951E-003, 2.6330970E-002,-3.0672679E-004, 4.5515871E-005, 3.3881119E-004, 7.4025488E-009,-2.9537955E-001
 1.0400051E+003, 6.9316661E-001, 1.3246406E+000,-7.5220553E+000,-6.7898722E+000, 6.8559545E-001, 8.3746992E-008,-7.0773466E-014, 1.2964113E+001, 1.0477164E-002, 3.0947479E-002,-3.0517521E-004, 4.5338384E-005, 3.3709731E-004, 7.3806076E-009,-2.9537955E-001
 1.0500060E+003, 6.9059843E-001, 1.3171352E+000,-7.5236022E+000,-6.7986220E+000, 6.8695070E-001, 8.3984955E-008,-7.0660453E-014, 1.2942842E+001,-2.4130082E-002,-1.8334417E-003,-3.0344636E-004, 4.5171354E-005, 3.3518762E-004, 7.3517480E-009,-2.9537955E-001
 1.0600006E+003, 6.8836778E-001, 1.3109715E+000,-7.5226232E+000,-6.7703686E+000, 6.8692870E-001, 8.4369844E-008,-7.0774130E-014, 1.2941691E+001, 2.8716853E-003, 2.3995581E-002,-3.0202640E-004, 4.5022419E-005, 3.3361912E-004, 7.3366262E-009,-2.9537955E-001
 1.0700050E+003, 6.8604157E-001, 1.3047252E+000,-7.5123816E+000,-6.7688933E+000, 6.8643833E-001, 8.4098174E-008,-7.0774984E-014, 1.2908747E+001,-1.9974282E-002,-4.7913022E-005,-3.0059043E-004, 4.4876036E-005, 3.3203295E-004, 7.3281784E-009,-2.9537955E-001
 1.0800118E+003, 6.8741860E-001, 1.3137180E+000,-7.5001133E+000,-6.6866412E+000, 6.8846873E-001, 8.3926271E-008,-7.0775473E-014, 1.2826681E+001,-1.1514067E-004, 1.5813603E-002,-3.0267149E-004, 4.4968614E-005, 3.3433169E-004, 7.3149710E-009,-2.9537955E-001
 1.0900143E+003, 6.9640704E-001, 1.3556974E+000,-7.5186669E+000,-6.6913996E+000, 6.8740096E-001, 8.4003218E-008,-7.0771381E-014, 1.2832706E+001,-9.5067106E-003, 6.4478194E-003,-3.1234848E-004, 4.5560199E-005, 3.4502091E-004, 7.3013791E-009,-2.9537955E-001
 1.1000039E+003, 7.0547014E-001, 1.4079821E+000,-7.5233588E+000,-6.7342416E+000, 6.8573493E-001, 8.3106962E-008,-7.0767041E-014, 1.2898750E+001, 1.7345267E-002, 3.2354494E-002,-3.2440084E-004, 4.6150980E-005, 3.5833398E-004, 7.2879778E-009,-2.9537955E-001
 1.1100104E+003, 7.1356446E-001, 1.4687959E+000,-7.5304093E+000,-6.8105705E+000, 6.8466754E-001, 8.2346286E-008,-7.0763010E-014, 1.2983942E+001, 2.6632437E-002, 4.1194119E-002,-3.3842015E-004, 4.6679158E-005, 3.7381975E-004, 7.2622472E-009,-2.9537955E-001
 1.1200142E+003, 7.2009901E-001, 1.4990397E+000,-7.5267727E+000,-6.8635582E+000, 6.8582107E-001, 8.2241097E-008,-7.0760442E-014, 1.3002510E+001, 3.4317781E-003, 1.8099150E-002,-3.4539408E-004, 4.7109972E-005, 3.8152317E-004, 7.2330795E-009,-2.9537955E-001
 1.1300099E+003, 7.2677930E-001, 1.4950284E+000,-7.5216006E+000,-6.9218548E+000, 6.8665760E-001, 8.1989460E-008,-7.0757967E-014, 1.3043438E+001,-6.7592703E-004, 1.3419218E-002,-3.4447174E-004, 4.7541198E-005, 3.8050434E-004, 7.2112787E-009,-2.9537955E-001
 1.1400054E+003, 7.3080169E-001, 1.5127554E+000,-7.5156618E+000,-6.9736645E+000, 6.8598592E-001, 8.1838082E-008,-7.0755913E-014, 1.3095335E+001, 9.4706945E-003, 2.2796789E-002,-3.4855937E-004, 4.7802221E-005, 3.8501955E-004, 7.1910005E-009,-2.9537955E-001
 1.1500035E+003, 7.3179660E-001, 1.5117378E+000,-7.5091943E+000,-7.0263326E+000, 6.8585432E-001, 8.1830481E-008,-7.0755123E-014, 1.3129199E+001,-2.9323046E-003, 1.1323359E-002,-3.4832659E-004, 4.7868861E-005, 3.8476242E-004, 7.1743320E-009,-2.9537955E-001
 1.1600038E+003, 7.3170153E-001, 1.5129765E+000,-7.5120614E+000,-7.0336464E+000, 6.8438822E-001, 8.1818834E-008,-7.0754465E-014, 1.3135802E+001,-7.8161883E-003, 6.1844805E-003,-3.4861281E-004, 4.7862039E-005, 3.8507858E-004, 7.1607414E-009,-2.9537955E-001
 1.1700106E+003, 7.3068866E-001, 1.5129141E+000,-7.5041311E+000,-7.0572292E+000, 6.8494093E-001, 8.1558152E-008,-7.0754373E-014, 1.3162466E+001, 2.9198275E-003, 1.6735250E-002,-3.4859932E-004, 4.7792661E-005, 3.8506368E-004, 7.1477858E-009,-2.9537955E-001
 1.1800088E+003, 7.2885818E-001, 1.5064035E+000,-7.5055977E+000,-7.0492021E+000, 6.8273773E-001, 8.1799450E-008,-7.0754431E-014, 1.3157203E+001, 4.8905565E-004, 1.3999497E-002,-3.4709937E-004, 4.7673826E-005, 3.8340684E-004, 7.1339982E-009,-2.9537955E-001
 1.1900006E+003, 7.2644572E-001, 1.4941940E+000,-7.5030277E+000,-7.0473408E+000, 6.8358331E-001, 8.1448116E-008,-7.0754866E-014, 1.3153119E+001,-1.1471527E-003, 1.2779782E-002,-3.4428582E-004, 4.7515945E-005, 3.8029898E-004, 7.1231296E-009,-2.9537955E-001
 1.2000154E+003, 7.2399099E-001, 1.4851081E+000,-7.4993342E+000,-7.0353653E+000, 6.8220602E-001, 8.1284581E-008,-7.0755077E-014, 1.3145946E+001, 3.0802971E-003, 1.7443262E-002,-3.4219193E-004, 4.7357935E-005, 3.7798606E-004, 7.1087313E-009,-2.9537955E-001
 1.2100085E+003, 7.2140830E-001, 1.4763355E+000,-7.4963105E+000,-7.0432373E+000, 6.8388746E-001, 8.1119382E-008,-7.0755517E-014, 1.3141906E+001,-5.7611967E-003, 7.6542178E-003,-3.4017041E-004, 4.7185503E-005, 3.7575309E-004, 7.0934569E-009,-2.9537955E-001
 1.2200052E+003, 7.1830186E-001, 1.4636544E+000,-7.4920035E+000,-7.0352512E+000, 6.8249203E-001, 8.1272953E-008,-7.0756194E-014, 1.3131316E+001,-8.8719530E-003, 4.8551739E-003,-3.3724794E-004, 4.6980739E-005, 3.7252492E-004, 7.0789489E-009,-2.9537955E-001
 1.2300052E+003, 7.1509989E-001, 1.4528727E+000,-7.4945954E+000,-7.0019233E+000, 6.8199566E-001, 8.1611560E-008,-7.0756624E-014, 1.3105234E+001,-8.0054168E-003, 5.8114046E-003,-3.3476286E-004, 4.6773694E-005, 3.6977989E-004, 7.0694389E-009,-2.9537955E-001
 1.2400007E+003, 7.1244317E-001, 1.4435721E+000,-7.4913345E+000,-6.9895297E+000, 6.8313737E-001, 8.1863495E-008,-7.0757063E-014, 1.3103022E+001, 3.6368147E-003, 1.7738361E-002,-3.3261955E-004, 4.6601579E-005, 3.6741240E-004, 7.0653287E-009,-2.9537955E-001
 1.2500138E+003, 7.0975925E-001, 1.4359317E+000,-7.4915325E+000,-6.9754547E+000, 6.8211087E-001, 8.1644899E-008,-7.0757443E-014, 1.3088762E+001,-6.9132232E-005, 1.3645298E-002,-3.3085865E-004, 4.6423391E-005, 3.6546730E-004, 7.0605062E-009,-2.9537955E-001
 1.2600009E+003, 7.0680257E-001, 1.4253903E+000,-7.4855195E+000,-6.9600287E+000, 6.8049742E-001, 8.1362118E-008,-7.0758057E-014, 1.3093067E+001, 2.1731565E-002, 3.4818750E-002,-3.2842946E-004, 4.6230491E-005, 3.6278401E-004, 7.0511113E-009,-2.9537955E-001
 1.2700027E+003, 7.0406569E-001, 1.4166783E+000,-7.4853241E+000,-6.9846390E+000, 6.8138256E-001, 8.1269290E-008,-7.0758493E-014, 1.3076786E+001,-2.1906131E-002,-7.7286219E-003,-3.2642176E-004, 4.6051786E-005, 3.6056629E-004, 7.0371882E-009,-2.9537955E-001
 1.2800066E+003, 7.0135497E-001, 1.4086569E+000,-7.4840358E+000,-6.9410466E+000, 6.8125220E-001, 8.0962326E-008,-7.0758966E-014, 1.3065098E+001, 9.1946658E-003, 2.2622813E-002,-3.2457310E-004, 4.5874064E-005, 3.5852426E-004, 7.0228457E-009,-2.9537955E-001
 1.2900013E+003, 6.9878237E-001, 1.4011313E+000,-7.4821316E+000,-6.9424236E+000, 6.8134735E-001, 8.0681353E-008,-7.0759312E-014, 1.3050349E+001,-8.2582938E-003, 5.9236455E-003,-3.2283858E-004, 4.5707288E-005, 3.5660831E-004, 7.0056587E-009,-2.9537955E-001
 1.3000096E+003, 6.9652158E-001, 1.3938595E+000,-7.4812502E+000,-6.9256636E+000, 6.8087914E-001, 8.0237701E-008,-7.0759614E-014, 1.3053464E+001, 1.0341653E-002, 2.3950586E-002,-3.2116271E-004, 4.5557819E-005, 3.5475714E-004, 6.9874566E-009,-2.9537955E-001
 1.3100043E+003, 6.9388554E-001, 1.3859987E+000,-7.4795563E+000,-6.9300698E+000, 6.7965180E-001, 8.0017598E-008,-7.0760022E-014, 1.3050008E+001, 3.3095655E-004, 1.3919116E-002,-3.1935123E-004, 4.5389288E-005, 3.5275617E-004, 6.9672187E-009,-2.9537955E-001
 1.3200104E+003, 6.9151758E-001, 1.3794012E+000,-7.4767516E+000,-6.9213062E+000, 6.8122763E-001, 7.9378075E-008,-7.0760269E-014, 1.3023747E+001,-1.6334543E-002,-1.5655640E-003,-3.1783087E-004, 4.5229837E-005, 3.5107678E-004, 6.9455621E-009,-2.9537955E-001
 1.3300139E+003, 6.8959300E-001, 1.3750739E+000,-7.4766522E+000,-6.9069434E+000, 6.8052420E-001, 7.9171392E-008,-7.0760435E-014, 1.3023986E+001,-2.9841896E-003, 1.0508036E-002,-3.1683340E-004, 4.5104063E-005, 3.4997497E-004, 6.9225216E-009,-2.9537955E-001
 1.3400112E+003, 6.8729793E-001, 1.3690773E+000,-7.4762649E+000,-6.9071804E+000, 6.7997339E-001, 7.8992554E-008,-7.0760706E-014, 1.3025582E+001,-4.2647863E-003, 9.4079033E-003,-3.1545157E-004, 4.4957254E-005, 3.4844860E-004, 6.9025282E-009,-2.9537955E-001
 1.3500084E+003, 6.8497180E-001, 1.3624592E+000,-7.4733832E+000,-6.8869147E+000, 6.7934438E-001, 7.8476691E-008,-7.0761035E-014, 1.3015320E+001, 6.0228920E-003, 1.9338549E-002,-3.1392652E-004, 4.4802634E-005, 3.4676402E-004, 6.8835140E-009,-2.9537955E-001
 1.3600002E+003, 6.8241130E-001, 1.3546237E+000,-7.4683914E+000,-6.8883165E+000, 6.7998051E-001, 7.8522823E-008,-7.0761608E-014, 1.3018350E+001, 1.0834751E-002, 2.4034445E-002,-3.1212065E-004, 4.4631968E-005, 3.4476925E-004, 6.8627384E-009,-2.9537955E-001
 1.3700133E+003, 6.7958652E-001, 1.3456360E+000,-7.4727402E+000,-6.8900466E+000, 6.7908878E-001, 7.8259466E-008,-7.0761992E-014, 1.3000340E+001,-1.8152963E-002,-3.7710745E-003,-3.1004919E-004, 4.4452601E-005, 3.4248112E-004, 6.8472544E-009,-2.9537955E-001
 1.3800128E+003, 6.7742672E-001, 1.3402724E+000,-7.4668753E+000,-6.8718093E+000, 6.7940168E-001, 7.7384094E-008,-7.0762315E-014, 1.2989448E+001,-5.8351833E-003, 7.5920096E-003,-3.0881338E-004, 4.4311021E-005, 3.4111604E-004, 6.8284031E-009,-2.9537955E-001
 1.3900074E+003, 6.7526806E-001, 1.3334074E+000,-7.4676404E+000,-6.8508968E+000, 6.7943448E-001, 7.7449801E-008,-7.0762619E-014, 1.2995103E+001, 1.7619689E-002, 3.1268829E-002,-3.0723127E-004, 4.4167859E-005, 3.3936843E-004, 6.8045199E-009,-2.9537955E-001
 1.4000107E+003, 6.7317582E-001, 1.3274572E+000,-7.4673386E+000,-6.8603200E+000, 6.7918193E-001, 7.7059539E-008,-7.0762890E-014, 1.2982576E+001,-5.9444089E-003, 7.2755988E-003,-3.0585998E-004, 4.4033375E-005, 3.3785370E-004, 6.7860640E-009,-2.9537955E-001
 1.4100135E+003, 6.7090168E-001, 1.3212703E+000,-7.4647551E+000,-6.8665542E+000, 6.7926685E-001, 7.7008430E-008,-7.0763207E-014, 1.2978764E+001,-1.6294156E-002,-2.3763942E-003,-3.0443390E-004, 4.3880906E-005, 3.3627845E-004, 6.7673544E-009,-2.9537955E-001
 1.4200074E+003, 6.6868599E-001, 1.3152773E+000,-7.4646734E+000,-6.8202070E+000, 6.7969092E-001, 7.6759817E-008,-7.0763442E-014, 1.2964698E+001, 1.4586441E-002, 2.8194649E-002,-3.0305278E-004, 4.3738888E-005, 3.3475286E-004, 6.7525904E-009,-2.9537955E-001
 1.4300054E+003, 6.6697773E-001, 1.3106901E+000,-7.4651556E+000,-6.8287830E+000, 6.7861627E-001, 7.6569419E-008,-7.0763516E-014, 1.2956143E+001,-5.3661213E-003, 7.7988044E-003,-3.0199563E-004, 4.3626527E-005, 3.3358513E-004, 6.7368076E-009,-2.9537955E-001
 1.4400023E+003, 6.6539017E-001, 1.3070474E+000,-7.4640576E+000,-6.8148982E+000, 6.7869283E-001, 7.5905956E-008,-7.0763590E-014, 1.2959265E+001, 1.0511633E-002, 2.4392679E-002,-3.0115647E-004, 4.3522528E-005, 3.3265819E-004, 6.7190854E-009,-2.9537955E-001
 1.4500142E+003, 6.6300091E-001, 1.3003809E+000,-7.4579510E+000,-6.8356588E+000, 6.7932934E-001, 7.6029186E-008,-7.0764069E-014, 1.2963794E+001,-9.8677200E-004, 1.2514674E-002,-2.9962001E-004, 4.3365504E-005, 3.3096102E-004, 6.6983213E-009,-2.9537955E-001
 1.4600122E+003, 6.6046998E-001, 1.2918088E+000,-7.4567002E+000,-6.8275681E+000, 6.7992239E-001, 7.5841836E-008,-7.0764488E-014, 1.2940947E+001,-1.7067388E-002,-2.9287453E-003,-2.9764457E-004, 4.3202131E-005, 3.2877894E-004, 6.6829836E-009,-2.9537955E-001
 1.4700093E+003, 6.5836663E-001, 1.2861290E+000,-7.4561267E+000,-6.8076009E+000, 6.7949685E-001, 7.5716806E-008,-7.0764740E-014, 1.2937962E+001,-7.4231116E-004, 1.2098252E-002,-2.9633556E-004, 4.3062626E-005, 3.2733300E-004, 6.6687505E-009,-2.9537955E-001
 1.4800012E+003, 6.5647797E-001, 1.2806995E+000,-7.4558749E+000,-6.7985087E+000, 6.7834376E-001, 7.5811265E-008,-7.0765034E-014, 1.2936023E+001, 3.3800678E-003, 1.6461301E-002,-2.9508437E-004, 4.2939144E-005, 3.2595094E-004, 6.6559510E-009,-2.9537955E-001
 1.4900074E+003, 6.5418543E-001, 1.2746170E+000,-7.4531606E+000,-6.7987670E+000, 6.7859695E-001, 7.5394399E-008,-7.0765349E-014, 1.2930907E+001,-1.9499609E-003, 1.1762083E-002,-2.9368245E-004, 4.2789859E-005, 3.2440238E-004, 6.6441079E-009,-2.9537955E-001
 1.5000101E+003, 6.5236480E-001, 1.2698201E+000,-7.4562328E+000,-6.7803411E+000, 6.7813596E-001, 7.5016082E-008,-7.0765455E-014, 1.2918514E+001,-1.2561161E-003, 1.2441239E-002,-2.9257687E-004, 4.2670347E-005, 3.2318115E-004, 6.6275747E-009,-2.9537955E-001
 1.5100001E+003, 6.5047741E-001, 1.2647017E+000,-7.4531667E+000,-6.7907289E+000, 6.7878543E-001, 7.4759409E-008,-7.0765701E-014, 1.2915359E+001,-1.3066953E-002, 7.2663496E-004,-2.9139741E-004, 4.2547197E-005, 3.2187831E-004, 6.6083835E-009,-2.9537955E-001
 1.5200049E+003, 6.4865618E-001, 1.2598761E+000,-7.4496341E+000,-6.7721795E+000, 6.7883152E-001, 7.4631739E-008,-7.0765974E-014, 1.2910506E+001, 3.1054693E-003, 1.6180512E-002,-2.9028536E-004, 4.2427783E-005, 3.2064994E-004, 6.5902903E-009,-2.9537955E-001
 1.5300142E+003, 6.4658473E-001, 1.2547898E+000,-7.4506573E+000,-6.7640974E+000, 6.7797469E-001, 7.3816408E-008,-7.0766247E-014, 1.2915230E+001, 1.1538133E-002, 2.5034994E-002,-2.8911309E-004, 4.2292097E-005, 3.1935505E-004, 6.5728669E-009,-2.9537955E-001
 1.5400142E+003, 6.4482682E-001, 1.2499802E+000,-7.4528084E+000,-6.7644363E+000, 6.7881988E-001, 7.3342331E-008,-7.0766311E-014, 1.2899794E+001,-7.1671289E-003, 6.1958416E-003,-2.8800465E-004, 4.2177689E-005, 3.1813066E-004, 6.5466464E-009,-2.9537955E-001
 1.5500001E+003, 6.4268588E-001, 1.2437403E+000,-7.4477915E+000,-6.7747486E+000, 6.7907171E-001, 7.3872713E-008,-7.0766732E-014, 1.2902296E+001,-1.2548750E-002, 1.5136124E-003,-2.8656660E-004, 4.2036252E-005, 3.1654218E-004, 6.5258300E-009,-2.9537955E-001
 1.5600066E+003, 6.4035022E-001, 1.2376291E+000,-7.4449131E+000,-6.7422143E+000, 6.7873322E-001, 7.3536840E-008,-7.0767044E-014, 1.2888226E+001, 6.7162545E-003, 2.0182420E-002,-2.8515831E-004, 4.1886001E-005, 3.1498659E-004, 6.5151718E-009,-2.9537955E-001
 1.5700034E+003, 6.3847263E-001, 1.2326115E+000,-7.4462473E+000,-6.7520288E+000, 6.7883333E-001, 7.3333204E-008,-7.0767295E-014, 1.2884579E+001,-9.4831973E-003, 3.6087542E-003,-2.8400190E-004, 4.1760830E-005, 3.1370921E-004, 6.5021857E-009,-2.9537955E-001
 1.5800060E+003, 6.3642767E-001, 1.2266277E+000,-7.4432137E+000,-6.7252296E+000, 6.7814728E-001, 7.3250595E-008,-7.0767623E-014, 1.2874989E+001, 8.1143708E-003, 2.1120427E-002,-2.8262290E-004, 4.1628859E-005, 3.1218597E-004, 6.4880301E-009,-2.9537955E-001
 1.5900007E+003, 6.3467915E-001, 1.2217057E+000,-7.4468655E+000,-6.7139794E+000, 6.7881077E-001, 7.3088945E-008,-7.0767784E-014, 1.2866918E+001, 5.8718649E-003, 1.9563082E-002,-2.8148841E-004, 4.1513969E-005, 3.1093280E-004, 6.4745872E-009,-2.9537955E-001
 1.6000120E+003, 6.3282958E-001, 1.2165702E+000,-7.4416505E+000,-6.7331817E+000, 6.7894929E-001, 7.2696646E-008,-7.0768050E-014, 1.2868737E+001,-7.7114812E-003, 5.6834813E-003,-2.8030505E-004, 4.1392918E-005, 3.0962566E-004, 6.4595760E-009,-2.9537955E-001
 1.6100125E+003, 6.3070753E-001, 1.2107622E+000,-7.4389561E+000,-6.7179372E+000, 6.7891860E-001, 7.2471754E-008,-7.0768366E-014, 1.2860395E+001,-6.9531144E-004, 1.3127454E-002,-2.7896667E-004, 4.1253299E-005, 3.0814728E-004, 6.4420610E-009,-2.9537955E-001
 1.6200038E+003, 6.2895392E-001, 1.2052381E+000,-7.4384458E+000,-6.7149814E+000, 6.7927082E-001, 7.2617430E-008,-7.0768567E-014, 1.2857413E+001,-1.4707337E-003, 1.2210309E-002,-2.7769353E-004, 4.1138447E-005, 3.0674097E-004, 6.4257889E-009,-2.9537955E-001
 1.6300045E+003, 6.2710641E-001, 1.2002309E+000,-7.4396317E+000,-6.7075062E+000, 6.7928469E-001, 7.2782274E-008,-7.0768753E-014, 1.2850971E+001,-3.4792072E-003, 1.0224467E-002,-2.7653952E-004, 4.1019650E-005, 3.0546625E-004, 6.4149856E-009,-2.9537955E-001
 1.6400063E+003, 6.2518355E-001, 1.1951906E+000,-7.4371433E+000,-6.6919358E+000, 6.7795333E-001, 7.2572696E-008,-7.0769045E-014, 1.2843101E+001, 3.2620975E-003, 1.7158744E-002,-2.7537803E-004, 4.0892354E-005, 3.0418326E-004, 6.4073640E-009,-2.9537955E-001
 1.6500006E+003, 6.2343079E-001, 1.1906784E+000,-7.4361969E+000,-6.6920993E+000, 6.7725260E-001, 7.2323051E-008,-7.0769298E-014, 1.2839698E+001,-1.5530816E-003, 1.2085027E-002,-2.7433803E-004, 4.0776162E-005, 3.0303447E-004, 6.3956824E-009,-2.9537955E-001
 1.6600126E+003, 6.2143789E-001, 1.1842720E+000,-7.4347483E+000,-6.6904146E+000, 6.7938749E-001, 7.2267729E-008,-7.0769596E-014, 1.2834278E+001,-3.0951150E-003, 9.9401393E-003,-2.7286169E-004, 4.0650164E-005, 3.0140370E-004, 6.3819133E-009,-2.9537955E-001
 1.6700039E+003, 6.1934425E-001, 1.1780785E+000,-7.4346516E+000,-6.6703193E+000, 6.7869175E-001, 7.2242924E-008,-7.0769941E-014, 1.2827733E+001, 8.0663993E-003, 2.0798145E-002,-2.7143426E-004, 4.0511115E-005, 2.9982696E-004, 6.3694322E-009,-2.9537955E-001
 1.6800027E+003, 6.1804756E-001, 1.1753234E+000,-7.4372133E+000,-6.6709434E+000, 6.7889103E-001, 7.2266766E-008,-7.0769891E-014, 1.2816170E+001,-9.0433741E-003, 4.9524387E-003,-2.7079935E-004, 4.0425693E-005, 2.9912564E-004, 6.3582126E-009,-2.9537955E-001
 1.6900101E+003, 6.1640222E-001, 1.1712232E+000,-7.4305133E+000,-6.6764755E+000, 6.7950324E-001, 7.2253901E-008,-7.0770137E-014, 1.2826142E+001, 1.7693837E-003, 1.5059039E-002,-2.6985448E-004, 4.0317931E-005, 2.9808194E-004, 6.3485992E-009,-2.9537955E-001
 1.7000028E+003, 6.1416566E-001, 1.1651089E+000,-7.4304502E+000,-6.6739212E+000, 6.7813719E-001, 7.2057742E-008,-7.0770598E-014, 1.2819042E+001,-6.3950455E-003, 6.9739915E-003,-2.6844547E-004, 4.0171861E-005, 2.9652554E-004, 6.3388642E-009,-2.9537955E-001
 1.7100099E+003, 6.1238122E-001, 1.1598044E+000,-7.4294430E+000,-6.6588336E+000, 6.7944094E-001, 7.2157472E-008,-7.0770846E-014, 1.2811013E+001, 4.0127865E-004, 1.4558979E-002,-2.6722303E-004, 4.0055127E-005, 2.9517523E-004, 6.3271317E-009,-2.9537955E-001
 1.7200061E+003, 6.1074312E-001, 1.1556573E+000,-7.4299019E+000,-6.6540820E+000, 6.7857401E-001, 7.1962234E-008,-7.0770941E-014, 1.2804361E+001,-3.2457418E-003, 9.6944338E-003,-2.6626716E-004, 3.9948265E-005, 2.9411938E-004, 6.3178878E-009,-2.9537955E-001
