s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C
 3.5000697E+002, 4.3634226E+002, 8.7707775E+001, 8.3043542E+001, 7.7676555E+001, 6.7597284E+001, 4.9611741E+002, 2.7935116E+002, 2.5228585E+002, 2.2746035E+002, 1.9545085E+002, 1.3386189E+002, 3.3494796E+002, 1.9671061E+002, 1.9573374E+002, 1.9905222E+002, 2.1140075E+002, 2.0017083E+002, 4.3828230E-001, 2.9996000E-001, 3.0017016E+000, 2.7076238E+000, 2.4362950E+000, 2.1486427E+000, 1.6065716E+000, 1.5295015E+000, 1.5542389E+000, 1.8279644E+000, 5.2407022E+002, 5.5187193E+002, 5.8591459E+002, 6.0774843E+002, 6.3350588E+002, 3.7889598E+002, 4.0183635E+002, 4.8010499E+002, 5.9218948E+002, 6.4100878E+002
 3.6000669E+002, 3.9648181E+002, 7.8337016E+001, 7.4341183E+001, 7.0797402E+001, 6.5697719E+001, 4.5991677E+002, 2.4299283E+002, 2.2011502E+002, 2.0146363E+002, 1.7827429E+002, 1.2856569E+002, 2.8530515E+002, 1.5619854E+002, 1.5610083E+002, 1.5949058E+002, 1.7470219E+002, 1.7665683E+002, 3.8306344E-001, 2.6996182E-001, 2.3612276E+000, 2.0618636E+000, 1.8483998E+000, 1.5952814E+000, 1.3937717E+000, 1.2914803E+000, 1.3137510E+000, 1.5711947E+000, 4.7358558E+002, 5.0146157E+002, 5.3210254E+002, 5.5271361E+002, 5.6998599E+002, 3.5057005E+002, 3.7146905E+002, 4.4398189E+002, 5.5092964E+002, 5.9738438E+002
 3.7000001E+002, 3.7535036E+002, 7.2085399E+001, 6.8488327E+001, 6.6095196E+001, 6.1939575E+001, 4.2911526E+002, 2.3193579E+002, 2.1229638E+002, 1.9309402E+002, 1.6747794E+002, 1.2028598E+002, 2.6029454E+002, 1.3149805E+002, 1.3273243E+002, 1.3895330E+002, 1.5759239E+002, 1.6550689E+002, 3.3476338E-001, 2.4373019E-001, 2.4987742E+000, 2.3987411E+000, 2.1607057E+000, 1.8216019E+000, 1.2071485E+000, 1.1753870E+000, 1.2706246E+000, 1.6156703E+000, 4.2997751E+002, 4.5544698E+002, 4.8470191E+002, 5.0774906E+002, 5.3031251E+002, 3.1994896E+002, 3.4246137E+002, 4.1546441E+002, 5.0279308E+002, 5.4505952E+002
 3.8000305E+002, 3.5139613E+002, 6.6667432E+001, 6.3712289E+001, 6.2037942E+001, 5.9903919E+001, 3.9895860E+002, 2.1788940E+002, 2.0074704E+002, 1.8412721E+002, 1.5906600E+002, 1.1273637E+002, 2.4086943E+002, 1.1296556E+002, 1.1467004E+002, 1.2194288E+002, 1.3924526E+002, 1.5531597E+002, 2.8601503E-001, 2.0220710E-001, 2.0383184E+000, 1.8950694E+000, 1.7825638E+000, 1.5235583E+000, 1.0297964E+000, 9.6394981E-001, 9.9392993E-001, 1.1638380E+000, 4.0448392E+002, 4.2789461E+002, 4.5656298E+002, 4.7432170E+002, 4.9205674E+002, 2.9120955E+002, 3.1523400E+002, 3.9135399E+002, 4.7258429E+002, 5.2247100E+002
 3.9000197E+002, 3.2638776E+002, 6.2139824E+001, 5.9483053E+001, 5.8463273E+001, 5.8205664E+001, 3.7401043E+002, 2.0053374E+002, 1.8331438E+002, 1.6850376E+002, 1.4810455E+002, 1.0781158E+002, 2.2507040E+002, 1.0147919E+002, 1.0338565E+002, 1.1084399E+002, 1.2924634E+002, 1.4373170E+002, 2.4299527E-001, 1.7031810E-001, 1.7354818E+000, 1.5575344E+000, 1.3497799E+000, 1.1519131E+000, 1.0121996E+000, 9.9777733E-001, 1.0730201E+000, 1.3075781E+000, 3.7945639E+002, 3.9820813E+002, 4.2658968E+002, 4.4371774E+002, 4.6087968E+002, 2.7531738E+002, 2.9830335E+002, 3.6500573E+002, 4.4828126E+002, 5.0151227E+002
 4.0000806E+002, 3.1063431E+002, 6.0083679E+001, 5.7627490E+001, 5.6380483E+001, 5.5976361E+001, 3.5808109E+002, 1.8838086E+002, 1.7090985E+002, 1.5512477E+002, 1.3470980E+002, 1.0331402E+002, 2.1019424E+002, 9.3059298E+001, 9.5087476E+001, 1.0230707E+002, 1.1893548E+002, 1.3532447E+002, 2.6281723E-001, 1.8969128E-001, 1.7167212E+000, 1.5641827E+000, 1.3750777E+000, 1.0567356E+000, 8.1825796E-001, 7.7288566E-001, 7.9331386E-001, 8.9091464E-001, 3.5860825E+002, 3.7914587E+002, 4.0499210E+002, 4.2041797E+002, 4.3567022E+002, 2.6095062E+002, 2.8033433E+002, 3.3986121E+002, 4.1476520E+002, 4.6802019E+002
 4.1000611E+002, 2.9851021E+002, 5.7991966E+001, 5.5720685E+001, 5.4371727E+001, 5.3761754E+001, 3.4822468E+002, 1.8102724E+002, 1.6708477E+002, 1.5151140E+002, 1.3049900E+002, 9.8629090E+001, 1.9492909E+002, 8.5984025E+001, 8.7193247E+001, 9.3025735E+001, 1.0813242E+002, 1.2654912E+002, 2.2228954E-001, 1.5081920E-001, 1.6070933E+000, 1.5226318E+000, 1.4197436E+000, 1.2505647E+000, 7.6835036E-001, 7.2172708E-001, 7.3769701E-001, 8.7015977E-001, 3.3886182E+002, 3.5670121E+002, 3.8328666E+002, 3.9922728E+002, 4.1260853E+002, 2.5101919E+002, 2.6752849E+002, 3.2529333E+002, 3.9520936E+002, 4.4444175E+002
 4.2000104E+002, 2.8569450E+002, 5.6086741E+001, 5.3592856E+001, 5.2380318E+001, 5.2382065E+001, 3.3485023E+002, 1.7415452E+002, 1.5909137E+002, 1.4607388E+002, 1.2818989E+002, 9.3687561E+001, 1.8676153E+002, 8.1385378E+001, 8.1861044E+001, 8.7520884E+001, 1.0236075E+002, 1.2313322E+002, 2.0677334E-001, 1.3819478E-001, 1.5922020E+000, 1.3700924E+000, 1.1843346E+000, 1.0484883E+000, 7.5057656E-001, 6.8942898E-001, 7.0019496E-001, 8.7240399E-001, 3.2885662E+002, 3.4477593E+002, 3.6692645E+002, 3.8153153E+002, 3.9335539E+002, 2.4786943E+002, 2.6320618E+002, 3.1304096E+002, 3.8272740E+002, 4.2092546E+002
 4.3000978E+002, 2.7552012E+002, 5.5242623E+001, 5.2261657E+001, 5.1008027E+001, 5.1435061E+001, 3.2275018E+002, 1.6872428E+002, 1.5132400E+002, 1.3873406E+002, 1.2283389E+002, 9.3887151E+001, 1.8072456E+002, 7.8424562E+001, 7.8589919E+001, 8.3561418E+001, 9.9564369E+001, 1.1979842E+002, 2.0551970E-001, 1.3949209E-001, 1.3560382E+000, 1.3591472E+000, 1.3132952E+000, 1.1058878E+000, 7.1772731E-001, 6.7405889E-001, 6.9006756E-001, 8.4887109E-001, 3.1548851E+002, 3.2983046E+002, 3.5089850E+002, 3.6489592E+002, 3.7765333E+002, 2.4064855E+002, 2.5488017E+002, 3.0272041E+002, 3.6754932E+002, 4.1046059E+002
 4.4000491E+002, 2.6491004E+002, 5.3874630E+001, 5.0993910E+001, 5.0145622E+001, 5.1497530E+001, 3.0963212E+002, 1.6814593E+002, 1.5329928E+002, 1.4148912E+002, 1.2623784E+002, 9.6655489E+001, 1.7491394E+002, 7.7042256E+001, 7.8126770E+001, 8.3849209E+001, 1.0075459E+002, 1.2076737E+002, 1.8189071E-001, 1.2914072E-001, 1.5438571E+000, 1.3967636E+000, 1.2697958E+000, 1.1333981E+000, 7.0156986E-001, 7.1366281E-001, 7.8124528E-001, 1.0054544E+000, 3.0192213E+002, 3.1838163E+002, 3.4170161E+002, 3.5410497E+002, 3.6464141E+002, 2.3205845E+002, 2.4746516E+002, 2.9426938E+002, 3.5314226E+002, 3.8614238E+002
 4.5000483E+002, 2.5826666E+002, 5.2569301E+001, 5.0040381E+001, 4.9451475E+001, 5.2345129E+001, 3.0031737E+002, 1.6961482E+002, 1.5304686E+002, 1.3949127E+002, 1.2328222E+002, 9.5734658E+001, 1.7405693E+002, 7.4291853E+001, 7.5963872E+001, 8.1610803E+001, 9.8018236E+001, 1.1712079E+002, 1.6461780E-001, 1.2551544E-001, 1.4533530E+000, 1.3052171E+000, 1.1793918E+000, 9.4399666E-001, 5.8865616E-001, 5.4669378E-001, 5.4303863E-001, 6.1378517E-001, 2.9376141E+002, 3.0942526E+002, 3.3220696E+002, 3.4628593E+002, 3.5670138E+002, 2.1424317E+002, 2.3119736E+002, 2.8866955E+002, 3.4329140E+002, 3.8452662E+002
 4.6000337E+002, 2.5251396E+002, 5.1443129E+001, 4.9129365E+001, 4.8394374E+001, 5.1584248E+001, 2.9223999E+002, 1.6320299E+002, 1.4766940E+002, 1.3582051E+002, 1.1967950E+002, 9.1636026E+001, 1.7336004E+002, 7.2251638E+001, 7.2924517E+001, 7.7508179E+001, 9.0615205E+001, 1.1067524E+002, 1.5996409E-001, 1.0900789E-001, 1.3379750E+000, 1.2676033E+000, 1.1999849E+000, 1.0556914E+000, 6.0660358E-001, 5.7103621E-001, 5.9450783E-001, 6.7920093E-001, 2.8610228E+002, 3.0183515E+002, 3.2196841E+002, 3.3689346E+002, 3.5027549E+002, 2.0122989E+002, 2.1835784E+002, 2.7155775E+002, 3.3421304E+002, 3.7150835E+002
 4.7000506E+002, 2.4715299E+002, 5.0849445E+001, 4.9081099E+001, 4.8330492E+001, 5.1676236E+001, 2.8354869E+002, 1.5989612E+002, 1.4508845E+002, 1.3185292E+002, 1.1703156E+002, 9.0877985E+001, 1.6885500E+002, 7.0587584E+001, 7.2286515E+001, 7.7962633E+001, 9.0856659E+001, 1.1052973E+002, 1.7836825E-001, 1.3274871E-001, 1.2931227E+000, 1.1590676E+000, 1.0028274E+000, 8.8614583E-001, 5.4053812E-001, 5.3902103E-001, 5.8148180E-001, 7.7059030E-001, 2.7777898E+002, 2.9288320E+002, 3.1038584E+002, 3.2285751E+002, 3.3374441E+002, 1.9102038E+002, 2.0911962E+002, 2.6164929E+002, 3.2017541E+002, 3.6086486E+002
 4.8000782E+002, 2.4178253E+002, 5.1190018E+001, 4.9327972E+001, 4.8411675E+001, 5.2312719E+001, 2.7509683E+002, 1.5812737E+002, 1.4373828E+002, 1.3016715E+002, 1.1695341E+002, 9.0615752E+001, 1.6246799E+002, 6.8456578E+001, 7.0370201E+001, 7.6352177E+001, 9.3359808E+001, 1.1280575E+002, 1.5270670E-001, 1.0643551E-001, 1.3145425E+000, 1.2358997E+000, 1.1053723E+000, 9.3881293E-001, 5.2645083E-001, 4.9744332E-001, 5.2188593E-001, 7.3860616E-001, 2.6729461E+002, 2.8128928E+002, 3.0191701E+002, 3.1479792E+002, 3.2452085E+002, 1.8177202E+002, 1.9976156E+002, 2.5242140E+002, 3.1381908E+002, 3.4846615E+002
 4.9000344E+002, 2.3666342E+002, 5.1167551E+001, 4.9010819E+001, 4.7905441E+001, 5.0993807E+001, 2.7230374E+002, 1.5257523E+002, 1.3906007E+002, 1.2758938E+002, 1.1599777E+002, 8.7638748E+001, 1.5684569E+002, 6.7605976E+001, 6.8966148E+001, 7.3874665E+001, 9.0172756E+001, 1.1211095E+002, 1.4838679E-001, 1.0012924E-001, 1.2184605E+000, 1.1159646E+000, 1.0290499E+000, 9.2768245E-001, 5.1075855E-001, 4.9212994E-001, 4.9828832E-001, 5.8911741E-001, 2.5567493E+002, 2.6971213E+002, 2.9446123E+002, 3.0624836E+002, 3.1590363E+002, 1.7681790E+002, 1.9620118E+002, 2.4863829E+002, 3.0279550E+002, 3.3479037E+002
 5.0000172E+002, 2.2993513E+002, 5.0518403E+001, 4.8658685E+001, 4.7266676E+001, 4.9869810E+001, 2.6372585E+002, 1.4816831E+002, 1.3600685E+002, 1.2624768E+002, 1.1571878E+002, 8.8159897E+001, 1.5684912E+002, 6.6519145E+001, 6.7469923E+001, 7.1721298E+001, 8.6826653E+001, 1.0961778E+002, 1.3687375E-001, 9.7565592E-002, 1.0471991E+000, 9.7753255E-001, 8.8808270E-001, 8.3428827E-001, 4.8725738E-001, 4.7036585E-001, 4.8820007E-001, 6.1844926E-001, 2.4941244E+002, 2.5922740E+002, 2.8377168E+002, 2.9568105E+002, 3.0623367E+002, 1.8082421E+002, 1.9644706E+002, 2.4283532E+002, 2.9801447E+002, 3.3082807E+002
 5.1000582E+002, 2.2101348E+002, 4.9696452E+001, 4.8565768E+001, 4.6630974E+001, 5.0235900E+001, 2.5761515E+002, 1.4294283E+002, 1.3083147E+002, 1.1995999E+002, 1.0952048E+002, 8.6916158E+001, 1.5110965E+002, 6.5752395E+001, 6.6458202E+001, 7.0432491E+001, 8.4956962E+001, 1.0524686E+002, 1.2131464E-001, 8.4182527E-002, 9.5722353E-001, 8.7902416E-001, 8.1182613E-001, 7.6260517E-001, 4.6979824E-001, 4.4458146E-001, 4.5535407E-001, 5.8421029E-001, 2.3839547E+002, 2.4707595E+002, 2.7197566E+002, 2.8414512E+002, 2.9396296E+002, 1.8434767E+002, 1.9805425E+002, 2.3767241E+002, 2.9008578E+002, 3.1674714E+002
 5.2001093E+002, 2.1516296E+002, 4.8878082E+001, 4.7669864E+001, 4.6074320E+001, 4.9622559E+001, 2.4923499E+002, 1.3620903E+002, 1.2464186E+002, 1.1515829E+002, 1.0610531E+002, 8.4669751E+001, 1.4707728E+002, 6.5674726E+001, 6.6158576E+001, 7.0619758E+001, 8.6216704E+001, 1.0216109E+002, 1.1839213E-001, 8.6589230E-002, 8.8600716E-001, 8.1269018E-001, 7.6293527E-001, 6.7791332E-001, 4.6278025E-001, 4.3997668E-001, 4.6324885E-001, 5.8223565E-001, 2.3383294E+002, 2.4478362E+002, 2.6340687E+002, 2.7365138E+002, 2.8313801E+002, 1.7826200E+002, 1.9102580E+002, 2.3159525E+002, 2.8183102E+002, 3.0690087E+002
 5.3000923E+002, 2.0935867E+002, 4.8013743E+001, 4.6904729E+001, 4.5640713E+001, 4.9585851E+001, 2.4350454E+002, 1.3276021E+002, 1.2169674E+002, 1.1348999E+002, 1.0293063E+002, 8.3742025E+001, 1.4609737E+002, 6.5125281E+001, 6.5647393E+001, 6.9410415E+001, 8.2814531E+001, 9.6944550E+001, 1.0433119E-001, 8.3452234E-002, 9.1755883E-001, 9.3752055E-001, 9.1808285E-001, 8.1349462E-001, 4.4366336E-001, 4.3393558E-001, 4.5535145E-001, 5.6802693E-001, 2.2626957E+002, 2.3610413E+002, 2.5430684E+002, 2.6537684E+002, 2.7504639E+002, 1.7172536E+002, 1.8214842E+002, 2.2308161E+002, 2.7719260E+002, 3.0158703E+002
 5.4000579E+002, 2.0345625E+002, 4.7218174E+001, 4.6221884E+001, 4.5477404E+001, 4.9152064E+001, 2.3740255E+002, 1.3356960E+002, 1.2398650E+002, 1.1536974E+002, 1.0431588E+002, 8.4608152E+001, 1.3883118E+002, 6.3896435E+001, 6.4355433E+001, 6.8390651E+001, 8.1422124E+001, 9.8630226E+001, 1.0678121E-001, 7.6334506E-002, 9.8098773E-001, 9.1315351E-001, 8.1588987E-001, 7.2712362E-001, 4.1990894E-001, 3.9161359E-001, 4.0436298E-001, 4.9511778E-001, 2.1776095E+002, 2.2729800E+002, 2.4633963E+002, 2.5846415E+002, 2.6825305E+002, 1.6014067E+002, 1.7344576E+002, 2.1508487E+002, 2.6784034E+002, 2.9314576E+002
 5.5000324E+002, 1.9782189E+002, 4.7691001E+001, 4.6493061E+001, 4.5667321E+001, 4.9226225E+001, 2.3001214E+002, 1.3420616E+002, 1.2280266E+002, 1.1403218E+002, 1.0418878E+002, 8.1633875E+001, 1.3471560E+002, 6.3345865E+001, 6.3104104E+001, 6.6260553E+001, 7.9224474E+001, 9.6934005E+001, 1.1299678E-001, 8.9532508E-002, 9.3071308E-001, 8.7742377E-001, 8.4755412E-001, 7.6417670E-001, 3.8583532E-001, 3.6985752E-001, 3.7875427E-001, 5.1787588E-001, 2.1225950E+002, 2.2185783E+002, 2.4080874E+002, 2.5117241E+002, 2.5994359E+002, 1.5506166E+002, 1.6843828E+002, 2.1110179E+002, 2.5854068E+002, 2.8428282E+002
 5.6000081E+002, 1.9493038E+002, 4.7356928E+001, 4.6102387E+001, 4.5544159E+001, 4.9290775E+001, 2.2501574E+002, 1.3041010E+002, 1.1779479E+002, 1.0943520E+002, 1.0059350E+002, 8.1042968E+001, 1.3002443E+002, 6.2059670E+001, 6.1817097E+001, 6.4748159E+001, 7.7985387E+001, 9.4218261E+001, 9.9480598E-002, 7.4006796E-002, 9.0436711E-001, 8.1394722E-001, 7.1057135E-001, 5.8892200E-001, 3.8155821E-001, 3.6327232E-001, 3.7791693E-001, 5.0526255E-001, 2.0620557E+002, 2.1602958E+002, 2.3337131E+002, 2.4431870E+002, 2.5292579E+002, 1.5652439E+002, 1.6696387E+002, 2.0419193E+002, 2.5128445E+002, 2.7494940E+002
 5.7000479E+002, 1.8990013E+002, 4.6969959E+001, 4.5907091E+001, 4.5513820E+001, 4.9140319E+001, 2.1927643E+002, 1.2691540E+002, 1.1652248E+002, 1.0925312E+002, 1.0008746E+002, 8.0613426E+001, 1.2985593E+002, 6.0887957E+001, 6.1122126E+001, 6.4585306E+001, 7.8053426E+001, 9.1773633E+001, 9.4399592E-002, 7.2574886E-002, 6.9757184E-001, 7.0922502E-001, 7.3496502E-001, 7.3982124E-001, 3.4812891E-001, 3.3451572E-001, 3.5296277E-001, 4.2442890E-001, 1.9926555E+002, 2.0993500E+002, 2.2710994E+002, 2.3712930E+002, 2.4557128E+002, 1.4988525E+002, 1.6026335E+002, 1.9530690E+002, 2.4242376E+002, 2.6632933E+002
 5.8000409E+002, 1.8226190E+002, 4.6145222E+001, 4.5345835E+001, 4.5081570E+001, 4.9132281E+001, 2.1202725E+002, 1.2183346E+002, 1.1208487E+002, 1.0705978E+002, 1.0095829E+002, 8.0847460E+001, 1.2940410E+002, 5.9882633E+001, 5.9920948E+001, 6.2710998E+001, 7.4822250E+001, 8.8204544E+001, 8.6822681E-002, 6.8812869E-002, 7.3117277E-001, 6.9766758E-001, 6.8681724E-001, 6.9188247E-001, 3.3607704E-001, 3.1852597E-001, 3.2601000E-001, 4.2727586E-001, 1.9619644E+002, 2.0418972E+002, 2.2062267E+002, 2.3071628E+002, 2.3901079E+002, 1.4552810E+002, 1.5494493E+002, 1.9008380E+002, 2.3488319E+002, 2.5781029E+002
 5.9000935E+002, 1.7859367E+002, 4.6299246E+001, 4.5154450E+001, 4.4780710E+001, 4.8663794E+001, 2.0718535E+002, 1.2246230E+002, 1.1371404E+002, 1.0748393E+002, 9.9373968E+001, 8.0007932E+001, 1.3152694E+002, 5.9555808E+001, 5.9474419E+001, 6.1958835E+001, 7.3184615E+001, 8.8487076E+001, 1.0213852E-001, 6.5444723E-002, 8.3661730E-001, 8.4073516E-001, 7.9604374E-001, 6.6685651E-001, 3.6257476E-001, 3.5779562E-001, 3.7624959E-001, 4.5531213E-001, 1.9358304E+002, 2.0079322E+002, 2.1634039E+002, 2.2583506E+002, 2.3341541E+002, 1.4800719E+002, 1.5608116E+002, 1.8356495E+002, 2.3033476E+002, 2.5243159E+002
 6.0000678E+002, 1.7734719E+002, 4.6682706E+001, 4.5207147E+001, 4.4919091E+001, 4.7970059E+001, 2.0356297E+002, 1.2296073E+002, 1.1407166E+002, 1.0726095E+002, 9.8445579E+001, 7.9763552E+001, 1.2911263E+002, 5.9455197E+001, 6.0200393E+001, 6.3605199E+001, 7.5235223E+001, 9.1414170E+001, 9.3923470E-002, 7.5408466E-002, 7.8587934E-001, 7.3238305E-001, 6.9770254E-001, 6.2160203E-001, 3.2001308E-001, 3.0928016E-001, 3.2527665E-001, 4.3311963E-001, 1.8976143E+002, 1.9795546E+002, 2.1196472E+002, 2.2045084E+002, 2.2754851E+002, 1.4467127E+002, 1.5493036E+002, 1.7961140E+002, 2.2748378E+002, 2.4961746E+002
 6.1000539E+002, 1.7492336E+002, 4.6419494E+001, 4.5038476E+001, 4.5110641E+001, 4.7987353E+001, 2.0149269E+002, 1.1853387E+002, 1.1089837E+002, 1.0521770E+002, 9.6160798E+001, 7.9092624E+001, 1.2378112E+002, 5.8765773E+001, 6.0005461E+001, 6.4207933E+001, 7.5025639E+001, 8.8655680E+001, 8.2501322E-002, 6.0701742E-002, 6.8949670E-001, 6.8363553E-001, 6.6776467E-001, 6.0895449E-001, 3.2302301E-001, 3.2921218E-001, 3.7040474E-001, 4.5255089E-001, 1.8380425E+002, 1.9162469E+002, 2.0604393E+002, 2.1572917E+002, 2.2330338E+002, 1.4275031E+002, 1.5336915E+002, 1.7950057E+002, 2.1797533E+002, 2.4239481E+002
 6.2001085E+002, 1.7162385E+002, 4.6057236E+001, 4.4785202E+001, 4.4707349E+001, 4.8022198E+001, 1.9929966E+002, 1.1747505E+002, 1.1131163E+002, 1.0542167E+002, 9.6025451E+001, 7.7407174E+001, 1.1993613E+002, 5.8203211E+001, 5.9270955E+001, 6.2861557E+001, 7.1932104E+001, 8.4513915E+001, 8.0576073E-002, 5.9834028E-002, 7.1925051E-001, 7.4849285E-001, 7.3603089E-001, 6.7440138E-001, 2.8296505E-001, 2.7177691E-001, 2.7068235E-001, 2.9011952E-001, 1.7950789E+002, 1.8636206E+002, 2.0182222E+002, 2.1116288E+002, 2.1762636E+002, 1.4035245E+002, 1.5147574E+002, 1.7940898E+002, 2.1290095E+002, 2.3551542E+002
 6.3000877E+002, 1.6679469E+002, 4.5723009E+001, 4.4513694E+001, 4.4393765E+001, 4.7814617E+001, 1.9610080E+002, 1.1439906E+002, 1.0746034E+002, 1.0162105E+002, 9.4494702E+001, 7.4031484E+001, 1.1644821E+002, 5.7730276E+001, 5.8060604E+001, 6.0905345E+001, 6.8303518E+001, 8.1112699E+001, 7.8351729E-002, 5.7197133E-002, 5.9775555E-001, 5.1911692E-001, 4.6506162E-001, 4.6713464E-001, 2.8951146E-001, 2.7851525E-001, 2.8617217E-001, 3.2147979E-001, 1.7334985E+002, 1.7815663E+002, 1.9593054E+002, 2.0650745E+002, 2.1436601E+002, 1.3574592E+002, 1.4585421E+002, 1.7653367E+002, 2.1028743E+002, 2.2982366E+002
 6.4001395E+002, 1.6312602E+002, 4.5314523E+001, 4.4213325E+001, 4.4093396E+001, 4.7280216E+001, 1.9155028E+002, 1.1043761E+002, 1.0408376E+002, 9.8294737E+001, 9.1935452E+001, 7.3063187E+001, 1.1502615E+002, 5.6991151E+001, 5.7089364E+001, 5.9591600E+001, 6.6422777E+001, 7.8912395E+001, 7.3038243E-002, 5.6020932E-002, 6.2092430E-001, 6.4339279E-001, 6.4965557E-001, 6.1347901E-001, 2.6654474E-001, 2.4584610E-001, 2.3915697E-001, 2.6883440E-001, 1.6963428E+002, 1.7356533E+002, 1.8990902E+002, 2.0012580E+002, 2.0780339E+002, 1.3310857E+002, 1.4417105E+002, 1.7384430E+002, 2.0515147E+002, 2.2504705E+002
 6.5000911E+002, 1.6022274E+002, 4.4820379E+001, 4.3951315E+001, 4.3818099E+001, 4.7185988E+001, 1.8737235E+002, 1.0982774E+002, 1.0275233E+002, 9.7066553E+001, 9.1376764E+001, 7.2430646E+001, 1.1233639E+002, 5.5992353E+001, 5.5789857E+001, 5.7808215E+001, 6.3830219E+001, 7.5878624E+001, 6.9555215E-002, 5.3203165E-002, 6.7254964E-001, 6.5690340E-001, 6.3463373E-001, 5.7992081E-001, 2.5917546E-001, 2.4208736E-001, 2.4350540E-001, 2.7915816E-001, 1.6447610E+002, 1.7012934E+002, 1.8766400E+002, 1.9722233E+002, 2.0391844E+002, 1.3716413E+002, 1.4379900E+002, 1.6762385E+002, 2.0066574E+002, 2.1982682E+002
 6.6000726E+002, 1.5747605E+002, 4.5371126E+001, 4.4440596E+001, 4.4419102E+001, 4.6594287E+001, 1.8323738E+002, 1.0911022E+002, 1.0248473E+002, 9.7230472E+001, 9.1481008E+001, 7.3356971E+001, 1.0972610E+002, 5.5605738E+001, 5.5853819E+001, 5.7728442E+001, 6.3301132E+001, 7.5249829E+001, 8.5848958E-002, 7.2323556E-002, 6.1472599E-001, 6.0938758E-001, 5.6744907E-001, 5.3896827E-001, 2.5808884E-001, 2.5316523E-001, 2.5598633E-001, 2.8349337E-001, 1.6110949E+002, 1.6751919E+002, 1.8349063E+002, 1.9258076E+002, 1.9927012E+002, 1.2753723E+002, 1.3690464E+002, 1.6527162E+002, 1.9407171E+002, 2.1206277E+002
 6.7001320E+002, 1.5430452E+002, 4.5096001E+001, 4.4375234E+001, 4.4506925E+001, 4.7245345E+001, 1.7781458E+002, 1.0933187E+002, 1.0196423E+002, 9.4943473E+001, 8.8023224E+001, 7.1425962E+001, 1.0858689E+002, 5.5068513E+001, 5.5108925E+001, 5.6484052E+001, 6.1911871E+001, 7.4621097E+001, 7.0449976E-002, 5.1548742E-002, 6.2369028E-001, 5.8746369E-001, 5.3602629E-001, 4.4917298E-001, 2.4225038E-001, 2.2722009E-001, 2.2089303E-001, 2.6448600E-001, 1.6139413E+002, 1.6626395E+002, 1.7982964E+002, 1.8921967E+002, 1.9564631E+002, 1.2123533E+002, 1.3035135E+002, 1.6154996E+002, 1.9070803E+002, 2.1024433E+002
 6.8000006E+002, 1.5157337E+002, 4.5097675E+001, 4.4421238E+001, 4.4683098E+001, 4.7643212E+001, 1.7505361E+002, 1.0685185E+002, 1.0061069E+002, 9.4155711E+001, 8.6758061E+001, 6.8022554E+001, 1.0679153E+002, 5.4713157E+001, 5.4651562E+001, 5.5830512E+001, 6.1068573E+001, 7.4407623E+001, 6.7001020E-002, 5.6814537E-002, 5.4970928E-001, 5.4238008E-001, 5.1337703E-001, 4.7328802E-001, 2.5213824E-001, 2.4362566E-001, 2.4440219E-001, 2.7247785E-001, 1.5925333E+002, 1.6364623E+002, 1.7621049E+002, 1.8517535E+002, 1.9232048E+002, 1.1748776E+002, 1.2684547E+002, 1.5779419E+002, 1.8743433E+002, 2.0560383E+002
 6.9001614E+002, 1.4951949E+002, 4.5201470E+001, 4.4406831E+001, 4.4468785E+001, 4.6704302E+001, 1.7223509E+002, 1.0535909E+002, 9.8828829E+001, 9.3258787E+001, 8.6142700E+001, 6.8181352E+001, 1.0528543E+002, 5.4350569E+001, 5.4667322E+001, 5.6273751E+001, 6.1665113E+001, 7.5418880E+001, 7.2207212E-002, 5.2893337E-002, 5.6685904E-001, 5.4307831E-001, 5.3263567E-001, 4.8565833E-001, 2.3963209E-001, 2.3895186E-001, 2.5429383E-001, 2.9376372E-001, 1.5603292E+002, 1.6197285E+002, 1.7322274E+002, 1.8102934E+002, 1.8745873E+002, 1.1704661E+002, 1.2697691E+002, 1.5528926E+002, 1.8435768E+002, 2.0230684E+002
 7.0001021E+002, 1.4672306E+002, 4.5135759E+001, 4.4209624E+001, 4.4144895E+001, 4.6497016E+001, 1.6997085E+002, 1.0517428E+002, 9.8393527E+001, 9.2667235E+001, 8.4821809E+001, 6.8461544E+001, 1.0400296E+002, 5.4272778E+001, 5.4694764E+001, 5.6390544E+001, 6.2343801E+001, 7.6029457E+001, 6.2468409E-002, 4.5680253E-002, 6.0258134E-001, 5.9050021E-001, 5.5703880E-001, 4.9554371E-001, 2.3090496E-001, 2.1880795E-001, 2.1820124E-001, 2.6432494E-001, 1.5289780E+002, 1.5894324E+002, 1.7025802E+002, 1.7791725E+002, 1.8370500E+002, 1.1540151E+002, 1.2522000E+002, 1.5296579E+002, 1.8390931E+002, 2.0287130E+002
