s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C
 3.5000424E+002, 1.5660963E+002, 1.1763453E+002, 1.0956128E+002, 1.0288196E+002, 7.5585354E+001, 1.5983282E+002, 1.2376872E+002, 1.2063828E+002, 1.1790758E+002, 1.1256710E+002, 8.8740276E+001, 1.0638683E+002, 8.7395445E+001, 8.7654770E+001, 8.6567614E+001, 8.4068466E+001, 7.4973790E+001, 9.2310503E-001, 7.7252716E-001, 1.2743868E+000, 1.2683895E+000, 1.2349080E+000, 1.1548265E+000, 6.2319194E-001, 6.6038090E-001, 6.8519890E-001, 6.8641645E-001, 3.5030545E+002, 3.5826550E+002, 3.6614623E+002, 3.6726445E+002, 3.6809923E+002, 3.3133693E+002, 3.5760966E+002, 4.0164527E+002, 4.5889943E+002, 4.7890589E+002
 3.6000197E+002, 1.5507789E+002, 1.1515655E+002, 1.0685014E+002, 1.0041373E+002, 7.3901093E+001, 1.6625844E+002, 1.2516700E+002, 1.2141787E+002, 1.1767491E+002, 1.1053890E+002, 8.7068191E+001, 1.0650609E+002, 8.6117945E+001, 8.6455374E+001, 8.5567641E+001, 8.3016024E+001, 7.2979911E+001, 9.4006109E-001, 8.0196218E-001, 1.1453851E+000, 1.1053056E+000, 1.0628910E+000, 9.7724407E-001, 5.5415834E-001, 5.9279732E-001, 6.1816254E-001, 6.4031226E-001, 3.5051426E+002, 3.5868738E+002, 3.6652244E+002, 3.6847253E+002, 3.6919582E+002, 3.3269136E+002, 3.5808236E+002, 4.0357814E+002, 4.7184331E+002, 4.9725825E+002
 3.7000073E+002, 1.5986104E+002, 1.1995421E+002, 1.1065989E+002, 1.0397280E+002, 7.6245965E+001, 1.6158689E+002, 1.2105653E+002, 1.1717742E+002, 1.1349025E+002, 1.0676045E+002, 8.3252226E+001, 1.0708790E+002, 8.6694693E+001, 8.7292035E+001, 8.6615699E+001, 8.4253832E+001, 7.5131104E+001, 1.0450186E+000, 9.1367114E-001, 1.0215648E+000, 9.9368792E-001, 9.7000046E-001, 9.1669829E-001, 6.3380672E-001, 6.9089254E-001, 7.2418273E-001, 7.3991192E-001, 3.4993223E+002, 3.5777603E+002, 3.6594517E+002, 3.6811078E+002, 3.6962157E+002, 3.3391901E+002, 3.5854838E+002, 4.0594986E+002, 4.8576062E+002, 5.1200610E+002
 3.8000421E+002, 1.5753520E+002, 1.1818581E+002, 1.0984825E+002, 1.0366430E+002, 7.7272630E+001, 1.6001429E+002, 1.2001991E+002, 1.1600047E+002, 1.1182664E+002, 1.0500211E+002, 8.3237535E+001, 1.0622498E+002, 8.6005843E+001, 8.6790322E+001, 8.6602633E+001, 8.5009065E+001, 7.6647435E+001, 9.1237689E-001, 7.6984081E-001, 1.1182100E+000, 1.1180686E+000, 1.0940395E+000, 1.0465467E+000, 5.1570185E-001, 5.5563796E-001, 5.9838446E-001, 6.4739188E-001, 3.5209896E+002, 3.5920427E+002, 3.6659978E+002, 3.6926641E+002, 3.7098892E+002, 3.3597296E+002, 3.5904205E+002, 4.0667729E+002, 4.8948937E+002, 5.1597469E+002
 3.9000064E+002, 1.5153140E+002, 1.1886589E+002, 1.1197970E+002, 1.0568593E+002, 7.8704711E+001, 1.6212502E+002, 1.2066909E+002, 1.1730309E+002, 1.1331622E+002, 1.0693398E+002, 8.3261712E+001, 1.0473673E+002, 8.4818470E+001, 8.6383247E+001, 8.7106337E+001, 8.6413512E+001, 7.7057776E+001, 8.0868268E-001, 7.7624027E-001, 1.1433098E+000, 1.1575570E+000, 1.1412528E+000, 1.0798774E+000, 5.4073473E-001, 6.0945617E-001, 6.6363279E-001, 7.2253905E-001, 3.5467964E+002, 3.6087028E+002, 3.6741790E+002, 3.6898775E+002, 3.7096685E+002, 3.3525463E+002, 3.5808452E+002, 4.0427333E+002, 4.7860974E+002, 5.0093503E+002
 4.0000564E+002, 1.4583891E+002, 1.1212995E+002, 1.0502702E+002, 9.8478940E+001, 7.5928224E+001, 1.6019760E+002, 1.2253005E+002, 1.1911372E+002, 1.1544220E+002, 1.0799414E+002, 8.1866148E+001, 1.0133700E+002, 8.2984319E+001, 8.5157624E+001, 8.6241701E+001, 8.6148128E+001, 7.8187781E+001, 7.8880973E-001, 6.4457020E-001, 1.1245180E+000, 1.0798237E+000, 1.0581354E+000, 9.8559321E-001, 5.4133331E-001, 5.9519774E-001, 6.4386585E-001, 7.1540940E-001, 3.5648256E+002, 3.6311616E+002, 3.7100850E+002, 3.7366398E+002, 3.7514171E+002, 3.3728837E+002, 3.6046550E+002, 4.1063376E+002, 4.9454282E+002, 5.2138651E+002
 4.1000161E+002, 1.6816241E+002, 1.3587299E+002, 1.2753258E+002, 1.2193850E+002, 8.4886740E+001, 2.8729137E+002, 2.2377306E+002, 2.1304924E+002, 2.0221763E+002, 1.8080550E+002, 1.1767767E+002, 2.1052147E+002, 1.4183713E+002, 1.5131982E+002, 1.5720257E+002, 1.5738393E+002, 1.1264517E+002, 5.0989865E+000, 3.5383204E+000, 8.8042972E+000, 8.0818536E+000, 7.3889036E+000, 6.2673822E+000, 6.6166785E+000, 6.4619370E+000, 6.3153897E+000, 5.9084621E+000, 3.7432626E+002, 3.8305239E+002, 3.9435253E+002, 3.9671092E+002, 3.9476979E+002, 3.4680819E+002, 3.7101400E+002, 4.5821034E+002, 5.4104362E+002, 5.6652293E+002
 4.2000251E+002, 1.7681112E+002, 1.5682996E+002, 1.4478171E+002, 1.3701668E+002, 9.5717139E+001, 3.3450497E+002, 2.4829219E+002, 2.3940248E+002, 2.3057821E+002, 2.1457631E+002, 1.4853846E+002, 3.3791590E+002, 2.2590492E+002, 2.3405832E+002, 2.3626994E+002, 2.2701446E+002, 1.6021148E+002, 2.2902649E+000, 1.6286256E+000, 3.2311187E+000, 3.1005177E+000, 2.9869627E+000, 2.9024739E+000, 3.5207747E+000, 3.5576736E+000, 3.5406697E+000, 3.4046129E+000, 4.3829638E+002, 4.5123236E+002, 4.6549052E+002, 4.6393196E+002, 4.5710378E+002, 4.2067451E+002, 4.8407273E+002, 5.9218892E+002, 6.3744856E+002, 6.5284419E+002
 4.3000235E+002, 1.6369735E+002, 1.4494202E+002, 1.3407752E+002, 1.2642625E+002, 9.2527569E+001, 3.1736073E+002, 2.3955538E+002, 2.2982306E+002, 2.1968760E+002, 2.0468516E+002, 1.3791929E+002, 2.7598378E+002, 2.0387352E+002, 2.0791353E+002, 2.0755007E+002, 1.9873536E+002, 1.5098020E+002, 6.3702418E-001, 5.6698038E-001, 3.6104759E+000, 3.4571403E+000, 3.2619762E+000, 2.9299977E+000, 1.4547608E+000, 1.5769471E+000, 1.6754505E+000, 1.7638907E+000, 4.8733586E+002, 5.0104321E+002, 5.1518561E+002, 5.1560848E+002, 5.1045287E+002, 4.9541923E+002, 5.7611758E+002, 6.5867572E+002, 6.7096298E+002, 6.7396626E+002
 4.4000094E+002, 1.3706593E+002, 1.2012203E+002, 1.1216299E+002, 1.0581896E+002, 7.8733922E+001, 2.8169843E+002, 2.1079724E+002, 2.0105791E+002, 1.9082263E+002, 1.7656534E+002, 1.2141515E+002, 2.1177268E+002, 1.6769828E+002, 1.6869718E+002, 1.6732591E+002, 1.6034701E+002, 1.2742415E+002, 2.2358715E-001, 2.3892741E-001, 1.3369736E+000, 1.2593405E+000, 1.2070925E+000, 1.1664409E+000, 8.6790788E-001, 9.4423696E-001, 1.0030051E+000, 1.0501606E+000, 4.7413109E+002, 4.9623556E+002, 5.2414631E+002, 5.3083082E+002, 5.2839665E+002, 4.1573354E+002, 5.3002494E+002, 5.9109196E+002, 6.0510892E+002, 6.0858098E+002
 4.5000093E+002, 1.1423594E+002, 1.0002141E+002, 9.3182968E+001, 8.7841638E+001, 6.7871929E+001, 2.3615190E+002, 1.7450929E+002, 1.6523690E+002, 1.5556545E+002, 1.4234608E+002, 1.0164571E+002, 1.5899640E+002, 1.3368476E+002, 1.3370018E+002, 1.3267634E+002, 1.2826833E+002, 1.0588849E+002, 1.3824009E-001, 1.5519048E-001, 1.2703446E+000, 1.2281034E+000, 1.1559215E+000, 1.0152244E+000, 5.2230850E-001, 5.6403833E-001, 6.0119542E-001, 6.6565186E-001, 3.6541343E+002, 3.8832133E+002, 4.3413223E+002, 4.6798556E+002, 4.6864461E+002, 3.1332576E+002, 4.0882298E+002, 4.7818342E+002, 5.0841577E+002, 5.1689974E+002
 4.6000172E+002, 9.6485098E+001, 8.4817988E+001, 7.9558413E+001, 7.5551635E+001, 6.0871931E+001, 2.0396655E+002, 1.4936926E+002, 1.4211911E+002, 1.3452955E+002, 1.2331425E+002, 8.9329324E+001, 1.2321116E+002, 1.0995892E+002, 1.0898380E+002, 1.0776068E+002, 1.0421191E+002, 8.9342524E+001, 8.6125035E-002, 8.6066359E-002, 9.4555883E-001, 9.5295402E-001, 9.5314216E-001, 9.1380420E-001, 4.0831132E-001, 4.3894620E-001, 4.5869912E-001, 4.6609069E-001, 2.9862519E+002, 3.2219214E+002, 3.6618172E+002, 4.1755224E+002, 4.1940074E+002, 2.5299404E+002, 3.2654003E+002, 4.0055471E+002, 4.4512393E+002, 4.5351739E+002
 4.7000272E+002, 8.2695916E+001, 7.3495634E+001, 6.9442872E+001, 6.6209595E+001, 5.5588574E+001, 1.8099350E+002, 1.3032958E+002, 1.2432394E+002, 1.1858010E+002, 1.0998273E+002, 8.1913621E+001, 9.9311766E+001, 9.3728770E+001, 9.2604990E+001, 9.1625144E+001, 8.9266470E+001, 7.8498586E+001, 7.9136797E-002, 6.8185047E-002, 8.5387631E-001, 8.2286733E-001, 7.9802444E-001, 7.6538275E-001, 3.8544143E-001, 4.1205317E-001, 4.3480536E-001, 4.7466764E-001, 2.5514287E+002, 2.7833647E+002, 3.1293754E+002, 3.7830471E+002, 3.8219671E+002, 2.1745614E+002, 2.7714858E+002, 3.4832263E+002, 3.9956917E+002, 4.0821672E+002
 4.8000550E+002, 7.2614208E+001, 6.5410919E+001, 6.1760751E+001, 5.9298928E+001, 5.1066531E+001, 1.6146243E+002, 1.1671277E+002, 1.1150152E+002, 1.0674853E+002, 9.9757690E+001, 7.8160535E+001, 8.3519397E+001, 8.1798131E+001, 8.0904946E+001, 8.0210420E+001, 7.8779999E+001, 7.1145310E+001, 8.0430833E-002, 9.0966316E-002, 7.5438872E-001, 7.3338652E-001, 7.2119068E-001, 6.9830257E-001, 2.6515143E-001, 2.8090044E-001, 2.9447262E-001, 3.1377870E-001, 2.2596817E+002, 2.4595730E+002, 2.7565498E+002, 3.4841538E+002, 3.5355735E+002, 1.9532168E+002, 2.4536916E+002, 3.1116309E+002, 3.6496722E+002, 3.7443592E+002
 4.9000782E+002, 6.5461888E+001, 5.9637077E+001, 5.6623531E+001, 5.4878009E+001, 4.8243333E+001, 1.5148637E+002, 1.0844770E+002, 1.0364123E+002, 9.9485997E+001, 9.3682668E+001, 7.3660155E+001, 7.1970733E+001, 7.2500109E+001, 7.1690026E+001, 7.1089830E+001, 6.9950204E+001, 6.5006155E+001, 6.6834538E-002, 8.1310696E-002, 7.4436462E-001, 7.1987875E-001, 6.9933378E-001, 6.7382388E-001, 2.4163082E-001, 2.5760152E-001, 2.6899640E-001, 2.8060074E-001, 2.0534221E+002, 2.2402407E+002, 2.5054142E+002, 3.2637401E+002, 3.3222537E+002, 1.7901205E+002, 2.2182923E+002, 2.8509706E+002, 3.3790080E+002, 3.4883092E+002
 5.0000445E+002, 5.9675107E+001, 5.4138315E+001, 5.1795635E+001, 5.0736741E+001, 4.5365279E+001, 1.4701166E+002, 1.0387512E+002, 9.9524414E+001, 9.5855604E+001, 9.0734684E+001, 7.1451182E+001, 6.4066045E+001, 6.6487686E+001, 6.5787062E+001, 6.5224585E+001, 6.4333094E+001, 6.0886870E+001, 5.8208164E-002, 5.6763712E-002, 7.3794059E-001, 7.2287558E-001, 7.1115280E-001, 6.8106953E-001, 2.2276506E-001, 2.3776549E-001, 2.4962335E-001, 2.6518859E-001, 1.9237656E+002, 2.0856766E+002, 2.3059521E+002, 3.0952230E+002, 3.1684196E+002, 1.6640703E+002, 2.0088850E+002, 2.6411611E+002, 3.1653095E+002, 3.3006976E+002
 5.1000376E+002, 5.4571372E+001, 4.9977496E+001, 4.8376419E+001, 4.7597995E+001, 4.4039283E+001, 1.4178778E+002, 1.0123206E+002, 9.7089317E+001, 9.3509274E+001, 8.8426189E+001, 6.9424431E+001, 5.8320494E+001, 6.2125019E+001, 6.1613243E+001, 6.1159163E+001, 6.0599740E+001, 5.8284953E+001, 4.7131495E-002, 4.7842487E-002, 6.7207203E-001, 6.5669204E-001, 6.3802631E-001, 6.1058100E-001, 2.2795639E-001, 2.4343698E-001, 2.5583264E-001, 2.7331599E-001, 1.8199292E+002, 1.9566460E+002, 2.1508585E+002, 2.9446003E+002, 3.0361957E+002, 1.5722383E+002, 1.8758586E+002, 2.4658504E+002, 3.0033834E+002, 3.1717066E+002
 5.2000843E+002, 5.0361110E+001, 4.6855822E+001, 4.5690055E+001, 4.4980299E+001, 4.2841639E+001, 1.3674727E+002, 1.0005377E+002, 9.5776068E+001, 9.2153305E+001, 8.7206636E+001, 6.8704916E+001, 5.3936257E+001, 5.8721996E+001, 5.8469953E+001, 5.8276429E+001, 5.7985426E+001, 5.5453941E+001, 3.5212255E-002, 3.3658297E-002, 7.5378801E-001, 7.3363230E-001, 7.1958898E-001, 6.9871285E-001, 2.0649363E-001, 2.2307724E-001, 2.3678851E-001, 2.4843318E-001, 1.7242702E+002, 1.8654731E+002, 2.0423952E+002, 2.8227608E+002, 2.9236006E+002, 1.4898329E+002, 1.7510775E+002, 2.3292579E+002, 2.8771882E+002, 3.0648286E+002
 5.3000328E+002, 4.7042749E+001, 4.4002608E+001, 4.3419673E+001, 4.2965824E+001, 4.1924543E+001, 1.3148945E+002, 9.7496971E+001, 9.3491196E+001, 8.9992143E+001, 8.5130043E+001, 6.7593220E+001, 5.0692861E+001, 5.6009279E+001, 5.5932184E+001, 5.5922098E+001, 5.5844079E+001, 5.3632391E+001, 3.9359531E-002, 3.9833672E-002, 6.8283422E-001, 6.7554922E-001, 6.6064959E-001, 6.2211878E-001, 1.8454330E-001, 1.9457118E-001, 2.0198210E-001, 2.1361871E-001, 1.6371699E+002, 1.7899872E+002, 1.9658148E+002, 2.7105500E+002, 2.8218581E+002, 1.4346211E+002, 1.6439555E+002, 2.2241411E+002, 2.7804482E+002, 2.9573859E+002
 5.4000988E+002, 4.5230443E+001, 4.2593808E+001, 4.2296587E+001, 4.1681993E+001, 4.1653776E+001, 1.2815067E+002, 9.7833152E+001, 9.3960013E+001, 9.0272833E+001, 8.4258625E+001, 6.6190406E+001, 4.8228014E+001, 5.3766128E+001, 5.3763518E+001, 5.3701651E+001, 5.3648452E+001, 5.1513987E+001, 4.1767180E-002, 4.7190216E-002, 6.8504108E-001, 6.6879253E-001, 6.4170711E-001, 5.6551446E-001, 1.5930264E-001, 1.7055412E-001, 1.8072512E-001, 1.9186079E-001, 1.6020884E+002, 1.7316102E+002, 1.8800349E+002, 2.6266572E+002, 2.7282352E+002, 1.3906578E+002, 1.5779464E+002, 2.1383624E+002, 2.6971662E+002, 2.8611642E+002
 5.5000303E+002, 4.3012224E+001, 4.1119393E+001, 4.0797973E+001, 4.0366404E+001, 4.1172236E+001, 1.2473330E+002, 9.4646920E+001, 9.0744095E+001, 8.6838787E+001, 8.0693096E+001, 6.4064969E+001, 4.6221680E+001, 5.1904702E+001, 5.1960967E+001, 5.1969096E+001, 5.1883950E+001, 5.1077810E+001, 3.5995460E-002, 3.1702853E-002, 6.1584445E-001, 6.0416054E-001, 5.7743470E-001, 5.2998996E-001, 1.7177161E-001, 1.8517241E-001, 1.9290887E-001, 2.0112913E-001, 1.5560157E+002, 1.6924084E+002, 1.8162891E+002, 2.5434009E+002, 2.6429973E+002, 1.3462206E+002, 1.5191485E+002, 2.0600600E+002, 2.6226731E+002, 2.7726889E+002
 5.6000574E+002, 4.1336767E+001, 4.0000639E+001, 3.9460590E+001, 3.9094337E+001, 4.0616231E+001, 1.1948446E+002, 9.0440311E+001, 8.6831965E+001, 8.3367685E+001, 7.8188749E+001, 6.3008739E+001, 4.4804700E+001, 5.0635266E+001, 5.0734837E+001, 5.0771604E+001, 5.0702694E+001, 5.0390296E+001, 3.3138884E-002, 2.8274009E-002, 5.3447488E-001, 5.1435490E-001, 5.0167788E-001, 4.9032338E-001, 1.4381661E-001, 1.5770475E-001, 1.6634097E-001, 1.7238442E-001, 1.5133784E+002, 1.6519375E+002, 1.7626775E+002, 2.4864036E+002, 2.5678792E+002, 1.3027183E+002, 1.4481184E+002, 1.9984547E+002, 2.5393434E+002, 2.6928828E+002
 5.7000527E+002, 4.0269447E+001, 3.9073010E+001, 3.8550511E+001, 3.8311265E+001, 4.0028737E+001, 1.1622349E+002, 8.8721046E+001, 8.5193297E+001, 8.1918717E+001, 7.7125105E+001, 6.2087113E+001, 4.3574460E+001, 4.8515500E+001, 4.8698312E+001, 4.8838709E+001, 4.8931382E+001, 4.8613413E+001, 2.8577448E-002, 3.1760246E-002, 5.1856482E-001, 5.0581549E-001, 4.9618957E-001, 4.7888417E-001, 1.0263271E-001, 1.0855097E-001, 1.1864250E-001, 1.3372330E-001, 1.4625869E+002, 1.6198834E+002, 1.7138971E+002, 2.4224226E+002, 2.4989870E+002, 1.3213430E+002, 1.4231895E+002, 1.9349894E+002, 2.4612979E+002, 2.6216833E+002
 5.8000891E+002, 3.9111116E+001, 3.8017380E+001, 3.7706179E+001, 3.7595513E+001, 4.0094814E+001, 1.1207708E+002, 8.5069292E+001, 8.1749870E+001, 7.8984556E+001, 7.5234145E+001, 6.1368710E+001, 4.2626165E+001, 4.6693221E+001, 4.6743872E+001, 4.6862383E+001, 4.7090024E+001, 4.7547978E+001, 2.6771962E-002, 2.7739583E-002, 5.1980202E-001, 5.1116657E-001, 5.0771289E-001, 5.0248766E-001, 1.1883896E-001, 1.2071315E-001, 1.2324346E-001, 1.2902981E-001, 1.4128649E+002, 1.5792390E+002, 1.6682863E+002, 2.3547519E+002, 2.4375209E+002, 1.2985411E+002, 1.4130882E+002, 1.8710278E+002, 2.4003840E+002, 2.5544433E+002
 5.9000127E+002, 3.8877994E+001, 3.7232399E+001, 3.7086502E+001, 3.7135562E+001, 3.8894129E+001, 1.1005113E+002, 8.3845797E+001, 8.0744170E+001, 7.8106987E+001, 7.4621839E+001, 6.2003372E+001, 4.2109281E+001, 4.5830535E+001, 4.5818336E+001, 4.5943482E+001, 4.6236713E+001, 4.6705191E+001, 2.6333970E-002, 3.0114988E-002, 5.4106538E-001, 5.2839317E-001, 5.1939012E-001, 5.0374748E-001, 1.2264171E-001, 1.2917182E-001, 1.3542137E-001, 1.4500614E-001, 1.3852360E+002, 1.5394976E+002, 1.6350271E+002, 2.3033664E+002, 2.3827262E+002, 1.2465332E+002, 1.3675906E+002, 1.8360985E+002, 2.3348667E+002, 2.4946985E+002
 6.0000491E+002, 3.7924261E+001, 3.6620476E+001, 3.6498203E+001, 3.6638396E+001, 3.8333368E+001, 1.0904614E+002, 8.4935362E+001, 8.1401511E+001, 7.8348990E+001, 7.4401247E+001, 6.0655256E+001, 4.1170373E+001, 4.5464781E+001, 4.5644882E+001, 4.5818075E+001, 4.6069703E+001, 4.6518347E+001, 3.1930543E-002, 2.3236282E-002, 5.5438068E-001, 5.4499119E-001, 5.2330087E-001, 4.8388893E-001, 1.2208120E-001, 1.3576864E-001, 1.4505533E-001, 1.5633576E-001, 1.3608639E+002, 1.5048081E+002, 1.6088573E+002, 2.2537051E+002, 2.3336214E+002, 1.2027406E+002, 1.3239896E+002, 1.7955630E+002, 2.2868893E+002, 2.4395443E+002
 6.1000855E+002, 3.6965276E+001, 3.6481171E+001, 3.6036161E+001, 3.6074822E+001, 3.7889635E+001, 1.0894525E+002, 8.4727171E+001, 8.1539420E+001, 7.8657353E+001, 7.4576878E+001, 5.9006337E+001, 4.0433762E+001, 4.4891510E+001, 4.5249995E+001, 4.5475401E+001, 4.5700100E+001, 4.6051534E+001, 2.6220227E-002, 2.4393328E-002, 5.7315904E-001, 5.6381492E-001, 5.5266533E-001, 5.2483581E-001, 1.1143599E-001, 1.2392069E-001, 1.3033796E-001, 1.3715334E-001, 1.3339296E+002, 1.4692704E+002, 1.5674520E+002, 2.2098537E+002, 2.2842375E+002, 1.1761379E+002, 1.3001678E+002, 1.7492562E+002, 2.2417683E+002, 2.3865883E+002
 6.2000091E+002, 3.6526787E+001, 3.6179917E+001, 3.5830878E+001, 3.5864528E+001, 3.7531560E+001, 1.1075513E+002, 8.7429014E+001, 8.4267546E+001, 8.1169994E+001, 7.6621414E+001, 5.9855576E+001, 4.0122870E+001, 4.4550466E+001, 4.5071955E+001, 4.5362971E+001, 4.5603765E+001, 4.5648730E+001, 2.6011501E-002, 2.7540483E-002, 6.4397014E-001, 6.4384683E-001, 6.3209160E-001, 6.0013029E-001, 1.1044873E-001, 1.1999964E-001, 1.2934136E-001, 1.4125888E-001, 1.3055570E+002, 1.4373995E+002, 1.5321261E+002, 2.1632753E+002, 2.2381106E+002, 1.1470573E+002, 1.2760663E+002, 1.7074740E+002, 2.1998724E+002, 2.3373187E+002
 6.3000117E+002, 3.6005518E+001, 3.5998202E+001, 3.5738262E+001, 3.5773793E+001, 3.7248585E+001, 1.0830980E+002, 8.6924893E+001, 8.4152694E+001, 8.1434919E+001, 7.7178034E+001, 6.0255323E+001, 3.9760375E+001, 4.4195236E+001, 4.4688415E+001, 4.4984855E+001, 4.5264681E+001, 4.5470029E+001, 3.0134639E-002, 3.0625026E-002, 4.7300282E-001, 4.7322569E-001, 4.7360692E-001, 4.7520146E-001, 1.1807613E-001, 1.3178801E-001, 1.3762521E-001, 1.4205499E-001, 1.2738050E+002, 1.4084934E+002, 1.4970827E+002, 2.1236161E+002, 2.1958079E+002, 1.1406920E+002, 1.2494951E+002, 1.6727428E+002, 2.1483513E+002, 2.2943594E+002
 6.4000901E+002, 3.5834980E+001, 3.5989651E+001, 3.5792398E+001, 3.5695360E+001, 3.6932306E+001, 1.0692781E+002, 8.4186068E+001, 8.1388274E+001, 7.8746511E+001, 7.4834769E+001, 5.8944561E+001, 3.9360098E+001, 4.4099803E+001, 4.4534790E+001, 4.4700160E+001, 4.4968487E+001, 4.5260982E+001, 2.6647279E-002, 2.4717992E-002, 5.3337442E-001, 5.2113575E-001, 5.0517387E-001, 4.7149814E-001, 1.0272789E-001, 1.1029343E-001, 1.1579452E-001, 1.2732972E-001, 1.2536630E+002, 1.3722328E+002, 1.4605888E+002, 2.0923721E+002, 2.1559035E+002, 1.1603788E+002, 1.2452038E+002, 1.6333120E+002, 2.1016605E+002, 2.2519516E+002
 6.5000290E+002, 3.5595215E+001, 3.5912030E+001, 3.5765102E+001, 3.5616506E+001, 3.7146245E+001, 1.0546943E+002, 8.1927366E+001, 7.9348850E+001, 7.6929073E+001, 7.3289901E+001, 5.8242017E+001, 3.8860320E+001, 4.3626711E+001, 4.4082011E+001, 4.4294326E+001, 4.4610759E+001, 4.4636536E+001, 3.0694685E-002, 2.8707704E-002, 3.8482194E-001, 3.8586379E-001, 3.8895987E-001, 3.9103822E-001, 9.3395752E-002, 1.0409968E-001, 1.1246617E-001, 1.2225768E-001, 1.2362378E+002, 1.3423665E+002, 1.4292422E+002, 2.0525243E+002, 2.1229286E+002, 1.1374857E+002, 1.2183603E+002, 1.6021587E+002, 2.0592278E+002, 2.2115998E+002
 6.6000789E+002, 3.5627944E+001, 3.5811517E+001, 3.5681046E+001, 3.5529306E+001, 3.7166795E+001, 9.9891338E+001, 7.7019419E+001, 7.4993528E+001, 7.3109730E+001, 7.0432742E+001, 5.7362315E+001, 3.8425212E+001, 4.2556205E+001, 4.3030106E+001, 4.3347269E+001, 4.3786195E+001, 4.4073106E+001, 2.1098006E-002, 2.2308600E-002, 3.4881080E-001, 3.6127351E-001, 3.7006439E-001, 3.8584845E-001, 8.3683417E-002, 8.8841971E-002, 9.3816977E-002, 1.0461703E-001, 1.2142893E+002, 1.3304230E+002, 1.4053684E+002, 2.0187682E+002, 2.0884764E+002, 1.1234975E+002, 1.2026508E+002, 1.5764289E+002, 2.0301757E+002, 2.1732349E+002
 6.7000067E+002, 3.5242547E+001, 3.5301672E+001, 3.5228734E+001, 3.5143051E+001, 3.6356474E+001, 9.9274659E+001, 7.6030137E+001, 7.4324155E+001, 7.2730939E+001, 7.0143121E+001, 5.7933453E+001, 3.8239622E+001, 4.2088928E+001, 4.2489111E+001, 4.2743768E+001, 4.3161832E+001, 4.3299397E+001, 2.0303507E-002, 1.9071877E-002, 4.6490714E-001, 4.6103826E-001, 4.5814674E-001, 4.4009375E-001, 9.3931422E-002, 1.0114780E-001, 1.0560354E-001, 1.0866557E-001, 1.2048122E+002, 1.3218424E+002, 1.3920942E+002, 1.9828907E+002, 2.0562830E+002, 1.1065040E+002, 1.1827302E+002, 1.5487467E+002, 2.0041843E+002, 2.1368706E+002
 6.8000566E+002, 3.5103456E+001, 3.5181923E+001, 3.4975464E+001, 3.4930940E+001, 3.6087724E+001, 1.0058651E+002, 7.6963408E+001, 7.5135236E+001, 7.3341930E+001, 7.0279125E+001, 5.7320142E+001, 3.8041123E+001, 4.1637796E+001, 4.2048330E+001, 4.2325895E+001, 4.2640574E+001, 4.2426662E+001, 2.6329998E-002, 2.2392874E-002, 4.2139570E-001, 4.2919499E-001, 4.2834382E-001, 4.0551666E-001, 7.6460492E-002, 8.1728088E-002, 8.7092787E-002, 9.3524935E-002, 1.1783261E+002, 1.3054609E+002, 1.3772987E+002, 1.9546363E+002, 2.0251732E+002, 1.0747585E+002, 1.1666120E+002, 1.5174191E+002, 1.9745958E+002, 2.1014369E+002
 6.9001066E+002, 3.4978234E+001, 3.5171374E+001, 3.4737497E+001, 3.4752125E+001, 3.6375903E+001, 9.8938739E+001, 7.4843054E+001, 7.3065676E+001, 7.1351459E+001, 6.8409974E+001, 5.6216147E+001, 3.7882948E+001, 4.1131454E+001, 4.1564105E+001, 4.1837821E+001, 4.2105586E+001, 4.1929772E+001, 2.3789015E-002, 2.2801343E-002, 3.5917543E-001, 3.5852312E-001, 3.5720200E-001, 3.5842755E-001, 7.7952547E-002, 8.5286559E-002, 9.0500011E-002, 9.6739353E-002, 1.1513904E+002, 1.2829704E+002, 1.3606311E+002, 1.9251458E+002, 1.9936644E+002, 1.0462137E+002, 1.1525439E+002, 1.4956718E+002, 1.9448289E+002, 2.0697834E+002
 7.0000343E+002, 3.5065522E+001, 3.5209184E+001, 3.4940534E+001, 3.4927068E+001, 3.6761868E+001, 9.7606128E+001, 7.4439904E+001, 7.2506775E+001, 7.0675102E+001, 6.7729753E+001, 5.5061641E+001, 3.7828588E+001, 4.0624085E+001, 4.0977444E+001, 4.1192271E+001, 4.1426055E+001, 4.1843134E+001, 2.6124382E-002, 2.6647896E-002, 4.4228393E-001, 4.3075825E-001, 4.1640155E-001, 3.9524402E-001, 7.7033279E-002, 8.1462993E-002, 8.3885323E-002, 8.7082659E-002, 1.1365166E+002, 1.2637758E+002, 1.3431663E+002, 1.8994426E+002, 1.9651290E+002, 1.0284096E+002, 1.1469685E+002, 1.4756235E+002, 1.9207388E+002, 2.0400461E+002
