s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C
 1.4300023E+003, 4.2717444E+001, 4.0142994E+001, 3.9834516E+001, 4.0140259E+001, 4.5783092E+001, 1.8113297E+002, 1.3278250E+002, 1.2638193E+002, 1.2055922E+002, 1.1211471E+002, 8.0569739E+001, 5.5898120E+001, 6.5434223E+001, 6.6191959E+001, 6.6562780E+001, 6.6706984E+001, 6.5807899E+001, 6.3962330E-002, 4.6485892E-002, 1.1634815E+000, 1.1487935E+000, 1.1240266E+000, 1.0757850E+000, 3.5839216E-001, 3.8470590E-001, 4.0396828E-001, 4.2668465E-001, 2.6690237E+002, 2.8425537E+002, 3.0004107E+002, 3.6615385E+002, 3.7400303E+002, 2.3453525E+002, 2.6319419E+002, 3.3101387E+002, 3.6002758E+002, 3.8502919E+002
 1.4400046E+003, 4.1764991E+001, 3.9899728E+001, 3.9362659E+001, 3.9604919E+001, 4.5461635E+001, 1.7741159E+002, 1.3006550E+002, 1.2359047E+002, 1.1769248E+002, 1.0970922E+002, 8.0576996E+001, 5.5228728E+001, 6.4166278E+001, 6.4846640E+001, 6.5151624E+001, 6.5307188E+001, 6.5139130E+001, 6.2318690E-002, 6.6688348E-002, 1.1053570E+000, 1.0644074E+000, 1.0256101E+000, 9.6878008E-001, 3.4540266E-001, 3.6976291E-001, 3.8866929E-001, 4.0987577E-001, 2.6288059E+002, 2.7881947E+002, 2.9483982E+002, 3.5947078E+002, 3.6825181E+002, 2.2962279E+002, 2.5804702E+002, 3.2441389E+002, 3.5395469E+002, 3.7816576E+002
 1.4500005E+003, 4.1552816E+001, 3.9663964E+001, 3.9182209E+001, 3.9707867E+001, 4.5346694E+001, 1.7617033E+002, 1.2999678E+002, 1.2361422E+002, 1.1762496E+002, 1.0887901E+002, 7.9234094E+001, 5.4006956E+001, 6.3613225E+001, 6.4475662E+001, 6.4865062E+001, 6.5037190E+001, 6.4222006E+001, 6.6366483E-002, 6.4501734E-002, 1.2283509E+000, 1.1958168E+000, 1.1464677E+000, 1.0516045E+000, 3.5743492E-001, 3.7727350E-001, 3.9095883E-001, 4.0754359E-001, 2.5522240E+002, 2.7355655E+002, 2.8834865E+002, 3.5314741E+002, 3.6286130E+002, 2.2801864E+002, 2.5886842E+002, 3.1734690E+002, 3.4532790E+002, 3.7236739E+002
 1.4600038E+003, 4.1566536E+001, 3.9406825E+001, 3.9760526E+001, 4.0903064E+001, 4.4848346E+001, 1.7163440E+002, 1.2773397E+002, 1.2150719E+002, 1.1559355E+002, 1.0709528E+002, 7.8146191E+001, 5.3891625E+001, 6.3257997E+001, 6.3854373E+001, 6.4132435E+001, 6.4217886E+001, 6.3408214E+001, 5.9058083E-002, 8.1869432E-002, 1.0033100E+000, 9.7736090E-001, 9.5402565E-001, 9.1418251E-001, 3.3486448E-001, 3.4436155E-001, 3.4850770E-001, 3.5711249E-001, 2.4982895E+002, 2.6739362E+002, 2.8226790E+002, 3.4801214E+002, 3.5755101E+002, 2.2306359E+002, 2.5615272E+002, 3.1132545E+002, 3.4028417E+002, 3.6734071E+002
 1.4700072E+003, 4.2335547E+001, 3.9257796E+001, 4.0046225E+001, 4.1484050E+001, 4.3902305E+001, 1.6935920E+002, 1.2605146E+002, 1.1995785E+002, 1.1435524E+002, 1.0641411E+002, 8.0006373E+001, 5.3114875E+001, 6.1843157E+001, 6.2190331E+001, 6.2280910E+001, 6.2276636E+001, 6.1658345E+001, 6.1117358E-002, 7.9055249E-002, 1.2123386E+000, 1.1784261E+000, 1.1360470E+000, 1.0525478E+000, 3.0003840E-001, 3.1926820E-001, 3.3265129E-001, 3.4652325E-001, 2.4679397E+002, 2.6425835E+002, 2.7689204E+002, 3.4290670E+002, 3.5183586E+002, 2.1675865E+002, 2.4603078E+002, 3.0608361E+002, 3.3716703E+002, 3.6178665E+002
 1.4800076E+003, 4.2003313E+001, 3.8972747E+001, 3.9799843E+001, 4.1020218E+001, 4.3583818E+001, 1.6933813E+002, 1.2739266E+002, 1.2094171E+002, 1.1483238E+002, 1.0580573E+002, 8.0240742E+001, 5.1858034E+001, 6.0645920E+001, 6.0907947E+001, 6.1034882E+001, 6.1059625E+001, 6.0292811E+001, 5.6780009E-002, 4.8657621E-002, 1.1190556E+000, 1.0859492E+000, 1.0505364E+000, 9.8172177E-001, 3.0545927E-001, 3.1820964E-001, 3.2862517E-001, 3.4250305E-001, 2.4026756E+002, 2.5809413E+002, 2.7099856E+002, 3.3876469E+002, 3.4751021E+002, 2.1306853E+002, 2.4243421E+002, 2.9998506E+002, 3.3152046E+002, 3.5627456E+002
 1.4900006E+003, 4.2032563E+001, 3.9152604E+001, 3.9931098E+001, 4.0627413E+001, 4.2590830E+001, 1.6625597E+002, 1.2587387E+002, 1.1935744E+002, 1.1343932E+002, 1.0521371E+002, 8.0652002E+001, 5.1268736E+001, 5.9787602E+001, 5.9966670E+001, 6.0069269E+001, 6.0088835E+001, 5.8936881E+001, 6.7275321E-002, 7.0716056E-002, 1.0872717E+000, 1.0480922E+000, 1.0138438E+000, 9.7088823E-001, 2.9475648E-001, 3.1094488E-001, 3.2211513E-001, 3.3269115E-001, 2.3534976E+002, 2.5355146E+002, 2.6623089E+002, 3.3317986E+002, 3.4219652E+002, 2.1093036E+002, 2.3733311E+002, 2.9533858E+002, 3.2776152E+002, 3.5185302E+002
 1.5000016E+003, 4.1250233E+001, 3.9231522E+001, 4.0069022E+001, 4.0696778E+001, 4.1399059E+001, 1.6131729E+002, 1.2115144E+002, 1.1534530E+002, 1.1026784E+002, 1.0329288E+002, 8.0702467E+001, 5.0437568E+001, 5.8058764E+001, 5.8281147E+001, 5.8449397E+001, 5.8608086E+001, 5.7380205E+001, 5.5755883E-002, 6.1042940E-002, 8.7314802E-001, 8.7006104E-001, 8.6031524E-001, 8.4354018E-001, 2.5042055E-001, 2.6744156E-001, 2.7805070E-001, 2.8580104E-001, 2.3046181E+002, 2.4729289E+002, 2.6201986E+002, 3.2853228E+002, 3.3746272E+002, 2.0218449E+002, 2.2567375E+002, 2.9119755E+002, 3.2177129E+002, 3.4598158E+002
 1.5100026E+003, 4.0250938E+001, 3.8477029E+001, 3.9277115E+001, 4.0021562E+001, 4.2154084E+001, 1.6134839E+002, 1.1808364E+002, 1.1267665E+002, 1.0782361E+002, 1.0093910E+002, 7.9469295E+001, 4.9752121E+001, 5.6836979E+001, 5.7323662E+001, 5.7603191E+001, 5.7588916E+001, 5.6212789E+001, 4.3666277E-002, 4.8604699E-002, 9.9307814E-001, 9.7489833E-001, 9.5101588E-001, 8.9433214E-001, 2.4596195E-001, 2.5752382E-001, 2.7360491E-001, 2.9407759E-001, 2.2838694E+002, 2.4385570E+002, 2.5762541E+002, 3.2344883E+002, 3.3292224E+002, 1.9785194E+002, 2.2167684E+002, 2.8540595E+002, 3.1762259E+002, 3.4187955E+002
 1.5200036E+003, 3.9985839E+001, 3.7888764E+001, 3.9088617E+001, 4.0216754E+001, 4.2522620E+001, 1.6214673E+002, 1.1912044E+002, 1.1349956E+002, 1.0801499E+002, 9.9985327E+001, 7.8299883E+001, 4.9436676E+001, 5.6487691E+001, 5.6956942E+001, 5.7416771E+001, 5.7689663E+001, 5.6552080E+001, 4.8553681E-002, 6.2497179E-002, 1.0583932E+000, 1.0358471E+000, 9.8785629E-001, 8.9873254E-001, 2.6606608E-001, 2.7872857E-001, 2.9029916E-001, 3.0767429E-001, 2.2208775E+002, 2.3841744E+002, 2.5245738E+002, 3.1955985E+002, 3.2910761E+002, 1.9868030E+002, 2.1873369E+002, 2.7970720E+002, 3.1574839E+002, 3.3741092E+002
 1.5300046E+003, 4.0370138E+001, 3.7243883E+001, 3.8613501E+001, 3.9674894E+001, 4.1989751E+001, 1.6119569E+002, 1.1991494E+002, 1.1412024E+002, 1.0859009E+002, 1.0060319E+002, 7.7152314E+001, 4.8871200E+001, 5.5613954E+001, 5.6006142E+001, 5.6416175E+001, 5.6820538E+001, 5.6311158E+001, 4.3541443E-002, 4.5499943E-002, 1.1075243E+000, 1.0711996E+000, 1.0244735E+000, 9.4808661E-001, 2.6011712E-001, 2.6589505E-001, 2.6855706E-001, 2.7738690E-001, 2.2197253E+002, 2.3886202E+002, 2.4902447E+002, 3.1392983E+002, 3.2401840E+002, 1.9503239E+002, 2.1236098E+002, 2.7634967E+002, 3.1193441E+002, 3.3253075E+002
 1.5400060E+003, 3.9846463E+001, 3.6840424E+001, 3.7915255E+001, 3.8942151E+001, 4.0702576E+001, 1.5530911E+002, 1.1929985E+002, 1.1354334E+002, 1.0790768E+002, 1.0014356E+002, 7.7286251E+001, 4.8784758E+001, 5.5148857E+001, 5.5501771E+001, 5.5817421E+001, 5.6081189E+001, 5.4655604E+001, 4.5568544E-002, 4.5116562E-002, 8.7822369E-001, 8.5521483E-001, 8.3484061E-001, 8.0662626E-001, 2.3697049E-001, 2.5067827E-001, 2.6188049E-001, 2.7236180E-001, 2.1570339E+002, 2.3229435E+002, 2.4436180E+002, 3.1036439E+002, 3.2096544E+002, 1.9195427E+002, 2.1197616E+002, 2.7235734E+002, 3.0500696E+002, 3.2789761E+002
 1.5500007E+003, 3.9328985E+001, 3.6475638E+001, 3.7506812E+001, 3.8460526E+001, 4.0957801E+001, 1.5223328E+002, 1.1639534E+002, 1.1117087E+002, 1.0607106E+002, 9.9019909E+001, 7.6881896E+001, 4.8711504E+001, 5.5244150E+001, 5.5647327E+001, 5.5862591E+001, 5.6005872E+001, 5.4759615E+001, 4.5310895E-002, 4.7450342E-002, 9.7137471E-001, 9.6551591E-001, 9.4122805E-001, 8.8163406E-001, 2.5077521E-001, 2.6676799E-001, 2.7659826E-001, 2.8840126E-001, 2.1023179E+002, 2.2879285E+002, 2.4126771E+002, 3.0592689E+002, 3.1686190E+002, 1.8795243E+002, 2.0794428E+002, 2.6722032E+002, 3.0184397E+002, 3.2392107E+002
 1.5600041E+003, 3.8625087E+001, 3.6180267E+001, 3.7096485E+001, 3.8106916E+001, 4.0542384E+001, 1.5542706E+002, 1.1891066E+002, 1.1379352E+002, 1.0836912E+002, 1.0066624E+002, 7.6623914E+001, 4.8198427E+001, 5.4788662E+001, 5.5281873E+001, 5.5628324E+001, 5.5862707E+001, 5.4871217E+001, 4.5126538E-002, 4.1369351E-002, 1.0716157E+000, 1.0476215E+000, 1.0021523E+000, 9.2789436E-001, 2.2291052E-001, 2.3699362E-001, 2.5104057E-001, 2.7001057E-001, 2.1044302E+002, 2.2702145E+002, 2.3925894E+002, 3.0166375E+002, 3.1335458E+002, 1.8761371E+002, 2.0472074E+002, 2.6349289E+002, 2.9835509E+002, 3.1994341E+002
 1.5700043E+003, 3.8143806E+001, 3.6667656E+001, 3.7270752E+001, 3.8204607E+001, 4.0817708E+001, 1.5397309E+002, 1.1910951E+002, 1.1343461E+002, 1.0757872E+002, 9.9269303E+001, 7.5783965E+001, 4.8152457E+001, 5.3988962E+001, 5.4582223E+001, 5.5057136E+001, 5.5391904E+001, 5.4844932E+001, 5.8871180E-002, 6.0909296E-002, 9.6480781E-001, 9.3608154E-001, 9.0418505E-001, 8.4270961E-001, 2.3775339E-001, 2.5889446E-001, 2.7488973E-001, 2.9183991E-001, 2.0735482E+002, 2.2259609E+002, 2.3419976E+002, 2.9906401E+002, 3.0983853E+002, 1.8368598E+002, 2.0263108E+002, 2.5864753E+002, 2.9484276E+002, 3.1617075E+002
 1.5800089E+003, 3.7845946E+001, 3.6632447E+001, 3.7386836E+001, 3.8314954E+001, 4.1031459E+001, 1.5124256E+002, 1.1885721E+002, 1.1277583E+002, 1.0711425E+002, 9.9261984E+001, 7.4724236E+001, 4.7700911E+001, 5.4386908E+001, 5.5154458E+001, 5.5767509E+001, 5.6243873E+001, 5.5554427E+001, 4.1268788E-002, 3.7309059E-002, 1.0353364E+000, 9.9819411E-001, 9.6098590E-001, 9.0885859E-001, 2.2939657E-001, 2.4526974E-001, 2.5887913E-001, 2.8209743E-001, 2.0315606E+002, 2.1941362E+002, 2.3057123E+002, 2.9548556E+002, 3.0611408E+002, 1.8064912E+002, 2.0017866E+002, 2.5465617E+002, 2.9306251E+002, 3.1214313E+002
 1.5900008E+003, 3.7422415E+001, 3.6669333E+001, 3.7421798E+001, 3.8393390E+001, 4.1748080E+001, 1.4734620E+002, 1.1581683E+002, 1.0996006E+002, 1.0449602E+002, 9.6916142E+001, 7.3968354E+001, 4.7281739E+001, 5.3458379E+001, 5.4078942E+001, 5.4670867E+001, 5.5332606E+001, 5.5095953E+001, 4.9492668E-002, 6.3114708E-002, 8.4178635E-001, 8.2691161E-001, 7.9844711E-001, 7.4713464E-001, 2.0345030E-001, 2.1529591E-001, 2.2757501E-001, 2.4573341E-001, 2.0300035E+002, 2.1771023E+002, 2.2756655E+002, 2.9136577E+002, 3.0294846E+002, 1.7569273E+002, 1.9560560E+002, 2.5092116E+002, 2.9098971E+002, 3.0806912E+002
 1.6000030E+003, 3.7364255E+001, 3.6727321E+001, 3.7108185E+001, 3.8235153E+001, 4.1647894E+001, 1.4531103E+002, 1.1340648E+002, 1.0817768E+002, 1.0311570E+002, 9.5836524E+001, 7.4091740E+001, 4.6620479E+001, 5.2112437E+001, 5.2577268E+001, 5.3080505E+001, 5.3792019E+001, 5.3244722E+001, 3.7166380E-002, 3.2661507E-002, 8.9181492E-001, 8.9057283E-001, 8.7634115E-001, 8.3403886E-001, 1.9742553E-001, 2.0587103E-001, 2.0930491E-001, 2.1585014E-001, 1.9754030E+002, 2.1432005E+002, 2.2574497E+002, 2.8813022E+002, 2.9943684E+002, 1.7602628E+002, 1.9676044E+002, 2.4664941E+002, 2.8966357E+002, 3.0476861E+002
 1.6100029E+003, 3.6973579E+001, 3.7157114E+001, 3.7672647E+001, 3.9389466E+001, 4.3151488E+001, 1.4530237E+002, 1.2162882E+002, 1.1655708E+002, 1.1123230E+002, 1.0276066E+002, 7.7168710E+001, 4.8873592E+001, 5.3790820E+001, 5.5375913E+001, 5.6095242E+001, 5.6007928E+001, 5.5817217E+001, 7.6060697E-002, 9.4914829E-002, 1.1829005E+000, 1.2555206E+000, 1.2593260E+000, 1.2071772E+000, 2.6461138E-001, 3.0860430E-001, 3.3176114E-001, 3.4756077E-001, 1.8253183E+002, 2.0684978E+002, 2.2097764E+002, 2.7575636E+002, 2.9365690E+002, 1.7437489E+002, 1.8812430E+002, 2.3608436E+002, 2.7604767E+002, 2.9383793E+002
 1.6200077E+003, 3.6227737E+001, 3.6991574E+001, 3.7940385E+001, 3.9956798E+001, 4.5000557E+001, 1.4163339E+002, 1.3284252E+002, 1.2724842E+002, 1.1987796E+002, 1.0926576E+002, 8.0538508E+001, 5.1747097E+001, 5.3862892E+001, 5.5245317E+001, 5.5796628E+001, 5.5808047E+001, 5.7924135E+001, 4.7726872E-002, 6.3662620E-002, 1.0843212E+000, 1.1195535E+000, 1.0686560E+000, 9.6217745E-001, 1.8835992E-001, 1.9167795E-001, 1.9662820E-001, 2.0331011E-001, 1.5768945E+002, 1.7905851E+002, 1.9368881E+002, 2.2694984E+002, 2.5545694E+002, 1.6757094E+002, 1.6035886E+002, 1.9477062E+002, 2.4345934E+002, 2.7803895E+002
 1.6300036E+003, 3.5765040E+001, 3.7131184E+001, 3.8077663E+001, 3.9647578E+001, 4.5184117E+001, 1.3706784E+002, 1.3493604E+002, 1.2881400E+002, 1.2137691E+002, 1.1066116E+002, 8.1955096E+001, 5.3263401E+001, 5.1134999E+001, 5.2030814E+001, 5.2197265E+001, 5.2241192E+001, 5.6862372E+001, 5.7928675E-002, 5.2619531E-002, 8.6633752E-001, 9.2880859E-001, 9.4548899E-001, 9.3410013E-001, 1.5423932E-001, 1.5069816E-001, 1.5118744E-001, 1.6150137E-001, 1.4004618E+002, 1.5588344E+002, 1.6808346E+002, 1.8924884E+002, 2.1496412E+002, 1.6127844E+002, 1.4449673E+002, 1.6832386E+002, 2.0570179E+002, 2.4629294E+002
 1.6400078E+003, 3.5484053E+001, 3.7126151E+001, 3.8120793E+001, 3.9351211E+001, 4.4821968E+001, 1.2804734E+002, 1.2824495E+002, 1.2318347E+002, 1.1711878E+002, 1.0772685E+002, 7.8875449E+001, 5.3955371E+001, 4.9071343E+001, 4.9864436E+001, 5.0308859E+001, 5.1048770E+001, 5.8572206E+001, 4.1839219E-002, 5.5711764E-002, 7.1590367E-001, 7.8397605E-001, 8.1703384E-001, 8.0333981E-001, 1.5289168E-001, 1.5841734E-001, 1.6787433E-001, 1.9635876E-001, 1.2667328E+002, 1.3880118E+002, 1.5801939E+002, 1.7408649E+002, 1.9499591E+002, 1.5592501E+002, 1.3541542E+002, 1.5298833E+002, 1.7984296E+002, 2.1285025E+002
 1.6500050E+003, 3.5525000E+001, 3.6454604E+001, 3.7576252E+001, 3.8944088E+001, 4.3455727E+001, 1.2240113E+002, 1.2244970E+002, 1.1796922E+002, 1.1285369E+002, 1.0438340E+002, 7.6104354E+001, 5.4137072E+001, 4.7394473E+001, 4.8151730E+001, 4.8721367E+001, 5.0047601E+001, 5.6916891E+001, 4.4134325E-002, 3.9414592E-002, 7.5020080E-001, 8.1443888E-001, 8.3763460E-001, 8.1490436E-001, 1.4906151E-001, 1.5591648E-001, 1.6263495E-001, 1.7755073E-001, 1.1856095E+002, 1.2840337E+002, 1.5091936E+002, 1.6471393E+002, 1.8290247E+002, 1.5371586E+002, 1.3010835E+002, 1.4472985E+002, 1.6700688E+002, 1.9237977E+002
 1.6600002E+003, 3.5310411E+001, 3.6496211E+001, 3.7781157E+001, 3.8710015E+001, 4.3100186E+001, 1.1773895E+002, 1.1910322E+002, 1.1514577E+002, 1.1059981E+002, 1.0279331E+002, 7.6352689E+001, 5.3216544E+001, 4.6474424E+001, 4.7045499E+001, 4.7327460E+001, 4.8455028E+001, 5.3468405E+001, 5.0383989E-002, 5.4173122E-002, 7.3475885E-001, 8.0714109E-001, 8.4144956E-001, 8.4519440E-001, 1.6022605E-001, 1.5559741E-001, 1.5293487E-001, 1.5136247E-001, 1.1616636E+002, 1.2542166E+002, 1.4547150E+002, 1.5819837E+002, 1.7355698E+002, 1.5069398E+002, 1.2697447E+002, 1.4028602E+002, 1.6107679E+002, 1.8135167E+002
 1.6700104E+003, 3.5278006E+001, 3.6475589E+001, 3.7612999E+001, 3.8321915E+001, 4.2269392E+001, 1.1413393E+002, 1.1556901E+002, 1.1186365E+002, 1.0746103E+002, 1.0000091E+002, 7.6898032E+001, 5.3556859E+001, 4.5828213E+001, 4.6085423E+001, 4.6192318E+001, 4.7033341E+001, 5.1370919E+001, 3.7095718E-002, 3.0544084E-002, 6.7352906E-001, 7.2388416E-001, 7.2512109E-001, 6.8453932E-001, 1.3816823E-001, 1.3309119E-001, 1.3285320E-001, 1.3960480E-001, 1.1236089E+002, 1.2067481E+002, 1.4187202E+002, 1.5492186E+002, 1.6859098E+002, 1.4887230E+002, 1.2537193E+002, 1.3762773E+002, 1.5625566E+002, 1.7230287E+002
 1.6800078E+003, 3.5058572E+001, 3.5921316E+001, 3.7044014E+001, 3.7676847E+001, 4.1097170E+001, 1.0925024E+002, 1.1182195E+002, 1.0796986E+002, 1.0368555E+002, 9.6752896E+001, 7.5449544E+001, 5.4424704E+001, 4.5113844E+001, 4.5458926E+001, 4.5657624E+001, 4.6447095E+001, 5.0848364E+001, 4.7579778E-002, 4.6178341E-002, 6.7046975E-001, 7.2280087E-001, 7.3968758E-001, 7.3874664E-001, 1.4170185E-001, 1.5015040E-001, 1.6151798E-001, 1.7747121E-001, 1.1027392E+002, 1.1898331E+002, 1.3991394E+002, 1.5239895E+002, 1.6342683E+002, 1.5121045E+002, 1.2579431E+002, 1.3450488E+002, 1.5102211E+002, 1.6469895E+002
 1.6900082E+003, 3.5002465E+001, 3.6358819E+001, 3.7716600E+001, 3.8292636E+001, 4.0975897E+001, 1.0532545E+002, 1.0886384E+002, 1.0543702E+002, 1.0168169E+002, 9.5574061E+001, 7.3997154E+001, 5.3895835E+001, 4.4326595E+001, 4.4817553E+001, 4.5316601E+001, 4.6267766E+001, 5.0197619E+001, 4.2583490E-002, 6.3622095E-002, 5.8927130E-001, 6.6118898E-001, 6.9503071E-001, 6.9580074E-001, 1.3884393E-001, 1.4043508E-001, 1.4380837E-001, 1.4732246E-001, 1.0863242E+002, 1.1604132E+002, 1.3784805E+002, 1.4973118E+002, 1.6099480E+002, 1.4583765E+002, 1.2252727E+002, 1.3287289E+002, 1.4755653E+002, 1.6074186E+002
 1.7000025E+003, 3.4892048E+001, 3.5875760E+001, 3.7295087E+001, 3.8144189E+001, 4.1012087E+001, 1.0068874E+002, 1.0509779E+002, 1.0181375E+002, 9.8033081E+001, 9.1714335E+001, 7.1516636E+001, 5.3494178E+001, 4.4064401E+001, 4.4490213E+001, 4.4953647E+001, 4.6030121E+001, 5.0041008E+001, 3.2741200E-002, 3.2921954E-002, 5.8700443E-001, 6.3019552E-001, 6.3789855E-001, 6.1108598E-001, 1.3478194E-001, 1.3879026E-001, 1.4265086E-001, 1.5456946E-001, 1.0667760E+002, 1.1320269E+002, 1.3540898E+002, 1.4592070E+002, 1.5681554E+002, 1.4194300E+002, 1.2066663E+002, 1.3012334E+002, 1.4426092E+002, 1.5735826E+002
 1.7100048E+003, 3.4677234E+001, 3.6272798E+001, 3.7430066E+001, 3.7945221E+001, 4.0337152E+001, 9.9691353E+001, 1.0510707E+002, 1.0193547E+002, 9.7976568E+001, 9.1354729E+001, 7.1102383E+001, 5.3113115E+001, 4.3921151E+001, 4.4612023E+001, 4.5108462E+001, 4.6105278E+001, 5.0640350E+001, 5.3021265E-002, 5.1290549E-002, 6.5022447E-001, 6.9426774E-001, 7.0680973E-001, 6.8566408E-001, 1.5048401E-001, 1.6016261E-001, 1.7037491E-001, 1.8047484E-001, 1.0565858E+002, 1.1104616E+002, 1.3139955E+002, 1.4294844E+002, 1.5438610E+002, 1.4088651E+002, 1.2015504E+002, 1.2809785E+002, 1.4037552E+002, 1.5146542E+002
 1.7200004E+003, 3.4594170E+001, 3.6229118E+001, 3.7179061E+001, 3.7574439E+001, 4.0042013E+001, 9.8865114E+001, 1.0363293E+002, 1.0067909E+002, 9.7141761E+001, 9.1028655E+001, 7.0935214E+001, 5.2530263E+001, 4.3463433E+001, 4.4220256E+001, 4.4793032E+001, 4.5784058E+001, 4.9640840E+001, 4.4014844E-002, 4.0072893E-002, 6.0587856E-001, 6.4666213E-001, 6.5997810E-001, 6.5506635E-001, 1.2095845E-001, 1.1844163E-001, 1.1794815E-001, 1.2518066E-001, 1.0372025E+002, 1.0889542E+002, 1.2839880E+002, 1.4082991E+002, 1.5094362E+002, 1.3892478E+002, 1.1939984E+002, 1.2695650E+002, 1.3839508E+002, 1.4921082E+002
 1.7300028E+003, 3.4338425E+001, 3.6213964E+001, 3.6851959E+001, 3.7169922E+001, 4.0494709E+001, 9.8274344E+001, 1.0174210E+002, 9.8681991E+001, 9.5167410E+001, 8.9002518E+001, 7.0130645E+001, 5.2835737E+001, 4.2853432E+001, 4.3614890E+001, 4.4332584E+001, 4.5285219E+001, 4.8934643E+001, 3.3215671E-002, 3.1296320E-002, 5.8979704E-001, 6.3545849E-001, 6.4213704E-001, 6.0686293E-001, 1.2670534E-001, 1.2822111E-001, 1.3349508E-001, 1.4855859E-001, 1.0181182E+002, 1.0670744E+002, 1.2617594E+002, 1.3875849E+002, 1.4949402E+002, 1.3787795E+002, 1.1741344E+002, 1.2552060E+002, 1.3728827E+002, 1.4783550E+002
 1.7400111E+003, 3.4078218E+001, 3.5927315E+001, 3.6671516E+001, 3.7069521E+001, 4.0900015E+001, 9.7801217E+001, 9.9532934E+001, 9.6523243E+001, 9.2814199E+001, 8.6230237E+001, 6.9120223E+001, 5.2978655E+001, 4.2113157E+001, 4.2706856E+001, 4.3443471E+001, 4.4284599E+001, 4.9368342E+001, 4.4406004E-002, 5.1139113E-002, 5.5970223E-001, 6.1000208E-001, 6.2521956E-001, 6.0177481E-001, 1.1868280E-001, 1.1513273E-001, 1.1463692E-001, 1.1434515E-001, 1.0054436E+002, 1.0587644E+002, 1.2292346E+002, 1.3636726E+002, 1.4786616E+002, 1.3515855E+002, 1.1481098E+002, 1.2298182E+002, 1.3514794E+002, 1.4583708E+002
 1.7500047E+003, 3.3902910E+001, 3.5896551E+001, 3.6618066E+001, 3.6979247E+001, 4.0322169E+001, 9.6988541E+001, 9.8228828E+001, 9.5403807E+001, 9.1769127E+001, 8.5366814E+001, 6.7049985E+001, 5.2386562E+001, 4.1947307E+001, 4.2503179E+001, 4.3059851E+001, 4.3668298E+001, 4.8586909E+001, 3.4634218E-002, 2.8454858E-002, 5.5719668E-001, 5.9938400E-001, 6.0054923E-001, 5.6028270E-001, 1.2369071E-001, 1.2614581E-001, 1.3167062E-001, 1.4225874E-001, 9.7711764E+001, 1.0481587E+002, 1.2204748E+002, 1.3421624E+002, 1.4436095E+002, 1.3193107E+002, 1.1159876E+002, 1.2156130E+002, 1.3377953E+002, 1.4434141E+002
 1.7600025E+003, 3.3758667E+001, 3.6425442E+001, 3.7156940E+001, 3.7398955E+001, 3.9472752E+001, 9.5976839E+001, 9.7344607E+001, 9.4894418E+001, 9.1605413E+001, 8.5396822E+001, 6.6485369E+001, 5.2506977E+001, 4.1777257E+001, 4.2585925E+001, 4.3346591E+001, 4.3936389E+001, 4.8042428E+001, 5.2164065E-002, 6.0195397E-002, 5.3393007E-001, 5.8449574E-001, 6.0637484E-001, 6.0729447E-001, 1.2097521E-001, 1.2399947E-001, 1.3214407E-001, 1.3880727E-001, 9.7309938E+001, 1.0265767E+002, 1.2085816E+002, 1.3220577E+002, 1.4141768E+002, 1.2860728E+002, 1.0995810E+002, 1.1987611E+002, 1.3136065E+002, 1.4189496E+002
 1.7700020E+003, 3.3661933E+001, 3.6454663E+001, 3.7112538E+001, 3.7360418E+001, 3.9526087E+001, 9.4573731E+001, 9.6219084E+001, 9.3913043E+001, 9.0936238E+001, 8.5367622E+001, 6.5995191E+001, 5.2198373E+001, 4.1953362E+001, 4.2969804E+001, 4.3754105E+001, 4.4715067E+001, 4.8958269E+001, 3.4510367E-002, 3.3704061E-002, 5.4263916E-001, 5.9482170E-001, 6.0550879E-001, 5.8392621E-001, 1.2454296E-001, 1.3238871E-001, 1.4514567E-001, 1.7156233E-001, 9.6672987E+001, 1.0086161E+002, 1.1999041E+002, 1.3081698E+002, 1.3994546E+002, 1.2741281E+002, 1.0847166E+002, 1.1855866E+002, 1.3033601E+002, 1.4022616E+002
 1.7800039E+003, 3.3963792E+001, 3.6094911E+001, 3.6630368E+001, 3.6928552E+001, 3.9564573E+001, 9.2725459E+001, 9.5390553E+001, 9.3036351E+001, 8.9805644E+001, 8.3872588E+001, 6.4469333E+001, 5.1750383E+001, 4.2905150E+001, 4.3986782E+001, 4.4962663E+001, 4.6454065E+001, 4.9879935E+001, 3.4198655E-002, 3.4193495E-002, 5.2798414E-001, 5.7352496E-001, 5.9195745E-001, 5.7878452E-001, 1.4357936E-001, 1.5311602E-001, 1.6125538E-001, 1.7664212E-001, 9.5555135E+001, 9.9482398E+001, 1.1866563E+002, 1.2905889E+002, 1.3767711E+002, 1.2590014E+002, 1.0622079E+002, 1.1615526E+002, 1.2804141E+002, 1.3779863E+002
