s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C
 3.5000528E+002, 1.3996552E+002, 4.8656298E+001, 4.7878615E+001, 5.0026084E+001, 6.4611581E+001, 2.1989888E+002, 1.3551230E+002, 1.3855810E+002, 1.3752447E+002, 1.2994071E+002, 1.0458147E+002, 2.6033295E+002, 1.6587722E+002, 1.6103933E+002, 1.5827266E+002, 1.5645568E+002, 1.4243171E+002, 1.1287221E-001, 8.7449332E-002, 4.7289710E-001, 4.6982293E-001, 4.7987202E-001, 5.0493548E-001, 9.9475764E-001, 9.6879192E-001, 9.9616973E-001, 1.0557626E+000, 2.8825524E+002, 2.8389485E+002, 2.8000654E+002, 2.8755629E+002, 3.0086383E+002, 2.1351263E+002, 2.2721268E+002, 2.7511995E+002, 3.3127126E+002, 3.9587718E+002
 3.6000663E+002, 1.1633497E+002, 4.7561549E+001, 4.7092460E+001, 4.8626611E+001, 6.0894645E+001, 1.8072406E+002, 1.1681664E+002, 1.2111029E+002, 1.2058296E+002, 1.1406339E+002, 9.3770412E+001, 2.2760367E+002, 1.4325001E+002, 1.3925684E+002, 1.3734274E+002, 1.3545056E+002, 1.2367081E+002, 9.5432791E-002, 8.2561882E-002, 6.1933241E-001, 6.6260937E-001, 6.6564495E-001, 6.3524607E-001, 9.1816893E-001, 9.1497241E-001, 9.2200681E-001, 9.4558576E-001, 2.5458159E+002, 2.4961688E+002, 2.4455044E+002, 2.4755683E+002, 2.5682037E+002, 1.7996932E+002, 1.8973238E+002, 2.2273569E+002, 2.7087141E+002, 3.3345134E+002
 3.7000871E+002, 1.0198977E+002, 4.6747986E+001, 4.6615250E+001, 4.7884371E+001, 5.8404799E+001, 1.5182574E+002, 1.1253857E+002, 1.1590479E+002, 1.1470850E+002, 1.0843059E+002, 8.9872875E+001, 2.0465396E+002, 1.2628691E+002, 1.2293549E+002, 1.2217020E+002, 1.2205914E+002, 1.1301809E+002, 8.3685772E-002, 6.8980045E-002, 6.1629978E-001, 6.3887964E-001, 6.7317321E-001, 7.0115160E-001, 7.3564695E-001, 7.3286029E-001, 7.8469566E-001, 8.9175227E-001, 2.3394779E+002, 2.2932354E+002, 2.2379844E+002, 2.2628880E+002, 2.3373285E+002, 1.6130922E+002, 1.6991034E+002, 1.9776607E+002, 2.3955607E+002, 2.9403205E+002
 3.8000911E+002, 9.2901579E+001, 4.5875764E+001, 4.5900888E+001, 4.6912765E+001, 5.5954188E+001, 1.3358783E+002, 1.0608737E+002, 1.0832554E+002, 1.0656557E+002, 1.0099351E+002, 8.6059503E+001, 1.8775776E+002, 1.1581442E+002, 1.1315758E+002, 1.1347223E+002, 1.1489415E+002, 1.0624610E+002, 7.3700068E-002, 6.1969744E-002, 5.8028578E-001, 5.9295804E-001, 6.0452641E-001, 5.9491498E-001, 7.5614376E-001, 7.6522309E-001, 8.1940820E-001, 9.0785406E-001, 2.1874990E+002, 2.1544752E+002, 2.1030088E+002, 2.1226968E+002, 2.1912345E+002, 1.5027019E+002, 1.5889971E+002, 1.8206662E+002, 2.2035074E+002, 2.6848755E+002
 3.9001289E+002, 9.1412026E+001, 4.5175562E+001, 4.5209778E+001, 4.6123726E+001, 5.3897014E+001, 1.2133468E+002, 1.0243863E+002, 1.0364334E+002, 1.0201486E+002, 9.6311595E+001, 8.1698890E+001, 1.7243601E+002, 1.0822507E+002, 1.0719807E+002, 1.0791915E+002, 1.0916756E+002, 1.0181696E+002, 6.7384816E-002, 5.4310245E-002, 5.5120013E-001, 5.7028449E-001, 6.0029930E-001, 5.7829421E-001, 6.5984875E-001, 7.1648385E-001, 7.5844238E-001, 8.1973767E-001, 2.0733041E+002, 2.0370826E+002, 1.9988030E+002, 2.0162462E+002, 2.0763613E+002, 1.4301971E+002, 1.5089060E+002, 1.7082116E+002, 2.0638779E+002, 2.4758406E+002
 4.0001627E+002, 8.7985814E+001, 4.4723606E+001, 4.4930794E+001, 4.5718798E+001, 5.1949986E+001, 1.1328916E+002, 9.9691288E+001, 9.9112597E+001, 9.7196657E+001, 9.1902352E+001, 7.7802202E+001, 1.6068875E+002, 1.0502173E+002, 1.0586908E+002, 1.0627786E+002, 1.0590742E+002, 9.8278147E+001, 6.5580441E-002, 7.0649435E-002, 5.0393522E-001, 5.1981039E-001, 5.1208482E-001, 4.9040295E-001, 6.2486646E-001, 6.7529605E-001, 7.0729285E-001, 7.4298624E-001, 1.9950109E+002, 1.9556123E+002, 1.9150602E+002, 1.9248510E+002, 1.9812075E+002, 1.3701443E+002, 1.4436313E+002, 1.6236583E+002, 1.9543352E+002, 2.2928547E+002
 4.1001688E+002, 8.1629108E+001, 4.4168253E+001, 4.4645036E+001, 4.5832658E+001, 5.1617952E+001, 1.0670196E+002, 9.3158961E+001, 9.3524115E+001, 9.2222191E+001, 8.8302758E+001, 7.5181773E+001, 1.4893933E+002, 9.7849219E+001, 9.8517452E+001, 9.8771275E+001, 9.8218323E+001, 9.2885681E+001, 5.9122629E-002, 5.6646560E-002, 3.2868742E-001, 3.5059076E-001, 3.8116931E-001, 4.1679396E-001, 5.4190736E-001, 5.5293807E-001, 5.6790762E-001, 5.8735791E-001, 1.9235363E+002, 1.8986730E+002, 1.8497320E+002, 1.8517025E+002, 1.9030199E+002, 1.3056677E+002, 1.3804523E+002, 1.5767643E+002, 1.8683647E+002, 2.1708813E+002
 4.2001383E+002, 7.7017678E+001, 4.3673454E+001, 4.4069187E+001, 4.5495169E+001, 5.0990572E+001, 1.0070395E+002, 8.9382688E+001, 8.9902284E+001, 8.8551681E+001, 8.5465757E+001, 7.2174240E+001, 1.4061988E+002, 9.3680545E+001, 9.3984441E+001, 9.4311649E+001, 9.3943575E+001, 8.8168812E+001, 5.5360336E-002, 4.8342525E-002, 3.6405041E-001, 3.9213090E-001, 4.1507113E-001, 4.5426667E-001, 5.7724791E-001, 5.8200457E-001, 6.0884222E-001, 6.3954197E-001, 1.8622460E+002, 1.8351293E+002, 1.7832906E+002, 1.7856980E+002, 1.8331996E+002, 1.2841087E+002, 1.3519385E+002, 1.5007004E+002, 1.8117103E+002, 2.0858195E+002
 4.3001543E+002, 7.5211934E+001, 4.3336615E+001, 4.3617243E+001, 4.4864920E+001, 4.9962884E+001, 9.5958730E+001, 8.5824406E+001, 8.6171546E+001, 8.4606180E+001, 8.1752064E+001, 6.9330283E+001, 1.3640386E+002, 9.1363695E+001, 9.1390253E+001, 9.1584844E+001, 9.1061550E+001, 8.6484219E+001, 5.3259919E-002, 4.2522930E-002, 3.7608143E-001, 3.4711929E-001, 3.3803463E-001, 3.2821381E-001, 5.3293034E-001, 5.6485345E-001, 5.9262652E-001, 6.1125974E-001, 1.8066536E+002, 1.7703480E+002, 1.7284523E+002, 1.7304627E+002, 1.7748809E+002, 1.2564304E+002, 1.3366661E+002, 1.4589116E+002, 1.7443950E+002, 2.0202035E+002
 4.4000329E+002, 7.6639452E+001, 4.3275375E+001, 4.3572003E+001, 4.4608906E+001, 4.8572386E+001, 9.3610966E+001, 8.4712024E+001, 8.3709847E+001, 8.1788113E+001, 7.9465763E+001, 6.9288838E+001, 1.3311150E+002, 8.8190070E+001, 8.8390243E+001, 8.9053867E+001, 8.8993808E+001, 8.5469979E+001, 5.1612574E-002, 4.8532692E-002, 4.5003093E-001, 4.4069917E-001, 4.4075619E-001, 4.4681614E-001, 4.9552743E-001, 5.0986165E-001, 5.3348629E-001, 5.9966571E-001, 1.7514940E+002, 1.7074209E+002, 1.6713982E+002, 1.6775724E+002, 1.7203338E+002, 1.2286603E+002, 1.2985742E+002, 1.4139958E+002, 1.6923693E+002, 1.9282509E+002
 4.5001163E+002, 7.6531267E+001, 4.3359376E+001, 4.3404331E+001, 4.4645132E+001, 4.8319354E+001, 9.2506381E+001, 8.7571763E+001, 8.6006580E+001, 8.3638785E+001, 8.0544977E+001, 7.0159609E+001, 1.2851066E+002, 8.5669695E+001, 8.6769880E+001, 8.8647811E+001, 9.0510579E+001, 8.5143996E+001, 5.3256809E-002, 4.3677519E-002, 4.6567812E-001, 4.7659306E-001, 4.7838660E-001, 4.4762494E-001, 4.3899252E-001, 4.5554478E-001, 5.1877267E-001, 6.3020944E-001, 1.7079101E+002, 1.6724083E+002, 1.6249016E+002, 1.6276537E+002, 1.6681193E+002, 1.2011584E+002, 1.2649615E+002, 1.3783728E+002, 1.6373741E+002, 1.8755294E+002
 4.6000968E+002, 7.7420906E+001, 4.3410174E+001, 4.3455572E+001, 4.4450316E+001, 4.8061695E+001, 9.1954291E+001, 8.5743950E+001, 8.4132109E+001, 8.2003100E+001, 7.8656829E+001, 6.7754601E+001, 1.2408604E+002, 8.4134165E+001, 8.5329053E+001, 8.7008594E+001, 8.8572990E+001, 8.3374832E+001, 4.8926410E-002, 4.2812611E-002, 3.4077133E-001, 3.3194483E-001, 3.3387119E-001, 3.4238361E-001, 4.4064723E-001, 4.8053646E-001, 5.1317109E-001, 5.3265937E-001, 1.6582397E+002, 1.6367265E+002, 1.5970541E+002, 1.5960612E+002, 1.6334908E+002, 1.1780665E+002, 1.2347883E+002, 1.3475701E+002, 1.5584066E+002, 1.7803350E+002
 4.7000273E+002, 7.8809109E+001, 4.3133916E+001, 4.3291787E+001, 4.4082186E+001, 4.7751993E+001, 9.1367550E+001, 8.4301137E+001, 8.2207707E+001, 7.9688799E+001, 7.6361699E+001, 6.7271139E+001, 1.1863115E+002, 8.0805823E+001, 8.2221820E+001, 8.3886756E+001, 8.5649795E+001, 8.1234254E+001, 4.4934337E-002, 3.8034482E-002, 4.0129919E-001, 3.9988115E-001, 3.8560760E-001, 3.6825861E-001, 3.5590869E-001, 3.4538478E-001, 3.6674924E-001, 4.5107120E-001, 1.6243234E+002, 1.5981592E+002, 1.5611795E+002, 1.5616426E+002, 1.5985414E+002, 1.1423135E+002, 1.2101462E+002, 1.3176651E+002, 1.5171324E+002, 1.7478034E+002
 4.8001274E+002, 7.6336436E+001, 4.2885935E+001, 4.3063510E+001, 4.3792256E+001, 4.7364550E+001, 8.8396387E+001, 8.4698586E+001, 8.2256577E+001, 7.9645470E+001, 7.5948988E+001, 6.6398575E+001, 1.1529684E+002, 7.5978090E+001, 7.7205479E+001, 7.9351976E+001, 8.2370018E+001, 7.9635139E+001, 4.5122861E-002, 3.7942958E-002, 4.1449351E-001, 4.1720402E-001, 4.0548779E-001, 3.9140836E-001, 3.5854276E-001, 3.8049194E-001, 4.3925356E-001, 4.9803024E-001, 1.5905900E+002, 1.5709588E+002, 1.5325819E+002, 1.5232499E+002, 1.5586862E+002, 1.1188331E+002, 1.1810910E+002, 1.2958522E+002, 1.5065287E+002, 1.7145318E+002
 4.9001792E+002, 7.5384332E+001, 4.2706295E+001, 4.2883813E+001, 4.3475762E+001, 4.7300053E+001, 8.6489864E+001, 8.4316975E+001, 8.1772886E+001, 7.9325425E+001, 7.6164837E+001, 6.6829596E+001, 1.1112694E+002, 7.4813253E+001, 7.7136411E+001, 7.9792584E+001, 8.2116071E+001, 7.9163918E+001, 4.1312145E-002, 3.3689172E-002, 3.1323207E-001, 3.3097093E-001, 3.4674944E-001, 3.3982757E-001, 3.3235153E-001, 3.5438924E-001, 3.7840854E-001, 4.0894402E-001, 1.5529858E+002, 1.5221161E+002, 1.4790628E+002, 1.4730496E+002, 1.5154417E+002, 1.1025544E+002, 1.1647022E+002, 1.2706403E+002, 1.4678269E+002, 1.6681720E+002
 5.0000189E+002, 7.4536960E+001, 4.2518197E+001, 4.2666603E+001, 4.3124994E+001, 4.7032640E+001, 8.4394927E+001, 8.1184339E+001, 7.9372789E+001, 7.7729315E+001, 7.4838261E+001, 6.5749251E+001, 1.0877926E+002, 7.3629174E+001, 7.5828754E+001, 7.8131905E+001, 7.9931634E+001, 7.7301591E+001, 3.9322121E-002, 3.2261082E-002, 3.4075273E-001, 3.4681281E-001, 3.5375547E-001, 3.4809022E-001, 3.6498160E-001, 3.9505726E-001, 4.2820020E-001, 4.7219605E-001, 1.5095812E+002, 1.4914975E+002, 1.4577940E+002, 1.4595743E+002, 1.4938884E+002, 1.0791289E+002, 1.1474021E+002, 1.2412977E+002, 1.4280489E+002, 1.6367884E+002
 5.1000119E+002, 7.5565901E+001, 4.2438128E+001, 4.2671875E+001, 4.3110577E+001, 4.6877853E+001, 8.4110910E+001, 8.0812511E+001, 7.8807629E+001, 7.6906955E+001, 7.3655177E+001, 6.5113019E+001, 1.0641589E+002, 7.3301833E+001, 7.5779623E+001, 7.7937592E+001, 7.9279213E+001, 7.6775186E+001, 3.9818224E-002, 3.6060705E-002, 3.6766590E-001, 3.7030321E-001, 3.7154713E-001, 3.5040328E-001, 3.5954045E-001, 3.9259200E-001, 4.2776915E-001, 4.7610853E-001, 1.4869110E+002, 1.4715438E+002, 1.4369965E+002, 1.4349762E+002, 1.4627774E+002, 1.0535862E+002, 1.1167343E+002, 1.2156225E+002, 1.3975614E+002, 1.6177266E+002
 5.2000849E+002, 7.3352945E+001, 4.2308881E+001, 4.2542492E+001, 4.2929555E+001, 4.6437355E+001, 8.2703874E+001, 8.0527900E+001, 7.9053800E+001, 7.7028934E+001, 7.3427867E+001, 6.3727899E+001, 1.0512605E+002, 7.3262289E+001, 7.5411439E+001, 7.7400616E+001, 7.9447479E+001, 7.6792550E+001, 3.7249285E-002, 3.1723120E-002, 2.9567367E-001, 3.0918315E-001, 3.1238240E-001, 2.9073266E-001, 3.3669777E-001, 3.6600016E-001, 3.9237379E-001, 4.5167338E-001, 1.4495204E+002, 1.4335620E+002, 1.4086053E+002, 1.4113715E+002, 1.4376077E+002, 1.0431933E+002, 1.1012014E+002, 1.1994103E+002, 1.3862741E+002, 1.5848983E+002
 5.3001074E+002, 6.9247816E+001, 4.2187802E+001, 4.2368518E+001, 4.2840457E+001, 4.6501177E+001, 8.0793132E+001, 7.9541335E+001, 7.8834782E+001, 7.6563480E+001, 7.2499940E+001, 6.1664924E+001, 1.0205212E+002, 7.2762636E+001, 7.4783389E+001, 7.6490786E+001, 7.8196927E+001, 7.5179392E+001, 3.8583997E-002, 3.9319537E-002, 2.7394352E-001, 3.0236758E-001, 3.3154386E-001, 3.1614028E-001, 3.0932544E-001, 3.2868702E-001, 3.4343093E-001, 3.7915301E-001, 1.4381903E+002, 1.4099349E+002, 1.3678211E+002, 1.3687302E+002, 1.4021301E+002, 1.0280840E+002, 1.0860780E+002, 1.1842076E+002, 1.3547129E+002, 1.5318939E+002
 5.4001405E+002, 6.9125089E+001, 4.2183961E+001, 4.2421350E+001, 4.3323813E+001, 4.6854987E+001, 7.9083826E+001, 7.8215917E+001, 7.7480091E+001, 7.5233884E+001, 7.1411772E+001, 6.1220082E+001, 9.8347308E+001, 7.0396169E+001, 7.2132853E+001, 7.3461856E+001, 7.5481500E+001, 7.4017292E+001, 3.5258196E-002, 3.6881879E-002, 2.9256197E-001, 3.0068158E-001, 3.0785171E-001, 3.0324531E-001, 2.8367035E-001, 2.9497615E-001, 3.0725925E-001, 3.6750592E-001, 1.4013400E+002, 1.3829019E+002, 1.3538709E+002, 1.3547584E+002, 1.3843736E+002, 1.0132521E+002, 1.0645334E+002, 1.1504682E+002, 1.3102865E+002, 1.4868428E+002
 5.5002129E+002, 6.7213362E+001, 4.2046301E+001, 4.2304411E+001, 4.3174873E+001, 4.7272147E+001, 7.6651214E+001, 7.6135664E+001, 7.5654474E+001, 7.3702472E+001, 7.0675139E+001, 6.1935221E+001, 9.6730508E+001, 6.9928010E+001, 7.1160170E+001, 7.2299453E+001, 7.4554274E+001, 7.3699413E+001, 3.4107759E-002, 2.7865962E-002, 2.5463564E-001, 2.6852225E-001, 2.7397781E-001, 2.7627277E-001, 3.4834321E-001, 3.4868552E-001, 3.6627431E-001, 4.0586155E-001, 1.3708058E+002, 1.3552142E+002, 1.3330118E+002, 1.3317610E+002, 1.3582672E+002, 1.0033840E+002, 1.0488488E+002, 1.1298691E+002, 1.2956757E+002, 1.4851829E+002
 5.6001895E+002, 6.6157151E+001, 4.1984114E+001, 4.2285734E+001, 4.2976552E+001, 4.7113982E+001, 7.7335541E+001, 7.4741695E+001, 7.4330624E+001, 7.2719720E+001, 6.9764752E+001, 6.1371476E+001, 9.5886836E+001, 6.9563355E+001, 7.0301938E+001, 7.1250014E+001, 7.3461276E+001, 7.3551175E+001, 3.5473933E-002, 3.0410743E-002, 2.6104369E-001, 2.8116222E-001, 2.9610271E-001, 2.8458365E-001, 2.9361524E-001, 3.1470645E-001, 3.1934629E-001, 3.4619670E-001, 1.3552634E+002, 1.3355930E+002, 1.3079194E+002, 1.3021390E+002, 1.3274897E+002, 9.9733299E+001, 1.0418204E+002, 1.1030578E+002, 1.2717104E+002, 1.4600636E+002
 5.7001015E+002, 6.4769729E+001, 4.2033659E+001, 4.2256155E+001, 4.2723519E+001, 4.6856542E+001, 7.5667583E+001, 7.3606136E+001, 7.3201067E+001, 7.1767488E+001, 6.9139468E+001, 6.0950256E+001, 9.5269488E+001, 6.9345884E+001, 7.0163982E+001, 7.1144227E+001, 7.3195927E+001, 7.2813315E+001, 3.2112616E-002, 2.7147808E-002, 2.0810087E-001, 2.2250033E-001, 2.4783469E-001, 2.6873790E-001, 2.6085716E-001, 2.5061563E-001, 2.6639812E-001, 3.1456079E-001, 1.3404292E+002, 1.3168700E+002, 1.2865778E+002, 1.2857615E+002, 1.3107212E+002, 9.7995642E+001, 1.0351356E+002, 1.0948009E+002, 1.2507844E+002, 1.4339857E+002
 5.8001387E+002, 6.5732139E+001, 4.1936458E+001, 4.2152398E+001, 4.2425482E+001, 4.6261420E+001, 7.4607805E+001, 7.3301988E+001, 7.2772714E+001, 7.1215054E+001, 6.8467585E+001, 6.0219033E+001, 9.4647727E+001, 6.7597504E+001, 6.8536986E+001, 6.9609758E+001, 7.1560335E+001, 7.1682984E+001, 3.1646576E-002, 2.5082321E-002, 3.0075769E-001, 3.1631269E-001, 3.1735973E-001, 2.9457902E-001, 2.8427129E-001, 3.2539658E-001, 3.5444481E-001, 3.8556936E-001, 1.3317866E+002, 1.3117631E+002, 1.2792329E+002, 1.2762925E+002, 1.2972434E+002, 9.6743161E+001, 1.0207953E+002, 1.0924714E+002, 1.2555796E+002, 1.4153583E+002
 5.9000681E+002, 6.5751203E+001, 4.1855135E+001, 4.2046881E+001, 4.2214216E+001, 4.5793271E+001, 7.3991267E+001, 7.3302537E+001, 7.2803666E+001, 7.1449338E+001, 6.8613400E+001, 6.0244208E+001, 9.3785597E+001, 6.7818808E+001, 6.9206806E+001, 7.0559427E+001, 7.2847645E+001, 7.0892210E+001, 3.0315149E-002, 2.5020176E-002, 2.4066780E-001, 2.5812954E-001, 2.6827326E-001, 2.5554042E-001, 2.8260669E-001, 2.8696576E-001, 3.0982369E-001, 3.7349252E-001, 1.2978254E+002, 1.2837018E+002, 1.2559391E+002, 1.2543225E+002, 1.2773221E+002, 9.4912720E+001, 1.0055839E+002, 1.0829941E+002, 1.2259031E+002, 1.3697443E+002
 6.0002135E+002, 6.6813304E+001, 4.1731594E+001, 4.1897808E+001, 4.2047389E+001, 4.5255321E+001, 7.3716823E+001, 7.2478432E+001, 7.2217604E+001, 7.0952411E+001, 6.7650018E+001, 5.8892734E+001, 9.2044446E+001, 6.7269030E+001, 6.8373777E+001, 6.9977323E+001, 7.2635163E+001, 7.0470583E+001, 2.9062082E-002, 2.4531304E-002, 2.2168918E-001, 2.3816727E-001, 2.5134944E-001, 2.3911881E-001, 2.8024324E-001, 2.9261060E-001, 3.0628240E-001, 3.2424150E-001, 1.2842399E+002, 1.2697013E+002, 1.2452780E+002, 1.2414712E+002, 1.2625351E+002, 9.3561498E+001, 9.8725844E+001, 1.0678224E+002, 1.1981197E+002, 1.3428806E+002
 6.1001065E+002, 6.5388360E+001, 4.1632334E+001, 4.1768601E+001, 4.1909735E+001, 4.5394611E+001, 7.1601885E+001, 7.1140645E+001, 7.0851946E+001, 7.0132365E+001, 6.7679632E+001, 5.9054135E+001, 9.0337282E+001, 6.6752160E+001, 6.7387068E+001, 6.8594055E+001, 7.0483400E+001, 6.9733442E+001, 2.8710627E-002, 2.4023039E-002, 2.0292078E-001, 2.0900803E-001, 2.2601214E-001, 2.5313831E-001, 2.5177041E-001, 2.5721405E-001, 2.7568297E-001, 3.1115372E-001, 1.2802955E+002, 1.2604841E+002, 1.2255119E+002, 1.2223366E+002, 1.2460653E+002, 9.1454178E+001, 9.6870013E+001, 1.0375543E+002, 1.1782155E+002, 1.3220765E+002
 6.2001505E+002, 6.5850413E+001, 4.1607394E+001, 4.1747075E+001, 4.1838369E+001, 4.5206822E+001, 7.1432031E+001, 7.0706167E+001, 6.9874015E+001, 6.9175237E+001, 6.7313698E+001, 5.9139865E+001, 8.9351785E+001, 6.5099051E+001, 6.5746541E+001, 6.7287995E+001, 6.9448089E+001, 6.8909163E+001, 2.8772009E-002, 2.5054170E-002, 2.4908797E-001, 2.5131001E-001, 2.5820867E-001, 2.6459134E-001, 2.3823887E-001, 2.3037470E-001, 2.5349389E-001, 2.8600586E-001, 1.2589275E+002, 1.2399811E+002, 1.2094807E+002, 1.2066632E+002, 1.2297218E+002, 9.0815689E+001, 9.6060393E+001, 1.0242922E+002, 1.1574695E+002, 1.3067785E+002
 6.3002264E+002, 6.4113885E+001, 4.1594126E+001, 4.1752478E+001, 4.2135837E+001, 4.4772160E+001, 7.0581629E+001, 7.0868164E+001, 6.9937775E+001, 6.8923567E+001, 6.7076871E+001, 5.8944538E+001, 8.9816577E+001, 6.3733034E+001, 6.4035742E+001, 6.5294261E+001, 6.7404939E+001, 6.8257339E+001, 2.8088380E-002, 3.0682824E-002, 2.1079672E-001, 2.3135705E-001, 2.4343841E-001, 2.5117183E-001, 2.2515487E-001, 2.2031556E-001, 2.2830476E-001, 2.5477357E-001, 1.2290813E+002, 1.2150335E+002, 1.1926344E+002, 1.1929837E+002, 1.2144537E+002, 9.0549456E+001, 9.5772708E+001, 1.0182928E+002, 1.1510093E+002, 1.2935096E+002
 6.4001470E+002, 6.2227730E+001, 4.1525785E+001, 4.1713077E+001, 4.2301915E+001, 4.4815540E+001, 6.8323176E+001, 7.0134884E+001, 6.9225039E+001, 6.8204649E+001, 6.6360122E+001, 5.8653780E+001, 8.9171062E+001, 6.3385397E+001, 6.3646333E+001, 6.4748426E+001, 6.6653311E+001, 6.7208690E+001, 2.7851889E-002, 2.3530032E-002, 2.2698932E-001, 2.4056894E-001, 2.4268116E-001, 2.3485926E-001, 2.3961624E-001, 2.4138630E-001, 2.5161581E-001, 2.7006974E-001, 1.2283763E+002, 1.2091300E+002, 1.1801006E+002, 1.1767152E+002, 1.1981847E+002, 8.9463844E+001, 9.4724145E+001, 1.0099245E+002, 1.1421631E+002, 1.2696314E+002
 6.5000197E+002, 6.2059664E+001, 4.1520237E+001, 4.1722707E+001, 4.2204001E+001, 4.4909181E+001, 6.7421291E+001, 7.0536905E+001, 6.9474101E+001, 6.8483875E+001, 6.6486409E+001, 5.7948840E+001, 8.8885311E+001, 6.3335168E+001, 6.3567343E+001, 6.5155040E+001, 6.7409211E+001, 6.7006675E+001, 2.6801222E-002, 2.3405455E-002, 2.5478032E-001, 2.7444848E-001, 2.8219043E-001, 2.7269284E-001, 2.3033122E-001, 2.3240262E-001, 2.7025729E-001, 3.3203068E-001, 1.2003682E+002, 1.1876755E+002, 1.1622725E+002, 1.1602246E+002, 1.1817884E+002, 8.8100383E+001, 9.3911107E+001, 1.0015117E+002, 1.1291649E+002, 1.2505809E+002
 6.6001131E+002, 6.2615150E+001, 4.1597496E+001, 4.1885150E+001, 4.2350822E+001, 4.4763276E+001, 6.9132027E+001, 7.0442209E+001, 6.9595604E+001, 6.8783086E+001, 6.6564406E+001, 5.8398416E+001, 8.7049329E+001, 6.1305066E+001, 6.1425198E+001, 6.3403212E+001, 6.6832030E+001, 6.6728666E+001, 2.9661459E-002, 2.9603757E-002, 2.2197796E-001, 2.2986693E-001, 2.3904242E-001, 2.2717282E-001, 1.9768498E-001, 1.8757155E-001, 2.0040085E-001, 2.4541770E-001, 1.1795052E+002, 1.1625283E+002, 1.1420618E+002, 1.1403289E+002, 1.1602168E+002, 8.7453471E+001, 9.3064146E+001, 9.9205588E+001, 1.1191041E+002, 1.2481146E+002
 6.7000126E+002, 6.2659119E+001, 4.1643727E+001, 4.1950798E+001, 4.2489757E+001, 4.4491654E+001, 6.9436475E+001, 6.9979710E+001, 6.9063019E+001, 6.8042139E+001, 6.5424317E+001, 5.7174964E+001, 8.5108610E+001, 6.0255223E+001, 6.0281005E+001, 6.2276615E+001, 6.5961654E+001, 6.5663855E+001, 2.5516455E-002, 2.3092552E-002, 2.0845965E-001, 2.2607209E-001, 2.3535162E-001, 2.2138698E-001, 2.0706316E-001, 2.0620129E-001, 2.2705024E-001, 2.8474082E-001, 1.1767632E+002, 1.1561037E+002, 1.1333460E+002, 1.1225281E+002, 1.1385062E+002, 8.7172609E+001, 9.2147972E+001, 9.7964453E+001, 1.0912609E+002, 1.2183612E+002
 6.8002305E+002, 6.2693316E+001, 4.1559141E+001, 4.1896441E+001, 4.2472677E+001, 4.4956839E+001, 6.9100894E+001, 6.8746583E+001, 6.8005051E+001, 6.6950778E+001, 6.4167019E+001, 5.6230070E+001, 8.4404594E+001, 6.0220360E+001, 6.0385207E+001, 6.2313591E+001, 6.5656115E+001, 6.5903696E+001, 2.5233929E-002, 2.5063270E-002, 1.9264805E-001, 1.9342726E-001, 1.9653570E-001, 1.9305022E-001, 2.1512730E-001, 2.1859569E-001, 2.2984616E-001, 2.4959646E-001, 1.1622469E+002, 1.1464432E+002, 1.1279475E+002, 1.1194387E+002, 1.1312848E+002, 8.6807470E+001, 9.1328233E+001, 9.6592105E+001, 1.0673432E+002, 1.1853771E+002
 6.9002153E+002, 6.4451240E+001, 4.1480368E+001, 4.1891364E+001, 4.2325565E+001, 4.4674323E+001, 7.0046200E+001, 6.8341439E+001, 6.7285338E+001, 6.6023072E+001, 6.3125238E+001, 5.5362616E+001, 8.3391818E+001, 5.9972420E+001, 6.0233421E+001, 6.1866807E+001, 6.4695270E+001, 6.5279552E+001, 2.4831830E-002, 2.0978611E-002, 2.2799849E-001, 2.2801077E-001, 2.2420764E-001, 2.0508783E-001, 1.9188302E-001, 1.9436761E-001, 2.0973835E-001, 2.3992279E-001, 1.1517259E+002, 1.1377197E+002, 1.1094136E+002, 1.1015325E+002, 1.1168514E+002, 8.5194641E+001, 8.9625649E+001, 9.5340812E+001, 1.0579259E+002, 1.1712311E+002
 7.0000939E+002, 6.4725037E+001, 4.1451620E+001, 4.1945889E+001, 4.2301093E+001, 4.4404477E+001, 7.0192825E+001, 6.8287554E+001, 6.7405397E+001, 6.6079313E+001, 6.3438215E+001, 5.6073727E+001, 8.3022623E+001, 5.9698064E+001, 6.0167061E+001, 6.1761330E+001, 6.4422582E+001, 6.4998963E+001, 2.5061613E-002, 2.3859423E-002, 2.0948674E-001, 2.2564650E-001, 2.3604217E-001, 2.3137462E-001, 2.1243243E-001, 2.2432052E-001, 2.3896397E-001, 2.6779784E-001, 1.1410281E+002, 1.1216971E+002, 1.0941805E+002, 1.0927389E+002, 1.1089543E+002, 8.3518906E+001, 8.8530114E+001, 9.4469448E+001, 1.0495456E+002, 1.1574532E+002
