s,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2
 1.310E+03, 3.890E+02, 2.401E+00, 4.461E+02, 7.752E+00, 4.933E+02, 1.244E+01, 5.688E+02, 7.963E+00, 6.563E+02, 3.594E+00, 7.651E+02, 0.000E+00
 1.320E+03, 3.890E+02, 2.445E+00, 4.461E+02, 7.886E+00, 4.933E+02, 1.232E+01, 5.688E+02, 7.867E+00, 6.563E+02, 3.540E+00, 7.651E+02, 0.000E+00
 1.330E+03, 3.890E+02, 2.490E+00, 4.461E+02, 8.027E+00, 4.933E+02, 1.220E+01, 5.688E+02, 7.770E+00, 6.563E+02, 3.486E+00, 7.651E+02, 0.000E+00
 1.340E+03, 3.890E+02, 2.535E+00, 4.461E+02, 8.263E+00, 4.933E+02, 1.207E+01, 5.688E+02, 7.672E+00, 6.563E+02, 3.431E+00, 7.651E+02, 0.000E+00
 1.350E+03, 3.890E+02, 2.580E+00, 4.461E+02, 8.524E+00, 4.933E+02, 1.194E+01, 5.688E+02, 7.574E+00, 6.563E+02, 3.377E+00, 7.651E+02, 0.000E+00
 1.360E+03, 3.890E+02, 2.624E+00, 4.461E+02, 8.782E+00, 4.933E+02, 1.180E+01, 5.688E+02, 7.475E+00, 6.563E+02, 3.322E+00, 7.651E+02, 0.000E+00
 1.370E+03, 3.890E+02, 2.669E+00, 4.461E+02, 9.035E+00, 4.933E+02, 1.165E+01, 5.688E+02, 7.376E+00, 6.563E+02, 3.268E+00, 7.651E+02, 0.000E+00
 1.380E+03, 3.890E+02, 2.714E+00, 4.461E+02, 9.284E+00, 4.933E+02, 1.149E+01, 5.688E+02, 7.276E+00, 6.563E+02, 3.213E+00, 7.651E+02, 0.000E+00
 1.390E+03, 3.891E+02, 2.759E+00, 4.461E+02, 9.516E+00, 4.933E+02, 1.132E+01, 5.688E+02, 7.176E+00, 6.563E+02, 3.159E+00, 7.651E+02, 0.000E+00
 1.400E+03, 3.891E+02, 2.803E+00, 4.461E+02, 9.622E+00, 4.933E+02, 1.117E+01, 5.688E+02, 7.076E+00, 6.563E+02, 3.105E+00, 7.651E+02, 0.000E+00
 1.410E+03, 3.891E+02, 2.848E+00, 4.461E+02, 9.693E+00, 4.933E+02, 1.102E+01, 5.688E+02, 6.975E+00, 6.563E+02, 3.055E+00, 7.651E+02, 0.000E+00
 1.420E+03, 3.891E+02, 2.893E+00, 4.461E+02, 9.763E+00, 4.933E+02, 1.086E+01, 5.688E+02, 6.873E+00, 6.563E+02, 3.004E+00, 7.651E+02, 0.000E+00
 1.430E+03, 3.891E+02, 2.938E+00, 4.461E+02, 9.810E+00, 4.933E+02, 1.070E+01, 5.688E+02, 6.771E+00, 6.563E+02, 2.953E+00, 7.651E+02, 0.000E+00
 1.440E+03, 3.891E+02, 2.983E+00, 4.461E+02, 9.630E+00, 4.933E+02, 1.053E+01, 5.688E+02, 6.669E+00, 6.563E+02, 2.903E+00, 7.651E+02, 0.000E+00
 1.450E+03, 3.891E+02, 3.027E+00, 4.461E+02, 9.380E+00, 4.933E+02, 1.036E+01, 5.688E+02, 6.566E+00, 6.563E+02, 2.852E+00, 7.651E+02, 0.000E+00
 1.460E+03, 3.891E+02, 3.072E+00, 4.461E+02, 9.124E+00, 4.933E+02, 1.017E+01, 5.688E+02, 6.470E+00, 6.563E+02, 2.801E+00, 7.651E+02, 0.000E+00
 1.470E+03, 3.891E+02, 3.117E+00, 4.461E+02, 8.865E+00, 4.933E+02, 9.985E+00, 5.688E+02, 6.376E+00, 6.563E+02, 2.750E+00, 7.651E+02, 0.000E+00
 1.480E+03, 3.891E+02, 3.162E+00, 4.461E+02, 8.618E+00, 4.933E+02, 9.787E+00, 5.688E+02, 6.283E+00, 6.563E+02, 2.699E+00, 7.651E+02, 0.000E+00
 1.490E+03, 3.891E+02, 3.206E+00, 4.461E+02, 8.518E+00, 4.933E+02, 9.582E+00, 5.688E+02, 6.188E+00, 6.563E+02, 2.648E+00, 7.651E+02, 0.000E+00
 1.500E+03, 3.891E+02, 3.251E+00, 4.461E+02, 8.457E+00, 4.933E+02, 9.369E+00, 5.688E+02, 6.094E+00, 6.563E+02, 2.597E+00, 7.651E+02, 0.000E+00
 1.510E+03, 3.891E+02, 3.296E+00, 4.461E+02, 8.395E+00, 4.933E+02, 9.148E+00, 5.688E+02, 5.999E+00, 6.563E+02, 2.546E+00, 7.651E+02, 0.000E+00
 1.520E+03, 3.891E+02, 3.341E+00, 4.461E+02, 8.334E+00, 4.933E+02, 8.918E+00, 5.688E+02, 5.904E+00, 6.563E+02, 2.494E+00, 7.651E+02, 0.000E+00
 1.530E+03, 3.891E+02, 3.385E+00, 4.461E+02, 8.272E+00, 4.933E+02, 8.680E+00, 5.688E+02, 5.808E+00, 6.563E+02, 2.443E+00, 7.651E+02, 0.000E+00
 1.540E+03, 3.891E+02, 3.430E+00, 4.461E+02, 6.386E+00, 4.933E+02, 8.433E+00, 5.688E+02, 5.712E+00, 6.563E+02, 2.391E+00, 7.651E+02, 0.000E+00
 1.550E+03, 3.891E+02, 3.475E+00, 4.461E+02, 0.000E+00, 4.933E+02, 8.177E+00, 5.688E+02, 5.615E+00, 6.563E+02, 2.340E+00, 7.651E+02, 0.000E+00
 1.560E+03, 3.891E+02, 1.962E+00, 4.461E+02, 0.000E+00, 4.933E+02, 7.911E+00, 5.688E+02, 5.518E+00, 6.563E+02, 2.288E+00, 7.651E+02, 0.000E+00
 1.570E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 7.637E+00, 5.688E+02, 5.421E+00, 6.563E+02, 2.237E+00, 7.651E+02, 0.000E+00
 1.580E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 7.386E+00, 5.688E+02, 5.323E+00, 6.563E+02, 2.192E+00, 7.651E+02, 0.000E+00
 1.590E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 7.246E+00, 5.688E+02, 5.225E+00, 6.563E+02, 2.155E+00, 7.651E+02, 0.000E+00
 1.600E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 7.114E+00, 5.688E+02, 5.127E+00, 6.563E+02, 2.118E+00, 7.651E+02, 0.000E+00
 1.610E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 6.980E+00, 5.688E+02, 5.028E+00, 6.563E+02, 2.081E+00, 7.651E+02, 0.000E+00
 1.620E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 6.845E+00, 5.688E+02, 4.928E+00, 6.563E+02, 2.044E+00, 7.651E+02, 0.000E+00
 1.630E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 6.707E+00, 5.688E+02, 4.844E+00, 6.563E+02, 2.007E+00, 7.651E+02, 0.000E+00
 1.640E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 6.568E+00, 5.688E+02, 4.794E+00, 6.563E+02, 1.969E+00, 7.651E+02, 0.000E+00
 1.650E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 6.426E+00, 5.688E+02, 4.746E+00, 6.563E+02, 1.932E+00, 7.651E+02, 0.000E+00
 1.660E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 6.282E+00, 5.688E+02, 4.697E+00, 6.563E+02, 1.895E+00, 7.651E+02, 0.000E+00
 1.670E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 6.136E+00, 5.688E+02, 4.649E+00, 6.563E+02, 1.858E+00, 7.651E+02, 0.000E+00
 1.680E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 5.988E+00, 5.688E+02, 4.600E+00, 6.563E+02, 1.820E+00, 7.651E+02, 0.000E+00
 1.690E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 5.837E+00, 5.688E+02, 4.551E+00, 6.563E+02, 1.783E+00, 7.651E+02, 0.000E+00
 1.700E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 5.685E+00, 5.688E+02, 4.502E+00, 6.563E+02, 1.746E+00, 7.651E+02, 0.000E+00
 1.710E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 5.530E+00, 5.688E+02, 4.453E+00, 6.563E+02, 1.708E+00, 7.651E+02, 0.000E+00
 1.720E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 5.373E+00, 5.688E+02, 4.404E+00, 6.563E+02, 1.671E+00, 7.651E+02, 0.000E+00
 1.730E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 5.214E+00, 5.688E+02, 4.354E+00, 6.563E+02, 1.633E+00, 7.651E+02, 0.000E+00
 1.740E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 5.053E+00, 5.688E+02, 4.305E+00, 6.563E+02, 1.596E+00, 7.651E+02, 0.000E+00
 1.750E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 4.895E+00, 5.688E+02, 4.256E+00, 6.563E+02, 1.352E+00, 7.651E+02, 0.000E+00
 1.760E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 4.831E+00, 5.688E+02, 4.206E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 1.770E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 4.802E+00, 5.688E+02, 4.157E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 1.780E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 4.773E+00, 5.688E+02, 4.107E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 1.790E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 4.743E+00, 5.688E+02, 4.057E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 1.800E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 4.714E+00, 5.688E+02, 1.991E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 1.810E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 4.685E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 1.820E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 4.656E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 1.830E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 4.626E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 1.840E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 4.597E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 1.850E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 4.567E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 1.860E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 4.538E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 1.870E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 4.508E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 1.880E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 4.478E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 1.890E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 4.448E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 1.900E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 4.418E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 1.910E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 4.388E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 1.920E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 3.044E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 1.930E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 1.940E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 1.950E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 1.960E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 1.970E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 1.980E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 1.990E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.000E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.010E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.020E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.030E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.040E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.050E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.060E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.070E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.080E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.090E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.100E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.110E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.120E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.130E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.140E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.150E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.160E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.170E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.180E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.190E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.200E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.210E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.220E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.230E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.240E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.250E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.260E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.270E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.280E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.290E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.300E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.310E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.320E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.330E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.340E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.350E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.360E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.370E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.380E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.390E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.400E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.410E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
 2.417E+03, 3.891E+02, 0.000E+00, 4.461E+02, 0.000E+00, 4.933E+02, 0.000E+00, 5.688E+02, 0.000E+00, 6.563E+02, 0.000E+00, 7.651E+02, 0.000E+00
