s,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2,C,kW/m2
 1.310E+03, 3.811E+02, 2.318E+00, 4.385E+02, 2.198E-03, 4.860E+02, 3.671E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.320E+03, 3.811E+02, 2.335E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.625E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.330E+03, 3.811E+02, 2.351E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.625E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.340E+03, 3.811E+02, 2.368E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.625E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.350E+03, 3.811E+02, 2.384E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.625E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.360E+03, 3.811E+02, 2.400E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.625E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.370E+03, 3.811E+02, 2.417E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.625E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.380E+03, 3.811E+02, 2.433E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.625E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.390E+03, 3.811E+02, 2.450E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.625E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.400E+03, 3.811E+02, 2.466E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.625E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.410E+03, 3.811E+02, 2.484E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.625E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.420E+03, 3.811E+02, 2.506E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.625E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.430E+03, 3.811E+02, 2.528E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.625E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.440E+03, 3.811E+02, 2.550E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.625E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.450E+03, 3.811E+02, 2.572E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.625E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.460E+03, 3.811E+02, 2.594E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.625E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.470E+03, 3.811E+02, 2.616E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.625E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.480E+03, 3.811E+02, 2.638E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.632E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.490E+03, 3.811E+02, 2.660E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.651E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.500E+03, 3.811E+02, 2.681E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.670E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.510E+03, 3.811E+02, 2.703E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.689E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.520E+03, 3.811E+02, 2.725E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.708E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.530E+03, 3.811E+02, 2.747E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.726E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.540E+03, 3.811E+02, 2.769E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.745E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.550E+03, 3.811E+02, 2.185E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.764E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.560E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.783E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.570E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.802E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.580E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.820E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.590E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.839E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.600E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.858E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.610E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.877E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.620E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.896E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.630E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 3.914E-01, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.640E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 5.503E-02, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.650E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.660E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.670E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.680E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 2.236E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.690E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 1.215E-01, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.700E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.710E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.720E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.730E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.740E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.750E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.760E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 1.375E-01, 7.598E+02, 0.000E+00
 1.770E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 1.370E-01, 7.598E+02, 0.000E+00
 1.780E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 6.926E-03, 7.598E+02, 0.000E+00
 1.790E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 1.800E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 1.810E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 1.820E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 1.830E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 1.840E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 1.850E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 1.860E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 1.870E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 1.880E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 1.890E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 1.900E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 1.910E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 1.920E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 1.930E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 1.940E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 1.950E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 1.960E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 1.970E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 1.980E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 1.990E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.000E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.010E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.020E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.030E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.040E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.050E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.060E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.070E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.080E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.090E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.100E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.110E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.120E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.130E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.140E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.150E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.160E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.170E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.180E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.190E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.200E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.210E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.220E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.230E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.240E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.250E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.260E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.270E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.280E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.290E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.300E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.310E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.320E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.330E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.340E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.350E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.360E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.370E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.380E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.390E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.400E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.410E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.420E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.430E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.440E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.450E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.460E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.470E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.480E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
 2.486E+03, 3.811E+02, 0.000E+00, 4.385E+02, 0.000E+00, 4.860E+02, 0.000E+00, 5.621E+02, 0.000E+00, 6.503E+02, 0.000E+00, 7.598E+02, 0.000E+00
