cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,cm,kW/m2,kW/m2,cm,kW/m2,cm,kW/m2,cm,K,K,K,K,K,K,K,K,K,K
 4.8500000E+001, 5.8883045E+002, 5.7997008E+002, 2.7236728E+000, 2.5692785E+002, 2.8244350E+002, 1.2960315E+000, 1.7531048E-001, 1.8264317E-002, 7.7586557E-004, 2.2872831E-004, 4.1035113E-002, 7.7586557E-004, 7.6360963E-001, 0.0000000E+000,NaN,NaN,NaN, 6.6055046E+001, 4.4021563E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.9500000E+001, 5.7933406E+002, 5.7081004E+002, 2.7102526E+000, 2.5034749E+002, 2.7514051E+002, 1.2874018E+000, 1.7650350E-001, 1.7669763E-002, 6.7239035E-004, 1.8730041E-004, 3.9747111E-002, 6.7239035E-004, 7.6454755E-001, 0.0000000E+000,NaN,NaN,NaN, 6.7431193E+001, 4.3109982E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.0500000E+001, 5.6982728E+002, 5.6170278E+002, 2.6910029E+000, 2.4268080E+002, 2.6670283E+002, 1.2597666E+000, 1.7770137E-001, 1.7069648E-002, 5.7174433E-004, 1.5706787E-004, 3.8450778E-002, 5.7174433E-004, 7.6547765E-001, 0.0000000E+000,NaN,NaN,NaN, 6.8807339E+001, 4.2210778E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.1500000E+001, 5.6018390E+002, 5.5247544E+002, 2.6839961E+000, 2.3404538E+002, 2.5723574E+002, 1.2422778E+000, 1.7890415E-001, 1.6459791E-002, 4.8309797E-004, 1.2916370E-004, 3.7146895E-002, 4.8309797E-004, 7.6639381E-001, 0.0000000E+000,NaN,NaN,NaN, 7.0183486E+001, 4.0449777E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.2500000E+001, 5.5072293E+002, 5.4340573E+002, 2.6750486E+000, 2.2552426E+002, 2.4786567E+002, 1.2276328E+000, 1.8006907E-001, 1.5863139E-002, 4.0707970E-004, 1.0593309E-004, 3.5881834E-002, 4.0707970E-004, 7.6726586E-001, 0.0000000E+000,NaN,NaN,NaN, 7.1559633E+001, 3.9589374E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.3500000E+001, 5.4201856E+002, 5.3504432E+002, 2.6647772E+000, 2.1743608E+002, 2.3899208E+002, 1.2144982E+000, 1.8113719E-001, 1.5313634E-002, 3.4198399E-004, 8.3217561E-005, 3.4721609E-002, 3.4198399E-004, 7.6806038E-001, 0.0000000E+000,NaN,NaN,NaN, 7.2935780E+001, 3.8744130E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.4500000E+001, 5.3370520E+002, 5.2706216E+002, 2.6563068E+000, 2.0967630E+002, 2.3042897E+002, 1.1997877E+000, 1.8215000E-001, 1.4792466E-002, 2.7989913E-004, 6.4457173E-005, 3.3620862E-002, 2.7989913E-004, 7.6881241E-001, 0.0000000E+000,NaN,NaN,NaN, 7.4311927E+001, 3.7103266E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.5500000E+001, 5.2576268E+002, 5.1942079E+002, 2.6475435E+000, 2.0222240E+002, 2.2230755E+002, 1.1828146E+000, 1.8311136E-001, 1.4294538E-002, 2.2620449E-004, 4.9099253E-005, 3.2574759E-002, 2.2620449E-004, 7.6951783E-001, 0.0000000E+000,NaN,NaN,NaN, 7.5688073E+001, 3.7249743E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.6500000E+001, 5.1771764E+002, 5.1170413E+002, 2.6475435E+000, 1.9413244E+002, 2.1351588E+002, 1.1828146E+000, 1.8406774E-001, 1.3792870E-002, 1.8310218E-004, 3.8141251E-005, 3.1531669E-002, 1.8310218E-004, 7.7020337E-001, 0.0000000E+000,NaN,NaN,NaN, 7.7064220E+001, 3.5655958E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.7500000E+001, 5.1007001E+002, 5.0432934E+002, 2.6361586E+000, 1.8640972E+002, 2.0520392E+002, 1.1674364E+000, 1.8496779E-001, 1.3317372E-002, 1.4823741E-004, 2.9281826E-005, 3.0548919E-002, 1.4823741E-004, 7.7084016E-001, 0.0000000E+000,NaN,NaN,NaN, 7.8440367E+001, 3.4884850E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.8500000E+001, 5.0284649E+002, 4.9737922E+002, 2.6078892E+000, 1.7897207E+002, 1.9721889E+002, 1.1373869E+000, 1.8580137E-001, 1.2874664E-002, 1.1962301E-004, 2.3242460E-005, 2.9637740E-002, 1.1962301E-004, 7.7142374E-001, 0.0000000E+000,NaN,NaN,NaN, 7.9816514E+001, 3.4129377E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.9500000E+001, 4.9629966E+002, 4.9112020E+002, 2.6078892E+000, 1.7215480E+002, 1.8989530E+002, 1.1373869E+000, 1.8654702E-001, 1.2477681E-002, 9.5687806E-005, 1.8162229E-005, 2.8822378E-002, 9.5687806E-005, 7.7194338E-001, 0.0000000E+000,NaN,NaN,NaN, 8.1192661E+001, 3.2658517E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.0500000E+001, 4.9039369E+002, 4.8546103E+002, 2.5772732E+000, 1.6631003E+002, 1.8358205E+002, 1.1047102E+000, 1.8720482E-001, 1.2125674E-002, 7.7648719E-005, 1.4179992E-005, 2.8102544E-002, 7.7648719E-005, 7.7239748E-001, 0.0000000E+000,NaN,NaN,NaN, 8.2568807E+001, 3.1940669E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.1500000E+001, 4.8504606E+002, 4.8028043E+002, 2.5644922E+000, 1.6116370E+002, 1.7811991E+002, 1.0896327E+000, 1.8780272E-001, 1.1803832E-002, 6.4542629E-005, 1.0883456E-005, 2.7447747E-002, 6.4542629E-005, 7.7280573E-001, 0.0000000E+000,NaN,NaN,NaN, 8.3944954E+001, 3.1233994E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.2500000E+001, 4.8001529E+002, 4.7538375E+002, 2.5536398E+000, 1.5666575E+002, 1.7331023E+002, 1.0760881E+000, 1.8835928E-001, 1.1503380E-002, 5.3726711E-005, 8.5477958E-006, 2.6837872E-002, 5.3726711E-005, 7.7318347E-001, 0.0000000E+000,NaN,NaN,NaN, 8.5321101E+001, 2.9855145E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.3500000E+001, 4.7491861E+002, 4.7046762E+002, 2.5424085E+000, 1.5186185E+002, 1.6812769E+002, 1.0635271E+000, 1.8892111E-001, 1.1198640E-002, 4.5254558E-005, 6.6631390E-006, 2.6221766E-002, 4.5254558E-005, 7.7356131E-001, 0.0000000E+000,NaN,NaN,NaN, 8.6697248E+001, 2.9183698E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.4500000E+001, 4.6990805E+002, 4.6566452E+002, 2.5305012E+000, 1.4724110E+002, 1.6307851E+002, 1.0509944E+000, 1.8946414E-001, 1.0902902E-002, 3.9110570E-005, 5.2553053E-006, 2.5625916E-002, 3.9110570E-005, 7.7392356E-001, 0.0000000E+000,NaN,NaN,NaN, 8.8073394E+001, 2.7878069E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.5500000E+001, 4.6510918E+002, 4.6112436E+002, 2.5305012E+000, 1.4257122E+002, 1.5791910E+002, 1.0509944E+000, 1.8997741E-001, 1.0622484E-002, 3.4851373E-005, 4.0533706E-006, 2.5062484E-002, 3.4851373E-005, 7.7426387E-001, 0.0000000E+000,NaN,NaN,NaN, 8.9449541E+001, 2.7244175E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.6500000E+001, 4.6063523E+002, 4.5691753E+002, 2.5060066E+000, 1.3840464E+002, 1.5323820E+002, 1.0267725E+000, 1.9044926E-001, 1.0364618E-002, 3.1040228E-005, 3.0791841E-006, 2.4544468E-002, 3.1040228E-005, 7.7457649E-001, 0.0000000E+000,NaN,NaN,NaN, 9.0825688E+001, 2.6623043E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.7500000E+001, 4.5654119E+002, 4.5309627E+002, 2.5060066E+000, 1.3427782E+002, 1.4858563E+002, 1.0267725E+000, 1.9087899E-001, 1.0129476E-002, 2.8064142E-005, 2.3325113E-006, 2.4072596E-002, 2.8064142E-005, 7.7486048E-001, 0.0000000E+000,NaN,NaN,NaN, 9.2201835E+001, 2.5419533E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.8500000E+001, 4.5281636E+002, 4.4959114E+002, 2.4938252E+000, 1.3034510E+002, 1.4415605E+002, 1.0161608E+000, 1.9127371E-001, 9.9140474E-003, 2.4326642E-005, 1.7519963E-006, 2.3639281E-002, 2.4326642E-005, 7.7512256E-001, 0.0000000E+000,NaN,NaN,NaN, 9.3577982E+001, 2.4837403E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.9500000E+001, 4.4957764E+002, 4.4649351E+002, 2.4710230E+000, 1.2710693E+002, 1.4055962E+002, 1.0008247E+000, 1.9161904E-001, 9.7253594E-003, 2.1406177E-005, 1.3511956E-006, 2.3260102E-002, 2.1406177E-005, 7.7535133E-001, 0.0000000E+000,NaN,NaN,NaN, 9.4954128E+001, 2.4268555E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.0500000E+001, 4.4645227E+002, 4.4346561E+002, 2.4624626E+000, 1.2384383E+002, 1.3703346E+002, 9.9377665E-001, 1.9195980E-001, 9.5397684E-003, 1.7455777E-005, 1.0327918E-006, 2.2886079E-002, 1.7455777E-005, 7.7557841E-001, 0.0000000E+000,NaN,NaN,NaN, 9.6330275E+001, 2.3171278E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.1500000E+001, 4.4334515E+002, 4.4045500E+002, 2.4551681E+000, 1.2086599E+002, 1.3383295E+002, 9.8482878E-001, 1.9229712E-001, 9.3556149E-003, 1.4306634E-005, 7.7946472E-007, 2.2515716E-002, 1.4306634E-005, 7.7580216E-001, 0.0000000E+000,NaN,NaN,NaN, 9.7706422E+001, 2.2642972E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.2500000E+001, 4.4015165E+002, 4.3736746E+002, 2.4468658E+000, 1.1743913E+002, 1.3016537E+002, 9.7621139E-001, 1.9264617E-001, 9.1652056E-003, 1.0775792E-005, 5.5356654E-007, 2.2132499E-002, 1.0775792E-005, 7.7603403E-001, 0.0000000E+000,NaN,NaN,NaN, 9.9082569E+001, 2.1626668E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.3500000E+001, 4.3716689E+002, 4.3448820E+002, 2.4382256E+000, 1.1434736E+002, 1.2683806E+002, 9.6752067E-001, 1.9297061E-001, 8.9879159E-003, 8.0150041E-006, 3.9142608E-007, 2.1776209E-002, 8.0150041E-006, 7.7624884E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0045872E+002, 2.1138273E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.4500000E+001, 4.3421798E+002, 4.3165796E+002, 2.4291755E+000, 1.1097694E+002, 1.2322435E+002, 9.5988395E-001, 1.9328246E-001, 8.8172302E-003, 5.8562475E-006, 2.8322823E-007, 2.1433684E-002, 5.8562475E-006, 7.7645463E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0183486E+002, 2.0662660E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.5500000E+001, 4.3164844E+002, 4.2918791E+002, 2.4291755E+000, 1.0816375E+002, 1.2018961E+002, 9.5988395E-001, 1.9355899E-001, 8.6656959E-003, 4.2476998E-006, 2.1156617E-007, 2.1129896E-002, 4.2476998E-006, 7.7663671E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0321101E+002, 1.9748108E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.6500000E+001, 4.2922222E+002, 4.2686774E+002, 2.4214217E+000, 1.0530896E+002, 1.1707867E+002, 9.5144033E-001, 1.9381622E-001, 8.5245754E-003, 3.0350633E-006, 1.5647110E-007, 2.0847268E-002, 3.0350633E-006, 7.7680571E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0458716E+002, 1.9307999E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.7500000E+001, 4.2685284E+002, 4.2461460E+002, 2.4041466E+000, 1.0279876E+002, 1.1427646E+002, 9.3377896E-001, 1.9406454E-001, 8.3881702E-003, 2.1771761E-006, 1.1825040E-007, 2.0574395E-002, 2.1771761E-006, 7.7696843E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0596330E+002, 1.8878188E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.8500000E+001, 4.2436478E+002, 4.2224635E+002, 2.4041466E+000, 1.0015036E+002, 1.1129957E+002, 9.3377896E-001, 1.9432627E-001, 8.2442215E-003, 1.5781887E-006, 8.9311801E-008, 2.0286734E-002, 1.5781887E-006, 7.7713953E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0733945E+002, 1.8044338E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.9500000E+001, 4.2200497E+002, 4.2000169E+002, 2.3955764E+000, 9.7894197E+001, 1.0873065E+002, 9.2534590E-001, 1.9457384E-001, 8.1079800E-003, 1.1537412E-006, 6.9164553E-008, 2.0014617E-002, 1.1537412E-006, 7.7730119E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0871560E+002, 1.7637392E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.0500000E+001, 4.1967136E+002, 4.1778140E+002, 2.3878701E+000, 9.5571281E+001, 1.0610018E+002, 9.1652457E-001, 1.9481815E-001, 7.9734496E-003, 8.8213377E-007, 5.3577030E-008, 1.9746063E-002, 8.8213377E-007, 7.7746052E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1009174E+002, 1.6839345E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.1500000E+001, 4.1750213E+002, 4.1570090E+002, 2.3824558E+000, 9.3506561E+001, 1.0377931E+002, 9.0808054E-001, 1.9504615E-001, 7.8478847E-003, 6.5261520E-007, 4.2137522E-008, 1.9495430E-002, 6.5261520E-007, 7.7760919E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1146789E+002, 1.6450150E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.2500000E+001, 4.1541888E+002, 4.1369766E+002, 2.3762633E+000, 9.1394829E+001, 1.0141187E+002, 9.0113513E-001, 1.9526496E-001, 7.7273289E-003, 5.2091535E-007, 3.3119850E-008, 1.9254883E-002, 5.2091535E-007, 7.7775175E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1284404E+002, 1.6071080E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.3500000E+001, 4.1344384E+002, 4.1178359E+002, 2.3703607E+000, 8.9309277E+001, 9.9093040E+001, 8.9512655E-001, 1.9547502E-001, 7.6116015E-003, 3.8916978E-007, 2.6327348E-008, 1.9023965E-002, 3.8916978E-007, 7.7788861E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1422018E+002, 1.5353516E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.4500000E+001, 4.1152620E+002, 4.0991380E+002, 2.3661652E+000, 8.7038247E+001, 9.6641572E+001, 8.8713579E-001, 1.9568046E-001, 7.4983842E-003, 3.2113014E-007, 2.0897281E-008, 1.8798116E-002, 3.2113014E-007, 7.7802238E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1559633E+002, 1.5041225E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.5500000E+001, 4.0976445E+002, 4.0818182E+002, 2.3587031E+000, 8.4770442E+001, 9.4272652E+001, 8.8105638E-001, 1.9587182E-001, 7.3929393E-003, 2.3544094E-007, 1.6429230E-008, 1.8587749E-002, 2.3544094E-007, 7.7814701E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1697248E+002, 1.4674040E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.6500000E+001, 4.0806531E+002, 4.0651902E+002, 2.3499634E+000, 8.2429662E+001, 9.1852813E+001, 8.7716962E-001, 1.9605457E-001, 7.2922162E-003, 1.8537064E-007, 1.2795266E-008, 1.8386834E-002, 1.8537064E-007, 7.7826599E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1834862E+002, 1.3957071E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.7500000E+001, 4.0638685E+002, 4.0488664E+002, 2.3408078E+000, 8.0202812E+001, 8.9527292E+001, 8.7339666E-001, 1.9623490E-001, 7.1928322E-003, 1.3575041E-007, 1.0028492E-008, 1.8188590E-002, 1.3575041E-007, 7.7838340E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1972477E+002, 1.3616325E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.8500000E+001, 4.0452814E+002, 4.0308567E+002, 2.3313119E+000, 7.8039117E+001, 8.7217185E+001, 8.6828486E-001, 1.9643279E-001, 7.0837560E-003, 1.0548345E-007, 7.5799881E-009, 1.7971037E-002, 1.0548345E-007, 7.7851220E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2110092E+002, 1.2961154E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 8.9500000E+001, 4.0259969E+002, 4.0121439E+002, 2.3203495E+000, 7.6101476E+001, 8.5114408E+001, 8.6502930E-001, 1.9663721E-001, 6.9710780E-003, 7.6570041E-008, 5.9125387E-009, 1.7746302E-002, 7.6570041E-008, 7.7864525E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2247706E+002, 1.2644799E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.0500000E+001, 4.0067783E+002, 3.9934667E+002, 2.3072062E+000, 7.4307629E+001, 8.3148604E+001, 8.6193352E-001, 1.9684046E-001, 6.8590387E-003, 5.9370124E-008, 4.4660730E-009, 1.7522852E-002, 5.9370124E-008, 7.7877753E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2385321E+002, 1.2336221E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.1500000E+001, 3.9890893E+002, 3.9763862E+002, 2.2961937E+000, 7.2628614E+001, 8.1267212E+001, 8.5700584E-001, 1.9702667E-001, 6.7563886E-003, 4.4613053E-008, 3.4733108E-009, 1.7318130E-002, 4.4613053E-008, 7.7889872E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2522936E+002, 1.1743752E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.2500000E+001, 3.9727095E+002, 3.9605725E+002, 2.2747824E+000, 7.0969632E+001, 7.9396229E+001, 8.4676619E-001, 1.9719832E-001, 6.6617633E-003, 3.5792875E-008, 2.6290300E-009, 1.7129416E-002, 3.5792875E-008, 7.7901042E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2660550E+002, 1.1460082E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.3500000E+001, 3.9564361E+002, 3.9448169E+002, 2.2747824E+000, 6.9301797E+001, 7.7513776E+001, 8.4676619E-001, 1.9736917E-001, 6.5675805E-003, 2.7354941E-008, 2.0702891E-009, 1.6941585E-002, 2.7354941E-008, 7.7912161E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2798165E+002, 1.1184744E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.4500000E+001, 3.9396641E+002, 3.9284109E+002, 2.2650791E+000, 6.7757371E+001, 7.5795118E+001, 8.3937597E-001, 1.9754721E-001, 6.4694306E-003, 2.2563302E-008, 1.5772680E-009, 1.6745846E-002, 2.2563302E-008, 7.7923746E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2935780E+002, 1.0658682E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.5500000E+001, 3.9227787E+002, 3.9118077E+002, 2.2562954E+000, 6.6222492E+001, 7.4105185E+001, 8.3293575E-001, 1.9772708E-001, 6.3702754E-003, 1.7763692E-008, 1.2694405E-009, 1.6548103E-002, 1.7763692E-008, 7.7935451E-001, 0.0000000E+000,NaN,NaN,NaN, 1.3073394E+002, 1.0407716E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.6500000E+001, 3.9061223E+002, 3.8954841E+002, 2.2459699E+000, 6.4863647E+001, 7.2587668E+001, 8.2566712E-001, 1.9790323E-001, 6.2731643E-003, 1.4969934E-008, 1.0048057E-009, 1.6354438E-002, 1.4969934E-008, 7.7946913E-001, 0.0000000E+000,NaN,NaN,NaN, 1.3211009E+002, 9.9291061E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.7500000E+001, 3.8897094E+002, 3.8794476E+002, 2.2359668E+000, 6.3486173E+001, 7.1034878E+001, 8.1928003E-001, 1.9807685E-001, 6.1774547E-003, 1.1797820E-008, 8.1089479E-010, 1.6163568E-002, 1.1797820E-008, 7.7958211E-001, 0.0000000E+000,NaN,NaN,NaN, 1.3348624E+002, 9.7010430E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.8500000E+001, 3.8735206E+002, 3.8636586E+002, 2.2235268E+000, 6.2295257E+001, 6.9647097E+001, 8.1512195E-001, 1.9824647E-001, 6.0839407E-003, 9.9772617E-009, 6.4238196E-010, 1.5977077E-002, 9.9772617E-009, 7.7969249E-001, 0.0000000E+000,NaN,NaN,NaN, 1.3486239E+002, 9.4801390E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 9.9500000E+001, 3.8580274E+002, 3.8486378E+002, 2.2134414E+000, 6.1057423E+001, 6.8231445E+001, 8.1059983E-001, 1.9840885E-001, 5.9944284E-003, 7.5291655E-009, 5.0361749E-010, 1.5798566E-002, 7.5291655E-009, 7.7979814E-001, 0.0000000E+000,NaN,NaN,NaN, 1.3623853E+002, 9.0586391E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3761468E+002, 8.8573963E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3899083E+002, 8.6620182E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4036697E+002, 8.2873147E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4174312E+002, 8.1071763E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4311927E+002, 7.7592167E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4449541E+002, 7.5905430E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4587156E+002, 7.4248480E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4724771E+002, 7.1007515E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4862385E+002, 6.9415572E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.5000000E+002, 6.7837631E-002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
