cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,cm,kW/m2,kW/m2,cm,kW/m2,cm,kW/m2,cm,K,K,K,K,K,K,K,K,K,K
 2.1250000E+001, 1.1582746E+003, 1.1465262E+003, 2.9106519E+000, 3.2280131E+002, 4.1454280E+002, 1.0066796E+000, 7.9312580E-002, 5.6586507E-002, 2.0882869E-002, 2.8471813E-002, 1.3726370E-001, 2.0882869E-002, 6.5659966E-001, 0.0000000E+000,NaN,NaN,NaN, 2.8125000E+001, 8.7803999E-001, 4.1057862E+001, 4.2210975E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.1750000E+001, 1.1506825E+003, 1.1376888E+003, 2.9328187E+000, 3.2798814E+002, 4.2026785E+002, 1.0231384E+000, 8.1624326E-002, 5.5950546E-002, 2.0098359E-002, 2.6773406E-002, 1.3522500E-001, 2.0098359E-002, 6.6023000E-001, 0.0000000E+000,NaN,NaN,NaN, 2.8794643E+001, 8.7594940E-001, 4.1651051E+001, 4.0626087E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.2250000E+001, 1.1427462E+003, 1.1285370E+003, 2.9535397E+000, 3.3325411E+002, 4.2590972E+002, 1.0382047E+000, 8.3967005E-002, 5.5289515E-002, 1.9313979E-002, 2.5143851E-002, 1.3313618E-001, 1.9313979E-002, 6.6383550E-001, 0.0000000E+000,NaN,NaN,NaN, 2.9464286E+001, 8.7320199E-001, 4.2244246E+001, 3.9118516E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.2750000E+001, 1.1345703E+003, 1.1191705E+003, 2.9719072E+000, 3.3836713E+002, 4.3128579E+002, 1.0536927E+000, 8.6323974E-002, 5.4610865E-002, 1.8533659E-002, 2.3578874E-002, 1.3101598E-001, 1.8533659E-002, 6.6740299E-001, 0.0000000E+000,NaN,NaN,NaN, 3.0133929E+001, 8.6564532E-001, 4.2837446E+001, 3.8203104E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.3250000E+001, 1.1252917E+003, 1.1086438E+003, 2.9873942E+000, 3.4262734E+002, 4.3566933E+002, 1.0700515E+000, 8.8800101E-002, 5.3856298E-002, 1.7753890E-002, 2.2099838E-002, 1.2874461E-001, 1.7753890E-002, 6.7099137E-001, 0.0000000E+000,NaN,NaN,NaN, 3.0803571E+001, 8.6086634E-001, 4.3430650E+001, 3.6815158E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.3750000E+001, 1.1158766E+003, 1.0978198E+003, 3.0108960E+000, 3.4657127E+002, 4.4000933E+002, 1.1035149E+000, 9.1214968E-002, 5.3099882E-002, 1.7015778E-002, 2.0725874E-002, 1.2651041E-001, 1.7015778E-002, 6.7441731E-001, 0.0000000E+000,NaN,NaN,NaN, 3.1473214E+001, 8.5548730E-001, 4.4023858E+001, 3.5970441E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.4250000E+001, 1.1068681E+003, 1.0874129E+003, 3.0108960E+000, 3.5003371E+002, 4.4398156E+002, 1.1035149E+000, 9.3502649E-002, 5.2375213E-002, 1.6324445E-002, 1.9455769E-002, 1.2438544E-001, 1.6324445E-002, 6.7763204E-001, 0.0000000E+000,NaN,NaN,NaN, 3.2142857E+001, 8.4327715E-001, 4.4617071E+001, 3.4690466E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.4750000E+001, 1.0988380E+003, 1.0781472E+003, 3.0211046E+000, 3.5303188E+002, 4.4744319E+002, 1.1184667E+000, 9.5601484E-002, 5.1726011E-002, 1.5667535E-002, 1.8265610E-002, 1.2244476E-001, 1.5667535E-002, 6.8062707E-001, 0.0000000E+000,NaN,NaN,NaN, 3.2812500E+001, 8.3666452E-001, 4.5210287E+001, 3.3470447E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.5250000E+001, 1.0907503E+003, 1.0689074E+003, 3.0314560E+000, 3.5484346E+002, 4.4949617E+002, 1.1308892E+000, 9.7676851E-002, 5.1078630E-002, 1.5015359E-002, 1.7148666E-002, 1.2051212E-001, 1.5015359E-002, 6.8355302E-001, 0.0000000E+000,NaN,NaN,NaN, 3.3482143E+001, 8.2987431E-001, 4.5803507E+001, 3.2727239E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.5750000E+001, 1.0828409E+003, 1.0599318E+003, 3.0419440E+000, 3.5645152E+002, 4.5119660E+002, 1.1422561E+000, 9.9676295E-002, 5.0447731E-002, 1.4395169E-002, 1.6095255E-002, 1.1864378E-001, 1.4395169E-002, 6.8634660E-001, 0.0000000E+000,NaN,NaN,NaN, 3.4151786E+001, 8.1623274E-001, 4.6396731E+001, 3.1599303E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.6250000E+001, 1.0740632E+003, 1.0501644E+003, 3.0518783E+000, 3.5780350E+002, 4.5234362E+002, 1.1520869E+000, 1.0174750E-001, 4.9772363E-002, 1.3776227E-002, 1.5078280E-002, 1.1668785E-001, 1.3776227E-002, 6.8916155E-001, 0.0000000E+000,NaN,NaN,NaN, 3.4821429E+001, 8.0959040E-001, 4.6989959E+001, 3.0910266E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.6750000E+001, 1.0650792E+003, 1.0403160E+003, 3.0616231E+000, 3.5935098E+002, 4.5350436E+002, 1.1603360E+000, 1.0376138E-001, 4.9099827E-002, 1.3193112E-002, 1.4135533E-002, 1.1477277E-001, 1.3193112E-002, 6.9184427E-001, 0.0000000E+000,NaN,NaN,NaN, 3.5491071E+001, 7.9675759E-001, 4.7583190E+001, 2.9865846E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.7250000E+001, 1.0549499E+003, 1.0294661E+003, 3.0701243E+000, 3.6055454E+002, 4.5399878E+002, 1.1666762E+000, 1.0583992E-001, 4.8367338E-002, 1.2644573E-002, 1.3234400E-002, 1.1277221E-001, 1.2644573E-002, 6.9449699E-001, 0.0000000E+000,NaN,NaN,NaN, 3.6160714E+001, 7.8490725E-001, 4.8176424E+001, 2.8868085E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.7750000E+001, 1.0446996E+003, 1.0186405E+003, 3.0829537E+000, 3.6240568E+002, 4.5496669E+002, 1.1782672E+000, 1.0784261E-001, 4.7641757E-002, 1.2145793E-002, 1.2392517E-002, 1.1083448E-001, 1.2145793E-002, 6.9699705E-001, 0.0000000E+000,NaN,NaN,NaN, 3.6830357E+001, 7.7948410E-001, 4.8769662E+001, 2.8257489E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.8250000E+001, 1.0337938E+003, 1.0072659E+003, 3.0829537E+000, 3.6401584E+002, 4.5546541E+002, 1.1782672E+000, 1.0989301E-001, 4.6878536E-002, 1.1661962E-002, 1.1575816E-002, 1.0883640E-001, 1.1661962E-002, 6.9949231E-001, 0.0000000E+000,NaN,NaN,NaN, 3.7500000E+001, 7.7438414E-001, 4.9362902E+001, 2.7331356E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.8750000E+001, 1.0235652E+003, 9.9655847E+002, 3.0874038E+000, 3.6612314E+002, 4.5651978E+002, 1.1829321E+000, 1.1184263E-001, 4.6158998E-002, 1.1190292E-002, 1.0802631E-002, 1.0693731E-001, 1.1190292E-002, 7.0187785E-001, 0.0000000E+000,NaN,NaN,NaN, 3.8169643E+001, 7.6499562E-001, 4.9956146E+001, 2.6763002E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.9250000E+001, 1.0134942E+003, 9.8592466E+002, 3.0902559E+000, 3.6755393E+002, 4.5708500E+002, 1.1873919E+000, 1.1380681E-001, 4.5436159E-002, 1.0706784E-002, 1.0046361E-002, 1.0501985E-001, 1.0706784E-002, 7.0427726E-001, 0.0000000E+000,NaN,NaN,NaN, 3.8839286E+001, 7.6059339E-001, 5.0549392E+001, 2.5902099E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.9750000E+001, 1.0040026E+003, 9.7583797E+002, 3.0935568E+000, 3.6844835E+002, 4.5725154E+002, 1.1899091E+000, 1.1570867E-001, 4.4746593E-002, 1.0219123E-002, 9.3197698E-003, 1.0316451E-001, 1.0219123E-002, 7.0662221E-001, 0.0000000E+000,NaN,NaN,NaN, 3.9508929E+001, 7.5204202E-001, 5.1142641E+001, 2.5077651E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.0250000E+001, 9.9405832E+002, 9.6518894E+002, 3.0956334E+000, 3.6850622E+002, 4.5667549E+002, 1.1921297E+000, 1.1771112E-001, 4.4014865E-002, 9.7056397E-003, 8.6041732E-003, 1.0119948E-001, 9.7056397E-003, 7.0905908E-001, 0.0000000E+000,NaN,NaN,NaN, 4.0178571E+001, 7.4776109E-001, 5.1735893E+001, 2.4570930E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.0750000E+001, 9.8429183E+002, 9.5460195E+002, 3.0972833E+000, 3.6853068E+002, 4.5624277E+002, 1.1934630E+000, 1.1969510E-001, 4.3291296E-002, 9.1893742E-003, 7.9197883E-003, 9.9247837E-002, 9.1893742E-003, 7.1146723E-001, 0.0000000E+000,NaN,NaN,NaN, 4.0848214E+001, 7.4339680E-001, 5.2329147E+001, 2.3802757E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.1250000E+001, 9.7398348E+002, 9.4349195E+002, 3.0980785E+000, 3.6815095E+002, 4.5534162E+002, 1.1930099E+000, 1.2174911E-001, 4.2531159E-002, 8.6605242E-003, 7.2792355E-003, 9.7210643E-002, 8.6605242E-003, 7.1390881E-001, 0.0000000E+000,NaN,NaN,NaN, 4.1517857E+001, 7.3422501E-001, 5.2922404E+001, 2.3329432E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.1750000E+001, 9.6360726E+002, 9.3242290E+002, 3.0974520E+000, 3.6784881E+002, 4.5440791E+002, 1.1928639E+000, 1.2375863E-001, 4.1780877E-002, 8.1499044E-003, 6.6766950E-003, 9.5211008E-002, 8.1499044E-003, 7.1627298E-001, 0.0000000E+000,NaN,NaN,NaN, 4.2187500E+001, 7.2934605E-001, 5.3515663E+001, 2.2612714E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.2250000E+001, 9.5282239E+002, 9.2114402E+002, 3.0932229E+000, 3.6700783E+002, 4.5269794E+002, 1.1928238E+000, 1.2575052E-001, 4.1020103E-002, 7.6622176E-003, 6.1372317E-003, 9.3212922E-002, 7.6622176E-003, 7.1855479E-001, 0.0000000E+000,NaN,NaN,NaN, 4.2857143E+001, 7.2424324E-001, 5.4108925E+001, 2.1924685E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.2750000E+001, 9.4228927E+002, 9.1013281E+002, 3.0932229E+000, 3.6638033E+002, 4.5122233E+002, 1.1928238E+000, 1.2764107E-001, 4.0287900E-002, 7.2156958E-003, 5.6331095E-003, 9.1312446E-002, 7.2156958E-003, 7.2069408E-001, 0.0000000E+000,NaN,NaN,NaN, 4.3526786E+001, 7.1335077E-001, 5.4702189E+001, 2.1500441E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.3250000E+001, 9.3162619E+002, 8.9906891E+002, 3.0902711E+000, 3.6563041E+002, 4.4952237E+002, 1.1928820E+000, 1.2950784E-001, 3.9549842E-002, 6.7923329E-003, 5.1801275E-003, 8.9423032E-002, 6.7923329E-003, 7.2275449E-001, 0.0000000E+000,NaN,NaN,NaN, 4.4196429E+001, 7.0757855E-001, 5.5295455E+001, 2.0857101E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.3750000E+001, 9.2122884E+002, 8.8835357E+002, 3.0876099E+000, 3.6498806E+002, 4.4790998E+002, 1.1926163E+000, 1.3129093E-001, 3.8843700E-002, 6.3876320E-003, 4.7591156E-003, 8.7615628E-002, 6.3876320E-003, 7.2471536E-001, 0.0000000E+000,NaN,NaN,NaN, 4.4866071E+001, 7.0161308E-001, 5.5888723E+001, 2.0459561E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.4250000E+001, 9.1050996E+002, 8.7747612E+002, 3.0840184E+000, 3.6380435E+002, 4.4557540E+002, 1.1936847E+000, 1.3308810E-001, 3.8117426E-002, 5.9990939E-003, 4.3662872E-003, 8.5783973E-002, 5.9990939E-003, 7.2664602E-001, 0.0000000E+000,NaN,NaN,NaN, 4.5535714E+001, 6.8920013E-001, 5.6481993E+001, 1.9857262E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.4750000E+001, 8.9933433E+002, 8.6623483E+002, 3.0811860E+000, 3.6276480E+002, 4.4323539E+002, 1.1935160E+000, 1.3483484E-001, 3.7406751E-002, 5.6249547E-003, 4.0088226E-003, 8.3997553E-002, 5.6249547E-003, 7.2850212E-001, 0.0000000E+000,NaN,NaN,NaN, 4.6205357E+001, 6.8280572E-001, 5.7075265E+001, 1.9277811E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.5250000E+001, 8.8889861E+002, 8.5579378E+002, 3.0761670E+000, 3.6179422E+002, 4.4098764E+002, 1.1893083E+000, 1.3656162E-001, 3.6693261E-002, 5.2681490E-003, 3.6864377E-003, 8.2222550E-002, 5.2681490E-003, 7.3029984E-001, 0.0000000E+000,NaN,NaN,NaN, 4.6875000E+001, 6.7632215E-001, 5.7668539E+001, 1.8919778E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.5750000E+001, 8.7836566E+002, 8.4526525E+002, 3.0726133E+000, 3.6048566E+002, 4.3849159E+002, 1.1873158E+000, 1.3820163E-001, 3.6004520E-002, 4.9459463E-003, 3.3948922E-003, 8.0531054E-002, 4.9459463E-003, 7.3197601E-001, 0.0000000E+000,NaN,NaN,NaN, 4.7544643E+001, 6.6319887E-001, 5.8261814E+001, 1.8376248E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.6250000E+001, 8.6794335E+002, 8.3489026E+002, 3.0686650E+000, 3.5858989E+002, 4.3544229E+002, 1.1855590E+000, 1.3979650E-001, 3.5323815E-002, 4.6461001E-003, 3.1401624E-003, 7.8877583E-002, 4.6461001E-003, 7.3356974E-001, 0.0000000E+000,NaN,NaN,NaN, 4.8214286E+001, 6.5661864E-001, 5.8855092E+001, 1.8039775E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.6750000E+001, 8.5773137E+002, 8.2493199E+002, 3.0649488E+000, 3.5672884E+002, 4.3223693E+002, 1.1826330E+000, 1.4128572E-001, 3.4679071E-002, 4.3826918E-003, 2.9003508E-003, 7.7331858E-002, 4.3826918E-003, 7.3503762E-001, 0.0000000E+000,NaN,NaN,NaN, 4.8883929E+001, 6.5006949E-001, 5.9448371E+001, 1.7529383E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.7250000E+001, 8.4780272E+002, 8.1537303E+002, 3.0612506E+000, 3.5458231E+002, 4.2857651E+002, 1.1799406E+000, 1.4270967E-001, 3.4056685E-002, 4.1368802E-003, 2.6926064E-003, 7.5848024E-002, 4.1368802E-003, 7.3641925E-001, 0.0000000E+000,NaN,NaN,NaN, 4.9553571E+001, 6.3720231E-001, 6.0039154E+001, 1.6902957E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.7750000E+001, 8.3874267E+002, 8.0669473E+002, 3.0577482E+000, 3.5293676E+002, 4.2544186E+002, 1.1771496E+000, 1.4400907E-001, 3.3493048E-002, 3.9087757E-003, 2.4842615E-003, 7.4498890E-002, 3.9087757E-003, 7.3769718E-001, 0.0000000E+000,NaN,NaN,NaN, 5.0223214E+001, 6.3094753E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.8250000E+001, 8.2956258E+002, 7.9795448E+002, 3.0577482E+000, 3.5085366E+002, 4.2182580E+002, 1.1771496E+000, 1.4531568E-001, 3.2923549E-002, 3.6790693E-003, 2.3000814E-003, 7.3136384E-002, 3.6790693E-003, 7.3896617E-001, 0.0000000E+000,NaN,NaN,NaN, 5.0892857E+001, 6.2484330E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.8750000E+001, 8.2048130E+002, 7.8939254E+002, 3.0519234E+000, 3.4898243E+002, 4.1840139E+002, 1.1706716E+000, 1.4659606E-001, 3.2366096E-002, 3.4548455E-003, 2.1100150E-003, 7.1803355E-002, 3.4548455E-003, 7.4021478E-001, 0.0000000E+000,NaN,NaN,NaN, 5.1562500E+001, 6.1312059E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.9250000E+001, 8.1045765E+002, 7.8000777E+002, 3.0483819E+000, 3.4641815E+002, 4.1405358E+002, 1.1664892E+000, 1.4796559E-001, 3.1752854E-002, 3.2369735E-003, 1.9464846E-003, 7.0365259E-002, 3.2369735E-003, 7.4149587E-001, 0.0000000E+000,NaN,NaN,NaN, 5.2232143E+001, 6.0749420E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.9750000E+001, 8.0070574E+002, 7.7080337E+002, 3.0483819E+000, 3.4388679E+002, 4.0988419E+002, 1.1664892E+000, 1.4929259E-001, 3.1156013E-002, 3.0315508E-003, 1.7831266E-003, 6.8972196E-002, 3.0315508E-003, 7.4273297E-001, 0.0000000E+000,NaN,NaN,NaN, 5.2901786E+001, 6.0200753E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.0250000E+001, 7.9065523E+002, 7.6124340E+002, 3.0434799E+000, 3.4072273E+002, 4.0519812E+002, 1.1627205E+000, 1.5065170E-001, 3.0535599E-002, 2.8302333E-003, 1.6505976E-003, 6.7536073E-002, 2.8302333E-003, 7.4396557E-001, 0.0000000E+000,NaN,NaN,NaN, 5.3571429E+001, 5.9138552E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.0750000E+001, 7.8109660E+002, 7.5205191E+002, 3.0299272E+000, 3.3741930E+002, 4.0061371E+002, 1.1570237E+000, 1.5195119E-001, 2.9940213E-002, 2.6430880E-003, 1.5167392E-003, 6.6163902E-002, 2.6430880E-003, 7.4514179E-001, 0.0000000E+000,NaN,NaN,NaN, 5.4241071E+001, 5.8621563E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.1250000E+001, 7.7127970E+002, 7.4264157E+002, 3.0222753E+000, 3.3361150E+002, 3.9551566E+002, 1.1541392E+000, 1.5327226E-001, 2.9322089E-002, 2.4707150E-003, 1.4045829E-003, 6.4760934E-002, 2.4707150E-003, 7.4629870E-001, 0.0000000E+000,NaN,NaN,NaN, 5.4910714E+001, 5.8111777E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.1750000E+001, 7.6162790E+002, 7.3334113E+002, 3.0140247E+000, 3.2996306E+002, 3.9062386E+002, 1.1513881E+000, 1.5455531E-001, 2.8714129E-002, 2.3180429E-003, 1.2896780E-003, 6.3397757E-002, 2.3180429E-003, 7.4740704E-001, 0.0000000E+000,NaN,NaN,NaN, 5.5580357E+001, 5.6856283E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.2250000E+001, 7.5228663E+002, 7.2430342E+002, 3.0140247E+000, 3.2634484E+002, 3.8590840E+002, 1.1513881E+000, 1.5580621E-001, 2.8116395E-002, 2.1755224E-003, 1.1901865E-003, 6.2064967E-002, 2.1755224E-003, 7.4847120E-001, 0.0000000E+000,NaN,NaN,NaN, 5.6250000E+001, 5.6368908E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.2750000E+001, 7.4320776E+002, 7.1553770E+002, 3.0055295E+000, 3.2285923E+002, 3.8134477E+002, 1.1487188E+000, 1.5701154E-001, 2.7542373E-002, 2.0368663E-003, 1.0840001E-003, 6.0783317E-002, 2.0368663E-003, 7.4950504E-001, 0.0000000E+000,NaN,NaN,NaN, 5.6919643E+001, 5.5882405E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.3250000E+001, 7.3417367E+002, 7.0681700E+002, 2.9884473E+000, 3.1917911E+002, 3.7659084E+002, 1.1417480E+000, 1.5821385E-001, 2.6966378E-002, 1.9008306E-003, 9.9651280E-004, 5.9500257E-002, 1.9008306E-003, 7.5052134E-001, 0.0000000E+000,NaN,NaN,NaN, 5.7589286E+001, 5.4904795E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.3750000E+001, 7.2549611E+002, 6.9851912E+002, 2.9795538E+000, 3.1598135E+002, 3.7223597E+002, 1.1380232E+000, 1.5935118E-001, 2.6424952E-002, 1.7674999E-003, 9.0665553E-004, 5.8288824E-002, 1.7674999E-003, 7.5149338E-001, 0.0000000E+000,NaN,NaN,NaN, 5.8258929E+001, 5.4410380E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.4250000E+001, 7.1668317E+002, 6.9016729E+002, 2.9795538E+000, 3.1250887E+002, 3.6749132E+002, 1.1380232E+000, 1.6048856E-001, 2.5871730E-002, 1.6513730E-003, 8.3473922E-004, 5.7070835E-002, 1.6513730E-003, 7.5243139E-001, 0.0000000E+000,NaN,NaN,NaN, 5.8928571E+001, 5.3910659E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.4750000E+001, 7.0815130E+002, 6.8214118E+002, 2.9698730E+000, 3.0935244E+002, 3.6307171E+002, 1.1349441E+000, 1.6158285E-001, 2.5346120E-002, 1.5292579E-003, 7.5864720E-004, 5.5901997E-002, 1.5292579E-003, 7.5335187E-001, 0.0000000E+000,NaN,NaN,NaN, 5.9598214E+001, 5.2893731E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.5250000E+001, 6.9945346E+002, 6.7403215E+002, 2.9477024E+000, 3.0576257E+002, 3.5813612E+002, 1.1289450E+000, 1.6268805E-001, 2.4807094E-002, 1.4165244E-003, 7.0081869E-004, 5.4715625E-002, 1.4165244E-003, 7.5425536E-001, 0.0000000E+000,NaN,NaN,NaN, 6.0267857E+001, 5.2376811E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.5750000E+001, 6.9096361E+002, 6.6615324E+002, 2.9356680E+000, 3.0205224E+002, 3.5307470E+002, 1.1258711E+000, 1.6375170E-001, 2.4287372E-002, 1.3104720E-003, 6.4156547E-004, 5.3574373E-002, 1.3104720E-003, 7.5512404E-001, 0.0000000E+000,NaN,NaN,NaN, 6.0937500E+001, 5.1854856E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.6250000E+001, 6.8291613E+002, 6.5865513E+002, 2.9356680E+000, 2.9857408E+002, 3.4841349E+002, 1.1258711E+000, 1.6475872E-001, 2.3789329E-002, 1.2181250E-003, 5.9799225E-004, 5.2489867E-002, 1.2181250E-003, 7.5592784E-001, 0.0000000E+000,NaN,NaN,NaN, 6.1607143E+001, 5.0798221E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.6750000E+001, 6.7501137E+002, 6.5128659E+002, 2.9133771E+000, 2.9479575E+002, 3.4354623E+002, 1.1190001E+000, 1.6574341E-001, 2.3301430E-002, 1.1299113E-003, 5.5302537E-004, 5.1429690E-002, 1.1299113E-003, 7.5671262E-001, 0.0000000E+000,NaN,NaN,NaN, 6.2276786E+001, 5.0264841E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.7250000E+001, 6.6772731E+002, 6.4443320E+002, 2.9038753E+000, 2.9109625E+002, 3.3897712E+002, 1.1138796E+000, 1.6666453E-001, 2.2845358E-002, 1.0457985E-003, 5.1586738E-004, 5.0437012E-002, 1.0457985E-003, 7.5744564E-001, 0.0000000E+000,NaN,NaN,NaN, 6.2946429E+001, 4.9729058E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.7750000E+001, 6.6025968E+002, 6.3741318E+002, 2.8950009E+000, 2.8670428E+002, 3.3366971E+002, 1.1082422E+000, 1.6759704E-001, 2.2379224E-002, 9.6846883E-004, 4.7834697E-004, 4.9430991E-002, 9.6846883E-004, 7.5817746E-001, 0.0000000E+000,NaN,NaN,NaN, 6.3616071E+001, 4.8653854E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.8250000E+001, 6.5315649E+002, 6.3073710E+002, 2.8861718E+000, 2.8205074E+002, 3.2817411E+002, 1.1024827E+000, 1.6848638E-001, 2.1933844E-002, 8.9624481E-004, 4.4221554E-004, 4.8471409E-002, 8.9624481E-004, 7.5887366E-001, 0.0000000E+000,NaN,NaN,NaN, 6.4285714E+001, 4.8116563E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.8750000E+001, 6.4599642E+002, 6.2404416E+002, 2.8780348E+000, 2.7698662E+002, 3.2223935E+002, 1.0967034E+000, 1.6936409E-001, 2.1489344E-002, 8.3347244E-004, 4.0788119E-004, 4.7522934E-002, 8.3347244E-004, 7.5954881E-001, 0.0000000E+000,NaN,NaN,NaN, 6.4955357E+001, 4.7581085E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.9250000E+001, 6.3955754E+002, 6.1808831E+002, 2.8780348E+000, 2.7216733E+002, 3.1665050E+002, 1.0967034E+000, 1.7016512E-001, 2.1089016E-002, 7.6756154E-004, 3.7238641E-004, 4.6659445E-002, 7.6756154E-004, 7.6017891E-001, 0.0000000E+000,NaN,NaN,NaN, 6.5625000E+001, 4.6520509E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
