s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
 3.7500038E+003, 3.6969024E+002, 3.6977778E+002, 3.6975925E+002, 3.6974278E+002, 3.6974291E+002, 3.6974009E+002, 3.6974370E+002, 3.6974186E+002, 3.6974267E+002, 3.6969133E+002
 3.7800013E+003, 3.6866117E+002, 3.6874990E+002, 3.6872896E+002, 3.6871389E+002, 3.6871392E+002, 3.6871157E+002, 3.6871482E+002, 3.6871308E+002, 3.6871364E+002, 3.6866235E+002
 3.8100034E+003, 3.6881159E+002, 3.6889905E+002, 3.6888127E+002, 3.6886389E+002, 3.6886454E+002, 3.6886150E+002, 3.6886485E+002, 3.6886308E+002, 3.6886377E+002, 3.6881268E+002
 3.8400009E+003, 3.6801474E+002, 3.6810190E+002, 3.6808034E+002, 3.6806698E+002, 3.6806725E+002, 3.6806506E+002, 3.6806837E+002, 3.6806635E+002, 3.6806719E+002, 3.6801580E+002
 3.8700029E+003, 3.6931216E+002, 3.6939916E+002, 3.6938032E+002, 3.6936463E+002, 3.6936538E+002, 3.6936259E+002, 3.6936575E+002, 3.6936388E+002, 3.6936472E+002, 3.6931320E+002
 3.9000004E+003, 3.6857558E+002, 3.6865916E+002, 3.6864277E+002, 3.6862798E+002, 3.6862761E+002, 3.6862499E+002, 3.6862851E+002, 3.6862687E+002, 3.6862772E+002, 3.6857650E+002
 3.9300024E+003, 3.7628300E+002, 3.7637138E+002, 3.7635375E+002, 3.7635200E+002, 3.7633581E+002, 3.7633363E+002, 3.7633745E+002, 3.7633553E+002, 3.7633664E+002, 3.7628424E+002
 3.9600045E+003, 3.8109004E+002, 3.8117983E+002, 3.8116161E+002, 3.8116247E+002, 3.8114471E+002, 3.8114105E+002, 3.8114515E+002, 3.8114341E+002, 3.8114435E+002, 3.8109139E+002
 3.9900020E+003, 3.8121162E+002, 3.8129900E+002, 3.8128444E+002, 3.8128359E+002, 3.8126565E+002, 3.8126256E+002, 3.8126662E+002, 3.8126492E+002, 3.8126596E+002, 3.8121285E+002
 4.0200040E+003, 3.8088866E+002, 3.8097726E+002, 3.8095742E+002, 3.8096177E+002, 3.8094374E+002, 3.8093944E+002, 3.8094357E+002, 3.8094183E+002, 3.8094278E+002, 3.8089007E+002
 4.0500015E+003, 3.8180581E+002, 3.8189575E+002, 3.8187863E+002, 3.8187852E+002, 3.8186155E+002, 3.8185752E+002, 3.8186119E+002, 3.8185923E+002, 3.8186017E+002, 3.8180709E+002
 4.0800035E+003, 3.8090390E+002, 3.8099353E+002, 3.8097342E+002, 3.8097639E+002, 3.8095802E+002, 3.8095470E+002, 3.8095867E+002, 3.8095735E+002, 3.8095819E+002, 3.8090517E+002
 4.1100011E+003, 3.8063087E+002, 3.8071914E+002, 3.8070079E+002, 3.8070406E+002, 3.8068642E+002, 3.8068170E+002, 3.8068573E+002, 3.8068386E+002, 3.8068509E+002, 3.8063211E+002
 4.1400031E+003, 3.8152785E+002, 3.8161693E+002, 3.8160019E+002, 3.8160006E+002, 3.8158245E+002, 3.8157848E+002, 3.8158241E+002, 3.8158087E+002, 3.8158190E+002, 3.8152903E+002
 4.1700006E+003, 3.8138274E+002, 3.8147149E+002, 3.8145446E+002, 3.8145550E+002, 3.8143932E+002, 3.8143420E+002, 3.8143784E+002, 3.8143612E+002, 3.8143703E+002, 3.8138402E+002
 4.2000026E+003, 3.8147607E+002, 3.8156413E+002, 3.8154603E+002, 3.8154886E+002, 3.8153072E+002, 3.8152705E+002, 3.8153101E+002, 3.8152923E+002, 3.8153018E+002, 3.8147715E+002
 4.2300001E+003, 3.8960284E+002, 3.8969302E+002, 3.8967655E+002, 3.8969273E+002, 3.8965575E+002, 3.8965465E+002, 3.8965888E+002, 3.8965716E+002, 3.8965822E+002, 3.8960419E+002
 4.2600022E+003, 3.9379353E+002, 3.9388382E+002, 3.9386676E+002, 3.9388797E+002, 3.9384691E+002, 3.9384675E+002, 3.9385082E+002, 3.9384891E+002, 3.9384981E+002, 3.9379496E+002
 4.2900042E+003, 3.9434810E+002, 3.9443574E+002, 3.9442051E+002, 3.9444070E+002, 3.9440027E+002, 3.9440090E+002, 3.9440526E+002, 3.9440330E+002, 3.9440420E+002, 3.9434925E+002
 4.3200017E+003, 3.9439092E+002, 3.9448045E+002, 3.9446601E+002, 3.9448498E+002, 3.9444430E+002, 3.9444410E+002, 3.9444806E+002, 3.9444620E+002, 3.9444715E+002, 3.9439227E+002
 4.3500037E+003, 3.9495839E+002, 3.9504920E+002, 3.9503223E+002, 3.9505232E+002, 3.9501159E+002, 3.9501153E+002, 3.9501572E+002, 3.9501368E+002, 3.9501457E+002, 3.9495966E+002
 4.3800012E+003, 3.9444613E+002, 3.9453546E+002, 3.9451848E+002, 3.9453976E+002, 3.9449895E+002, 3.9449944E+002, 3.9450350E+002, 3.9450169E+002, 3.9450240E+002, 3.9444740E+002
 4.4100032E+003, 3.9479453E+002, 3.9488429E+002, 3.9486865E+002, 3.9488801E+002, 3.9484725E+002, 3.9484786E+002, 3.9485193E+002, 3.9484999E+002, 3.9485088E+002, 3.9479574E+002
 4.4400008E+003, 3.9455801E+002, 3.9464825E+002, 3.9462922E+002, 3.9465225E+002, 3.9461123E+002, 3.9461110E+002, 3.9461523E+002, 3.9461324E+002, 3.9461428E+002, 3.9455926E+002
 4.4700028E+003, 3.9417186E+002, 3.9426161E+002, 3.9424724E+002, 3.9426601E+002, 3.9422533E+002, 3.9422490E+002, 3.9422886E+002, 3.9422708E+002, 3.9422787E+002, 3.9417308E+002
 4.5000000E+003, 3.9416651E+002, 3.9425608E+002, 3.9424082E+002, 3.9426039E+002, 3.9421975E+002, 3.9421972E+002, 3.9422371E+002, 3.9422170E+002, 3.9422262E+002, 3.9416771E+002
