s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
 1.2500068E+003, 2.1563595E+002, 2.1566329E+002, 2.1566393E+002, 2.1566392E+002, 2.1566541E+002, 2.1566482E+002, 2.1566682E+002, 2.1566599E+002, 2.1566607E+002, 2.1563674E+002
 1.2600031E+003, 2.1659348E+002, 2.1662030E+002, 2.1662132E+002, 2.1662147E+002, 2.1662264E+002, 2.1662259E+002, 2.1662431E+002, 2.1662343E+002, 2.1662379E+002, 2.1659404E+002
 1.2700077E+003, 2.1684375E+002, 2.1687066E+002, 2.1687195E+002, 2.1687232E+002, 2.1687289E+002, 2.1687291E+002, 2.1687477E+002, 2.1687387E+002, 2.1687409E+002, 2.1684453E+002
 1.2800040E+003, 2.1684773E+002, 2.1687429E+002, 2.1687576E+002, 2.1687570E+002, 2.1687681E+002, 2.1687651E+002, 2.1687843E+002, 2.1687782E+002, 2.1687781E+002, 2.1684808E+002
 1.2900003E+003, 2.1647920E+002, 2.1650606E+002, 2.1650715E+002, 2.1650725E+002, 2.1650828E+002, 2.1650793E+002, 2.1651005E+002, 2.1650905E+002, 2.1650960E+002, 2.1647978E+002
 1.3000048E+003, 2.1669047E+002, 2.1671813E+002, 2.1671858E+002, 2.1671889E+002, 2.1671953E+002, 2.1671954E+002, 2.1672155E+002, 2.1672037E+002, 2.1672090E+002, 2.1669128E+002
 1.3100011E+003, 2.1664966E+002, 2.1667608E+002, 2.1667763E+002, 2.1667777E+002, 2.1667896E+002, 2.1667851E+002, 2.1668050E+002, 2.1668001E+002, 2.1667967E+002, 2.1665038E+002
 1.3200057E+003, 2.1669744E+002, 2.1672394E+002, 2.1672501E+002, 2.1672546E+002, 2.1672634E+002, 2.1672608E+002, 2.1672784E+002, 2.1672730E+002, 2.1672766E+002, 2.1669785E+002
 1.3300020E+003, 2.1659839E+002, 2.1662482E+002, 2.1662627E+002, 2.1662657E+002, 2.1662715E+002, 2.1662699E+002, 2.1662906E+002, 2.1662759E+002, 2.1662878E+002, 2.1659879E+002
 1.3400065E+003, 2.1714181E+002, 2.1716919E+002, 2.1716952E+002, 2.1716984E+002, 2.1717103E+002, 2.1717065E+002, 2.1717243E+002, 2.1717180E+002, 2.1717166E+002, 2.1714216E+002
 1.3500028E+003, 2.1669671E+002, 2.1672347E+002, 2.1672467E+002, 2.1672492E+002, 2.1672568E+002, 2.1672557E+002, 2.1672730E+002, 2.1672679E+002, 2.1672684E+002, 2.1669709E+002
 1.3600074E+003, 2.1641888E+002, 2.1644574E+002, 2.1644630E+002, 2.1644709E+002, 2.1644801E+002, 2.1644776E+002, 2.1644956E+002, 2.1644870E+002, 2.1644904E+002, 2.1641927E+002
 1.3700037E+003, 2.1674872E+002, 2.1677603E+002, 2.1677673E+002, 2.1677716E+002, 2.1677772E+002, 2.1677716E+002, 2.1677933E+002, 2.1677864E+002, 2.1677875E+002, 2.1674917E+002
 1.3800083E+003, 2.1694456E+002, 2.1697141E+002, 2.1697223E+002, 2.1697252E+002, 2.1697385E+002, 2.1697345E+002, 2.1697537E+002, 2.1697471E+002, 2.1697464E+002, 2.1694506E+002
 1.3900045E+003, 2.1708606E+002, 2.1711356E+002, 2.1711410E+002, 2.1711453E+002, 2.1711538E+002, 2.1711515E+002, 2.1711728E+002, 2.1711621E+002, 2.1711627E+002, 2.1708673E+002
 1.4000008E+003, 2.1690702E+002, 2.1693411E+002, 2.1693482E+002, 2.1693494E+002, 2.1693603E+002, 2.1693569E+002, 2.1693771E+002, 2.1693692E+002, 2.1693711E+002, 2.1690732E+002
 1.4100054E+003, 2.1666439E+002, 2.1669143E+002, 2.1669241E+002, 2.1669258E+002, 2.1669342E+002, 2.1669303E+002, 2.1669478E+002, 2.1669424E+002, 2.1669476E+002, 2.1666458E+002
 1.4200017E+003, 2.1629403E+002, 2.1632103E+002, 2.1632191E+002, 2.1632211E+002, 2.1632299E+002, 2.1632286E+002, 2.1632473E+002, 2.1632390E+002, 2.1632395E+002, 2.1629440E+002
 1.4300063E+003, 2.1603207E+002, 2.1605914E+002, 2.1606019E+002, 2.1606000E+002, 2.1606122E+002, 2.1606063E+002, 2.1606259E+002, 2.1606187E+002, 2.1606220E+002, 2.1603244E+002
 1.4400025E+003, 2.1604342E+002, 2.1607002E+002, 2.1607080E+002, 2.1607187E+002, 2.1607254E+002, 2.1607215E+002, 2.1607413E+002, 2.1607331E+002, 2.1607322E+002, 2.1604387E+002
 1.4500071E+003, 2.1601297E+002, 2.1603962E+002, 2.1604041E+002, 2.1604111E+002, 2.1604209E+002, 2.1604148E+002, 2.1604349E+002, 2.1604225E+002, 2.1604288E+002, 2.1601337E+002
 1.4600034E+003, 2.1662629E+002, 2.1665308E+002, 2.1665411E+002, 2.1665418E+002, 2.1665572E+002, 2.1665502E+002, 2.1665679E+002, 2.1665619E+002, 2.1665610E+002, 2.1662658E+002
 1.4700080E+003, 2.1667100E+002, 2.1669778E+002, 2.1669878E+002, 2.1669898E+002, 2.1669992E+002, 2.1670005E+002, 2.1670156E+002, 2.1670068E+002, 2.1670121E+002, 2.1667138E+002
 1.4800043E+003, 2.1635156E+002, 2.1637815E+002, 2.1637963E+002, 2.1637976E+002, 2.1638059E+002, 2.1638049E+002, 2.1638232E+002, 2.1638115E+002, 2.1638130E+002, 2.1635200E+002
 1.4900005E+003, 2.1672714E+002, 2.1675383E+002, 2.1675529E+002, 2.1675542E+002, 2.1675645E+002, 2.1675603E+002, 2.1675803E+002, 2.1675689E+002, 2.1675719E+002, 2.1672760E+002
 1.5000051E+003, 2.1680486E+002, 2.1683209E+002, 2.1683276E+002, 2.1683316E+002, 2.1683376E+002, 2.1683357E+002, 2.1683548E+002, 2.1683484E+002, 2.1683463E+002, 2.1680533E+002
 1.5100014E+003, 2.1980669E+002, 2.1983409E+002, 2.1983464E+002, 2.1983527E+002, 2.1983631E+002, 2.1983580E+002, 2.1983767E+002, 2.1983673E+002, 2.1983730E+002, 2.1980699E+002
 1.5200060E+003, 2.2893468E+002, 2.2896286E+002, 2.2896353E+002, 2.2896406E+002, 2.2896505E+002, 2.2896474E+002, 2.2896657E+002, 2.2896559E+002, 2.2896577E+002, 2.2893476E+002
 1.5300022E+003, 2.3347435E+002, 2.3350266E+002, 2.3350394E+002, 2.3350432E+002, 2.3350588E+002, 2.3350509E+002, 2.3350702E+002, 2.3350604E+002, 2.3350624E+002, 2.3347453E+002
 1.5400068E+003, 2.3560668E+002, 2.3563616E+002, 2.3563659E+002, 2.3563684E+002, 2.3563786E+002, 2.3563764E+002, 2.3563942E+002, 2.3563841E+002, 2.3563869E+002, 2.3560660E+002
 1.5500031E+003, 2.3678940E+002, 2.3681906E+002, 2.3681944E+002, 2.3681966E+002, 2.3682085E+002, 2.3682068E+002, 2.3682266E+002, 2.3682174E+002, 2.3682192E+002, 2.3678958E+002
 1.5600077E+003, 2.3690488E+002, 2.3693385E+002, 2.3693503E+002, 2.3693540E+002, 2.3693648E+002, 2.3693636E+002, 2.3693841E+002, 2.3693734E+002, 2.3693773E+002, 2.3690510E+002
 1.5700040E+003, 2.3751459E+002, 2.3754414E+002, 2.3754489E+002, 2.3754498E+002, 2.3754625E+002, 2.3754576E+002, 2.3754792E+002, 2.3754714E+002, 2.3754714E+002, 2.3751476E+002
 1.5800002E+003, 2.3770621E+002, 2.3773569E+002, 2.3773674E+002, 2.3773664E+002, 2.3773770E+002, 2.3773749E+002, 2.3773957E+002, 2.3773870E+002, 2.3773910E+002, 2.3770640E+002
 1.5900048E+003, 2.3745392E+002, 2.3748288E+002, 2.3748389E+002, 2.3748461E+002, 2.3748501E+002, 2.3748475E+002, 2.3748713E+002, 2.3748622E+002, 2.3748638E+002, 2.3745380E+002
 1.6000011E+003, 2.3708138E+002, 2.3711117E+002, 2.3711187E+002, 2.3711173E+002, 2.3711263E+002, 2.3711227E+002, 2.3711448E+002, 2.3711357E+002, 2.3711414E+002, 2.3708117E+002
 1.6100057E+003, 2.3715045E+002, 2.3717949E+002, 2.3718067E+002, 2.3718067E+002, 2.3718199E+002, 2.3718137E+002, 2.3718341E+002, 2.3718227E+002, 2.3718289E+002, 2.3715032E+002
 1.6200020E+003, 2.3783102E+002, 2.3786029E+002, 2.3786123E+002, 2.3786156E+002, 2.3786253E+002, 2.3786219E+002, 2.3786424E+002, 2.3786336E+002, 2.3786357E+002, 2.3783121E+002
 1.6300065E+003, 2.3816191E+002, 2.3819156E+002, 2.3819207E+002, 2.3819253E+002, 2.3819336E+002, 2.3819294E+002, 2.3819507E+002, 2.3819425E+002, 2.3819448E+002, 2.3816176E+002
 1.6400028E+003, 2.3780837E+002, 2.3783850E+002, 2.3783819E+002, 2.3783877E+002, 2.3784000E+002, 2.3783944E+002, 2.3784161E+002, 2.3784078E+002, 2.3784110E+002, 2.3780847E+002
 1.6500074E+003, 2.3711942E+002, 2.3714901E+002, 2.3714933E+002, 2.3714957E+002, 2.3715092E+002, 2.3715046E+002, 2.3715267E+002, 2.3715141E+002, 2.3715176E+002, 2.3711925E+002
 1.6600037E+003, 2.3784030E+002, 2.3787015E+002, 2.3787118E+002, 2.3787062E+002, 2.3787179E+002, 2.3787173E+002, 2.3787371E+002, 2.3787291E+002, 2.3787308E+002, 2.3784044E+002
 1.6700082E+003, 2.3781757E+002, 2.3784746E+002, 2.3784804E+002, 2.3784844E+002, 2.3784905E+002, 2.3784901E+002, 2.3785117E+002, 2.3784995E+002, 2.3785022E+002, 2.3781792E+002
 1.6800045E+003, 2.3779859E+002, 2.3782775E+002, 2.3782954E+002, 2.3782935E+002, 2.3783045E+002, 2.3782982E+002, 2.3783217E+002, 2.3783123E+002, 2.3783133E+002, 2.3779883E+002
 1.6900008E+003, 2.3764073E+002, 2.3767005E+002, 2.3767091E+002, 2.3767091E+002, 2.3767210E+002, 2.3767156E+002, 2.3767376E+002, 2.3767286E+002, 2.3767336E+002, 2.3764050E+002
 1.7000054E+003, 2.3751503E+002, 2.3754508E+002, 2.3754520E+002, 2.3754553E+002, 2.3754639E+002, 2.3754618E+002, 2.3754817E+002, 2.3754704E+002, 2.3754755E+002, 2.3751492E+002
 1.7100017E+003, 2.3723447E+002, 2.3726355E+002, 2.3726475E+002, 2.3726484E+002, 2.3726557E+002, 2.3726519E+002, 2.3726771E+002, 2.3726626E+002, 2.3726677E+002, 2.3723429E+002
 1.7200062E+003, 2.3741074E+002, 2.3744086E+002, 2.3744080E+002, 2.3744105E+002, 2.3744246E+002, 2.3744182E+002, 2.3744389E+002, 2.3744304E+002, 2.3744303E+002, 2.3741083E+002
 1.7300025E+003, 2.3764886E+002, 2.3767836E+002, 2.3767899E+002, 2.3767974E+002, 2.3768050E+002, 2.3768005E+002, 2.3768205E+002, 2.3768119E+002, 2.3768147E+002, 2.3764897E+002
 1.7400071E+003, 2.3826258E+002, 2.3829267E+002, 2.3829320E+002, 2.3829317E+002, 2.3829447E+002, 2.3829392E+002, 2.3829627E+002, 2.3829516E+002, 2.3829525E+002, 2.3826278E+002
 1.7500034E+003, 2.3820720E+002, 2.3823732E+002, 2.3823743E+002, 2.3823784E+002, 2.3823877E+002, 2.3823855E+002, 2.3824044E+002, 2.3823959E+002, 2.3823995E+002, 2.3820741E+002
 1.7600079E+003, 2.3804031E+002, 2.3807054E+002, 2.3807083E+002, 2.3807068E+002, 2.3807170E+002, 2.3807182E+002, 2.3807375E+002, 2.3807278E+002, 2.3807305E+002, 2.3804045E+002
 1.7700042E+003, 2.3832287E+002, 2.3835256E+002, 2.3835327E+002, 2.3835333E+002, 2.3835448E+002, 2.3835410E+002, 2.3835643E+002, 2.3835514E+002, 2.3835558E+002, 2.3832323E+002
 1.7800005E+003, 2.3840559E+002, 2.3843547E+002, 2.3843573E+002, 2.3843618E+002, 2.3843697E+002, 2.3843657E+002, 2.3843892E+002, 2.3843813E+002, 2.3843817E+002, 2.3840571E+002
 1.7900051E+003, 2.3784785E+002, 2.3787720E+002, 2.3787853E+002, 2.3787816E+002, 2.3787933E+002, 2.3787881E+002, 2.3788104E+002, 2.3788039E+002, 2.3788050E+002, 2.3784787E+002
 1.8000014E+003, 2.3779561E+002, 2.3782526E+002, 2.3782580E+002, 2.3782576E+002, 2.3782696E+002, 2.3782638E+002, 2.3782866E+002, 2.3782779E+002, 2.3782821E+002, 2.3779544E+002
 1.8100059E+003, 2.4055718E+002, 2.4059023E+002, 2.4058770E+002, 2.4058817E+002, 2.4058897E+002, 2.4058871E+002, 2.4059073E+002, 2.4058987E+002, 2.4059020E+002, 2.4055705E+002
 1.8200022E+003, 2.4830844E+002, 2.4834637E+002, 2.4834017E+002, 2.4834057E+002, 2.4834134E+002, 2.4834116E+002, 2.4834338E+002, 2.4834227E+002, 2.4834264E+002, 2.4830849E+002
 1.8300068E+003, 2.5255015E+002, 2.5258811E+002, 2.5258267E+002, 2.5258285E+002, 2.5258395E+002, 2.5258359E+002, 2.5258606E+002, 2.5258489E+002, 2.5258530E+002, 2.5255050E+002
 1.8400031E+003, 2.5412390E+002, 2.5416266E+002, 2.5415616E+002, 2.5415665E+002, 2.5415796E+002, 2.5415732E+002, 2.5415950E+002, 2.5415863E+002, 2.5415881E+002, 2.5412401E+002
 1.8500076E+003, 2.5455038E+002, 2.5458911E+002, 2.5458222E+002, 2.5458317E+002, 2.5458415E+002, 2.5458419E+002, 2.5458616E+002, 2.5458505E+002, 2.5458551E+002, 2.5455071E+002
 1.8600039E+003, 2.5487641E+002, 2.5491490E+002, 2.5490945E+002, 2.5490920E+002, 2.5491049E+002, 2.5491004E+002, 2.5491222E+002, 2.5491100E+002, 2.5491166E+002, 2.5487664E+002
 1.8700002E+003, 2.5540305E+002, 2.5544003E+002, 2.5543504E+002, 2.5543587E+002, 2.5543678E+002, 2.5543685E+002, 2.5543916E+002, 2.5543787E+002, 2.5543809E+002, 2.5540321E+002
 1.8800048E+003, 2.5555598E+002, 2.5559339E+002, 2.5558757E+002, 2.5558879E+002, 2.5558999E+002, 2.5558943E+002, 2.5559171E+002, 2.5559090E+002, 2.5559120E+002, 2.5555606E+002
 1.8900011E+003, 2.5549883E+002, 2.5553626E+002, 2.5553038E+002, 2.5553098E+002, 2.5553263E+002, 2.5553242E+002, 2.5553458E+002, 2.5553345E+002, 2.5553381E+002, 2.5549891E+002
 1.9000056E+003, 2.5516610E+002, 2.5520530E+002, 2.5519822E+002, 2.5519819E+002, 2.5519970E+002, 2.5519925E+002, 2.5520162E+002, 2.5520072E+002, 2.5520115E+002, 2.5516610E+002
 1.9100019E+003, 2.5508375E+002, 2.5512374E+002, 2.5511609E+002, 2.5511722E+002, 2.5511749E+002, 2.5511756E+002, 2.5511980E+002, 2.5511879E+002, 2.5511902E+002, 2.5508440E+002
 1.9200065E+003, 2.5504610E+002, 2.5508325E+002, 2.5507823E+002, 2.5507934E+002, 2.5508037E+002, 2.5507961E+002, 2.5508194E+002, 2.5508083E+002, 2.5508143E+002, 2.5504645E+002
 1.9300028E+003, 2.5459750E+002, 2.5463523E+002, 2.5462970E+002, 2.5462989E+002, 2.5463152E+002, 2.5463083E+002, 2.5463311E+002, 2.5463225E+002, 2.5463245E+002, 2.5459777E+002
 1.9400074E+003, 2.5505175E+002, 2.5508951E+002, 2.5508423E+002, 2.5508440E+002, 2.5508545E+002, 2.5508528E+002, 2.5508760E+002, 2.5508614E+002, 2.5508688E+002, 2.5505186E+002
 1.9500036E+003, 2.5486440E+002, 2.5490274E+002, 2.5489635E+002, 2.5489692E+002, 2.5489798E+002, 2.5489781E+002, 2.5489988E+002, 2.5489902E+002, 2.5489914E+002, 2.5486446E+002
 1.9600082E+003, 2.5457101E+002, 2.5461103E+002, 2.5460280E+002, 2.5460369E+002, 2.5460483E+002, 2.5460442E+002, 2.5460681E+002, 2.5460552E+002, 2.5460598E+002, 2.5457113E+002
 1.9700045E+003, 2.5495134E+002, 2.5498939E+002, 2.5498339E+002, 2.5498429E+002, 2.5498475E+002, 2.5498474E+002, 2.5498703E+002, 2.5498601E+002, 2.5498632E+002, 2.5495128E+002
 1.9800008E+003, 2.5446801E+002, 2.5450629E+002, 2.5449970E+002, 2.5450078E+002, 2.5450195E+002, 2.5450128E+002, 2.5450377E+002, 2.5450245E+002, 2.5450289E+002, 2.5446802E+002
 1.9900054E+003, 2.5421278E+002, 2.5425099E+002, 2.5424473E+002, 2.5424531E+002, 2.5424650E+002, 2.5424613E+002, 2.5424856E+002, 2.5424757E+002, 2.5424763E+002, 2.5421283E+002
 2.0000016E+003, 2.5412002E+002, 2.5415708E+002, 2.5415197E+002, 2.5415242E+002, 2.5415389E+002, 2.5415326E+002, 2.5415542E+002, 2.5415430E+002, 2.5415491E+002, 2.5411996E+002
 2.0100062E+003, 2.5447752E+002, 2.5451584E+002, 2.5451008E+002, 2.5451078E+002, 2.5451162E+002, 2.5451149E+002, 2.5451369E+002, 2.5451246E+002, 2.5451281E+002, 2.5447807E+002
 2.0200025E+003, 2.5450974E+002, 2.5454791E+002, 2.5454193E+002, 2.5454299E+002, 2.5454388E+002, 2.5454350E+002, 2.5454569E+002, 2.5454458E+002, 2.5454498E+002, 2.5451011E+002
 2.0300071E+003, 2.5455877E+002, 2.5459787E+002, 2.5459066E+002, 2.5459151E+002, 2.5459298E+002, 2.5459232E+002, 2.5459472E+002, 2.5459392E+002, 2.5459414E+002, 2.5455913E+002
 2.0400033E+003, 2.5453544E+002, 2.5457298E+002, 2.5456754E+002, 2.5456810E+002, 2.5456918E+002, 2.5456893E+002, 2.5457100E+002, 2.5457002E+002, 2.5457028E+002, 2.5453543E+002
 2.0500079E+003, 2.5477446E+002, 2.5481209E+002, 2.5480640E+002, 2.5480683E+002, 2.5480836E+002, 2.5480775E+002, 2.5481029E+002, 2.5480902E+002, 2.5480934E+002, 2.5477465E+002
 2.0600042E+003, 2.5499200E+002, 2.5503004E+002, 2.5502430E+002, 2.5502501E+002, 2.5502571E+002, 2.5502566E+002, 2.5502781E+002, 2.5502700E+002, 2.5502694E+002, 2.5499227E+002
 2.0700005E+003, 2.5518545E+002, 2.5522338E+002, 2.5521771E+002, 2.5521797E+002, 2.5521953E+002, 2.5521890E+002, 2.5522143E+002, 2.5522015E+002, 2.5522058E+002, 2.5518590E+002
 2.0800051E+003, 2.5476244E+002, 2.5480012E+002, 2.5479481E+002, 2.5479576E+002, 2.5479641E+002, 2.5479606E+002, 2.5479812E+002, 2.5479730E+002, 2.5479763E+002, 2.5476284E+002
 2.0900013E+003, 2.5505228E+002, 2.5509129E+002, 2.5508493E+002, 2.5508562E+002, 2.5508665E+002, 2.5508623E+002, 2.5508850E+002, 2.5508714E+002, 2.5508755E+002, 2.5505269E+002
 2.1000059E+003, 2.5507325E+002, 2.5511096E+002, 2.5510564E+002, 2.5510586E+002, 2.5510741E+002, 2.5510680E+002, 2.5510905E+002, 2.5510834E+002, 2.5510854E+002, 2.5507345E+002
 2.1100022E+003, 2.5709986E+002, 2.5714444E+002, 2.5713264E+002, 2.5713253E+002, 2.5713394E+002, 2.5713370E+002, 2.5713633E+002, 2.5713468E+002, 2.5713513E+002, 2.5710000E+002
 2.1200068E+003, 2.6431305E+002, 2.6437743E+002, 2.6434665E+002, 2.6434677E+002, 2.6434799E+002, 2.6434758E+002, 2.6435036E+002, 2.6434877E+002, 2.6434914E+002, 2.6431312E+002
 2.1300031E+003, 2.6773915E+002, 2.6780406E+002, 2.6777268E+002, 2.6777409E+002, 2.6777476E+002, 2.6777442E+002, 2.6777678E+002, 2.6777570E+002, 2.6777578E+002, 2.6773944E+002
 2.1400076E+003, 2.6918615E+002, 2.6925070E+002, 2.6921985E+002, 2.6922127E+002, 2.6922271E+002, 2.6922218E+002, 2.6922475E+002, 2.6922350E+002, 2.6922369E+002, 2.6918700E+002
 2.1500039E+003, 2.7050308E+002, 2.7056823E+002, 2.7053658E+002, 2.7053853E+002, 2.7053937E+002, 2.7053908E+002, 2.7054138E+002, 2.7054032E+002, 2.7054059E+002, 2.7050375E+002
 2.1600002E+003, 2.7066148E+002, 2.7072727E+002, 2.7069551E+002, 2.7069718E+002, 2.7069825E+002, 2.7069742E+002, 2.7069995E+002, 2.7069871E+002, 2.7069905E+002, 2.7066217E+002
 2.1700048E+003, 2.7017377E+002, 2.7023942E+002, 2.7020771E+002, 2.7020889E+002, 2.7021022E+002, 2.7020948E+002, 2.7021188E+002, 2.7021061E+002, 2.7021096E+002, 2.7017416E+002
 2.1800011E+003, 2.7017173E+002, 2.7023769E+002, 2.7020624E+002, 2.7020684E+002, 2.7020827E+002, 2.7020779E+002, 2.7021012E+002, 2.7020908E+002, 2.7020952E+002, 2.7017234E+002
 2.1900056E+003, 2.7000819E+002, 2.7007319E+002, 2.7004225E+002, 2.7004333E+002, 2.7004440E+002, 2.7004428E+002, 2.7004637E+002, 2.7004504E+002, 2.7004567E+002, 2.7000854E+002
 2.2000019E+003, 2.7007222E+002, 2.7013720E+002, 2.7010623E+002, 2.7010785E+002, 2.7010851E+002, 2.7010811E+002, 2.7011069E+002, 2.7010981E+002, 2.7010957E+002, 2.7007264E+002
 2.2100065E+003, 2.7009885E+002, 2.7016368E+002, 2.7013277E+002, 2.7013384E+002, 2.7013525E+002, 2.7013436E+002, 2.7013719E+002, 2.7013572E+002, 2.7013640E+002, 2.7009921E+002
 2.2200028E+003, 2.7012127E+002, 2.7018557E+002, 2.7015554E+002, 2.7015639E+002, 2.7015739E+002, 2.7015710E+002, 2.7015930E+002, 2.7015823E+002, 2.7015834E+002, 2.7012146E+002
 2.2300073E+003, 2.7063691E+002, 2.7070106E+002, 2.7067099E+002, 2.7067281E+002, 2.7067383E+002, 2.7067299E+002, 2.7067548E+002, 2.7067430E+002, 2.7067474E+002, 2.7063790E+002
 2.2400036E+003, 2.7078781E+002, 2.7085237E+002, 2.7082240E+002, 2.7082336E+002, 2.7082516E+002, 2.7082442E+002, 2.7082654E+002, 2.7082568E+002, 2.7082580E+002, 2.7078892E+002
 2.2500082E+003, 2.7081843E+002, 2.7088394E+002, 2.7085322E+002, 2.7085412E+002, 2.7085515E+002, 2.7085479E+002, 2.7085716E+002, 2.7085587E+002, 2.7085644E+002, 2.7081918E+002
 2.2600045E+003, 2.7043583E+002, 2.7050171E+002, 2.7046985E+002, 2.7047102E+002, 2.7047197E+002, 2.7047148E+002, 2.7047400E+002, 2.7047291E+002, 2.7047304E+002, 2.7043633E+002
 2.2700008E+003, 2.7017395E+002, 2.7024057E+002, 2.7020849E+002, 2.7020943E+002, 2.7021074E+002, 2.7021020E+002, 2.7021238E+002, 2.7021153E+002, 2.7021178E+002, 2.7017477E+002
 2.2800053E+003, 2.7056166E+002, 2.7062817E+002, 2.7059553E+002, 2.7059679E+002, 2.7059800E+002, 2.7059779E+002, 2.7060009E+002, 2.7059878E+002, 2.7059921E+002, 2.7056234E+002
 2.2900016E+003, 2.7040591E+002, 2.7047127E+002, 2.7044008E+002, 2.7044149E+002, 2.7044221E+002, 2.7044173E+002, 2.7044423E+002, 2.7044318E+002, 2.7044324E+002, 2.7040628E+002
 2.3000062E+003, 2.7080134E+002, 2.7086560E+002, 2.7083533E+002, 2.7083681E+002, 2.7083809E+002, 2.7083748E+002, 2.7083965E+002, 2.7083850E+002, 2.7083876E+002, 2.7080176E+002
 2.3100025E+003, 2.7095947E+002, 2.7102425E+002, 2.7099412E+002, 2.7099534E+002, 2.7099642E+002, 2.7099625E+002, 2.7099836E+002, 2.7099732E+002, 2.7099747E+002, 2.7096050E+002
 2.3200070E+003, 2.7046196E+002, 2.7052740E+002, 2.7049609E+002, 2.7049717E+002, 2.7049847E+002, 2.7049804E+002, 2.7050043E+002, 2.7049909E+002, 2.7049995E+002, 2.7046267E+002
 2.3300033E+003, 2.7065533E+002, 2.7072115E+002, 2.7068952E+002, 2.7069056E+002, 2.7069176E+002, 2.7069133E+002, 2.7069363E+002, 2.7069266E+002, 2.7069289E+002, 2.7065594E+002
 2.3400079E+003, 2.7067322E+002, 2.7073916E+002, 2.7070784E+002, 2.7070870E+002, 2.7070967E+002, 2.7070922E+002, 2.7071161E+002, 2.7071074E+002, 2.7071131E+002, 2.7067383E+002
 2.3500042E+003, 2.7055809E+002, 2.7062443E+002, 2.7059219E+002, 2.7059334E+002, 2.7059444E+002, 2.7059377E+002, 2.7059635E+002, 2.7059517E+002, 2.7059574E+002, 2.7055857E+002
 2.3600005E+003, 2.7106342E+002, 2.7112708E+002, 2.7109734E+002, 2.7109886E+002, 2.7110000E+002, 2.7109932E+002, 2.7110214E+002, 2.7110062E+002, 2.7110081E+002, 2.7106400E+002
 2.3700050E+003, 2.7022575E+002, 2.7028996E+002, 2.7025948E+002, 2.7026078E+002, 2.7026164E+002, 2.7026138E+002, 2.7026369E+002, 2.7026248E+002, 2.7026292E+002, 2.7022593E+002
 2.3800013E+003, 2.7116105E+002, 2.7122554E+002, 2.7119507E+002, 2.7119637E+002, 2.7119766E+002, 2.7119710E+002, 2.7119949E+002, 2.7119832E+002, 2.7119871E+002, 2.7116168E+002
 2.3900059E+003, 2.7099520E+002, 2.7106165E+002, 2.7102907E+002, 2.7103106E+002, 2.7103169E+002, 2.7103136E+002, 2.7103366E+002, 2.7103270E+002, 2.7103270E+002, 2.7099577E+002
 2.4000022E+003, 2.7095813E+002, 2.7102409E+002, 2.7099236E+002, 2.7099365E+002, 2.7099497E+002, 2.7099386E+002, 2.7099644E+002, 2.7099530E+002, 2.7099609E+002, 2.7095849E+002
 2.4100067E+003, 2.7341314E+002, 2.7346426E+002, 2.7344727E+002, 2.7344935E+002, 2.7345023E+002, 2.7344981E+002, 2.7345205E+002, 2.7345078E+002, 2.7345134E+002, 2.7341361E+002
 2.4200030E+003, 2.8263459E+002, 2.8268995E+002, 2.8267032E+002, 2.8267132E+002, 2.8267293E+002, 2.8267203E+002, 2.8267432E+002, 2.8267344E+002, 2.8267353E+002, 2.8263492E+002
 2.4300076E+003, 2.8708130E+002, 2.8715217E+002, 2.8711795E+002, 2.8711838E+002, 2.8712000E+002, 2.8711970E+002, 2.8712188E+002, 2.8712076E+002, 2.8712116E+002, 2.8708187E+002
 2.4400039E+003, 2.8888660E+002, 2.8895499E+002, 2.8892315E+002, 2.8892437E+002, 2.8892536E+002, 2.8892544E+002, 2.8892789E+002, 2.8892640E+002, 2.8892661E+002, 2.8888715E+002
 2.4500002E+003, 2.8941852E+002, 2.8948728E+002, 2.8945549E+002, 2.8945692E+002, 2.8945758E+002, 2.8945722E+002, 2.8945996E+002, 2.8945882E+002, 2.8945876E+002, 2.8941930E+002
 2.4600047E+003, 2.8967105E+002, 2.8974327E+002, 2.8970767E+002, 2.8970910E+002, 2.8971025E+002, 2.8970949E+002, 2.8971188E+002, 2.8971104E+002, 2.8971128E+002, 2.8967171E+002
 2.4700010E+003, 2.8983736E+002, 2.8991218E+002, 2.8987414E+002, 2.8987511E+002, 2.8987616E+002, 2.8987569E+002, 2.8987802E+002, 2.8987696E+002, 2.8987720E+002, 2.8983770E+002
 2.4800056E+003, 2.8985782E+002, 2.8992883E+002, 2.8989445E+002, 2.8989563E+002, 2.8989676E+002, 2.8989615E+002, 2.8989868E+002, 2.8989761E+002, 2.8989809E+002, 2.8985829E+002
 2.4900019E+003, 2.8963960E+002, 2.8970962E+002, 2.8967607E+002, 2.8967746E+002, 2.8967837E+002, 2.8967782E+002, 2.8968041E+002, 2.8967909E+002, 2.8967939E+002, 2.8963999E+002
 2.5000065E+003, 2.8941667E+002, 2.8948599E+002, 2.8945295E+002, 2.8945384E+002, 2.8945558E+002, 2.8945485E+002, 2.8945760E+002, 2.8945626E+002, 2.8945694E+002, 2.8941687E+002
