s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,
 2.500E+002, 4.928E+001, 3.110E+001, 2.158E+001, 2.076E+001, 2.022E+001, 1.992E+001, 1.989E+001, 1.985E+001, 1.993E+001, 2.126E+001, 3.935E+001, 3.849E+001, 2.858E+001, 2.067E+001, 1.965E+001, 1.944E+001, 1.920E+001, 1.921E+001, 1.911E+001, 1.909E+001, 2.116E+001, 4.065E+001, 4.893E+001, 3.605E+001, 2.095E+001, 1.947E+001, 1.906E+001, 1.880E+001, 1.879E+001, 1.883E+001, 1.894E+001, 4.170E+001, 1.383E+002, 1.221E+002, 1.125E+002, 1.015E+002, 9.682E+001, 9.576E+001, 1.013E+002, 1.046E+002, 1.103E+002, 1.182E+002, 6.435E+001, 6.574E+001, 6.880E+001, 6.936E+001, 6.923E+001, 7.040E+001, 7.200E+001, 6.870E+001, 6.760E+001, 5.936E+001, 4.171E+001, 8.698E+001, 8.494E+001, 6.151E+001, 4.456E+001, 9.295E+001, 9.627E+001, 6.043E+001, 4.369E+001, 6.855E+001, 8.723E+001, 1.205E+002, 7.481E+001, 4.910E+001, 4.825E+001, 5.432E+001, 6.095E+001, 6.298E+001, 5.823E+001, 6.537E+001, 6.108E+001, 5.791E+001, 4.621E+001, 8.013E+001, 5.982E+001, 7.694E+001, 9.527E+001, 9.752E+001, 9.103E+001, 6.294E+001, 4.694E+001, 5.796E+001, 7.269E+001, 8.324E+001, 8.120E+001, 7.454E+001, 6.141E+001, 5.280E+001, 4.600E+001, 6.226E+001, 6.629E+001, 6.435E+001, 6.402E+001, 5.328E+001, 4.997E+001, 2.075E-001, 3.929E-004, 2.038E-008, 1.968E-001, 4.331E-003, 1.238E-005, 6.000E+000
 2.600E+002, 4.791E+001, 3.581E+001, 2.173E+001, 2.022E+001, 2.002E+001, 1.995E+001, 1.995E+001, 2.013E+001, 2.036E+001, 2.146E+001, 4.177E+001, 4.612E+001, 3.276E+001, 2.221E+001, 1.958E+001, 1.928E+001, 1.917E+001, 1.914E+001, 1.910E+001, 1.918E+001, 2.134E+001, 4.159E+001, 5.188E+001, 3.962E+001, 2.143E+001, 1.905E+001, 1.889E+001, 1.879E+001, 1.883E+001, 1.893E+001, 1.898E+001, 4.265E+001, 1.513E+002, 1.653E+002, 1.513E+002, 1.393E+002, 1.452E+002, 1.614E+002, 1.812E+002, 1.919E+002, 2.173E+002, 2.466E+002, 6.889E+001, 6.935E+001, 7.105E+001, 7.152E+001, 7.272E+001, 7.400E+001, 7.580E+001, 6.950E+001, 6.836E+001, 6.310E+001, 5.065E+001, 8.834E+001, 8.362E+001, 7.308E+001, 5.676E+001, 9.918E+001, 1.029E+002, 8.019E+001, 5.723E+001, 6.994E+001, 8.697E+001, 1.158E+002, 9.131E+001, 6.835E+001, 5.765E+001, 5.517E+001, 5.946E+001, 5.908E+001, 6.063E+001, 7.177E+001, 6.281E+001, 6.010E+001, 5.647E+001, 9.242E+001, 6.526E+001, 8.823E+001, 1.198E+002, 9.293E+001, 9.276E+001, 6.316E+001, 4.661E+001, 7.195E+001, 8.151E+001, 9.064E+001, 7.720E+001, 6.082E+001, 4.991E+001, 4.252E+001, 6.031E+001, 6.368E+001, 6.605E+001, 5.871E+001, 6.012E+001, 4.528E+001, 4.055E+001, 2.070E-001, 4.250E-004, 1.238E-007, 1.960E-001, 4.710E-003, 1.357E-005, 6.000E+000
 2.700E+002, 5.235E+001, 3.918E+001, 2.191E+001, 2.002E+001, 1.989E+001, 1.985E+001, 1.986E+001, 1.993E+001, 2.005E+001, 2.165E+001, 4.374E+001, 5.795E+001, 4.438E+001, 2.200E+001, 1.936E+001, 1.908E+001, 1.913E+001, 1.913E+001, 1.915E+001, 1.916E+001, 2.152E+001, 4.175E+001, 5.343E+001, 4.328E+001, 2.244E+001, 1.892E+001, 1.872E+001, 1.867E+001, 1.867E+001, 1.869E+001, 1.869E+001, 4.352E+001, 1.556E+002, 1.854E+002, 1.748E+002, 1.704E+002, 1.764E+002, 1.882E+002, 2.101E+002, 2.229E+002, 2.528E+002, 2.877E+002, 7.176E+001, 7.110E+001, 7.133E+001, 7.251E+001, 7.319E+001, 7.307E+001, 7.207E+001, 6.909E+001, 6.914E+001, 6.563E+001, 6.015E+001, 8.517E+001, 8.492E+001, 7.636E+001, 5.976E+001, 9.261E+001, 1.007E+002, 7.226E+001, 5.539E+001, 6.731E+001, 8.426E+001, 1.113E+002, 8.161E+001, 6.085E+001, 6.242E+001, 5.325E+001, 5.740E+001, 5.865E+001, 5.931E+001, 6.906E+001, 5.700E+001, 6.397E+001, 5.873E+001, 9.413E+001, 7.285E+001, 9.608E+001, 1.296E+002, 9.690E+001, 8.021E+001, 5.594E+001, 4.640E+001, 8.010E+001, 8.406E+001, 9.696E+001, 9.097E+001, 6.096E+001, 4.609E+001, 4.205E+001, 5.884E+001, 6.237E+001, 7.199E+001, 6.542E+001, 5.901E+001, 4.307E+001, 3.566E+001, 2.070E-001, 4.398E-004, 1.699E-007, 1.940E-001, 5.427E-003, 1.582E-005, 6.000E+000
 2.800E+002, 4.895E+001, 3.992E+001, 2.309E+001, 1.996E+001, 1.959E+001, 1.951E+001, 1.948E+001, 1.948E+001, 1.947E+001, 2.183E+001, 4.148E+001, 5.097E+001, 4.054E+001, 2.211E+001, 1.941E+001, 1.901E+001, 1.896E+001, 1.895E+001, 1.904E+001, 1.907E+001, 2.169E+001, 4.060E+001, 5.066E+001, 4.189E+001, 2.273E+001, 1.909E+001, 1.884E+001, 1.892E+001, 1.892E+001, 1.893E+001, 1.892E+001, 4.430E+001, 1.417E+002, 1.351E+002, 1.171E+002, 9.915E+001, 8.980E+001, 9.241E+001, 1.016E+002, 1.048E+002, 1.126E+002, 1.252E+002, 6.460E+001, 6.570E+001, 6.597E+001, 6.581E+001, 6.635E+001, 6.712E+001, 6.679E+001, 6.635E+001, 6.230E+001, 5.989E+001, 5.453E+001, 7.824E+001, 7.165E+001, 5.987E+001, 4.819E+001, 7.157E+001, 8.247E+001, 5.893E+001, 4.593E+001, 6.127E+001, 7.317E+001, 9.115E+001, 6.776E+001, 5.075E+001, 5.829E+001, 6.166E+001, 6.018E+001, 6.507E+001, 6.456E+001, 7.599E+001, 6.524E+001, 6.689E+001, 5.804E+001, 9.114E+001, 6.746E+001, 8.556E+001, 1.218E+002, 1.004E+002, 8.450E+001, 6.203E+001, 4.418E+001, 6.436E+001, 7.690E+001, 1.051E+002, 1.023E+002, 7.736E+001, 5.985E+001, 4.840E+001, 5.487E+001, 6.606E+001, 7.567E+001, 7.925E+001, 6.444E+001, 5.502E+001, 4.580E+001, 2.068E-001, 4.376E-004, 1.646E-007, 1.968E-001, 4.012E-003, 1.138E-005, 6.000E+000
 2.900E+002, 4.690E+001, 3.714E+001, 2.177E+001, 1.979E+001, 1.954E+001, 1.953E+001, 1.952E+001, 1.949E+001, 1.943E+001, 2.200E+001, 3.952E+001, 4.331E+001, 3.504E+001, 2.288E+001, 2.011E+001, 1.930E+001, 1.905E+001, 1.899E+001, 1.892E+001, 1.887E+001, 2.186E+001, 3.939E+001, 4.642E+001, 3.724E+001, 2.103E+001, 1.924E+001, 1.899E+001, 1.899E+001, 1.899E+001, 1.899E+001, 1.894E+001, 4.499E+001, 1.366E+002, 1.249E+002, 1.074E+002, 8.305E+001, 7.730E+001, 7.416E+001, 7.497E+001, 7.450E+001, 7.859E+001, 8.456E+001, 5.871E+001, 5.970E+001, 5.967E+001, 5.959E+001, 5.982E+001, 6.002E+001, 5.998E+001, 5.743E+001, 5.546E+001, 5.533E+001, 4.605E+001, 6.986E+001, 6.518E+001, 5.365E+001, 4.590E+001, 7.048E+001, 7.864E+001, 6.167E+001, 4.896E+001, 5.534E+001, 6.892E+001, 9.209E+001, 6.803E+001, 5.390E+001, 5.175E+001, 5.850E+001, 5.787E+001, 5.554E+001, 6.471E+001, 7.714E+001, 5.424E+001, 6.331E+001, 5.759E+001, 8.872E+001, 6.037E+001, 7.836E+001, 1.075E+002, 9.325E+001, 8.881E+001, 6.759E+001, 5.483E+001, 6.182E+001, 7.328E+001, 8.528E+001, 9.647E+001, 7.994E+001, 6.814E+001, 5.475E+001, 5.868E+001, 6.220E+001, 6.587E+001, 7.584E+001, 7.257E+001, 5.980E+001, 5.462E+001, 2.069E-001, 3.960E-004, 3.370E-008, 1.980E-001, 3.834E-003, 1.082E-005, 6.000E+000
 3.000E+002, 4.605E+001, 3.490E+001, 2.339E+001, 2.059E+001, 2.029E+001, 2.021E+001, 2.003E+001, 1.966E+001, 1.955E+001, 2.217E+001, 4.161E+001, 5.003E+001, 4.098E+001, 2.355E+001, 2.093E+001, 1.994E+001, 1.947E+001, 1.926E+001, 1.904E+001, 1.904E+001, 2.202E+001, 4.269E+001, 5.229E+001, 3.894E+001, 2.134E+001, 1.952E+001, 1.937E+001, 1.923E+001, 1.915E+001, 1.913E+001, 1.907E+001, 4.562E+001, 1.472E+002, 1.453E+002, 1.268E+002, 1.045E+002, 1.003E+002, 1.036E+002, 1.096E+002, 1.163E+002, 1.385E+002, 1.655E+002, 6.132E+001, 6.197E+001, 6.257E+001, 6.335E+001, 6.464E+001, 6.517E+001, 6.640E+001, 7.415E+001, 7.001E+001, 5.684E+001, 5.198E+001, 1.028E+002, 7.514E+001, 6.532E+001, 5.129E+001, 9.900E+001, 8.389E+001, 6.491E+001, 5.570E+001, 7.691E+001, 8.936E+001, 1.023E+002, 7.480E+001, 6.042E+001, 5.362E+001, 5.921E+001, 6.703E+001, 6.795E+001, 6.593E+001, 8.583E+001, 7.436E+001, 6.390E+001, 5.525E+001, 1.190E+002, 5.967E+001, 8.144E+001, 9.350E+001, 8.833E+001, 9.441E+001, 6.902E+001, 5.596E+001, 6.080E+001, 7.240E+001, 7.992E+001, 8.028E+001, 7.680E+001, 6.933E+001, 5.806E+001, 5.431E+001, 5.969E+001, 6.060E+001, 6.203E+001, 6.683E+001, 5.915E+001, 5.563E+001, 2.071E-001, 3.962E-004, 3.314E-008, 1.974E-001, 4.087E-003, 1.162E-005, 6.000E+000
 3.100E+002, 4.988E+001, 3.701E+001, 2.297E+001, 2.082E+001, 2.038E+001, 2.008E+001, 1.979E+001, 1.954E+001, 1.960E+001, 2.234E+001, 4.227E+001, 5.213E+001, 4.352E+001, 2.267E+001, 2.016E+001, 1.952E+001, 1.931E+001, 1.922E+001, 1.918E+001, 1.920E+001, 2.218E+001, 4.320E+001, 5.498E+001, 4.192E+001, 2.173E+001, 1.961E+001, 1.940E+001, 1.923E+001, 1.922E+001, 1.935E+001, 1.938E+001, 4.617E+001, 1.567E+002, 1.871E+002, 1.789E+002, 1.785E+002, 1.899E+002, 2.095E+002, 2.347E+002, 2.495E+002, 2.870E+002, 3.351E+002, 7.126E+001, 7.126E+001, 7.205E+001, 7.296E+001, 7.388E+001, 7.429E+001, 7.321E+001, 7.212E+001, 7.351E+001, 6.366E+001, 5.594E+001, 1.031E+002, 8.779E+001, 6.718E+001, 5.152E+001, 1.023E+002, 8.995E+001, 6.284E+001, 4.722E+001, 8.020E+001, 9.239E+001, 1.091E+002, 7.392E+001, 5.423E+001, 6.145E+001, 5.811E+001, 6.361E+001, 6.299E+001, 5.984E+001, 6.803E+001, 6.459E+001, 7.020E+001, 6.103E+001, 1.080E+002, 6.295E+001, 9.146E+001, 1.029E+002, 8.763E+001, 7.903E+001, 5.287E+001, 4.467E+001, 6.797E+001, 7.713E+001, 9.171E+001, 8.188E+001, 7.644E+001, 5.553E+001, 4.754E+001, 6.024E+001, 6.466E+001, 6.778E+001, 6.529E+001, 6.564E+001, 5.874E+001, 4.795E+001, 2.075E-001, 3.908E-004, 1.374E-008, 1.941E-001, 5.414E-003, 1.578E-005, 6.000E+000
 3.200E+002, 4.919E+001, 3.702E+001, 2.440E+001, 2.153E+001, 2.126E+001, 2.089E+001, 2.076E+001, 2.048E+001, 2.016E+001, 2.250E+001, 4.290E+001, 5.023E+001, 3.981E+001, 2.512E+001, 2.005E+001, 1.955E+001, 1.942E+001, 1.936E+001, 1.932E+001, 1.928E+001, 2.234E+001, 4.279E+001, 5.339E+001, 4.059E+001, 2.115E+001, 1.956E+001, 1.944E+001, 1.943E+001, 1.948E+001, 1.948E+001, 1.943E+001, 4.666E+001, 1.582E+002, 1.709E+002, 1.544E+002, 1.395E+002, 1.377E+002, 1.438E+002, 1.557E+002, 1.645E+002, 1.863E+002, 2.056E+002, 7.152E+001, 7.118E+001, 7.028E+001, 7.024E+001, 7.011E+001, 7.014E+001, 7.011E+001, 6.547E+001, 6.860E+001, 6.307E+001, 5.554E+001, 8.508E+001, 7.998E+001, 6.867E+001, 5.397E+001, 1.033E+002, 1.002E+002, 7.584E+001, 5.638E+001, 6.861E+001, 8.252E+001, 1.227E+002, 8.775E+001, 6.458E+001, 6.165E+001, 5.608E+001, 5.679E+001, 6.137E+001, 5.866E+001, 6.998E+001, 5.887E+001, 6.624E+001, 6.113E+001, 1.023E+002, 7.176E+001, 9.540E+001, 1.181E+002, 1.038E+002, 1.010E+002, 6.634E+001, 5.528E+001, 7.197E+001, 8.245E+001, 8.782E+001, 8.409E+001, 8.058E+001, 6.612E+001, 5.353E+001, 6.344E+001, 6.910E+001, 6.377E+001, 6.640E+001, 6.313E+001, 5.800E+001, 5.216E+001, 2.078E-001, 3.869E-004, 4.579E-011, 1.970E-001, 4.369E-003, 1.250E-005, 6.000E+000
 3.300E+002, 4.447E+001, 3.051E+001, 2.300E+001, 2.198E+001, 2.081E+001, 2.031E+001, 2.019E+001, 1.999E+001, 1.993E+001, 2.265E+001, 4.356E+001, 4.705E+001, 3.312E+001, 2.303E+001, 2.143E+001, 1.993E+001, 1.944E+001, 1.935E+001, 1.930E+001, 1.925E+001, 2.249E+001, 4.228E+001, 4.735E+001, 3.697E+001, 2.248E+001, 1.993E+001, 1.957E+001, 1.945E+001, 1.938E+001, 1.925E+001, 1.928E+001, 4.709E+001, 1.491E+002, 1.539E+002, 1.369E+002, 1.212E+002, 1.223E+002, 1.326E+002, 1.505E+002, 1.612E+002, 1.857E+002, 2.205E+002, 6.724E+001, 6.778E+001, 6.825E+001, 6.844E+001, 6.836E+001, 6.875E+001, 7.050E+001, 6.830E+001, 6.598E+001, 5.932E+001, 5.289E+001, 8.806E+001, 8.116E+001, 7.177E+001, 5.502E+001, 1.009E+002, 9.949E+001, 7.451E+001, 5.522E+001, 6.899E+001, 8.676E+001, 1.243E+002, 8.511E+001, 6.463E+001, 5.728E+001, 5.596E+001, 6.444E+001, 6.763E+001, 5.864E+001, 7.015E+001, 7.200E+001, 6.398E+001, 5.204E+001, 9.178E+001, 6.657E+001, 8.357E+001, 9.649E+001, 9.412E+001, 1.009E+002, 7.795E+001, 6.288E+001, 6.535E+001, 7.316E+001, 7.963E+001, 8.038E+001, 8.078E+001, 6.916E+001, 5.917E+001, 5.899E+001, 6.100E+001, 6.043E+001, 6.239E+001, 6.498E+001, 5.874E+001, 5.103E+001, 2.078E-001, 3.868E-004, 8.819E-015, 1.970E-001, 4.158E-003, 1.184E-005, 6.000E+000
 3.400E+002, 4.187E+001, 2.973E+001, 2.184E+001, 2.067E+001, 2.001E+001, 1.973E+001, 1.964E+001, 1.956E+001, 1.958E+001, 2.280E+001, 4.283E+001, 4.667E+001, 3.153E+001, 2.089E+001, 1.996E+001, 1.939E+001, 1.916E+001, 1.912E+001, 1.906E+001, 1.909E+001, 2.264E+001, 4.208E+001, 4.795E+001, 3.585E+001, 2.127E+001, 1.982E+001, 1.948E+001, 1.944E+001, 1.921E+001, 1.893E+001, 1.888E+001, 4.749E+001, 1.528E+002, 1.648E+002, 1.489E+002, 1.374E+002, 1.377E+002, 1.437E+002, 1.547E+002, 1.625E+002, 1.786E+002, 1.939E+002, 6.375E+001, 6.297E+001, 6.312E+001, 6.382E+001, 6.477E+001, 6.533E+001, 6.761E+001, 6.976E+001, 6.579E+001, 5.672E+001, 5.249E+001, 9.090E+001, 7.911E+001, 6.811E+001, 5.810E+001, 1.036E+002, 9.530E+001, 7.210E+001, 5.455E+001, 6.847E+001, 8.847E+001, 1.177E+002, 8.139E+001, 6.246E+001, 5.530E+001, 5.860E+001, 6.778E+001, 6.754E+001, 5.985E+001, 7.228E+001, 6.699E+001, 5.876E+001, 5.599E+001, 9.357E+001, 6.024E+001, 8.266E+001, 1.103E+002, 1.047E+002, 9.839E+001, 7.272E+001, 5.531E+001, 6.444E+001, 7.754E+001, 9.036E+001, 9.439E+001, 8.942E+001, 6.958E+001, 5.553E+001, 5.762E+001, 6.484E+001, 7.143E+001, 6.947E+001, 7.106E+001, 6.464E+001, 5.395E+001, 2.078E-001, 3.868E-004, 1.650E-015, 1.981E-001, 3.672E-003, 1.031E-005, 6.000E+000
 3.500E+002, 4.448E+001, 3.338E+001, 2.120E+001, 2.002E+001, 1.971E+001, 1.952E+001, 1.951E+001, 1.948E+001, 1.945E+001, 2.295E+001, 4.215E+001, 4.882E+001, 3.511E+001, 2.021E+001, 1.937E+001, 1.903E+001, 1.895E+001, 1.891E+001, 1.885E+001, 1.889E+001, 2.279E+001, 4.107E+001, 4.537E+001, 3.439E+001, 2.112E+001, 1.983E+001, 1.940E+001, 1.903E+001, 1.887E+001, 1.873E+001, 1.871E+001, 4.787E+001, 1.463E+002, 1.399E+002, 1.224E+002, 1.074E+002, 1.084E+002, 1.121E+002, 1.210E+002, 1.296E+002, 1.474E+002, 1.693E+002, 6.365E+001, 6.370E+001, 6.341E+001, 6.379E+001, 6.483E+001, 6.515E+001, 6.621E+001, 6.305E+001, 6.055E+001, 5.749E+001, 5.452E+001, 8.252E+001, 7.606E+001, 6.559E+001, 5.768E+001, 8.334E+001, 8.391E+001, 6.791E+001, 5.523E+001, 6.078E+001, 7.982E+001, 9.379E+001, 7.786E+001, 6.048E+001, 5.710E+001, 5.503E+001, 6.161E+001, 6.240E+001, 6.156E+001, 7.494E+001, 6.447E+001, 6.506E+001, 6.412E+001, 9.689E+001, 7.062E+001, 9.685E+001, 1.117E+002, 9.203E+001, 8.152E+001, 6.773E+001, 5.565E+001, 6.980E+001, 8.021E+001, 8.619E+001, 8.118E+001, 7.066E+001, 5.994E+001, 5.300E+001, 6.128E+001, 7.137E+001, 6.376E+001, 6.250E+001, 5.823E+001, 5.377E+001, 4.822E+001, 2.078E-001, 3.868E-004, 4.054E-018, 1.968E-001, 4.234E-003, 1.208E-005, 6.000E+000
 3.600E+002, 4.113E+001, 3.269E+001, 2.116E+001, 1.978E+001, 1.959E+001, 1.947E+001, 1.947E+001, 1.945E+001, 1.949E+001, 2.309E+001, 4.084E+001, 4.480E+001, 3.398E+001, 2.027E+001, 1.917E+001, 1.890E+001, 1.891E+001, 1.889E+001, 1.886E+001, 1.890E+001, 2.293E+001, 4.082E+001, 4.655E+001, 3.421E+001, 2.030E+001, 1.952E+001, 1.927E+001, 1.902E+001, 1.903E+001, 1.899E+001, 1.894E+001, 4.822E+001, 1.359E+002, 1.244E+002, 1.157E+002, 1.106E+002, 1.133E+002, 1.195E+002, 1.310E+002, 1.401E+002, 1.651E+002, 1.835E+002, 5.900E+001, 5.844E+001, 5.860E+001, 5.919E+001, 5.986E+001, 6.006E+001, 6.102E+001, 5.832E+001, 6.207E+001, 5.230E+001, 4.865E+001, 7.605E+001, 6.821E+001, 5.790E+001, 5.681E+001, 7.343E+001, 7.722E+001, 6.350E+001, 5.489E+001, 5.855E+001, 7.260E+001, 8.916E+001, 7.020E+001, 5.958E+001, 5.382E+001, 6.100E+001, 6.015E+001, 6.273E+001, 6.654E+001, 8.185E+001, 5.814E+001, 6.670E+001, 6.636E+001, 9.473E+001, 6.684E+001, 8.905E+001, 1.091E+002, 9.007E+001, 7.885E+001, 6.144E+001, 5.229E+001, 6.500E+001, 7.033E+001, 8.546E+001, 8.735E+001, 7.701E+001, 6.073E+001, 5.197E+001, 5.482E+001, 5.593E+001, 6.182E+001, 5.865E+001, 6.199E+001, 5.486E+001, 5.195E+001, 2.078E-001, 3.868E-004, 6.838E-020, 1.982E-001, 3.871E-003, 1.094E-005, 6.000E+000
 3.700E+002, 4.326E+001, 3.342E+001, 2.085E+001, 1.978E+001, 1.971E+001, 1.954E+001, 1.955E+001, 1.952E+001, 1.956E+001, 2.323E+001, 4.037E+001, 4.465E+001, 3.295E+001, 2.078E+001, 1.913E+001, 1.901E+001, 1.896E+001, 1.895E+001, 1.895E+001, 1.896E+001, 2.307E+001, 3.935E+001, 4.246E+001, 3.181E+001, 2.051E+001, 1.921E+001, 1.893E+001, 1.877E+001, 1.879E+001, 1.888E+001, 1.884E+001, 4.855E+001, 1.385E+002, 1.333E+002, 1.237E+002, 1.177E+002, 1.213E+002, 1.290E+002, 1.364E+002, 1.416E+002, 1.547E+002, 1.721E+002, 5.024E+001, 5.025E+001, 5.101E+001, 5.150E+001, 5.248E+001, 5.310E+001, 5.366E+001, 5.489E+001, 5.461E+001, 4.854E+001, 4.777E+001, 6.812E+001, 6.192E+001, 5.607E+001, 5.004E+001, 7.498E+001, 7.819E+001, 6.513E+001, 5.480E+001, 5.302E+001, 6.689E+001, 9.015E+001, 7.075E+001, 6.038E+001, 4.960E+001, 6.024E+001, 6.192E+001, 6.402E+001, 7.030E+001, 7.755E+001, 6.033E+001, 7.282E+001, 6.674E+001, 9.409E+001, 6.736E+001, 8.257E+001, 1.123E+002, 9.869E+001, 8.682E+001, 6.660E+001, 5.310E+001, 6.035E+001, 7.136E+001, 8.328E+001, 8.991E+001, 7.991E+001, 6.544E+001, 5.368E+001, 5.608E+001, 6.583E+001, 5.920E+001, 6.706E+001, 6.807E+001, 5.892E+001, 5.195E+001, 2.078E-001, 3.868E-004, 1.608E-017, 1.971E-001, 4.380E-003, 1.253E-005, 6.000E+000
 3.800E+002, 4.595E+001, 3.302E+001, 2.151E+001, 2.031E+001, 2.015E+001, 2.004E+001, 1.991E+001, 1.984E+001, 1.983E+001, 2.336E+001, 4.201E+001, 4.997E+001, 3.756E+001, 2.095E+001, 1.943E+001, 1.930E+001, 1.923E+001, 1.918E+001, 1.912E+001, 1.914E+001, 2.321E+001, 4.111E+001, 4.776E+001, 3.663E+001, 2.104E+001, 1.942E+001, 1.899E+001, 1.897E+001, 1.899E+001, 1.904E+001, 1.898E+001, 4.885E+001, 1.394E+002, 1.395E+002, 1.264E+002, 1.156E+002, 1.138E+002, 1.165E+002, 1.225E+002, 1.286E+002, 1.419E+002, 1.573E+002, 6.076E+001, 6.061E+001, 6.173E+001, 6.227E+001, 6.301E+001, 6.430E+001, 6.608E+001, 6.196E+001, 6.248E+001, 5.694E+001, 5.015E+001, 8.130E+001, 7.430E+001, 6.063E+001, 5.613E+001, 9.264E+001, 9.245E+001, 7.505E+001, 6.203E+001, 6.744E+001, 8.365E+001, 1.097E+002, 7.976E+001, 6.994E+001, 5.465E+001, 5.725E+001, 5.856E+001, 6.009E+001, 6.207E+001, 6.955E+001, 6.704E+001, 5.761E+001, 5.208E+001, 8.617E+001, 6.742E+001, 8.280E+001, 9.799E+001, 9.477E+001, 9.329E+001, 7.032E+001, 5.641E+001, 6.190E+001, 7.168E+001, 8.946E+001, 8.993E+001, 7.967E+001, 6.581E+001, 5.101E+001, 5.502E+001, 6.071E+001, 6.681E+001, 6.964E+001, 6.091E+001, 5.933E+001, 5.181E+001, 2.078E-001, 3.868E-004, 1.290E-017, 1.977E-001, 4.237E-003, 1.208E-005, 6.000E+000
 3.900E+002, 4.353E+001, 3.302E+001, 2.241E+001, 2.061E+001, 2.029E+001, 2.010E+001, 2.000E+001, 1.994E+001, 1.998E+001, 2.349E+001, 4.169E+001, 4.629E+001, 3.669E+001, 2.114E+001, 1.959E+001, 1.941E+001, 1.928E+001, 1.922E+001, 1.915E+001, 1.913E+001, 2.334E+001, 4.114E+001, 4.580E+001, 3.469E+001, 2.075E+001, 1.966E+001, 1.925E+001, 1.912E+001, 1.911E+001, 1.895E+001, 1.889E+001, 4.912E+001, 1.328E+002, 1.250E+002, 1.099E+002, 9.335E+001, 8.656E+001, 8.260E+001, 8.528E+001, 9.050E+001, 9.995E+001, 1.108E+002, 6.095E+001, 6.076E+001, 6.108E+001, 6.112E+001, 6.186E+001, 6.311E+001, 6.511E+001, 7.311E+001, 6.046E+001, 5.479E+001, 4.921E+001, 9.641E+001, 7.527E+001, 5.903E+001, 4.936E+001, 8.958E+001, 7.557E+001, 5.389E+001, 4.713E+001, 6.404E+001, 8.636E+001, 9.666E+001, 6.040E+001, 5.008E+001, 5.417E+001, 5.985E+001, 6.705E+001, 7.218E+001, 6.292E+001, 7.752E+001, 7.859E+001, 5.936E+001, 5.266E+001, 9.826E+001, 5.837E+001, 7.322E+001, 7.818E+001, 7.801E+001, 7.496E+001, 6.118E+001, 5.230E+001, 5.631E+001, 7.036E+001, 8.258E+001, 8.863E+001, 7.075E+001, 5.575E+001, 5.092E+001, 5.302E+001, 6.439E+001, 6.946E+001, 7.023E+001, 6.448E+001, 5.572E+001, 4.400E+001, 2.078E-001, 3.868E-004, 4.257E-021, 2.003E-001, 2.964E-003, 8.090E-006, 6.000E+000
 4.000E+002, 3.376E+001, 2.549E+001, 2.115E+001, 2.038E+001, 2.008E+001, 1.997E+001, 1.994E+001, 1.982E+001, 1.980E+001, 2.361E+001, 4.172E+001, 4.336E+001, 3.269E+001, 2.106E+001, 1.961E+001, 1.940E+001, 1.922E+001, 1.916E+001, 1.910E+001, 1.910E+001, 2.346E+001, 4.101E+001, 4.129E+001, 3.069E+001, 2.062E+001, 1.985E+001, 1.941E+001, 1.904E+001, 1.894E+001, 1.883E+001, 1.884E+001, 4.935E+001, 1.297E+002, 1.124E+002, 9.537E+001, 7.848E+001, 7.113E+001, 7.074E+001, 7.532E+001, 8.028E+001, 9.362E+001, 1.093E+002, 5.431E+001, 5.305E+001, 5.373E+001, 5.499E+001, 5.755E+001, 5.959E+001, 6.278E+001, 7.129E+001, 5.945E+001, 4.734E+001, 4.613E+001, 1.019E+002, 7.398E+001, 5.766E+001, 5.000E+001, 8.628E+001, 7.629E+001, 5.653E+001, 4.804E+001, 6.663E+001, 8.800E+001, 1.024E+002, 6.339E+001, 5.185E+001, 4.873E+001, 6.162E+001, 7.796E+001, 7.797E+001, 6.426E+001, 7.837E+001, 8.514E+001, 6.260E+001, 5.003E+001, 9.442E+001, 5.622E+001, 6.845E+001, 7.202E+001, 7.486E+001, 8.073E+001, 6.016E+001, 5.080E+001, 5.779E+001, 6.379E+001, 7.035E+001, 7.706E+001, 7.248E+001, 5.662E+001, 4.738E+001, 4.995E+001, 5.716E+001, 6.414E+001, 6.397E+001, 6.692E+001, 5.537E+001, 4.506E+001, 2.078E-001, 3.868E-004, 4.123E-020, 2.016E-001, 2.521E-003, 6.699E-006, 6.000E+000
