s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol
 4.950E+02, 8.183E+02, 6.737E+02, 9.510E+02, 7.410E+02, 8.206E+02, 8.215E+02, 6.779E+02, 9.574E+02, 7.381E+02, 8.430E+02, 6.751E+01, 2.506E+01, 2.057E+01, 5.322E+01, 2.331E+01, 2.036E+01, 8.159E+02, 6.704E+02, 9.429E+02, 7.362E+02, 8.041E+02, 8.235E+02, 8.288E+02, 9.509E+02, 9.442E+02, 8.677E+02, 6.977E+02, 7.000E+02, 7.513E+02, 7.585E+02, 8.130E+02, 7.503E+02, 6.719E+02, 9.565E+02, 9.481E+02, 7.466E+02, 7.479E+02, 9.534E+02, 1.005E+03, 9.507E+02, 8.402E+02, 7.467E+02, 4.201E+02, 3.112E+02, 3.187E+02, 1.763E-03, 9.636E-04, 3.457E-02, 1.960E-01
 5.100E+02, 8.303E+02, 6.743E+02, 9.800E+02, 7.446E+02, 8.118E+02, 8.399E+02, 6.786E+02, 9.935E+02, 7.430E+02, 8.178E+02, 7.076E+01, 2.561E+01, 2.066E+01, 5.579E+01, 2.370E+01, 2.041E+01, 8.255E+02, 6.711E+02, 9.651E+02, 7.392E+02, 8.005E+02, 8.327E+02, 8.443E+02, 9.580E+02, 9.813E+02, 9.021E+02, 7.008E+02, 7.023E+02, 7.575E+02, 7.621E+02, 8.171E+02, 7.438E+02, 6.716E+02, 9.717E+02, 9.819E+02, 7.450E+02, 7.514E+02, 1.008E+03, 1.065E+03, 9.722E+02, 8.633E+02, 8.203E+02, 4.606E+02, 3.181E+02, 3.229E+02, 2.323E-03, 8.296E-03, 1.166E-02, 2.046E-01
 5.250E+02, 8.256E+02, 6.750E+02, 9.656E+02, 7.421E+02, 8.001E+02, 8.238E+02, 6.779E+02, 9.565E+02, 7.382E+02, 8.061E+02, 7.405E+01, 2.619E+01, 2.075E+01, 5.843E+01, 2.412E+01, 2.047E+01, 8.259E+02, 6.739E+02, 9.475E+02, 7.373E+02, 7.926E+02, 8.325E+02, 8.362E+02, 9.440E+02, 9.562E+02, 8.617E+02, 7.035E+02, 7.052E+02, 7.535E+02, 7.596E+02, 8.260E+02, 7.549E+02, 6.723E+02, 9.572E+02, 9.751E+02, 7.423E+02, 7.497E+02, 1.004E+03, 1.068E+03, 1.005E+03, 8.067E+02, 7.030E+02, 4.455E+02, 3.163E+02, 3.191E+02, 2.197E-03, 3.517E-03, 5.112E-02, 2.056E-01
 5.400E+02, 8.261E+02, 6.801E+02, 9.670E+02, 7.467E+02, 8.101E+02, 8.379E+02, 6.909E+02, 9.826E+02, 7.558E+02, 8.390E+02, 7.738E+01, 2.681E+01, 2.085E+01, 6.112E+01, 2.457E+01, 2.054E+01, 8.216E+02, 6.812E+02, 9.564E+02, 7.427E+02, 8.017E+02, 8.229E+02, 8.286E+02, 9.714E+02, 9.745E+02, 8.748E+02, 7.084E+02, 7.090E+02, 7.590E+02, 7.640E+02, 8.230E+02, 7.556E+02, 6.769E+02, 9.809E+02, 9.818E+02, 7.599E+02, 7.625E+02, 1.007E+03, 1.066E+03, 9.818E+02, 8.584E+02, 7.554E+02, 4.545E+02, 3.222E+02, 3.247E+02, 5.336E-04, 8.812E-03, 2.617E-02, 1.865E-01
 5.550E+02, 8.287E+02, 6.860E+02, 9.861E+02, 7.535E+02, 8.183E+02, 8.323E+02, 6.919E+02, 9.921E+02, 7.522E+02, 8.327E+02, 8.074E+01, 2.745E+01, 2.096E+01, 6.385E+01, 2.504E+01, 2.062E+01, 8.276E+02, 6.851E+02, 9.454E+02, 7.486E+02, 8.035E+02, 8.380E+02, 8.408E+02, 9.541E+02, 9.827E+02, 8.817E+02, 7.109E+02, 7.130E+02, 7.636E+02, 7.715E+02, 8.192E+02, 7.565E+02, 6.834E+02, 9.611E+02, 9.882E+02, 7.537E+02, 7.624E+02, 9.807E+02, 1.033E+03, 9.860E+02, 8.544E+02, 8.114E+02, 4.463E+02, 3.290E+02, 3.330E+02, 1.837E-03, 1.413E-02, 4.394E-02, 2.023E-01
 5.700E+02, 8.266E+02, 6.871E+02, 9.880E+02, 7.524E+02, 8.183E+02, 8.290E+02, 6.913E+02, 9.888E+02, 7.554E+02, 8.375E+02, 8.413E+01, 2.812E+01, 2.107E+01, 6.663E+01, 2.553E+01, 2.070E+01, 8.257E+02, 6.873E+02, 9.350E+02, 7.471E+02, 7.964E+02, 8.374E+02, 8.411E+02, 9.509E+02, 9.742E+02, 8.790E+02, 7.132E+02, 7.141E+02, 7.614E+02, 7.709E+02, 8.229E+02, 7.596E+02, 6.860E+02, 9.782E+02, 9.859E+02, 7.578E+02, 7.662E+02, 1.023E+03, 1.079E+03, 9.672E+02, 8.892E+02, 7.442E+02, 4.446E+02, 3.252E+02, 3.259E+02, 1.258E-03, 5.605E-03, 3.390E-02, 2.035E-01
 5.850E+02, 8.257E+02, 6.885E+02, 9.946E+02, 7.620E+02, 8.245E+02, 8.320E+02, 6.971E+02, 1.007E+03, 7.737E+02, 8.470E+02, 8.755E+01, 2.882E+01, 2.120E+01, 6.944E+01, 2.606E+01, 2.078E+01, 8.261E+02, 6.901E+02, 9.460E+02, 7.550E+02, 8.002E+02, 8.286E+02, 8.457E+02, 9.588E+02, 9.930E+02, 8.689E+02, 7.162E+02, 7.154E+02, 7.692E+02, 7.805E+02, 8.181E+02, 7.592E+02, 6.890E+02, 9.822E+02, 9.995E+02, 7.714E+02, 7.826E+02, 1.020E+03, 1.072E+03, 1.022E+03, 9.085E+02, 7.915E+02, 4.609E+02, 3.391E+02, 3.381E+02, 5.108E-03, 9.167E-03, 3.753E-02, 1.885E-01
 6.000E+02, 8.291E+02, 6.959E+02, 9.957E+02, 7.705E+02, 8.267E+02, 8.355E+02, 7.048E+02, 9.962E+02, 7.737E+02, 8.401E+02, 9.100E+01, 2.956E+01, 2.133E+01, 7.229E+01, 2.660E+01, 2.088E+01, 8.314E+02, 6.973E+02, 9.677E+02, 7.655E+02, 8.177E+02, 8.406E+02, 8.527E+02, 9.626E+02, 9.676E+02, 8.728E+02, 7.223E+02, 7.242E+02, 7.793E+02, 7.879E+02, 8.288E+02, 7.730E+02, 6.951E+02, 9.843E+02, 9.966E+02, 7.776E+02, 7.847E+02, 1.035E+03, 1.072E+03, 1.022E+03, 9.272E+02, 7.320E+02, 4.521E+02, 3.426E+02, 3.423E+02, 2.999E-03, 1.124E-02, 2.028E-02, 2.020E-01
 6.150E+02, 8.247E+02, 6.965E+02, 9.704E+02, 7.654E+02, 8.177E+02, 8.244E+02, 7.014E+02, 9.666E+02, 7.626E+02, 8.278E+02, 9.446E+01, 3.032E+01, 2.148E+01, 7.518E+01, 2.718E+01, 2.098E+01, 8.269E+02, 6.973E+02, 9.641E+02, 7.613E+02, 8.181E+02, 8.434E+02, 8.289E+02, 9.741E+02, 9.658E+02, 8.919E+02, 7.214E+02, 7.230E+02, 7.764E+02, 7.809E+02, 8.318E+02, 7.687E+02, 6.948E+02, 9.775E+02, 9.859E+02, 7.700E+02, 7.724E+02, 9.967E+02, 1.061E+03, 9.878E+02, 9.298E+02, 7.538E+02, 4.428E+02, 3.311E+02, 3.376E+02, 6.866E-03, 2.746E-02, 3.050E-02, 2.060E-01
 6.300E+02, 8.269E+02, 6.988E+02, 9.851E+02, 7.690E+02, 8.222E+02, 8.415E+02, 7.086E+02, 1.007E+03, 7.807E+02, 8.420E+02, 9.793E+01, 3.111E+01, 2.163E+01, 7.809E+01, 2.778E+01, 2.109E+01, 8.293E+02, 6.979E+02, 9.694E+02, 7.639E+02, 8.168E+02, 8.497E+02, 8.494E+02, 9.814E+02, 9.994E+02, 8.966E+02, 7.231E+02, 7.237E+02, 7.801E+02, 7.858E+02, 8.289E+02, 7.604E+02, 6.967E+02, 1.004E+03, 1.010E+03, 7.811E+02, 7.899E+02, 9.903E+02, 1.044E+03, 1.008E+03, 9.051E+02, 7.510E+02, 4.770E+02, 3.423E+02, 3.481E+02, 5.769E-03, 1.057E-02, 1.443E-02, 2.045E-01
 6.450E+02, 8.411E+02, 7.057E+02, 1.001E+03, 7.782E+02, 8.197E+02, 8.498E+02, 7.173E+02, 1.004E+03, 7.871E+02, 8.361E+02, 1.014E+02, 3.193E+01, 2.180E+01, 8.102E+01, 2.841E+01, 2.121E+01, 8.364E+02, 7.035E+02, 9.783E+02, 7.749E+02, 8.186E+02, 8.449E+02, 8.584E+02, 9.762E+02, 9.865E+02, 8.905E+02, 7.303E+02, 7.311E+02, 7.901E+02, 7.947E+02, 8.326E+02, 7.716E+02, 7.043E+02, 1.012E+03, 1.019E+03, 7.918E+02, 7.958E+02, 1.015E+03, 1.019E+03, 1.043E+03, 9.411E+02, 7.911E+02, 4.737E+02, 3.535E+02, 3.576E+02, 1.597E-03, 1.228E-02, 5.312E-02, 2.061E-01
 6.600E+02, 8.424E+02, 7.118E+02, 9.909E+02, 7.819E+02, 8.322E+02, 8.465E+02, 7.197E+02, 9.912E+02, 7.825E+02, 8.569E+02, 1.049E+02, 3.278E+01, 2.197E+01, 8.397E+01, 2.906E+01, 2.134E+01, 8.368E+02, 7.108E+02, 9.779E+02, 7.789E+02, 8.242E+02, 8.379E+02, 8.508E+02, 9.793E+02, 9.848E+02, 8.927E+02, 7.333E+02, 7.376E+02, 7.928E+02, 7.984E+02, 8.364E+02, 7.799E+02, 7.121E+02, 9.937E+02, 1.006E+03, 7.903E+02, 7.970E+02, 9.675E+02, 9.811E+02, 9.818E+02, 9.502E+02, 7.547E+02, 4.720E+02, 3.535E+02, 3.577E+02, 4.043E-04, 9.661E-03, 2.782E-02, 2.053E-01
 6.750E+02, 8.386E+02, 7.095E+02, 9.888E+02, 7.754E+02, 8.273E+02, 8.435E+02, 7.102E+02, 9.922E+02, 7.744E+02, 8.315E+02, 1.084E+02, 3.366E+01, 2.216E+01, 8.694E+01, 2.973E+01, 2.147E+01, 8.341E+02, 7.079E+02, 9.869E+02, 7.752E+02, 8.179E+02, 8.443E+02, 8.439E+02, 9.899E+02, 9.857E+02, 8.976E+02, 7.294E+02, 7.337E+02, 7.897E+02, 7.931E+02, 8.270E+02, 7.690E+02, 7.109E+02, 1.001E+03, 1.007E+03, 7.828E+02, 7.854E+02, 1.015E+03, 1.075E+03, 9.993E+02, 8.656E+02, 7.457E+02, 4.660E+02, 3.499E+02, 3.543E+02, 1.288E-04, 5.750E-03, 3.564E-02, 2.049E-01
 6.900E+02, 8.417E+02, 7.065E+02, 9.697E+02, 7.733E+02, 8.154E+02, 8.521E+02, 7.123E+02, 9.735E+02, 7.759E+02, 8.261E+02, 1.119E+02, 3.456E+01, 2.235E+01, 8.992E+01, 3.043E+01, 2.161E+01, 8.315E+02, 7.052E+02, 9.906E+02, 7.727E+02, 8.118E+02, 8.506E+02, 8.596E+02, 9.842E+02, 9.632E+02, 8.790E+02, 7.286E+02, 7.306E+02, 7.885E+02, 7.893E+02, 8.306E+02, 7.683E+02, 7.058E+02, 1.002E+03, 9.896E+02, 7.842E+02, 7.851E+02, 1.013E+03, 1.080E+03, 1.022E+03, 8.379E+02, 7.468E+02, 4.534E+02, 3.486E+02, 3.517E+02, 2.450E-03, 1.638E-02, 9.371E-02, 2.064E-01
 7.050E+02, 8.390E+02, 7.061E+02, 9.749E+02, 7.727E+02, 8.159E+02, 8.393E+02, 7.123E+02, 9.881E+02, 7.768E+02, 8.372E+02, 1.154E+02, 3.549E+01, 2.256E+01, 9.292E+01, 3.116E+01, 2.176E+01, 8.342E+02, 7.029E+02, 9.607E+02, 7.702E+02, 8.099E+02, 8.371E+02, 8.467E+02, 9.591E+02, 9.794E+02, 8.832E+02, 7.267E+02, 7.285E+02, 7.843E+02, 7.875E+02, 8.271E+02, 7.688E+02, 7.047E+02, 9.921E+02, 9.999E+02, 7.819E+02, 7.872E+02, 1.002E+03, 1.058E+03, 9.998E+02, 8.276E+02, 6.944E+02, 4.502E+02, 3.463E+02, 3.465E+02, 8.160E-04, 3.280E-03, 4.285E-02, 2.040E-01
 7.200E+02, 8.354E+02, 7.061E+02, 9.792E+02, 7.787E+02, 8.172E+02, 8.380E+02, 7.123E+02, 9.841E+02, 7.860E+02, 8.325E+02, 1.189E+02, 3.644E+01, 2.278E+01, 9.592E+01, 3.191E+01, 2.192E+01, 8.376E+02, 7.052E+02, 9.709E+02, 7.770E+02, 8.196E+02, 8.491E+02, 8.369E+02, 9.789E+02, 9.758E+02, 8.771E+02, 7.290E+02, 7.288E+02, 7.908E+02, 7.934E+02, 8.247E+02, 7.689E+02, 7.058E+02, 1.013E+03, 1.004E+03, 7.958E+02, 7.939E+02, 1.021E+03, 1.061E+03, 1.033E+03, 8.917E+02, 7.719E+02, 4.656E+02, 3.544E+02, 3.539E+02, 1.811E-03, 5.127E-03, 4.600E-02, 2.048E-01
 7.350E+02, 8.346E+02, 7.058E+02, 9.654E+02, 7.787E+02, 8.143E+02, 8.499E+02, 7.135E+02, 9.723E+02, 7.836E+02, 8.326E+02, 1.224E+02, 3.742E+01, 2.301E+01, 9.894E+01, 3.268E+01, 2.209E+01, 8.538E+02, 7.070E+02, 9.847E+02, 7.798E+02, 8.299E+02, 8.655E+02, 8.424E+02, 9.738E+02, 9.666E+02, 8.801E+02, 7.347E+02, 7.284E+02, 7.946E+02, 7.914E+02, 8.371E+02, 7.710E+02, 7.044E+02, 1.007E+03, 9.946E+02, 7.957E+02, 7.921E+02, 9.740E+02, 1.013E+03, 1.040E+03, 8.858E+02, 7.436E+02, 4.644E+02, 3.516E+02, 3.525E+02, 4.154E-04, 3.637E-03, 3.741E-02, 2.070E-01
 7.500E+02, 8.379E+02, 7.059E+02, 9.627E+02, 7.774E+02, 8.143E+02, 8.426E+02, 7.111E+02, 9.763E+02, 7.790E+02, 8.320E+02, 1.258E+02, 3.843E+01, 2.324E+01, 1.020E+02, 3.347E+01, 2.227E+01, 8.440E+02, 7.068E+02, 9.818E+02, 7.805E+02, 8.218E+02, 8.332E+02, 8.337E+02, 9.713E+02, 9.705E+02, 8.791E+02, 7.335E+02, 7.274E+02, 7.937E+02, 7.901E+02, 8.378E+02, 7.680E+02, 7.050E+02, 1.008E+03, 1.002E+03, 7.916E+02, 7.911E+02, 9.903E+02, 1.029E+03, 1.042E+03, 8.638E+02, 7.664E+02, 4.716E+02, 3.506E+02, 3.517E+02, 1.197E-03, 1.454E-02, 1.706E-02, 2.059E-01
 7.650E+02, 8.380E+02, 7.039E+02, 9.759E+02, 7.757E+02, 8.154E+02, 8.488E+02, 7.113E+02, 9.910E+02, 7.793E+02, 8.371E+02, 1.293E+02, 3.945E+01, 2.349E+01, 1.050E+02, 3.429E+01, 2.246E+01, 8.281E+02, 7.060E+02, 9.735E+02, 7.797E+02, 8.202E+02, 8.351E+02, 8.485E+02, 9.740E+02, 9.752E+02, 8.825E+02, 7.303E+02, 7.254E+02, 7.923E+02, 7.898E+02, 8.231E+02, 7.618E+02, 7.036E+02, 9.959E+02, 9.963E+02, 7.939E+02, 7.898E+02, 1.012E+03, 1.041E+03, 1.026E+03, 8.758E+02, 6.859E+02, 4.715E+02, 3.518E+02, 3.521E+02, 3.032E-04, 2.124E-03, 3.278E-02, 2.043E-01
 7.800E+02, 8.372E+02, 7.029E+02, 9.720E+02, 7.735E+02, 8.132E+02, 8.398E+02, 7.085E+02, 9.726E+02, 7.742E+02, 8.232E+02, 1.327E+02, 4.050E+01, 2.375E+01, 1.080E+02, 3.513E+01, 2.265E+01, 8.259E+02, 7.053E+02, 9.653E+02, 7.740E+02, 8.137E+02, 8.329E+02, 8.470E+02, 9.692E+02, 9.688E+02, 8.736E+02, 7.313E+02, 7.261E+02, 7.872E+02, 7.873E+02, 8.268E+02, 7.696E+02, 7.035E+02, 9.987E+02, 9.909E+02, 7.852E+02, 7.835E+02, 9.869E+02, 1.002E+03, 1.035E+03, 8.722E+02, 6.840E+02, 4.665E+02, 3.470E+02, 3.499E+02, 1.766E-03, 6.944E-03, 6.851E-02, 2.068E-01
 7.950E+02, 8.344E+02, 7.009E+02, 9.605E+02, 7.680E+02, 8.059E+02, 8.431E+02, 7.071E+02, 9.713E+02, 7.696E+02, 8.181E+02, 1.362E+02, 4.158E+01, 2.403E+01, 1.110E+02, 3.599E+01, 2.286E+01, 8.216E+02, 7.026E+02, 9.566E+02, 7.671E+02, 8.076E+02, 8.285E+02, 8.369E+02, 9.700E+02, 9.672E+02, 8.819E+02, 7.272E+02, 7.225E+02, 7.805E+02, 7.818E+02, 8.203E+02, 7.621E+02, 7.019E+02, 9.835E+02, 9.966E+02, 7.801E+02, 7.812E+02, 9.938E+02, 1.032E+03, 9.895E+02, 8.013E+02, 6.799E+02, 4.503E+02, 3.399E+02, 3.467E+02, 3.373E-04, 1.022E-02, 4.888E-02, 2.067E-01
 8.100E+02, 8.342E+02, 6.999E+02, 9.583E+02, 7.688E+02, 8.084E+02, 8.431E+02, 7.087E+02, 9.743E+02, 7.743E+02, 8.270E+02, 1.396E+02, 4.267E+01, 2.431E+01, 1.140E+02, 3.687E+01, 2.307E+01, 8.215E+02, 7.021E+02, 9.753E+02, 7.698E+02, 8.076E+02, 8.360E+02, 8.415E+02, 9.793E+02, 9.694E+02, 8.823E+02, 7.262E+02, 7.216E+02, 7.832E+02, 7.823E+02, 8.148E+02, 7.582E+02, 6.995E+02, 1.011E+03, 9.889E+02, 7.878E+02, 7.821E+02, 1.022E+03, 1.078E+03, 1.011E+03, 7.938E+02, 6.927E+02, 4.681E+02, 3.429E+02, 3.500E+02, 5.497E-03, 1.709E-02, 6.439E-02, 2.061E-01
 8.250E+02, 8.355E+02, 7.013E+02, 9.815E+02, 7.705E+02, 8.159E+02, 8.478E+02, 7.130E+02, 9.988E+02, 7.760E+02, 8.407E+02, 1.430E+02, 4.378E+01, 2.460E+01, 1.170E+02, 3.777E+01, 2.330E+01, 8.259E+02, 7.045E+02, 9.539E+02, 7.666E+02, 8.042E+02, 8.465E+02, 8.570E+02, 9.466E+02, 9.886E+02, 8.974E+02, 7.291E+02, 7.249E+02, 7.791E+02, 7.847E+02, 8.170E+02, 7.667E+02, 7.007E+02, 9.723E+02, 1.012E+03, 7.777E+02, 7.869E+02, 9.972E+02, 1.049E+03, 1.030E+03, 8.010E+02, 6.732E+02, 4.702E+02, 3.436E+02, 3.517E+02, 4.182E-03, 1.656E-02, 3.772E-02, 2.062E-01
 8.400E+02, 8.412E+02, 7.066E+02, 9.678E+02, 7.699E+02, 8.166E+02, 8.427E+02, 7.202E+02, 9.690E+02, 7.795E+02, 8.380E+02, 1.464E+02, 4.492E+01, 2.491E+01, 1.200E+02, 3.869E+01, 2.353E+01, 8.285E+02, 7.086E+02, 9.554E+02, 7.642E+02, 8.124E+02, 8.422E+02, 8.518E+02, 9.889E+02, 9.727E+02, 8.906E+02, 7.330E+02, 7.322E+02, 7.774E+02, 7.846E+02, 8.244E+02, 7.748E+02, 7.066E+02, 9.959E+02, 9.904E+02, 7.839E+02, 7.902E+02, 1.017E+03, 1.074E+03, 9.769E+02, 8.850E+02, 7.605E+02, 4.685E+02, 3.401E+02, 3.500E+02, 8.629E-03, 1.569E-02, 1.448E-02, 2.039E-01
 8.550E+02, 8.337E+02, 7.117E+02, 9.858E+02, 7.817E+02, 8.282E+02, 8.422E+02, 7.259E+02, 1.010E+03, 7.954E+02, 8.532E+02, 1.497E+02, 4.607E+01, 2.522E+01, 1.230E+02, 3.963E+01, 2.377E+01, 8.370E+02, 7.090E+02, 9.803E+02, 7.772E+02, 8.204E+02, 8.469E+02, 8.440E+02, 9.873E+02, 9.832E+02, 8.858E+02, 7.339E+02, 7.353E+02, 7.924E+02, 7.963E+02, 8.225E+02, 7.723E+02, 7.121E+02, 1.019E+03, 1.009E+03, 8.016E+02, 8.031E+02, 1.040E+03, 1.084E+03, 1.041E+03, 9.645E+02, 7.932E+02, 5.073E+02, 3.610E+02, 3.643E+02, 3.707E-03, 6.450E-03, 1.685E-02, 2.030E-01
 8.700E+02, 8.429E+02, 7.178E+02, 9.844E+02, 7.873E+02, 8.309E+02, 8.592E+02, 7.309E+02, 9.893E+02, 7.907E+02, 8.519E+02, 1.530E+02, 4.725E+01, 2.555E+01, 1.259E+02, 4.058E+01, 2.403E+01, 8.513E+02, 7.153E+02, 9.960E+02, 7.834E+02, 8.236E+02, 8.680E+02, 8.597E+02, 9.800E+02, 9.795E+02, 8.970E+02, 7.391E+02, 7.389E+02, 7.977E+02, 8.005E+02, 8.365E+02, 7.873E+02, 7.159E+02, 1.004E+03, 1.005E+03, 7.984E+02, 8.021E+02, 1.004E+03, 1.038E+03, 1.002E+03, 9.440E+02, 7.245E+02, 4.609E+02, 3.576E+02, 3.609E+02, 1.384E-03, 1.669E-02, 4.249E-02, 2.072E-01
 8.850E+02, 8.398E+02, 7.158E+02, 9.701E+02, 7.771E+02, 8.248E+02, 8.420E+02, 7.204E+02, 9.778E+02, 7.767E+02, 8.394E+02, 1.563E+02, 4.844E+01, 2.589E+01, 1.288E+02, 4.156E+01, 2.429E+01, 8.540E+02, 7.147E+02, 9.659E+02, 7.770E+02, 8.157E+02, 8.491E+02, 8.450E+02, 9.640E+02, 9.763E+02, 8.893E+02, 7.382E+02, 7.370E+02, 7.894E+02, 7.905E+02, 8.422E+02, 7.783E+02, 7.144E+02, 9.907E+02, 9.995E+02, 7.889E+02, 7.901E+02, 9.653E+02, 1.006E+03, 9.978E+02, 8.242E+02, 7.155E+02, 4.325E+02, 3.431E+02, 3.452E+02, 2.306E-04, 7.408E-03, 2.888E-02, 2.054E-01
 9.000E+02, 8.340E+02, 7.112E+02, 9.924E+02, 7.823E+02, 8.276E+02, 8.494E+02, 7.201E+02, 1.020E+03, 7.975E+02, 8.542E+02, 1.596E+02, 4.965E+01, 2.624E+01, 1.318E+02, 4.255E+01, 2.456E+01, 8.377E+02, 7.118E+02, 9.683E+02, 7.821E+02, 8.198E+02, 8.432E+02, 8.458E+02, 9.837E+02, 1.002E+03, 8.956E+02, 7.343E+02, 7.325E+02, 7.938E+02, 7.960E+02, 8.288E+02, 7.630E+02, 7.103E+02, 1.005E+03, 1.019E+03, 8.000E+02, 8.055E+02, 1.030E+03, 1.060E+03, 1.037E+03, 8.254E+02, 7.197E+02, 5.038E+02, 3.597E+02, 3.620E+02, 1.760E-03, 9.030E-03, 4.007E-02, 1.818E-01
 9.150E+02, 8.478E+02, 7.152E+02, 9.995E+02, 7.884E+02, 8.277E+02, 8.615E+02, 7.278E+02, 1.003E+03, 7.943E+02, 8.423E+02, 1.629E+02, 5.087E+01, 2.660E+01, 1.347E+02, 4.356E+01, 2.484E+01, 8.514E+02, 7.167E+02, 9.803E+02, 7.862E+02, 8.358E+02, 8.702E+02, 8.655E+02, 9.776E+02, 9.856E+02, 9.030E+02, 7.427E+02, 7.404E+02, 7.983E+02, 8.020E+02, 8.395E+02, 7.857E+02, 7.128E+02, 1.000E+03, 1.012E+03, 8.011E+02, 8.028E+02, 1.019E+03, 1.067E+03, 1.052E+03, 8.638E+02, 6.764E+02, 4.721E+02, 3.598E+02, 3.630E+02, 9.925E-04, 7.757E-03, 2.592E-02, 2.065E-01
 9.300E+02, 8.433E+02, 7.159E+02, 9.757E+02, 7.844E+02, 8.233E+02, 8.429E+02, 7.258E+02, 9.812E+02, 7.882E+02, 8.398E+02, 1.661E+02, 5.211E+01, 2.697E+01, 1.376E+02, 4.459E+01, 2.514E+01, 8.486E+02, 7.163E+02, 9.717E+02, 7.816E+02, 8.352E+02, 8.557E+02, 8.492E+02, 9.773E+02, 9.699E+02, 8.916E+02, 7.407E+02, 7.384E+02, 7.934E+02, 7.965E+02, 8.388E+02, 7.808E+02, 7.148E+02, 1.005E+03, 1.003E+03, 7.961E+02, 7.971E+02, 9.736E+02, 1.040E+03, 1.019E+03, 8.697E+02, 7.591E+02, 4.648E+02, 3.543E+02, 3.591E+02, 7.727E-03, 7.850E-03, 3.158E-02, 2.033E-01
 9.450E+02, 8.424E+02, 7.181E+02, 9.852E+02, 7.881E+02, 8.298E+02, 8.593E+02, 7.315E+02, 1.006E+03, 8.003E+02, 8.534E+02, 1.693E+02, 5.337E+01, 2.735E+01, 1.404E+02, 4.563E+01, 2.544E+01, 8.520E+02, 7.160E+02, 9.944E+02, 7.849E+02, 8.397E+02, 8.617E+02, 8.637E+02, 1.009E+03, 9.919E+02, 9.038E+02, 7.419E+02, 7.399E+02, 8.000E+02, 8.010E+02, 8.363E+02, 7.768E+02, 7.169E+02, 1.029E+03, 1.018E+03, 8.082E+02, 8.079E+02, 1.008E+03, 1.065E+03, 1.033E+03, 8.834E+02, 7.700E+02, 4.880E+02, 3.617E+02, 3.648E+02, 1.572E-03, 8.191E-03, 4.989E-02, 2.060E-01
 9.600E+02, 8.517E+02, 7.218E+02, 9.904E+02, 7.956E+02, 8.325E+02, 8.581E+02, 7.347E+02, 9.976E+02, 8.052E+02, 8.485E+02, 1.725E+02, 5.464E+01, 2.775E+01, 1.433E+02, 4.669E+01, 2.575E+01, 8.574E+02, 7.215E+02, 1.000E+03, 7.942E+02, 8.381E+02, 8.765E+02, 8.672E+02, 9.924E+02, 9.852E+02, 9.024E+02, 7.478E+02, 7.447E+02, 8.093E+02, 8.076E+02, 8.462E+02, 7.869E+02, 7.205E+02, 1.030E+03, 1.014E+03, 8.156E+02, 8.111E+02, 1.001E+03, 1.017E+03, 1.050E+03, 9.176E+02, 7.259E+02, 5.060E+02, 3.673E+02, 3.720E+02, 4.964E-03, 3.037E-03, 5.495E-02, 2.048E-01
 9.750E+02, 8.483E+02, 7.235E+02, 9.821E+02, 7.941E+02, 8.371E+02, 8.558E+02, 7.348E+02, 9.948E+02, 8.002E+02, 8.623E+02, 1.756E+02, 5.593E+01, 2.815E+01, 1.461E+02, 4.776E+01, 2.607E+01, 8.508E+02, 7.245E+02, 9.947E+02, 7.933E+02, 8.387E+02, 8.554E+02, 8.550E+02, 9.931E+02, 9.841E+02, 8.917E+02, 7.500E+02, 7.462E+02, 8.081E+02, 8.058E+02, 8.444E+02, 7.910E+02, 7.231E+02, 1.021E+03, 1.010E+03, 8.118E+02, 8.100E+02, 9.896E+02, 1.024E+03, 1.034E+03, 8.519E+02, 7.360E+02, 4.882E+02, 3.619E+02, 3.725E+02, 1.716E-04, 4.780E-03, 6.328E-02, 2.047E-01
 9.900E+02, 8.491E+02, 7.234E+02, 9.944E+02, 7.967E+02, 8.472E+02, 8.627E+02, 7.342E+02, 1.015E+03, 8.092E+02, 8.645E+02, 1.787E+02, 5.723E+01, 2.857E+01, 1.489E+02, 4.884E+01, 2.640E+01, 8.477E+02, 7.237E+02, 9.982E+02, 7.967E+02, 8.358E+02, 8.578E+02, 8.591E+02, 9.964E+02, 9.990E+02, 8.922E+02, 7.478E+02, 7.469E+02, 8.103E+02, 8.108E+02, 8.370E+02, 7.837E+02, 7.237E+02, 1.023E+03, 1.030E+03, 8.179E+02, 8.187E+02, 9.756E+02, 1.016E+03, 1.063E+03, 9.222E+02, 7.797E+02, 4.833E+02, 3.700E+02, 3.746E+02, 6.154E-04, 1.148E-02, 1.225E-02, 2.060E-01
