s,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 7.4000414E+001, 2.6176498E+001, 3.0699055E+001, 3.2527535E+001, 2.1110013E+001, 5.7506167E+000, 3.5320156E+001, 2.0726211E+001, 1.2427655E+001, 4.9687310E+000, 2.9152117E+001, 1.4917393E+001, 1.0467788E+001, 5.8477947E+000, 2.0774811E+001, 1.1161568E+001, 7.3187830E+000, 4.5973547E+000, 1.5938149E+001, 9.0741081E+000, 6.0188308E+000, 3.2471343E+000, 1.0953402E+001, 6.4488039E+000, 4.4039793E+000, 2.3040835E+000, 7.3516850E+000, 4.7858428E+000, 3.4714085E+000, 1.7505285E+000, 1.1708920E+000, 1.2264128E+000, 1.1133525E+000, 9.1836212E-001, 7.0088354E-001, 4.9488535E-001
 7.6000635E+001, 3.7005013E+001, 3.1001878E+001, 3.2641042E+001, 2.1605670E+001, 5.6667124E+000, 3.4349309E+001, 2.2550929E+001, 1.4193646E+001, 4.4731695E+000, 2.8571258E+001, 1.6988054E+001, 1.2063158E+001, 5.4419406E+000, 1.9798635E+001, 1.4236504E+001, 1.0488676E+001, 5.5790146E+000, 1.3233868E+001, 1.1531062E+001, 9.1253249E+000, 5.5044717E+000, 7.2959278E+000, 7.3031813E+000, 5.9849036E+000, 4.2956470E+000, 4.3246462E+000, 3.8754102E+000, 3.4237042E+000, 2.4590634E+000, 1.1673204E+000, 1.2276745E+000, 1.1249871E+000, 9.3460211E-001, 7.2359275E-001, 5.0943832E-001
 7.8001918E+001, 4.0754971E+001, 3.0464021E+001, 3.2736337E+001, 1.9793664E+001, 5.4032124E+000, 3.4802962E+001, 1.8774692E+001, 9.8310034E+000, 3.8217973E+000, 3.0370477E+001, 1.5811507E+001, 9.4596553E+000, 3.7352941E+000, 2.3259612E+001, 1.3965139E+001, 9.6332013E+000, 4.2415952E+000, 1.6667594E+001, 1.1331120E+001, 8.4254511E+000, 4.2736068E+000, 1.0907733E+001, 8.1285918E+000, 6.4975795E+000, 3.1891288E+000, 7.1830102E+000, 5.3338026E+000, 4.0780446E+000, 2.2027844E+000, 1.1760035E+000, 1.2372865E+000, 1.1349626E+000, 9.5031787E-001, 7.4426578E-001, 5.3512638E-001
 8.0001382E+001, 3.2668448E+001, 2.9727929E+001, 3.1138654E+001, 1.9261123E+001, 5.5513322E+000, 3.5100530E+001, 2.1451222E+001, 1.0610834E+001, 3.9342662E+000, 3.1785872E+001, 1.7464283E+001, 1.0021661E+001, 3.4535815E+000, 2.3480363E+001, 1.3917653E+001, 8.8976220E+000, 3.6853798E+000, 1.7620038E+001, 1.0839959E+001, 7.7417191E+000, 3.4942471E+000, 1.1931957E+001, 7.5741786E+000, 5.4309731E+000, 3.1760164E+000, 7.5950014E+000, 5.5941810E+000, 4.1986334E+000, 2.3316665E+000, 1.1766660E+000, 1.2380832E+000, 1.1284318E+000, 9.3643537E-001, 7.3295821E-001, 5.2667065E-001
 8.2001308E+001, 3.8021350E+001, 3.1751168E+001, 3.0475337E+001, 1.8466042E+001, 5.6130954E+000, 3.6545948E+001, 1.9485764E+001, 9.9136657E+000, 3.7737505E+000, 3.2296056E+001, 1.5739046E+001, 9.2240287E+000, 3.0407675E+000, 2.5173908E+001, 1.2120407E+001, 7.9132199E+000, 3.0349020E+000, 1.9119074E+001, 9.9974079E+000, 6.4474288E+000, 2.7840779E+000, 1.2594199E+001, 6.9631177E+000, 4.8990904E+000, 2.6507117E+000, 8.2156151E+000, 4.7387440E+000, 3.5429008E+000, 2.1376317E+000, 1.2097117E+000, 1.2625115E+000, 1.1545317E+000, 9.6644805E-001, 7.4618717E-001, 5.3012075E-001
 8.4000382E+001, 4.1967265E+001, 3.3647371E+001, 3.2957234E+001, 2.1623914E+001, 6.3711552E+000, 3.4467964E+001, 2.1295715E+001, 1.0883607E+001, 4.0684647E+000, 2.8514311E+001, 1.6640188E+001, 9.2704851E+000, 3.6800791E+000, 2.1935822E+001, 1.3389077E+001, 8.6250224E+000, 3.2355165E+000, 1.6332743E+001, 1.1277702E+001, 8.1326571E+000, 4.1269988E+000, 1.0671204E+001, 7.4199756E+000, 5.9482665E+000, 3.7693556E+000, 7.0909301E+000, 4.6209056E+000, 3.7760567E+000, 2.7649647E+000, 1.2523062E+000, 1.3220895E+000, 1.2115507E+000, 9.9841306E-001, 7.6738629E-001, 5.4172885E-001
 8.6000824E+001, 4.1907103E+001, 3.0981770E+001, 3.0401942E+001, 2.1064080E+001, 5.8530982E+000, 3.3854937E+001, 2.2580836E+001, 1.3999593E+001, 5.4097785E+000, 2.7067029E+001, 1.8825446E+001, 1.4586527E+001, 7.3645509E+000, 1.7671290E+001, 1.3583077E+001, 1.1613303E+001, 7.8874069E+000, 1.1013572E+001, 9.0081995E+000, 7.7633347E+000, 5.6379874E+000, 6.2326225E+000, 5.6375008E+000, 4.9455901E+000, 3.2978413E+000, 4.1076127E+000, 3.8847596E+000, 3.0951455E+000, 2.1514819E+000, 1.2553948E+000, 1.3468986E+000, 1.2443384E+000, 1.0215660E+000, 7.7756003E-001, 5.4085831E-001
 8.8000393E+001, 3.8205384E+001, 2.8111429E+001, 3.1039233E+001, 2.0519192E+001, 5.7800455E+000, 3.3795354E+001, 2.1255834E+001, 1.1430070E+001, 4.3985200E+000, 3.1471964E+001, 1.7775129E+001, 1.1097211E+001, 4.0255806E+000, 2.3192245E+001, 1.5733702E+001, 1.0232610E+001, 3.9735145E+000, 1.6771801E+001, 1.1975136E+001, 8.6480947E+000, 3.7263558E+000, 1.1924471E+001, 7.5422366E+000, 5.6737482E+000, 3.4484503E+000, 7.2874942E+000, 4.9059753E+000, 3.6089000E+000, 2.1964910E+000, 1.2505682E+000, 1.3416999E+000, 1.2531564E+000, 1.0541031E+000, 8.2016539E-001, 5.8271196E-001
 9.0001661E+001, 3.3307564E+001, 2.5782082E+001, 3.1408191E+001, 1.9579865E+001, 5.2514333E+000, 3.4910279E+001, 2.2548017E+001, 1.3004846E+001, 4.5322149E+000, 3.0966380E+001, 1.8325593E+001, 1.2529822E+001, 5.1649897E+000, 2.2820653E+001, 1.3844048E+001, 9.8544507E+000, 4.2762779E+000, 1.6469586E+001, 9.9277060E+000, 7.2710090E+000, 3.5719159E+000, 9.6363941E+000, 6.0116940E+000, 4.7613162E+000, 2.4588802E+000, 5.8678051E+000, 3.9307957E+000, 2.9742864E+000, 1.6255341E+000, 1.2622816E+000, 1.3584395E+000, 1.2624644E+000, 1.0658114E+000, 8.2888980E-001, 5.8294082E-001
 9.2000041E+001, 4.4669215E+001, 2.7648825E+001, 3.2296625E+001, 2.2439800E+001, 5.8749118E+000, 3.5862936E+001, 2.4326248E+001, 1.2727932E+001, 4.3560305E+000, 3.3111158E+001, 1.9409190E+001, 1.3323969E+001, 5.4327243E+000, 2.4334803E+001, 1.5501877E+001, 1.1427052E+001, 6.3850485E+000, 1.8076525E+001, 1.1420819E+001, 8.2874773E+000, 5.3132791E+000, 1.2167380E+001, 8.1102092E+000, 5.9465608E+000, 3.2592625E+000, 7.3986474E+000, 5.3855479E+000, 4.1636195E+000, 2.2821927E+000, 1.2901424E+000, 1.3757826E+000, 1.2717531E+000, 1.0669686E+000, 8.2781058E-001, 5.8738093E-001
 9.4000168E+001, 4.1865016E+001, 2.4215610E+001, 3.0483512E+001, 2.0813824E+001, 6.1178120E+000, 3.6332783E+001, 2.4579061E+001, 1.4263082E+001, 5.6748933E+000, 3.5102126E+001, 1.8494310E+001, 1.1711137E+001, 5.3208803E+000, 2.6652443E+001, 1.3643401E+001, 8.3043061E+000, 3.4871144E+000, 1.9116281E+001, 1.0331441E+001, 6.1542561E+000, 2.6827158E+000, 1.2779945E+001, 7.3997712E+000, 4.6851604E+000, 2.0291545E+000, 8.3016286E+000, 5.3758364E+000, 3.5585964E+000, 1.6067306E+000, 1.3165257E+000, 1.4152874E+000, 1.3047881E+000, 1.0773086E+000, 8.3024361E-001, 5.8692357E-001
 9.6000786E+001, 4.0610773E+001, 2.6781695E+001, 2.9190815E+001, 1.8894323E+001, 5.8597023E+000, 3.6656459E+001, 2.1152775E+001, 1.1476884E+001, 4.9355554E+000, 3.6978518E+001, 1.7894906E+001, 1.1309162E+001, 5.4790234E+000, 2.7269918E+001, 1.4558494E+001, 8.7970367E+000, 3.6828986E+000, 1.8446037E+001, 1.0425091E+001, 6.7805430E+000, 2.9302495E+000, 1.2182974E+001, 7.8854146E+000, 5.7455952E+000, 2.7111653E+000, 7.6689844E+000, 5.5649895E+000, 4.1825263E+000, 2.1277505E+000, 1.3495592E+000, 1.4562988E+000, 1.3521587E+000, 1.1295644E+000, 8.7404466E-001, 6.1476974E-001
 9.8001606E+001, 4.7387888E+001, 2.7028459E+001, 3.0911985E+001, 2.1895963E+001, 5.8683912E+000, 3.6461771E+001, 2.4384906E+001, 1.4014245E+001, 4.5848098E+000, 3.3499882E+001, 1.9686899E+001, 1.2579707E+001, 5.2926537E+000, 2.6526480E+001, 1.4581972E+001, 9.1203449E+000, 4.6137414E+000, 1.9297592E+001, 1.0535669E+001, 6.4592149E+000, 3.1982791E+000, 1.3406464E+001, 8.2365590E+000, 5.2004231E+000, 2.6182947E+000, 8.3300176E+000, 5.7454141E+000, 4.0271056E+000, 1.9771630E+000, 1.3524667E+000, 1.4515442E+000, 1.3530014E+000, 1.1360582E+000, 8.9457092E-001, 6.4829267E-001
 1.0000161E+002, 4.3872104E+001, 2.5300566E+001, 3.0535979E+001, 1.9653880E+001, 6.1911456E+000, 3.7039479E+001, 2.2444876E+001, 1.2438624E+001, 4.7790006E+000, 3.5290204E+001, 1.8580728E+001, 1.2103693E+001, 5.1279732E+000, 2.8101061E+001, 1.4724088E+001, 9.1977569E+000, 4.4256594E+000, 2.0310503E+001, 1.2379627E+001, 7.6670816E+000, 3.1767212E+000, 1.4021112E+001, 8.5664863E+000, 5.8347527E+000, 2.6869059E+000, 8.5762006E+000, 5.7148748E+000, 4.2867822E+000, 2.2332040E+000, 1.4017170E+000, 1.5231731E+000, 1.4317047E+000, 1.2067303E+000, 9.3892941E-001, 6.6616179E-001
 1.0200091E+002, 3.6454661E+001, 2.4346208E+001, 3.0870795E+001, 1.9372414E+001, 6.0941614E+000, 3.6354556E+001, 2.1933220E+001, 1.2797730E+001, 5.3847169E+000, 3.6394059E+001, 2.0176853E+001, 1.3568703E+001, 6.6333124E+000, 2.9183271E+001, 1.8234189E+001, 1.2942445E+001, 6.0279629E+000, 1.9554635E+001, 1.4191092E+001, 1.1284248E+001, 5.4854670E+000, 1.1898636E+001, 9.0124739E+000, 8.1003740E+000, 5.1621402E+000, 6.6125500E+000, 5.5743983E+000, 4.8271882E+000, 3.5906168E+000, 1.4157144E+000, 1.5529264E+000, 1.4766068E+000, 1.2589154E+000, 9.9059234E-001, 7.0424276E-001
 1.0400076E+002, 4.1398700E+001, 2.3318143E+001, 3.2152442E+001, 2.1587910E+001, 5.7437443E+000, 3.5437492E+001, 2.4107041E+001, 1.2882149E+001, 4.7610751E+000, 3.5697075E+001, 2.0499206E+001, 1.2652205E+001, 4.7175516E+000, 3.2396741E+001, 1.7757715E+001, 1.0918908E+001, 4.9815837E+000, 2.3253450E+001, 1.4656826E+001, 1.0042284E+001, 4.9818557E+000, 1.5717579E+001, 1.0842098E+001, 7.6259606E+000, 4.8001202E+000, 1.0091025E+001, 7.6911445E+000, 6.2228625E+000, 3.7783243E+000, 1.4112271E+000, 1.5422535E+000, 1.4848511E+000, 1.2981874E+000, 1.0420829E+000, 7.5725429E-001
 1.0600024E+002, 4.0082705E+001, 2.2491273E+001, 3.0154315E+001, 2.1072527E+001, 6.1926352E+000, 3.4767630E+001, 2.6792641E+001, 1.5534592E+001, 5.3026050E+000, 3.4754859E+001, 2.2985013E+001, 1.6268182E+001, 7.3841742E+000, 2.8550450E+001, 1.7206626E+001, 1.2766530E+001, 7.0306988E+000, 2.0301555E+001, 1.2565829E+001, 9.4301930E+000, 5.5385664E+000, 1.4498320E+001, 8.4669643E+000, 5.8176221E+000, 3.5226070E+000, 9.7385371E+000, 5.8735501E+000, 3.9238680E+000, 2.2075549E+000, 1.4488851E+000, 1.6022501E+000, 1.5325675E+000, 1.3181127E+000, 1.0452394E+000, 7.4906171E-001
 1.0800064E+002, 4.8172268E+001, 2.3639886E+001, 3.1800556E+001, 2.1719053E+001, 6.5796121E+000, 3.6519576E+001, 2.5569679E+001, 1.4684663E+001, 5.2313587E+000, 3.4684705E+001, 2.3348598E+001, 1.4668374E+001, 5.8352083E+000, 2.9847069E+001, 2.0683436E+001, 1.3980037E+001, 5.6137756E+000, 2.2507979E+001, 1.7310187E+001, 1.2468391E+001, 5.0984932E+000, 1.6928459E+001, 1.3400031E+001, 1.0144737E+001, 5.5619295E+000, 1.0550422E+001, 9.1841326E+000, 7.2644886E+000, 4.1612662E+000, 1.4430378E+000, 1.5771650E+000, 1.5108433E+000, 1.3084575E+000, 1.0641151E+000, 7.9372397E-001
 1.1000148E+002, 4.1228509E+001, 2.4248519E+001, 3.0270320E+001, 2.0331456E+001, 5.8530752E+000, 3.5175144E+001, 2.6631292E+001, 1.4738775E+001, 7.0111980E+000, 3.3619747E+001, 2.3555090E+001, 1.5291192E+001, 6.7759585E+000, 2.7272273E+001, 1.7031032E+001, 1.1749133E+001, 5.2596592E+000, 2.1467696E+001, 1.3649174E+001, 8.9409160E+000, 4.0026902E+000, 1.5150626E+001, 1.0495703E+001, 7.7051757E+000, 3.5422806E+000, 9.7301770E+000, 7.3373423E+000, 5.8689042E+000, 3.4818456E+000, 1.4736038E+000, 1.6313819E+000, 1.5535466E+000, 1.3312870E+000, 1.0791466E+000, 7.8948365E-001
 1.1200136E+002, 5.1184685E+001, 2.6184333E+001, 3.2688951E+001, 2.3672883E+001, 6.6552489E+000, 3.7348303E+001, 2.5790826E+001, 1.3893862E+001, 5.7941120E+000, 3.6974059E+001, 2.4782290E+001, 1.5957618E+001, 6.4127708E+000, 3.1630555E+001, 1.9874209E+001, 1.3463826E+001, 6.3555831E+000, 2.3716239E+001, 1.5051508E+001, 1.0032002E+001, 4.9902973E+000, 1.6700196E+001, 9.5045340E+000, 6.7118525E+000, 4.1139091E+000, 1.0457952E+001, 6.2893756E+000, 4.3260577E+000, 2.7875387E+000, 1.5655173E+000, 1.7225550E+000, 1.6623808E+000, 1.4366286E+000, 1.1207604E+000, 7.9093030E-001
 1.1400125E+002, 5.2713399E+001, 3.0377269E+001, 3.1758347E+001, 2.1972888E+001, 6.0275898E+000, 3.7183812E+001, 2.4215090E+001, 1.2383775E+001, 4.6974536E+000, 3.4230743E+001, 2.1951752E+001, 1.4677104E+001, 5.1450726E+000, 2.9995766E+001, 1.7881142E+001, 1.2493216E+001, 6.8178696E+000, 2.4474633E+001, 1.5092179E+001, 9.9319871E+000, 5.1274247E+000, 1.9788999E+001, 1.1108637E+001, 7.0035056E+000, 4.0230985E+000, 1.3253259E+001, 7.8273557E+000, 5.1787321E+000, 2.7884618E+000, 1.5230267E+000, 1.6631369E+000, 1.5997882E+000, 1.3960942E+000, 1.1420705E+000, 8.5389107E-001
 1.1600021E+002, 5.7505322E+001, 3.1757413E+001, 2.9886693E+001, 1.9962630E+001, 6.0833761E+000, 3.6076608E+001, 2.3183686E+001, 1.2911487E+001, 4.7716151E+000, 3.2210900E+001, 1.9630155E+001, 1.2337220E+001, 4.7503068E+000, 2.8220906E+001, 1.5792648E+001, 1.1472259E+001, 5.6529229E+000, 2.3834850E+001, 1.4218266E+001, 1.0650477E+001, 6.1169866E+000, 2.0683722E+001, 1.2268811E+001, 9.3886141E+000, 5.3960648E+000, 1.5958302E+001, 9.9978883E+000, 6.8804292E+000, 4.1777475E+000, 1.4910341E+000, 1.6337207E+000, 1.5831951E+000, 1.4099598E+000, 1.1797929E+000, 9.0489231E-001
 1.1800060E+002, 4.9464330E+001, 3.1049830E+001, 3.0925348E+001, 2.0656033E+001, 6.0801605E+000, 3.5037397E+001, 2.2080443E+001, 1.2951653E+001, 5.2915587E+000, 3.2051552E+001, 2.0440287E+001, 1.3598330E+001, 6.1826874E+000, 3.0149428E+001, 1.8839489E+001, 1.3648459E+001, 5.7185448E+000, 2.4257471E+001, 1.5347586E+001, 1.0722450E+001, 5.1848147E+000, 1.8236204E+001, 1.1860916E+001, 8.4576652E+000, 4.6195113E+000, 1.3262563E+001, 8.0795312E+000, 5.7096409E+000, 3.0797859E+000, 1.5543345E+000, 1.7072935E+000, 1.6709244E+000, 1.4963938E+000, 1.2322646E+000, 9.1598516E-001
 1.2000121E+002, 5.2813569E+001, 3.0957123E+001, 3.2834700E+001, 2.2456264E+001, 5.9024889E+000, 3.5543871E+001, 2.4220070E+001, 1.2204977E+001, 4.6521081E+000, 3.3352329E+001, 2.0765581E+001, 1.2736035E+001, 5.4527845E+000, 3.1237575E+001, 1.9014840E+001, 1.1980533E+001, 5.2798062E+000, 2.6094204E+001, 1.6425158E+001, 1.1058052E+001, 4.7933530E+000, 2.1740151E+001, 1.4486475E+001, 1.0331410E+001, 5.3851251E+000, 1.5535424E+001, 1.1742739E+001, 8.8596739E+000, 4.7979790E+000, 1.5323279E+000, 1.6840850E+000, 1.6517501E+000, 1.4887452E+000, 1.2584699E+000, 9.7184113E-001
 1.2200145E+002, 5.5044633E+001, 3.0474296E+001, 3.4549196E+001, 2.5510288E+001, 6.7155395E+000, 3.7478219E+001, 2.4506466E+001, 1.2536222E+001, 4.8331432E+000, 3.4405367E+001, 2.0229030E+001, 1.1442043E+001, 4.8663853E+000, 3.3425387E+001, 1.8358119E+001, 1.1227174E+001, 4.6747453E+000, 2.8716764E+001, 1.8296977E+001, 1.1285494E+001, 4.5778172E+000, 2.3439049E+001, 1.6359165E+001, 1.1334508E+001, 4.6369947E+000, 1.8464591E+001, 1.3201896E+001, 1.0296310E+001, 4.7066770E+000, 1.5996565E+000, 1.7366895E+000, 1.6861328E+000, 1.5128108E+000, 1.2698326E+000, 9.7455286E-001
 1.2400113E+002, 6.0108168E+001, 2.9536791E+001, 3.4532001E+001, 2.6388258E+001, 6.7184928E+000, 3.8806573E+001, 2.7653352E+001, 1.6608191E+001, 5.5778900E+000, 3.3823195E+001, 2.1991512E+001, 1.3725025E+001, 6.1820693E+000, 3.1599793E+001, 1.6736218E+001, 1.0359591E+001, 5.0844486E+000, 2.8292665E+001, 1.4913350E+001, 9.2095406E+000, 4.0552753E+000, 2.4070674E+001, 1.3416641E+001, 8.0874535E+000, 3.5213052E+000, 1.9644329E+001, 1.0609046E+001, 6.8611079E+000, 3.1575169E+000, 1.6421998E+000, 1.7875548E+000, 1.7236219E+000, 1.5251780E+000, 1.2800068E+000, 9.8753321E-001
 1.2600009E+002, 6.3104833E+001, 2.7589709E+001, 3.3236398E+001, 2.3765676E+001, 6.4440979E+000, 3.8701214E+001, 2.4360730E+001, 1.2529213E+001, 4.6296737E+000, 3.6917742E+001, 2.1696904E+001, 1.2358458E+001, 4.4097269E+000, 3.2717294E+001, 1.9584541E+001, 1.2555318E+001, 4.2760263E+000, 2.9435142E+001, 1.6610168E+001, 1.1025516E+001, 4.6308048E+000, 2.5431380E+001, 1.5202653E+001, 1.0540482E+001, 4.2060399E+000, 2.1124082E+001, 1.3591073E+001, 9.8445226E+000, 4.4081523E+000, 1.6435457E+000, 1.7968943E+000, 1.7605046E+000, 1.5938939E+000, 1.3587094E+000, 1.0708332E+000
 1.2800090E+002, 6.3377407E+001, 2.7619209E+001, 3.2171286E+001, 2.3484858E+001, 7.3478825E+000, 3.7446243E+001, 2.5611981E+001, 1.4730611E+001, 6.2560004E+000, 3.4206287E+001, 2.0976239E+001, 1.3722982E+001, 5.5599340E+000, 3.1367610E+001, 1.7971992E+001, 1.2657816E+001, 5.7330252E+000, 2.8203153E+001, 1.6742693E+001, 1.1907650E+001, 5.2272605E+000, 2.3282850E+001, 1.4301300E+001, 9.9540489E+000, 4.8939747E+000, 1.8600149E+001, 1.1546391E+001, 8.2432877E+000, 4.5864438E+000, 1.6960568E+000, 1.8743353E+000, 1.8528649E+000, 1.6916423E+000, 1.4364612E+000, 1.1154597E+000
 1.3000057E+002, 5.7162713E+001, 2.8310562E+001, 3.2921423E+001, 2.4074253E+001, 6.5281302E+000, 3.7746373E+001, 2.6646609E+001, 1.5122703E+001, 5.5484890E+000, 3.3796225E+001, 2.3413500E+001, 1.4487259E+001, 5.4987953E+000, 3.1457168E+001, 2.0287485E+001, 1.4507206E+001, 5.3359064E+000, 2.8567148E+001, 1.7733673E+001, 1.3330545E+001, 5.0631818E+000, 2.5064660E+001, 1.4945209E+001, 1.0242742E+001, 4.8702633E+000, 2.0663703E+001, 1.1550254E+001, 8.0949168E+000, 4.4111312E+000, 1.6861342E+000, 1.8594244E+000, 1.8359804E+000, 1.6742565E+000, 1.4423516E+000, 1.1441010E+000
 1.3200093E+002, 7.0592896E+001, 3.0741636E+001, 3.2936112E+001, 2.3017612E+001, 6.5408497E+000, 3.7810899E+001, 2.5682759E+001, 1.2740895E+001, 4.8995764E+000, 3.3364868E+001, 2.2248937E+001, 1.2961478E+001, 5.0299041E+000, 3.2879323E+001, 1.9046025E+001, 1.2673958E+001, 5.6070572E+000, 3.1192519E+001, 1.8410753E+001, 1.1926522E+001, 5.5412780E+000, 2.6776061E+001, 1.6663137E+001, 9.8958167E+000, 4.5605998E+000, 2.3518225E+001, 1.3687117E+001, 8.3329248E+000, 3.8592378E+000, 1.6870817E+000, 1.8533202E+000, 1.8304404E+000, 1.6820117E+000, 1.4509384E+000, 1.1541192E+000
 1.3400040E+002, 6.1739606E+001, 3.0183964E+001, 3.1898631E+001, 2.3056487E+001, 6.3402628E+000, 3.6868225E+001, 2.4285209E+001, 1.2915084E+001, 5.0592660E+000, 3.3493668E+001, 2.2389049E+001, 1.2378993E+001, 4.9656062E+000, 3.1351086E+001, 1.9502437E+001, 1.2869989E+001, 4.7346490E+000, 2.8970632E+001, 1.6944384E+001, 1.1634245E+001, 4.5941655E+000, 2.4554254E+001, 1.4593012E+001, 9.9009024E+000, 4.8382175E+000, 2.1042912E+001, 1.2896020E+001, 8.9125821E+000, 4.6394610E+000, 1.7143653E+000, 1.9032807E+000, 1.9175058E+000, 1.7881716E+000, 1.5656960E+000, 1.2480828E+000
 1.3600130E+002, 4.7453327E+001, 3.1446708E+001, 3.2132361E+001, 2.2945427E+001, 6.5805014E+000, 3.5330520E+001, 2.4854469E+001, 1.3769337E+001, 4.9370341E+000, 3.1692746E+001, 2.1334824E+001, 1.4978209E+001, 6.3133669E+000, 3.0914053E+001, 1.9682656E+001, 1.5234791E+001, 7.1538614E+000, 2.9083878E+001, 1.8761161E+001, 1.4433501E+001, 8.2937799E+000, 2.4683481E+001, 1.8720942E+001, 1.4647481E+001, 7.8666214E+000, 1.9224377E+001, 1.5838181E+001, 1.3014098E+001, 6.6509502E+000, 1.7078361E+000, 1.9117358E+000, 1.9375596E+000, 1.8181675E+000, 1.5895267E+000, 1.2642242E+000
 1.3800073E+002, 6.3677083E+001, 3.1836810E+001, 3.3706818E+001, 2.4636251E+001, 6.5955660E+000, 3.9074664E+001, 2.6001412E+001, 1.4441871E+001, 5.3199902E+000, 3.4876361E+001, 2.0717744E+001, 1.4116484E+001, 5.1574445E+000, 3.2846531E+001, 1.9464988E+001, 1.3616268E+001, 5.3013278E+000, 3.2045434E+001, 1.7332411E+001, 1.2105083E+001, 6.1777307E+000, 2.7774624E+001, 1.5007179E+001, 9.8754126E+000, 5.4630466E+000, 2.5352677E+001, 1.2343198E+001, 7.6282782E+000, 3.5713986E+000, 1.7454882E+000, 1.9261504E+000, 1.9058433E+000, 1.7546854E+000, 1.5220998E+000, 1.2154751E+000
 1.4000153E+002, 7.0522363E+001, 2.9514968E+001, 3.3559033E+001, 2.5597290E+001, 6.4556552E+000, 3.9059814E+001, 2.6508852E+001, 1.3412972E+001, 4.8111696E+000, 3.4810897E+001, 2.2696460E+001, 1.4937631E+001, 5.4164841E+000, 3.2873934E+001, 2.0757277E+001, 1.3812986E+001, 6.1771175E+000, 3.2378188E+001, 1.8619641E+001, 1.3354592E+001, 6.3706624E+000, 2.8423821E+001, 1.6947263E+001, 1.2173966E+001, 6.7772442E+000, 2.2683803E+001, 1.4496028E+001, 1.0693488E+001, 6.2475058E+000, 1.7676206E+000, 1.9575100E+000, 1.9702818E+000, 1.8415962E+000, 1.6292581E+000, 1.3257260E+000
 1.4200087E+002, 7.6021712E+001, 3.1964103E+001, 3.5131385E+001, 2.4716787E+001, 6.9014335E+000, 3.9460033E+001, 2.4945363E+001, 1.3176700E+001, 5.2903291E+000, 3.4109394E+001, 2.1187298E+001, 1.3151206E+001, 4.9062759E+000, 3.2589287E+001, 1.8705480E+001, 1.2564924E+001, 5.9867975E+000, 3.3256923E+001, 1.7925796E+001, 1.1217398E+001, 4.6537679E+000, 3.0573986E+001, 1.6231319E+001, 1.0975005E+001, 4.2602979E+000, 2.6808744E+001, 1.4847822E+001, 9.4572284E+000, 4.2918197E+000, 1.8037761E+000, 1.9844978E+000, 1.9778331E+000, 1.8388348E+000, 1.6092101E+000, 1.3021975E+000
 1.4400094E+002, 7.6918143E+001, 3.2006198E+001, 3.4543588E+001, 2.9423233E+001, 7.1842036E+000, 3.7464470E+001, 2.7566107E+001, 1.6269058E+001, 5.2599032E+000, 3.3611096E+001, 2.3470831E+001, 1.5345692E+001, 6.3993647E+000, 3.3268674E+001, 2.3456795E+001, 1.5458823E+001, 7.4972635E+000, 3.4770870E+001, 2.2132578E+001, 1.5182167E+001, 7.3355072E+000, 3.2045014E+001, 2.1099572E+001, 1.4882557E+001, 7.3960740E+000, 2.6663374E+001, 1.8801865E+001, 1.3950311E+001, 7.2115238E+000, 1.8099402E+000, 2.0102191E+000, 2.0251246E+000, 1.9110151E+000, 1.6916977E+000, 1.3809359E+000
 1.4600074E+002, 6.7302703E+001, 2.8169089E+001, 3.5067796E+001, 2.8195217E+001, 6.8844012E+000, 3.9818904E+001, 2.7776614E+001, 1.4873714E+001, 5.1345695E+000, 3.5905986E+001, 2.3480762E+001, 1.3826544E+001, 4.8671026E+000, 3.3658303E+001, 1.9894998E+001, 1.3116871E+001, 4.8309409E+000, 3.4948782E+001, 1.9540076E+001, 1.2936274E+001, 5.6367631E+000, 3.2986979E+001, 2.0884822E+001, 1.3993567E+001, 6.2358209E+000, 2.9104668E+001, 2.1217157E+001, 1.4931721E+001, 7.0609915E+000, 1.8239838E+000, 2.0332868E+000, 2.0633180E+000, 1.9603022E+000, 1.7710806E+000, 1.4801521E+000
 1.4800050E+002, 7.6897021E+001, 3.1997827E+001, 3.4775114E+001, 2.4584865E+001, 6.8432861E+000, 3.9232577E+001, 2.3659227E+001, 1.2174199E+001, 4.7877120E+000, 3.5100117E+001, 2.0664373E+001, 1.2020880E+001, 5.1949398E+000, 3.3432594E+001, 2.1015795E+001, 1.4212127E+001, 5.5588610E+000, 3.4205434E+001, 1.9119719E+001, 1.2743850E+001, 5.2073573E+000, 3.2090494E+001, 1.6664362E+001, 1.0691866E+001, 4.9243619E+000, 2.9335734E+001, 1.5957256E+001, 1.1002063E+001, 5.8700471E+000, 1.8289652E+000, 2.0150552E+000, 2.0303218E+000, 1.9245497E+000, 1.7398239E+000, 1.4749043E+000
