s,m3/s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/kg,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kW,kg,kg
 4.9622224E+000,-8.0215028E-001, 7.4137872E+000, 6.8068042E+000, 6.4026716E+000, 7.0925855E+000, 6.2065333E+000, 5.5957904E+000, 6.0670893E+000, 6.1502471E+000, 6.3690110E+000, 6.2259900E+000, 5.8445123E+000, 5.7878321E+000, 5.1878603E+000, 5.6823589E+000, 4.7475796E+000, 4.9728249E+000, 5.7270667E+000, 5.3351826E+000, 5.0956552E+000, 5.8505631E+000, 5.3169295E+000, 2.3487587E-001, 2.1627220E-001, 2.0838694E-001, 2.3891638E-001, 2.0915919E-001, 1.9055289E-001, 2.0865182E-001, 2.0646325E-001, 2.2705457E-001, 2.0960496E-001, 2.0953446E-001, 2.1378001E-001, 1.9587296E-001, 2.1508883E-001, 1.8171565E-001, 1.9636036E-001, 2.1515218E-001, 2.0975984E-001, 2.0972015E-001, 2.2112882E-001, 2.0754417E-001, 1.5735286E-001, 1.5422582E-001, 1.4807758E-001, 1.4633917E-001, 1.4213900E-001, 1.3776438E-001, 1.3899844E-001, 1.4237895E-001, 1.3558620E-001, 1.4178660E-001, 1.3242120E-001, 1.2883105E-001, 1.2356896E-001, 1.2578513E-001, 1.1991096E-001, 1.1771435E-001, 1.2681300E-001, 1.1991765E-001, 1.1441398E-001, 1.2617608E-001, 1.2013311E-001, 3.7242692E-225, 2.1537690E-215, 4.6400517E-196, 1.1511065E-176, 1.5512841E-166, 7.8358656E-157, 1.3854595E-146, 1.6937446E-136, 6.7224950E-107, 4.2657467E-088, 1.1663917E-070, 1.1755083E-062, 2.5673250E-039, 2.9413735E-025, 1.5089008E-018, 4.0976262E-017, 1.8662672E-014, 2.9270412E-013, 1.1774918E-013, 1.3731987E-009, 1.9562824E-009, 1.0895489E-002, 1.0697638E-002, 1.0399733E-002, 1.0082179E-002, 9.9155025E-003, 9.7564277E-003, 9.6153061E-003, 9.4885829E-003, 9.1580327E-003, 8.9266131E-003, 8.7558929E-003, 8.6870979E-003, 8.5020012E-003, 8.3445008E-003, 8.1825279E-003, 8.1458088E-003, 8.0308119E-003, 7.8781599E-003, 7.8188525E-003, 7.6778689E-003, 7.6424214E-003, 9.8386083E+000, 1.5457162E-002, 3.8152572E-003
 5.0005505E+000,-8.0214625E-001, 7.3214506E+000, 7.3856103E+000, 6.1616585E+000, 6.1903054E+000, 7.0694836E+000, 6.6569973E+000, 5.3869747E+000, 6.0429072E+000, 5.6489265E+000, 6.0637701E+000, 6.9162302E+000, 6.7897612E+000, 5.0533278E+000, 5.0871791E+000, 5.0655560E+000, 4.9126290E+000, 5.0779914E+000, 5.4276771E+000, 5.4256074E+000, 4.9177997E+000, 5.5948867E+000, 2.3122972E-001, 2.3823640E-001, 1.9816096E-001, 2.0620088E-001, 2.4174490E-001, 2.2899596E-001, 1.8466412E-001, 2.0984931E-001, 1.9765364E-001, 2.2159724E-001, 2.3483979E-001, 2.3735259E-001, 1.9237420E-001, 1.9418040E-001, 1.9675677E-001, 1.8657801E-001, 2.0044766E-001, 2.0855467E-001, 2.1134337E-001, 1.9573868E-001, 2.1025800E-001, 1.5738036E-001, 1.5475112E-001, 1.4836680E-001, 1.4352226E-001, 1.4424670E-001, 1.4178147E-001, 1.3569470E-001, 1.3768363E-001, 1.3416407E-001, 1.3158739E-001, 1.4414772E-001, 1.3969824E-001, 1.2193927E-001, 1.2198605E-001, 1.2016510E-001, 1.2143618E-001, 1.1825650E-001, 1.2269391E-001, 1.2134298E-001, 1.1666208E-001, 1.2596102E-001, 1.0065159E-225, 1.1409598E-216, 7.6947576E-198, 3.4525975E-176, 7.6490038E-166, 5.3741749E-156, 2.0225604E-146, 1.4686483E-136, 3.6616122E-108, 6.0971785E-090, 3.4377539E-072, 5.0424276E-064, 1.3063489E-041, 3.9442938E-027, 1.1574047E-016, 1.8876115E-018, 1.6394643E-015, 5.0271086E-013, 5.2844968E-013, 1.5965394E-012, 5.1169787E-011, 1.1008011E-002, 1.0808810E-002, 1.0495317E-002, 1.0187224E-002, 1.0019852E-002, 9.8475518E-003, 9.7029648E-003, 9.5817932E-003, 9.2527819E-003, 9.0168207E-003, 8.8575434E-003, 8.7818359E-003, 8.5797201E-003, 8.4272552E-003, 8.2583044E-003, 8.2198522E-003, 8.1152443E-003, 7.9617262E-003, 7.8993577E-003, 7.7591115E-003, 7.7320038E-003, 9.8492393E+000, 1.5607981E-002, 3.8202337E-003
 5.0412742E+000,-8.0216321E-001, 7.2595573E+000, 7.4197495E+000, 7.6320684E+000, 6.0476943E+000, 5.6658010E+000, 6.5190469E+000, 6.9928461E+000, 5.6391670E+000, 6.0009735E+000, 6.0834577E+000, 5.4784193E+000, 6.3017350E+000, 5.5859102E+000, 5.2086588E+000, 5.6376374E+000, 5.0704168E+000, 4.8320978E+000, 5.5388251E+000, 5.4460414E+000, 4.5926113E+000, 4.7689850E+000, 2.2903819E-001, 2.4010805E-001, 2.5337304E-001, 2.0101954E-001, 1.9008681E-001, 2.2372150E-001, 2.4432069E-001, 1.9563941E-001, 2.0487398E-001, 2.1714551E-001, 1.9627244E-001, 2.1528938E-001, 2.1011654E-001, 1.9944205E-001, 2.1949767E-001, 2.0190524E-001, 1.9160566E-001, 2.1049630E-001, 2.1218951E-001, 1.9241096E-001, 1.9857409E-001, 1.5730880E-001, 1.5448370E-001, 1.5103961E-001, 1.4302406E-001, 1.3986595E-001, 1.4121665E-001, 1.4120065E-001, 1.3553160E-001, 1.3914883E-001, 1.3431464E-001, 1.3098003E-001, 1.4018075E-001, 1.2576946E-001, 1.2206555E-001, 1.2245662E-001, 1.1743305E-001, 1.1674562E-001, 1.2440465E-001, 1.2140707E-001, 1.1005852E-001, 1.1156726E-001, 7.0573752E-227, 1.4608278E-217, 1.2536447E-197, 2.7821035E-177, 1.2968354E-165, 9.2138295E-156, 3.8573508E-146, 9.9213894E-137, 5.6215267E-109, 1.6833992E-091, 4.2562692E-074, 3.3036294E-066, 5.3927240E-044, 9.7230527E-029, 2.3958486E-010, 1.2429423E-010, 6.8638744E-017, 1.1574496E-013, 3.7414139E-013, 5.3882387E-014, 4.7181962E-013, 1.1122688E-002, 1.0919932E-002, 1.0602770E-002, 1.0279006E-002, 1.0116033E-002, 9.9532495E-003, 9.7987248E-003, 9.6674222E-003, 9.3404294E-003, 9.1108542E-003, 8.9492891E-003, 8.8858078E-003, 8.6606678E-003, 8.5038866E-003, 8.3410279E-003, 8.2971143E-003, 8.1889552E-003, 8.0467335E-003, 7.9829334E-003, 7.8316523E-003, 7.8099315E-003, 9.8616925E+000, 1.5758986E-002, 3.8255852E-003
 5.0819979E+000,-8.0213223E-001, 6.7254863E+000, 6.6614686E+000, 7.1984462E+000, 7.2326845E+000, 6.3123341E+000, 5.4413767E+000, 5.9082639E+000, 6.7995153E+000, 6.0442000E+000, 5.4004479E+000, 5.8861462E+000, 5.4113754E+000, 6.9396325E+000, 4.9302006E+000, 4.7928555E+000, 5.4478520E+000, 5.0999924E+000, 5.2205180E+000, 5.3639847E+000, 4.6414005E+000, 4.5062007E+000, 2.0824540E-001, 2.1091248E-001, 2.3732488E-001, 2.4216557E-001, 2.1249372E-001, 1.8390779E-001, 2.0296832E-001, 2.3995336E-001, 2.1237697E-001, 1.8696775E-001, 2.1879836E-001, 2.0019974E-001, 2.4637140E-001, 1.9382064E-001, 1.8562041E-001, 2.1073166E-001, 2.0134591E-001, 2.0699855E-001, 2.0791901E-001, 1.9889396E-001, 1.9095731E-001, 1.5727372E-001, 1.5396489E-001, 1.5015952E-001, 1.4761537E-001, 1.4266218E-001, 1.3772068E-001, 1.3807886E-001, 1.3917250E-001, 1.3584781E-001, 1.3419363E-001, 1.2878537E-001, 1.2696279E-001, 1.3839751E-001, 1.1797635E-001, 1.1898951E-001, 1.2200260E-001, 1.1862959E-001, 1.1819550E-001, 1.2164372E-001, 1.0823950E-001, 1.0875051E-001, 4.0931139E-228, 3.0178767E-218, 4.3689153E-197, 8.4482771E-177, 9.8199224E-167, 4.4695273E-156, 1.7694838E-146, 3.4576272E-137, 1.0667218E-110, 6.3240145E-093, 2.2054383E-076, 2.0610574E-068, 1.0361545E-046, 4.9223247E-031, 6.5123301E-013, 2.7546831E-010, 2.3205498E-011, 3.1265050E-009, 2.3325694E-011, 2.6131021E-012, 2.5179874E-013, 1.1228720E-002, 1.1033712E-002, 1.0717491E-002, 1.0382117E-002, 1.0208633E-002, 1.0043683E-002, 9.9026176E-003, 9.7701706E-003, 9.4340625E-003, 9.1987604E-003, 9.0395747E-003, 8.9738135E-003, 8.7625491E-003, 8.5867618E-003, 8.4228803E-003, 8.3836358E-003, 8.2695581E-003, 8.1332357E-003, 8.0693902E-003, 7.9051031E-003, 7.8820872E-003, 9.8812054E+000, 1.5914807E-002, 3.8347116E-003
 5.1203260E+000,-8.0214847E-001, 7.0911190E+000, 6.7991134E+000, 6.8960824E+000, 7.0083781E+000, 7.2327651E+000, 7.2185154E+000, 5.5603698E+000, 5.5425810E+000, 5.7607473E+000, 5.5871243E+000, 5.3553311E+000, 5.6559700E+000, 6.1764599E+000, 5.1267461E+000, 4.7086513E+000, 4.6252060E+000, 5.4977805E+000, 4.6523521E+000, 4.9090514E+000, 5.1851121E+000, 4.6428885E+000, 2.2224357E-001, 2.1567961E-001, 2.2697430E-001, 2.3384843E-001, 2.4306662E-001, 2.4612127E-001, 1.8918923E-001, 1.9124694E-001, 2.0322736E-001, 2.0114835E-001, 1.9339725E-001, 2.0954506E-001, 2.1802825E-001, 1.9977776E-001, 1.8823916E-001, 1.8241239E-001, 2.1935219E-001, 1.8833085E-001, 1.9877905E-001, 2.0798552E-001, 1.9754673E-001, 1.5736027E-001, 1.5429890E-001, 1.4897901E-001, 1.4723217E-001, 1.4720724E-001, 1.4516317E-001, 1.3735782E-001, 1.3573395E-001, 1.3406398E-001, 1.3086099E-001, 1.2915357E-001, 1.2791002E-001, 1.3583263E-001, 1.1970241E-001, 1.1529160E-001, 1.1613863E-001, 1.1913470E-001, 1.1343344E-001, 1.1471228E-001, 1.1707085E-001, 1.0909456E-001, 7.2723756E-228, 6.0903330E-218, 2.8944886E-197, 7.9672456E-177, 9.3803069E-167, 4.0154063E-157, 2.2380258E-147, 5.1980562E-138, 1.6688872E-111, 1.9139119E-094, 9.4994446E-079, 7.6864372E-071, 1.5799136E-049, 6.6725314E-033, 9.0543034E-017, 7.2968173E-013, 5.9418866E-011, 1.6093736E-006, 2.5901406E-005, 1.1331120E-010, 2.1509197E-011, 1.1335179E-002, 1.1133753E-002, 1.0827221E-002, 1.0492452E-002, 1.0317116E-002, 1.0138491E-002, 9.9864915E-003, 9.8637618E-003, 9.5245681E-003, 9.2853520E-003, 9.1272731E-003, 9.0601749E-003, 8.8624410E-003, 8.6615910E-003, 8.4953534E-003, 8.4580908E-003, 8.3483345E-003, 8.2052798E-003, 8.1501008E-003, 7.9797635E-003, 7.9530370E-003, 9.9076957E+000, 1.6066406E-002, 3.8445133E-003
 5.1610497E+000,-8.0207413E-001, 6.9807293E+000, 7.0996494E+000, 6.4241291E+000, 6.8582834E+000, 7.0772961E+000, 6.8119528E+000, 7.5825199E+000, 6.6472469E+000, 6.1404083E+000, 5.9097255E+000, 5.2630361E+000, 5.1219068E+000, 4.9530809E+000, 6.5653726E+000, 5.2463034E+000, 4.7422804E+000, 4.6332195E+000, 5.2445770E+000, 5.0276778E+000, 5.3873478E+000, 5.2641425E+000, 2.1790878E-001, 2.2681609E-001, 2.0792552E-001, 2.3148834E-001, 2.4102721E-001, 2.2950524E-001, 2.5911489E-001, 2.2933581E-001, 2.2300377E-001, 2.1003337E-001, 1.8682342E-001, 1.8455628E-001, 1.8447433E-001, 2.3567086E-001, 2.0830905E-001, 1.9068059E-001, 1.8266995E-001, 2.0744324E-001, 1.9939810E-001, 2.1567733E-001, 2.1222780E-001, 1.5739309E-001, 1.5478935E-001, 1.4883036E-001, 1.4507771E-001, 1.4492020E-001, 1.4507303E-001, 1.4645689E-001, 1.4060610E-001, 1.3246906E-001, 1.3404738E-001, 1.3081018E-001, 1.2806439E-001, 1.2357312E-001, 1.3557980E-001, 1.1862031E-001, 1.1467561E-001, 1.1628925E-001, 1.1879056E-001, 1.1747901E-001, 1.1826257E-001, 1.1714947E-001, 1.0197081E-226, 4.3862191E-217, 6.9270171E-198, 7.9144651E-178, 2.0970541E-167, 7.7064735E-158, 1.5374038E-148, 2.1434695E-139, 1.1771844E-112, 1.5660264E-096, 5.0282826E-080, 5.5852832E-073, 7.5526822E-052, 2.7885257E-035, 6.2197856E-019, 3.7301797E-016, 1.8082453E-011, 1.7598583E-011, 4.4490163E-006, 3.4235729E-012, 5.0089818E-011, 1.1441597E-002, 1.1241366E-002, 1.0926163E-002, 1.0599901E-002, 1.0423515E-002, 1.0248987E-002, 1.0091640E-002, 9.9514587E-003, 9.6187902E-003, 9.3737426E-003, 9.2062951E-003, 9.1433222E-003, 8.9469335E-003, 8.7547348E-003, 8.5731711E-003, 8.5290172E-003, 8.4284169E-003, 8.2846847E-003, 8.2226444E-003, 8.0618214E-003, 8.0290964E-003, 9.9255511E+000, 1.6218370E-002, 3.8477974E-003
 5.2017733E+000,-8.0215904E-001, 7.2249501E+000, 7.0628908E+000, 7.3406687E+000, 6.3648502E+000, 6.4597274E+000, 6.9084373E+000, 6.8289465E+000, 6.8067513E+000, 5.8519109E+000, 6.2279740E+000, 5.4531932E+000, 5.1898166E+000, 5.4498115E+000, 5.6428896E+000, 5.1305582E+000, 5.3177346E+000, 4.3859470E+000, 5.2184132E+000, 4.9293723E+000, 5.1190077E+000, 5.4517596E+000, 2.2751098E-001, 2.2550744E-001, 2.4119150E-001, 2.1122995E-001, 2.1920598E-001, 2.3920465E-001, 2.3355863E-001, 2.3003870E-001, 2.1141821E-001, 2.2684819E-001, 1.9656978E-001, 1.8550890E-001, 2.0855185E-001, 2.0891127E-001, 2.0462146E-001, 2.1267615E-001, 1.8063539E-001, 2.1045839E-001, 1.9894221E-001, 2.0424435E-001, 2.1779498E-001, 1.5734520E-001, 1.5468532E-001, 1.5118474E-001, 1.4488555E-001, 1.4255409E-001, 1.4202786E-001, 1.4321819E-001, 1.4455619E-001, 1.3164284E-001, 1.3267457E-001, 1.3009115E-001, 1.2941807E-001, 1.2337618E-001, 1.2776765E-001, 1.1751070E-001, 1.1807410E-001, 1.1078814E-001, 1.1639154E-001, 1.1527265E-001, 1.1720463E-001, 1.1893467E-001, 7.2908666E-227, 1.1328690E-216, 4.0716594E-198, 8.0670399E-179, 4.8245855E-169, 4.4525682E-159, 9.2725786E-150, 1.3636413E-140, 9.7448157E-115, 3.1751516E-098, 1.6546095E-082, 1.4462869E-074, 1.0674507E-053, 4.3777700E-038, 2.5118076E-021, 4.1640226E-018, 2.2601919E-009, 4.0545567E-011, 1.8288336E-010, 8.0457775E-010, 2.6635675E-011, 1.1553901E-002, 1.1352348E-002, 1.1035256E-002, 1.0702459E-002, 1.0530215E-002, 1.0357482E-002, 1.0200916E-002, 1.0064219E-002, 9.7134015E-003, 9.4696372E-003, 9.2908341E-003, 9.2237400E-003, 9.0288975E-003, 8.8488727E-003, 8.6558092E-003, 8.6099905E-003, 8.4989373E-003, 8.3631314E-003, 8.3056039E-003, 8.1463461E-003, 8.1143159E-003, 9.9354511E+000, 1.6375106E-002, 3.8543873E-003
 5.2401015E+000,-8.0202396E-001, 7.2751091E+000, 7.0566891E+000, 7.2683974E+000, 7.1524589E+000, 6.6057615E+000, 6.2233544E+000, 6.3886850E+000, 6.9092321E+000, 6.4098910E+000, 5.7529536E+000, 5.7824539E+000, 5.3966064E+000, 5.0231326E+000, 5.2615319E+000, 6.2445825E+000, 5.2820036E+000, 5.0687299E+000, 4.8921682E+000, 5.5300417E+000, 5.3138620E+000, 4.9949942E+000, 2.2950714E-001, 2.2580957E-001, 2.3617926E-001, 2.4001959E-001, 2.2118981E-001, 2.1261909E-001, 2.2344387E-001, 2.4042042E-001, 2.2630011E-001, 2.1318742E-001, 2.1199098E-001, 1.9689121E-001, 1.8400728E-001, 1.9918349E-001, 2.2710730E-001, 2.0643962E-001, 2.0449278E-001, 1.9434957E-001, 2.1810830E-001, 2.1289836E-001, 2.0201541E-001, 1.5733054E-001, 1.5434902E-001, 1.5233935E-001, 1.4714027E-001, 1.4484131E-001, 1.4054190E-001, 1.3837196E-001, 1.4134196E-001, 1.3610082E-001, 1.2851603E-001, 1.2981364E-001, 1.2829158E-001, 1.2575951E-001, 1.2344304E-001, 1.3262267E-001, 1.2003528E-001, 1.1604987E-001, 1.1648531E-001, 1.2034124E-001, 1.1784545E-001, 1.1548013E-001, 1.4692313E-227, 1.0598422E-217, 4.7580640E-198, 6.5314726E-180, 2.6811631E-170, 8.7941909E-161, 2.8358036E-151, 6.8272276E-142, 9.5395090E-117, 2.6757981E-100, 7.3701953E-085, 4.9069679E-077, 8.8665369E-056, 1.6959952E-040, 6.7405496E-024, 2.4165623E-020, 2.6093158E-010, 9.8414387E-012, 2.6353687E-011, 5.7771604E-011, 8.0876802E-011, 1.1663421E-002, 1.1460583E-002, 1.1148075E-002, 1.0804282E-002, 1.0628257E-002, 1.0455611E-002, 1.0304687E-002, 1.0167432E-002, 9.8000331E-003, 9.5596091E-003, 9.3768100E-003, 9.3053535E-003, 9.1083032E-003, 8.9347905E-003, 8.7430306E-003, 8.6907198E-003, 8.5698146E-003, 8.4455651E-003, 8.3823226E-003, 8.2245832E-003, 8.1949336E-003, 9.9510439E+000, 1.6527447E-002, 3.8595065E-003
 5.2808252E+000,-8.0211056E-001, 7.6725034E+000, 7.3569802E+000, 6.8543179E+000, 7.4569773E+000, 7.3885260E+000, 6.8378531E+000, 6.3281537E+000, 5.9703619E+000, 6.3367592E+000, 5.4306992E+000, 5.6418649E+000, 5.5137695E+000, 5.0330591E+000, 5.3913758E+000, 5.9792408E+000, 6.2072728E+000, 5.2411487E+000, 4.3930309E+000, 4.5762877E+000, 5.5962505E+000, 5.4927956E+000, 2.4488767E-001, 2.3764539E-001, 2.2449148E-001, 2.4474785E-001, 2.4912092E-001, 2.3119859E-001, 2.1815127E-001, 2.1175321E-001, 2.1527260E-001, 1.9937955E-001, 2.1153533E-001, 2.0615174E-001, 1.8163311E-001, 2.0630920E-001, 2.2137362E-001, 2.2560657E-001, 2.1077856E-001, 1.7944982E-001, 1.8540134E-001, 2.2161919E-001, 2.1529743E-001, 1.5743138E-001, 1.5444199E-001, 1.4946333E-001, 1.5137088E-001, 1.4744526E-001, 1.4469915E-001, 1.3976370E-001, 1.3473092E-001, 1.4128990E-001, 1.2771183E-001, 1.2670269E-001, 1.2619601E-001, 1.2749157E-001, 1.2304374E-001, 1.2947576E-001, 1.3238660E-001, 1.1738380E-001, 1.1155242E-001, 1.1322349E-001, 1.2046097E-001, 1.2109748E-001, 8.7781148E-228, 1.3313898E-218, 4.2928892E-199, 7.5195899E-181, 2.5015111E-171, 3.4919124E-162, 7.6795493E-153, 1.2480414E-143, 9.1603988E-119, 1.3042721E-102, 9.7592090E-087, 2.2886357E-079, 6.0399166E-058, 1.9885210E-042, 1.1923065E-026, 1.2159496E-022, 7.3040478E-012, 1.9168729E-005, 5.1951213E-010, 3.3800006E-008, 1.1076732E-010, 1.1779320E-002, 1.1568871E-002, 1.1255186E-002, 1.0918051E-002, 1.0735399E-002, 1.0556119E-002, 1.0399192E-002, 1.0266364E-002, 9.9031543E-003, 9.6471530E-003, 9.4649198E-003, 9.3887749E-003, 9.1872724E-003, 9.0137549E-003, 8.8370295E-003, 8.7809034E-003, 8.6521288E-003, 8.5149481E-003, 8.4619402E-003, 8.3093343E-003, 8.2753007E-003, 9.9697737E+000, 1.6680037E-002, 3.8668841E-003
 5.3215488E+000,-8.0206527E-001, 6.7731223E+000, 7.2210625E+000, 6.8677061E+000, 6.8050146E+000, 7.0555305E+000, 7.3102117E+000, 7.0408859E+000, 6.5232696E+000, 6.8283536E+000, 6.5627633E+000, 5.7488530E+000, 5.6550708E+000, 5.4489440E+000, 5.4417399E+000, 5.5222155E+000, 5.7199618E+000, 5.7260398E+000, 4.4999266E+000, 4.4149216E+000, 4.6659878E+000, 5.2595842E+000, 2.1002136E-001, 2.3218387E-001, 2.2573372E-001, 2.2404329E-001, 2.3161180E-001, 2.4570272E-001, 2.4126050E-001, 2.2681067E-001, 2.3741084E-001, 2.2810381E-001, 2.1497087E-001, 2.1419591E-001, 1.9960911E-001, 1.9938141E-001, 2.1767831E-001, 2.1860038E-001, 2.1524427E-001, 1.8914681E-001, 1.8315241E-001, 1.9259961E-001, 2.1656016E-001, 1.5731274E-001, 1.5449670E-001, 1.4901431E-001, 1.4800474E-001, 1.4958113E-001, 1.4759753E-001, 1.4382090E-001, 1.3964295E-001, 1.4074564E-001, 1.3966336E-001, 1.2732125E-001, 1.2553252E-001, 1.2806152E-001, 1.2809970E-001, 1.2054434E-001, 1.2450321E-001, 1.2646133E-001, 1.0909237E-001, 1.1037466E-001, 1.1181651E-001, 1.1504283E-001, 2.8087929E-228, 1.2190008E-218, 1.3182056E-200, 1.7230721E-181, 1.8993169E-172, 1.3297281E-163, 1.2987919E-154, 1.0884120E-145, 1.6095817E-120, 1.5516787E-104, 6.5929185E-089, 1.9993320E-081, 1.9606754E-060, 8.6789941E-045, 2.6227025E-029, 2.8716441E-023, 1.4413360E-013, 1.4534150E-004, 1.0115674E-004, 3.3238079E-007, 9.1551773E-007, 1.1891327E-002, 1.1686816E-002, 1.1361876E-002, 1.1030146E-002, 1.0850653E-002, 1.0669400E-002, 1.0505728E-002, 1.0363160E-002, 1.0005681E-002, 9.7452498E-003, 9.5560532E-003, 9.4763212E-003, 9.2695964E-003, 9.1015672E-003, 8.9256728E-003, 8.8763999E-003, 8.7364967E-003, 8.5833921E-003, 8.5330904E-003, 8.3912846E-003, 8.3621270E-003, 9.9822424E+000, 1.6837509E-002, 3.8713433E-003
 5.3622725E+000,-8.0205121E-001, 6.5302705E+000, 6.6425228E+000, 7.3836518E+000, 6.5012622E+000, 6.5185606E+000, 6.8633036E+000, 6.8870115E+000, 7.1220386E+000, 5.6191960E+000, 6.5628607E+000, 6.2468458E+000, 5.6798705E+000, 4.9879789E+000, 5.6650767E+000, 5.0467917E+000, 5.6277580E+000, 5.9342565E+000, 5.4274703E+000, 4.9390153E+000, 5.5268320E+000, 4.5154350E+000, 2.0080560E-001, 2.0931834E-001, 2.4386436E-001, 2.1985887E-001, 2.1800388E-001, 2.2890237E-001, 2.3001745E-001, 2.4378296E-001, 2.0000804E-001, 2.3114635E-001, 2.2442837E-001, 2.1042559E-001, 1.8750744E-001, 2.0626228E-001, 1.9717624E-001, 2.2063602E-001, 2.1826310E-001, 2.1124435E-001, 2.0229116E-001, 2.1557444E-001, 1.8888489E-001, 1.5723075E-001, 1.5445235E-001, 1.5065920E-001, 1.4319368E-001, 1.4464284E-001, 1.4665000E-001, 1.4638810E-001, 1.4426803E-001, 1.3227733E-001, 1.3813015E-001, 1.3380453E-001, 1.2778384E-001, 1.2291036E-001, 1.2992576E-001, 1.1917112E-001, 1.2145751E-001, 1.3002444E-001, 1.2120245E-001, 1.1332615E-001, 1.2139231E-001, 1.0987230E-001, 9.3225565E-229, 9.4411892E-220, 3.0292136E-201, 4.0796512E-183, 5.3155478E-174, 6.7874141E-165, 2.2638355E-156, 1.1030017E-147, 3.9512193E-122, 9.1535167E-107, 4.7645005E-091, 4.5222125E-084, 8.9576327E-063, 4.7335748E-047, 1.9481434E-029, 4.5687615E-025, 1.9109483E-016, 7.7106576E-011, 1.1599867E-004, 2.0956999E-007, 5.9711426E-006, 1.1996523E-002, 1.1792726E-002, 1.1476618E-002, 1.1133687E-002, 1.0958260E-002, 1.0779788E-002, 1.0617896E-002, 1.0471306E-002, 1.0104018E-002, 9.8438424E-003, 9.6477392E-003, 9.5681615E-003, 9.3512646E-003, 9.1882360E-003, 9.0108248E-003, 8.9638382E-003, 8.8310969E-003, 8.6670100E-003, 8.6028748E-003, 8.4707251E-003, 8.4368814E-003, 9.9954107E+000, 1.6995177E-002, 3.8738846E-003
 5.4006006E+000,-8.0205484E-001, 6.5395992E+000, 6.1808383E+000, 6.3981092E+000, 7.4092336E+000, 6.6465978E+000, 6.2191790E+000, 6.6316682E+000, 6.4428780E+000, 6.0868536E+000, 5.9010689E+000, 5.9838995E+000, 6.3316845E+000, 5.7882061E+000, 5.2734315E+000, 5.9478736E+000, 4.9417737E+000, 5.3916209E+000, 5.3243996E+000, 5.1156864E+000, 4.3729596E+000, 5.4827186E+000, 2.0121035E-001, 1.9231366E-001, 2.0730964E-001, 2.5021584E-001, 2.2904122E-001, 2.1204511E-001, 2.2499744E-001, 2.1638004E-001, 2.1838914E-001, 2.0660816E-001, 2.1016867E-001, 2.2605499E-001, 2.2263539E-001, 1.9888899E-001, 2.1943256E-001, 1.9224657E-001, 2.1235719E-001, 2.0729263E-001, 1.9885213E-001, 1.8344809E-001, 2.1429690E-001, 1.5722094E-001, 1.5375221E-001, 1.4865390E-001, 1.4739023E-001, 1.4150342E-001, 1.4078415E-001, 1.4329692E-001, 1.4369678E-001, 1.3344528E-001, 1.3560894E-001, 1.3579612E-001, 1.3519638E-001, 1.2443436E-001, 1.2404553E-001, 1.2957618E-001, 1.1886446E-001, 1.2012665E-001, 1.2076848E-001, 1.1995378E-001, 1.0878521E-001, 1.2115219E-001, 2.8229759E-230, 1.6337209E-220, 3.9415728E-202, 2.5719476E-184, 9.5882380E-176, 4.9294830E-167, 6.6280845E-158, 1.7814503E-149, 5.5805003E-124, 8.2925980E-109, 2.2313543E-093, 3.2179468E-086, 3.7049694E-065, 1.0039934E-049, 5.5938013E-031, 5.1403297E-025, 3.5720328E-018, 5.6805015E-013, 1.3383724E-011, 8.8322072E-011, 6.2723340E-009, 1.2095252E-002, 1.1890531E-002, 1.1580443E-002, 1.1239281E-002, 1.1056570E-002, 1.0879816E-002, 1.0720121E-002, 1.0574980E-002, 1.0192492E-002, 9.9428021E-003, 9.7420222E-003, 9.6606523E-003, 9.4337286E-003, 9.2732562E-003, 9.0936330E-003, 9.0444763E-003, 8.9157321E-003, 8.7461489E-003, 8.6853339E-003, 8.5482220E-003, 8.5172182E-003, 9.9948663E+000, 1.7148295E-002, 3.8746194E-003
