m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,
 1.8508475E-001, 4.8772886E+006, 1.8508475E-001, 1.0065869E-004, 1.8508475E-001, 1.0210242E-004, 1.8508475E-001, 1.0317497E-004, 1.8508475E-001,-1.0031349E+000, 1.8508475E-001,-1.5781123E+000, 1.8508475E-001,-3.9047861E-003, 1.8508475E-001, 7.2444270E+006, 1.8508475E-001, 1.1387341E-004, 1.8508475E-001, 1.1822058E-004, 1.8508475E-001, 1.1983959E-004, 1.8508475E-001,-6.8444438E-001, 1.8508475E-001,-8.7812026E-001, 1.8508475E-001,-5.0865357E-003
 1.9457627E-001, 2.6082149E+006, 1.9457627E-001, 1.0279533E-004, 1.9457627E-001, 1.0472819E-004, 1.9457627E-001, 1.0603718E-004, 1.9457627E-001,-1.0699037E+000, 1.9457627E-001,-1.6574624E+000, 1.9457627E-001,-3.0456498E-003, 1.9457627E-001, 5.0316316E+006, 1.9457627E-001, 1.1625417E-004, 1.9457627E-001, 1.2008125E-004, 1.9457627E-001, 1.2156777E-004, 1.9457627E-001,-7.1283712E-001, 1.9457627E-001,-9.2283966E-001, 1.9457627E-001,-4.0940025E-003
 2.0406780E-001, 1.2842831E+006, 2.0406780E-001, 1.0718890E-004, 2.0406780E-001, 1.0911234E-004, 2.0406780E-001, 1.1036493E-004, 2.0406780E-001,-1.3004429E+000, 2.0406780E-001,-1.9095326E+000, 2.0406780E-001,-1.6879233E-003, 2.0406780E-001, 3.4402767E+006, 2.0406780E-001, 1.2157130E-004, 2.0406780E-001, 1.2367275E-004, 2.0406780E-001, 1.2477280E-004, 2.0406780E-001,-7.4065017E-001, 2.0406780E-001,-9.5767723E-001, 2.0406780E-001,-3.3910995E-003
 2.1355932E-001, 1.0242552E+006, 2.1355932E-001, 1.0463493E-004, 2.1355932E-001, 1.0633559E-004, 2.1355932E-001, 1.0755972E-004, 2.1355932E-001,-9.6913527E-001, 2.1355932E-001,-1.5128892E+000, 2.1355932E-001,-7.3602144E-004, 2.1355932E-001, 2.3516508E+006, 2.1355932E-001, 1.2579805E-004, 2.1355932E-001, 1.2748863E-004, 2.1355932E-001, 1.2837654E-004, 2.1355932E-001,-8.1756990E-001, 2.1355932E-001,-1.0377394E+000, 2.1355932E-001,-2.4869711E-003
 2.2305085E-001, 8.1882383E+005, 2.2305085E-001, 1.0527867E-004, 2.2305085E-001, 1.0647709E-004, 2.2305085E-001, 1.0730637E-004, 2.2305085E-001,-1.0259062E+000, 2.2305085E-001,-1.4116673E+000, 2.2305085E-001,-6.3591180E-004, 2.2305085E-001, 2.1144808E+006, 2.2305085E-001, 1.2691398E-004, 2.2305085E-001, 1.2819221E-004, 2.2305085E-001, 1.2891439E-004, 2.2305085E-001,-6.9564371E-001, 2.2305085E-001,-8.7588999E-001, 2.2305085E-001,-2.1751243E-003
 2.3254237E-001, 2.9636842E+005, 2.3254237E-001, 1.0866237E-004, 2.3254237E-001, 1.1009153E-004, 2.3254237E-001, 1.1107288E-004, 2.3254237E-001,-1.1575303E+000, 2.3254237E-001,-1.5064331E+000, 2.3254237E-001,-3.4145413E-004, 2.3254237E-001, 2.1825517E+006, 2.3254237E-001, 1.2753725E-004, 2.3254237E-001, 1.2869298E-004, 2.3254237E-001, 1.2935889E-004, 2.3254237E-001,-6.2087425E-001, 2.3254237E-001,-7.8391876E-001, 2.3254237E-001,-1.7455202E-003
 2.4203390E-001, 2.1145262E+005, 2.4203390E-001, 1.1201630E-004, 2.4203390E-001, 1.1313846E-004, 2.4203390E-001, 1.1384746E-004, 2.4203390E-001,-1.6653823E+000, 2.4203390E-001,-2.0562345E+000, 2.4203390E-001,-2.6148615E-004, 2.4203390E-001, 1.3741985E+006, 2.4203390E-001, 1.3075090E-004, 2.4203390E-001, 1.3173371E-004, 2.4203390E-001, 1.3231505E-004, 2.4203390E-001,-6.7923203E-001, 2.4203390E-001,-8.5169194E-001, 2.4203390E-001,-1.2869674E-003
 2.5152542E-001, 2.7341290E+005, 2.5152542E-001, 1.1098147E-004, 2.5152542E-001, 1.1207363E-004, 2.5152542E-001, 1.1283492E-004, 2.5152542E-001,-1.4276103E+000, 2.5152542E-001,-1.7317724E+000, 2.5152542E-001,-3.7649914E-004, 2.5152542E-001, 9.3648414E+005, 2.5152542E-001, 1.3330082E-004, 2.5152542E-001, 1.3415962E-004, 2.5152542E-001, 1.3467721E-004, 2.5152542E-001,-7.1598893E-001, 2.5152542E-001,-8.7229147E-001, 2.5152542E-001,-8.5179855E-004
 2.6101695E-001, 2.4491624E+005, 2.6101695E-001, 1.0997988E-004, 2.6101695E-001, 1.1083914E-004, 2.6101695E-001, 1.1148219E-004, 2.6101695E-001,-1.1705588E+000, 2.6101695E-001,-1.4002789E+000, 2.6101695E-001,-2.2433307E-004, 2.6101695E-001, 5.7623222E+005, 2.6101695E-001, 1.3470117E-004, 2.6101695E-001, 1.3567484E-004, 2.6101695E-001, 1.3628461E-004, 2.6101695E-001,-7.6370548E-001, 2.6101695E-001,-9.3340752E-001, 2.6101695E-001,-7.3433096E-004
 2.7050847E-001, 2.4721420E+005, 2.7050847E-001, 1.1459066E-004, 2.7050847E-001, 1.1505321E-004, 2.7050847E-001, 1.1542399E-004, 2.7050847E-001,-1.7463161E+000, 2.7050847E-001,-1.8913645E+000, 2.7050847E-001,-1.4274333E-004, 2.7050847E-001, 5.0345182E+005, 2.7050847E-001, 1.3512066E-004, 2.7050847E-001, 1.3624831E-004, 2.7050847E-001, 1.3693126E-004, 2.7050847E-001,-7.7111175E-001, 2.7050847E-001,-9.4046773E-001, 2.7050847E-001,-6.5239831E-004
 2.8000000E-001, 2.5312289E+005, 2.8000000E-001, 1.0918455E-004, 2.8000000E-001, 1.0994682E-004, 2.8000000E-001, 1.1049792E-004, 2.8000000E-001,-6.0830806E-001, 2.8000000E-001,-8.2103785E-001, 2.8000000E-001,-1.3677151E-004, 2.8000000E-001, 7.7485751E+005, 2.8000000E-001, 1.3151884E-004, 2.8000000E-001, 1.3318823E-004, 2.8000000E-001, 1.3412992E-004, 2.8000000E-001,-7.0058236E-001, 2.8000000E-001,-8.6256592E-001, 2.8000000E-001,-9.3039943E-004
