m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,
 1.8508475E-001, 1.0720576E+007, 1.8508475E-001, 9.1864666E-005, 1.8508475E-001, 9.3046168E-005, 1.8508475E-001, 9.3968765E-005, 1.8508475E-001,-7.7088583E-001, 1.8508475E-001,-1.2391277E+000, 1.8508475E-001,-5.3429196E-003, 1.8508475E-001, 9.7269474E+006, 1.8508475E-001, 1.0920373E-004, 1.8508475E-001, 1.1252854E-004, 1.8508475E-001, 1.1397712E-004, 1.8508475E-001,-4.4139912E-001, 1.8508475E-001,-8.1798677E-001, 1.8508475E-001,-5.9476750E-003
 1.9457627E-001, 2.8076906E+006, 1.9457627E-001, 9.6021318E-005, 1.9457627E-001, 9.8067035E-005, 1.9457627E-001, 9.9573780E-005, 1.9457627E-001,-1.2906177E+000, 1.9457627E-001,-2.1178590E+000, 1.9457627E-001,-2.6188617E-003, 1.9457627E-001, 7.3110302E+006, 1.9457627E-001, 1.1547611E-004, 1.9457627E-001, 1.1703814E-004, 1.9457627E-001, 1.1795514E-004, 1.9457627E-001,-4.5774816E-001, 1.9457627E-001,-9.0945656E-001, 1.9457627E-001,-5.8224202E-003
 2.0406780E-001, 1.7962661E+006, 2.0406780E-001, 9.8738587E-005, 2.0406780E-001, 1.0084246E-004, 2.0406780E-001, 1.0245439E-004, 2.0406780E-001,-9.1586003E-001, 2.0406780E-001,-1.6115672E+000, 2.0406780E-001,-1.8633191E-003, 2.0406780E-001, 4.7490959E+006, 2.0406780E-001, 1.1769198E-004, 2.0406780E-001, 1.1938935E-004, 2.0406780E-001, 1.2038527E-004, 2.0406780E-001,-5.7919352E-001, 2.0406780E-001,-9.3718737E-001, 2.0406780E-001,-4.4449846E-003
 2.1355932E-001, 1.6459853E+006, 2.1355932E-001, 9.8891668E-005, 2.1355932E-001, 1.0084741E-004, 2.1355932E-001, 1.0228093E-004, 2.1355932E-001,-1.4234669E+000, 2.1355932E-001,-2.2648384E+000, 2.1355932E-001,-1.7488810E-003, 2.1355932E-001, 4.0215641E+006, 2.1355932E-001, 1.1821046E-004, 2.1355932E-001, 1.1977921E-004, 2.1355932E-001, 1.2072749E-004, 2.1355932E-001,-5.7298853E-001, 2.1355932E-001,-8.6678475E-001, 2.1355932E-001,-3.4693705E-003
 2.2305085E-001, 1.0873854E+006, 2.2305085E-001, 1.0018797E-004, 2.2305085E-001, 1.0238777E-004, 2.2305085E-001, 1.0389956E-004, 2.2305085E-001,-1.3515669E+000, 2.2305085E-001,-2.1372247E+000, 2.2305085E-001,-1.2350667E-003, 2.2305085E-001, 3.8626701E+006, 2.2305085E-001, 1.1806193E-004, 2.2305085E-001, 1.1974093E-004, 2.2305085E-001, 1.2072467E-004, 2.2305085E-001,-6.0483380E-001, 2.2305085E-001,-8.4245919E-001, 2.2305085E-001,-2.9878636E-003
 2.3254237E-001, 8.4050185E+005, 2.3254237E-001, 1.0031122E-004, 2.3254237E-001, 1.0237196E-004, 2.3254237E-001, 1.0374736E-004, 2.3254237E-001,-1.2339168E+000, 2.3254237E-001,-1.8763812E+000, 2.3254237E-001,-7.5306527E-004, 2.3254237E-001, 3.5280210E+006, 2.3254237E-001, 1.1907349E-004, 2.3254237E-001, 1.2081741E-004, 2.3254237E-001, 1.2178738E-004, 2.3254237E-001,-6.5074236E-001, 2.3254237E-001,-8.1524957E-001, 2.3254237E-001,-3.0105327E-003
 2.4203390E-001, 3.1603594E+005, 2.4203390E-001, 1.0139628E-004, 2.4203390E-001, 1.0332653E-004, 2.4203390E-001, 1.0468053E-004, 2.4203390E-001,-1.2330306E+000, 2.4203390E-001,-1.7116970E+000, 2.4203390E-001,-2.2881179E-004, 2.4203390E-001, 2.3945455E+006, 2.4203390E-001, 1.2038349E-004, 2.4203390E-001, 1.2232256E-004, 2.4203390E-001, 1.2341334E-004, 2.4203390E-001,-6.8885369E-001, 2.4203390E-001,-8.9035151E-001, 2.4203390E-001,-2.0286501E-003
 2.5152542E-001, 1.2896857E+005, 2.5152542E-001, 1.1071140E-004, 2.5152542E-001, 1.1224848E-004, 2.5152542E-001, 1.1337675E-004, 2.5152542E-001,-2.7908749E+000, 2.5152542E-001,-3.3485911E+000, 2.5152542E-001,-2.2633261E-004, 2.5152542E-001, 1.4177293E+006, 2.5152542E-001, 1.2343068E-004, 2.5152542E-001, 1.2535808E-004, 2.5152542E-001, 1.2641857E-004, 2.5152542E-001,-8.0911340E-001, 2.5152542E-001,-1.0424489E+000, 2.5152542E-001,-1.2572214E-003
 2.6101695E-001, 2.3142333E+005, 2.6101695E-001, 1.0564324E-004, 2.6101695E-001, 1.0684145E-004, 2.6101695E-001, 1.0767040E-004, 2.6101695E-001,-1.6040250E+000, 2.6101695E-001,-1.9808381E+000, 2.6101695E-001,-2.4649472E-004, 2.6101695E-001, 1.3459920E+006, 2.6101695E-001, 1.2328601E-004, 2.6101695E-001, 1.2503201E-004, 2.6101695E-001, 1.2605881E-004, 2.6101695E-001,-7.4149827E-001, 2.6101695E-001,-9.5248344E-001, 2.6101695E-001,-1.1624311E-003
 2.7050847E-001, 7.1076840E+004, 2.7050847E-001, 1.1110994E-004, 2.7050847E-001, 1.1211595E-004, 2.7050847E-001, 1.1279395E-004, 2.7050847E-001,-2.3666272E+000, 2.7050847E-001,-2.6976341E+000, 2.7050847E-001,-1.3814073E-004, 2.7050847E-001, 1.2404817E+006, 2.7050847E-001, 1.2349907E-004, 2.7050847E-001, 1.2511276E-004, 2.7050847E-001, 1.2611657E-004, 2.7050847E-001,-7.1487417E-001, 2.7050847E-001,-9.2853416E-001, 2.7050847E-001,-1.1940596E-003
 2.8000000E-001, 1.4707763E+004, 2.8000000E-001, 1.2865288E-004, 2.8000000E-001, 1.3017148E-004, 2.8000000E-001, 1.3145145E-004, 2.8000000E-001,-5.3944820E+000, 2.8000000E-001,-5.8644715E+000, 2.8000000E-001,-4.8094197E-005, 2.8000000E-001, 1.0830188E+006, 2.8000000E-001, 1.2292066E-004, 2.8000000E-001, 1.2439524E-004, 2.8000000E-001, 1.2533097E-004, 2.8000000E-001,-6.0080109E-001, 2.8000000E-001,-7.6605237E-001, 2.8000000E-001,-9.2725570E-004
