cm,K,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,cm,kW/m2,kW/m2,cm,kW/m2,cm,kW/m2
 9.2500000E+001, 4.2973477E+002, 1.9595595E-001, 7.4882088E-003, 5.9677435E-007, 4.0734403E-008, 1.7553289E-002, 5.9677435E-007, 7.7900132E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2660550E+002, 9.3229342E-002,NaN,NaN
 9.3500000E+001, 4.2721535E+002, 1.9618117E-001, 7.3641434E-003, 4.7643314E-007, 3.2425932E-008, 1.7305523E-002, 4.7643314E-007, 7.7914818E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2798165E+002, 9.0813462E-002,NaN,NaN
 9.4500000E+001, 4.2469723E+002, 1.9640568E-001, 7.2404537E-003, 3.8075829E-007, 2.5712950E-008, 1.7058532E-002, 3.8075829E-007, 7.7929455E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2935780E+002, 8.6165192E-002,NaN,NaN
 9.5500000E+001, 4.2212686E+002, 1.9663644E-001, 7.1133119E-003, 2.9917781E-007, 2.0399802E-008, 1.6804665E-002, 2.9917781E-007, 7.7944496E-001, 0.0000000E+000,NaN,NaN,NaN, 1.3073394E+002, 8.3931443E-002,NaN,NaN
 9.6500000E+001, 4.1966796E+002, 1.9685855E-001, 6.9909277E-003, 2.3422408E-007, 1.6155838E-008, 1.6560310E-002, 2.3422408E-007, 7.7958973E-001, 0.0000000E+000,NaN,NaN,NaN, 1.3211009E+002, 7.9640592E-002,NaN,NaN
 9.7500000E+001, 4.1729065E+002, 1.9707745E-001, 6.8703087E-003, 1.7954233E-007, 1.2556743E-008, 1.6319489E-002, 1.7954233E-007, 7.7973238E-001, 0.0000000E+000,NaN,NaN,NaN, 1.3348624E+002, 7.7581286E-002,NaN,NaN
 9.8500000E+001, 4.1499573E+002, 1.9729098E-001, 6.7526384E-003, 1.3705739E-007, 9.7142607E-009, 1.6084566E-002, 1.3705739E-007, 7.7987153E-001, 0.0000000E+000,NaN,NaN,NaN, 1.3486239E+002, 7.5577624E-002,NaN,NaN
 9.9500000E+001, 4.1278528E+002, 1.9749417E-001, 6.6406676E-003, 1.0482754E-007, 7.4911850E-009, 1.5861030E-002, 1.0482754E-007, 7.8000392E-001, 0.0000000E+000,NaN,NaN,NaN, 1.3623853E+002, 7.1731001E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3761468E+002, 6.9884633E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.3899083E+002, 6.8087124E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4036697E+002, 6.4630817E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4174312E+002, 6.2967855E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4311927E+002, 5.9761356E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4449541E+002, 5.8213285E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4587156E+002, 5.6698928E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4724771E+002, 5.3762120E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4862385E+002, 5.2335109E-002,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.5000000E+002, 5.0932754E-002,NaN,NaN
