cm,K,K,cm,K,K,K,K,K,K,K,K,K,K
 1.3350000E+002, 6.5233564E+002, 2.4200690E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.3450000E+002, 6.4861641E+002, 2.3981854E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.3550000E+002, 6.4520615E+002, 2.3822634E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.3650000E+002, 6.4143576E+002, 2.3571449E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.3750000E+002, 6.3813132E+002, 2.3387305E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.3850000E+002, 6.3472582E+002, 2.3155501E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.3950000E+002, 6.3160146E+002, 2.2957533E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.4050000E+002, 6.2856443E+002, 2.2754412E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.4150000E+002, 6.2553205E+002, 2.2546841E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.4250000E+002, 6.2235597E+002, 2.2309253E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.4350000E+002, 6.1915676E+002, 2.2060823E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.4450000E+002, 6.1593068E+002, 2.1803413E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.4550000E+002, 6.1268770E+002, 2.1555182E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.4650000E+002, 6.0941577E+002, 2.1317765E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.4750000E+002, 6.0614411E+002, 2.1059996E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.4850000E+002, 6.0307703E+002, 2.0835491E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.4950000E+002, 6.0025223E+002, 2.0608885E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.5050000E+002, 5.9756720E+002, 2.0395817E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.5150000E+002, 5.9481514E+002, 2.0182423E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.5250000E+002, 5.9188602E+002, 1.9974310E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.5350000E+002, 5.8885864E+002, 1.9775522E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.5450000E+002, 5.8580085E+002, 1.9581054E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.5550000E+002, 5.8287221E+002, 1.9399952E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.5650000E+002, 5.8007488E+002, 1.9214863E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.5750000E+002, 5.7755585E+002, 1.9050325E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.5850000E+002, 5.7513938E+002, 1.8875246E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.5950000E+002, 5.7295304E+002, 1.8727210E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.6050000E+002, 5.7074877E+002, 1.8569779E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.6150000E+002, 5.6867569E+002, 1.8408533E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.6250000E+002, 5.6651277E+002, 1.8214896E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.6350000E+002, 5.6433471E+002, 1.7991693E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.6450000E+002, 5.6205538E+002, 1.7768158E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.6550000E+002, 5.5974127E+002, 1.7541351E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.6650000E+002, 5.5744064E+002, 1.7336586E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.6750000E+002, 5.5517759E+002, 1.7124270E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.6850000E+002, 5.5305881E+002, 1.6927984E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.6950000E+002, 5.5095769E+002, 1.6723929E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.7050000E+002, 5.4897353E+002, 1.6544419E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.7150000E+002, 5.4697268E+002, 1.6363714E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.7250000E+002, 5.4493384E+002, 1.6200707E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.7350000E+002, 5.4288635E+002, 1.6056557E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.7450000E+002, 5.4080295E+002, 1.5937133E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.7550000E+002, 5.3868558E+002, 1.5823238E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.7650000E+002, 5.3655532E+002, 1.5716619E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.7750000E+002, 5.3449552E+002, 1.5593563E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.7850000E+002, 5.3251245E+002, 1.5456818E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.7950000E+002, 5.3059231E+002, 1.5299999E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.8050000E+002, 5.2873741E+002, 1.5137233E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.8150000E+002, 5.2697135E+002, 1.4986487E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.8250000E+002, 5.2525119E+002, 1.4844078E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.8350000E+002, 5.2364468E+002, 1.4710999E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.8450000E+002, 5.2202755E+002, 1.4578037E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.8550000E+002, 5.2047148E+002, 1.4442027E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.8650000E+002, 5.1888927E+002, 1.4305615E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.8750000E+002, 5.1739192E+002, 1.4175265E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.8850000E+002, 5.1588530E+002, 1.4050729E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.8950000E+002, 5.1440046E+002, 1.3925352E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.9050000E+002, 5.1284945E+002, 1.3790956E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.9150000E+002, 5.1126484E+002, 1.3647209E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.9250000E+002, 5.0960092E+002, 1.3494607E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.9350000E+002, 5.0796138E+002, 1.3340573E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.9450000E+002, 5.0629720E+002, 1.3180874E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.9550000E+002, 5.0464052E+002, 1.3029237E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.9650000E+002, 5.0286867E+002, 1.2873507E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.9750000E+002, 5.0111790E+002, 1.2723575E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.9850000E+002, 4.9931562E+002, 1.2580152E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 1.9950000E+002, 4.9756160E+002, 1.2448215E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.0050000E+002, 4.9582236E+002, 1.2323616E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.0150000E+002, 4.9423837E+002, 1.2213211E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.0250000E+002, 4.9267781E+002, 1.2113929E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.0350000E+002, 4.9120701E+002, 1.2022413E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.0450000E+002, 4.8981929E+002, 1.1940086E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.0550000E+002, 4.8844731E+002, 1.1855826E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.0650000E+002, 4.8714065E+002, 1.1768278E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.0750000E+002, 4.8590574E+002, 1.1672197E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.0850000E+002, 4.8463061E+002, 1.1565175E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.0950000E+002, 4.8333426E+002, 1.1460754E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.1050000E+002, 4.8200180E+002, 1.1346418E+002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
