cm,K,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,cm,kW/m2,kW/m2,cm,kW/m2,cm,kW/m2
 4.4750000E+001, 7.4559832E+002, 1.6067962E-001, 2.5813745E-002, 1.7913244E-003, 9.2876892E-004, 5.5909383E-002, 1.7913244E-003, 7.5308583E-001, 0.0000000E+000,NaN,NaN,NaN, 5.9598214E+001, 4.3128532E-001,NaN,NaN
 4.5250000E+001, 7.3718942E+002, 1.6178399E-001, 2.5270360E-002, 1.6884600E-003, 8.6586800E-004, 5.4722707E-002, 1.6884600E-003, 7.5398015E-001, 0.0000000E+000,NaN,NaN,NaN, 6.0267857E+001, 4.2707460E-001,NaN,NaN
 4.5750000E+001, 7.2907647E+002, 1.6280390E-001, 2.4782427E-002, 1.5717639E-003, 7.9349385E-004, 5.3633000E-002, 1.5717639E-003, 7.5484365E-001, 0.0000000E+000,NaN,NaN,NaN, 6.0937500E+001, 4.2283618E-001,NaN,NaN
 4.6250000E+001, 7.2067069E+002, 1.6386378E-001, 2.4247861E-002, 1.4923794E-003, 7.5181314E-004, 5.2487198E-002, 1.4923794E-003, 7.5566459E-001, 0.0000000E+000,NaN,NaN,NaN, 6.1607143E+001, 4.1430192E-001,NaN,NaN
 4.6750000E+001, 7.1264632E+002, 1.6486287E-001, 2.3767219E-002, 1.3815728E-003, 6.8692092E-004, 5.1417876E-002, 1.3815728E-003, 7.5650197E-001, 0.0000000E+000,NaN,NaN,NaN, 6.2276786E+001, 4.1001394E-001,NaN,NaN
 4.7250000E+001, 7.0483155E+002, 1.6582830E-001, 2.3278070E-002, 1.3120515E-003, 6.5454226E-004, 5.0372507E-002, 1.3120515E-003, 7.5724248E-001, 0.0000000E+000,NaN,NaN,NaN, 6.2946429E+001, 4.0571522E-001,NaN,NaN
 4.7750000E+001, 6.9709355E+002, 1.6678401E-001, 2.2818461E-002, 1.2038125E-003, 6.0200495E-004, 4.9347688E-002, 1.2038125E-003, 7.5804022E-001, 0.0000000E+000,NaN,NaN,NaN, 6.3616071E+001, 3.9709573E-001,NaN,NaN
 4.8250000E+001, 6.8968736E+002, 1.6766977E-001, 2.2367005E-002, 1.1454358E-003, 5.6903107E-004, 4.8388630E-002, 1.1454358E-003, 7.5871470E-001, 0.0000000E+000,NaN,NaN,NaN, 6.4285714E+001, 3.9278338E-001,NaN,NaN
 4.8750000E+001, 6.8240143E+002, 1.6854527E-001, 2.1936848E-002, 1.0616416E-003, 5.2480042E-004, 4.7446863E-002, 1.0616416E-003, 7.5942294E-001, 0.0000000E+000,NaN,NaN,NaN, 6.4955357E+001, 3.8847797E-001,NaN,NaN
 4.9250000E+001, 6.7583853E+002, 1.6932237E-001, 2.1544181E-002, 1.0060671E-003, 4.8767027E-004, 4.6607948E-002, 1.0060671E-003, 7.6002570E-001, 0.0000000E+000,NaN,NaN,NaN, 6.5625000E+001, 3.7992432E-001,NaN,NaN
 4.9750000E+001, 6.6943939E+002, 1.7009563E-001, 2.1163793E-002, 9.3335244E-004, 4.4630432E-004, 4.5776526E-002, 9.3335244E-004, 7.6065104E-001, 0.0000000E+000,NaN,NaN,NaN, 6.6294643E+001, 3.7569717E-001,NaN,NaN
 5.0250000E+001, 6.6316634E+002, 1.7082811E-001, 2.0797726E-002, 8.7424407E-004, 4.0905579E-004, 4.4987196E-002, 8.7424407E-004, 7.6122942E-001, 0.0000000E+000,NaN,NaN,NaN, 6.6964286E+001, 3.7151793E-001,NaN,NaN
 5.0750000E+001, 6.5705160E+002, 1.7154454E-001, 2.0444070E-002, 8.0775159E-004, 3.7704724E-004, 4.4215291E-002, 8.0775159E-004, 7.6180354E-001, 0.0000000E+000,NaN,NaN,NaN, 6.7633929E+001, 3.6334449E-001,NaN,NaN
 5.1250000E+001, 6.5090018E+002, 1.7225300E-001, 2.0091847E-002, 7.4644509E-004, 3.4535803E-004, 4.3451396E-002, 7.4644509E-004, 7.6236551E-001, 0.0000000E+000,NaN,NaN,NaN, 6.8303571E+001, 3.5936739E-001,NaN,NaN
 5.1750000E+001, 6.4463273E+002, 1.7297144E-001, 1.9731415E-002, 6.8857692E-004, 3.2024692E-004, 4.2674515E-002, 6.8857692E-004, 7.6292523E-001, 0.0000000E+000,NaN,NaN,NaN, 6.8973214E+001, 3.5547139E-001,NaN,NaN
 5.2250000E+001, 6.3869924E+002, 1.7366636E-001, 1.9383764E-002, 6.3204490E-004, 2.9023906E-004, 4.1924487E-002, 6.3204490E-004, 7.6347106E-001, 0.0000000E+000,NaN,NaN,NaN, 6.9642857E+001, 3.4793318E-001,NaN,NaN
 5.2750000E+001, 6.3281041E+002, 1.7435418E-001, 1.9038264E-002, 5.7746550E-004, 2.6595057E-004, 4.1180676E-002, 5.7746550E-004, 7.6400600E-001, 0.0000000E+000,NaN,NaN,NaN, 7.0312500E+001, 3.4429069E-001,NaN,NaN
 5.3250000E+001, 6.2704112E+002, 1.7501173E-001, 1.8708899E-002, 5.2468925E-004, 2.3758922E-004, 4.0470874E-002, 5.2468925E-004, 7.6452153E-001, 0.0000000E+000,NaN,NaN,NaN, 7.0982143E+001, 3.4072924E-001,NaN,NaN
 5.3750000E+001, 6.2103600E+002, 1.7568674E-001, 1.8366294E-002, 4.7685440E-004, 2.1639526E-004, 3.9739535E-002, 4.7685440E-004, 7.6503733E-001, 0.0000000E+000,NaN,NaN,NaN, 7.1651786E+001, 3.3383078E-001,NaN,NaN
 5.4250000E+001, 6.1503492E+002, 1.7633288E-001, 1.8036056E-002, 4.3590254E-004, 1.9225254E-004, 3.9039729E-002, 4.3590254E-004, 7.6552728E-001, 0.0000000E+000,NaN,NaN,NaN, 7.2321429E+001, 3.3048280E-001,NaN,NaN
 5.4750000E+001, 6.0861223E+002, 1.7700784E-001, 1.7688615E-002, 3.9582349E-004, 1.7526074E-004, 3.8306431E-002, 3.9582349E-004, 7.6603020E-001, 0.0000000E+000,NaN,NaN,NaN, 7.2991071E+001, 3.2719506E-001,NaN,NaN
 5.5250000E+001, 6.0293913E+002, 1.7761722E-001, 1.7373504E-002, 3.6280552E-004, 1.5683324E-004, 3.7644686E-002, 3.6280552E-004, 7.6648215E-001, 0.0000000E+000,NaN,NaN,NaN, 7.3660714E+001, 3.2078226E-001,NaN,NaN
 5.5750000E+001, 5.9700389E+002, 1.7824556E-001, 1.7047949E-002, 3.2850037E-004, 1.4462322E-004, 3.6960797E-002, 3.2850037E-004, 7.6694407E-001, 0.0000000E+000,NaN,NaN,NaN, 7.4330357E+001, 3.1764964E-001,NaN,NaN
 5.6250000E+001, 5.9159408E+002, 1.7879458E-001, 1.6761252E-002, 3.0296240E-004, 1.3166640E-004, 3.6363187E-002, 3.0296240E-004, 7.6734339E-001, 0.0000000E+000,NaN,NaN,NaN, 7.4995000E+001, 3.1456157E-001,NaN,NaN
 5.6750000E+001, 5.8607364E+002, 1.7936444E-001, 1.6460504E-002, 2.8105754E-004, 1.2318326E-004, 3.5741125E-002, 2.8105754E-004, 7.6774864E-001, 0.0000000E+000,NaN,NaN,NaN, 7.5669643E+001, 3.0934527E-001,NaN,NaN
 5.7250000E+001, 5.8108891E+002, 1.7985213E-001, 1.6201249E-002, 2.6609564E-004, 1.1361370E-004, 3.5208790E-002, 2.6609564E-004, 7.6809203E-001, 0.0000000E+000,NaN,NaN,NaN, 7.6339286E+001, 3.0637577E-001,NaN,NaN
 5.7750000E+001, 5.7593633E+002, 1.8037642E-001, 1.5921171E-002, 2.5137881E-004, 1.0849251E-004, 3.4635121E-002, 2.5137881E-004, 7.6845604E-001, 0.0000000E+000,NaN,NaN,NaN, 7.7008929E+001, 3.0051315E-001,NaN,NaN
 5.8250000E+001, 5.7102275E+002, 1.8082951E-001, 1.5679870E-002, 2.3836288E-004, 9.9080876E-005, 3.4140556E-002, 2.3836288E-004, 7.6877425E-001, 0.0000000E+000,NaN,NaN,NaN, 7.7678571E+001, 2.9761045E-001,NaN,NaN
 5.8750000E+001, 5.6610649E+002, 1.8132128E-001, 1.5414999E-002, 2.2780468E-004, 9.7216741E-005, 3.3601364E-002, 2.2780468E-004, 7.6910954E-001, 0.0000000E+000,NaN,NaN,NaN, 7.8348214E+001, 2.9472087E-001,NaN,NaN
 5.9250000E+001, 5.6134548E+002, 1.8176243E-001, 1.5180832E-002, 2.1382700E-004, 8.7734233E-005, 3.3120083E-002, 2.1382700E-004, 7.6942127E-001, 0.0000000E+000,NaN,NaN,NaN, 7.9017857E+001, 2.8896703E-001,NaN,NaN
 5.9750000E+001, 5.5687361E+002, 1.8220622E-001, 1.4943483E-002, 2.0119622E-004, 8.6588622E-005, 3.2633766E-002, 2.0119622E-004, 7.6972755E-001, 0.0000000E+000,NaN,NaN,NaN, 7.9687500E+001, 2.8609703E-001,NaN,NaN
 6.0250000E+001, 5.5233595E+002, 1.8265156E-001, 1.4708651E-002, 1.8414768E-004, 7.7894549E-005, 3.2148105E-002, 1.8414768E-004, 7.7004549E-001, 0.0000000E+000,NaN,NaN,NaN, 8.0357143E+001, 2.8322812E-001,NaN,NaN
 6.0750000E+001, 5.4816648E+002, 1.8306682E-001, 1.4488129E-002, 1.6986017E-004, 7.5360684E-005, 3.1693735E-002, 1.6986017E-004, 7.7033624E-001, 0.0000000E+000,NaN,NaN,NaN, 8.1026786E+001, 2.7748254E-001,NaN,NaN
 6.1250000E+001, 5.4397341E+002, 1.8347751E-001, 1.4271274E-002, 1.5445474E-004, 6.8286150E-005, 3.1245588E-002, 1.5445474E-004, 7.7062843E-001, 0.0000000E+000,NaN,NaN,NaN, 8.1696429E+001, 2.7460078E-001,NaN,NaN
 6.1750000E+001, 5.4047453E+002, 1.8383094E-001, 1.4083643E-002, 1.4256068E-004, 6.4346310E-005, 3.0859253E-002, 1.4256068E-004, 7.7087670E-001, 0.0000000E+000,NaN,NaN,NaN, 8.2366071E+001, 2.7171053E-001,NaN,NaN
 6.2250000E+001, 5.3673045E+002, 1.8419260E-001, 1.3891341E-002, 1.3119940E-004, 5.8917146E-005, 3.0464126E-002, 1.3119940E-004, 7.7113061E-001, 0.0000000E+000,NaN,NaN,NaN, 8.3035714E+001, 2.6590224E-001,NaN,NaN
 6.2750000E+001, 5.3343227E+002, 1.8451873E-001, 1.3718451E-002, 1.2024177E-004, 5.3071808E-005, 3.0108150E-002, 1.2024177E-004, 7.7136112E-001, 0.0000000E+000,NaN,NaN,NaN, 8.3705357E+001, 2.6298524E-001,NaN,NaN
 6.3250000E+001, 5.2983149E+002, 1.8486280E-001, 1.3535662E-002, 1.0938614E-004, 4.6752194E-005, 2.9732519E-002, 1.0938614E-004, 7.7160349E-001, 0.0000000E+000,NaN,NaN,NaN, 8.4375000E+001, 2.6006160E-001,NaN,NaN
 6.3750000E+001, 5.2666631E+002, 1.8518238E-001, 1.3366826E-002, 9.7768879E-005, 4.0260746E-005, 2.9383982E-002, 9.7768879E-005, 7.7183102E-001, 0.0000000E+000,NaN,NaN,NaN, 8.5044643E+001, 2.5420328E-001,NaN,NaN
 6.4250000E+001, 5.2307297E+002, 1.8553555E-001, 1.3178555E-002, 8.7442768E-005, 3.5411568E-005, 2.8997929E-002, 8.7442768E-005, 7.7207767E-001, 0.0000000E+000,NaN,NaN,NaN, 8.5714286E+001, 2.5127388E-001,NaN,NaN
 6.4750000E+001, 5.1982718E+002, 1.8587250E-001, 1.2999384E-002, 7.6637582E-005, 3.1529941E-005, 2.8629562E-002, 7.6637582E-005, 7.7231375E-001, 0.0000000E+000,NaN,NaN,NaN, 8.6383929E+001, 2.4834808E-001,NaN,NaN
 6.5250000E+001, 5.1630985E+002, 1.8622683E-001, 1.2809036E-002, 6.8341513E-005, 2.9197039E-005, 2.8241374E-002, 6.8341513E-005, 7.7255688E-001, 0.0000000E+000,NaN,NaN,NaN, 8.7053571E+001, 2.4251825E-001,NaN,NaN
 6.5750000E+001, 5.1306497E+002, 1.8656549E-001, 1.2627655E-002, 5.9384843E-005, 2.7247919E-005, 2.7870429E-002, 5.9384843E-005, 7.7279041E-001, 0.0000000E+000,NaN,NaN,NaN, 8.7723214E+001, 2.3961926E-001,NaN,NaN
 6.6250000E+001, 5.0979158E+002, 1.8689507E-001, 1.2449189E-002, 5.4019522E-005, 2.5845849E-005, 2.7508868E-002, 5.4019522E-005, 7.7301299E-001, 0.0000000E+000,NaN,NaN,NaN, 8.8392857E+001, 2.3673413E-001,NaN,NaN
 6.6750000E+001, 5.0669707E+002, 1.8720440E-001, 1.2281936E-002, 4.8485752E-005, 2.4822168E-005, 2.7169521E-002, 4.8485752E-005, 7.7322235E-001, 0.0000000E+000,NaN,NaN,NaN, 8.9062500E+001, 2.3101603E-001,NaN,NaN
 6.7250000E+001, 5.0371016E+002, 1.8750245E-001, 1.2119337E-002, 4.5724742E-005, 2.3794553E-005, 2.6842217E-002, 4.5724742E-005, 7.7342075E-001, 0.0000000E+000,NaN,NaN,NaN, 8.9732143E+001, 2.2818931E-001,NaN,NaN
 6.7750000E+001, 5.0088482E+002, 1.8778535E-001, 1.1965329E-002, 4.2538920E-005, 2.2758544E-005, 2.6531641E-002, 4.2538920E-005, 7.7360985E-001, 0.0000000E+000,NaN,NaN,NaN, 9.0401786E+001, 2.2538893E-001,NaN,NaN
 6.8250000E+001, 4.9790437E+002, 1.8808380E-001, 1.1802411E-002, 3.9941956E-005, 2.1759292E-005, 2.6203865E-002, 3.9941956E-005, 7.7380828E-001, 0.0000000E+000,NaN,NaN,NaN, 9.1071429E+001, 2.1988290E-001,NaN,NaN
 6.8750000E+001, 4.9509743E+002, 1.8836442E-001, 1.1648928E-002, 3.8070239E-005, 2.0621658E-005, 2.5895642E-002, 3.8070239E-005, 7.7399425E-001, 0.0000000E+000,NaN,NaN,NaN, 9.1741071E+001, 2.1718492E-001,NaN,NaN
 6.9250000E+001, 4.9231486E+002, 1.8864551E-001, 1.1495844E-002, 3.5145103E-005, 1.8943384E-005, 2.5587171E-002, 3.5145103E-005, 7.7418224E-001, 0.0000000E+000,NaN,NaN,NaN, 9.2410714E+001, 2.1452816E-001,NaN,NaN
 6.9750000E+001, 4.8982291E+002, 1.8889520E-001, 1.1359015E-002, 3.4246306E-005, 1.6481005E-005, 2.5313160E-002, 3.4246306E-005, 7.7434765E-001, 0.0000000E+000,NaN,NaN,NaN, 9.3080357E+001, 2.0934855E-001,NaN,NaN
 7.0250000E+001, 4.8730446E+002, 1.8914919E-001, 1.1221400E-002, 3.0892093E-005, 1.2263983E-005, 2.5035148E-002, 3.0892093E-005, 7.7452021E-001, 0.0000000E+000,NaN,NaN,NaN, 9.3750000E+001, 2.0682900E-001,NaN,NaN
 7.0750000E+001, 4.8502690E+002, 1.8937771E-001, 1.1096870E-002, 2.9145266E-005, 8.4935521E-006, 2.4784848E-002, 2.9145266E-005, 7.7467379E-001, 0.0000000E+000,NaN,NaN,NaN, 9.4419643E+001, 2.0435724E-001,NaN,NaN
 7.1250000E+001, 4.8261914E+002, 1.8962098E-001, 1.0966113E-002, 2.3786099E-005, 5.8750210E-006, 2.4518527E-002, 2.3786099E-005, 7.7484094E-001, 0.0000000E+000,NaN,NaN,NaN, 9.5089286E+001, 2.0062392E-001,NaN,NaN
 7.1750000E+001, 4.8055939E+002, 1.8982815E-001, 1.0852769E-002, 2.2600792E-005, 4.3396487E-006, 2.4291108E-002, 2.2600792E-005, 7.7497843E-001, 0.0000000E+000,NaN,NaN,NaN, 9.5758929E+001, 1.9827524E-001,NaN,NaN
 7.2250000E+001, 4.7841096E+002, 1.9004004E-001, 1.0738726E-002, 1.7989233E-005, 3.1335157E-006, 2.4058890E-002, 1.7989233E-005, 7.7512323E-001, 0.0000000E+000,NaN,NaN,NaN, 9.6428571E+001, 1.9597094E-001,NaN,NaN
 7.2750000E+001, 4.7658583E+002, 1.9021885E-001, 1.0640560E-002, 1.7442255E-005, 2.4319814E-006, 2.3862401E-002, 1.7442255E-005, 7.7524087E-001, 0.0000000E+000,NaN,NaN,NaN, 9.7098214E+001, 1.9148802E-001,NaN,NaN
 7.3250000E+001, 4.7461940E+002, 1.9041343E-001, 1.0535570E-002, 1.3577018E-005, 1.7681608E-006, 2.3648993E-002, 1.3577018E-005, 7.7537309E-001, 0.0000000E+000,NaN,NaN,NaN, 9.7767857E+001, 1.8930570E-001,NaN,NaN
 7.3750000E+001, 4.7283942E+002, 1.9058637E-001, 1.0440736E-002, 1.2798001E-005, 1.3760073E-006, 2.3458922E-002, 1.2798001E-005, 7.7548700E-001, 0.0000000E+000,NaN,NaN,NaN, 9.8437500E+001, 1.8716065E-001,NaN,NaN
 7.4250000E+001, 4.7089083E+002, 1.9078195E-001, 1.0334557E-002, 9.9976768E-006, 1.0200339E-006, 2.3244198E-002, 9.9976768E-006, 7.7561828E-001, 0.0000000E+000,NaN,NaN,NaN, 9.9107143E+001, 1.8297763E-001,NaN,NaN
 7.4750000E+001, 4.6916520E+002, 1.9094265E-001, 1.0246528E-002, 9.0789599E-006, 7.8895524E-007, 2.3067573E-002, 9.0789599E-006, 7.7572430E-001, 0.0000000E+000,NaN,NaN,NaN, 9.9776786E+001, 1.8093792E-001,NaN,NaN
 7.5250000E+001, 4.6733539E+002, 1.9113469E-001, 1.0141658E-002, 7.3898351E-006, 5.8182212E-007, 2.2856564E-002, 7.3898351E-006, 7.7585172E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0044643E+002, 1.7893179E-001,NaN,NaN
 7.5750000E+001, 4.6560967E+002, 1.9130146E-001, 1.0050147E-002, 6.7015047E-006, 4.4473625E-007, 2.2673217E-002, 6.7015047E-006, 7.7596133E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0111607E+002, 1.7501734E-001,NaN,NaN
 7.6250000E+001, 4.6358211E+002, 1.9151017E-001, 9.9356820E-003, 5.7065709E-006, 3.2984055E-007, 2.2443746E-002, 5.7065709E-006, 7.7609865E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0178571E+002, 1.7310721E-001,NaN,NaN
 7.6750000E+001, 4.6170455E+002, 1.9169554E-001, 9.8338309E-003, 5.1561241E-006, 2.5338258E-007, 2.2239895E-002, 5.1561241E-006, 7.7622016E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0245536E+002, 1.7122698E-001,NaN,NaN
 7.7250000E+001, 4.5961859E+002, 1.9190501E-001, 9.7186636E-003, 4.6634341E-006, 1.9579943E-007, 2.2009521E-002, 4.6634341E-006, 7.7635728E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0312500E+002, 1.6755065E-001,NaN,NaN
 7.7750000E+001, 4.5777281E+002, 1.9208819E-001, 9.6179424E-003, 4.2429695E-006, 1.5285586E-007, 2.1808055E-002, 4.2429695E-006, 7.7647717E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0379464E+002, 1.6575124E-001,NaN,NaN
 7.8250000E+001, 4.5584241E+002, 1.9227923E-001, 9.5128972E-003, 3.8030824E-006, 1.2124313E-007, 2.1597938E-002, 3.8030824E-006, 7.7660221E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0446429E+002, 1.6397511E-001,NaN,NaN
 7.8750000E+001, 4.5403881E+002, 1.9245555E-001, 9.4159815E-003, 3.3400208E-006, 9.3521548E-008, 2.1404025E-002, 3.3400208E-006, 7.7671767E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0513393E+002, 1.6048364E-001,NaN,NaN
 7.9250000E+001, 4.5214939E+002, 1.9264019E-001, 9.3145382E-003, 2.7689588E-006, 6.9201007E-008, 2.1200968E-002, 2.7689588E-006, 7.7683870E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0580357E+002, 1.5876291E-001,NaN,NaN
 7.9750000E+001, 4.5036668E+002, 1.9281461E-001, 9.2188192E-003, 2.0331220E-006, 4.8202167E-008, 2.1009173E-002, 2.0331220E-006, 7.7695328E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0647321E+002, 1.5705446E-001,NaN,NaN
 8.0250000E+001, 4.4849647E+002, 1.9299573E-001, 9.1194147E-003, 1.2861184E-006, 3.1749030E-008, 2.0810010E-002, 1.2861184E-006, 7.7707224E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0714286E+002, 1.5365764E-001,NaN,NaN
 8.0750000E+001, 4.4668283E+002, 1.9316944E-001, 9.0239728E-003, 7.5197967E-007, 2.0271634E-008, 2.0618969E-002, 7.5197967E-007, 7.7718610E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0781250E+002, 1.5195944E-001,NaN,NaN
 8.1250000E+001, 4.4481360E+002, 1.9334808E-001, 8.9256931E-003, 4.3082428E-007, 1.3231664E-008, 2.0422475E-002, 4.3082428E-007, 7.7730288E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0848214E+002, 1.5025436E-001,NaN,NaN
 8.1750000E+001, 4.4300840E+002, 1.9351904E-001, 8.8315669E-003, 2.5106954E-007, 9.1605449E-009, 2.0234411E-002, 2.5106954E-007, 7.7741447E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0915179E+002, 1.4680629E-001,NaN,NaN
 8.2250000E+001, 4.4117360E+002, 1.9368874E-001, 8.7380905E-003, 1.5071408E-007, 6.2980869E-009, 2.0047724E-002, 1.5071408E-007, 7.7752514E-001, 0.0000000E+000,NaN,NaN,NaN, 1.0982143E+002, 1.4505960E-001,NaN,NaN
 8.2750000E+001, 4.3944994E+002, 1.9384705E-001, 8.6508662E-003, 9.6169522E-008, 4.4358461E-009, 1.9873562E-002, 9.6169522E-008, 7.7762833E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1049107E+002, 1.4330075E-001,NaN,NaN
 8.3250000E+001, 4.3770522E+002, 1.9400528E-001, 8.5636730E-003, 6.3234432E-008, 3.1098249E-009, 1.9699484E-002, 6.3234432E-008, 7.7773144E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1116071E+002, 1.3977777E-001,NaN,NaN
 8.3750000E+001, 4.3613687E+002, 1.9415018E-001, 8.4838147E-003, 4.4048276E-008, 2.4075545E-009, 1.9540060E-002, 4.4048276E-008, 7.7782585E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1183036E+002, 1.3803539E-001,NaN,NaN
 8.4250000E+001, 4.3455979E+002, 1.9429296E-001, 8.4051286E-003, 3.1011321E-008, 1.7723877E-009, 1.9382983E-002, 3.1011321E-008, 7.7791887E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1250000E+002, 1.3463770E-001,NaN,NaN
 8.4750000E+001, 4.3322067E+002, 1.9441648E-001, 8.3370518E-003, 2.2647945E-008, 1.3517363E-009, 1.9247087E-002, 2.2647945E-008, 7.7799933E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1316964E+002, 1.3298987E-001,NaN,NaN
 8.5250000E+001, 4.3186680E+002, 1.9454346E-001, 8.2670699E-003, 1.6252030E-008, 9.4129722E-010, 1.9107391E-002, 1.6252030E-008, 7.7808205E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1383929E+002, 1.3137238E-001,NaN,NaN
 8.5750000E+001, 4.3057789E+002, 1.9467041E-001, 8.1970959E-003, 1.2693158E-008, 7.1248738E-010, 1.8967712E-002, 1.2693158E-008, 7.7816475E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1450893E+002, 1.2819949E-001,NaN,NaN
 8.6250000E+001, 4.2916732E+002, 1.9480846E-001, 8.1210102E-003, 9.9562438E-009, 5.2156443E-010, 1.8815836E-002, 9.9562438E-009, 7.7825467E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1517857E+002, 1.2727111E-001,NaN,NaN
 8.6750000E+001, 4.2778954E+002, 1.9494374E-001, 8.0464507E-003, 8.1029692E-009, 3.9304774E-010, 1.8667006E-002, 8.1029692E-009, 7.7834279E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1584821E+002, 1.2558811E-001,NaN,NaN
 8.7250000E+001, 4.2631563E+002, 1.9508243E-001, 7.9700085E-003, 6.6130393E-009, 2.9676855E-010, 1.8514419E-002, 6.6130393E-009, 7.7843313E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1651786E+002, 1.2198151E-001,NaN,NaN
 8.7750000E+001, 4.2503324E+002, 1.9520071E-001, 7.9048177E-003, 5.5108171E-009, 2.3107060E-010, 1.8384291E-002, 5.5108171E-009, 7.7851017E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1718750E+002, 1.2015467E-001,NaN,NaN
 8.8250000E+001, 4.2381574E+002, 1.9530422E-001, 7.8477661E-003, 4.5689030E-009, 1.8026829E-010, 1.8270410E-002, 4.5689030E-009, 7.7857760E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1785714E+002, 1.1837564E-001,NaN,NaN
 8.8750000E+001, 4.2277418E+002, 1.9539160E-001, 7.7996054E-003, 3.8291999E-009, 1.4406224E-010, 1.8174276E-002, 3.8291999E-009, 7.7863452E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1852679E+002, 1.1498293E-001,NaN,NaN
 8.9250000E+001, 4.2173281E+002, 1.9547393E-001, 7.7542272E-003, 3.1901096E-009, 1.1481627E-010, 1.8083696E-002, 3.1901096E-009, 7.7868814E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1919643E+002, 1.1333803E-001,NaN,NaN
 8.9750000E+001, 4.2076939E+002, 1.9555344E-001, 7.7104011E-003, 2.6708217E-009, 9.2869247E-011, 1.7996215E-002, 2.6708217E-009, 7.7873994E-001, 0.0000000E+000,NaN,NaN,NaN, 1.1986607E+002, 1.1170604E-001,NaN,NaN
 9.0250000E+001, 4.1979145E+002, 1.9563403E-001, 7.6659839E-003, 2.2579849E-009, 7.6001031E-011, 1.7907554E-002, 2.2579849E-009, 7.7879243E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2053571E+002, 1.0846115E-001,NaN,NaN
 9.0750000E+001, 4.1887040E+002, 1.9571526E-001, 7.6212096E-003, 1.9438442E-009, 6.4094091E-011, 1.7818180E-002, 1.9438442E-009, 7.7884534E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2120536E+002, 1.0685338E-001,NaN,NaN
 9.1250000E+001, 4.1795564E+002, 1.9579657E-001, 7.5763943E-003, 1.7054238E-009, 5.5256243E-011, 1.7728724E-002, 1.7054238E-009, 7.7889831E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2187500E+002, 1.0526280E-001,NaN,NaN
 9.1750000E+001, 4.1709327E+002, 1.9587875E-001, 7.5311006E-003, 1.5034795E-009, 4.8079745E-011, 1.7638313E-002, 1.5034795E-009, 7.7895183E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2254464E+002, 1.0215193E-001,NaN,NaN
 9.2250000E+001, 4.1624801E+002, 1.9595888E-001, 7.4869352E-003, 1.3293696E-009, 4.2028629E-011, 1.7550155E-002, 1.3293696E-009, 7.7900403E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2321429E+002, 1.0063692E-001,NaN,NaN
 9.2750000E+001, 4.1538782E+002, 1.9604181E-001, 7.4412246E-003, 1.1635753E-009, 3.6474206E-011, 1.7458912E-002, 1.1635753E-009, 7.7905805E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2388393E+002, 9.9150084E-002,NaN,NaN
 9.3250000E+001, 4.1453879E+002, 1.9612483E-001, 7.3954678E-003, 9.9499831E-010, 3.1269144E-011, 1.7367577E-002, 9.9499831E-010, 7.7911212E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2455357E+002, 9.6260972E-002,NaN,NaN
 9.3750000E+001, 4.1361992E+002, 1.9621141E-001, 7.3477459E-003, 8.3005548E-010, 2.6184287E-011, 1.7272320E-002, 8.3005548E-010, 7.7916852E-001, 0.0000000E+000,NaN,NaN,NaN, 1.2522321E+002, 9.4858681E-002,NaN,NaN
