s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 4.400E+01, 6.465E+01, 6.403E+01, 5.448E+01, 4.800E+01, 3.963E+01, 3.469E+01, 2.831E+01, 2.489E+01, 2.073E+01, 1.820E+01, 1.504E+01, 1.352E+01, 1.134E+01, 9.905E+00, 7.976E+00, 6.952E+00, 5.521E+00, 4.846E+00, 4.260E+00, 3.523E+00, 3.136E+00, 2.690E+00, 2.470E+00, 2.155E+00, 1.983E+00, 1.812E+00, 1.725E+00, 1.596E+00, 1.514E+00, 1.433E+00, 1.397E+00, 1.322E+00, 1.238E+00, 1.170E+00, 1.109E+00, 1.065E+00, 9.795E-01, 9.237E-01, 8.346E-01, 7.801E-01, 7.344E-01, 7.226E-01, 7.005E-01, 6.808E-01, 6.589E-01, 6.400E-01, 6.117E-01, 5.925E-01, 5.579E-01, 5.244E-01, 6.093E+02, 6.023E+02, 5.324E+02, 4.799E+02, 4.100E+02, 3.681E+02, 3.122E+02, 2.797E+02, 2.368E+02, 2.104E+02, 1.755E+02, 1.570E+02, 1.329E+02, 1.191E+02, 1.011E+02, 9.132E+01, 7.905E+01, 7.274E+01, 6.736E+01, 6.045E+01, 5.660E+01, 5.206E+01, 4.956E+01, 4.627E+01, 4.441E+01, 4.216E+01, 4.102E+01, 3.951E+01, 3.858E+01, 3.742E+01, 3.673E+01, 3.569E+01, 3.492E+01, 3.427E+01, 3.355E+01, 3.308E+01, 3.222E+01, 3.165E+01, 3.085E+01, 3.038E+01, 2.982E+01, 2.958E+01, 2.932E+01, 2.908E+01, 2.867E+01, 2.842E+01, 2.807E+01, 2.784E+01, 2.742E+01, 2.698E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.600E+01, 6.017E+01, 6.098E+01, 4.837E+01, 4.065E+01, 3.292E+01, 2.907E+01, 2.444E+01, 2.182E+01, 1.848E+01, 1.666E+01, 1.396E+01, 1.236E+01, 1.043E+01, 9.358E+00, 8.076E+00, 7.226E+00, 6.006E+00, 5.272E+00, 4.616E+00, 3.839E+00, 3.424E+00, 2.940E+00, 2.684E+00, 2.315E+00, 2.092E+00, 1.795E+00, 1.623E+00, 1.402E+00, 1.277E+00, 1.115E+00, 1.032E+00, 9.485E-01, 9.179E-01, 8.878E-01, 8.253E-01, 7.934E-01, 7.713E-01, 7.686E-01, 7.629E-01, 7.609E-01, 7.310E-01, 7.034E-01, 6.791E-01, 6.574E-01, 6.090E-01, 5.797E-01, 5.406E-01, 5.099E-01, 4.695E-01, 4.306E-01, 6.044E+02, 5.996E+02, 5.260E+02, 4.723E+02, 4.029E+02, 3.617E+02, 3.076E+02, 2.763E+02, 2.355E+02, 2.114E+02, 1.782E+02, 1.602E+02, 1.372E+02, 1.242E+02, 1.075E+02, 9.768E+01, 8.460E+01, 7.771E+01, 7.165E+01, 6.379E+01, 5.941E+01, 5.422E+01, 5.142E+01, 4.766E+01, 4.551E+01, 4.285E+01, 4.147E+01, 3.960E+01, 3.841E+01, 3.688E+01, 3.601E+01, 3.490E+01, 3.428E+01, 3.374E+01, 3.303E+01, 3.260E+01, 3.196E+01, 3.158E+01, 3.100E+01, 3.064E+01, 3.012E+01, 2.985E+01, 2.957E+01, 2.933E+01, 2.885E+01, 2.856E+01, 2.814E+01, 2.787E+01, 2.745E+01, 2.701E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 4.800E+01, 6.356E+01, 6.486E+01, 5.586E+01, 4.907E+01, 4.043E+01, 3.530E+01, 2.906E+01, 2.579E+01, 2.163E+01, 1.926E+01, 1.634E+01, 1.448E+01, 1.171E+01, 1.026E+01, 8.282E+00, 7.327E+00, 6.282E+00, 5.718E+00, 5.214E+00, 4.361E+00, 3.899E+00, 3.311E+00, 3.004E+00, 2.619E+00, 2.403E+00, 2.159E+00, 2.033E+00, 1.917E+00, 1.841E+00, 1.686E+00, 1.581E+00, 1.473E+00, 1.391E+00, 1.295E+00, 1.160E+00, 1.111E+00, 1.058E+00, 1.041E+00, 1.023E+00, 1.011E+00, 9.742E-01, 9.354E-01, 8.654E-01, 8.250E-01, 7.793E-01, 7.604E-01, 7.346E-01, 7.182E-01, 6.872E-01, 6.415E-01, 6.120E+02, 6.109E+02, 5.445E+02, 4.935E+02, 4.251E+02, 3.831E+02, 3.273E+02, 2.950E+02, 2.522E+02, 2.266E+02, 1.924E+02, 1.730E+02, 1.476E+02, 1.332E+02, 1.142E+02, 1.038E+02, 9.090E+01, 8.382E+01, 7.744E+01, 6.872E+01, 6.385E+01, 5.792E+01, 5.475E+01, 5.060E+01, 4.823E+01, 4.533E+01, 4.383E+01, 4.201E+01, 4.088E+01, 3.925E+01, 3.827E+01, 3.704E+01, 3.625E+01, 3.547E+01, 3.443E+01, 3.392E+01, 3.322E+01, 3.282E+01, 3.226E+01, 3.193E+01, 3.141E+01, 3.105E+01, 3.056E+01, 3.023E+01, 2.970E+01, 2.941E+01, 2.900E+01, 2.872E+01, 2.824E+01, 2.772E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.000E+01, 6.324E+01, 6.461E+01, 5.520E+01, 4.865E+01, 4.051E+01, 3.565E+01, 2.890E+01, 2.519E+01, 2.085E+01, 1.840E+01, 1.519E+01, 1.371E+01, 1.181E+01, 1.066E+01, 9.068E+00, 8.095E+00, 6.965E+00, 6.360E+00, 5.795E+00, 5.070E+00, 4.631E+00, 3.975E+00, 3.564E+00, 3.085E+00, 2.783E+00, 2.451E+00, 2.254E+00, 2.013E+00, 1.895E+00, 1.753E+00, 1.670E+00, 1.549E+00, 1.478E+00, 1.430E+00, 1.364E+00, 1.319E+00, 1.247E+00, 1.205E+00, 1.159E+00, 1.121E+00, 1.047E+00, 1.002E+00, 9.713E-01, 9.535E-01, 8.749E-01, 8.075E-01, 7.402E-01, 7.104E-01, 6.632E-01, 6.188E-01, 6.180E+02, 6.184E+02, 5.565E+02, 5.083E+02, 4.421E+02, 3.998E+02, 3.406E+02, 3.059E+02, 2.610E+02, 2.348E+02, 2.003E+02, 1.812E+02, 1.555E+02, 1.410E+02, 1.215E+02, 1.104E+02, 9.669E+01, 8.926E+01, 8.259E+01, 7.370E+01, 6.874E+01, 6.237E+01, 5.869E+01, 5.396E+01, 5.110E+01, 4.779E+01, 4.597E+01, 4.373E+01, 4.250E+01, 4.079E+01, 3.976E+01, 3.847E+01, 3.767E+01, 3.694E+01, 3.595E+01, 3.540E+01, 3.463E+01, 3.419E+01, 3.361E+01, 3.321E+01, 3.252E+01, 3.208E+01, 3.159E+01, 3.126E+01, 3.058E+01, 3.012E+01, 2.957E+01, 2.923E+01, 2.870E+01, 2.815E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.200E+01, 6.320E+01, 6.485E+01, 5.484E+01, 4.842E+01, 4.046E+01, 3.573E+01, 2.976E+01, 2.652E+01, 2.215E+01, 1.967E+01, 1.651E+01, 1.451E+01, 1.178E+01, 1.034E+01, 8.576E+00, 7.582E+00, 6.274E+00, 5.642E+00, 5.102E+00, 4.394E+00, 4.057E+00, 3.640E+00, 3.378E+00, 3.035E+00, 2.848E+00, 2.589E+00, 2.390E+00, 2.145E+00, 2.001E+00, 1.806E+00, 1.679E+00, 1.527E+00, 1.438E+00, 1.378E+00, 1.307E+00, 1.269E+00, 1.195E+00, 1.143E+00, 1.075E+00, 1.030E+00, 9.782E-01, 9.573E-01, 9.092E-01, 8.677E-01, 8.041E-01, 7.725E-01, 7.342E-01, 7.020E-01, 6.464E-01, 5.926E-01, 6.220E+02, 6.229E+02, 5.613E+02, 5.154E+02, 4.521E+02, 4.116E+02, 3.551E+02, 3.217E+02, 2.765E+02, 2.493E+02, 2.127E+02, 1.917E+02, 1.631E+02, 1.472E+02, 1.266E+02, 1.148E+02, 1.002E+02, 9.249E+01, 8.562E+01, 7.644E+01, 7.146E+01, 6.515E+01, 6.148E+01, 5.672E+01, 5.393E+01, 5.049E+01, 4.842E+01, 4.584E+01, 4.437E+01, 4.237E+01, 4.114E+01, 3.957E+01, 3.865E+01, 3.789E+01, 3.691E+01, 3.635E+01, 3.547E+01, 3.492E+01, 3.417E+01, 3.367E+01, 3.297E+01, 3.257E+01, 3.208E+01, 3.172E+01, 3.102E+01, 3.059E+01, 3.007E+01, 2.973E+01, 2.915E+01, 2.857E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.400E+01, 6.383E+01, 6.627E+01, 5.822E+01, 5.186E+01, 4.380E+01, 3.789E+01, 3.020E+01, 2.624E+01, 2.203E+01, 1.965E+01, 1.646E+01, 1.448E+01, 1.191E+01, 1.059E+01, 8.975E+00, 8.023E+00, 6.685E+00, 5.877E+00, 5.163E+00, 4.225E+00, 3.657E+00, 2.917E+00, 2.587E+00, 2.179E+00, 1.969E+00, 1.760E+00, 1.646E+00, 1.454E+00, 1.339E+00, 1.203E+00, 1.151E+00, 1.119E+00, 1.107E+00, 1.093E+00, 1.068E+00, 1.038E+00, 9.900E-01, 9.608E-01, 8.905E-01, 8.437E-01, 7.809E-01, 7.525E-01, 7.420E-01, 7.355E-01, 6.873E-01, 6.696E-01, 6.357E-01, 6.141E-01, 5.799E-01, 5.398E-01, 6.257E+02, 6.305E+02, 5.752E+02, 5.315E+02, 4.700E+02, 4.277E+02, 3.665E+02, 3.307E+02, 2.848E+02, 2.574E+02, 2.199E+02, 1.980E+02, 1.688E+02, 1.528E+02, 1.320E+02, 1.198E+02, 1.040E+02, 9.538E+01, 8.784E+01, 7.771E+01, 7.193E+01, 6.442E+01, 6.049E+01, 5.560E+01, 5.285E+01, 4.957E+01, 4.767E+01, 4.517E+01, 4.369E+01, 4.173E+01, 4.062E+01, 3.932E+01, 3.856E+01, 3.789E+01, 3.699E+01, 3.645E+01, 3.559E+01, 3.506E+01, 3.423E+01, 3.370E+01, 3.295E+01, 3.257E+01, 3.214E+01, 3.183E+01, 3.111E+01, 3.071E+01, 3.018E+01, 2.984E+01, 2.926E+01, 2.867E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.600E+01, 6.879E+01, 6.912E+01, 5.563E+01, 4.809E+01, 4.047E+01, 3.667E+01, 3.137E+01, 2.802E+01, 2.339E+01, 2.039E+01, 1.618E+01, 1.404E+01, 1.138E+01, 9.941E+00, 8.136E+00, 7.185E+00, 6.067E+00, 5.444E+00, 4.872E+00, 4.049E+00, 3.630E+00, 3.093E+00, 2.798E+00, 2.428E+00, 2.214E+00, 1.969E+00, 1.865E+00, 1.782E+00, 1.727E+00, 1.627E+00, 1.529E+00, 1.407E+00, 1.347E+00, 1.288E+00, 1.181E+00, 1.132E+00, 1.060E+00, 1.017E+00, 9.829E-01, 9.679E-01, 9.480E-01, 9.391E-01, 9.139E-01, 8.827E-01, 8.428E-01, 8.287E-01, 8.036E-01, 7.714E-01, 7.148E-01, 6.693E-01, 6.405E+02, 6.417E+02, 5.774E+02, 5.310E+02, 4.709E+02, 4.320E+02, 3.757E+02, 3.414E+02, 2.952E+02, 2.665E+02, 2.267E+02, 2.035E+02, 1.728E+02, 1.558E+02, 1.339E+02, 1.215E+02, 1.059E+02, 9.715E+01, 8.930E+01, 7.855E+01, 7.269E+01, 6.527E+01, 6.126E+01, 5.617E+01, 5.326E+01, 4.985E+01, 4.802E+01, 4.573E+01, 4.436E+01, 4.244E+01, 4.124E+01, 3.982E+01, 3.904E+01, 3.834E+01, 3.730E+01, 3.670E+01, 3.578E+01, 3.523E+01, 3.452E+01, 3.407E+01, 3.343E+01, 3.309E+01, 3.269E+01, 3.233E+01, 3.165E+01, 3.129E+01, 3.081E+01, 3.047E+01, 2.991E+01, 2.931E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.800E+01, 7.069E+01, 7.200E+01, 6.222E+01, 5.473E+01, 4.557E+01, 4.017E+01, 3.371E+01, 3.034E+01, 2.613E+01, 2.336E+01, 1.963E+01, 1.730E+01, 1.438E+01, 1.277E+01, 1.073E+01, 9.575E+00, 8.102E+00, 7.233E+00, 6.492E+00, 5.532E+00, 4.999E+00, 4.381E+00, 4.030E+00, 3.531E+00, 3.259E+00, 2.880E+00, 2.645E+00, 2.355E+00, 2.186E+00, 1.993E+00, 1.926E+00, 1.855E+00, 1.778E+00, 1.679E+00, 1.517E+00, 1.405E+00, 1.288E+00, 1.231E+00, 1.139E+00, 1.089E+00, 1.016E+00, 9.638E-01, 8.804E-01, 8.388E-01, 7.989E-01, 7.826E-01, 7.697E-01, 7.634E-01, 7.446E-01, 7.068E-01, 6.502E+02, 6.529E+02, 5.956E+02, 5.503E+02, 4.892E+02, 4.494E+02, 3.936E+02, 3.601E+02, 3.144E+02, 2.850E+02, 2.432E+02, 2.184E+02, 1.859E+02, 1.677E+02, 1.442E+02, 1.309E+02, 1.140E+02, 1.045E+02, 9.606E+01, 8.463E+01, 7.840E+01, 7.071E+01, 6.648E+01, 6.093E+01, 5.775E+01, 5.374E+01, 5.148E+01, 4.871E+01, 4.708E+01, 4.490E+01, 4.366E+01, 4.221E+01, 4.131E+01, 4.040E+01, 3.906E+01, 3.827E+01, 3.722E+01, 3.662E+01, 3.578E+01, 3.528E+01, 3.454E+01, 3.409E+01, 3.347E+01, 3.305E+01, 3.238E+01, 3.203E+01, 3.157E+01, 3.125E+01, 3.066E+01, 3.005E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 6.000E+01, 6.584E+01, 6.647E+01, 5.647E+01, 5.007E+01, 4.166E+01, 3.673E+01, 3.073E+01, 2.733E+01, 2.314E+01, 2.092E+01, 1.797E+01, 1.625E+01, 1.375E+01, 1.228E+01, 1.042E+01, 9.259E+00, 7.599E+00, 6.528E+00, 5.561E+00, 4.543E+00, 4.041E+00, 3.392E+00, 3.026E+00, 2.549E+00, 2.308E+00, 2.048E+00, 1.880E+00, 1.630E+00, 1.492E+00, 1.335E+00, 1.238E+00, 1.136E+00, 1.089E+00, 1.045E+00, 1.016E+00, 1.011E+00, 9.759E-01, 9.358E-01, 9.177E-01, 9.239E-01, 9.375E-01, 9.439E-01, 9.463E-01, 9.400E-01, 9.086E-01, 8.749E-01, 8.342E-01, 8.075E-01, 7.518E-01, 6.975E-01, 6.491E+02, 6.503E+02, 5.942E+02, 5.514E+02, 4.905E+02, 4.505E+02, 3.949E+02, 3.609E+02, 3.149E+02, 2.860E+02, 2.456E+02, 2.219E+02, 1.899E+02, 1.718E+02, 1.484E+02, 1.348E+02, 1.168E+02, 1.061E+02, 9.657E+01, 8.468E+01, 7.835E+01, 7.041E+01, 6.603E+01, 6.031E+01, 5.718E+01, 5.340E+01, 5.119E+01, 4.829E+01, 4.658E+01, 4.440E+01, 4.318E+01, 4.180E+01, 4.091E+01, 4.002E+01, 3.886E+01, 3.816E+01, 3.710E+01, 3.645E+01, 3.568E+01, 3.527E+01, 3.469E+01, 3.433E+01, 3.385E+01, 3.350E+01, 3.284E+01, 3.244E+01, 3.191E+01, 3.156E+01, 3.091E+01, 3.027E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 6.200E+01, 6.693E+01, 6.873E+01, 6.029E+01, 5.384E+01, 4.592E+01, 4.166E+01, 3.604E+01, 3.264E+01, 2.806E+01, 2.518E+01, 2.112E+01, 1.850E+01, 1.518E+01, 1.336E+01, 1.100E+01, 9.704E+00, 8.095E+00, 7.189E+00, 6.444E+00, 5.493E+00, 5.015E+00, 4.461E+00, 4.136E+00, 3.700E+00, 3.475E+00, 3.151E+00, 2.943E+00, 2.655E+00, 2.487E+00, 2.253E+00, 2.122E+00, 1.956E+00, 1.856E+00, 1.765E+00, 1.663E+00, 1.601E+00, 1.501E+00, 1.441E+00, 1.389E+00, 1.363E+00, 1.321E+00, 1.292E+00, 1.253E+00, 1.228E+00, 1.189E+00, 1.160E+00, 1.107E+00, 1.066E+00, 1.004E+00, 9.362E-01, 6.475E+02, 6.521E+02, 5.993E+02, 5.575E+02, 5.005E+02, 4.642E+02, 4.117E+02, 3.787E+02, 3.333E+02, 3.043E+02, 2.629E+02, 2.376E+02, 2.033E+02, 1.836E+02, 1.576E+02, 1.427E+02, 1.234E+02, 1.124E+02, 1.027E+02, 9.042E+01, 8.380E+01, 7.557E+01, 7.097E+01, 6.495E+01, 6.165E+01, 5.742E+01, 5.486E+01, 5.151E+01, 4.960E+01, 4.714E+01, 4.576E+01, 4.412E+01, 4.312E+01, 4.218E+01, 4.094E+01, 4.021E+01, 3.911E+01, 3.842E+01, 3.761E+01, 3.719E+01, 3.662E+01, 3.626E+01, 3.576E+01, 3.538E+01, 3.469E+01, 3.424E+01, 3.363E+01, 3.321E+01, 3.248E+01, 3.172E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 6.400E+01, 7.033E+01, 7.027E+01, 5.996E+01, 5.297E+01, 4.438E+01, 3.947E+01, 3.302E+01, 2.925E+01, 2.483E+01, 2.235E+01, 1.908E+01, 1.676E+01, 1.398E+01, 1.243E+01, 1.029E+01, 9.142E+00, 7.713E+00, 6.860E+00, 6.083E+00, 5.154E+00, 4.675E+00, 4.033E+00, 3.621E+00, 3.124E+00, 2.887E+00, 2.588E+00, 2.417E+00, 2.184E+00, 2.060E+00, 1.893E+00, 1.797E+00, 1.688E+00, 1.614E+00, 1.530E+00, 1.411E+00, 1.360E+00, 1.296E+00, 1.245E+00, 1.183E+00, 1.147E+00, 1.087E+00, 1.048E+00, 9.801E-01, 9.396E-01, 8.791E-01, 8.478E-01, 8.101E-01, 7.808E-01, 7.241E-01, 6.717E-01, 6.607E+02, 6.615E+02, 6.100E+02, 5.694E+02, 5.114E+02, 4.740E+02, 4.208E+02, 3.867E+02, 3.404E+02, 3.111E+02, 2.692E+02, 2.426E+02, 2.074E+02, 1.875E+02, 1.616E+02, 1.468E+02, 1.273E+02, 1.159E+02, 1.058E+02, 9.310E+01, 8.632E+01, 7.772E+01, 7.265E+01, 6.616E+01, 6.272E+01, 5.846E+01, 5.594E+01, 5.261E+01, 5.073E+01, 4.822E+01, 4.678E+01, 4.506E+01, 4.398E+01, 4.289E+01, 4.147E+01, 4.072E+01, 3.963E+01, 3.891E+01, 3.804E+01, 3.755E+01, 3.682E+01, 3.639E+01, 3.576E+01, 3.532E+01, 3.454E+01, 3.407E+01, 3.344E+01, 3.302E+01, 3.228E+01, 3.155E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 6.600E+01, 6.718E+01, 6.890E+01, 5.699E+01, 5.000E+01, 4.128E+01, 3.650E+01, 3.052E+01, 2.722E+01, 2.283E+01, 2.037E+01, 1.710E+01, 1.531E+01, 1.287E+01, 1.132E+01, 9.420E+00, 8.481E+00, 7.339E+00, 6.664E+00, 6.046E+00, 5.216E+00, 4.690E+00, 4.024E+00, 3.648E+00, 3.197E+00, 2.962E+00, 2.675E+00, 2.513E+00, 2.283E+00, 2.128E+00, 1.903E+00, 1.767E+00, 1.639E+00, 1.577E+00, 1.502E+00, 1.423E+00, 1.368E+00, 1.270E+00, 1.217E+00, 1.143E+00, 1.102E+00, 1.044E+00, 1.011E+00, 9.996E-01, 9.889E-01, 9.503E-01, 9.210E-01, 8.793E-01, 8.589E-01, 8.237E-01, 7.771E-01, 6.551E+02, 6.592E+02, 6.020E+02, 5.610E+02, 5.039E+02, 4.678E+02, 4.159E+02, 3.836E+02, 3.385E+02, 3.103E+02, 2.701E+02, 2.448E+02, 2.110E+02, 1.910E+02, 1.645E+02, 1.497E+02, 1.306E+02, 1.195E+02, 1.095E+02, 9.659E+01, 8.940E+01, 8.022E+01, 7.495E+01, 6.829E+01, 6.473E+01, 6.034E+01, 5.779E+01, 5.430E+01, 5.217E+01, 4.930E+01, 4.765E+01, 4.574E+01, 4.465E+01, 4.358E+01, 4.218E+01, 4.136E+01, 4.010E+01, 3.935E+01, 3.842E+01, 3.791E+01, 3.718E+01, 3.675E+01, 3.622E+01, 3.585E+01, 3.517E+01, 3.473E+01, 3.412E+01, 3.370E+01, 3.296E+01, 3.220E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 6.800E+01, 7.142E+01, 7.279E+01, 6.348E+01, 5.672E+01, 4.714E+01, 4.177E+01, 3.555E+01, 3.209E+01, 2.737E+01, 2.451E+01, 2.053E+01, 1.831E+01, 1.536E+01, 1.360E+01, 1.143E+01, 1.023E+01, 8.700E+00, 7.871E+00, 7.105E+00, 6.048E+00, 5.482E+00, 4.712E+00, 4.272E+00, 3.673E+00, 3.295E+00, 2.891E+00, 2.686E+00, 2.403E+00, 2.222E+00, 1.971E+00, 1.827E+00, 1.630E+00, 1.513E+00, 1.421E+00, 1.316E+00, 1.237E+00, 1.148E+00, 1.101E+00, 1.031E+00, 9.812E-01, 9.151E-01, 8.680E-01, 8.007E-01, 7.672E-01, 7.250E-01, 6.982E-01, 6.774E-01, 6.693E-01, 6.363E-01, 5.925E-01, 6.705E+02, 6.740E+02, 6.206E+02, 5.794E+02, 5.187E+02, 4.800E+02, 4.272E+02, 3.947E+02, 3.488E+02, 3.197E+02, 2.780E+02, 2.523E+02, 2.175E+02, 1.966E+02, 1.692E+02, 1.537E+02, 1.339E+02, 1.226E+02, 1.124E+02, 9.902E+01, 9.170E+01, 8.210E+01, 7.664E+01, 6.960E+01, 6.566E+01, 6.096E+01, 5.832E+01, 5.476E+01, 5.264E+01, 4.976E+01, 4.808E+01, 4.608E+01, 4.488E+01, 4.373E+01, 4.229E+01, 4.139E+01, 4.012E+01, 3.937E+01, 3.837E+01, 3.778E+01, 3.692E+01, 3.635E+01, 3.567E+01, 3.525E+01, 3.456E+01, 3.412E+01, 3.355E+01, 3.318E+01, 3.250E+01, 3.179E+01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
