s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
 3.600E+02, 8.647E+02, 6.873E+02, 5.614E+02, 2.941E+02, 1.448E+02, 1.015E+02, 6.335E+02, 5.853E+02, 5.568E+02, 4.224E+02, 2.787E+02, 1.518E+02, 1.088E+03, 1.023E+03, 9.278E+02, 8.944E+02, 1.975E+02, 9.933E+02, 1.143E+02, 4.097E+01, 2.590E+01, 3.232E+01, 1.276E+00, 1.036E+00, 6.652E-01, 1.811E+00, 3.928E+00,-7.695E-03,-1.799E-03,-2.404E-01,-7.672E-01, 3.780E-01, 1.322E+00, 1.025E+00, 3.829E-01,-1.142E+00,-3.460E+00,-1.585E-01,-3.221E-01, 5.442E-04, 4.695E-01, 7.103E-01, 1.490E+00, 3.259E+00
 3.700E+02, 9.269E+02, 7.456E+02, 6.446E+02, 3.896E+02, 1.962E+02, 1.030E+02, 6.410E+02, 5.979E+02, 5.896E+02, 5.567E+02, 4.246E+02, 1.505E+02, 1.112E+03, 1.063E+03, 9.449E+02, 9.237E+02, 3.628E+02, 1.271E+03, 1.225E+02, 4.270E+01, 2.695E+01, 3.571E+01, 1.306E+00, 1.053E+00, 6.268E-01, 2.010E+00, 4.306E+00, 1.495E-02,-4.932E-02,-1.129E-01,-1.023E+00, 1.103E+00, 1.348E+00, 1.048E+00, 4.191E-01,-1.089E+00,-3.788E+00,-1.418E-01,-3.242E-01,-5.125E-02, 6.895E-01, 2.207E-01, 1.812E+00, 3.434E+00
 3.800E+02, 8.633E+02, 7.419E+02, 7.202E+02, 5.001E+02, 1.589E+02, 9.907E+01, 6.209E+02, 5.742E+02, 5.588E+02, 4.871E+02, 2.574E+02, 1.522E+02, 1.055E+03, 1.033E+03, 9.391E+02, 9.016E+02, 1.949E+02, 1.187E+03, 1.269E+02, 3.857E+01, 2.625E+01, 2.569E+01, 1.307E+00, 1.049E+00, 6.223E-01, 1.552E+00, 4.044E+00, 4.942E-02,-9.247E-03,-9.365E-02,-4.881E-01, 8.773E-01, 1.357E+00, 1.040E+00, 5.612E-01,-1.136E+00,-3.602E+00,-1.350E-01,-3.198E-01,-9.688E-02, 5.025E-01, 1.712E-01, 1.475E+00, 3.241E+00
 3.900E+02, 8.592E+02, 7.328E+02, 6.523E+02, 3.639E+02, 1.703E+02, 1.015E+02, 6.397E+02, 5.935E+02, 5.839E+02, 5.252E+02, 3.394E+02, 1.551E+02, 1.092E+03, 1.024E+03, 9.304E+02, 8.945E+02, 2.151E+02, 1.205E+03, 1.246E+02, 4.285E+01, 2.747E+01, 2.982E+01, 1.352E+00, 1.095E+00, 6.830E-01, 1.708E+00, 4.192E+00, 7.642E-02,-1.127E-01,-3.007E-01,-6.031E-01, 1.118E+00, 1.398E+00, 1.107E+00, 4.470E-01,-1.178E+00,-3.657E+00,-1.578E-01,-2.051E-01,-8.430E-02, 6.402E-01, 2.326E-01, 1.605E+00, 3.177E+00
 4.000E+02, 8.941E+02, 7.611E+02, 7.148E+02, 3.777E+02, 1.639E+02, 1.041E+02, 6.348E+02, 5.895E+02, 5.743E+02, 4.229E+02, 2.059E+02, 1.576E+02, 1.088E+03, 9.899E+02, 9.235E+02, 9.107E+02, 1.658E+02, 1.307E+03, 1.380E+02, 3.973E+01, 2.832E+01, 2.797E+01, 1.313E+00, 1.069E+00, 6.348E-01, 1.586E+00, 3.935E+00, 7.258E-02,-1.847E-01,-2.607E-01,-5.081E-01, 4.511E-01, 1.357E+00, 1.051E+00, 3.917E-01,-1.159E+00,-3.537E+00,-2.007E-01,-2.856E-01, 7.808E-02, 4.139E-01, 4.573E-01, 1.566E+00, 3.083E+00
 4.100E+02, 8.630E+02, 7.470E+02, 6.795E+02, 3.858E+02, 1.785E+02, 1.040E+02, 6.360E+02, 5.983E+02, 5.839E+02, 5.092E+02, 2.965E+02, 1.502E+02, 1.033E+03, 1.013E+03, 9.196E+02, 9.078E+02, 1.764E+02, 8.829E+02, 1.321E+02, 4.270E+01, 2.781E+01, 2.694E+01, 1.320E+00, 1.078E+00, 6.542E-01, 1.686E+00, 4.113E+00, 2.007E-02,-1.139E-02,-2.124E-01,-6.548E-01, 8.224E-01, 1.365E+00, 1.068E+00, 5.205E-01,-1.200E+00,-3.706E+00,-1.304E-01,-2.879E-01,-1.503E-01, 4.455E-01, 2.273E-01, 1.482E+00, 3.036E+00
 4.200E+02, 8.649E+02, 7.790E+02, 7.515E+02, 5.153E+02, 1.730E+02, 1.104E+02, 6.403E+02, 5.968E+02, 5.790E+02, 4.655E+02, 2.691E+02, 1.621E+02, 1.031E+03, 9.852E+02, 9.118E+02, 8.881E+02, 1.862E+02, 9.133E+02, 1.362E+02, 4.220E+01, 2.917E+01, 2.870E+01, 1.332E+00, 1.088E+00, 6.589E-01, 1.761E+00, 4.110E+00, 1.679E-03, 1.109E-01,-1.096E-01,-4.577E-01, 8.505E-01, 1.385E+00, 1.090E+00, 5.690E-01,-1.250E+00,-3.666E+00,-1.076E-01,-3.193E-01,-8.982E-02, 5.759E-01, 2.175E-01, 1.578E+00, 3.281E+00
 4.300E+02, 9.045E+02, 7.751E+02, 7.229E+02, 5.143E+02, 2.750E+02, 1.109E+02, 6.354E+02, 5.964E+02, 5.846E+02, 5.506E+02, 3.516E+02, 1.716E+02, 1.087E+03, 1.058E+03, 9.418E+02, 9.223E+02, 3.216E+02, 1.254E+03, 1.342E+02, 4.052E+01, 2.913E+01, 3.590E+01, 1.352E+00, 1.090E+00, 6.846E-01, 1.996E+00, 4.302E+00, 1.256E-02, 9.178E-02,-1.754E-01,-8.096E-01, 1.265E+00, 1.394E+00, 1.088E+00, 5.696E-01,-1.095E+00,-3.741E+00,-1.782E-01,-3.259E-01,-1.149E-01, 7.572E-01, 3.379E-02, 1.936E+00, 3.364E+00
 4.400E+02, 9.391E+02, 7.639E+02, 6.965E+02, 4.922E+02, 2.285E+02, 1.135E+02, 6.522E+02, 6.056E+02, 5.971E+02, 5.519E+02, 3.937E+02, 1.688E+02, 1.107E+03, 1.072E+03, 9.403E+02, 9.286E+02, 3.060E+02, 1.326E+03, 1.394E+02, 4.438E+01, 3.001E+01, 3.830E+01, 1.350E+00, 1.096E+00, 6.906E-01, 2.266E+00, 4.573E+00, 3.447E-02,-1.767E-01,-1.423E-01,-1.096E+00, 1.508E+00, 1.408E+00, 1.082E+00, 5.286E-01,-1.197E+00,-3.985E+00,-6.803E-02,-2.775E-01,-2.821E-02, 8.905E-01,-1.799E-01, 1.925E+00, 3.423E+00
 4.500E+02, 9.124E+02, 7.695E+02, 6.879E+02, 3.628E+02, 1.672E+02, 1.137E+02, 6.635E+02, 6.102E+02, 5.986E+02, 5.612E+02, 4.585E+02, 1.638E+02, 1.105E+03, 1.056E+03, 9.729E+02, 9.202E+02, 3.882E+02, 1.262E+03, 1.271E+02, 4.677E+01, 2.897E+01, 3.909E+01, 1.349E+00, 1.090E+00, 5.858E-01, 1.928E+00, 4.234E+00,-1.691E-02,-4.504E-02,-1.798E-01,-7.780E-01, 9.254E-01, 1.386E+00, 1.101E+00, 3.569E-01,-1.217E+00,-3.748E+00,-1.682E-01,-2.382E-01,-1.496E-02, 7.689E-01, 2.722E-01, 1.875E+00, 3.351E+00
 4.600E+02, 9.295E+02, 7.730E+02, 7.067E+02, 4.506E+02, 1.974E+02, 1.118E+02, 6.415E+02, 6.009E+02, 5.865E+02, 5.437E+02, 3.009E+02, 1.706E+02, 1.117E+03, 1.047E+03, 9.608E+02, 9.247E+02, 2.197E+02, 1.271E+03, 1.375E+02, 4.334E+01, 2.910E+01, 3.019E+01, 1.348E+00, 1.098E+00, 5.705E-01, 1.850E+00, 4.176E+00, 1.005E-02, 4.269E-02,-9.779E-02,-7.390E-01, 7.777E-01, 1.383E+00, 1.083E+00, 4.596E-01,-1.202E+00,-3.738E+00,-1.653E-01,-3.404E-01,-1.114E-01, 5.917E-01, 3.388E-01, 1.809E+00, 3.321E+00
 4.700E+02, 9.205E+02, 7.781E+02, 7.125E+02, 4.860E+02, 2.428E+02, 1.155E+02, 6.392E+02, 5.973E+02, 5.792E+02, 4.745E+02, 2.423E+02, 1.677E+02, 1.116E+03, 1.038E+03, 9.533E+02, 9.289E+02, 2.678E+02, 1.194E+03, 1.355E+02, 4.256E+01, 3.020E+01, 3.501E+01, 1.373E+00, 1.113E+00, 6.618E-01, 1.993E+00, 4.222E+00, 1.014E-01,-7.955E-02,-1.642E-01,-4.818E-01, 1.056E+00, 1.411E+00, 1.070E+00, 4.404E-01,-1.213E+00,-3.734E+00,-1.568E-01,-3.513E-01,-6.959E-02, 5.175E-01, 3.343E-02, 1.917E+00, 3.292E+00
 4.800E+02, 9.225E+02, 7.832E+02, 7.182E+02, 5.147E+02, 1.951E+02, 1.155E+02, 6.399E+02, 6.009E+02, 5.874E+02, 5.422E+02, 3.696E+02, 1.730E+02, 1.087E+03, 1.061E+03, 9.362E+02, 9.148E+02, 2.251E+02, 1.379E+03, 1.493E+02, 4.210E+01, 3.164E+01, 3.162E+01, 1.374E+00, 1.106E+00, 6.368E-01, 1.890E+00, 4.347E+00, 1.039E-01,-2.297E-01,-1.610E-01,-3.726E-01, 9.725E-01, 1.432E+00, 1.053E+00, 4.814E-01,-1.160E+00,-3.877E+00,-1.374E-01,-3.298E-01,-1.286E-01, 4.844E-01, 3.843E-02, 1.893E+00, 3.327E+00
 4.900E+02, 9.537E+02, 8.211E+02, 7.617E+02, 5.637E+02, 2.516E+02, 1.207E+02, 6.662E+02, 6.197E+02, 5.975E+02, 5.132E+02, 3.305E+02, 1.800E+02, 1.118E+03, 1.065E+03, 9.626E+02, 9.425E+02, 2.659E+02, 1.289E+03, 1.502E+02, 4.585E+01, 3.251E+01, 3.542E+01, 1.389E+00, 1.108E+00, 5.522E-01, 2.110E+00, 4.328E+00, 6.641E-02,-2.145E-01,-1.654E-01,-8.199E-01, 8.249E-01, 1.417E+00, 1.085E+00, 1.900E-01,-1.176E+00,-3.868E+00,-2.077E-01,-2.868E-01, 2.824E-02, 5.790E-01, 1.416E-01, 1.906E+00, 3.486E+00
 5.000E+02, 9.062E+02, 7.618E+02, 6.949E+02, 4.748E+02, 2.297E+02, 1.153E+02, 6.591E+02, 6.055E+02, 5.879E+02, 5.377E+02, 3.851E+02, 1.726E+02, 1.106E+03, 1.063E+03, 9.658E+02, 9.214E+02, 2.883E+02, 1.188E+03, 1.361E+02, 4.418E+01, 3.143E+01, 4.032E+01, 1.398E+00, 1.127E+00, 6.165E-01, 2.163E+00, 4.324E+00, 1.024E-01,-1.173E-01,-1.099E-01,-1.220E+00, 1.014E+00, 1.438E+00, 1.111E+00, 4.756E-01,-1.163E+00,-3.835E+00,-1.884E-01,-3.034E-01,-2.737E-02, 6.371E-01, 1.992E-01, 2.148E+00, 3.559E+00
 5.100E+02, 9.299E+02, 7.787E+02, 6.998E+02, 4.447E+02, 2.207E+02, 1.203E+02, 6.486E+02, 6.055E+02, 5.850E+02, 5.277E+02, 3.607E+02, 1.777E+02, 1.142E+03, 1.069E+03, 9.827E+02, 9.174E+02, 2.769E+02, 1.275E+03, 1.490E+02, 4.343E+01, 3.082E+01, 3.537E+01, 1.404E+00, 1.137E+00, 7.170E-01, 1.997E+00, 4.201E+00, 1.218E-01,-8.948E-02,-2.850E-01,-6.070E-01, 7.710E-01, 1.425E+00, 1.157E+00, 5.175E-01,-1.187E+00,-3.765E+00,-2.147E-01,-2.883E-01,-7.887E-02, 6.829E-01, 2.606E-01, 1.831E+00, 3.439E+00
 5.200E+02, 9.486E+02, 8.307E+02, 7.867E+02, 5.702E+02, 3.226E+02, 1.187E+02, 6.698E+02, 6.171E+02, 5.946E+02, 5.304E+02, 3.443E+02, 1.750E+02, 1.113E+03, 1.085E+03, 9.784E+02, 9.472E+02, 4.118E+02, 1.266E+03, 1.367E+02, 4.964E+01, 3.242E+01, 4.089E+01, 1.368E+00, 1.117E+00, 5.489E-01, 2.099E+00, 4.418E+00, 1.169E-01,-2.544E-01,-8.754E-02,-9.947E-01, 8.530E-01, 1.420E+00, 1.078E+00, 3.373E-01,-1.261E+00,-3.928E+00,-9.320E-02,-3.062E-01,-1.013E-02, 5.764E-01, 2.939E-01, 2.041E+00, 3.376E+00
 5.300E+02, 9.549E+02, 8.195E+02, 7.534E+02, 5.152E+02, 2.120E+02, 1.209E+02, 6.686E+02, 6.271E+02, 6.156E+02, 5.668E+02, 4.043E+02, 1.827E+02, 1.133E+03, 1.084E+03, 9.899E+02, 9.412E+02, 2.909E+02, 1.245E+03, 1.442E+02, 4.365E+01, 3.241E+01, 4.225E+01, 1.412E+00, 1.147E+00, 6.770E-01, 2.264E+00, 4.273E+00, 5.805E-02,-1.619E-01,-2.800E-01,-9.628E-01, 9.258E-01, 1.450E+00, 1.138E+00, 4.858E-01,-1.324E+00,-3.815E+00,-1.569E-01,-2.991E-01,-1.066E-01, 7.430E-01, 2.526E-01, 1.944E+00, 3.404E+00
 5.400E+02, 9.748E+02, 8.080E+02, 7.398E+02, 4.988E+02, 2.129E+02, 1.202E+02, 6.547E+02, 6.119E+02, 5.970E+02, 5.475E+02, 3.618E+02, 1.845E+02, 1.116E+03, 1.097E+03, 9.741E+02, 9.262E+02, 3.452E+02, 1.248E+03, 1.432E+02, 4.631E+01, 3.268E+01, 3.888E+01, 1.404E+00, 1.137E+00, 6.201E-01, 2.169E+00, 4.459E+00, 6.047E-02,-3.860E-03,-1.752E-01,-7.851E-01, 1.334E+00, 1.459E+00, 1.124E+00, 4.109E-01,-1.226E+00,-3.910E+00,-1.244E-01,-3.103E-01,-8.007E-02, 6.289E-01,-1.083E-01, 2.009E+00, 3.558E+00
 5.500E+02, 9.543E+02, 8.169E+02, 7.638E+02, 5.544E+02, 2.399E+02, 1.231E+02, 6.626E+02, 6.218E+02, 6.090E+02, 5.678E+02, 4.007E+02, 1.881E+02, 1.145E+03, 1.086E+03, 9.818E+02, 9.392E+02, 4.559E+02, 1.293E+03, 1.528E+02, 4.696E+01, 3.398E+01, 4.396E+01, 1.391E+00, 1.117E+00, 5.683E-01, 2.014E+00, 4.445E+00, 3.276E-02,-1.481E-01,-1.069E-01,-9.600E-01, 1.174E+00, 1.443E+00, 1.097E+00, 4.107E-01,-1.229E+00,-3.952E+00,-1.188E-01,-3.206E-01,-9.245E-03, 4.961E-01, 1.865E-01, 2.101E+00, 3.434E+00
 5.600E+02, 9.563E+02, 8.129E+02, 7.275E+02, 4.650E+02, 2.046E+02, 1.214E+02, 6.412E+02, 6.192E+02, 6.085E+02, 5.755E+02, 4.776E+02, 1.911E+02, 1.138E+03, 1.082E+03, 1.007E+03, 9.280E+02, 3.718E+02, 1.265E+03, 1.436E+02, 4.794E+01, 3.315E+01, 4.872E+01, 1.430E+00, 1.151E+00, 5.811E-01, 2.166E+00, 4.459E+00, 4.339E-02,-1.590E-01,-2.279E-01,-9.358E-01, 1.035E+00, 1.451E+00, 1.129E+00, 3.318E-01,-1.224E+00,-3.994E+00,-2.539E-01,-2.984E-01,-2.115E-02, 5.607E-01, 2.868E-02, 2.163E+00, 3.635E+00
 5.700E+02, 9.629E+02, 8.144E+02, 7.214E+02, 4.455E+02, 2.123E+02, 1.239E+02, 6.567E+02, 6.249E+02, 6.153E+02, 5.846E+02, 4.662E+02, 1.966E+02, 1.118E+03, 1.128E+03, 9.758E+02, 9.427E+02, 5.612E+02, 1.212E+03, 1.479E+02, 4.371E+01, 3.394E+01, 4.897E+01, 1.420E+00, 1.149E+00, 6.391E-01, 2.523E+00, 4.552E+00, 4.124E-02,-9.568E-03,-1.992E-01,-1.503E+00, 1.220E+00, 1.465E+00, 1.158E+00, 4.055E-01,-1.288E+00,-4.029E+00,-1.481E-01,-3.145E-01,-7.114E-02, 6.871E-01,-1.152E-01, 2.191E+00, 3.507E+00
 5.800E+02, 9.631E+02, 8.159E+02, 7.601E+02, 5.479E+02, 2.654E+02, 1.219E+02, 6.489E+02, 6.155E+02, 6.055E+02, 5.683E+02, 4.259E+02, 1.819E+02, 1.122E+03, 1.104E+03, 9.779E+02, 9.308E+02, 2.704E+02, 1.281E+03, 1.453E+02, 4.542E+01, 3.408E+01, 3.717E+01, 1.397E+00, 1.121E+00, 6.408E-01, 2.130E+00, 4.393E+00, 1.289E-01,-5.976E-02,-3.072E-01,-1.021E+00, 1.186E+00, 1.437E+00, 1.124E+00, 3.116E-01,-1.200E+00,-3.820E+00,-1.910E-01,-2.932E-01,-2.631E-02, 5.509E-01, 2.473E-01, 2.186E+00, 3.422E+00
 5.900E+02, 9.709E+02, 8.298E+02, 7.756E+02, 5.427E+02, 2.758E+02, 1.256E+02, 6.612E+02, 6.278E+02, 6.169E+02, 5.820E+02, 4.204E+02, 1.937E+02, 1.138E+03, 1.122E+03, 9.907E+02, 9.559E+02, 3.275E+02, 1.204E+03, 1.459E+02, 4.838E+01, 3.510E+01, 4.611E+01, 1.439E+00, 1.179E+00, 6.369E-01, 2.150E+00, 4.518E+00, 2.674E-02,-2.284E-01,-7.320E-02,-6.167E-01, 1.177E+00, 1.497E+00, 1.113E+00, 4.593E-01,-1.303E+00,-3.930E+00,-8.542E-02,-3.578E-01,-9.862E-02, 7.439E-01, 2.770E-02, 2.012E+00, 3.668E+00
 6.000E+02, 1.008E+03, 7.925E+02, 7.701E+02, 5.952E+02, 3.054E+02, 1.333E+02, 6.555E+02, 6.231E+02, 6.098E+02, 5.756E+02, 4.687E+02, 1.960E+02, 1.130E+03, 1.127E+03, 1.009E+03, 9.506E+02, 5.966E+02, 1.289E+03, 1.528E+02, 4.590E+01, 3.574E+01, 5.233E+01, 1.438E+00, 1.161E+00, 5.976E-01, 2.331E+00, 4.591E+00, 1.400E-02, 1.962E-02,-8.246E-02,-1.089E+00, 1.342E+00, 1.489E+00, 1.131E+00, 4.035E-01,-1.275E+00,-4.015E+00,-8.977E-02,-3.463E-01, 1.021E-02, 7.868E-01,-1.957E-01, 2.197E+00, 3.871E+00
 6.100E+02, 7.774E+02, 4.241E+02, 3.864E+02, 2.864E+02, 1.887E+02, 1.178E+02, 5.718E+02, 4.141E+02, 3.837E+02, 3.316E+02, 2.839E+02, 1.667E+02, 8.667E+02, 8.467E+02, 7.836E+02, 7.529E+02, 2.308E+02, 4.694E+02, 7.527E+01, 2.794E+01, 2.412E+01, 3.069E+01, 1.498E+00, 1.243E+00, 8.402E-01, 1.402E+00, 3.449E+00,-5.207E-02,-4.908E-02,-3.067E-02,-7.211E-01, 7.408E-02, 1.555E+00, 1.241E+00, 7.699E-01,-8.051E-01,-3.004E+00,-1.074E-01,-3.656E-01,-2.123E-01, 6.514E-01, 7.554E-02, 8.888E-01, 2.384E+00
 6.200E+02, 4.506E+02, 1.414E+02, 1.306E+02, 1.232E+02, 1.164E+02, 1.026E+02, 4.460E+02, 1.781E+02, 1.686E+02, 1.543E+02, 1.447E+02, 1.336E+02, 6.757E+02, 6.375E+02, 6.215E+02, 5.964E+02, 1.167E+02, 1.655E+02, 3.317E+01, 1.237E+01, 1.576E+01, 1.588E+01, 1.351E+00, 1.120E+00, 7.814E-01, 1.337E+00, 2.524E+00, 1.201E-01,-2.417E-01,-2.431E-01,-5.216E-01,-6.891E-01, 1.377E+00, 1.108E+00, 6.467E-01,-9.550E-01,-2.185E+00,-1.519E-01,-2.856E-01,-2.664E-01, 7.022E-01, 2.121E-01, 8.645E-01, 1.643E+00
 6.300E+02, 3.453E+02, 1.284E+02, 1.212E+02, 1.126E+02, 1.072E+02, 9.799E+01, 3.573E+02, 1.665E+02, 1.575E+02, 1.430E+02, 1.350E+02, 1.236E+02, 5.219E+02, 5.375E+02, 5.491E+02, 5.182E+02, 1.215E+02, 1.559E+02, 2.816E+01, 9.961E+00, 1.359E+01, 1.393E+01, 1.295E+00, 1.090E+00, 7.317E-01, 1.165E+00, 2.293E+00, 1.378E-01,-2.691E-01,-2.275E-01,-4.825E-01,-2.478E-01, 1.339E+00, 1.037E+00, 5.573E-01,-8.364E-01,-2.040E+00,-1.001E-01,-2.835E-01,-3.393E-01, 6.341E-01, 1.402E-01, 8.083E-01, 1.503E+00
 6.400E+02, 3.186E+02, 1.293E+02, 1.237E+02, 1.151E+02, 1.072E+02, 9.347E+01, 3.382E+02, 1.546E+02, 1.437E+02, 1.342E+02, 1.288E+02, 1.172E+02, 4.773E+02, 4.801E+02, 4.888E+02, 4.656E+02, 1.095E+02, 1.444E+02, 2.520E+01, 8.659E+00, 1.230E+01, 1.267E+01, 1.260E+00, 1.054E+00, 7.162E-01, 1.131E+00, 2.162E+00,-7.798E-03,-1.696E-01,-1.819E-01,-4.797E-01,-2.162E-01, 1.303E+00, 1.025E+00, 5.982E-01,-7.453E-01,-1.961E+00,-1.087E-01,-3.210E-01,-3.849E-01, 5.955E-01, 1.617E-01, 8.088E-01, 1.514E+00
 6.500E+02, 3.118E+02, 1.255E+02, 1.205E+02, 1.104E+02, 1.032E+02, 9.231E+01, 3.074E+02, 1.568E+02, 1.464E+02, 1.305E+02, 1.236E+02, 1.144E+02, 4.488E+02, 4.640E+02, 4.811E+02, 4.388E+02, 1.095E+02, 1.390E+02, 2.311E+01, 7.906E+00, 1.136E+01, 1.180E+01, 1.232E+00, 1.050E+00, 6.936E-01, 1.110E+00, 2.100E+00, 4.754E-02,-2.428E-01,-1.593E-01,-4.527E-01,-1.681E-01, 1.270E+00, 1.012E+00, 5.857E-01,-8.111E-01,-1.922E+00,-1.333E-01,-2.901E-01,-2.581E-01, 5.854E-01, 1.563E-01, 7.365E-01, 1.414E+00
 6.600E+02, 2.931E+02, 1.190E+02, 1.138E+02, 1.087E+02, 1.030E+02, 9.266E+01, 2.974E+02, 1.525E+02, 1.428E+02, 1.267E+02, 1.202E+02, 1.085E+02, 4.377E+02, 4.401E+02, 4.634E+02, 4.284E+02, 9.938E+01, 1.374E+02, 2.154E+01, 7.286E+00, 1.062E+01, 1.108E+01, 1.214E+00, 1.013E+00, 6.486E-01, 1.081E+00, 2.070E+00,-5.345E-02,-2.073E-01,-9.623E-02,-4.462E-01,-2.801E-01, 1.251E+00, 9.487E-01, 5.357E-01,-8.265E-01,-1.882E+00,-1.309E-01,-3.529E-01,-2.287E-01, 6.006E-01, 2.112E-01, 7.645E-01, 1.390E+00
