s,kg/s,kW/m2,kW/m2,kW/m2,kW/m2,mol/mol,mol/mol,kW/m2,kW/m2,kW/m2,kW/m2
 1.1500077E+002, 4.5309836E-002, 4.8391354E-001, 2.1676525E-001, 2.9803715E+001, 1.7898804E+001, 5.4916393E-001, 4.3097103E-001, 3.4647205E+001, 4.6811078E+001, 6.3707111E+001, 7.3291803E+001
 1.1600139E+002, 4.4787605E-002, 3.3211369E-001, 2.2013827E-001, 3.0535225E+001, 1.7541504E+001, 5.9442218E-001, 4.6070065E-001, 3.5511159E+001, 4.7744533E+001, 6.2407483E+001, 7.3728271E+001
 1.1700210E+002, 4.3130437E-002, 3.5732322E-001, 3.2275647E-001, 2.8431036E+001, 1.7245383E+001, 5.9641814E-001, 4.8053499E-001, 3.3024525E+001, 4.4365099E+001, 5.7550190E+001, 6.6400835E+001
 1.1800069E+002, 4.3198092E-002, 3.4917211E-001, 3.4161513E-001, 2.6159553E+001, 1.7736020E+001, 6.3163295E-001, 4.5112739E-001, 2.9957437E+001, 3.8324501E+001, 4.6166537E+001, 5.4024679E+001
 1.1900044E+002, 4.6753783E-002, 4.8699951E-001, 4.5776606E-001, 2.9898114E+001, 2.3218932E+001, 5.7066722E-001, 4.6202479E-001, 3.3845881E+001, 4.2270229E+001, 5.0106769E+001, 5.7499395E+001
 1.2000061E+002, 4.6124201E-002, 3.6880586E-001, 2.7101244E-001, 2.9334522E+001, 2.2215984E+001, 6.3361458E-001, 5.7768890E-001, 3.3666621E+001, 4.3176395E+001, 5.2240273E+001, 6.1037990E+001
 1.2100247E+002, 4.7340396E-002, 4.4665353E-001, 4.7078144E-001, 3.1376009E+001, 3.0158029E+001, 6.1681652E-001, 5.2393958E-001, 3.6061667E+001, 4.6189919E+001, 5.6444236E+001, 6.6803599E+001
 1.2200169E+002, 4.7771162E-002, 2.8318770E-001, 3.0160283E-001, 3.0523705E+001, 2.4076652E+001, 6.8981166E-001, 6.1591041E-001, 3.5123476E+001, 4.5766662E+001, 5.6201395E+001, 6.6495902E+001
 1.2300072E+002, 4.8495161E-002, 4.2415097E-001, 4.6351183E-001, 3.2115074E+001, 2.6540470E+001, 6.2831390E-001, 5.0882392E-001, 3.7138992E+001, 4.9085731E+001, 6.4343391E+001, 7.7728614E+001
 1.2400169E+002, 4.7490986E-002, 3.1697557E-001, 2.8421530E-001, 3.0283262E+001, 2.5568357E+001, 6.9392012E-001, 5.5637864E-001, 3.4813196E+001, 4.5749441E+001, 5.9065287E+001, 6.8373747E+001
 1.2500167E+002, 5.1454706E-002, 4.9989634E-001, 3.7391932E-001, 3.5386327E+001, 3.4945385E+001, 6.0997431E-001, 5.8255729E-001, 4.0411349E+001, 5.1373449E+001, 6.2359234E+001, 7.4007416E+001
 1.2600148E+002, 5.2677310E-002, 3.7748826E-001, 2.5934217E-001, 3.4970319E+001, 3.2555848E+001, 6.6982098E-001, 6.1387427E-001, 3.9839176E+001, 4.9902960E+001, 5.8194341E+001, 6.4347787E+001
 1.2700132E+002, 5.4988227E-002, 4.5832053E-001, 3.4211937E-001, 3.6908984E+001, 3.2660200E+001, 6.4295908E-001, 5.7440117E-001, 4.2737658E+001, 5.6793900E+001, 7.3109237E+001, 8.3592745E+001
 1.2800072E+002, 5.2716734E-002, 4.6937099E-001, 3.2753690E-001, 3.2786772E+001, 2.6963123E+001, 6.2157246E-001, 5.0392612E-001, 3.7756338E+001, 4.8684976E+001, 5.9456626E+001, 6.8922125E+001
 1.2900215E+002, 5.1591144E-002, 2.7410565E-001, 2.3065740E-001, 3.3643102E+001, 2.8278715E+001, 7.0556764E-001, 5.8948133E-001, 3.9168309E+001, 5.3083962E+001, 6.9863025E+001, 8.2080183E+001
 1.3000169E+002, 5.0575974E-002, 3.9719908E-001, 2.6990880E-001, 3.0739665E+001, 2.8628055E+001, 6.2388582E-001, 6.4831728E-001, 3.5220945E+001, 4.5792898E+001, 5.8004993E+001, 7.0410468E+001
 1.3100028E+002, 5.0351787E-002, 3.5580881E-001, 2.8623607E-001, 3.0092888E+001, 2.8891165E+001, 6.3780309E-001, 6.9034068E-001, 3.4525877E+001, 4.4658383E+001, 5.5613740E+001, 6.8562206E+001
 1.3200040E+002, 5.1430742E-002, 3.5382114E-001, 3.0510640E-001, 3.2326450E+001, 2.6031492E+001, 6.2804853E-001, 6.5239523E-001, 3.7440616E+001, 4.9800430E+001, 6.4241447E+001, 7.9358216E+001
 1.3300148E+002, 4.9491569E-002, 3.7971338E-001, 3.6256404E-001, 3.1170179E+001, 2.5843890E+001, 6.4020376E-001, 5.1105668E-001, 3.6455373E+001, 4.9705253E+001, 6.4778667E+001, 7.8696400E+001
 1.3400085E+002, 5.1185663E-002, 4.5130744E-001, 2.5933382E-001, 3.1322075E+001, 2.6495103E+001, 6.3115812E-001, 5.9380505E-001, 3.6094504E+001, 4.7069063E+001, 5.8496675E+001, 6.9088675E+001
 1.3500173E+002, 4.9278361E-002, 4.3866420E-001, 2.7898376E-001, 2.8783643E+001, 2.7574254E+001, 6.2430562E-001, 6.4732226E-001, 3.3108871E+001, 4.2815669E+001, 5.2552010E+001, 6.2544615E+001
 1.3600181E+002, 4.9019716E-002, 4.2221860E-001, 1.8498289E-001, 2.7448902E+001, 2.3993753E+001, 6.1675655E-001, 6.8995256E-001, 3.1343767E+001, 4.0129656E+001, 4.8014019E+001, 5.5835005E+001
 1.3700193E+002, 5.0806094E-002, 4.2649434E-001, 3.6399871E-001, 3.0759009E+001, 3.0211818E+001, 6.3190365E-001, 5.1410993E-001, 3.5277521E+001, 4.4997360E+001, 5.4402437E+001, 6.4577737E+001
 1.3800243E+002, 4.9935888E-002, 2.3360337E-001, 3.4161610E-001, 3.2028110E+001, 2.8166992E+001, 7.2556728E-001, 5.8718883E-001, 3.7159576E+001, 4.9001856E+001, 6.1264163E+001, 7.4343415E+001
 1.3900068E+002, 5.0881971E-002, 1.9006704E-001, 2.0465750E-001, 3.2636006E+001, 2.6723249E+001, 7.4776184E-001, 6.7248082E-001, 3.8221804E+001, 5.2046650E+001, 6.7195275E+001, 7.4482387E+001
 1.4000225E+002, 4.9912553E-002, 2.6440140E-001, 2.1214814E-001, 3.1929830E+001, 2.9942097E+001, 7.0375788E-001, 5.9898579E-001, 3.6869559E+001, 4.8447008E+001, 6.1716358E+001, 7.3571864E+001
 1.4100063E+002, 4.9985173E-002, 2.2750751E-001, 2.9089245E-001, 2.9392606E+001, 2.8117953E+001, 7.0601216E-001, 5.8883531E-001, 3.3584200E+001, 4.3199385E+001, 5.3429641E+001, 6.2509038E+001
 1.4200224E+002, 5.2722360E-002, 4.7518165E-001, 2.7588874E-001, 3.1859321E+001, 3.1843732E+001, 5.8368565E-001, 6.3485073E-001, 3.6172624E+001, 4.5225082E+001, 5.3775252E+001, 6.2481079E+001
 1.4300052E+002, 5.2693776E-002, 1.7240618E-001, 3.4946272E-001, 3.3048006E+001, 3.0620694E+001, 7.5356633E-001, 6.3756800E-001, 3.7673980E+001, 4.7797313E+001, 5.7087749E+001, 6.6378419E+001
 1.4400128E+002, 5.1590288E-002, 3.8069141E-001, 4.2692063E-001, 3.0636854E+001, 2.7659910E+001, 6.4449805E-001, 5.7751215E-001, 3.5050152E+001, 4.4600187E+001, 5.3450128E+001, 6.1432191E+001
 1.4500205E+002, 4.9696326E-002, 3.3977755E-001, 3.3564381E-001, 2.9619003E+001, 3.1331126E+001, 6.6075843E-001, 6.5699838E-001, 3.3805640E+001, 4.2798600E+001, 5.0991793E+001, 5.9385255E+001
 1.4600067E+002, 5.1902224E-002, 3.7216129E-001, 3.2069593E-001, 3.1234886E+001, 2.6783449E+001, 6.5508814E-001, 6.5244142E-001, 3.5888011E+001, 4.6355207E+001, 5.6935985E+001, 6.8997058E+001
 1.4700197E+002, 5.2692439E-002, 3.0544859E-001, 3.4197677E-001, 3.1010018E+001, 2.8436144E+001, 6.9893555E-001, 6.2864308E-001, 3.5616958E+001, 4.6092152E+001, 5.6689083E+001, 6.7337081E+001
 1.4800256E+002, 4.9957325E-002, 3.4810601E-001, 3.8010945E-001, 2.8050833E+001, 2.6644620E+001, 6.7547279E-001, 6.2694107E-001, 3.2192880E+001, 4.1478640E+001, 5.0711729E+001, 6.0509701E+001
 1.4900011E+002, 5.3943446E-002, 3.2182790E-001, 3.3698809E-001, 3.3613902E+001, 3.3158031E+001, 6.9857934E-001, 6.2112952E-001, 3.8441484E+001, 4.9100709E+001, 6.0200364E+001, 7.1790292E+001
 1.5000211E+002, 5.2279907E-002, 2.9613205E-001, 3.2901962E-001, 3.4153922E+001, 2.7992372E+001, 7.0829615E-001, 6.0646480E-001, 3.9652868E+001, 5.3391074E+001, 7.0573031E+001, 8.8767815E+001
 1.5100152E+002, 5.1939628E-002, 5.7078461E-001, 2.9098494E-001, 2.9923150E+001, 2.5486445E+001, 5.8430039E-001, 5.9120596E-001, 3.4388728E+001, 4.4070435E+001, 5.3785290E+001, 6.4454975E+001
 1.5200253E+002, 5.5264149E-002, 3.4217204E-001, 2.8262640E-001, 3.1914291E+001, 3.0521709E+001, 6.8988186E-001, 5.4698581E-001, 3.6427166E+001, 4.6042366E+001, 5.4088200E+001, 6.0938064E+001
 1.5300078E+002, 5.4120999E-002, 3.5464829E-001, 3.7377017E-001, 3.1477937E+001, 2.8594309E+001, 6.5958151E-001, 6.1017565E-001, 3.6126344E+001, 4.6093484E+001, 5.5731269E+001, 6.3829725E+001
 1.5400035E+002, 5.4250719E-002, 3.0062277E-001, 2.5170040E-001, 3.3239588E+001, 2.9044374E+001, 7.0102077E-001, 6.3836285E-001, 3.8153624E+001, 4.9782162E+001, 6.2912399E+001, 7.9215822E+001
 1.5500199E+002, 5.4394581E-002, 4.6285174E-001, 2.9855514E-001, 3.1073342E+001, 2.9912912E+001, 6.3529660E-001, 5.6319218E-001, 3.5480383E+001, 4.5097717E+001, 5.4974894E+001, 6.4868664E+001
 1.5600144E+002, 5.6091923E-002, 3.2437002E-001, 3.4658384E-001, 3.4793623E+001, 3.2478087E+001, 6.8043762E-001, 5.9127843E-001, 4.0113933E+001, 5.2282221E+001, 6.4196041E+001, 6.9534387E+001
 1.5700115E+002, 5.4523908E-002, 2.4724605E-001, 3.2472453E-001, 3.4397172E+001, 2.9344181E+001, 7.3895184E-001, 6.7159549E-001, 4.0019015E+001, 5.4365479E+001, 7.1984350E+001, 8.5779239E+001
 1.5800250E+002, 5.5122042E-002, 5.1035645E-001, 3.4752990E-001, 3.4696814E+001, 3.2179443E+001, 6.2142612E-001, 6.2741598E-001, 4.0070630E+001, 5.1875124E+001, 6.3624074E+001, 7.5214909E+001
 1.5900211E+002, 5.2662417E-002, 3.0603073E-001, 3.1481010E-001, 2.9344647E+001, 3.1719968E+001, 7.0559359E-001, 6.5996163E-001, 3.3400969E+001, 4.2445011E+001, 5.0899283E+001, 5.9639150E+001
 1.6000071E+002, 5.2397250E-002, 3.4754748E-001, 2.6591917E-001, 2.9487871E+001, 2.8693913E+001, 6.8388823E-001, 6.7879686E-001, 3.3815896E+001, 4.3199128E+001, 5.2517844E+001, 6.2899173E+001
 1.6100146E+002, 5.2524038E-002, 3.2006852E-001, 2.7149978E-001, 2.9873188E+001, 3.0783570E+001, 7.0205902E-001, 6.8033866E-001, 3.4009325E+001, 4.2852344E+001, 5.1407497E+001, 6.1134591E+001
 1.6200020E+002, 5.3351343E-002, 2.6170203E-001, 2.0397230E-001, 3.0874132E+001, 3.1565851E+001, 7.3120864E-001, 7.0744094E-001, 3.5386528E+001, 4.5846532E+001, 5.6873029E+001, 6.8665592E+001
 1.6300203E+002, 5.3970629E-002, 3.9240113E-001, 2.0247989E-001, 2.9772212E+001, 2.9491714E+001, 6.5353350E-001, 7.6087175E-001, 3.4178673E+001, 4.3823763E+001, 5.3198077E+001, 6.2217603E+001
 1.6400238E+002, 5.3857400E-002, 3.7509510E-001, 4.2500069E-001, 3.0928969E+001, 3.1374722E+001, 6.6506872E-001, 6.5361473E-001, 3.5367411E+001, 4.5033546E+001, 5.4609818E+001, 6.4591930E+001
 1.6500052E+002, 5.1891431E-002, 3.0994095E-001, 3.6144180E-001, 3.0827405E+001, 2.8192633E+001, 6.8363949E-001, 6.6592879E-001, 3.5376651E+001, 4.6091873E+001, 5.7328060E+001, 6.7733592E+001
 1.6600220E+002, 5.3300389E-002, 3.5721698E-001, 3.6419265E-001, 3.3268868E+001, 3.1368445E+001, 6.5336848E-001, 6.3761452E-001, 3.8292405E+001, 4.9849240E+001, 6.2389162E+001, 7.5670128E+001
 1.6700059E+002, 5.3618797E-002, 2.6498733E-001, 3.2588154E-001, 3.2752554E+001, 2.9863268E+001, 7.0894457E-001, 6.6092767E-001, 3.7947287E+001, 5.0183181E+001, 6.3362498E+001, 7.3219892E+001
 1.6800123E+002, 5.3311558E-002, 2.2022462E-001, 2.5624916E-001, 3.2616381E+001, 2.8255628E+001, 7.4446423E-001, 6.7477298E-001, 3.7747260E+001, 5.0008943E+001, 6.4023358E+001, 7.4131697E+001
 1.6900218E+002, 5.4465209E-002, 2.6054101E-001, 2.6490324E-001, 3.3801748E+001, 3.2607525E+001, 7.2497144E-001, 6.6967966E-001, 3.8961404E+001, 5.1217348E+001, 6.4670311E+001, 7.8006666E+001
 1.7000179E+002, 5.3848058E-002, 3.4653961E-001, 2.0091971E-001, 3.1361236E+001, 2.8766344E+001, 6.7329325E-001, 6.9067475E-001, 3.5966753E+001, 4.6249283E+001, 5.6796844E+001, 6.8898261E+001
 1.7100226E+002, 5.4721467E-002, 4.1096420E-001, 2.6153325E-001, 3.2399737E+001, 3.0144993E+001, 6.5017194E-001, 6.7568330E-001, 3.7333134E+001, 4.8015184E+001, 5.8469670E+001, 6.9108351E+001
 1.7200090E+002, 5.5492219E-002, 2.2153169E-001, 3.3784494E-001, 3.1710460E+001, 3.1124889E+001, 7.4979159E-001, 6.5007277E-001, 3.6405418E+001, 4.6757912E+001, 5.6680678E+001, 6.6625743E+001
 1.7300101E+002, 5.3686714E-002, 2.6688731E-001, 2.9092605E-001, 3.2117736E+001, 2.8859400E+001, 6.9972362E-001, 6.6162588E-001, 3.7116573E+001, 4.8958713E+001, 6.2498161E+001, 7.5694814E+001
 1.7400119E+002, 5.5715731E-002, 3.1174491E-001, 2.5998786E-001, 3.4337298E+001, 3.0443478E+001, 6.6413005E-001, 6.7440550E-001, 3.9477880E+001, 5.1597024E+001, 6.5797425E+001, 7.9849731E+001
 1.7500067E+002, 5.5414279E-002, 3.3321885E-001, 2.2054294E-001, 3.2708034E+001, 2.9570933E+001, 6.7007095E-001, 6.5060001E-001, 3.7553168E+001, 4.8607763E+001, 6.0151493E+001, 7.2355651E+001
 1.7600090E+002, 5.5280762E-002, 2.9332502E-001, 4.1052737E-001, 3.1208019E+001, 2.9622065E+001, 6.9893095E-001, 6.1567013E-001, 3.5886275E+001, 4.6742460E+001, 5.7492155E+001, 6.8098830E+001
 1.7700087E+002, 5.5792085E-002, 3.6077201E-001, 3.5787766E-001, 3.2284427E+001, 3.2048302E+001, 6.5019254E-001, 6.3499231E-001, 3.6993590E+001, 4.7517990E+001, 5.8555021E+001, 7.0858507E+001
 1.7800030E+002, 5.8701932E-002, 2.5179341E-001, 3.3140372E-001, 3.5503086E+001, 3.2383781E+001, 6.9951132E-001, 6.2623350E-001, 4.0846592E+001, 5.3179699E+001, 6.5796658E+001, 8.0370709E+001
 1.7900095E+002, 5.8358817E-002, 4.5679984E-001, 2.6906455E-001, 3.5706506E+001, 2.9151991E+001, 6.2051692E-001, 6.8386762E-001, 4.1633181E+001, 5.6716367E+001, 7.5501536E+001, 7.8074801E+001
 1.8000002E+002, 5.9180648E-002, 2.4480355E-001, 4.8140743E-001, 3.6420827E+001, 3.0303244E+001, 7.3196594E-001, 5.9095862E-001, 4.2691861E+001, 5.9793920E+001, 8.0520157E+001, 7.3698045E+001
 1.8100204E+002, 5.7413886E-002, 4.1567579E-001, 3.8876183E-001, 3.3788382E+001, 2.9998465E+001, 6.5462330E-001, 6.2572659E-001, 3.9016285E+001, 5.2164596E+001, 6.9493465E+001, 7.3893407E+001
 1.8200078E+002, 5.5873808E-002, 4.6606415E-001, 3.0731571E-001, 3.0772914E+001, 2.5702776E+001, 6.2242917E-001, 6.4129037E-001, 3.5485638E+001, 4.6227388E+001, 5.6538059E+001, 6.6310209E+001
 1.8300067E+002, 5.6483077E-002, 2.7357434E-001, 2.5238516E-001, 3.2532143E+001, 3.0418078E+001, 7.1677366E-001, 6.0895986E-001, 3.7366675E+001, 4.8323468E+001, 5.8970630E+001, 7.0134837E+001
 1.8400042E+002, 5.8323231E-002, 3.6411899E-001, 3.3586258E-001, 3.6078129E+001, 3.0762704E+001, 6.7098597E-001, 5.6688148E-001, 4.1846485E+001, 5.5598689E+001, 7.1767158E+001, 8.4112233E+001
 1.8500276E+002, 5.9191288E-002, 3.2851860E-001, 4.2589949E-001, 3.3725304E+001, 3.1277954E+001, 6.9473517E-001, 5.9670351E-001, 3.8964453E+001, 5.1930517E+001, 6.7584245E+001, 8.3586107E+001
 1.8600025E+002, 6.0343910E-002, 4.2256566E-001, 2.2394574E-001, 3.4853046E+001, 3.1537249E+001, 6.6181603E-001, 6.8768603E-001, 3.9832857E+001, 5.0434979E+001, 6.0637081E+001, 7.0831401E+001
 1.8700186E+002, 6.0573549E-002, 2.8273511E-001, 2.5028980E-001, 3.6064183E+001, 3.2924015E+001, 7.2258922E-001, 6.6762878E-001, 4.1669571E+001, 5.4848876E+001, 6.9006225E+001, 8.3528302E+001
 1.8800286E+002, 6.0288933E-002, 3.2507747E-001, 2.8832939E-001, 3.5708002E+001, 3.0575049E+001, 6.9978302E-001, 6.7171571E-001, 4.1141017E+001, 5.3646529E+001, 6.6975830E+001, 8.1946673E+001
 1.8900040E+002, 6.2764351E-002, 3.6741746E-001, 3.6055790E-001, 3.8282715E+001, 3.1804840E+001, 6.8027506E-001, 5.7004389E-001, 4.3987495E+001, 5.6478978E+001, 6.9761151E+001, 8.0975893E+001
 1.9000040E+002, 6.0679394E-002, 2.1552753E-001, 2.7978227E-001, 3.5238530E+001, 3.1047133E+001, 7.6754406E-001, 6.2054762E-001, 4.0976100E+001, 5.5691517E+001, 7.4698209E+001, 7.7103766E+001
 1.9100141E+002, 5.8924604E-002, 3.0457013E-001, 2.4539683E-001, 3.0626234E+001, 2.9777037E+001, 7.1888009E-001, 6.4869986E-001, 3.5183883E+001, 4.5454375E+001, 5.6972582E+001, 7.0969680E+001
 1.9200077E+002, 6.2522456E-002, 2.8319340E-001, 2.3486125E-001, 3.8512676E+001, 3.3586438E+001, 7.2134023E-001, 6.9880496E-001, 4.4632178E+001, 5.9456999E+001, 7.5600003E+001, 8.6284246E+001
 1.9300068E+002, 6.0602636E-002, 2.0215832E-001, 2.9149596E-001, 3.5396903E+001, 3.3627586E+001, 7.7604738E-001, 6.2530290E-001, 4.0947657E+001, 5.4333098E+001, 6.9787698E+001, 7.7594541E+001
 1.9400082E+002, 5.9728928E-002, 3.5663061E-001, 3.2252656E-001, 3.1115772E+001, 2.9085686E+001, 7.0190299E-001, 6.6804876E-001, 3.5790847E+001, 4.6484646E+001, 5.8233420E+001, 7.2507255E+001
 1.9500182E+002, 6.0607863E-002, 3.4499670E-001, 3.5506437E-001, 3.4631140E+001, 3.1071724E+001, 6.9479998E-001, 6.4569304E-001, 3.9482635E+001, 5.0197719E+001, 6.0405983E+001, 7.1251058E+001
 1.9600217E+002, 6.3229343E-002, 2.1849518E-001, 3.5403295E-001, 3.8084523E+001, 3.2787231E+001, 7.7935673E-001, 6.4002723E-001, 4.3714202E+001, 5.6967027E+001, 7.1099982E+001, 8.5495206E+001
 1.9700162E+002, 6.5583347E-002, 3.9450490E-001, 2.4223784E-001, 3.8560939E+001, 3.2071544E+001, 6.9439485E-001, 6.3564157E-001, 4.4024462E+001, 5.5499080E+001, 6.5999851E+001, 7.5049989E+001
 1.9800015E+002, 6.6386336E-002, 2.4782347E-001, 3.2938183E-001, 3.7725361E+001, 3.2293472E+001, 7.8583438E-001, 6.0999585E-001, 4.3094172E+001, 5.4675182E+001, 6.5864198E+001, 7.6396236E+001
 1.9900018E+002, 6.4024107E-002, 2.4745416E-001, 2.9517401E-001, 3.3913316E+001, 3.1654429E+001, 7.8339226E-001, 6.5731647E-001, 3.8525279E+001, 4.7894371E+001, 5.5799223E+001, 6.1534522E+001
 2.0000030E+002, 6.6407042E-002, 2.0819478E-001, 1.8051157E-001, 3.9281113E+001, 3.2037056E+001, 7.9967782E-001, 7.1089967E-001, 4.5397722E+001, 6.0171184E+001, 7.6690041E+001, 8.7752070E+001
 2.0100145E+002, 6.8594078E-002, 4.2232839E-001, 2.0895771E-001, 3.9719639E+001, 3.3322843E+001, 6.9580593E-001, 7.2120274E-001, 4.5466214E+001, 5.7762994E+001, 6.9471199E+001, 8.0278362E+001
 2.0200083E+002, 6.7891004E-002, 2.1625601E-001, 2.6984474E-001, 3.7363140E+001, 3.4344489E+001, 7.9907933E-001, 6.5315834E-001, 4.2645810E+001, 5.4021511E+001, 6.3158005E+001, 7.0252399E+001
 2.0300192E+002, 6.7586324E-002, 3.6223154E-001, 2.9635546E-001, 3.9955447E+001, 3.3764682E+001, 7.2997953E-001, 6.8577126E-001, 4.6195435E+001, 6.0162227E+001, 7.3365268E+001, 7.8915008E+001
 2.0400047E+002, 6.7291572E-002, 3.1262983E-001, 3.0196030E-001, 3.5813269E+001, 3.1616447E+001, 7.4745765E-001, 6.8710405E-001, 4.0920657E+001, 5.1735005E+001, 6.2353881E+001, 7.2228016E+001
 2.0500018E+002, 6.6784966E-002, 2.1906428E-001, 2.7316824E-001, 3.7954057E+001, 3.0584970E+001, 7.7087694E-001, 7.1840033E-001, 4.3766282E+001, 5.7891047E+001, 7.3670517E+001, 8.3476618E+001
 2.0600008E+002, 6.8378613E-002, 2.1896875E-001, 3.1629576E-001, 3.9329081E+001, 3.3025902E+001, 7.8673398E-001, 6.7822072E-001, 4.5363068E+001, 5.9638067E+001, 7.6236614E+001, 9.5323000E+001
 2.0700201E+002, 6.6084078E-002, 2.6987147E-001, 2.9619906E-001, 3.4651942E+001, 3.3756447E+001, 7.4865737E-001, 6.7268063E-001, 3.9715523E+001, 5.1214692E+001, 6.4726571E+001, 8.1524026E+001
 2.0800149E+002, 6.5246737E-002, 1.5652501E-001, 3.8158836E-001, 3.4664773E+001, 3.2271657E+001, 8.1476575E-001, 6.1799078E-001, 3.9974295E+001, 5.3082719E+001, 7.0301076E+001, 8.0897272E+001
 2.0900113E+002, 6.2741909E-002, 2.8748863E-001, 2.2168702E-001, 3.2942011E+001, 3.1529823E+001, 7.3807569E-001, 6.9744906E-001, 3.7679693E+001, 4.8448823E+001, 6.0444765E+001, 7.5519766E+001
 2.1000190E+002, 6.1673562E-002, 1.9559224E-001, 2.7605879E-001, 3.2403644E+001, 3.0785462E+001, 7.9385025E-001, 6.8866297E-001, 3.7083194E+001, 4.7639170E+001, 5.8396350E+001, 6.9980142E+001
 2.1100142E+002, 6.5661188E-002, 2.3678145E-001, 2.2809061E-001, 3.9233100E+001, 3.3576744E+001, 7.5569364E-001, 7.0692560E-001, 4.5060340E+001, 5.8568028E+001, 7.3129859E+001, 8.9007735E+001
 2.1200013E+002, 6.4884745E-002, 2.2411689E-001, 3.9616081E-001, 3.3096258E+001, 3.0659079E+001, 7.5854171E-001, 6.6390007E-001, 3.7661025E+001, 4.7412795E+001, 5.6193947E+001, 6.4990472E+001
 2.1300213E+002, 6.5852927E-002, 3.0991785E-001, 3.0056526E-001, 3.6891021E+001, 3.4382716E+001, 7.2232406E-001, 6.7291441E-001, 4.2301888E+001, 5.4742264E+001, 6.8165661E+001, 8.3729032E+001
 2.1400041E+002, 6.5469011E-002, 3.4296072E-001, 1.9407645E-001, 3.5916862E+001, 3.1245831E+001, 7.1777240E-001, 7.0544036E-001, 4.1556065E+001, 5.5346555E+001, 7.2835101E+001, 8.3753213E+001
 2.1500170E+002, 6.6521941E-002, 3.4761020E-001, 2.6465289E-001, 3.9215678E+001, 3.3129936E+001, 7.2995229E-001, 5.8967567E-001, 4.5331558E+001, 6.0066621E+001, 7.7619088E+001, 8.7857250E+001
 2.1600253E+002, 6.4619841E-002, 2.3535788E-001, 2.4516025E-001, 3.5501174E+001, 2.8221506E+001, 7.7755202E-001, 5.5901003E-001, 4.1271721E+001, 5.6060583E+001, 7.6594676E+001, 8.6528607E+001
 2.1700059E+002, 6.8032632E-002, 2.7437230E-001, 2.7228161E-001, 3.8824926E+001, 3.5045936E+001, 7.6329682E-001, 6.2845176E-001, 4.4427053E+001, 5.6901143E+001, 7.0658370E+001, 8.6688816E+001
 2.1800191E+002, 6.6990216E-002, 2.9684014E-001, 2.4489976E-001, 3.5528574E+001, 3.3020578E+001, 7.4827537E-001, 6.7808124E-001, 4.0437733E+001, 5.1095053E+001, 6.1030913E+001, 7.1658664E+001
 2.1900227E+002, 7.1868326E-002, 2.7346544E-001, 2.5940596E-001, 4.2462265E+001, 3.8150915E+001, 7.1858859E-001, 6.9433962E-001, 4.8474299E+001, 6.1852015E+001, 7.4129458E+001, 8.4134542E+001
 2.2000100E+002, 6.9839157E-002, 4.0751288E-001, 2.0269340E-001, 3.9643430E+001, 3.0870404E+001, 6.4270847E-001, 7.0906471E-001, 4.5825931E+001, 6.0322260E+001, 7.6236691E+001, 8.9755600E+001
 2.2100136E+002, 7.1603945E-002, 3.1182843E-001, 1.5541357E-001, 4.3870777E+001, 3.6788379E+001, 6.9240268E-001, 7.3065927E-001, 5.1150115E+001, 6.9329385E+001, 9.1084632E+001, 1.0146616E+002
 2.2200017E+002, 6.9451627E-002, 2.1409614E-001, 2.6942063E-001, 4.2193269E+001, 3.3296344E+001, 7.5768697E-001, 6.9964916E-001, 4.9318749E+001, 6.7977439E+001, 8.5194281E+001, 9.1702122E+001
 2.2300021E+002, 7.3363942E-002, 2.5236831E-001, 2.6510988E-001, 4.3511476E+001, 3.4872552E+001, 7.1785196E-001, 7.0455617E-001, 5.0415695E+001, 6.7472523E+001, 8.6538502E+001, 9.9888587E+001
 2.2400015E+002, 7.1955023E-002, 2.4321181E-001, 2.4476192E-001, 3.6541068E+001, 3.1068725E+001, 7.4126659E-001, 7.2167663E-001, 4.1381003E+001, 5.1432528E+001, 5.9693934E+001, 6.5925297E+001
 2.2500195E+002, 6.9347279E-002, 3.1260908E-001, 2.6986068E-001, 3.3866966E+001, 3.1033142E+001, 7.2444476E-001, 6.6370965E-001, 3.8355853E+001, 4.7820316E+001, 5.6319045E+001, 6.4124133E+001
 2.2600083E+002, 7.1001564E-002, 2.7057467E-001, 2.5473473E-001, 3.8752949E+001, 3.1505009E+001, 7.2590769E-001, 6.6044869E-001, 4.4619288E+001, 5.8611742E+001, 7.4541087E+001, 8.5693275E+001
 2.2700150E+002, 7.0604986E-002, 3.8609815E-001, 2.2494501E-001, 3.7400431E+001, 2.6641923E+001, 6.6424027E-001, 6.2480248E-001, 4.3116246E+001, 5.7262943E+001, 7.5335975E+001, 9.3985327E+001
 2.2800122E+002, 6.9876588E-002, 2.6324757E-001, 3.0655339E-001, 3.9685877E+001, 2.7788197E+001, 6.8190321E-001, 5.3611935E-001, 4.6296795E+001, 6.3400900E+001, 8.5591695E+001, 8.6770569E+001
 2.2900244E+002, 6.7987844E-002, 3.0714316E-001, 1.5961568E-001, 3.9831176E+001, 2.3632211E+001, 7.0446433E-001, 6.1318665E-001, 4.6761992E+001, 6.5632822E+001, 8.7028495E+001, 8.5564766E+001
 2.3000221E+002, 6.6359246E-002, 1.9417944E-001, 1.7149583E-001, 3.6730740E+001, 2.1691475E+001, 7.7296706E-001, 5.7980749E-001, 4.2913447E+001, 5.8524635E+001, 7.6885794E+001, 9.6338701E+001
