s,kg/s/m2,C
 5.5801000E+002, 1.9931005E-002, 5.8480488E+001
 5.5921000E+002, 1.9654280E-002, 5.8630045E+001
 5.6041000E+002, 2.0017198E-002, 5.8291323E+001
 5.6161000E+002, 1.9958181E-002, 5.8368701E+001
 5.6281000E+002, 1.9698679E-002, 5.8678592E+001
 5.6401000E+002, 2.0297702E-002, 5.8197649E+001
 5.6521000E+002, 1.9616990E-002, 5.8166461E+001
 5.6641000E+002, 2.0131028E-002, 5.8199739E+001
 5.6761000E+002, 2.0316434E-002, 5.7806087E+001
 5.6881000E+002, 1.9809193E-002, 5.8180461E+001
 5.7001000E+002, 1.9767275E-002, 5.8298002E+001
 5.7121000E+002, 1.9857241E-002, 5.8381734E+001
 5.7241000E+002, 1.9976128E-002, 5.8354293E+001
 5.7361000E+002, 1.9868720E-002, 5.8284986E+001
 5.7481000E+002, 1.9595699E-002, 5.8790442E+001
 5.7601000E+002, 1.9830854E-002, 5.8806812E+001
 5.7721000E+002, 1.9876126E-002, 5.8802079E+001
 5.7841000E+002, 1.9850104E-002, 5.8830138E+001
 5.7961000E+002, 1.9793413E-002, 5.8938936E+001
 5.8081000E+002, 2.0239625E-002, 5.8487911E+001
 5.8201000E+002, 1.9912221E-002, 5.8626587E+001
 5.8321000E+002, 1.9835057E-002, 5.8764733E+001
 5.8441000E+002, 2.0170795E-002, 5.8487398E+001
 5.8561000E+002, 1.9922425E-002, 5.8678037E+001
 5.8681000E+002, 2.0129455E-002, 5.8522685E+001
 5.8801000E+002, 1.9760920E-002, 5.8842012E+001
 5.8921000E+002, 2.0140091E-002, 5.8760633E+001
 5.9041000E+002, 1.9935932E-002, 5.8682367E+001
 5.9161000E+002, 1.9897880E-002, 5.8931567E+001
 5.9281000E+002, 2.0210919E-002, 5.8761659E+001
 5.9401000E+002, 2.0296219E-002, 5.8464905E+001
 5.9521000E+002, 1.9886421E-002, 5.8631804E+001
 5.9641000E+002, 1.9929098E-002, 5.8850311E+001
 5.9761000E+002, 1.9965324E-002, 5.8792725E+001
 5.9881000E+002, 1.9865146E-002, 5.9282972E+001
 6.0001000E+002, 2.0176963E-002, 5.8934132E+001
 6.0121000E+002, 2.0190242E-002, 5.8789841E+001
 6.0241000E+002, 2.0433103E-002, 5.8349821E+001
 6.0361000E+002, 2.0086090E-002, 5.8553841E+001
 6.0481000E+002, 2.0334274E-002, 5.8471185E+001
 6.0601000E+002, 2.0904835E-002, 5.7663933E+001
 6.0721000E+002, 2.0281791E-002, 5.7677810E+001
 6.0841000E+002, 1.9868566E-002, 5.8466854E+001
 6.0961000E+002, 1.9913656E-002, 5.8703831E+001
 6.1081000E+002, 2.0039871E-002, 5.8850596E+001
 6.1201000E+002, 2.0240680E-002, 5.8729988E+001
 6.1321000E+002, 2.0225179E-002, 5.8583663E+001
 6.1441000E+002, 2.0328902E-002, 5.8665237E+001
 6.1561000E+002, 1.9974069E-002, 5.8758476E+001
 6.1681000E+002, 2.0351797E-002, 5.8717550E+001
 6.1801000E+002, 2.0404114E-002, 5.8518214E+001
 6.1921000E+002, 2.0032248E-002, 5.8701895E+001
 6.2041000E+002, 2.0441209E-002, 5.8688212E+001
 6.2161000E+002, 2.0125851E-002, 5.8768964E+001
 6.2281000E+002, 2.0409087E-002, 5.8562402E+001
 6.2401000E+002, 2.0237710E-002, 5.8803670E+001
 6.2521000E+002, 2.0195832E-002, 5.9000577E+001
 6.2641000E+002, 2.0263085E-002, 5.8735032E+001
 6.2761000E+002, 2.0547735E-002, 5.8499864E+001
 6.2881000E+002, 2.0225581E-002, 5.8815031E+001
 6.3001000E+002, 1.9794882E-002, 5.9414913E+001
 6.3121000E+002, 2.0233438E-002, 5.9236961E+001
 6.3241000E+002, 2.0226290E-002, 5.9322110E+001
 6.3361000E+002, 2.0302197E-002, 5.9221627E+001
 6.3481000E+002, 2.0413991E-002, 5.9050821E+001
 6.3601000E+002, 2.0486637E-002, 5.8877371E+001
 6.3721000E+002, 2.0461533E-002, 5.8859314E+001
 6.3841000E+002, 2.0368529E-002, 5.8864099E+001
 6.3961000E+002, 2.0158206E-002, 5.9230387E+001
 6.4081000E+002, 2.0430442E-002, 5.9202157E+001
 6.4201000E+002, 2.0682239E-002, 5.8746723E+001
 6.4321000E+002, 2.0473113E-002, 5.8768308E+001
 6.4441000E+002, 2.0404681E-002, 5.8873410E+001
 6.4561000E+002, 2.0300477E-002, 5.9134387E+001
 6.4681000E+002, 2.0450224E-002, 5.9076757E+001
 6.4801000E+002, 2.0338585E-002, 5.9206139E+001
 6.4921000E+002, 2.0467264E-002, 5.9189571E+001
 6.5041000E+002, 2.0674556E-002, 5.8951173E+001
 6.5161000E+002, 2.0631017E-002, 5.8744143E+001
 6.5281000E+002, 2.0463935E-002, 5.8966535E+001
 6.5401000E+002, 2.0276337E-002, 5.9160928E+001
 6.5521000E+002, 2.0247832E-002, 5.9519456E+001
 6.5641000E+002, 2.0780653E-002, 5.9182693E+001
 6.5761000E+002, 2.0315738E-002, 5.9244166E+001
 6.5881000E+002, 2.0994135E-002, 5.8959321E+001
 6.6001000E+002, 2.0523802E-002, 5.8845328E+001
 6.6121000E+002, 2.0526988E-002, 5.8864896E+001
 6.6241000E+002, 2.1169754E-002, 5.8480008E+001
 6.6361000E+002, 2.0354906E-002, 5.8872891E+001
 6.6481000E+002, 2.0559307E-002, 5.8841549E+001
 6.6601000E+002, 2.1020332E-002, 5.8650763E+001
 6.6721000E+002, 2.0562321E-002, 5.8809246E+001
 6.6841000E+002, 2.0804780E-002, 5.8554700E+001
 6.6961000E+002, 2.1085237E-002, 5.8246639E+001
 6.7081000E+002, 2.0675330E-002, 5.8268064E+001
 6.7201000E+002, 2.0192036E-002, 5.9211244E+001
 6.7321000E+002, 2.0632076E-002, 5.9357022E+001
 6.7441000E+002, 2.1042377E-002, 5.8482233E+001
 6.7561000E+002, 2.0339650E-002, 5.8938162E+001
 6.7681000E+002, 2.0452929E-002, 5.9343045E+001
 6.7801000E+002, 2.0832833E-002, 5.9035184E+001
 6.7921000E+002, 2.0284324E-002, 5.9548907E+001
 6.8041000E+002, 2.0584504E-002, 5.9542717E+001
 6.8161000E+002, 2.1018295E-002, 5.9020484E+001
 6.8281000E+002, 2.0502335E-002, 5.9361075E+001
 6.8401000E+002, 2.0586272E-002, 5.9191479E+001
 6.8521000E+002, 2.0634475E-002, 5.9338200E+001
 6.8641000E+002, 2.1019112E-002, 5.9099564E+001
 6.8761000E+002, 2.0719057E-002, 5.8745970E+001
 6.8881000E+002, 2.0911107E-002, 5.8835384E+001
 6.9001000E+002, 2.0681381E-002, 5.8857343E+001
 6.9121000E+002, 2.0232089E-002, 5.9473106E+001
 6.9241000E+002, 2.0661590E-002, 5.9310556E+001
 6.9361000E+002, 2.1093891E-002, 5.8823071E+001
 6.9481000E+002, 2.0449323E-002, 5.9099909E+001
 6.9601000E+002, 2.0846896E-002, 5.8756702E+001
 6.9721000E+002, 2.0675863E-002, 5.8636805E+001
 6.9841000E+002, 2.0312559E-002, 5.8947213E+001
 6.9961000E+002, 2.0596534E-002, 5.9000269E+001
 7.0081000E+002, 2.0348163E-002, 5.9152365E+001
 7.0201000E+002, 2.0423696E-002, 5.9040856E+001
 7.0321000E+002, 2.0637829E-002, 5.8633993E+001
 7.0441000E+002, 2.0408782E-002, 5.8628119E+001
 7.0561000E+002, 2.0094543E-002, 5.8885787E+001
 7.0681000E+002, 2.0543430E-002, 5.8424127E+001
 7.0801000E+002, 2.0303091E-002, 5.8154689E+001
 7.0921000E+002, 1.9927096E-002, 5.8328504E+001
 7.1041000E+002, 1.9893027E-002, 5.8358544E+001
 7.1161000E+002, 1.9700980E-002, 5.8276261E+001
 7.1281000E+002, 1.9318005E-002, 5.8629090E+001
 7.1401000E+002, 1.9451754E-002, 5.8416712E+001
 7.1521000E+002, 1.9187591E-002, 5.8299781E+001
 7.1641000E+002, 1.9124830E-002, 5.8183484E+001
 7.1761000E+002, 1.9206164E-002, 5.7617351E+001
 7.1881000E+002, 1.8762241E-002, 5.7267386E+001
 7.2001000E+002, 1.8061988E-002, 5.7502789E+001
 7.2121000E+002, 1.8150777E-002, 5.7483187E+001
 7.2241000E+002, 1.7928863E-002, 5.6834993E+001
 7.2361000E+002, 1.7667786E-002, 5.6365867E+001
 7.2481000E+002, 1.7196788E-002, 5.5811035E+001
 7.2601000E+002, 1.6916908E-002, 5.5528021E+001
 7.2721000E+002, 1.5966259E-002, 5.5302060E+001
 7.2841000E+002, 1.6662535E-002, 5.4115266E+001
 7.2961000E+002, 1.5001402E-002, 5.4094062E+001
 7.3081000E+002, 1.5022963E-002, 5.3617261E+001
 7.3201000E+002, 1.3992382E-002, 5.2944105E+001
 7.3321000E+002, 1.3762439E-002, 5.2424675E+001
 7.3441000E+002, 1.3328436E-002, 5.1652753E+001
 7.3561000E+002, 1.2364954E-002, 5.1102176E+001
 7.3681000E+002, 1.1537602E-002, 5.0769022E+001
 7.3801000E+002, 1.1251396E-002, 5.0065639E+001
 7.3921000E+002, 1.0612325E-002, 4.9088027E+001
 7.4041000E+002, 9.8414234E-003, 4.8451710E+001
 7.4161000E+002, 9.4472027E-003, 4.7559211E+001
 7.4281000E+002, 7.1216731E-003, 4.8978112E+001
 7.4401000E+002, 2.2764456E-022, 6.2288795E+001
 7.4521000E+002, 4.0262702E-023, 6.9356536E+001
 7.4641000E+002, 1.3619834E-023, 7.4588537E+001
 7.4761000E+002, 7.2062280E-024, 7.8981664E+001
 7.4881000E+002, 4.4481516E-025, 8.2871049E+001
 7.5001000E+002, 5.8926743E-025, 8.6406381E+001
 7.5121000E+002,-1.0365381E-024, 8.9672658E+001
 7.5241000E+002, 3.7450544E-025, 9.2731175E+001
 7.5361000E+002, 4.0845110E-026, 9.5621629E+001
 7.5481000E+002, 5.4471022E-026, 9.8373797E+001
 7.5601000E+002,-2.6575294E-027, 1.0100763E+002
 7.5721000E+002, 4.4947127E-027, 1.0354280E+002
 7.5841000E+002, 1.2323388E-026, 1.0599752E+002
 7.5961000E+002,-1.8658894E-027, 1.0838135E+002
 7.6081000E+002,-5.9482159E-027, 1.1069997E+002
 7.6201000E+002, 2.5106237E-027, 1.1296506E+002
 7.6321000E+002,-3.8253048E-027, 1.1518187E+002
 7.6441000E+002, 1.9863858E-028, 1.1734755E+002
 7.6561000E+002, 2.8853334E-028, 1.1947637E+002
 7.6681000E+002,-8.8708350E-028, 1.2156778E+002
 7.6801000E+002, 1.4628488E-028, 1.2362688E+002
 7.6921000E+002,-5.1552054E-029, 1.2565701E+002
 7.7041000E+002,-4.0355105E-029, 1.2765615E+002
 7.7161000E+002, 6.0906418E-029, 1.2962967E+002
 7.7281000E+002, 3.1096204E-030, 1.3157771E+002
 7.7401000E+002, 4.6146613E-030, 1.3350523E+002
 7.7521000E+002,-2.8062096E-030, 1.3541306E+002
 7.7641000E+002, 3.3570856E-031, 1.3729909E+002
 7.7761000E+002,-3.0244667E-032, 1.3917795E+002
 7.7881000E+002, 1.3057215E-031, 1.4103632E+002
 7.8001000E+002,-7.7331014E-031, 1.4287101E+002
 7.8121000E+002,-8.5970742E-031, 1.4469512E+002
 7.8241000E+002, 4.1328911E-031, 1.4650571E+002
 7.8361000E+002, 1.2730102E-031, 1.4830211E+002
 7.8481000E+002, 5.5646832E-032, 1.5009068E+002
 7.8601000E+002, 3.3785810E-032, 1.5186816E+002
 7.8721000E+002,-1.2839194E-032, 1.5363431E+002
 7.8841000E+002,-2.1852947E-033, 1.5539350E+002
 7.8961000E+002, 3.9275665E-032, 1.5714566E+002
 7.9081000E+002, 7.6204147E-033, 1.5888809E+002
 7.9201000E+002,-4.3903615E-033, 1.6062261E+002
 7.9321000E+002,-5.8051480E-033, 1.6234613E+002
 7.9441000E+002,-1.2006605E-033, 1.6406036E+002
 7.9561000E+002,-5.1568663E-034, 1.6577039E+002
 7.9681000E+002, 5.5198119E-034, 1.6747429E+002
 7.9801000E+002,-3.1374521E-034, 1.6917702E+002
 7.9921000E+002,-6.0051443E-034, 1.7086734E+002
 8.0041000E+002, 8.0644500E-035, 1.7255392E+002
 8.0161000E+002, 9.5107341E-035, 1.7423739E+002
 8.0281000E+002, 1.3689588E-034, 1.7591413E+002
 8.0401000E+002, 9.2270014E-035, 1.7758810E+002
 8.0521000E+002,-3.6206421E-035, 1.7925655E+002
 8.0641000E+002,-2.4758716E-035, 1.8091858E+002
 8.0761000E+002, 3.3066854E-035, 1.8257207E+002
 8.0881000E+002,-1.6302174E-035, 1.8422069E+002
 8.1001000E+002,-5.5075510E-036, 1.8586986E+002
 8.1121000E+002,-2.4048947E-036, 1.8751383E+002
 8.1241000E+002, 9.4549791E-037, 1.8914976E+002
 8.1361000E+002, 1.1587837E-036, 1.9078266E+002
 8.1481000E+002, 3.5626494E-036, 1.9242456E+002
 8.1601000E+002,-8.1541500E-037, 1.9405458E+002
 8.1721000E+002,-1.6330503E-037, 1.9567824E+002
 8.1841000E+002, 2.8297024E-038, 1.9729199E+002
 8.1961000E+002, 3.7585237E-037, 1.9890339E+002
 8.2081000E+002, 9.2038481E-038, 2.0051609E+002
 8.2201000E+002,-1.7902630E-038, 2.0211878E+002
 8.2321000E+002, 5.8775763E-039, 2.0372465E+002
 8.2441000E+002, 2.1531533E-038, 2.0532348E+002
 8.2561000E+002, 1.5159641E-038, 2.0692413E+002
 8.2681000E+002,-1.2160475E-039, 2.0852512E+002
 8.2801000E+002, 1.1595146E-038, 2.1011733E+002
 8.2921000E+002,-9.3257249E-039, 2.1170809E+002
 8.3041000E+002, 1.0783113E-039, 2.1329774E+002
 8.3161000E+002,-9.1553615E-040, 2.1488042E+002
 8.3281000E+002,-1.1899644E-040, 2.1646557E+002
 8.3401000E+002,-3.4219569E-041, 2.1803891E+002
 8.3521000E+002, 7.5561349E-041, 2.1960704E+002
 8.3641000E+002,-4.1495097E-041, 2.2118776E+002
 8.3761000E+002, 3.2236594E-041, 2.2274850E+002
 8.3881000E+002,-9.2262762E-042, 2.2431118E+002
 8.4001000E+002, 1.6115764E-041, 2.2587681E+002
 8.4121000E+002,-1.0084977E-041, 2.2742190E+002
 8.4241000E+002,-2.5632478E-042, 2.2897335E+002
 8.4361000E+002, 9.3338957E-043, 2.3051979E+002
 8.4481000E+002,-4.4132756E-043, 2.3207402E+002
 8.4601000E+002, 7.5535485E-043, 2.3362619E+002
 8.4721000E+002,-5.8932210E-043, 2.3516625E+002
 8.4841000E+002,-2.3014419E-043, 2.3670852E+002
 8.4961000E+002, 2.6911826E-045, 2.3824550E+002
 8.5081000E+002, 3.3335633E-045, 2.3977498E+002
 8.5201000E+002,-6.9280008E-044, 2.4130374E+002
 8.5321000E+002,-9.2111420E-044, 2.4284342E+002
 8.5441000E+002, 2.0768877E-044, 2.4435507E+002
 8.5561000E+002, 1.1594764E-044, 2.4587975E+002
 8.5681000E+002,-9.7706322E-045, 2.4739686E+002
 8.5801000E+002, 8.7542379E-045, 2.4890016E+002
 8.5921000E+002,-4.8045135E-045, 2.5040891E+002
 8.6041000E+002, 5.4664739E-045, 2.5190814E+002
 8.6161000E+002,-2.0025732E-045, 2.5340752E+002
 8.6281000E+002,-5.9664155E-046, 2.5490676E+002
 8.6401000E+002, 5.1310324E-046, 2.5640931E+002
 8.6521000E+002, 2.6191903E-046, 2.5789388E+002
 8.6641000E+002,-9.2249023E-048, 2.5938789E+002
 8.6761000E+002, 3.5249746E-048, 2.6086648E+002
 8.6881000E+002,-5.2088916E-047, 2.6235043E+002
 8.7001000E+002, 2.2066731E-047, 2.6383222E+002
 8.7121000E+002,-1.2714182E-047, 2.6531171E+002
 8.7241000E+002,-9.0545962E-048, 2.6677003E+002
 8.7361000E+002,-3.7964697E-048, 2.6825294E+002
 8.7481000E+002, 5.2961530E-049, 2.6971755E+002
 8.7601000E+002,-2.0019991E-048, 2.7118877E+002
 8.7721000E+002, 4.1252701E-049, 2.7263648E+002
 8.7841000E+002,-5.2744202E-049, 2.7409268E+002
 8.7961000E+002, 7.2249271E-050, 2.7554865E+002
 8.8081000E+002,-1.2940404E-049, 2.7699685E+002
 8.8201000E+002,-8.5033038E-050, 2.7843978E+002
 8.8321000E+002,-1.8505474E-050, 2.7988249E+002
 8.8441000E+002,-5.7267290E-050, 2.8131951E+002
 8.8561000E+002, 2.6932740E-051, 2.8275458E+002
 8.8681000E+002,-3.8105453E-051, 2.8418971E+002
 8.8801000E+002, 4.9655957E-051, 2.8560826E+002
 8.8921000E+002,-7.4536275E-051, 2.8704073E+002
 8.9041000E+002, 3.0469791E-051, 2.8846748E+002
 8.9161000E+002,-1.0229810E-051, 2.8989010E+002
 8.9281000E+002,-1.2847687E-052, 2.9129751E+002
 8.9401000E+002, 5.6874286E-052, 2.9271444E+002
 8.9521000E+002, 5.7812505E-053, 2.9412453E+002
 8.9641000E+002, 1.3859144E-052, 2.9552108E+002
 8.9761000E+002, 7.6329360E-053, 2.9692616E+002
 8.9881000E+002, 5.2713937E-053, 2.9832560E+002
 9.0001000E+002, 3.3733196E-053, 2.9971683E+002
 9.0121000E+002, 5.3029376E-054, 3.0111177E+002
 9.0241000E+002,-3.4212428E-054, 3.0250294E+002
 9.0361000E+002,-7.9197087E-054, 3.0389085E+002
 9.0481000E+002,-8.8608321E-054, 3.0527351E+002
 9.0601000E+002, 1.7669490E-054, 3.0664939E+002
 9.0721000E+002, 1.0481138E-055, 3.0802227E+002
 9.0841000E+002,-2.4083682E-055, 3.0939194E+002
 9.0961000E+002, 9.5451357E-056, 3.1075714E+002
 9.1081000E+002, 2.0770508E-055, 3.1211599E+002
 9.1201000E+002, 1.6185178E-055, 3.1348077E+002
 9.1321000E+002,-7.1445665E-056, 3.1481678E+002
 9.1441000E+002, 2.3002153E-056, 3.1618062E+002
 9.1561000E+002,-5.0283434E-057, 3.1752342E+002
 9.1681000E+002, 8.9249493E-057, 3.1886634E+002
 9.1801000E+002,-7.4623591E-057, 3.2020360E+002
 9.1921000E+002, 7.9796446E-057, 3.2154026E+002
 9.2041000E+002, 1.3868496E-057, 3.2286971E+002
 9.2161000E+002, 5.6572925E-058, 3.2419158E+002
 9.2281000E+002,-5.8247168E-058, 3.2552595E+002
 9.2401000E+002, 8.1802358E-058, 3.2685549E+002
 9.2521000E+002, 2.3704504E-058, 3.2816434E+002
 9.2641000E+002, 4.6344319E-058, 3.2947725E+002
 9.2761000E+002, 1.4275027E-059, 3.3079871E+002
 9.2881000E+002,-1.1683294E-058, 3.3210279E+002
 9.3001000E+002,-1.6068033E-060, 3.3339538E+002
 9.3121000E+002,-1.3301380E-059, 3.3471054E+002
 9.3241000E+002,-1.3688152E-059, 3.3600658E+002
 9.3361000E+002, 1.7275970E-059, 3.3729555E+002
 9.3481000E+002,-1.7309656E-060, 3.3857421E+002
 9.3601000E+002,-1.4069175E-060, 3.3985815E+002
 9.3721000E+002,-6.5549229E-061, 3.4114609E+002
 9.3841000E+002,-5.4964441E-061, 3.4242465E+002
 9.3961000E+002, 5.7023443E-061, 3.4369495E+002
 9.4081000E+002, 2.9029636E-062, 3.4496331E+002
 9.4201000E+002,-1.6164449E-061, 3.4620977E+002
 9.4321000E+002,-9.7027500E-062, 3.4748251E+002
 9.4441000E+002, 2.4603655E-061, 3.4873866E+002
 9.4561000E+002, 4.7026514E-062, 3.4999674E+002
 9.4681000E+002, 2.1624498E-062, 3.5123628E+002
 9.4801000E+002, 2.1743289E-062, 3.5247016E+002
 9.4921000E+002,-4.2944914E-063, 3.5370370E+002
 9.5041000E+002,-1.0098978E-062, 3.5494757E+002
 9.5161000E+002,-2.9315190E-063, 3.5618380E+002
 9.5281000E+002, 1.3795798E-063, 3.5742654E+002
 9.5401000E+002,-8.7958415E-064, 3.5865748E+002
 9.5521000E+002, 4.5593306E-065, 3.5988077E+002
 9.5641000E+002,-3.5701462E-064, 3.6109181E+002
 9.5761000E+002,-6.8210387E-065, 3.6230901E+002
 9.5881000E+002,-6.2281158E-065, 3.6352026E+002
 9.6001000E+002,-6.7963552E-065, 3.6472890E+002
 9.6121000E+002,-1.2719790E-065, 3.6593027E+002
 9.6241000E+002,-3.0454818E-066, 3.6712825E+002
 9.6361000E+002, 6.5955666E-066, 3.6832510E+002
 9.6481000E+002,-4.9268582E-066, 3.6951573E+002
 9.6601000E+002,-3.9147947E-067, 3.7068940E+002
 9.6721000E+002, 6.9754097E-067, 3.7188478E+002
 9.6841000E+002, 8.5776932E-068, 3.7306948E+002
 9.6961000E+002,-9.0828949E-068, 3.7423828E+002
 9.7081000E+002,-2.5064780E-068, 3.7540507E+002
 9.7201000E+002, 2.1457644E-068, 3.7656535E+002
 9.7321000E+002, 8.7851610E-069, 3.7772457E+002
 9.7441000E+002, 8.6889996E-069, 3.7890046E+002
 9.7561000E+002, 3.3986747E-069, 3.8006634E+002
 9.7681000E+002, 3.4356099E-069, 3.8120456E+002
 9.7801000E+002, 2.3619552E-070, 3.8236444E+002
 9.7921000E+002,-1.1573965E-069, 3.8350029E+002
 9.8041000E+002, 2.0823222E-070, 3.8464721E+002
 9.8161000E+002, 6.7751419E-070, 3.8578903E+002
 9.8281000E+002,-5.5325375E-071, 3.8691060E+002
 9.8401000E+002,-1.3428127E-070, 3.8805366E+002
 9.8521000E+002,-8.0936470E-071, 3.8916770E+002
 9.8641000E+002, 8.4704753E-072, 3.9029096E+002
 9.8761000E+002,-1.3021698E-071, 3.9140706E+002
 9.8881000E+002,-4.0578400E-072, 3.9253271E+002
 9.9001000E+002, 2.3593802E-072, 3.9364067E+002
 9.9121000E+002,-6.2738003E-073, 3.9475294E+002
 9.9241000E+002, 1.4702775E-072, 3.9586001E+002
 9.9361000E+002, 2.4013963E-073, 3.9695901E+002
 9.9481000E+002,-2.2215425E-074, 3.9805242E+002
 9.9601000E+002, 8.3463567E-074, 3.9913608E+002
 9.9721000E+002,-2.8836370E-074, 4.0022689E+002
 9.9841000E+002, 3.2295436E-074, 4.0129797E+002
 9.9961000E+002,-3.0777178E-075, 4.0240314E+002
 1.0008100E+003, 1.1796534E-075, 4.0345650E+002
 1.0020100E+003, 4.7901879E-075, 4.0451647E+002
 1.0032100E+003,-2.6080552E-075, 4.0558033E+002
 1.0044100E+003, 1.7127838E-076, 4.0662863E+002
 1.0056100E+003, 3.5340876E-076, 4.0770077E+002
 1.0068100E+003, 2.5776384E-076, 4.0875566E+002
 1.0080100E+003, 1.9579104E-076, 4.0980655E+002
 1.0092100E+003,-1.0118066E-076, 4.1084824E+002
 1.0104100E+003, 2.3569470E-077, 4.1189494E+002
 1.0116100E+003,-1.4855128E-077, 4.1294556E+002
 1.0128100E+003,-2.9405428E-078, 4.1398825E+002
 1.0140100E+003,-1.7608651E-077, 4.1501213E+002
 1.0152100E+003, 6.3305327E-078, 4.1603648E+002
 1.0164100E+003,-3.3726011E-078, 4.1705599E+002
 1.0176100E+003,-1.6313162E-078, 4.1806059E+002
 1.0188100E+003, 7.2546666E-080, 4.1908457E+002
 1.0200100E+003, 1.5903478E-079, 4.2007787E+002
 1.0212100E+003,-9.7233060E-080, 4.2108592E+002
 1.0224100E+003,-6.8036434E-081, 4.2210669E+002
 1.0236100E+003, 1.7115693E-080, 4.2310952E+002
 1.0248100E+003,-2.1679297E-080, 4.2409862E+002
 1.0260100E+003, 5.6643751E-082, 4.2508683E+002
 1.0272100E+003, 9.5091774E-081, 4.2606671E+002
 1.0284100E+003,-6.3078000E-081, 4.2705485E+002
 1.0296100E+003, 4.4784933E-081, 4.2804008E+002
 1.0308100E+003, 8.1305714E-083, 4.2902421E+002
 1.0320100E+003, 1.4248872E-082, 4.2998546E+002
 1.0332100E+003, 4.8861522E-082, 4.3095768E+002
 1.0344100E+003,-1.1051037E-082, 4.3190141E+002
 1.0356100E+003,-8.6893207E-083, 4.3285609E+002
 1.0368100E+003, 2.0293232E-083, 4.3380317E+002
 1.0380100E+003, 2.4765534E-083, 4.3474190E+002
 1.0392100E+003, 1.1404982E-083, 4.3569412E+002
 1.0404100E+003, 2.3687683E-083, 4.3664356E+002
 1.0416100E+003, 2.3208191E-084, 4.3758632E+002
 1.0428100E+003, 8.9210052E-084, 4.3852400E+002
 1.0440100E+003, 1.8473864E-085, 4.3946163E+002
 1.0452100E+003, 1.3350871E-084, 4.4039033E+002
 1.0464100E+003, 3.6000510E-086, 4.4132876E+002
 1.0476100E+003,-1.9611361E-085, 4.4224930E+002
 1.0488100E+003,-1.3030656E-086, 4.4316304E+002
 1.0500100E+003,-1.6414892E-085, 4.4406521E+002
 1.0512100E+003,-1.9159529E-086, 4.4499183E+002
 1.0524100E+003,-2.6377589E-086, 4.4590330E+002
 1.0536100E+003,-1.4205008E-086, 4.4680337E+002
 1.0548100E+003, 3.3407960E-087, 4.4768745E+002
 1.0560100E+003, 2.5977017E-087, 4.4858247E+002
 1.0572100E+003,-1.8236354E-087, 4.4946974E+002
 1.0584100E+003,-1.3914283E-087, 4.5034346E+002
 1.0596100E+003,-4.2401782E-088, 4.5122360E+002
 1.0608100E+003, 1.3304648E-089, 4.5209156E+002
 1.0620100E+003, 5.4009523E-089, 4.5297323E+002
 1.0632100E+003, 6.9391551E-089, 4.5383926E+002
 1.0644100E+003, 2.4497858E-089, 4.5471125E+002
 1.0656100E+003, 6.5607430E-090, 4.5558309E+002
 1.0668100E+003,-6.3619271E-090, 4.5644690E+002
 1.0680100E+003, 2.2640620E-091, 4.5728609E+002
 1.0692100E+003, 2.0160535E-090, 4.5815426E+002
 1.0704100E+003, 3.2858699E-091, 4.5897958E+002
 1.0716100E+003,-1.6161802E-091, 4.5984528E+002
 1.0728100E+003, 6.9786824E-092, 4.6067344E+002
 1.0740100E+003, 2.6462972E-091, 4.6153273E+002
 1.0752100E+003,-2.6178139E-091, 4.6237052E+002
 1.0764100E+003, 1.2235175E-092, 4.6316969E+002
 1.0776100E+003, 3.7019327E-092, 4.6399189E+002
 1.0788100E+003,-4.4459128E-092, 4.6480344E+002
 1.0800100E+003,-1.4626249E-092, 4.6562874E+002
 1.0812100E+003, 8.9202989E-096, 4.6642651E+002
 1.0824100E+003, 2.4407200E-094, 4.6724269E+002
 1.0836100E+003,-1.6149946E-093, 4.6803756E+002
 1.0848100E+003, 2.1976625E-094, 4.6885677E+002
 1.0860100E+003,-6.6307748E-094, 4.6964748E+002
 1.0872100E+003,-1.1107936E-094, 4.7044804E+002
 1.0884100E+003,-3.7004504E-095, 4.7124913E+002
 1.0896100E+003, 5.2201649E-096, 4.7203981E+002
 1.0908100E+003, 2.8058453E-096, 4.7283165E+002
 1.0920100E+003, 1.9160770E-095, 4.7361245E+002
 1.0932100E+003,-2.9080292E-098, 4.7439329E+002
 1.0944100E+003,-1.0286275E-095, 4.7516716E+002
 1.0956100E+003, 3.0599769E-096, 4.7593665E+002
 1.0968100E+003,-1.4325363E-096, 4.7668057E+002
 1.0980100E+003,-1.0163701E-096, 4.7745548E+002
 1.0992100E+003,-2.4174864E-097, 4.7821074E+002
 1.1004100E+003, 1.0056461E-097, 4.7897196E+002
 1.1016100E+003, 3.9092962E-099, 4.7971224E+002
 1.1028100E+003, 3.2338698E-098, 4.8045300E+002
 1.1040100E+003,-3.3577166E-098, 4.8119048E+002
 1.1052100E+003,-6.2649723E-099, 4.8195250E+002
 1.1064100E+003, 2.0018229E-099, 4.8267210E+002
 1.1076100E+003,-9.7731580E-099, 4.8340312E+002
 1.1088100E+003,-2.2628269E-100, 4.8411365E+002
 1.1100100E+003,-1.1738404E-100, 4.8483958E+002
 1.1112100E+003, 6.6447048E-100, 4.8556217E+002
 1.1124100E+003, 6.9928366E-101, 4.8628341E+002
 1.1136100E+003, 4.0879171E-100, 4.8700292E+002
 1.1148100E+003,-3.3031077E-100, 4.8771553E+002
 1.1160100E+003,-2.2935502E-101, 4.8842489E+002
