s,kg/s,kW/m2,kW/m2,kW/m2,kW/m2,mol/mol,mol/mol,kW/m2,kW/m2,kW/m2,kW/m2
Time,"MLRPUA","C 1","C 2","R 1","R 2","G 1","G 2","R 1.1","R 1.2","R 1.3","R 1.4"
 4.5301074E+002, 0.0000000E+000,-4.5784761E-001,-5.9189644E-001, 4.5087295E-001, 5.1201019E-001, 3.9876577E-030, 4.3940509E-030, 4.6117154E-003, 3.9167704E-003, 3.4767331E-003, 3.1042325E-003
 4.5401659E+002, 0.0000000E+000,-6.1629831E-001,-5.3194940E-001, 4.4991278E-001, 5.1166664E-001, 1.2379644E-030, 2.0307847E-030, 4.0850099E-003, 3.6783279E-003, 3.6637012E-003, 3.6688118E-003
 4.5502524E+002, 0.0000000E+000,-5.9379152E-001,-4.6621388E-001, 4.4953889E-001, 5.1163872E-001, 1.0212814E-030, 9.3712199E-031, 3.7714322E-003, 3.3239135E-003, 3.2869544E-003, 3.3516981E-003
 4.5600874E+002, 0.0000000E+000,-5.4919435E-001,-4.5999300E-001, 4.4975119E-001, 5.1132392E-001, 6.2898041E-031, 5.2723334E-031, 4.1651215E-003, 3.3060166E-003, 2.9506693E-003, 2.8363383E-003
 4.5702298E+002, 0.0000000E+000,-5.0460816E-001,-5.1400033E-001, 4.4993077E-001, 5.1084391E-001, 4.3856451E-031, 2.2584014E-031, 4.6276271E-003, 3.8473774E-003, 3.3316087E-003, 2.9573080E-003
 4.5801426E+002, 0.0000000E+000,-5.6603128E-001,-6.2464208E-001, 4.4959639E-001, 5.0920211E-001, 1.2200204E-031, 7.7181513E-032, 4.5714255E-003, 4.0291900E-003, 3.6737177E-003, 3.4341861E-003
 4.5900813E+002, 0.0000000E+000,-5.8867626E-001,-5.2104402E-001, 4.4887080E-001, 5.0846572E-001, 7.7238195E-032, 1.9399930E-032, 4.2005941E-003, 3.7993026E-003, 3.6048948E-003, 3.4644139E-003
 4.6000200E+002, 0.0000000E+000,-6.2303196E-001,-5.9175542E-001, 4.4832912E-001, 5.0770986E-001, 4.1147600E-032, 9.2378935E-033, 3.6885274E-003, 3.3390597E-003, 3.2143307E-003, 3.0942305E-003
 4.6100921E+002, 0.0000000E+000,-6.5401336E-001,-5.6097068E-001, 4.4791689E-001, 5.0723973E-001, 1.9226353E-032, 3.6292639E-033, 3.5045541E-003, 3.1642505E-003, 3.0405702E-003, 2.9066363E-003
 4.6200973E+002, 0.0000000E+000,-6.0453674E-001,-5.9515480E-001, 4.4791332E-001, 5.0660263E-001, 6.9916482E-033, 1.2755645E-033, 3.7298830E-003, 3.2565557E-003, 3.1116996E-003, 3.0581407E-003
 4.6301025E+002, 0.0000000E+000,-6.0988781E-001,-6.3114581E-001, 4.4766309E-001, 5.0545605E-001, 3.4075888E-033, 4.5396676E-034, 3.7564460E-003, 3.3993696E-003, 3.1208825E-003, 2.9256063E-003
 4.6401077E+002, 0.0000000E+000,-5.3371531E-001,-6.3008633E-001, 4.4801871E-001, 5.0438026E-001, 1.7043747E-033, 1.5208130E-034, 4.1749593E-003, 3.4290447E-003, 3.1635824E-003, 2.9988090E-003
 4.6501130E+002, 0.0000000E+000,-4.5335145E-001,-6.1562647E-001, 4.4829046E-001, 5.0382427E-001, 5.9445012E-034, 5.9714317E-035, 4.5265720E-003, 3.7703986E-003, 3.2564277E-003, 2.9188189E-003
 4.6601182E+002, 0.0000000E+000,-5.2946568E-001,-6.2342629E-001, 4.4830653E-001, 5.0332210E-001, 2.4412047E-034, 3.4067344E-035, 4.9536357E-003, 4.0940376E-003, 3.4725331E-003, 3.1229106E-003
 4.6701234E+002, 0.0000000E+000,-5.6635851E-001,-5.5589344E-001, 4.4795928E-001, 5.0305868E-001, 8.0686354E-035, 2.5510762E-035, 4.7561674E-003, 4.4028427E-003, 4.0473376E-003, 3.7292673E-003
 4.6801286E+002, 0.0000000E+000,-5.8254095E-001,-5.5659372E-001, 4.4738863E-001, 5.0236506E-001, 2.1043630E-035, 1.1314823E-035, 4.3403948E-003, 3.9843448E-003, 3.7252161E-003, 3.5747890E-003
 4.6901338E+002, 0.0000000E+000,-5.6344295E-001,-6.0058760E-001, 4.4706642E-001, 5.0156686E-001, 1.8802252E-035, 3.9073797E-036, 4.2781363E-003, 3.8751301E-003, 3.5807333E-003, 3.4701655E-003
 4.7002021E+002, 0.0000000E+000,-6.4873970E-001,-5.3503372E-001, 4.4639006E-001, 5.0143330E-001, 3.3874105E-036, 1.4459576E-036, 3.8414540E-003, 3.7406028E-003, 3.5906873E-003, 3.3924724E-003
 4.7100764E+002, 0.0000000E+000,-5.4528494E-001,-5.2027590E-001, 4.4618599E-001, 5.0112550E-001, 2.0338161E-036, 2.6344123E-037, 3.5756935E-003, 3.3860245E-003, 3.2897493E-003, 3.1915804E-003
 4.7202412E+002, 0.0000000E+000,-5.4727322E-001,-6.0410778E-001, 4.4656922E-001, 5.0027578E-001, 1.9814011E-036, 1.6461578E-037, 4.0336622E-003, 3.4992047E-003, 3.2399088E-003, 3.0584392E-003
 4.7301723E+002, 0.0000000E+000,-5.4150162E-001,-5.6415922E-001, 4.4673974E-001, 4.9972837E-001, 2.5985360E-036, 2.6015976E-037, 4.5050465E-003, 3.7687296E-003, 3.3191181E-003, 3.1006074E-003
 4.7400566E+002, 0.0000000E+000,-6.1135751E-001,-5.8777860E-001, 4.4615689E-001, 4.9896603E-001, 1.6513296E-036, 1.0181538E-037, 4.3553941E-003, 3.8654400E-003, 3.3942026E-003, 3.1261292E-003
 4.7500852E+002, 0.0000000E+000,-5.9369387E-001,-5.4347416E-001, 4.4577193E-001, 4.9845005E-001, 8.6577749E-037, 5.7087720E-038, 4.0663018E-003, 3.5230503E-003, 3.1115497E-003, 2.9245293E-003
 4.7603076E+002, 0.0000000E+000,-5.6427897E-001,-5.8692184E-001, 4.4564468E-001, 4.9763480E-001, 2.4290580E-037, 2.5394299E-038, 3.7402739E-003, 3.2472888E-003, 2.9933763E-003, 2.8608328E-003
 4.7702203E+002, 0.0000000E+000,-5.4146570E-001,-5.6496935E-001, 4.4552169E-001, 4.9732170E-001, 1.4034251E-037, 1.7100307E-038, 3.8212663E-003, 3.2717677E-003, 3.0101395E-003, 2.8830106E-003
 4.7800434E+002, 0.0000000E+000,-6.1098744E-001,-5.9593067E-001, 4.4530158E-001, 4.9674313E-001, 1.0075223E-037, 1.4003662E-038, 3.9414833E-003, 3.3511359E-003, 3.1047434E-003, 3.0274695E-003
 4.7900348E+002, 0.0000000E+000,-6.1418307E-001,-6.2622693E-001, 4.4485580E-001, 4.9589558E-001, 3.8878071E-038, 7.8286901E-039, 3.7914057E-003, 3.4628721E-003, 3.2840358E-003, 3.2058573E-003
 4.8001095E+002, 0.0000000E+000,-6.0850715E-001,-6.3206085E-001, 4.4467950E-001, 4.9518012E-001, 2.7080340E-038, 5.9261310E-039, 3.7526889E-003, 3.4145181E-003, 3.3066167E-003, 3.2028362E-003
 4.8101842E+002, 0.0000000E+000,-5.5114753E-001,-5.6304721E-001, 4.4472167E-001, 4.9480181E-001, 2.4182673E-038, 8.7789579E-039, 3.6991423E-003, 3.3876518E-003, 3.3397074E-003, 3.2867069E-003
 4.8202590E+002, 0.0000000E+000,-5.7051349E-001,-6.0993167E-001, 4.4485021E-001, 4.9426026E-001, 1.8839092E-038, 4.0044099E-039, 4.0683574E-003, 3.6180099E-003, 3.4425554E-003, 3.3349273E-003
 4.8300284E+002, 0.0000000E+000,-4.8906165E-001,-5.6424903E-001, 4.4510118E-001, 4.9396948E-001, 1.3020148E-038, 2.7013600E-039, 4.2977905E-003, 3.7888526E-003, 3.5825826E-003, 3.5164427E-003
 4.8401031E+002, 0.0000000E+000,-4.9530590E-001,-5.6427176E-001, 4.4531745E-001, 4.9371032E-001, 6.1591521E-039, 2.7753387E-039, 4.7396978E-003, 3.9037871E-003, 3.4097585E-003, 3.2063493E-003
 4.8501030E+002, 0.0000000E+000,-5.5323054E-001,-5.5462834E-001, 4.4470850E-001, 4.9338711E-001, 7.5952449E-039, 3.2731389E-039, 4.5474191E-003, 4.0882162E-003, 3.7405582E-003, 3.3961283E-003
 4.8601762E+002, 0.0000000E+000,-6.0474585E-001,-4.8820113E-001, 4.4400679E-001, 4.9335315E-001, 1.0429999E-038, 5.7851799E-039, 3.9640999E-003, 3.7201737E-003, 3.6044260E-003, 3.4904276E-003
 4.8701817E+002, 0.0000000E+000,-5.5715302E-001,-5.0790071E-001, 4.4387932E-001, 4.9278184E-001, 1.0358344E-038, 5.5978391E-039, 3.8224387E-003, 3.5613255E-003, 3.4562061E-003, 3.3923944E-003
 4.8800559E+002, 0.0000000E+000,-5.0695677E-001,-5.7505294E-001, 4.4375490E-001, 4.9197848E-001, 9.4620912E-039, 3.1345049E-039, 3.5148461E-003, 3.2043876E-003, 3.2244967E-003, 3.1640585E-003
 4.8902205E+002, 0.0000000E+000,-4.4148054E-001,-3.9683222E-001, 4.4389711E-001, 4.9226394E-001, 8.7953014E-039, 5.2621027E-039, 3.6638403E-003, 3.0050183E-003, 2.9210851E-003, 2.9136675E-003
 4.9001528E+002, 0.0000000E+000,-5.4548209E-001,-4.0938313E-001, 4.4360678E-001, 4.9230745E-001, 8.2257092E-039, 1.0542872E-038, 3.8434857E-003, 3.2592316E-003, 3.0007034E-003, 2.8829085E-003
 4.9100560E+002, 0.0000000E+000,-5.6635217E-001,-4.1932659E-001, 4.4321548E-001, 4.9138268E-001, 7.7485048E-039, 8.7197116E-039, 3.7318559E-003, 3.3908456E-003, 3.2486912E-003, 3.2010491E-003
 4.9202787E+002, 0.0000000E+000,-5.9297158E-001,-4.4464777E-001, 4.4272766E-001, 4.9057200E-001, 7.0743882E-039, 6.7416047E-039, 3.3987467E-003, 3.1659517E-003, 3.0685399E-003, 3.0424117E-003
 4.9301819E+002, 0.0000000E+000,-4.4765075E-001,-4.6245180E-001, 4.4308871E-001, 4.9016355E-001, 5.2041288E-039, 3.4450143E-039, 3.4224206E-003, 3.0146775E-003, 2.9569873E-003, 2.9078090E-003
 4.9400851E+002, 0.0000000E+000,-4.7845364E-001,-4.3527936E-001, 4.4331177E-001, 4.8986590E-001, 5.4282430E-039, 5.0192264E-039, 3.8467496E-003, 3.0754301E-003, 2.7749593E-003, 2.6983703E-003
 4.9501797E+002, 0.0000000E+000,-5.0957338E-001,-4.9183463E-001, 4.4294015E-001, 4.8950065E-001, 4.2633053E-039, 1.4575021E-039, 4.0009507E-003, 3.5122118E-003, 3.2305945E-003, 2.9672348E-003
 4.9602828E+002, 0.0000000E+000,-4.5965529E-001,-4.8872173E-001, 4.4249944E-001, 4.8907619E-001, 1.2201862E-039, 4.7914980E-039, 3.4475595E-003, 3.2903184E-003, 3.2333826E-003, 3.1658530E-003
 4.9701468E+002, 0.0000000E+000,-5.6288414E-001,-4.4366296E-001, 4.4189967E-001, 4.8835534E-001, 2.1782464E-040, 3.0699379E-039, 3.1002109E-003, 2.8517143E-003, 2.8859510E-003, 2.8693015E-003
 4.9802073E+002, 0.0000000E+000,-5.9455605E-001,-4.7311029E-001, 4.4149812E-001, 4.8783282E-001, 3.1680901E-040, 3.2819099E-039, 3.0120721E-003, 2.8605875E-003, 2.8277399E-003, 2.7997168E-003
 4.9901589E+002, 0.0000000E+000,-5.5921975E-001,-4.0865727E-001, 4.4173120E-001, 4.8751380E-001, 5.7488622E-040, 3.0012305E-039, 3.3797593E-003, 3.0593668E-003, 3.0140495E-003, 2.9077653E-003
 5.0000000E+002, 0.0000000E+000,-4.7602349E-001,-4.5682743E-001, 4.4215932E-001, 4.8721592E-001, 1.0291441E-039, 1.8927842E-039, 3.7810097E-003, 3.3367073E-003, 3.1645330E-003, 2.9846846E-003
