s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
 9.8000067E+002, 8.9855397E+001,-4.5993164E+001,-5.3215106E+000,-3.6568451E+001,-2.6239742E-001,-3.1945947E-002, 0.0000000E+000, 0.0000000E+000, 1.3643085E+000, 1.6779275E+000, 2.1354080E-003, 2.1354080E-003, 1.4426224E+002
 9.9001239E+002, 8.9191207E+001,-4.5946483E+001,-5.3512104E+000,-3.6142065E+001,-2.6084294E-001,-1.2803543E-001, 0.0000000E+000, 0.0000000E+000, 1.0390387E+000, 1.3625702E+000, 2.1399748E-003, 2.1399748E-003, 1.3322526E+002
 1.0000126E+003, 9.0189577E+001,-4.5969508E+001,-5.3363848E+000,-3.6599833E+001,-2.6346455E-001, 8.4297030E-002, 0.0000000E+000, 0.0000000E+000, 1.8231077E+000, 2.1046835E+000, 2.1445408E-003, 2.1445408E-003, 1.4056973E+002
 1.0100070E+003, 9.0192849E+001,-4.6563232E+001,-5.2534963E+000,-3.6286942E+001,-2.6417528E-001,-1.8362550E-001, 0.0000000E+000, 0.0000000E+000, 1.2840522E+000, 1.6413783E+000, 2.1491039E-003, 2.1491039E-003, 1.2452525E+002
 1.0200133E+003, 9.0469856E+001,-4.6272862E+001,-5.2653409E+000,-3.6067275E+001,-2.6304697E-001, 2.1284940E-001, 0.0000000E+000, 0.0000000E+000, 2.5253871E+000, 2.8141807E+000, 2.1536688E-003, 2.1536688E-003, 1.4237076E+002
 1.0300074E+003, 9.0581985E+001,-4.6583841E+001,-5.2885765E+000,-3.6420731E+001,-2.6170247E-001,-2.0410086E-002, 0.0000000E+000, 0.0000000E+000, 1.6945756E+000, 2.0067243E+000, 2.1582366E-003, 2.1582366E-003, 1.4059452E+002
 1.0400031E+003, 9.1030485E+001,-4.6794880E+001,-5.3895586E+000,-3.6717306E+001,-2.6506652E-001,-2.8711498E-002, 0.0000000E+000, 0.0000000E+000, 1.5149028E+000, 1.8349617E+000, 2.1627995E-003, 2.1627995E-003, 1.3792813E+002
 1.0500134E+003, 9.1209877E+001,-4.6821252E+001,-5.3578589E+000,-3.6589961E+001,-2.6464197E-001, 7.4701223E-002, 0.0000000E+000, 0.0000000E+000, 1.9530691E+000, 2.2508651E+000, 2.1673644E-003, 2.1673644E-003, 1.4428950E+002
 1.0600116E+003, 9.0227571E+001,-4.6822128E+001,-5.2785286E+000,-3.6753625E+001,-2.6379465E-001,-1.8290986E-001, 0.0000000E+000, 0.0000000E+000, 5.7845102E-001, 9.2658452E-001, 2.1719310E-003, 2.1719310E-003, 1.2824008E+002
 1.0700057E+003, 9.2557186E+001,-4.7012933E+001,-5.3817499E+000,-3.6824231E+001,-2.6778428E-001, 1.6507419E-001, 0.0000000E+000, 0.0000000E+000, 2.8577910E+000, 3.2355624E+000, 2.1764933E-003, 2.1764933E-003, 1.4125678E+002
 1.0800018E+003, 9.1212183E+001,-4.7017705E+001,-5.4366988E+000,-3.7046128E+001,-2.6646956E-001,-1.2757370E-001, 0.0000000E+000, 0.0000000E+000, 1.0233474E+000, 1.3176083E+000, 2.1810558E-003, 2.1810558E-003, 1.3060693E+002
 1.0900126E+003, 9.2532794E+001,-4.7227525E+001,-5.4537266E+000,-3.6937280E+001,-2.6859563E-001, 2.0232377E-001, 0.0000000E+000, 0.0000000E+000, 2.5786500E+000, 2.8479901E+000, 2.1856226E-003, 2.1856226E-003, 1.4789052E+002
 1.1000002E+003, 9.1312595E+001,-4.7010795E+001,-5.5238321E+000,-3.7014753E+001,-2.7108128E-001,-7.8633441E-002, 0.0000000E+000, 0.0000000E+000, 1.0752016E+000, 1.4135006E+000, 2.1901888E-003, 2.1901888E-003, 1.4086354E+002
 1.1100045E+003, 9.1810018E+001,-4.7403233E+001,-5.4046593E+000,-3.6707530E+001,-2.7242019E-001,-8.9942023E-002, 0.0000000E+000, 0.0000000E+000, 1.6002683E+000, 1.9322346E+000, 2.1947522E-003, 2.1947522E-003, 1.3290729E+002
 1.1200012E+003, 9.1879722E+001,-4.7331165E+001,-5.3628828E+000,-3.7548233E+001,-2.6590734E-001,-3.3953770E-002, 0.0000000E+000, 0.0000000E+000, 1.0400604E+000, 1.3375797E+000, 2.1993168E-003, 2.1993168E-003, 1.2987223E+002
 1.1300077E+003, 9.2982842E+001,-4.7441245E+001,-5.5155535E+000,-3.7540879E+001,-2.7114616E-001, 1.8295476E-001, 0.0000000E+000, 0.0000000E+000, 2.1191936E+000, 2.3969735E+000, 2.2038820E-003, 2.2038820E-003, 1.4546017E+002
 1.1400005E+003, 9.2989845E+001,-4.7687025E+001,-5.4503057E+000,-3.7419533E+001,-2.6798959E-001, 4.5759561E-002, 0.0000000E+000, 0.0000000E+000, 1.9096096E+000, 2.2107507E+000, 2.2084462E-003, 2.2084462E-003, 1.4902567E+002
 1.1500004E+003, 9.2402536E+001,-4.7707175E+001,-5.5106076E+000,-3.7333096E+001,-2.7169706E-001,-5.0799730E-002, 0.0000000E+000, 0.0000000E+000, 1.2180912E+000, 1.5291604E+000, 2.2130083E-003, 2.2130083E-003, 1.4439160E+002
 1.1600143E+003, 9.2785891E+001,-4.7729109E+001,-5.5053879E+000,-3.7626502E+001,-2.7010659E-001,-4.0525729E-002, 0.0000000E+000, 0.0000000E+000, 1.2913770E+000, 1.6142603E+000, 2.2175774E-003, 2.2175774E-003, 1.4055724E+002
 1.1700012E+003, 9.2959891E+001,-4.7970259E+001,-5.4658949E+000,-3.7421202E+001,-2.7283265E-001,-1.3458373E-001, 0.0000000E+000, 0.0000000E+000, 1.3564558E+000, 1.6951187E+000, 2.2221442E-003, 2.2221442E-003, 1.2888929E+002
 1.1800050E+003, 9.3586984E+001,-4.7735536E+001,-5.5595368E+000,-3.7471633E+001,-2.7158391E-001, 1.1665709E-001, 0.0000000E+000, 0.0000000E+000, 2.4150538E+000, 2.6653516E+000, 2.2267067E-003, 2.2267067E-003, 1.3924112E+002
 1.1900011E+003, 9.3478336E+001,-4.8313206E+001,-5.5583708E+000,-3.7646125E+001,-2.6953417E-001,-1.6600528E-002, 0.0000000E+000, 0.0000000E+000, 1.3516739E+000, 1.6744994E+000, 2.2312709E-003, 2.2312709E-003, 1.3740730E+002
 1.2000144E+003, 9.3689700E+001,-4.8233116E+001,-5.6273933E+000,-3.7673312E+001,-2.7184168E-001,-3.5547824E-002, 0.0000000E+000, 0.0000000E+000, 1.5162901E+000, 1.8484896E+000, 2.2358378E-003, 2.2358378E-003, 1.3399842E+002
 1.2100077E+003, 9.4044897E+001,-4.8569832E+001,-5.5684769E+000,-3.7461770E+001,-2.7296483E-001, 5.3711430E-002, 0.0000000E+000, 0.0000000E+000, 1.8763250E+000, 2.2255651E+000, 2.2404031E-003, 2.2404031E-003, 1.3794838E+002
 1.2200104E+003, 9.3249930E+001,-4.8383325E+001,-5.5862589E+000,-3.7657937E+001,-2.7331493E-001,-2.6346937E-001, 0.0000000E+000, 0.0000000E+000, 7.6115851E-001, 1.0856247E+000, 2.2449671E-003, 2.2449671E-003, 1.1554087E+002
 1.2300114E+003, 9.4495411E+001,-4.8616630E+001,-5.5853674E+000,-3.7812550E+001,-2.7320698E-001, 1.6237476E-001, 0.0000000E+000, 0.0000000E+000, 2.0766652E+000, 2.3700315E+000, 2.2495366E-003, 2.2495366E-003, 1.2934507E+002
 1.2400140E+003, 9.4988009E+001,-4.8604550E+001,-5.5703770E+000,-3.7519797E+001,-2.7178368E-001, 2.4658636E-001, 0.0000000E+000, 0.0000000E+000, 2.9509960E+000, 3.2680881E+000, 2.2541007E-003, 2.2541007E-003, 1.4970275E+002
 1.2500070E+003, 9.3796028E+001,-4.8759816E+001,-5.6047593E+000,-3.8132651E+001,-2.7666207E-001,-2.9182343E-001, 0.0000000E+000, 0.0000000E+000, 4.2031722E-001, 7.3031583E-001, 2.2586645E-003, 2.2586645E-003, 1.2508859E+002
 1.2600131E+003, 9.4904983E+001,-4.8924522E+001,-5.5947267E+000,-3.7524326E+001,-2.7451391E-001, 2.1972374E-001, 0.0000000E+000, 0.0000000E+000, 2.5168942E+000, 2.8066182E+000, 2.2632294E-003, 2.2632294E-003, 1.4348411E+002
 1.2700090E+003, 9.3829285E+001,-4.8788198E+001,-5.6780740E+000,-3.8275276E+001,-2.7212625E-001,-2.1959638E-001, 0.0000000E+000, 0.0000000E+000, 2.9015580E-001, 5.9601432E-001, 2.2677936E-003, 2.2677936E-003, 1.2494794E+002
 1.2800143E+003, 9.6160872E+001,-4.9303593E+001,-5.7382552E+000,-3.8076094E+001,-2.7556177E-001, 2.1816781E-001, 0.0000000E+000, 0.0000000E+000, 2.6182748E+000, 2.9855354E+000, 2.2723581E-003, 2.2723581E-003, 1.4238108E+002
 1.2900150E+003, 9.5048631E+001,-4.8930668E+001,-5.6510596E+000,-3.8297880E+001,-2.7898347E-001,-4.7498231E-002, 0.0000000E+000, 0.0000000E+000, 1.5690272E+000, 1.8425419E+000, 2.2769254E-003, 2.2769254E-003, 1.3870952E+002
 1.3000016E+003, 9.5096950E+001,-4.9190813E+001,-5.7323172E+000,-3.8179819E+001,-2.7484256E-001,-3.6541743E-002, 0.0000000E+000, 0.0000000E+000, 1.3577805E+000, 1.6826171E+000, 2.2814886E-003, 2.2814886E-003, 1.3534466E+002
 1.3100106E+003, 9.5597421E+001,-4.9485243E+001,-5.7358396E+000,-3.8488998E+001,-2.7497106E-001, 2.9127264E-002, 0.0000000E+000, 0.0000000E+000, 1.3380404E+000, 1.6414969E+000, 2.2860516E-003, 2.2860516E-003, 1.3740513E+002
 1.3200138E+003, 9.5374168E+001,-4.9176049E+001,-5.6926529E+000,-3.8233239E+001,-2.7825691E-001,-1.1661414E-003, 0.0000000E+000, 0.0000000E+000, 1.6855122E+000, 1.9928035E+000, 2.2906189E-003, 2.2906189E-003, 1.3721149E+002
 1.3300122E+003, 9.6033701E+001,-4.9417245E+001,-5.7424345E+000,-3.8352329E+001,-2.7694793E-001, 1.4259537E-001, 0.0000000E+000, 0.0000000E+000, 2.0576575E+000, 2.3873410E+000, 2.2951839E-003, 2.2951839E-003, 1.4869088E+002
 1.3400125E+003, 9.5773605E+001,-4.9370577E+001,-5.7094507E+000,-3.8470458E+001,-2.8271554E-001,-7.5064008E-002, 0.0000000E+000, 0.0000000E+000, 1.5981071E+000, 1.8653401E+000, 2.2997478E-003, 2.2997478E-003, 1.4274013E+002
 1.3500072E+003, 9.6011466E+001,-4.9659168E+001,-5.7212111E+000,-3.8636940E+001,-2.8072396E-001, 5.3295706E-002, 0.0000000E+000, 0.0000000E+000, 1.4668049E+000, 1.7667191E+000, 2.3043124E-003, 2.3043124E-003, 1.4699639E+002
 1.3600067E+003, 9.6098095E+001,-4.9578123E+001,-5.7269831E+000,-3.8696443E+001,-2.7878489E-001,-1.1351759E-001, 0.0000000E+000, 0.0000000E+000, 1.3678531E+000, 1.7042436E+000, 2.3088769E-003, 2.3088769E-003, 1.3696364E+002
 1.3700122E+003, 9.6618217E+001,-4.9881133E+001,-5.8145437E+000,-3.8332210E+001,-2.7644555E-001, 1.5155143E-001, 0.0000000E+000, 0.0000000E+000, 2.1751147E+000, 2.4654359E+000, 2.3134429E-003, 2.3134429E-003, 1.4970566E+002
 1.3800160E+003, 9.6726641E+001,-4.9770023E+001,-5.8072628E+000,-3.8542549E+001,-2.8045362E-001,-1.7231535E-001, 0.0000000E+000, 0.0000000E+000, 1.8453476E+000, 2.1540386E+000, 2.3180106E-003, 2.3180106E-003, 1.3512841E+002
 1.3900140E+003, 9.6915234E+001,-5.0256366E+001,-5.8038118E+000,-3.8402375E+001,-2.8328570E-001,-6.1183643E-002, 0.0000000E+000, 0.0000000E+000, 1.7665595E+000, 2.1082124E+000, 2.3225743E-003, 2.3225743E-003, 1.2943709E+002
 1.4000044E+003, 9.7280384E+001,-5.0219434E+001,-5.9332944E+000,-3.8617591E+001,-2.8058872E-001, 1.4268944E-002, 0.0000000E+000, 0.0000000E+000, 1.9436295E+000, 2.2437454E+000, 2.3271370E-003, 2.3271370E-003, 1.3071430E+002
 1.4100017E+003, 9.8110270E+001,-5.0808187E+001,-5.8837264E+000,-3.8455028E+001,-2.7932491E-001, 1.7408988E-001, 0.0000000E+000, 0.0000000E+000, 2.4742687E+000, 2.8580937E+000, 2.3315557E-003, 2.3315557E-003, 1.4409704E+002
 1.4200114E+003, 9.7356555E+001,-5.0287573E+001,-5.8123912E+000,-3.9326200E+001,-2.7989558E-001,-4.2132184E-002, 0.0000000E+000, 0.0000000E+000, 1.2961093E+000, 1.6083622E+000, 2.3272109E-003, 2.3272109E-003, 1.4040748E+002
 1.4300043E+003, 9.6793950E+001,-5.0583918E+001,-5.7389364E+000,-3.8795073E+001,-2.8333990E-001, 1.1697228E-002, 0.0000000E+000, 0.0000000E+000, 1.1364374E+000, 1.4043806E+000, 2.3176709E-003, 2.3176709E-003, 1.4169566E+002
 1.4400027E+003, 9.5725174E+001,-5.0599062E+001,-5.7931105E+000,-3.8552813E+001,-2.8371033E-001,-1.5975099E-001, 0.0000000E+000, 0.0000000E+000,-8.9309372E-003, 3.3672700E-001, 2.3081432E-003, 2.3081432E-003, 1.2776751E+002
 1.4500133E+003, 9.6108156E+001,-5.0333440E+001,-5.7864667E+000,-3.8646560E+001,-2.7770564E-001, 8.0921964E-002, 0.0000000E+000, 0.0000000E+000, 8.2983275E-001, 1.1449065E+000, 2.2986055E-003, 2.2986055E-003, 1.3430658E+002
 1.4600121E+003, 9.5553584E+001,-5.0356059E+001,-5.8109453E+000,-3.8509679E+001,-2.7710740E-001,-1.6813116E-001, 0.0000000E+000, 0.0000000E+000, 1.1629545E-001, 4.3166246E-001, 2.2890677E-003, 2.2890677E-003, 1.1997771E+002
 1.4700114E+003, 9.5244884E+001,-5.0229762E+001,-5.8291462E+000,-3.8801058E+001,-2.7982502E-001, 5.2169480E-002, 0.0000000E+000, 0.0000000E+000,-1.1258347E-001, 1.5726279E-001, 2.2795355E-003, 2.2795355E-003, 1.2446234E+002
 1.4800125E+003, 9.3988120E+001,-4.9930033E+001,-5.6715787E+000,-3.8831693E+001,-2.7477493E-001,-2.3481630E-001, 0.0000000E+000, 0.0000000E+000,-1.2406148E+000,-9.5477541E-001, 2.2700025E-003, 2.2700025E-003, 1.0465800E+002
 1.4900099E+003, 9.5412824E+001,-5.0002294E+001,-5.6778254E+000,-3.8304661E+001,-2.7641951E-001, 3.9386046E-001, 0.0000000E+000, 0.0000000E+000, 1.2553026E+000, 1.5454840E+000, 2.2604673E-003, 2.2604673E-003, 1.3744000E+002
 1.5000000E+003, 9.4305191E+001,-4.9636475E+001,-5.7506364E+000,-3.8573203E+001,-2.7457399E-001,-5.3335501E-002, 0.0000000E+000, 0.0000000E+000,-2.7548878E-001, 1.6967303E-002, 2.2509393E-003, 2.2509393E-003, 1.3273829E+002
 1.5100074E+003, 9.3929505E+001,-4.9687611E+001,-5.7373419E+000,-3.8027735E+001,-2.7611035E-001, 1.8170278E-002, 0.0000000E+000, 0.0000000E+000,-7.7746069E-002, 2.1887684E-001, 2.2414063E-003, 2.2414063E-003, 1.3414836E+002
 1.5200032E+003, 9.3601590E+001,-4.9651338E+001,-5.7525428E+000,-3.7498614E+001,-2.7423049E-001,-2.7106577E-002, 0.0000000E+000, 0.0000000E+000, 5.2617967E-002, 3.9775841E-001, 2.2318708E-003, 2.2318708E-003, 1.3125315E+002
 1.5300081E+003, 9.2850865E+001,-4.9365346E+001,-5.7796794E+000,-3.7970117E+001,-2.7310743E-001,-2.6043653E-001, 0.0000000E+000, 0.0000000E+000,-1.0828250E+000,-7.9782097E-001, 2.2223398E-003, 2.2223398E-003, 1.0946933E+002
 1.5400149E+003, 9.2971707E+001,-4.9312845E+001,-5.7546065E+000,-3.7999678E+001,-2.7238443E-001, 4.4195507E-002, 0.0000000E+000, 0.0000000E+000,-6.3238720E-001,-3.2361172E-001, 2.2128036E-003, 2.2128036E-003, 1.1274943E+002
 1.5500072E+003, 9.1889493E+001,-4.8789612E+001,-5.6938279E+000,-3.7958158E+001,-2.6898233E-001,-6.5380999E-002, 0.0000000E+000, 0.0000000E+000,-1.1287647E+000,-8.8646814E-001, 2.2032701E-003, 2.2032701E-003, 1.0771778E+002
 1.5600016E+003, 9.2830448E+001,-4.8913720E+001,-5.7809997E+000,-3.7555124E+001,-2.6891254E-001, 1.5864186E-001, 0.0000000E+000, 0.0000000E+000, 1.1065091E-001, 4.7033376E-001, 2.1937359E-003, 2.1937359E-003, 1.1992081E+002
 1.5700020E+003, 9.1578252E+001,-4.8469427E+001,-5.7412397E+000,-3.7533764E+001,-2.6654121E-001, 2.2988644E-002, 0.0000000E+000, 0.0000000E+000,-6.2447950E-001,-4.0973117E-001, 2.1842087E-003, 2.1842087E-003, 1.2270894E+002
 1.5800090E+003, 9.1925092E+001,-4.8507341E+001,-5.7795288E+000,-3.7699190E+001,-2.6630755E-001, 6.4580139E-002, 0.0000000E+000, 0.0000000E+000,-5.5337018E-001,-2.6269513E-001, 2.1746714E-003, 2.1746714E-003, 1.2781200E+002
 1.5900024E+003, 9.0943872E+001,-4.8186502E+001,-5.7595609E+000,-3.7027027E+001,-2.6570314E-001, 1.8598367E-002, 0.0000000E+000, 0.0000000E+000,-6.0774496E-001,-2.7632201E-001, 2.1651368E-003, 2.1651368E-003, 1.2881458E+002
 1.6000029E+003, 9.0329318E+001,-4.7960973E+001,-5.7243419E+000,-3.6699954E+001,-2.6538015E-001,-2.2444401E-002, 0.0000000E+000, 0.0000000E+000,-6.0222299E-001,-3.4377507E-001, 2.1556078E-003, 2.1556078E-003, 1.2716843E+002
 1.6100090E+003, 9.0526317E+001,-4.8013582E+001,-5.6313687E+000,-3.7184588E+001,-2.6586569E-001,-1.0728949E-001, 0.0000000E+000, 0.0000000E+000,-9.7520905E-001,-6.7637721E-001, 2.1460720E-003, 2.1460720E-003, 1.1798897E+002
 1.6200017E+003, 8.9478463E+001,-4.7731453E+001,-5.6525809E+000,-3.6924475E+001,-2.6315669E-001,-2.1433211E-002, 0.0000000E+000, 0.0000000E+000,-1.3981228E+000,-1.1146351E+000, 2.1365376E-003, 2.1365376E-003, 1.1601371E+002
 1.6300125E+003, 8.9427137E+001,-4.7379986E+001,-5.6539567E+000,-3.6512884E+001,-2.6044250E-001, 1.4726812E-001, 0.0000000E+000, 0.0000000E+000,-5.1370818E-001,-2.3286385E-001, 2.1269980E-003, 2.1269980E-003, 1.2817170E+002
 1.6400037E+003, 8.8349672E+001,-4.7182167E+001,-5.7382838E+000,-3.6347706E+001,-2.5929313E-001,-1.9183234E-001, 0.0000000E+000, 0.0000000E+000,-1.6313133E+000,-1.3696102E+000, 2.1174644E-003, 2.1174644E-003, 1.1221526E+002
 1.6500066E+003, 8.9506185E+001,-4.7154270E+001,-5.6993090E+000,-3.6325221E+001,-2.5675496E-001, 3.1357593E-001, 0.0000000E+000, 0.0000000E+000, 8.2396173E-002, 3.8420643E-001, 2.1079345E-003, 2.1079345E-003, 1.3794785E+002
 1.6600115E+003, 8.8248995E+001,-4.7106962E+001,-5.7559763E+000,-3.6004119E+001,-2.6353249E-001,-2.4910032E-001, 0.0000000E+000, 0.0000000E+000,-1.4457618E+000,-1.1306955E+000, 2.0983982E-003, 2.0983982E-003, 1.1677960E+002
 1.6700118E+003, 8.7422428E+001,-4.6665750E+001,-5.6043898E+000,-3.5843761E+001,-2.5794029E-001, 1.0171546E-001, 0.0000000E+000, 0.0000000E+000,-1.1355179E+000,-8.4769831E-001, 2.0888636E-003, 2.0888636E-003, 1.2508993E+002
 1.6800017E+003, 8.8898439E+001,-4.6530168E+001,-5.6404939E+000,-3.5941742E+001,-2.5968697E-001, 2.2057549E-001, 0.0000000E+000, 0.0000000E+000, 4.8632034E-001, 7.4692396E-001, 2.0793348E-003, 2.0793348E-003, 1.4381271E+002
 1.6900145E+003, 8.6132891E+001,-4.6200908E+001,-5.6412366E+000,-3.5734418E+001,-2.5480680E-001,-2.1492760E-001, 0.0000000E+000, 0.0000000E+000,-2.2207220E+000,-1.9134062E+000, 2.0697956E-003, 2.0697956E-003, 1.2532057E+002
 1.7000061E+003, 8.7671363E+001,-4.6038035E+001,-5.6530489E+000,-3.5513437E+001,-2.5166475E-001, 9.8568432E-002, 0.0000000E+000, 0.0000000E+000, 2.4118938E-003, 3.1374613E-001, 2.0602621E-003, 2.0602621E-003, 1.3325892E+002
 1.7100048E+003, 8.5805687E+001,-4.6003111E+001,-5.5783787E+000,-3.5445255E+001,-2.5447358E-001,-1.8040150E-001, 0.0000000E+000, 0.0000000E+000,-1.9522154E+000,-1.6559332E+000, 2.0507320E-003, 2.0507320E-003, 1.1781188E+002
 1.7200004E+003, 8.6207162E+001,-4.5888765E+001,-5.6135301E+000,-3.5017839E+001,-2.5291011E-001,-5.8720198E-002, 0.0000000E+000, 0.0000000E+000,-9.1556402E-001,-6.2460140E-001, 2.0412011E-003, 2.0412011E-003, 1.1274931E+002
 1.7300139E+003, 8.5836091E+001,-4.5623269E+001,-5.6329334E+000,-3.5085181E+001,-2.5334372E-001, 7.2821883E-002, 0.0000000E+000, 0.0000000E+000,-9.4426118E-001,-6.8581475E-001, 2.0316662E-003, 2.0316662E-003, 1.1901713E+002
 1.7400015E+003, 8.4283037E+001,-4.5265071E+001,-5.6038461E+000,-3.4793913E+001,-2.5254624E-001,-7.6642393E-002, 0.0000000E+000, 0.0000000E+000,-1.9865371E+000,-1.7089824E+000, 2.0221295E-003, 2.0221295E-003, 1.1251034E+002
 1.7500134E+003, 8.5585235E+001,-4.5151335E+001,-5.6345467E+000,-3.4400522E+001,-2.5173042E-001, 1.1640262E-001, 0.0000000E+000, 0.0000000E+000,-3.8968358E-002, 2.6350383E-001, 2.0125957E-003, 2.0125957E-003, 1.2208309E+002
 1.7600076E+003, 8.4653822E+001,-4.5038959E+001,-5.6199999E+000,-3.4585625E+001,-2.4818335E-001, 4.9805343E-002, 0.0000000E+000, 0.0000000E+000,-1.0764406E+000,-7.8913992E-001, 2.0030584E-003, 2.0030584E-003, 1.2605712E+002
 1.7700050E+003, 8.3931170E+001,-4.4910802E+001,-5.6260936E+000,-3.4513901E+001,-2.4872172E-001,-1.5008364E-001, 0.0000000E+000, 0.0000000E+000,-1.8149534E+000,-1.5184327E+000, 1.9935292E-003, 1.9935292E-003, 1.1319627E+002
 1.7800137E+003, 8.3796880E+001,-4.4695948E+001,-5.6493563E+000,-3.4006220E+001,-2.4798305E-001, 2.3832060E-002, 0.0000000E+000, 0.0000000E+000,-1.0282330E+000,-7.7879475E-001, 1.9839936E-003, 1.9839936E-003, 1.1543085E+002
 1.7900089E+003, 8.3681651E+001,-4.4660324E+001,-5.6497066E+000,-3.3538474E+001,-2.4496304E-001, 4.4878350E-002, 0.0000000E+000, 0.0000000E+000,-6.8496091E-001,-3.6693858E-001, 1.9744581E-003, 1.9744581E-003, 1.1868993E+002
 1.8000022E+003, 8.1776099E+001,-4.4054090E+001,-5.6362757E+000,-3.3571028E+001,-2.4426729E-001,-1.2488108E-001, 0.0000000E+000, 0.0000000E+000,-2.1219867E+000,-1.8544435E+000, 1.9649303E-003, 1.9649303E-003, 1.0822568E+002
 1.8100017E+003, 8.2550145E+001,-4.3972332E+001,-5.5969221E+000,-3.3767872E+001,-2.4375997E-001, 1.1340486E-001, 0.0000000E+000, 0.0000000E+000,-1.2039891E+000,-9.1733632E-001, 1.9554016E-003, 1.9554016E-003, 1.1756424E+002
 1.8200156E+003, 8.1591422E+001,-4.3773008E+001,-5.7031532E+000,-3.3453557E+001,-2.4083379E-001,-1.9462342E-001, 0.0000000E+000, 0.0000000E+000,-2.0921595E+000,-1.7737530E+000, 1.9458550E-003, 1.9458550E-003, 1.0064545E+002
 1.8300046E+003, 8.2333103E+001,-4.3670880E+001,-5.6677837E+000,-3.3601143E+001,-2.4431323E-001, 1.4056580E-001, 0.0000000E+000, 0.0000000E+000,-9.9464194E-001,-7.1045062E-001, 1.9363239E-003, 1.9363239E-003, 1.1229071E+002
 1.8400037E+003, 8.0932509E+001,-4.3503702E+001,-5.5493762E+000,-3.2720382E+001,-2.4178704E-001, 1.4895897E-001, 0.0000000E+000, 0.0000000E+000,-1.2232028E+000,-9.3377951E-001, 1.9267958E-003, 1.9267958E-003, 1.2456570E+002
 1.8500162E+003, 8.0463717E+001,-4.2885612E+001,-5.5082765E+000,-3.3001437E+001,-2.4146752E-001, 2.0029379E-002, 0.0000000E+000, 0.0000000E+000,-1.4302906E+000,-1.1530465E+000, 1.9172562E-003, 1.9172562E-003, 1.2624099E+002
 1.8600052E+003, 8.0646618E+001,-4.2819977E+001,-5.6065325E+000,-3.2961794E+001,-2.3819974E-001,-1.5001327E-001, 0.0000000E+000, 0.0000000E+000,-1.4257733E+000,-1.1298980E+000, 1.9077213E-003, 1.9077213E-003, 1.1343255E+002
 1.8700034E+003, 7.9934969E+001,-4.2759303E+001,-5.5676919E+000,-3.3127269E+001,-2.3817856E-001,-1.6965349E-001, 0.0000000E+000, 0.0000000E+000,-2.2245692E+000,-1.9271271E+000, 1.8981977E-003, 1.8981977E-003, 9.8935562E+001
 1.8800081E+003, 7.9598967E+001,-4.2317866E+001,-5.5344853E+000,-3.2886067E+001,-2.3541874E-001, 2.3617601E-001, 0.0000000E+000, 0.0000000E+000,-1.3844766E+000,-1.1386939E+000, 1.8886615E-003, 1.8886615E-003, 1.1909020E+002
 1.8900073E+003, 7.9617799E+001,-4.2336818E+001,-5.5426197E+000,-3.2451159E+001,-2.3652242E-001, 4.9148851E-003, 0.0000000E+000, 0.0000000E+000,-1.2622813E+000,-9.4440481E-001, 1.8806643E-003, 1.8806643E-003, 1.1894929E+002
 1.9000109E+003, 7.8320086E+001,-4.1805308E+001,-5.5112744E+000,-3.2535863E+001,-2.3775059E-001,-1.7913259E-001, 0.0000000E+000, 0.0000000E+000,-2.1640608E+000,-1.9492418E+000, 1.8772722E-003, 1.8772722E-003, 1.0474395E+002
 1.9100078E+003, 7.8812285E+001,-4.1812204E+001,-5.5162576E+000,-3.1951969E+001,-2.3375315E-001, 1.4343119E-001, 0.0000000E+000, 0.0000000E+000,-9.0710672E-001,-5.5846746E-001, 1.8741846E-003, 1.8741846E-003, 1.1594782E+002
 1.9200015E+003, 7.8171204E+001,-4.1681992E+001,-5.5101176E+000,-3.2019936E+001,-2.3154401E-001,-6.7231801E-002, 0.0000000E+000, 0.0000000E+000,-1.6457277E+000,-1.3396177E+000, 1.8710986E-003, 1.8710986E-003, 1.0990211E+002
 1.9300161E+003, 7.9244451E+001,-4.1559776E+001,-5.5385593E+000,-3.1899307E+001,-2.3351195E-001, 1.4141084E-001, 0.0000000E+000, 0.0000000E+000,-1.2883147E-001, 1.5470688E-001, 1.8680105E-003, 1.8680105E-003, 1.2173281E+002
 1.9400109E+003, 7.7221952E+001,-4.1211776E+001,-5.4381716E+000,-3.1827676E+001,-2.3434728E-001,-2.2518653E-001, 0.0000000E+000, 0.0000000E+000,-2.0339713E+000,-1.7152058E+000, 1.8649223E-003, 1.8649223E-003, 1.0229136E+002
 1.9500154E+003, 7.8579568E+001,-4.1008132E+001,-5.5927561E+000,-3.1980514E+001,-2.3090126E-001, 2.8906041E-001, 0.0000000E+000, 0.0000000E+000,-1.7002465E-001, 5.6325370E-002, 1.8618341E-003, 1.8618341E-003, 1.2717304E+002
 1.9600144E+003, 7.8796982E+001,-4.1161619E+001,-5.5891138E+000,-3.1586834E+001,-2.3447224E-001,-3.1920589E-002, 0.0000000E+000, 0.0000000E+000,-1.1107658E-001, 1.9302266E-001, 1.8587454E-003, 1.8587454E-003, 1.2426277E+002
