s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,
 1.080E+02, 2.782E+01, 2.924E+01, 3.253E+01, 3.399E+01, 4.736E+01, 4.736E+01, 4.736E+01, 4.736E+01, 4.791E+01, 4.791E+01, 4.602E+01, 4.249E+01, 3.972E+01, 3.799E+01, 3.273E+01, 4.770E+01, 4.871E+01, 4.871E+01, 4.871E+01, 4.871E+01, 4.979E+01, 4.979E+01, 4.680E+01, 4.216E+01, 3.867E+01, 3.623E+01, 3.196E+01, 4.982E+01, 5.179E+01, 5.179E+01, 5.179E+01, 5.179E+01, 5.351E+01, 5.351E+01, 5.238E+01, 4.899E+01, 4.414E+01, 3.742E+01, 2.945E+01, 5.187E+01, 5.351E+01, 5.351E+01, 5.351E+01, 5.351E+01, 5.485E+01, 5.485E+01, 5.228E+01, 4.686E+01, 4.259E+01, 3.890E+01, 2.899E+01, 4.321E-01, 4.321E-01, 3.241E-01, 2.292E-01, 2.694E-01, 2.694E-01, 2.975E-01, 1.996E-01, 0.000E+00
 1.120E+02, 2.893E+01, 2.999E+01, 3.359E+01, 3.533E+01, 5.057E+01, 5.057E+01, 5.057E+01, 5.057E+01, 5.063E+01, 5.063E+01, 4.792E+01, 4.419E+01, 4.137E+01, 3.947E+01, 3.442E+01, 4.781E+01, 4.861E+01, 4.861E+01, 4.861E+01, 4.861E+01, 4.957E+01, 4.957E+01, 4.777E+01, 4.432E+01, 4.082E+01, 3.728E+01, 3.199E+01, 5.168E+01, 5.341E+01, 5.341E+01, 5.341E+01, 5.341E+01, 5.481E+01, 5.481E+01, 5.361E+01, 5.005E+01, 4.531E+01, 3.905E+01, 3.040E+01, 5.417E+01, 5.561E+01, 5.561E+01, 5.561E+01, 5.561E+01, 5.665E+01, 5.665E+01, 5.380E+01, 4.887E+01, 4.420E+01, 4.008E+01, 3.014E+01, 2.440E-01, 2.440E-01, 2.546E-01, 2.849E-01, 2.946E-01, 2.946E-01, 2.734E-01, 1.775E-01, 0.000E+00
 1.160E+02, 2.972E+01, 3.080E+01, 3.451E+01, 3.651E+01, 5.114E+01, 5.114E+01, 5.114E+01, 5.114E+01, 5.198E+01, 5.198E+01, 5.033E+01, 4.716E+01, 4.487E+01, 4.291E+01, 3.564E+01, 4.939E+01, 5.019E+01, 5.019E+01, 5.019E+01, 5.019E+01, 5.085E+01, 5.085E+01, 4.956E+01, 4.736E+01, 4.418E+01, 4.023E+01, 3.313E+01, 5.211E+01, 5.409E+01, 5.409E+01, 5.409E+01, 5.409E+01, 5.583E+01, 5.583E+01, 5.497E+01, 5.228E+01, 4.731E+01, 4.161E+01, 3.215E+01, 5.514E+01, 5.682E+01, 5.682E+01, 5.682E+01, 5.682E+01, 5.870E+01, 5.870E+01, 5.643E+01, 5.048E+01, 4.523E+01, 4.088E+01, 3.145E+01, 2.155E-01, 2.155E-01, 2.934E-01, 2.115E-01, 2.734E-01, 2.734E-01, 2.149E-01, 1.257E-01, 0.000E+00
 1.200E+02, 3.047E+01, 3.164E+01, 3.549E+01, 3.772E+01, 5.123E+01, 5.123E+01, 5.123E+01, 5.123E+01, 5.203E+01, 5.203E+01, 5.079E+01, 4.810E+01, 4.631E+01, 4.453E+01, 3.639E+01, 4.926E+01, 5.054E+01, 5.054E+01, 5.054E+01, 5.054E+01, 5.169E+01, 5.169E+01, 5.075E+01, 4.814E+01, 4.457E+01, 4.125E+01, 3.339E+01, 5.304E+01, 5.495E+01, 5.495E+01, 5.495E+01, 5.495E+01, 5.689E+01, 5.689E+01, 5.612E+01, 5.311E+01, 4.819E+01, 4.241E+01, 3.331E+01, 5.672E+01, 5.822E+01, 5.822E+01, 5.822E+01, 5.822E+01, 5.972E+01, 5.972E+01, 5.769E+01, 5.251E+01, 4.746E+01, 4.201E+01, 3.262E+01, 2.213E-01, 2.213E-01, 2.176E-01, 2.282E-01, 3.550E-01, 3.550E-01, 3.171E-01, 2.799E-01, 0.000E+00
 1.240E+02, 3.114E+01, 3.256E+01, 3.669E+01, 3.892E+01, 5.048E+01, 5.048E+01, 5.048E+01, 5.048E+01, 5.121E+01, 5.121E+01, 5.092E+01, 4.959E+01, 4.799E+01, 4.600E+01, 3.733E+01, 5.011E+01, 5.184E+01, 5.184E+01, 5.184E+01, 5.184E+01, 5.319E+01, 5.319E+01, 5.265E+01, 5.071E+01, 4.731E+01, 4.396E+01, 3.456E+01, 5.628E+01, 5.765E+01, 5.765E+01, 5.765E+01, 5.765E+01, 5.880E+01, 5.880E+01, 5.777E+01, 5.488E+01, 4.986E+01, 4.397E+01, 3.442E+01, 5.773E+01, 5.918E+01, 5.918E+01, 5.918E+01, 5.918E+01, 6.095E+01, 6.095E+01, 5.844E+01, 5.410E+01, 4.946E+01, 4.291E+01, 3.354E+01, 2.754E-01, 2.754E-01, 2.992E-01, 2.767E-01, 3.495E-01, 3.495E-01, 3.646E-01, 2.705E-01, 0.000E+00
 1.280E+02, 3.201E+01, 3.355E+01, 3.782E+01, 4.021E+01, 5.207E+01, 5.207E+01, 5.207E+01, 5.207E+01, 5.322E+01, 5.322E+01, 5.323E+01, 5.203E+01, 5.008E+01, 4.776E+01, 3.914E+01, 5.245E+01, 5.418E+01, 5.418E+01, 5.418E+01, 5.418E+01, 5.522E+01, 5.522E+01, 5.439E+01, 5.247E+01, 4.933E+01, 4.629E+01, 3.486E+01, 5.757E+01, 5.890E+01, 5.890E+01, 5.890E+01, 5.890E+01, 6.077E+01, 6.077E+01, 6.000E+01, 5.716E+01, 5.098E+01, 4.447E+01, 3.460E+01, 5.948E+01, 6.085E+01, 6.085E+01, 6.085E+01, 6.085E+01, 6.239E+01, 6.239E+01, 6.033E+01, 5.595E+01, 5.084E+01, 4.466E+01, 3.459E+01, 2.777E-01, 2.777E-01, 2.364E-01, 2.479E-01, 3.777E-01, 3.777E-01, 3.800E-01, 3.572E-01, 0.000E+00
 1.320E+02, 3.275E+01, 3.475E+01, 3.900E+01, 4.142E+01, 5.168E+01, 5.168E+01, 5.168E+01, 5.168E+01, 5.300E+01, 5.300E+01, 5.382E+01, 5.302E+01, 5.154E+01, 4.924E+01, 4.096E+01, 5.515E+01, 5.758E+01, 5.758E+01, 5.758E+01, 5.758E+01, 5.836E+01, 5.836E+01, 5.639E+01, 5.404E+01, 5.126E+01, 4.843E+01, 3.520E+01, 5.942E+01, 6.085E+01, 6.085E+01, 6.085E+01, 6.085E+01, 6.285E+01, 6.285E+01, 6.238E+01, 5.884E+01, 5.141E+01, 4.490E+01, 3.580E+01, 6.060E+01, 6.170E+01, 6.170E+01, 6.170E+01, 6.170E+01, 6.285E+01, 6.285E+01, 6.177E+01, 5.836E+01, 5.367E+01, 4.775E+01, 3.567E+01, 2.718E-01, 2.718E-01, 3.169E-01, 2.364E-01, 3.438E-01, 3.438E-01, 2.796E-01, 2.620E-01, 0.000E+00
 1.360E+02, 3.344E+01, 3.590E+01, 4.030E+01, 4.270E+01, 5.165E+01, 5.165E+01, 5.165E+01, 5.165E+01, 5.323E+01, 5.323E+01, 5.440E+01, 5.375E+01, 5.177E+01, 4.930E+01, 4.118E+01, 5.810E+01, 5.982E+01, 5.982E+01, 5.982E+01, 5.982E+01, 6.042E+01, 6.042E+01, 5.868E+01, 5.612E+01, 5.257E+01, 4.861E+01, 3.624E+01, 6.109E+01, 6.320E+01, 6.320E+01, 6.320E+01, 6.320E+01, 6.574E+01, 6.574E+01, 6.518E+01, 6.114E+01, 5.393E+01, 4.652E+01, 3.716E+01, 6.182E+01, 6.347E+01, 6.347E+01, 6.347E+01, 6.347E+01, 6.516E+01, 6.516E+01, 6.436E+01, 6.052E+01, 5.419E+01, 4.854E+01, 3.665E+01, 2.370E-01, 2.370E-01, 3.386E-01, 3.341E-01, 3.010E-01, 3.010E-01, 3.282E-01, 2.942E-01, 0.000E+00
 1.400E+02, 3.419E+01, 3.673E+01, 4.157E+01, 4.389E+01, 5.357E+01, 5.357E+01, 5.357E+01, 5.357E+01, 5.480E+01, 5.480E+01, 5.641E+01, 5.551E+01, 5.331E+01, 5.072E+01, 4.258E+01, 5.775E+01, 5.936E+01, 5.936E+01, 5.936E+01, 5.936E+01, 6.156E+01, 6.156E+01, 6.219E+01, 5.977E+01, 5.483E+01, 4.904E+01, 3.713E+01, 6.297E+01, 6.485E+01, 6.485E+01, 6.485E+01, 6.485E+01, 6.682E+01, 6.682E+01, 6.608E+01, 6.174E+01, 5.519E+01, 4.927E+01, 3.856E+01, 6.324E+01, 6.489E+01, 6.489E+01, 6.489E+01, 6.489E+01, 6.654E+01, 6.654E+01, 6.549E+01, 6.075E+01, 5.417E+01, 4.930E+01, 3.807E+01, 2.006E-01, 2.006E-01, 2.450E-01, 2.614E-01, 2.068E-01, 2.068E-01, 3.591E-01, 3.564E-01, 0.000E+00
 1.440E+02, 3.501E+01, 3.755E+01, 4.282E+01, 4.537E+01, 5.633E+01, 5.633E+01, 5.633E+01, 5.633E+01, 5.785E+01, 5.785E+01, 5.813E+01, 5.656E+01, 5.406E+01, 5.192E+01, 4.327E+01, 5.781E+01, 5.960E+01, 5.960E+01, 5.960E+01, 5.960E+01, 6.214E+01, 6.214E+01, 6.427E+01, 6.289E+01, 5.840E+01, 5.238E+01, 3.919E+01, 6.436E+01, 6.639E+01, 6.639E+01, 6.639E+01, 6.639E+01, 6.784E+01, 6.784E+01, 6.590E+01, 6.300E+01, 5.873E+01, 5.289E+01, 3.975E+01, 6.617E+01, 6.819E+01, 6.819E+01, 6.819E+01, 6.819E+01, 6.914E+01, 6.914E+01, 6.718E+01, 6.256E+01, 5.662E+01, 5.093E+01, 3.941E+01, 2.640E-01, 2.640E-01, 2.591E-01, 2.758E-01, 3.447E-01, 3.447E-01, 3.483E-01, 3.215E-01, 0.000E+00
 1.480E+02, 3.613E+01, 3.901E+01, 4.419E+01, 4.675E+01, 6.029E+01, 6.029E+01, 6.029E+01, 6.029E+01, 6.124E+01, 6.124E+01, 6.055E+01, 5.837E+01, 5.592E+01, 5.395E+01, 4.424E+01, 6.218E+01, 6.474E+01, 6.474E+01, 6.474E+01, 6.474E+01, 6.622E+01, 6.622E+01, 6.577E+01, 6.216E+01, 5.772E+01, 5.227E+01, 4.027E+01, 6.634E+01, 6.848E+01, 6.848E+01, 6.848E+01, 6.848E+01, 7.047E+01, 7.047E+01, 6.766E+01, 6.336E+01, 5.813E+01, 5.267E+01, 4.036E+01, 6.759E+01, 6.925E+01, 6.925E+01, 6.925E+01, 6.925E+01, 7.028E+01, 7.028E+01, 6.804E+01, 6.189E+01, 5.525E+01, 5.092E+01, 3.995E+01, 3.067E-01, 3.067E-01, 2.885E-01, 2.762E-01, 3.957E-01, 3.957E-01, 3.140E-01, 2.679E-01, 0.000E+00
 1.520E+02, 3.702E+01, 4.032E+01, 4.552E+01, 4.814E+01, 6.152E+01, 6.152E+01, 6.152E+01, 6.152E+01, 6.261E+01, 6.261E+01, 6.238E+01, 5.978E+01, 5.613E+01, 5.387E+01, 4.440E+01, 6.350E+01, 6.654E+01, 6.654E+01, 6.654E+01, 6.654E+01, 6.897E+01, 6.897E+01, 6.736E+01, 6.207E+01, 5.638E+01, 5.118E+01, 4.084E+01, 6.704E+01, 6.944E+01, 6.944E+01, 6.944E+01, 6.944E+01, 7.154E+01, 7.154E+01, 6.940E+01, 6.616E+01, 6.182E+01, 5.517E+01, 4.191E+01, 6.859E+01, 7.005E+01, 7.005E+01, 7.005E+01, 7.005E+01, 7.105E+01, 7.105E+01, 6.878E+01, 6.321E+01, 5.698E+01, 5.326E+01, 4.149E+01, 1.460E-01, 1.460E-01, 2.075E-01, 1.938E-01, 3.220E-01, 3.220E-01, 3.187E-01, 2.453E-01, 0.000E+00
 1.560E+02, 3.815E+01, 4.126E+01, 4.684E+01, 4.951E+01, 6.427E+01, 6.427E+01, 6.427E+01, 6.427E+01, 6.449E+01, 6.449E+01, 6.435E+01, 6.176E+01, 5.833E+01, 5.551E+01, 4.602E+01, 6.345E+01, 6.615E+01, 6.615E+01, 6.615E+01, 6.615E+01, 6.925E+01, 6.925E+01, 6.863E+01, 6.428E+01, 5.935E+01, 5.316E+01, 4.153E+01, 6.837E+01, 7.041E+01, 7.041E+01, 7.041E+01, 7.041E+01, 7.206E+01, 7.206E+01, 7.008E+01, 6.714E+01, 6.204E+01, 5.513E+01, 4.277E+01, 6.962E+01, 7.134E+01, 7.134E+01, 7.134E+01, 7.134E+01, 7.306E+01, 7.306E+01, 7.029E+01, 6.593E+01, 6.144E+01, 5.729E+01, 4.275E+01, 4.004E-01, 4.004E-01, 2.589E-01, 1.806E-01, 2.166E-01, 2.166E-01, 2.570E-01, 2.720E-01, 0.000E+00
 1.600E+02, 3.926E+01, 4.240E+01, 4.802E+01, 5.085E+01, 6.471E+01, 6.471E+01, 6.471E+01, 6.471E+01, 6.440E+01, 6.440E+01, 6.385E+01, 6.173E+01, 5.909E+01, 5.682E+01, 4.704E+01, 6.702E+01, 6.882E+01, 6.882E+01, 6.882E+01, 6.882E+01, 7.036E+01, 7.036E+01, 6.939E+01, 6.535E+01, 6.062E+01, 5.476E+01, 4.255E+01, 6.936E+01, 7.066E+01, 7.066E+01, 7.066E+01, 7.066E+01, 7.219E+01, 7.219E+01, 7.123E+01, 6.891E+01, 6.337E+01, 5.706E+01, 4.393E+01, 7.078E+01, 7.288E+01, 7.288E+01, 7.288E+01, 7.288E+01, 7.517E+01, 7.517E+01, 7.277E+01, 6.817E+01, 6.259E+01, 5.745E+01, 4.392E+01, 2.098E-01, 2.098E-01, 2.881E-01, 2.310E-01, 3.013E-01, 3.013E-01, 2.811E-01, 3.006E-01, 0.000E+00
 1.640E+02, 3.998E+01, 4.339E+01, 4.949E+01, 5.246E+01, 6.410E+01, 6.410E+01, 6.410E+01, 6.410E+01, 6.452E+01, 6.452E+01, 6.437E+01, 6.320E+01, 6.108E+01, 5.900E+01, 4.858E+01, 6.686E+01, 6.874E+01, 6.874E+01, 6.874E+01, 6.874E+01, 7.007E+01, 7.007E+01, 6.989E+01, 6.774E+01, 6.465E+01, 6.034E+01, 4.428E+01, 7.177E+01, 7.360E+01, 7.360E+01, 7.360E+01, 7.360E+01, 7.575E+01, 7.575E+01, 7.437E+01, 6.969E+01, 6.205E+01, 5.639E+01, 4.378E+01, 7.307E+01, 7.556E+01, 7.556E+01, 7.556E+01, 7.556E+01, 7.770E+01, 7.770E+01, 7.428E+01, 6.814E+01, 6.228E+01, 5.764E+01, 4.496E+01, 1.951E-01, 1.951E-01, 1.798E-01, 1.383E-01, 2.731E-01, 2.731E-01, 2.328E-01, 2.359E-01, 0.000E+00
 1.680E+02, 4.113E+01, 4.440E+01, 5.063E+01, 5.384E+01, 6.617E+01, 6.617E+01, 6.617E+01, 6.617E+01, 6.838E+01, 6.838E+01, 6.797E+01, 6.619E+01, 6.386E+01, 6.103E+01, 4.837E+01, 6.514E+01, 6.874E+01, 6.874E+01, 6.874E+01, 6.874E+01, 7.169E+01, 7.169E+01, 7.170E+01, 6.885E+01, 6.575E+01, 6.114E+01, 4.476E+01, 7.212E+01, 7.331E+01, 7.331E+01, 7.331E+01, 7.331E+01, 7.634E+01, 7.634E+01, 7.586E+01, 7.164E+01, 6.335E+01, 5.747E+01, 4.466E+01, 7.377E+01, 7.625E+01, 7.625E+01, 7.625E+01, 7.625E+01, 7.860E+01, 7.860E+01, 7.661E+01, 7.251E+01, 6.714E+01, 6.220E+01, 4.650E+01, 3.650E-01, 3.650E-01, 3.443E-01, 2.189E-01, 2.716E-01, 2.716E-01, 2.090E-01, 1.613E-01, 0.000E+00
 1.720E+02, 4.220E+01, 4.547E+01, 5.175E+01, 5.531E+01, 6.803E+01, 6.803E+01, 6.803E+01, 6.803E+01, 7.039E+01, 7.039E+01, 6.897E+01, 6.672E+01, 6.446E+01, 6.126E+01, 4.852E+01, 6.690E+01, 7.034E+01, 7.034E+01, 7.034E+01, 7.034E+01, 7.282E+01, 7.282E+01, 7.221E+01, 6.917E+01, 6.521E+01, 6.040E+01, 4.567E+01, 7.301E+01, 7.388E+01, 7.388E+01, 7.388E+01, 7.388E+01, 7.636E+01, 7.636E+01, 7.637E+01, 7.414E+01, 6.623E+01, 5.817E+01, 4.555E+01, 7.574E+01, 7.830E+01, 7.830E+01, 7.830E+01, 7.830E+01, 8.024E+01, 8.024E+01, 7.867E+01, 7.576E+01, 7.018E+01, 6.455E+01, 4.785E+01, 2.383E-01, 2.383E-01, 2.653E-01, 1.261E-01, 2.974E-01, 2.974E-01, 2.833E-01, 2.121E-01, 0.000E+00
 1.760E+02, 4.366E+01, 4.655E+01, 5.343E+01, 5.690E+01, 7.261E+01, 7.261E+01, 7.261E+01, 7.261E+01, 7.281E+01, 7.281E+01, 7.168E+01, 6.914E+01, 6.573E+01, 6.158E+01, 5.151E+01, 6.945E+01, 7.269E+01, 7.269E+01, 7.269E+01, 7.269E+01, 7.597E+01, 7.597E+01, 7.606E+01, 7.353E+01, 6.749E+01, 6.173E+01, 4.623E+01, 7.691E+01, 7.918E+01, 7.918E+01, 7.918E+01, 7.918E+01, 8.165E+01, 8.165E+01, 8.010E+01, 7.564E+01, 6.678E+01, 5.668E+01, 4.581E+01, 7.839E+01, 8.064E+01, 8.064E+01, 8.064E+01, 8.064E+01, 8.267E+01, 8.267E+01, 7.956E+01, 7.581E+01, 6.996E+01, 6.292E+01, 4.881E+01, 4.011E-01, 4.011E-01, 2.322E-01, 1.998E-01, 2.142E-01, 2.142E-01, 3.017E-01, 3.451E-01, 0.000E+00
 1.800E+02, 4.520E+01, 4.772E+01, 5.518E+01, 5.815E+01, 7.598E+01, 7.598E+01, 7.598E+01, 7.598E+01, 7.606E+01, 7.606E+01, 7.372E+01, 7.034E+01, 6.666E+01, 6.362E+01, 5.259E+01, 7.311E+01, 7.576E+01, 7.576E+01, 7.576E+01, 7.576E+01, 7.821E+01, 7.821E+01, 7.759E+01, 7.246E+01, 6.621E+01, 6.020E+01, 4.694E+01, 7.938E+01, 8.195E+01, 8.195E+01, 8.195E+01, 8.195E+01, 8.412E+01, 8.412E+01, 8.211E+01, 7.707E+01, 6.761E+01, 5.786E+01, 4.671E+01, 7.869E+01, 8.091E+01, 8.091E+01, 8.091E+01, 8.091E+01, 8.431E+01, 8.431E+01, 8.243E+01, 7.639E+01, 7.076E+01, 6.384E+01, 4.970E+01, 3.740E-01, 3.740E-01, 3.147E-01, 3.282E-01, 3.163E-01, 3.163E-01, 3.464E-01, 2.651E-01, 0.000E+00
 1.840E+02, 4.667E+01, 4.937E+01, 5.637E+01, 5.953E+01, 7.728E+01, 7.728E+01, 7.728E+01, 7.728E+01, 7.776E+01, 7.776E+01, 7.390E+01, 6.973E+01, 6.715E+01, 6.545E+01, 5.179E+01, 7.403E+01, 7.951E+01, 7.951E+01, 7.951E+01, 7.951E+01, 8.286E+01, 8.286E+01, 8.128E+01, 7.462E+01, 6.620E+01, 6.011E+01, 4.741E+01, 7.885E+01, 8.118E+01, 8.118E+01, 8.118E+01, 8.118E+01, 8.307E+01, 8.307E+01, 8.227E+01, 7.974E+01, 7.326E+01, 6.365E+01, 4.790E+01, 8.006E+01, 8.221E+01, 8.221E+01, 8.221E+01, 8.221E+01, 8.551E+01, 8.551E+01, 8.499E+01, 7.989E+01, 7.476E+01, 6.759E+01, 5.115E+01, 2.717E-01, 2.717E-01, 2.482E-01, 2.739E-01, 4.148E-01, 4.148E-01, 4.100E-01, 3.734E-01, 0.000E+00
 1.880E+02, 4.794E+01, 5.070E+01, 5.797E+01, 6.113E+01, 7.794E+01, 7.794E+01, 7.794E+01, 7.794E+01, 7.887E+01, 7.887E+01, 7.641E+01, 7.287E+01, 7.099E+01, 6.844E+01, 5.362E+01, 7.508E+01, 7.972E+01, 7.972E+01, 7.972E+01, 7.972E+01, 8.226E+01, 8.226E+01, 8.272E+01, 7.854E+01, 6.979E+01, 6.253E+01, 4.805E+01, 8.199E+01, 8.443E+01, 8.443E+01, 8.443E+01, 8.443E+01, 8.619E+01, 8.619E+01, 8.483E+01, 8.113E+01, 7.423E+01, 6.400E+01, 4.897E+01, 8.270E+01, 8.443E+01, 8.443E+01, 8.443E+01, 8.443E+01, 8.587E+01, 8.587E+01, 8.395E+01, 8.003E+01, 7.585E+01, 6.862E+01, 5.258E+01, 4.187E-01, 4.187E-01, 3.086E-01, 2.116E-01, 3.648E-01, 3.648E-01, 3.829E-01, 3.728E-01, 0.000E+00
 1.920E+02, 4.926E+01, 5.233E+01, 5.967E+01, 6.257E+01, 7.834E+01, 7.834E+01, 7.834E+01, 7.834E+01, 7.895E+01, 7.895E+01, 7.716E+01, 7.384E+01, 7.102E+01, 6.834E+01, 5.542E+01, 7.821E+01, 8.365E+01, 8.365E+01, 8.365E+01, 8.365E+01, 8.501E+01, 8.501E+01, 8.464E+01, 8.056E+01, 7.361E+01, 6.587E+01, 4.983E+01, 8.412E+01, 8.739E+01, 8.739E+01, 8.739E+01, 8.739E+01, 8.944E+01, 8.944E+01, 8.699E+01, 8.178E+01, 7.430E+01, 6.492E+01, 5.039E+01, 8.351E+01, 8.545E+01, 8.545E+01, 8.545E+01, 8.545E+01, 8.719E+01, 8.719E+01, 8.454E+01, 7.952E+01, 7.579E+01, 7.055E+01, 5.327E+01, 2.117E-01, 2.117E-01, 2.167E-01, 2.945E-01, 3.613E-01, 3.613E-01, 3.639E-01, 3.070E-01, 0.000E+00
 1.960E+02, 5.018E+01, 5.379E+01, 6.158E+01, 6.405E+01, 7.559E+01, 7.559E+01, 7.559E+01, 7.559E+01, 7.728E+01, 7.728E+01, 7.700E+01, 7.552E+01, 7.352E+01, 7.137E+01, 5.444E+01, 8.067E+01, 8.475E+01, 8.475E+01, 8.475E+01, 8.475E+01, 8.667E+01, 8.667E+01, 8.643E+01, 8.278E+01, 7.711E+01, 6.932E+01, 5.113E+01, 8.559E+01, 8.983E+01, 8.983E+01, 8.983E+01, 8.983E+01, 9.212E+01, 9.212E+01, 8.806E+01, 8.163E+01, 7.597E+01, 6.776E+01, 5.129E+01, 8.500E+01, 8.714E+01, 8.714E+01, 8.714E+01, 8.714E+01, 8.866E+01, 8.866E+01, 8.690E+01, 8.261E+01, 7.713E+01, 7.104E+01, 5.459E+01, 3.483E-01, 3.483E-01, 4.088E-01, 4.249E-01, 3.108E-01, 3.108E-01, 2.722E-01, 3.454E-01, 0.000E+00
 2.000E+02, 5.126E+01, 5.502E+01, 6.306E+01, 6.597E+01, 7.716E+01, 7.716E+01, 7.716E+01, 7.716E+01, 7.912E+01, 7.912E+01, 7.988E+01, 7.911E+01, 7.635E+01, 7.355E+01, 5.389E+01, 7.989E+01, 8.471E+01, 8.471E+01, 8.471E+01, 8.471E+01, 8.708E+01, 8.708E+01, 8.791E+01, 8.458E+01, 7.836E+01, 7.159E+01, 5.276E+01, 8.586E+01, 8.957E+01, 8.957E+01, 8.957E+01, 8.957E+01, 9.192E+01, 9.192E+01, 9.024E+01, 8.593E+01, 8.020E+01, 7.274E+01, 5.310E+01, 8.847E+01, 9.133E+01, 9.133E+01, 9.133E+01, 9.133E+01, 9.321E+01, 9.321E+01, 8.931E+01, 8.306E+01, 7.716E+01, 7.112E+01, 5.591E+01, 2.916E-01, 2.916E-01, 3.159E-01, 2.856E-01, 2.901E-01, 2.901E-01, 3.681E-01, 3.180E-01, 0.000E+00
 2.040E+02, 5.277E+01, 5.649E+01, 6.464E+01, 6.774E+01, 8.250E+01, 8.250E+01, 8.250E+01, 8.250E+01, 8.370E+01, 8.370E+01, 8.338E+01, 8.105E+01, 7.741E+01, 7.420E+01, 5.404E+01, 8.083E+01, 8.538E+01, 8.538E+01, 8.538E+01, 8.538E+01, 8.926E+01, 8.926E+01, 9.082E+01, 8.899E+01, 8.441E+01, 7.648E+01, 5.383E+01, 8.867E+01, 9.171E+01, 9.171E+01, 9.171E+01, 9.171E+01, 9.422E+01, 9.422E+01, 9.327E+01, 8.930E+01, 8.389E+01, 7.907E+01, 5.528E+01, 9.071E+01, 9.332E+01, 9.332E+01, 9.332E+01, 9.332E+01, 9.607E+01, 9.607E+01, 9.219E+01, 8.375E+01, 7.754E+01, 7.171E+01, 5.664E+01, 3.418E-01, 3.418E-01, 3.677E-01, 2.938E-01, 4.790E-01, 4.790E-01, 5.043E-01, 4.213E-01, 0.000E+00
 2.080E+02, 5.394E+01, 5.789E+01, 6.648E+01, 6.938E+01, 8.244E+01, 8.244E+01, 8.244E+01, 8.244E+01, 8.422E+01, 8.422E+01, 8.493E+01, 8.351E+01, 8.028E+01, 7.544E+01, 5.554E+01, 8.070E+01, 8.612E+01, 8.612E+01, 8.612E+01, 8.612E+01, 9.125E+01, 9.125E+01, 9.319E+01, 9.131E+01, 8.683E+01, 7.873E+01, 5.534E+01, 9.295E+01, 9.537E+01, 9.537E+01, 9.537E+01, 9.537E+01, 9.714E+01, 9.714E+01, 9.617E+01, 9.066E+01, 8.305E+01, 7.675E+01, 5.585E+01, 9.187E+01, 9.461E+01, 9.461E+01, 9.461E+01, 9.461E+01, 9.725E+01, 9.725E+01, 9.389E+01, 8.597E+01, 7.871E+01, 7.233E+01, 5.851E+01, 2.953E-01, 2.953E-01, 3.609E-01, 3.524E-01, 3.751E-01, 3.751E-01, 3.505E-01, 3.446E-01, 0.000E+00
 2.120E+02, 5.568E+01, 5.952E+01, 6.849E+01, 7.085E+01, 8.843E+01, 8.843E+01, 8.843E+01, 8.843E+01, 9.044E+01, 9.044E+01, 8.954E+01, 8.762E+01, 8.405E+01, 7.821E+01, 5.763E+01, 8.588E+01, 9.028E+01, 9.028E+01, 9.028E+01, 9.028E+01, 9.464E+01, 9.464E+01, 9.389E+01, 8.871E+01, 8.245E+01, 7.425E+01, 5.656E+01, 9.548E+01, 9.908E+01, 9.908E+01, 9.908E+01, 9.908E+01, 1.001E+02, 1.001E+02, 9.747E+01, 9.111E+01, 8.313E+01, 7.515E+01, 5.633E+01, 9.278E+01, 9.528E+01, 9.528E+01, 9.528E+01, 9.528E+01, 9.841E+01, 9.841E+01, 9.749E+01, 9.230E+01, 8.403E+01, 7.443E+01, 5.975E+01, 4.208E-01, 4.208E-01, 3.874E-01, 3.495E-01, 3.453E-01, 3.453E-01, 4.150E-01, 3.534E-01, 0.000E+00
 2.160E+02, 5.761E+01, 6.112E+01, 7.051E+01, 7.208E+01, 9.371E+01, 9.371E+01, 9.371E+01, 9.371E+01, 9.496E+01, 9.496E+01, 9.230E+01, 9.026E+01, 8.664E+01, 8.079E+01, 6.074E+01, 8.881E+01, 9.253E+01, 9.253E+01, 9.253E+01, 9.253E+01, 9.665E+01, 9.665E+01, 9.614E+01, 9.207E+01, 8.733E+01, 8.037E+01, 5.740E+01, 9.781E+01, 1.018E+02, 1.018E+02, 1.018E+02, 1.018E+02, 1.037E+02, 1.037E+02, 1.021E+02, 9.722E+01, 8.866E+01, 7.791E+01, 5.746E+01, 9.173E+01, 9.410E+01, 9.410E+01, 9.410E+01, 9.410E+01, 9.851E+01, 9.851E+01, 9.886E+01, 9.529E+01, 8.884E+01, 7.925E+01, 6.098E+01, 4.364E-01, 4.364E-01, 3.253E-01, 3.077E-01, 4.824E-01, 4.824E-01, 4.373E-01, 3.344E-01, 0.000E+00
