m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,
 1.8508475E-001, 8.8238575E+006, 1.8508475E-001, 8.7901732E-005, 1.8508475E-001, 8.9884826E-005, 1.8508475E-001, 9.1283035E-005, 1.8508475E-001,-6.8601329E-001, 1.8508475E-001,-1.1389492E+000, 1.8508475E-001,-4.7633823E-003, 1.8508475E-001, 1.0633391E+007, 1.8508475E-001, 1.0172046E-004, 1.8508475E-001, 1.0467586E-004, 1.8508475E-001, 1.0642647E-004, 1.8508475E-001,-5.4212057E-001, 1.8508475E-001,-7.4161291E-001, 1.8508475E-001,-4.8407942E-003
 1.9457627E-001, 9.0639187E+006, 1.9457627E-001, 8.7549643E-005, 1.9457627E-001, 8.9077177E-005, 1.9457627E-001, 9.0186729E-005, 1.9457627E-001,-6.2473200E-001, 1.9457627E-001,-1.0405234E+000, 1.9457627E-001,-2.9344811E-003, 1.9457627E-001, 1.0570504E+007, 1.9457627E-001, 1.0237471E-004, 1.9457627E-001, 1.0584336E-004, 1.9457627E-001, 1.0777338E-004, 1.9457627E-001,-5.4822840E-001, 1.9457627E-001,-7.4965055E-001, 1.9457627E-001,-4.8569200E-003
 2.0406780E-001, 8.3150556E+006, 2.0406780E-001, 8.8485104E-005, 2.0406780E-001, 8.9742354E-005, 2.0406780E-001, 9.0654232E-005, 2.0406780E-001,-5.8482357E-001, 2.0406780E-001,-9.6913137E-001, 2.0406780E-001,-2.3946282E-003, 2.0406780E-001, 6.8319593E+006, 2.0406780E-001, 1.0762455E-004, 2.0406780E-001, 1.1058611E-004, 2.0406780E-001, 1.1215655E-004, 2.0406780E-001,-5.5905407E-001, 2.0406780E-001,-7.4880541E-001, 2.0406780E-001,-3.3885246E-003
 2.1355932E-001, 5.0345434E+006, 2.1355932E-001, 9.1376675E-005, 2.1355932E-001, 9.2648613E-005, 2.1355932E-001, 9.3559339E-005, 2.1355932E-001,-7.0112291E-001, 2.1355932E-001,-1.0969668E+000, 2.1355932E-001,-2.2072409E-003, 2.1355932E-001, 6.7093829E+006, 2.1355932E-001, 1.1134677E-004, 2.1355932E-001, 1.1292299E-004, 2.1355932E-001, 1.1382320E-004, 2.1355932E-001,-4.9869419E-001, 2.1355932E-001,-6.3833810E-001, 2.1355932E-001,-3.0824410E-003
 2.2305085E-001, 3.5069682E+006, 2.2305085E-001, 9.4397906E-005, 2.2305085E-001, 9.5574088E-005, 2.2305085E-001, 9.6379129E-005, 2.2305085E-001,-7.5224221E-001, 2.2305085E-001,-1.0456097E+000, 2.2305085E-001,-1.6708832E-003, 2.2305085E-001, 6.8357109E+006, 2.2305085E-001, 1.1158210E-004, 2.2305085E-001, 1.1309045E-004, 2.2305085E-001, 1.1390799E-004, 2.2305085E-001,-4.7150788E-001, 2.2305085E-001,-5.7805929E-001, 2.2305085E-001,-2.5583464E-003
 2.3254237E-001, 1.6941925E+006, 2.3254237E-001, 9.7089729E-005, 2.3254237E-001, 9.8367281E-005, 2.3254237E-001, 9.9335058E-005, 2.3254237E-001,-5.9788632E-001, 2.3254237E-001,-8.8353892E-001, 2.3254237E-001,-9.6605159E-004, 2.3254237E-001, 4.7123368E+006, 2.3254237E-001, 1.1424754E-004, 2.3254237E-001, 1.1573397E-004, 2.3254237E-001, 1.1658914E-004, 2.3254237E-001,-5.1987594E-001, 2.3254237E-001,-6.5361141E-001, 2.3254237E-001,-2.5170954E-003
 2.4203390E-001, 4.4048118E+005, 2.4203390E-001, 1.0280697E-004, 2.4203390E-001, 1.0579059E-004, 2.4203390E-001, 1.0789512E-004, 2.4203390E-001,-4.9348500E-001, 2.4203390E-001,-8.5107404E-001, 2.4203390E-001,-5.8018131E-004, 2.4203390E-001, 3.6976105E+006, 2.4203390E-001, 1.1449962E-004, 2.4203390E-001, 1.1627416E-004, 2.4203390E-001, 1.1729380E-004, 2.4203390E-001,-5.1425610E-001, 2.4203390E-001,-6.6742010E-001, 2.4203390E-001,-1.9285826E-003
 2.5152542E-001, 1.4698967E+005, 2.5152542E-001, 1.1069755E-004, 2.5152542E-001, 1.1316762E-004, 2.5152542E-001, 1.1491815E-004, 2.5152542E-001,-5.3872374E-001, 2.5152542E-001,-9.3184684E-001, 2.5152542E-001,-3.8837887E-004, 2.5152542E-001, 3.0509822E+006, 2.5152542E-001, 1.1565981E-004, 2.5152542E-001, 1.1761269E-004, 2.5152542E-001, 1.1869486E-004, 2.5152542E-001,-5.2953626E-001, 2.5152542E-001,-6.7677196E-001, 2.5152542E-001,-1.6796197E-003
 2.6101695E-001, 5.4572872E+005, 2.6101695E-001, 9.9759958E-005, 2.6101695E-001, 1.0112980E-004, 2.6101695E-001, 1.0214912E-004, 2.6101695E-001,-8.8658128E-001, 2.6101695E-001,-1.3536980E+000, 2.6101695E-001,-3.7381068E-004, 2.6101695E-001, 2.2959625E+006, 2.6101695E-001, 1.1888945E-004, 2.6101695E-001, 1.2038235E-004, 2.6101695E-001, 1.2123347E-004, 2.6101695E-001,-5.7005213E-001, 2.6101695E-001,-7.1006717E-001, 2.6101695E-001,-1.5674652E-003
 2.7050847E-001, 5.5434295E+005, 2.7050847E-001, 9.9900408E-005, 2.7050847E-001, 1.0119351E-004, 2.7050847E-001, 1.0223694E-004, 2.7050847E-001,-7.8067534E-001, 2.7050847E-001,-1.2223525E+000, 2.7050847E-001,-3.8417938E-004, 2.7050847E-001, 1.3721670E+006, 2.7050847E-001, 1.1671840E-004, 2.7050847E-001, 1.1932703E-004, 2.7050847E-001, 1.2077621E-004, 2.7050847E-001,-5.6616915E-001, 2.7050847E-001,-7.5429501E-001, 2.7050847E-001,-9.4866784E-004
 2.8000000E-001, 1.6450328E+005, 2.8000000E-001, 1.1998615E-004, 2.8000000E-001, 1.2198796E-004, 2.8000000E-001, 1.2329070E-004, 2.8000000E-001,-3.7843855E+000, 2.8000000E-001,-4.5203633E+000, 2.8000000E-001,-2.7389847E-004, 2.8000000E-001, 7.5052807E+005, 2.8000000E-001, 1.1366148E-004, 2.8000000E-001, 1.1693336E-004, 2.8000000E-001, 1.1883676E-004, 2.8000000E-001,-5.0612952E-001, 2.8000000E-001,-6.8569031E-001, 2.8000000E-001,-4.0279910E-004
