m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,
 1.8508475E-001, 7.8630210E+006, 1.8508475E-001, 9.1701248E-005, 1.8508475E-001, 9.3042628E-005, 1.8508475E-001, 9.4070622E-005, 1.8508475E-001,-8.0549457E-001, 1.8508475E-001,-1.2876636E+000, 1.8508475E-001,-4.0196061E-003, 1.8508475E-001, 1.0047917E+007, 1.8508475E-001, 1.0758851E-004, 1.8508475E-001, 1.0906098E-004, 1.8508475E-001, 1.0990712E-004, 1.8508475E-001,-5.3516082E-001, 1.8508475E-001,-6.8312718E-001, 1.8508475E-001,-4.7439325E-003
 1.9457627E-001, 7.8896925E+006, 1.9457627E-001, 9.3710029E-005, 1.9457627E-001, 9.4474105E-005, 1.9457627E-001, 9.5081435E-005, 1.9457627E-001,-5.2707936E-001, 1.9457627E-001,-8.0472672E-001, 1.9457627E-001,-3.0704126E-003, 1.9457627E-001, 7.3028273E+006, 1.9457627E-001, 1.1037727E-004, 1.9457627E-001, 1.1226754E-004, 1.9457627E-001, 1.1330512E-004, 1.9457627E-001,-5.8513714E-001, 1.9457627E-001,-7.8277757E-001, 1.9457627E-001,-4.2440905E-003
 2.0406780E-001, 6.7036140E+006, 2.0406780E-001, 9.3459707E-005, 2.0406780E-001, 9.4146328E-005, 2.0406780E-001, 9.4713032E-005, 2.0406780E-001,-4.2507963E-001, 2.0406780E-001,-6.6167713E-001, 2.0406780E-001,-1.9823914E-003, 2.0406780E-001, 5.2595483E+006, 2.0406780E-001, 1.1088024E-004, 2.0406780E-001, 1.1330588E-004, 2.0406780E-001, 1.1463395E-004, 2.0406780E-001,-5.8494133E-001, 2.0406780E-001,-8.2415067E-001, 2.0406780E-001,-3.1307992E-003
 2.1355932E-001, 2.0176710E+006, 2.1355932E-001, 9.7610605E-005, 2.1355932E-001, 9.9732312E-005, 2.1355932E-001, 1.0120373E-004, 2.1355932E-001,-8.6450950E-001, 2.1355932E-001,-1.4815114E+000, 2.1355932E-001,-1.3874372E-003, 2.1355932E-001, 4.9982216E+006, 2.1355932E-001, 1.1176596E-004, 2.1355932E-001, 1.1378735E-004, 2.1355932E-001, 1.1487929E-004, 2.1355932E-001,-5.0812554E-001, 2.1355932E-001,-6.6011289E-001, 2.1355932E-001,-2.6061071E-003
 2.2305085E-001, 1.8245876E+006, 2.2305085E-001, 1.0072745E-004, 2.2305085E-001, 1.0229684E-004, 2.2305085E-001, 1.0335878E-004, 2.2305085E-001,-1.1002530E+000, 2.2305085E-001,-1.6615335E+000, 2.2305085E-001,-1.6666288E-003, 2.2305085E-001, 3.8089068E+006, 2.2305085E-001, 1.1565595E-004, 2.2305085E-001, 1.1725397E-004, 2.2305085E-001, 1.1810764E-004, 2.2305085E-001,-5.1637199E-001, 2.2305085E-001,-6.5036305E-001, 2.2305085E-001,-1.8988108E-003
 2.3254237E-001, 1.7931246E+006, 2.3254237E-001, 1.0013725E-004, 2.3254237E-001, 1.0147550E-004, 2.3254237E-001, 1.0240226E-004, 2.3254237E-001,-1.0232241E+000, 2.3254237E-001,-1.5246664E+000, 2.3254237E-001,-1.4850412E-003, 2.3254237E-001, 2.3899790E+006, 2.3254237E-001, 1.1996010E-004, 2.3254237E-001, 1.2108484E-004, 2.3254237E-001, 1.2176149E-004, 2.3254237E-001,-5.9630760E-001, 2.3254237E-001,-7.5357756E-001, 2.3254237E-001,-1.7967053E-003
 2.4203390E-001, 1.3020007E+006, 2.4203390E-001, 1.0060823E-004, 2.4203390E-001, 1.0207070E-004, 2.4203390E-001, 1.0303873E-004, 2.4203390E-001,-1.0184717E+000, 2.4203390E-001,-1.5063272E+000, 2.4203390E-001,-8.4276608E-004, 2.4203390E-001, 1.3530069E+006, 2.4203390E-001, 1.2196442E-004, 2.4203390E-001, 1.2341886E-004, 2.4203390E-001, 1.2428741E-004, 2.4203390E-001,-6.6951142E-001, 2.4203390E-001,-8.7403799E-001, 2.4203390E-001,-1.0508611E-003
 2.5152542E-001, 8.3499840E+005, 2.5152542E-001, 1.0095563E-004, 2.5152542E-001, 1.0235879E-004, 2.5152542E-001, 1.0327850E-004, 2.5152542E-001,-9.4560691E-001, 2.5152542E-001,-1.3285023E+000, 2.5152542E-001,-5.6641524E-004, 2.5152542E-001, 1.1373425E+006, 2.5152542E-001, 1.2094301E-004, 2.5152542E-001, 1.2307611E-004, 2.5152542E-001, 1.2433926E-004, 2.5152542E-001,-6.2340447E-001, 2.5152542E-001,-8.2694365E-001, 2.5152542E-001,-8.4487578E-004
 2.6101695E-001, 2.3779000E+005, 2.6101695E-001, 1.0947469E-004, 2.6101695E-001, 1.1062999E-004, 2.6101695E-001, 1.1137386E-004, 2.6101695E-001,-1.8761917E+000, 2.6101695E-001,-2.3401427E+000, 2.6101695E-001,-3.8915282E-004, 2.6101695E-001, 1.4286291E+006, 2.6101695E-001, 1.1609741E-004, 2.6101695E-001, 1.1818367E-004, 2.6101695E-001, 1.1950375E-004, 2.6101695E-001,-5.1669056E-001, 2.6101695E-001,-6.7923365E-001, 2.6101695E-001,-9.3340759E-004
 2.7050847E-001, 7.2554064E+004, 2.7050847E-001, 1.1449517E-004, 2.7050847E-001, 1.1644303E-004, 2.7050847E-001, 1.1770776E-004, 2.7050847E-001,-2.8295999E+000, 2.7050847E-001,-3.5833906E+000, 2.7050847E-001,-7.7895368E-005, 2.7050847E-001, 1.5078469E+006, 2.7050847E-001, 1.1993569E-004, 2.7050847E-001, 1.2137478E-004, 2.7050847E-001, 1.2219713E-004, 2.7050847E-001,-5.0659418E-001, 2.7050847E-001,-6.2937878E-001, 2.7050847E-001,-9.4698629E-004
 2.8000000E-001, 3.7942725E+004, 2.8000000E-001, 1.2069407E-004, 2.8000000E-001, 1.2277753E-004, 2.8000000E-001, 1.2401625E-004, 2.8000000E-001,-3.5405092E+000, 2.8000000E-001,-4.0346350E+000, 2.8000000E-001,-5.1916127E-005, 2.8000000E-001, 1.7298613E+006, 2.8000000E-001, 1.2216377E-004, 2.8000000E-001, 1.2286551E-004, 2.8000000E-001, 1.2329673E-004, 2.8000000E-001,-4.7193965E-001, 2.8000000E-001,-5.5188049E-001, 2.8000000E-001,-9.0935000E-004
