m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,,m,
 1.8508475E-001, 2.8064658E+006, 1.8508475E-001, 9.3503877E-005, 1.8508475E-001, 9.6378409E-005, 1.8508475E-001, 9.8466148E-005, 1.8508475E-001,-1.3885913E+000, 1.8508475E-001,-2.4300761E+000, 1.8508475E-001,-2.8235061E-003, 1.8508475E-001, 8.2699385E+006, 1.8508475E-001, 1.0932315E-004, 1.8508475E-001, 1.1121310E-004, 1.8508475E-001, 1.1227767E-004, 1.8508475E-001,-5.5866530E-001, 1.8508475E-001,-7.2668791E-001, 1.8508475E-001,-4.3632252E-003
 1.9457627E-001, 1.5523567E+006, 1.9457627E-001, 9.9321472E-005, 1.9457627E-001, 1.0200548E-004, 1.9457627E-001, 1.0394004E-004, 1.9457627E-001,-1.7423615E+000, 1.9457627E-001,-2.7454841E+000, 1.9457627E-001,-2.0577643E-003, 1.9457627E-001, 7.8306346E+006, 1.9457627E-001, 1.0858588E-004, 1.9457627E-001, 1.1073323E-004, 1.9457627E-001, 1.1195374E-004, 1.9457627E-001,-5.5167283E-001, 1.9457627E-001,-7.2438054E-001, 1.9457627E-001,-4.1164314E-003
 2.0406780E-001, 3.6675396E+006, 2.0406780E-001, 9.3398955E-005, 2.0406780E-001, 9.5138676E-005, 2.0406780E-001, 9.6431494E-005, 2.0406780E-001,-7.9518193E-001, 2.0406780E-001,-1.3570303E+000, 2.0406780E-001,-2.2257475E-003, 2.0406780E-001, 6.3409601E+006, 2.0406780E-001, 1.1118515E-004, 2.0406780E-001, 1.1334260E-004, 2.0406780E-001, 1.1452631E-004, 2.0406780E-001,-5.5672748E-001, 2.0406780E-001,-7.1555514E-001, 2.0406780E-001,-3.5977391E-003
 2.1355932E-001, 2.8321457E+006, 2.1355932E-001, 9.4001509E-005, 2.1355932E-001, 9.5844969E-005, 2.1355932E-001, 9.7105318E-005, 2.1355932E-001,-7.9662168E-001, 2.1355932E-001,-1.2924393E+000, 2.1355932E-001,-1.5062618E-003, 2.1355932E-001, 3.8864423E+006, 2.1355932E-001, 1.1443031E-004, 2.1355932E-001, 1.1714871E-004, 2.1355932E-001, 1.1859021E-004, 2.1355932E-001,-5.4441447E-001, 2.1355932E-001,-7.5128813E-001, 2.1355932E-001,-2.7148913E-003
 2.2305085E-001, 1.2276962E+006, 2.2305085E-001, 9.8212846E-005, 2.2305085E-001, 9.9851851E-005, 2.2305085E-001, 1.0095970E-004, 2.2305085E-001,-8.3949803E-001, 2.2305085E-001,-1.2600579E+000, 2.2305085E-001,-8.0037452E-004, 2.2305085E-001, 2.8900212E+006, 2.2305085E-001, 1.1592166E-004, 2.2305085E-001, 1.1804129E-004, 2.2305085E-001, 1.1930996E-004, 2.2305085E-001,-5.9122877E-001, 2.2305085E-001,-8.0744089E-001, 2.2305085E-001,-2.0722241E-003
 2.3254237E-001, 1.2557508E+006, 2.3254237E-001, 1.0068226E-004, 2.3254237E-001, 1.0188386E-004, 2.3254237E-001, 1.0276531E-004, 2.3254237E-001,-8.8526065E-001, 2.3254237E-001,-1.3085036E+000, 2.3254237E-001,-7.9122108E-004, 2.3254237E-001, 2.9772698E+006, 2.3254237E-001, 1.1500771E-004, 2.3254237E-001, 1.1695130E-004, 2.3254237E-001, 1.1812640E-004, 2.3254237E-001,-5.5770600E-001, 2.3254237E-001,-7.4049253E-001, 2.3254237E-001,-1.7433327E-003
 2.4203390E-001, 1.2822339E+006, 2.4203390E-001, 1.0074783E-004, 2.4203390E-001, 1.0175767E-004, 2.4203390E-001, 1.0246853E-004, 2.4203390E-001,-6.8993013E-001, 2.4203390E-001,-9.5740275E-001, 2.4203390E-001,-7.8529879E-004, 2.4203390E-001, 2.4817646E+006, 2.4203390E-001, 1.1574985E-004, 2.4203390E-001, 1.1777548E-004, 2.4203390E-001, 1.1898231E-004, 2.4203390E-001,-5.3527648E-001, 2.4203390E-001,-7.1720437E-001, 2.4203390E-001,-1.6041172E-003
 2.5152542E-001, 5.1684130E+005, 2.5152542E-001, 1.0442158E-004, 2.5152542E-001, 1.0628783E-004, 2.5152542E-001, 1.0758694E-004, 2.5152542E-001,-9.0894683E-001, 2.5152542E-001,-1.3967223E+000, 2.5152542E-001,-5.3245909E-004, 2.5152542E-001, 1.3565660E+006, 2.5152542E-001, 1.1933876E-004, 2.5152542E-001, 1.2182958E-004, 2.5152542E-001, 1.2320469E-004, 2.5152542E-001,-5.6988207E-001, 2.5152542E-001,-7.5679070E-001, 2.5152542E-001,-1.0662163E-003
 2.6101695E-001, 3.4680886E+005, 2.6101695E-001, 1.0740400E-004, 2.6101695E-001, 1.0917924E-004, 2.6101695E-001, 1.1034122E-004, 2.6101695E-001,-1.4305629E+000, 2.6101695E-001,-2.0050682E+000, 2.6101695E-001,-3.4502517E-004, 2.6101695E-001, 5.2792427E+005, 2.6101695E-001, 1.2982781E-004, 2.6101695E-001, 1.3108001E-004, 2.6101695E-001, 1.3178950E-004, 2.6101695E-001,-7.4616690E-001, 2.6101695E-001,-9.1656261E-001, 2.6101695E-001,-5.2778101E-004
 2.7050847E-001, 2.0694162E+005, 2.7050847E-001, 1.0957459E-004, 2.7050847E-001, 1.1161613E-004, 2.7050847E-001, 1.1306910E-004, 2.7050847E-001,-1.6567815E+000, 2.7050847E-001,-2.2223694E+000, 2.7050847E-001,-2.8104661E-004, 2.7050847E-001, 1.0452552E+006, 2.7050847E-001, 1.1837043E-004, 2.7050847E-001, 1.2124628E-004, 2.7050847E-001, 1.2292373E-004, 2.7050847E-001,-5.9667722E-001, 2.7050847E-001,-8.2152766E-001, 2.7050847E-001,-7.3509069E-004
 2.8000000E-001, 4.2691595E+004, 2.8000000E-001, 1.2372895E-004, 2.8000000E-001, 1.2619784E-004, 2.8000000E-001, 1.2772707E-004, 2.8000000E-001,-2.9321178E+000, 2.8000000E-001,-3.7017178E+000, 2.8000000E-001,-1.1838376E-004, 2.8000000E-001, 1.0218636E+006, 2.8000000E-001, 1.2294498E-004, 2.8000000E-001, 1.2540965E-004, 2.8000000E-001, 1.2676875E-004, 2.8000000E-001,-5.9657484E-001, 2.8000000E-001,-7.6563437E-001, 2.8000000E-001,-7.5597111E-004
