s,C,C,C,C,C,C,C,C,C
 1.3800285E+003, 1.9419617E+002, 2.8162098E+002, 2.9120117E+002, 2.8551722E+002, 2.8652741E+002, 2.8516332E+002, 2.8885188E+002, 2.2822988E+002, 2.8654126E+002
 1.3900404E+003, 1.9213014E+002, 2.7964055E+002, 2.8782981E+002, 2.8195579E+002, 2.8302584E+002, 2.8158816E+002, 2.8540857E+002, 2.2664507E+002, 2.8401792E+002
 1.4000008E+003, 1.9007006E+002, 2.7771909E+002, 2.8455498E+002, 2.7851608E+002, 2.7964374E+002, 2.7813577E+002, 2.8207308E+002, 2.2513433E+002, 2.8160094E+002
 1.4100334E+003, 1.8800677E+002, 2.7585515E+002, 2.8137882E+002, 2.7519178E+002, 2.7637462E+002, 2.7479963E+002, 2.7884383E+002, 2.2368177E+002, 2.7925828E+002
 1.4200521E+003, 1.8593847E+002, 2.7400911E+002, 2.7824920E+002, 2.7191783E+002, 2.7315205E+002, 2.7151450E+002, 2.7566153E+002, 2.2225773E+002, 2.7691733E+002
 1.4300010E+003, 1.8387803E+002, 2.7219336E+002, 2.7518539E+002, 2.6871817E+002, 2.7000033E+002, 2.6830444E+002, 2.7254775E+002, 2.2087515E+002, 2.7461091E+002
 1.4400116E+003, 1.8181958E+002, 2.7039699E+002, 2.7217228E+002, 2.6557687E+002, 2.6690391E+002, 2.6515339E+002, 2.6948713E+002, 2.1952551E+002, 2.7232462E+002
 1.4500176E+003, 1.7975317E+002, 2.6862042E+002, 2.6921182E+002, 2.6250115E+002, 2.6387161E+002, 2.6206848E+002, 2.6648495E+002, 2.1821028E+002, 2.7007740E+002
 1.4600283E+003, 1.7768800E+002, 2.6686852E+002, 2.6631387E+002, 2.5949599E+002, 2.6090770E+002, 2.5905467E+002, 2.6354868E+002, 2.1692630E+002, 2.6785897E+002
 1.4700092E+003, 1.7562640E+002, 2.6511913E+002, 2.6344699E+002, 2.5652382E+002, 2.5797366E+002, 2.5607439E+002, 2.6064316E+002, 2.1566027E+002, 2.6563493E+002
 1.4800038E+003, 1.7356444E+002, 2.6339610E+002, 2.6063965E+002, 2.5362387E+002, 2.5511067E+002, 2.5316697E+002, 2.5780286E+002, 2.1443300E+002, 2.6346222E+002
 1.4900300E+003, 1.7149956E+002, 2.6169433E+002, 2.5788393E+002, 2.5078290E+002, 2.5230473E+002, 2.5031908E+002, 2.5501713E+002, 2.1323503E+002, 2.6131832E+002
 1.5000231E+003, 1.6943387E+002, 2.5999639E+002, 2.5515709E+002, 2.4797121E+002, 2.4952483E+002, 2.4750095E+002, 2.5225908E+002, 2.1205330E+002, 2.5916725E+002
 1.5100030E+003, 1.6737186E+002, 2.5830766E+002, 2.5246830E+002, 2.4520297E+002, 2.4678643E+002, 2.4472666E+002, 2.4954086E+002, 2.1089280E+002, 2.5703278E+002
 1.5200162E+003, 1.6531134E+002, 2.5661976E+002, 2.4980598E+002, 2.4246528E+002, 2.4407696E+002, 2.4198329E+002, 2.4685045E+002, 2.0974642E+002, 2.5490101E+002
 1.5300064E+003, 1.6324659E+002, 2.5495510E+002, 2.4720028E+002, 2.3979839E+002, 2.4143855E+002, 2.3931106E+002, 2.4422385E+002, 2.0863255E+002, 2.5283054E+002
 1.5400067E+003, 1.6118377E+002, 2.5332797E+002, 2.4467440E+002, 2.3722213E+002, 2.3889068E+002, 2.3672965E+002, 2.4168305E+002, 2.0755158E+002, 2.5082505E+002
 1.5500399E+003, 1.5911660E+002, 2.5170002E+002, 2.4217009E+002, 2.3466341E+002, 2.3635764E+002, 2.3416605E+002, 2.3916092E+002, 2.0647677E+002, 2.4880094E+002
 1.5600388E+003, 1.5704936E+002, 2.5007295E+002, 2.3968647E+002, 2.3212666E+002, 2.3384425E+002, 2.3162486E+002, 2.3665884E+002, 2.0541721E+002, 2.4677337E+002
 1.5700457E+003, 1.5498584E+002, 2.4843603E+002, 2.3721216E+002, 2.2959806E+002, 2.3133671E+002, 2.2909225E+002, 2.3416429E+002, 2.0436203E+002, 2.4472448E+002
 1.5800094E+003, 1.5292563E+002, 2.4681894E+002, 2.3478188E+002, 2.2712444E+002, 2.2888356E+002, 2.2661498E+002, 2.3171883E+002, 2.0333780E+002, 2.4272856E+002
 1.5900222E+003, 1.5086470E+002, 2.4521160E+002, 2.3238523E+002, 2.2468620E+002, 2.2646390E+002, 2.2417334E+002, 2.2930733E+002, 2.0232665E+002, 2.4073823E+002
 1.6000491E+003, 1.4879690E+002, 2.4359271E+002, 2.2999467E+002, 2.2225481E+002, 2.2405010E+002, 2.2173871E+002, 2.2690176E+002, 2.0131519E+002, 2.3873808E+002
 1.6100459E+003, 1.4672883E+002, 2.4199810E+002, 2.2765956E+002, 2.1989047E+002, 2.2170470E+002, 2.1937127E+002, 2.2455808E+002, 2.0032919E+002, 2.3680069E+002
 1.6200296E+003, 1.4466945E+002, 2.4042275E+002, 2.2537351E+002, 2.1757931E+002, 2.1941203E+002, 2.1705711E+002, 2.2226569E+002, 1.9936135E+002, 2.3489035E+002
 1.6300222E+003, 1.4260870E+002, 2.3886257E+002, 2.2312400E+002, 2.1530726E+002, 2.1715763E+002, 2.1478233E+002, 2.2001091E+002, 1.9841083E+002, 2.3300250E+002
 1.6400229E+003, 1.4054550E+002, 2.3730581E+002, 2.2089417E+002, 2.1305423E+002, 2.1492061E+002, 2.1252680E+002, 2.1777490E+002, 1.9746822E+002, 2.3111550E+002
 1.6500424E+003, 1.3847886E+002, 2.3576342E+002, 2.1869756E+002, 2.1083920E+002, 2.1272109E+002, 2.1030951E+002, 2.1557428E+002, 1.9654348E+002, 2.2925811E+002
 1.6600568E+003, 1.3641290E+002, 2.3422217E+002, 2.1651881E+002, 2.0864043E+002, 2.1053619E+002, 2.0810871E+002, 2.1339009E+002, 1.9562335E+002, 2.2739458E+002
 1.6700181E+003, 1.3435081E+002, 2.3268080E+002, 2.1435760E+002, 2.0645886E+002, 2.0836725E+002, 2.0592529E+002, 2.1122264E+002, 1.9470834E+002, 2.2552917E+002
 1.6800042E+003, 1.3229406E+002, 2.3113820E+002, 2.1221072E+002, 2.0429324E+002, 2.0621346E+002, 2.0375793E+002, 2.0906976E+002, 1.9379981E+002, 2.2366923E+002
 1.6900517E+003, 1.3022636E+002, 2.2959463E+002, 2.1007883E+002, 2.0214565E+002, 2.0407737E+002, 2.0160864E+002, 2.0693340E+002, 1.9289551E+002, 2.2181704E+002
 1.7000442E+003, 1.2815934E+002, 2.2805505E+002, 2.0796703E+002, 2.0002110E+002, 2.0196372E+002, 1.9948258E+002, 2.0481841E+002, 1.9200082E+002, 2.1998145E+002
 1.7100388E+003, 1.2609642E+002, 2.2653246E+002, 2.0589109E+002, 1.9793515E+002, 1.9988819E+002, 1.9739520E+002, 2.0274059E+002, 1.9112100E+002, 2.1817210E+002
 1.7200218E+003, 1.2403556E+002, 2.2501375E+002, 2.0383216E+002, 1.9586636E+002, 1.9782893E+002, 1.9532509E+002, 2.0067949E+002, 1.9024797E+002, 2.1636687E+002
 1.7300487E+003, 1.2197069E+002, 2.2350547E+002, 2.0179794E+002, 1.9382622E+002, 1.9579825E+002, 1.9328374E+002, 1.9864512E+002, 1.8938683E+002, 2.1458643E+002
 1.7400243E+003, 1.1990687E+002, 2.2201093E+002, 1.9979343E+002, 1.9181790E+002, 1.9379917E+002, 1.9127428E+002, 1.9664162E+002, 1.8853645E+002, 2.1282804E+002
 1.7500317E+003, 1.1784579E+002, 2.2053243E+002, 1.9782262E+002, 1.8984640E+002, 1.9183719E+002, 1.8930168E+002, 1.9467354E+002, 1.8769871E+002, 2.1109941E+002
 1.7600232E+003, 1.1578090E+002, 2.1905893E+002, 1.9587205E+002, 1.8789461E+002, 1.8989418E+002, 1.8734889E+002, 1.9272523E+002, 1.8686516E+002, 2.0937550E+002
 1.7700007E+003, 1.1372317E+002, 2.1760075E+002, 1.9395159E+002, 1.8597633E+002, 1.8798476E+002, 1.8542970E+002, 1.9080871E+002, 1.8604497E+002, 2.0768343E+002
 1.7800462E+003, 1.1165438E+002, 2.1616277E+002, 1.9206758E+002, 1.8409855E+002, 1.8611588E+002, 1.8355109E+002, 1.8893082E+002, 1.8524177E+002, 2.0602356E+002
 1.7900295E+003, 1.0958939E+002, 2.1472549E+002, 1.9019514E+002, 1.8222890E+002, 1.8425400E+002, 1.8168064E+002, 1.8706235E+002, 1.8443834E+002, 2.0435294E+002
 1.8000522E+003, 1.0752521E+002, 2.1329191E+002, 1.8833666E+002, 1.8037332E+002, 1.8240602E+002, 1.7982427E+002, 1.8520772E+002, 1.8363938E+002, 2.0268863E+002
 1.8100533E+003, 1.0545841E+002, 2.1186042E+002, 1.8649300E+002, 1.7853356E+002, 1.8057369E+002, 1.7798376E+002, 1.8336835E+002, 1.8284318E+002, 2.0102688E+002
 1.8200122E+003, 1.0339937E+002, 2.1041994E+002, 1.8465160E+002, 1.7669331E+002, 1.7873983E+002, 1.7614283E+002, 1.8152938E+002, 1.8204049E+002, 1.9935106E+002
 1.8300235E+003, 1.0133687E+002, 2.0899094E+002, 1.8283559E+002, 1.7488361E+002, 1.7693741E+002, 1.7433249E+002, 1.7971885E+002, 1.8124833E+002, 1.9771201E+002
 1.8400592E+003, 9.9270821E+001, 2.0756382E+002, 1.8103048E+002, 1.7308427E+002, 1.7514491E+002, 1.7253259E+002, 1.7791891E+002, 1.8045834E+002, 1.9607257E+002
 1.8500003E+003, 9.7209715E+001, 2.0614102E+002, 1.7923881E+002, 1.7129701E+002, 1.7336401E+002, 1.7074479E+002, 1.7613152E+002, 1.7967088E+002, 1.9443886E+002
 1.8600456E+003, 9.5147232E+001, 2.0472595E+002, 1.7746353E+002, 1.6952810E+002, 1.7160127E+002, 1.6897543E+002, 1.7436135E+002, 1.7889196E+002, 1.9282014E+002
 1.8700493E+003, 9.3078918E+001, 2.0331384E+002, 1.7569884E+002, 1.6777079E+002, 1.6984985E+002, 1.6721776E+002, 1.7260216E+002, 1.7811725E+002, 1.9120680E+002
 1.8800559E+003, 9.1013660E+001, 2.0190563E+002, 1.7394743E+002, 1.6602569E+002, 1.6811051E+002, 1.6547224E+002, 1.7085571E+002, 1.7734170E+002, 1.8960025E+002
 1.8900024E+003, 9.0000000E+001, 2.0050712E+002, 1.7221536E+002, 1.6430055E+002, 1.6639103E+002, 1.6374666E+002, 1.6912887E+002, 1.7657217E+002, 1.8801013E+002
 1.9000153E+003, 9.0000000E+001, 1.9911369E+002, 1.7049608E+002, 1.6258958E+002, 1.6468511E+002, 1.6203540E+002, 1.6741522E+002, 1.7581067E+002, 1.8642850E+002
 1.9100301E+003, 9.0000000E+001, 1.9773970E+002, 1.6880652E+002, 1.6091503E+002, 1.6301537E+002, 1.6036080E+002, 1.6573455E+002, 1.7507025E+002, 1.8488749E+002
 1.9200450E+003, 9.0000000E+001, 1.9638873E+002, 1.6715144E+002, 1.5927765E+002, 1.6138157E+002, 1.5872364E+002, 1.6408931E+002, 1.7434934E+002, 1.8337620E+002
 1.9300437E+003, 9.0000000E+001, 1.9506323E+002, 1.6553357E+002, 1.5768127E+002, 1.5978779E+002, 1.5712777E+002, 1.6248276E+002, 1.7364961E+002, 1.8190063E+002
 1.9400065E+003, 9.0000000E+001, 1.9376764E+002, 1.6395880E+002, 1.5613056E+002, 1.5823892E+002, 1.5557777E+002, 1.6092036E+002, 1.7296894E+002, 1.8046483E+002
 1.9500445E+003, 9.0000000E+001, 1.9248884E+002, 1.6241186E+002, 1.5460866E+002, 1.5671755E+002, 1.5405680E+002, 1.5938573E+002, 1.7230096E+002, 1.7904673E+002
 1.9600552E+003, 9.0000000E+001, 1.9122183E+002, 1.6088866E+002, 1.5311153E+002, 1.5521976E+002, 1.5256081E+002, 1.5787486E+002, 1.7164309E+002, 1.7764407E+002
 1.9700001E+003, 9.0000000E+001, 1.8997811E+002, 1.5940023E+002, 1.5165029E+002, 1.5375678E+002, 1.5110091E+002, 1.5639878E+002, 1.7100200E+002, 1.7627019E+002
 1.9800678E+003, 9.0000000E+001, 1.8874736E+002, 1.5793695E+002, 1.5021655E+002, 1.5232070E+002, 1.4966864E+002, 1.5494875E+002, 1.7037082E+002, 1.7491708E+002
 1.9900649E+003, 9.0000000E+001, 1.8753744E+002, 1.5650716E+002, 1.4881954E+002, 1.5092090E+002, 1.4827326E+002, 1.5353371E+002, 1.6975496E+002, 1.7359691E+002
 2.0000000E+003, 9.0000000E+001, 1.8635678E+002, 1.5511785E+002, 1.4746354E+002, 1.4956110E+002, 1.4691910E+002, 1.5215899E+002, 1.6915860E+002, 1.7230786E+002
