s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_C12H26,MLR_PRODUCTS,ZONE_1
 2.9000376E+003, 0.0000000E+000, 1.2562591E+000,-5.4735781E+000,-1.8449192E-001,-1.6205272E-005, 8.2960147E-003, 0.0000000E+000,-4.3996643E+000,-4.3935311E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8093439E+001
 2.9100315E+003, 0.0000000E+000, 1.3162412E+000,-5.3855382E+000,-1.3100571E-001,-1.1593075E-005, 8.6107002E-003, 0.0000000E+000,-4.1967567E+000,-4.1917036E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8813704E+001
 2.9200127E+003, 0.0000000E+000, 1.3689414E+000,-5.2460761E+000,-8.6264907E-002,-1.4128470E-005, 1.0737791E-002, 0.0000000E+000,-3.9581501E+000,-3.9526759E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9709396E+001
 2.9300322E+003, 0.0000000E+000, 1.4193665E+000,-5.1913128E+000,-4.0114730E-002,-1.4830319E-005, 6.0425365E-003, 0.0000000E+000,-3.8108908E+000,-3.8060333E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0214857E+001
 2.9400259E+003, 0.0000000E+000, 1.4640499E+000,-5.1281006E+000, 6.9795239E-004,-1.3382650E-005, 6.8689327E-003, 0.0000000E+000,-3.6603202E+000,-3.6564972E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0789241E+001
 2.9500515E+003, 0.0000000E+000, 1.5071820E+000,-5.0533299E+000, 3.7837441E-002,-1.2041223E-005, 7.5201455E-003, 0.0000000E+000,-3.5047701E+000,-3.5008024E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1418325E+001
 2.9600408E+003, 0.0000000E+000, 1.5440067E+000,-5.0428183E+000, 9.0878665E-002,-1.2462259E-005, 5.2159085E-003, 0.0000000E+000,-3.4060612E+000,-3.4027295E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1852055E+001
 2.9700354E+003, 0.0000000E+000, 1.5741812E+000,-4.8797266E+000, 1.2911179E-001,-1.0610114E-005, 8.6676070E-003, 0.0000000E+000,-3.1706412E+000,-3.1677767E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2577946E+001
 2.9800205E+003, 0.0000000E+000, 1.6037024E+000,-4.8748430E+000, 1.7269223E-001,-1.2520616E-005, 3.2437371E-003, 0.0000000E+000,-3.0976013E+000,-3.0952172E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2848352E+001
 2.9900354E+003, 0.0000000E+000, 1.6278529E+000,-4.8036882E+000, 2.1041766E-001,-1.1035066E-005, 7.1903522E-003, 0.0000000E+000,-2.9607802E+000,-2.9582383E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3450198E+001
 3.0000042E+003, 0.0000000E+000, 1.6478792E+000,-4.7057943E+000, 2.2918317E-001,-1.0360875E-005, 3.7828044E-003, 0.0000000E+000,-2.8263483E+000,-2.8249595E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3765609E+001
 3.0100334E+003, 0.0000000E+000, 1.6656748E+000,-4.6534015E+000, 2.4437740E-001,-9.1192551E-006, 4.1353850E-003, 0.0000000E+000,-2.7407921E+000,-2.7392230E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4111524E+001
 3.0200603E+003, 0.0000000E+000, 1.6799879E+000,-4.6240505E+000, 2.8110593E-001,-8.4615329E-006, 3.4542063E-003, 0.0000000E+000,-2.6610390E+000,-2.6595109E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4400419E+001
 3.0300315E+003, 0.0000000E+000, 1.6960729E+000,-4.5732789E+000, 3.0871003E-001,-9.6317736E-006, 4.4250586E-003, 0.0000000E+000,-2.5646298E+000,-2.5640806E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4768513E+001
 3.0400417E+003, 0.0000000E+000, 1.7069246E+000,-4.4829616E+000, 3.4057921E-001,-1.0374519E-005, 5.1444840E-003, 0.0000000E+000,-2.4307159E+000,-2.4303237E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5199559E+001
 3.0500054E+003, 0.0000000E+000, 1.7172075E+000,-4.4821281E+000, 3.7408708E-001,-7.6905684E-006, 1.0691833E-003, 0.0000000E+000,-2.3894540E+000,-2.3897720E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5288964E+001
 3.0600432E+003, 0.0000000E+000, 1.7197259E+000,-4.4237455E+000, 3.7981504E-001,-7.0108679E-006, 5.1612409E-003, 0.0000000E+000,-2.3193530E+000,-2.3190503E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5719823E+001
 3.0700432E+003, 0.0000000E+000, 1.7290554E+000,-4.3078109E+000, 4.1740143E-001,-8.6598406E-006, 4.2618566E-003, 0.0000000E+000,-2.1562315E+000,-2.1571009E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6078461E+001
 3.0800269E+003, 0.0000000E+000, 1.7321570E+000,-4.3491649E+000, 4.2248582E-001,-7.3278099E-006,-1.0810311E-003, 0.0000000E+000,-2.1947398E+000,-2.1956105E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5986951E+001
 3.0900181E+003, 0.0000000E+000, 1.7341293E+000,-4.2525833E+000, 4.4669582E-001,-6.7837226E-006, 5.3639286E-003, 0.0000000E+000,-2.0656153E+000,-2.0664011E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6435078E+001
 3.1000374E+003, 0.0000000E+000, 1.7393784E+000,-4.2511208E+000, 4.8573028E-001,-6.8168902E-006, 2.8696452E-003, 0.0000000E+000,-2.0218921E+000,-2.0231493E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6674210E+001
 3.1100552E+003, 0.0000000E+000, 1.7373914E+000,-4.1663698E+000, 4.7196655E-001,-6.6043859E-006, 1.4948166E-005, 0.0000000E+000,-1.9553384E+000,-1.9570034E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6677400E+001
 3.1200427E+003, 0.0000000E+000, 1.7383052E+000,-4.1778531E+000, 4.9551536E-001,-5.7078320E-006, 3.7807924E-003, 0.0000000E+000,-1.9384710E+000,-1.9402574E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6991637E+001
 3.1300256E+003, 0.0000000E+000, 1.7383055E+000,-4.0777302E+000, 5.2233453E-001,-6.0452313E-006, 2.6440586E-003, 0.0000000E+000,-1.8120974E+000,-1.8144522E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7214683E+001
 3.1400371E+003, 0.0000000E+000, 1.7316542E+000,-4.0812884E+000, 5.1604186E-001,-5.0003445E-006, 8.1923266E-005, 0.0000000E+000,-1.8317175E+000,-1.8335154E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7218004E+001
 3.1500542E+003, 0.0000000E+000, 1.7322736E+000,-4.0381908E+000, 5.5368233E-001,-5.7964563E-006, 3.3131581E-003, 0.0000000E+000,-1.7462093E+000,-1.7489275E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7496924E+001
 3.1600122E+003, 0.0000000E+000, 1.7285022E+000,-4.0120310E+000, 5.6695772E-001,-4.2615278E-006, 6.0680862E-004, 0.0000000E+000,-1.7131892E+000,-1.7159685E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7546640E+001
 3.1700503E+003, 0.0000000E+000, 1.7200631E+000,-3.9288733E+000, 5.8007252E-001,-4.9226464E-006, 4.3239991E-003, 0.0000000E+000,-1.6216837E+000,-1.6244186E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7909872E+001
 3.1800056E+003, 0.0000000E+000, 1.7167304E+000,-3.9223988E+000, 5.8590300E-001,-4.3173715E-006,-1.1356280E-003, 0.0000000E+000,-1.6178168E+000,-1.6209053E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7815026E+001
 3.1900149E+003, 0.0000000E+000, 1.7111969E+000,-3.9023108E+000, 5.9898975E-001,-4.2713769E-006, 2.1128301E-003, 0.0000000E+000,-1.5866191E+000,-1.5900155E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7991457E+001
 3.2000090E+003, 0.0000000E+000, 1.7006009E+000,-3.7954466E+000, 5.7814175E-001,-3.6378406E-006, 4.7904225E-004, 0.0000000E+000,-1.5129050E+000,-1.5162285E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8031901E+001
 3.2100273E+003, 0.0000000E+000, 1.7015421E+000,-3.8581532E+000, 6.2393246E-001,-4.1388839E-006, 7.8978000E-004, 0.0000000E+000,-1.5281665E+000,-1.5318930E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8098646E+001
 3.2200103E+003, 0.0000000E+000, 1.6902954E+000,-3.8049143E+000, 6.0747942E-001,-3.5320967E-006, 5.3066728E-004, 0.0000000E+000,-1.5026561E+000,-1.5066123E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8141856E+001
 3.2300269E+003, 0.0000000E+000, 1.6858711E+000,-3.7675422E+000, 6.4411539E-001,-3.5208031E-006, 4.6808834E-003, 0.0000000E+000,-1.4293999E+000,-1.4328784E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8533115E+001
 3.2400071E+003, 0.0000000E+000, 1.6766823E+000,-3.7186811E+000, 6.5535950E-001,-2.9368058E-006,-1.2406051E-003, 0.0000000E+000,-1.3835642E+000,-1.3878829E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8430122E+001
 3.2500466E+003, 0.0000000E+000, 1.6668590E+000,-3.6712138E+000, 6.5860291E-001,-3.9201814E-006, 2.3701414E-003, 0.0000000E+000,-1.3388493E+000,-1.3433856E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8631255E+001
 3.2600168E+003, 0.0000000E+000, 1.6624373E+000,-3.7250367E+000, 6.5583337E-001,-2.6178680E-006,-1.2505053E-003, 0.0000000E+000,-1.4039322E+000,-1.4080192E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8524291E+001
 3.2700083E+003, 0.0000000E+000, 1.6532988E+000,-3.6444632E+000, 6.7025664E-001,-3.2507765E-006, 1.7802458E-003, 0.0000000E+000,-1.3142953E+000,-1.3191307E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8674460E+001
 3.2800112E+003, 0.0000000E+000, 1.6461323E+000,-3.6346833E+000, 6.8094196E-001,-3.0563027E-006, 9.2026527E-004, 0.0000000E+000,-1.3024000E+000,-1.3066919E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8751229E+001
 3.2900312E+003, 0.0000000E+000, 1.6368183E+000,-3.5580021E+000, 6.7309577E-001,-2.9805918E-006, 2.2345143E-003, 0.0000000E+000,-1.2409845E+000,-1.2458564E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8938202E+001
 3.3000000E+003, 0.0000000E+000, 1.6253821E+000,-3.5331319E+000, 6.9108604E-001,-3.1060308E-006,-1.6022905E-004, 0.0000000E+000,-1.2115081E+000,-1.2168271E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8925844E+001
