s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,Pa
 8.6000830E+002, 2.9115531E+002, 0.0000000E+000,-1.2687943E+002,-8.7755918E+001,-7.1351444E+001,-2.8960973E-002,-2.0554859E-001, 0.0000000E+000, 4.6987896E+000, 4.9340154E+000, 1.0071018E-001, 6.4152856E-003,-1.1529152E-001,-5.8481008E-003, 1.0083877E+002
 8.7000214E+002, 2.9251467E+002, 0.0000000E+000,-1.2759212E+002,-8.7388566E+001,-7.2883569E+001,-2.8985901E-002, 3.4940611E-002, 0.0000000E+000, 4.4813900E+000, 4.6563701E+000, 1.0166343E-001, 6.4152856E-003,-1.1333374E-001,-5.5408266E-003, 1.0324997E+002
 8.8000122E+002, 2.9187245E+002, 0.0000000E+000,-1.2678741E+002,-8.8469459E+001,-7.1622640E+001,-2.8997861E-002, 2.8388794E-001, 0.0000000E+000, 4.9856230E+000, 5.2478237E+000, 1.0311702E-001, 6.4152856E-003,-1.1465546E-001,-5.3225875E-003, 1.2042699E+002
 8.9000604E+002, 2.9180636E+002, 0.0000000E+000,-1.2706886E+002,-8.7295761E+001,-7.1891357E+001,-2.8992656E-002,-2.9911176E-001, 0.0000000E+000, 5.0595044E+000, 5.2222800E+000, 9.6569275E-002, 6.4152856E-003,-1.1420462E-001,-5.1208075E-003, 1.0249440E+002
 9.0000043E+002, 2.9216957E+002, 0.0000000E+000,-1.2707933E+002,-8.8326190E+001,-7.3211628E+001,-2.8887542E-002, 3.2982426E-002, 0.0000000E+000, 3.3236396E+000, 3.5565192E+000, 1.0296859E-001, 6.4152856E-003,-1.1269373E-001,-4.7968012E-003, 1.0436116E+002
 9.1000104E+002, 2.9224417E+002, 0.0000000E+000,-1.2713013E+002,-8.8192759E+001,-7.2002785E+001,-2.9014236E-002, 1.8393024E-001, 0.0000000E+000, 4.8556383E+000, 5.0734209E+000, 9.9744552E-002, 6.4152856E-003,-1.1290388E-001,-4.6186291E-003, 1.1558087E+002
 9.2000159E+002, 2.9144985E+002, 0.0000000E+000,-1.2751634E+002,-8.8149951E+001,-7.1676216E+001,-2.9052853E-002,-2.0541300E-001, 0.0000000E+000, 3.6489160E+000, 3.8728823E+000, 9.8729483E-002, 6.4152856E-003,-1.1207961E-001,-4.4219955E-003, 1.0299555E+002
 9.3000397E+002, 2.9197114E+002, 0.0000000E+000,-1.2766831E+002,-8.7225109E+001,-7.1677685E+001,-2.9040301E-002, 1.2024153E-002, 0.0000000E+000, 5.1911971E+000, 5.3830116E+000, 9.6092603E-002, 6.4152856E-003,-1.1240614E-001,-4.2852993E-003, 1.0394249E+002
 9.4000372E+002, 2.9218853E+002, 0.0000000E+000,-1.2787492E+002,-8.8049914E+001,-7.2206009E+001,-2.9095261E-002, 2.7932596E-001, 0.0000000E+000, 4.0720184E+000, 4.3079179E+000, 1.0135166E-001, 6.4152856E-003,-1.1136472E-001,-4.0343049E-003, 1.2077900E+002
 9.5000739E+002, 2.9164676E+002, 0.0000000E+000,-1.2746276E+002,-8.8730914E+001,-7.1309427E+001,-2.8959921E-002,-2.2199278E-001, 0.0000000E+000, 3.6670096E+000, 3.8927108E+000, 9.6081012E-002, 6.4152856E-003,-1.1125947E-001,-3.8740513E-003, 1.0725427E+002
 9.6000348E+002, 2.9231047E+002, 0.0000000E+000,-1.2787378E+002,-8.8603626E+001,-7.2351226E+001,-2.8955045E-002, 2.1120131E-001, 0.0000000E+000, 3.4339719E+000, 3.6640857E+000, 1.0052525E-001, 6.4152856E-003,-1.0980160E-001,-3.6763109E-003, 1.2011359E+002
 9.7000610E+002, 2.9202304E+002, 0.0000000E+000,-1.2793721E+002,-8.8919271E+001,-7.2323120E+001,-2.9120063E-002,-2.0684497E-001, 0.0000000E+000, 2.3803028E+000, 2.6074720E+000, 9.9059344E-002, 6.4152856E-003,-1.1012185E-001,-3.5102945E-003, 1.0738604E+002
 9.8000629E+002, 2.9140339E+002, 0.0000000E+000,-1.2806557E+002,-8.8403412E+001,-7.1796761E+001,-2.8914852E-002,-1.5116729E-002, 0.0000000E+000, 2.8863617E+000, 3.0936161E+000, 1.0034666E-001, 6.4152856E-003,-1.1027495E-001,-3.3533478E-003, 1.0651562E+002
 9.9000818E+002, 7.7721505E+001, 0.0000000E+000,-6.8392557E+001,-7.2739515E+001,-5.3170641E+001,-7.4905956E-003,-9.7334069E+000, 0.0000000E+000,-1.2617569E+002,-1.2632211E+002, 3.8340946E-001, 1.6093266E-003,-8.7928024E-002,-2.5592370E-003,-4.8624290E+002
 1.0000004E+003, 0.0000000E+000, 0.0000000E+000,-3.4968364E+001,-6.0946458E+001,-3.3129657E+001, 6.7826143E-006, 1.2502774E+000, 0.0000000E+000,-1.2779227E+002,-1.2779419E+002, 5.1462166E-001,-5.1329194E-011,-7.9724281E-002,-2.3850214E-003,-4.1018419E+002
 1.0100110E+003, 0.0000000E+000, 0.0000000E+000,-2.4950764E+001,-5.2961190E+001,-2.4845523E+001, 5.6348279E-006, 1.0012194E+000, 0.0000000E+000,-1.0177418E+002,-1.0175625E+002, 4.2627998E-001,-5.1543514E-011,-7.7318612E-002,-2.7815582E-003,-3.4912871E+002
 1.0200032E+003, 0.0000000E+000, 0.0000000E+000,-1.8224366E+001,-4.8448590E+001,-1.9042592E+001, 5.3164580E-006, 7.2267701E-001, 0.0000000E+000,-8.5016231E+001,-8.4992866E+001, 3.6947175E-001,-5.2199994E-011,-7.7540322E-002,-2.9073004E-003,-3.0514258E+002
 1.0300089E+003, 0.0000000E+000, 0.0000000E+000,-1.3423417E+001,-4.4459103E+001,-1.4748865E+001, 4.5888593E-006, 7.0584879E-001, 0.0000000E+000,-7.1939015E+001,-7.1925533E+001, 3.2660389E-001,-5.2223298E-011,-7.7260562E-002,-2.8495379E-003,-2.6213228E+002
 1.0400011E+003, 0.0000000E+000, 0.0000000E+000,-9.9421270E+000,-4.0124277E+001,-1.1220950E+001, 3.7079565E-006, 7.6416989E-001, 0.0000000E+000,-6.0543508E+001,-6.0523180E+001, 2.8608551E-001,-4.9703642E-011,-7.3193370E-002,-2.8440898E-003,-2.1561384E+002
 1.0500068E+003, 0.0000000E+000, 0.0000000E+000,-7.3128105E+000,-3.6832813E+001,-8.5805384E+000, 3.6445452E-006, 5.8146194E-001, 0.0000000E+000,-5.2165675E+001,-5.2144696E+001, 2.5634991E-001,-4.9102816E-011,-7.2802250E-002,-2.8478479E-003,-1.8017368E+002
 1.0600126E+003, 0.0000000E+000, 0.0000000E+000,-5.2335604E+000,-3.3956419E+001,-6.4453221E+000, 3.1494677E-006, 3.6755567E-001, 0.0000000E+000,-4.5287861E+001,-4.5267743E+001, 2.2925125E-001,-4.7634293E-011,-7.0677323E-002,-2.7970111E-003,-1.5781622E+002
 1.0700048E+003, 0.0000000E+000, 0.0000000E+000,-3.6310997E+000,-3.1464961E+001,-4.6992850E+000, 2.8108653E-006, 3.5264650E-001, 0.0000000E+000,-3.9458139E+001,-3.9442697E+001, 2.0247046E-001,-4.2965104E-011,-6.3616614E-002,-2.5576905E-003,-1.3635338E+002
 1.0800105E+003, 0.0000000E+000, 0.0000000E+000,-2.3295037E+000,-2.9732629E+001,-3.2237836E+000, 2.7519114E-006, 3.1681472E-001, 0.0000000E+000,-3.4984863E+001,-3.4969099E+001, 1.8461391E-001,-4.1217851E-011,-6.0997987E-002,-2.4506395E-003,-1.1703986E+002
 1.0900027E+003, 0.0000000E+000, 0.0000000E+000,-1.2514007E+000,-2.7903059E+001,-1.9655867E+000, 2.4370560E-006, 2.5781205E-001, 0.0000000E+000,-3.0877930E+001,-3.0862232E+001, 1.6859650E-001,-4.0001881E-011,-5.9176365E-002,-2.4042646E-003,-1.0134696E+002
 1.1000084E+003, 0.0000000E+000, 0.0000000E+000,-3.8775328E-001,-2.6242960E+001,-9.5793182E-001, 2.4524846E-006, 1.9478238E-001, 0.0000000E+000,-2.7404949E+001,-2.7393861E+001, 1.5109605E-001,-3.6691536E-011,-5.4154193E-002,-2.2249647E-003,-8.9455397E+001
 1.1100006E+003, 0.0000000E+000, 0.0000000E+000, 3.3646770E-001,-2.4610930E+001,-2.8695374E-001, 2.3219297E-006, 1.7660138E-001, 0.0000000E+000,-2.4396986E+001,-2.4384812E+001, 1.3372542E-001,-3.2125610E-011,-4.7336650E-002,-1.9954788E-003,-7.8710087E+001
 1.1200063E+003, 0.0000000E+000, 0.0000000E+000, 9.0201579E-001,-2.2736874E+001, 4.9681506E-001, 2.1578948E-006, 1.4796141E-001, 0.0000000E+000,-2.1201942E+001,-2.1190079E+001, 1.1784587E-001,-2.8947867E-011,-4.2636531E-002,-1.8272457E-003,-6.9695317E+001
 1.1300120E+003, 0.0000000E+000, 0.0000000E+000, 1.3631899E+000,-2.1642419E+001, 1.0868217E+000, 2.1647350E-006, 1.1129211E-001, 0.0000000E+000,-1.9088527E+001,-1.9081113E+001, 1.0691522E-001,-2.6704716E-011,-3.9306824E-002,-1.7017059E-003,-6.2917239E+001
 1.1400042E+003, 0.0000000E+000, 0.0000000E+000, 1.7453236E+000,-2.0619094E+001, 1.4394514E+000, 1.8476176E-006, 9.6860662E-002, 0.0000000E+000,-1.7346100E+001,-1.7337457E+001, 9.8837137E-002,-2.5333485E-011,-3.7290201E-002,-1.6196754E-003,-5.7025621E+001
 1.1500099E+003, 0.0000000E+000, 0.0000000E+000, 2.0559704E+000,-1.9681668E+001, 1.9291723E+000, 1.7344286E-006, 7.8544910E-002, 0.0000000E+000,-1.5623532E+001,-1.5617979E+001, 8.9766628E-002,-2.3305357E-011,-3.4300984E-002,-1.5090524E-003,-5.2237380E+001
 1.1600021E+003, 0.0000000E+000, 0.0000000E+000, 2.3193972E+000,-1.8786870E+001, 2.3102039E+000, 1.5186725E-006, 8.0139964E-002, 0.0000000E+000,-1.4086182E+001,-1.4077128E+001, 8.1388265E-002,-2.1217599E-011,-3.1227840E-002,-1.3871640E-003,-4.7358791E+001
 1.1700078E+003, 0.0000000E+000, 0.0000000E+000, 2.5144859E+000,-1.7983625E+001, 2.8552096E+000, 1.6276953E-006, 8.2156277E-002, 0.0000000E+000,-1.2536211E+001,-1.2531772E+001, 7.3889828E-002,-1.9691774E-011,-2.8982414E-002,-1.2930005E-003,-4.2349106E+001
 1.1800000E+003, 0.0000000E+000, 0.0000000E+000, 2.6903009E+000,-1.7551928E+001, 2.9740510E+000, 1.5145102E-006, 2.3079024E-002, 0.0000000E+000,-1.1870294E+001,-1.1864495E+001, 6.9422752E-002,-1.8699693E-011,-2.7522495E-002,-1.2282315E-003,-4.0944674E+001
 1.1900057E+003, 0.0000000E+000, 0.0000000E+000, 2.8394414E+000,-1.6726959E+001, 3.0795526E+000, 1.5034097E-006, 1.5517207E-002, 0.0000000E+000,-1.0797085E+001,-1.0792446E+001, 6.3693196E-002,-1.7380542E-011,-2.5581504E-002,-1.1421454E-003,-4.0000797E+001
 1.2000000E+003, 0.0000000E+000, 0.0000000E+000, 2.9561342E+000,-1.6103837E+001, 3.2749315E+000, 1.3776165E-006, 2.9205653E-002, 0.0000000E+000,-9.8489289E+000,-9.8435639E+000, 5.9978481E-002,-1.6912240E-011,-2.4893103E-002,-1.1118724E-003,-3.8221102E+001
