s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
 1.4400100E+003, 0.0000000E+000, 1.0195095E+001,-2.8838723E+001, 1.0579937E+000,-2.8389100E-004, 2.0039745E-002, 0.0000000E+000,-1.7574319E+001,-1.7565878E+001, 1.4751638E-001,-2.3709294E-011,-8.9237926E-002,-1.0827937E+002
 1.4550171E+003, 0.0000000E+000, 1.0294335E+001,-2.7844687E+001, 1.5396259E+000,-2.6283559E-004, 2.5065458E-002, 0.0000000E+000,-1.5992337E+001,-1.5985923E+001, 1.3865043E-001,-2.2724225E-011,-8.5475799E-002,-1.0670934E+002
 1.4700194E+003, 0.0000000E+000, 1.0322765E+001,-2.6998563E+001, 1.9728987E+000,-2.4465789E-004, 1.9577766E-002, 0.0000000E+000,-1.4689891E+001,-1.4683566E+001, 1.3017324E-001,-2.1623334E-011,-8.1304046E-002,-1.0548116E+002
 1.4850161E+003, 0.0000000E+000, 1.0325450E+001,-2.6389066E+001, 2.3628394E+000,-2.2876830E-004, 1.9017483E-002, 0.0000000E+000,-1.3686875E+001,-1.3681988E+001, 1.2337650E-001,-2.0696841E-011,-7.7784594E-002,-1.0429255E+002
 1.5000099E+003, 0.0000000E+000, 1.0280362E+001,-2.5597978E+001, 2.6165830E+000,-2.1306083E-004, 1.4941894E-002, 0.0000000E+000,-1.2691920E+001,-1.2686304E+001, 1.1725753E-001,-1.9949788E-011,-7.4959955E-002,-1.0335801E+002
 1.5150195E+003, 0.0000000E+000, 1.0217405E+001,-2.5064843E+001, 2.8922944E+000,-1.9765745E-004, 1.1717471E-002, 0.0000000E+000,-1.1945007E+001,-1.1943624E+001, 1.1207005E-001,-1.9227301E-011,-7.2239000E-002,-1.0262609E+002
 1.5300099E+003, 0.0000000E+000, 1.0134441E+001,-2.4319826E+001, 3.1627308E+000,-1.8507713E-004, 1.2214973E-002, 0.0000000E+000,-1.1014711E+001,-1.1010624E+001, 1.0574691E-001,-1.8360256E-011,-6.8971671E-002,-1.0185968E+002
 1.5450193E+003, 0.0000000E+000, 1.0033038E+001,-2.3801658E+001, 3.3799500E+000,-1.7401464E-004, 7.9187851E-003, 0.0000000E+000,-1.0382631E+001,-1.0380925E+001, 1.0072790E-001,-1.7590943E-011,-6.6067250E-002,-1.0136456E+002
 1.5600144E+003, 0.0000000E+000, 9.9102743E+000,-2.3083614E+001, 3.5269666E+000,-1.6261377E-004, 1.2488937E-002, 0.0000000E+000,-9.6376458E+000,-9.6340472E+000, 9.5652889E-002,-1.6878211E-011,-6.3375767E-002,-1.0058107E+002
 1.5750276E+003, 0.0000000E+000, 9.7825226E+000,-2.2699892E+001, 3.7757129E+000,-1.5281211E-004, 7.7374161E-003, 0.0000000E+000,-9.1328118E+000,-9.1340719E+000, 9.1005987E-002,-1.6103995E-011,-6.0472089E-002,-1.0009646E+002
 1.5900170E+003, 0.0000000E+000, 9.6413979E+000,-2.2100381E+001, 3.9038291E+000,-1.4435039E-004, 3.2740790E-003, 0.0000000E+000,-8.5517536E+000,-8.5520245E+000, 8.5550818E-002,-1.5166633E-011,-5.6947518E-002,-9.9891446E+001
 1.6050277E+003, 0.0000000E+000, 9.4963303E+000,-2.1734643E+001, 4.0122720E+000,-1.3602144E-004, 4.2917477E-003, 0.0000000E+000,-8.2226505E+000,-8.2218845E+000, 8.2029150E-002,-1.4524944E-011,-5.4533776E-002,-9.9622786E+001
 1.6200336E+003, 0.0000000E+000, 9.3456262E+000,-2.1168083E+001, 4.1211512E+000,-1.2710847E-004, 2.0814809E-003, 0.0000000E+000,-7.6985498E+000,-7.6993510E+000, 7.8044272E-002,-1.3927303E-011,-5.2286304E-002,-9.9492298E+001
 1.6350157E+003, 0.0000000E+000, 9.2002377E+000,-2.0833981E+001, 4.1887091E+000,-1.2034034E-004, 7.9024719E-003, 0.0000000E+000,-7.4377862E+000,-7.4372523E+000, 7.5569584E-002,-1.3484257E-011,-5.0617574E-002,-9.8999308E+001
 1.6500363E+003, 0.0000000E+000, 9.0386468E+000,-2.0344916E+001, 4.3408670E+000,-1.1306090E-004, 6.5092418E-003, 0.0000000E+000,-6.9580888E+000,-6.9590057E+000, 7.1911919E-002,-1.2935446E-011,-4.8554307E-002,-9.8591334E+001
 1.6650027E+003, 0.0000000E+000, 8.8762323E+000,-2.0067564E+001, 4.4266641E+000,-1.0643949E-004, 1.9458505E-004, 0.0000000E+000,-6.7638430E+000,-6.7645792E+000, 6.8663681E-002,-1.2260507E-011,-4.6018199E-002,-9.8579932E+001
 1.6800155E+003, 0.0000000E+000, 8.7225381E+000,-1.9688122E+001, 4.4898983E+000,-1.0023678E-004, 4.9649750E-003, 0.0000000E+000,-6.4701817E+000,-6.4708209E+000, 6.5881338E-002,-1.1769372E-011,-4.4174136E-002,-9.8269294E+001
 1.6950020E+003, 0.0000000E+000, 8.5621910E+000,-1.9238385E+001, 4.5388267E+000,-9.5015252E-005, 2.5544762E-003, 0.0000000E+000,-6.1343968E+000,-6.1349075E+000, 6.2367270E-002,-1.1139907E-011,-4.1808376E-002,-9.8109374E+001
 1.7100250E+003, 0.0000000E+000, 8.4052743E+000,-1.9087925E+001, 4.6751636E+000,-8.9301973E-005, 8.4667680E-004, 0.0000000E+000,-6.0038868E+000,-6.0067299E+000, 6.0321934E-002,-1.0712329E-011,-4.0203445E-002,-9.8056576E+001
 1.7250067E+003, 0.0000000E+000, 8.2490937E+000,-1.8462061E+001, 4.6567839E+000,-8.4256626E-005, 3.3670649E-003, 0.0000000E+000,-5.5513830E+000,-5.5529002E+000, 5.6829485E-002,-1.0178725E-011,-3.8196865E-002,-9.7844359E+001
 1.7400184E+003, 0.0000000E+000, 8.0914252E+000,-1.8316905E+001, 4.6872057E+000,-7.9902006E-005,-1.2538180E-003, 0.0000000E+000,-5.5357467E+000,-5.5396078E+000, 5.5316776E-002,-9.8042734E-012,-3.6790288E-002,-9.7923771E+001
 1.7550033E+003, 0.0000000E+000, 7.9477528E+000,-1.7902979E+001, 4.7348454E+000,-7.5297697E-005, 2.5341233E-003, 0.0000000E+000,-5.2149592E+000,-5.2179217E+000, 5.2777331E-002,-9.4014662E-012,-3.5277817E-002,-9.7762852E+001
 1.7700238E+003, 0.0000000E+000, 7.7979685E+000,-1.7732454E+001, 4.8616835E+000,-7.0893102E-005, 4.7618143E-003, 0.0000000E+000,-5.0661080E+000,-5.0681108E+000, 5.0812277E-002,-9.0023560E-012,-3.3780084E-002,-9.7466601E+001
 1.7850090E+003, 0.0000000E+000, 7.6467961E+000,-1.7376107E+001, 4.8243449E+000,-6.7120482E-005,-1.0078728E-003, 0.0000000E+000,-4.9023523E+000,-4.9060405E+000, 4.8784585E-002,-8.6258724E-012,-3.2366856E-002,-9.7529690E+001
 1.8000000E+003, 0.0000000E+000, 7.5023034E+000,-1.7147687E+001, 4.8726978E+000,-6.3643919E-005, 1.0619231E-003, 0.0000000E+000,-4.7692497E+000,-4.7716873E+000, 4.6912523E-002,-8.2422047E-012,-3.0926285E-002,-9.7464300E+001
