s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa
 4.2000195E+002, 2.8581754E+003, 0.0000000E+000,-2.4715107E+003,-2.1704112E+001,-4.6814675E+002,-4.3056615E-001, 2.3543327E-002, 0.0000000E+000,-1.0677911E+002,-1.0359318E+002,-2.0446147E-004, 6.8162459E-002,-1.4022830E-005,-9.4678651E-001,-1.2634393E+000,-7.8701823E-001,-9.5425135E-001,-9.7121805E-001,-9.8489848E-001,-7.3015305E-001,-7.5206770E-001,-1.5093111E+000,-6.8080031E-001,-7.1155158E-001,-1.0930090E+000,-6.8122482E-001,-7.1564740E-001,-1.5686582E+000,-6.8040305E-001,-7.1622805E-001,-1.9203786E+000
 4.3000665E+002, 2.8737404E+003, 0.0000000E+000,-2.3805676E+003,-1.3242684E+001,-4.5930378E+002,-4.0945110E-001,-3.5421823E-002, 0.0000000E+000, 1.7551423E+001, 2.0181453E+001,-3.2364484E-004, 6.1648210E-002,-1.9578469E-005,-9.4905429E-001,-1.2487623E+000,-7.8452074E-001,-9.5664504E-001,-9.5673981E-001,-1.0277838E+000,-7.3111073E-001,-7.5322722E-001,-1.4897792E+000,-6.8084168E-001,-7.1136995E-001,-2.5276171E+000,-6.8109335E-001,-7.1574057E-001,-2.2964062E+000,-6.8034883E-001,-7.1630902E-001,-1.8875975E+000
 4.4000558E+002, 2.7681306E+003, 0.0000000E+000,-2.3322162E+003,-9.8197392E+000,-4.5613736E+002,-3.8751480E-001, 1.6665025E-002, 0.0000000E+000,-3.1709032E+001,-3.0413540E+001,-2.2218100E-004, 5.5133326E-002,-5.5475913E-006,-9.5586230E-001,-1.2709333E+000,-7.9059743E-001,-9.6067864E-001,-9.5847840E-001,-1.0179543E+000,-7.3189805E-001,-7.5303385E-001,-1.7526004E+000,-6.8079103E-001,-7.1131143E-001,-1.5963403E+000,-6.8115083E-001,-7.1547727E-001,-1.9625981E+000,-6.8037228E-001,-7.1618057E-001,-1.8824556E+000
 4.5000620E+002, 2.6092162E+003, 0.0000000E+000,-2.1866468E+003,-1.3142903E+001,-4.3167115E+002,-3.6563230E-001,-1.1963885E-002, 0.0000000E+000,-2.4544710E+001,-2.2622236E+001,-1.7771682E-004, 4.8618384E-002,-3.5157545E-006,-9.5145362E-001,-1.2813718E+000,-7.8871608E-001,-9.4087178E-001,-9.5277310E-001,-1.0706849E+000,-7.2812281E-001,-7.5308066E-001,-1.4879801E+000,-6.8076481E-001,-7.1135000E-001,-2.3501131E+000,-6.8110856E-001,-7.1599981E-001,-2.0897541E+000,-6.8042826E-001,-7.1653821E-001,-1.9714170E+000
 4.6000009E+002, 2.1697681E+003, 0.0000000E+000,-1.9015689E+003,-2.4410980E+001,-3.9793926E+002,-3.3764534E-001, 1.1341724E-002, 0.0000000E+000,-1.5753626E+002,-1.5447744E+002,-1.1190322E-007, 4.2104206E-002,-7.5386805E-006,-9.4089064E-001,-1.2756664E+000,-7.7894707E-001,-9.3238959E-001,-9.3465065E-001,-1.0469418E+000,-7.2517660E-001,-7.5479992E-001,-1.4366653E+000,-6.8076092E-001,-7.1105283E-001,-1.8988797E+000,-6.8117872E-001,-7.1508946E-001,-1.9777923E+000,-6.8044365E-001,-7.1574800E-001,-1.9362375E+000
 4.7000894E+002, 2.0127764E+003, 0.0000000E+000,-1.7447170E+003,-1.6648843E+001,-3.6866285E+002,-3.0227314E-001, 9.1059940E-003, 0.0000000E+000,-1.1880679E+002,-1.1754547E+002,-1.9522538E-004, 3.5589213E-002,-1.0634073E-005,-9.4068813E-001,-1.3422701E+000,-7.8305598E-001,-9.4346866E-001,-9.2322390E-001,-1.0945025E+000,-7.2334324E-001,-7.5376154E-001,-1.3451963E+000,-6.8070492E-001,-7.1044844E-001,-1.5716055E+000,-6.8113006E-001,-7.1492669E-001,-1.8158453E+000,-6.8041033E-001,-7.1568921E-001,-1.9579573E+000
 4.8000525E+002, 1.7037652E+003, 0.0000000E+000,-1.5246708E+003,-2.0795126E+001,-3.4065547E+002,-2.6467299E-001,-1.2878703E-002, 0.0000000E+000,-1.8449139E+002,-1.8263376E+002,-1.9411892E-004, 2.9073722E-002,-2.7692529E-005,-9.3706340E-001,-1.3447551E+000,-7.8166981E-001,-9.3288002E-001,-9.1658309E-001,-1.0623409E+000,-7.2190689E-001,-7.5274863E-001,-1.2344721E+000,-6.8061374E-001,-7.1008920E-001,-2.2320006E+000,-6.8088514E-001,-7.1419090E-001,-2.2082719E+000,-6.8025685E-001,-7.1514764E-001,-1.8219573E+000
 4.9000235E+002, 1.4154525E+003, 0.0000000E+000,-1.2881302E+003,-2.1978037E+001,-3.0573962E+002,-2.5840039E-001, 1.4836048E-002, 0.0000000E+000,-2.0232353E+002,-2.0063887E+002,-1.4756038E-004, 2.5266543E-002,-2.0007520E-005,-9.3468861E-001,-1.3379527E+000,-7.8150798E-001,-9.2463567E-001,-9.0784444E-001,-1.0688621E+000,-7.2195173E-001,-7.5167517E-001,-1.1500592E+000,-6.8052644E-001,-7.0979894E-001,-1.8206597E+000,-6.8083013E-001,-7.1385387E-001,-1.8911473E+000,-6.8022931E-001,-7.1468414E-001,-1.7663588E+000
 5.0000830E+002, 1.1335196E+003, 0.0000000E+000,-1.0044747E+003,-2.5881312E+001,-2.8229200E+002,-2.5587663E-001, 8.9624842E-003, 0.0000000E+000,-1.8160743E+002,-1.7937525E+002,-1.2519425E-004, 2.4152983E-002,-1.6631557E-005,-9.4127654E-001,-1.3177937E+000,-7.7699315E-001,-9.1221130E-001,-8.9707332E-001,-1.0713056E+000,-7.2507056E-001,-7.5242768E-001,-1.1144453E+000,-6.8055121E-001,-7.0939693E-001,-1.5125372E+000,-6.8092901E-001,-7.1369040E-001,-1.6764320E+000,-6.8029541E-001,-7.1468670E-001,-1.7937520E+000
 5.1000378E+002, 1.0650429E+003, 0.0000000E+000,-9.0412363E+002,-2.2155470E+001,-2.7316543E+002,-2.4969356E-001,-6.8296660E-003, 0.0000000E+000,-1.3694641E+002,-1.3465811E+002,-1.3281110E-004, 2.3040431E-002,-1.1728323E-005,-9.3757563E-001,-1.3608083E+000,-7.7692511E-001,-8.9436071E-001,-8.8971186E-001,-1.0700970E+000,-7.2040350E-001,-7.5284628E-001,-1.1896134E+000,-6.8049199E-001,-7.0913378E-001,-1.6354684E+000,-6.8089145E-001,-7.1372957E-001,-1.8225425E+000,-6.8032673E-001,-7.1473325E-001,-1.8599126E+000
 5.2000092E+002, 1.0110961E+003, 0.0000000E+000,-8.2906453E+002,-1.5667534E+001,-2.6609095E+002,-2.4030269E-001, 3.5287561E-003, 0.0000000E+000,-1.0261433E+002,-9.9963658E+001,-7.6103976E-005, 2.1928218E-002,-2.3830843E-005,-9.3600574E-001,-1.2493124E+000,-7.7394399E-001,-8.9926807E-001,-8.8988037E-001,-1.0503637E+000,-7.2483768E-001,-7.5112930E-001,-1.1662554E+000,-6.8052302E-001,-7.0949997E-001,-1.6297107E+000,-6.8088369E-001,-7.1378096E-001,-1.7980098E+000,-6.8032094E-001,-7.1455023E-001,-1.7264381E+000
 5.3000159E+002, 9.5780448E+002, 0.0000000E+000,-7.8925979E+002,-1.8636509E+001,-2.5719143E+002,-2.3321242E-001, 5.6190458E-003, 0.0000000E+000,-1.0988265E+002,-1.0751085E+002,-1.1832568E-004, 2.0815941E-002,-1.2235816E-005,-9.3490192E-001,-1.3375182E+000,-7.8381872E-001,-8.6207225E-001,-9.0060036E-001,-1.0814997E+000,-7.1969218E-001,-7.5055513E-001,-1.0844115E+000,-6.8043351E-001,-7.0930653E-001,-1.4729798E+000,-6.8087956E-001,-7.1352508E-001,-1.6674124E+000,-6.8034722E-001,-7.1438042E-001,-1.7485395E+000
 5.4000336E+002, 9.0578983E+002, 0.0000000E+000,-7.4127681E+002,-1.9131938E+001,-2.4630002E+002,-2.2190819E-001,-5.9453810E-003, 0.0000000E+000,-1.0366804E+002,-1.0114679E+002,-1.4075858E-004, 1.9703023E-002,-1.6682076E-005,-9.3962753E-001,-1.2982691E+000,-7.8029380E-001,-9.2279666E-001,-9.1430342E-001,-1.0902448E+000,-7.1681716E-001,-7.5062454E-001,-1.1547192E+000,-6.8051034E-001,-7.0917896E-001,-1.7034459E+000,-6.8081825E-001,-7.1329170E-001,-1.7510430E+000,-6.8022195E-001,-7.1422676E-001,-1.7103794E+000
 5.5000494E+002, 8.5276452E+002, 0.0000000E+000,-6.9876764E+002,-1.7480119E+001,-2.3888397E+002,-2.1171360E-001, 4.7099697E-003, 0.0000000E+000,-1.0493151E+002,-1.0257421E+002,-1.1129306E-004, 1.8590406E-002,-1.8864131E-005,-9.3397083E-001,-1.3337665E+000,-7.8149875E-001,-9.0587792E-001,-9.0252582E-001,-1.0928090E+000,-7.1729671E-001,-7.5019475E-001,-1.1614615E+000,-6.8044146E-001,-7.0893066E-001,-1.4354454E+000,-6.8084767E-001,-7.1325832E-001,-1.6445290E+000,-6.8027013E-001,-7.1404502E-001,-1.7909854E+000
 5.6000037E+002, 8.0081510E+002, 0.0000000E+000,-6.4903043E+002,-1.7826776E+001,-2.2973590E+002,-2.0010575E-001,-6.8493600E-003, 0.0000000E+000,-9.8421454E+001,-9.5984960E+001,-1.1148831E-004, 1.7477994E-002, 7.0607222E-007,-9.3556342E-001,-1.3352153E+000,-7.7945522E-001,-8.9405349E-001,-8.9955442E-001,-1.0818025E+000,-7.1823322E-001,-7.4935005E-001,-1.1733859E+000,-6.8041938E-001,-7.0891877E-001,-1.6974825E+000,-6.8075968E-001,-7.1308320E-001,-1.8344336E+000,-6.8024926E-001,-7.1404441E-001,-1.7447393E+000
 5.7000165E+002, 7.6744957E+002, 0.0000000E+000,-6.1875501E+002,-1.8691253E+001,-2.2219433E+002,-1.9176454E-001, 3.0240830E-003, 0.0000000E+000,-9.5059575E+001,-9.2379775E+001,-7.5334106E-005, 1.6734843E-002,-1.0440292E-005,-9.3207835E-001,-1.3180764E+000,-7.7567716E-001,-8.8614747E-001,-9.0012986E-001,-1.1082315E+000,-7.1634017E-001,-7.4940917E-001,-1.0713475E+000,-6.8041162E-001,-7.0870669E-001,-1.6966078E+000,-6.8073715E-001,-7.1312804E-001,-1.8015863E+000,-6.8024565E-001,-7.1401280E-001,-1.7113644E+000
 5.8000208E+002, 7.4940681E+002, 0.0000000E+000,-6.0090271E+002,-1.6810026E+001,-2.1467776E+002,-1.8970534E-001, 4.0266857E-003, 0.0000000E+000,-8.5817157E+001,-8.3169364E+001,-1.1919985E-004, 1.6359731E-002,-2.0081962E-005,-9.2892765E-001,-1.3192177E+000,-7.7856251E-001,-8.8484836E-001,-8.9850301E-001,-1.0930059E+000,-7.1505262E-001,-7.4935059E-001,-1.1283478E+000,-6.8040252E-001,-7.0865602E-001,-1.5106431E+000,-6.8080649E-001,-7.1324110E-001,-1.7459506E+000,-6.8027786E-001,-7.1381979E-001,-1.6662688E+000
 5.9000922E+002, 7.3198260E+002, 0.0000000E+000,-5.7371589E+002,-1.6352498E+001,-2.0937801E+002,-1.8680354E-001, 1.2000142E-004, 0.0000000E+000,-7.0194272E+001,-6.7650480E+001,-4.0722777E-005, 1.5984782E-002, 3.2700117E-006,-9.2405455E-001,-1.3250491E+000,-7.8064886E-001,-8.8518713E-001,-8.9989235E-001,-1.0922188E+000,-7.1354340E-001,-7.4920113E-001,-1.1057807E+000,-6.8038716E-001,-7.0840232E-001,-1.5148756E+000,-6.8075263E-001,-7.1306745E-001,-1.6752736E+000,-6.8026179E-001,-7.1379942E-001,-1.7399451E+000
 6.0000824E+002, 7.1472137E+002, 0.0000000E+000,-5.6129159E+002,-1.7297485E+001,-2.0550613E+002,-1.8382287E-001,-3.7401283E-003, 0.0000000E+000,-7.2099794E+001,-6.9561407E+001,-9.9083947E-005, 1.5609740E-002,-1.0971098E-005,-9.2568479E-001,-1.3277008E+000,-7.8152739E-001,-8.9859895E-001,-9.0655819E-001,-1.0828221E+000,-7.1362144E-001,-7.4894656E-001,-1.1741999E+000,-6.8037720E-001,-7.0862046E-001,-1.5010622E+000,-6.8072164E-001,-7.1300741E-001,-1.7629033E+000,-6.8022056E-001,-7.1365190E-001,-1.8042579E+000
 6.1000067E+002, 6.9691551E+002, 0.0000000E+000,-5.4761320E+002,-1.6338941E+001,-1.9879530E+002,-1.8069107E-001, 5.9571581E-003, 0.0000000E+000,-6.8472863E+001,-6.6006658E+001,-5.2418142E-005, 1.5234962E-002,-5.1980872E-007,-9.2109034E-001,-1.3248099E+000,-7.8046506E-001,-9.0223970E-001,-9.0650831E-001,-1.0959058E+000,-7.1242524E-001,-7.4853362E-001,-1.1279179E+000,-6.8039673E-001,-7.0861507E-001,-1.4473380E+000,-6.8071547E-001,-7.1286569E-001,-1.6393672E+000,-6.8021117E-001,-7.1360914E-001,-1.6891108E+000
 6.2000977E+002, 6.7925970E+002, 0.0000000E+000,-5.2626680E+002,-1.5211907E+001,-1.9548245E+002,-1.7804703E-001,-6.4664785E-004, 0.0000000E+000,-6.0391364E+001,-5.7880145E+001,-9.7416098E-005, 1.4859981E-002,-1.0462707E-005,-9.1978950E-001,-1.3227019E+000,-7.8019295E-001,-9.0961524E-001,-9.0962219E-001,-1.0906100E+000,-7.1299464E-001,-7.4822165E-001,-1.0857173E+000,-6.8041132E-001,-7.0848956E-001,-1.4606186E+000,-6.8070656E-001,-7.1278639E-001,-1.6774561E+000,-6.8019883E-001,-7.1356598E-001,-1.7129081E+000
 6.3000031E+002, 6.6223173E+002, 0.0000000E+000,-5.1502241E+002,-1.6141966E+001,-1.9314811E+002,-1.7298547E-001,-4.5749821E-003, 0.0000000E+000,-6.4666375E+001,-6.2258307E+001,-7.7959287E-005, 1.4485139E-002, 1.2701583E-006,-9.1485127E-001,-1.3078932E+000,-7.8017825E-001,-9.0084056E-001,-9.0277051E-001,-1.0915427E+000,-7.1292412E-001,-7.4800446E-001,-1.1426200E+000,-6.8040130E-001,-7.0823516E-001,-1.5262858E+000,-6.8067842E-001,-7.1283773E-001,-1.7697607E+000,-6.8019496E-001,-7.1347078E-001,-1.7770049E+000
 6.4000195E+002, 6.4463102E+002, 0.0000000E+000,-4.9905217E+002,-1.5726939E+001,-1.8895783E+002,-1.7005778E-001, 3.2837684E-003, 0.0000000E+000,-6.1594787E+001,-5.9272688E+001,-1.1123253E-004, 1.4110400E-002,-1.1253115E-005,-9.1879546E-001,-1.3137952E+000,-7.8125004E-001,-9.0812032E-001,-9.0857536E-001,-1.0991788E+000,-7.1327201E-001,-7.4755078E-001,-1.1127470E+000,-6.8040839E-001,-7.0825210E-001,-1.4728241E+000,-6.8063973E-001,-7.1262987E-001,-1.6815090E+000,-6.8017399E-001,-7.1351254E-001,-1.7467672E+000
 6.5000769E+002, 6.2732709E+002, 0.0000000E+000,-4.8704110E+002,-1.5410241E+001,-1.8539552E+002,-1.6630258E-001,-1.3304219E-003, 0.0000000E+000,-6.3038283E+001,-6.0687402E+001,-2.9906068E-005, 1.3735320E-002,-4.3955714E-006,-9.1701250E-001,-1.2923404E+000,-7.7744035E-001,-8.9898964E-001,-9.0296896E-001,-1.0826557E+000,-7.1213931E-001,-7.4735714E-001,-1.1775142E+000,-6.8036303E-001,-7.0837859E-001,-1.5422216E+000,-6.8060347E-001,-7.1251907E-001,-1.7395524E+000,-6.8017566E-001,-7.1328266E-001,-1.6560661E+000
 6.6000977E+002, 6.0973616E+002, 0.0000000E+000,-4.7232811E+002,-1.6172113E+001,-1.8055484E+002,-1.6363001E-001,-4.6854228E-004, 0.0000000E+000,-6.1700135E+001,-5.9482994E+001,-5.2080794E-005, 1.3360230E-002, 1.1659015E-005,-9.1955311E-001,-1.3004502E+000,-7.7988826E-001,-8.9577636E-001,-8.9933054E-001,-1.0837582E+000,-7.1112823E-001,-7.4681166E-001,-1.1318712E+000,-6.8031196E-001,-7.0812591E-001,-1.5048736E+000,-6.8057638E-001,-7.1209388E-001,-1.7004183E+000,-6.8017094E-001,-7.1301827E-001,-1.7951176E+000
 6.7000714E+002, 5.9218116E+002, 0.0000000E+000,-4.5852599E+002,-1.4878150E+001,-1.7627879E+002,-1.5905830E-001,-4.9436893E-005, 0.0000000E+000,-6.0017093E+001,-5.7660874E+001,-1.0906092E-004, 1.2985428E-002,-1.0012547E-005,-9.1241315E-001,-1.3105494E+000,-7.8083657E-001,-8.9755947E-001,-9.0136228E-001,-1.0818763E+000,-7.1179827E-001,-7.4642085E-001,-1.1245877E+000,-6.8033025E-001,-7.0843817E-001,-1.5551288E+000,-6.8057274E-001,-7.1228347E-001,-1.7251836E+000,-6.8015889E-001,-7.1307685E-001,-1.7370141E+000
 6.8000293E+002, 5.7518773E+002, 0.0000000E+000,-4.4648975E+002,-1.3529325E+001,-1.7236675E+002,-1.5550070E-001, 2.5548855E-003, 0.0000000E+000,-5.9532436E+001,-5.7351038E+001,-8.8414446E-005, 1.2610657E-002,-7.9307484E-006,-9.1584596E-001,-1.3292586E+000,-7.7892190E-001,-8.9359464E-001,-9.0052123E-001,-1.0784589E+000,-7.1165880E-001,-7.4537459E-001,-1.1072285E+000,-6.8031782E-001,-7.0847577E-001,-1.5499701E+000,-6.8054359E-001,-7.1230149E-001,-1.6938527E+000,-6.8014345E-001,-7.1301515E-001,-1.6425194E+000
 6.9001001E+002, 5.5768440E+002, 0.0000000E+000,-4.3181394E+002,-1.5608928E+001,-1.6932544E+002,-1.5108453E-001, 4.0071600E-003, 0.0000000E+000,-6.1555747E+001,-5.9210981E+001,-8.2636996E-005, 1.2235596E-002,-4.3458320E-006,-9.1900222E-001,-1.3063329E+000,-7.7723367E-001,-8.9820461E-001,-9.0218736E-001,-1.0826592E+000,-7.1201570E-001,-7.4516443E-001,-1.0944158E+000,-6.8032060E-001,-7.0808084E-001,-1.4525459E+000,-6.8055421E-001,-7.1225151E-001,-1.5950338E+000,-6.8013973E-001,-7.1290892E-001,-1.6202722E+000
 7.0000922E+002, 5.4056071E+002, 0.0000000E+000,-4.1574896E+002,-1.4111650E+001,-1.6524241E+002,-1.4857316E-001,-3.6393249E-003, 0.0000000E+000,-5.7056480E+001,-5.4694524E+001,-5.5828315E-005, 1.1860629E-002, 2.0811900E-006,-9.1081382E-001,-1.3020337E+000,-7.7781850E-001,-8.9023366E-001,-8.9553980E-001,-1.0866835E+000,-7.0992410E-001,-7.4444491E-001,-1.1093851E+000,-6.8030288E-001,-7.0815820E-001,-1.5133382E+000,-6.8054177E-001,-7.1211895E-001,-1.6631912E+000,-6.8015719E-001,-7.1275957E-001,-1.6940294E+000
 7.1000812E+002, 5.2319376E+002, 0.0000000E+000,-4.0315141E+002,-1.4899657E+001,-1.6177579E+002,-1.4306229E-001, 4.4249718E-004, 0.0000000E+000,-5.9122442E+001,-5.6775720E+001,-6.3110097E-005, 1.1485806E-002,-2.7422223E-006,-9.1152167E-001,-1.3123006E+000,-7.7507167E-001,-8.8847380E-001,-8.9542943E-001,-1.0847805E+000,-7.0893542E-001,-7.4384328E-001,-1.1037915E+000,-6.8030010E-001,-7.0824272E-001,-1.5021113E+000,-6.8052854E-001,-7.1172756E-001,-1.6969966E+000,-6.8014813E-001,-7.1268473E-001,-1.6604868E+000
 7.2000427E+002, 5.0617911E+002, 0.0000000E+000,-3.9013479E+002,-1.3961232E+001,-1.5828897E+002,-1.4024331E-001, 1.2018078E-003, 0.0000000E+000,-5.8613468E+001,-5.6344921E+001,-6.3108707E-005, 1.1111050E-002, 1.0590462E-006,-9.1248533E-001,-1.3069716E+000,-7.7324824E-001,-8.9920907E-001,-9.0116238E-001,-1.0905619E+000,-7.0867202E-001,-7.4285619E-001,-1.0793707E+000,-6.8030032E-001,-7.0800187E-001,-1.4314321E+000,-6.8050809E-001,-7.1174319E-001,-1.6335800E+000,-6.8011559E-001,-7.1241189E-001,-1.7379005E+000
 7.3000195E+002, 4.8875822E+002, 0.0000000E+000,-3.7585216E+002,-1.5464621E+001,-1.5508071E+002,-1.3525162E-001,-5.3659999E-004, 0.0000000E+000,-6.0013548E+001,-5.7775057E+001,-9.5125136E-005, 1.0736184E-002,-1.4457568E-006,-9.0533311E-001,-1.3051054E+000,-7.7238373E-001,-8.9835162E-001,-8.9840966E-001,-1.0875516E+000,-7.0945419E-001,-7.4282788E-001,-1.0686548E+000,-6.8029977E-001,-7.0772330E-001,-1.5218774E+000,-6.8044749E-001,-7.1158323E-001,-1.6818081E+000,-6.8006329E-001,-7.1227415E-001,-1.6504335E+000
 7.4001031E+002, 4.7832628E+002, 0.0000000E+000,-3.6401882E+002,-1.4848401E+001,-1.5288468E+002,-1.3194391E-001,-6.0965894E-004, 0.0000000E+000,-5.5840682E+001,-5.3558177E+001,-7.8422968E-005, 1.0510847E-002,-5.2873404E-006,-9.0297045E-001,-1.2895569E+000,-7.7022814E-001,-8.9812994E-001,-8.9500530E-001,-1.0766489E+000,-7.0829319E-001,-7.4222307E-001,-1.0802630E+000,-6.8029770E-001,-7.0778183E-001,-1.5190221E+000,-6.8045474E-001,-7.1154172E-001,-1.6645944E+000,-6.8006407E-001,-7.1215231E-001,-1.7004247E+000
 7.5001123E+002, 4.7477547E+002, 0.0000000E+000,-3.5663471E+002,-1.3493636E+001,-1.4950361E+002,-1.3268052E-001, 6.2055200E-004, 0.0000000E+000,-4.7174843E+001,-4.4988545E+001,-1.3899486E-004, 1.0434654E-002,-6.6118767E-006,-9.0879995E-001,-1.2918990E+000,-7.7452447E-001,-8.7689325E-001,-8.9122504E-001,-1.1030976E+000,-7.1035898E-001,-7.4135861E-001,-1.1475121E+000,-6.8025822E-001,-7.0785167E-001,-1.4291727E+000,-6.8048284E-001,-7.1175209E-001,-1.6235813E+000,-6.8011995E-001,-7.1234604E-001,-1.7225022E+000
 7.6000006E+002, 4.7125196E+002, 0.0000000E+000,-3.5189535E+002,-1.4254245E+001,-1.4826486E+002,-1.3249500E-001, 3.3535987E-003, 0.0000000E+000,-4.5628662E+001,-4.3291644E+001,-9.3254240E-005, 1.0358534E-002, 3.3748994E-007,-9.0292380E-001,-1.2911544E+000,-7.7468195E-001,-8.7744874E-001,-8.9044178E-001,-1.0712027E+000,-7.1021683E-001,-7.4094395E-001,-1.1104738E+000,-6.8024961E-001,-7.0789572E-001,-1.4397515E+000,-6.8045458E-001,-7.1154405E-001,-1.6266523E+000,-6.8011758E-001,-7.1224830E-001,-1.5659866E+000
 7.7000464E+002, 4.6799014E+002, 0.0000000E+000,-3.4700959E+002,-1.2694249E+001,-1.4683721E+002,-1.3105357E-001,-3.3154015E-003, 0.0000000E+000,-4.0843188E+001,-3.8685271E+001,-9.0171999E-005, 1.0282366E-002,-3.4044187E-006,-9.1327879E-001,-1.2836910E+000,-7.7692140E-001,-8.7401588E-001,-8.8823122E-001,-1.0555960E+000,-7.1243772E-001,-7.4021888E-001,-1.0941082E+000,-6.8023714E-001,-7.0800721E-001,-1.4838025E+000,-6.8045013E-001,-7.1158093E-001,-1.6899640E+000,-6.8011662E-001,-7.1239461E-001,-1.6550155E+000
 7.8000531E+002, 4.6438356E+002, 0.0000000E+000,-3.4292167E+002,-1.3231096E+001,-1.4516030E+002,-1.3094985E-001, 1.8312452E-003, 0.0000000E+000,-3.9235036E+001,-3.7058626E+001,-7.1847267E-005, 1.0206181E-002, 2.2098050E-006,-9.1503112E-001,-1.2886282E+000,-7.7072927E-001,-8.7983371E-001,-8.8905298E-001,-1.0718588E+000,-7.1338159E-001,-7.3939697E-001,-1.0964510E+000,-6.8026091E-001,-7.0769364E-001,-1.4017919E+000,-6.8045548E-001,-7.1160724E-001,-1.5926178E+000,-6.8009607E-001,-7.1209647E-001,-1.7183690E+000
 7.9001117E+002, 4.6095689E+002, 0.0000000E+000,-3.3890848E+002,-1.3101051E+001,-1.4415065E+002,-1.2943128E-001, 2.2790767E-003, 0.0000000E+000,-3.7408097E+001,-3.5330443E+001,-6.0529971E-005, 1.0129993E-002,-4.6395969E-006,-9.0933732E-001,-1.3015736E+000,-7.6968713E-001,-8.7787628E-001,-8.8856360E-001,-1.0655699E+000,-7.1256401E-001,-7.3860138E-001,-1.0916699E+000,-6.8023469E-001,-7.0794472E-001,-1.4582432E+000,-6.8043065E-001,-7.1142896E-001,-1.6046810E+000,-6.8009617E-001,-7.1184128E-001,-1.5379907E+000
 8.0001056E+002, 4.5752289E+002, 0.0000000E+000,-3.3519858E+002,-1.2547447E+001,-1.4166235E+002,-1.2914596E-001,-1.9518247E-003, 0.0000000E+000,-3.4189967E+001,-3.2016572E+001,-9.3884011E-005, 1.0053811E-002,-4.6349722E-006,-9.0460948E-001,-1.2949329E+000,-7.7188781E-001,-8.8662289E-001,-8.9198606E-001,-1.0707659E+000,-7.1321174E-001,-7.3745096E-001,-1.0581370E+000,-6.8024714E-001,-7.0802921E-001,-1.4298233E+000,-6.8041546E-001,-7.1120213E-001,-1.6232427E+000,-6.8007990E-001,-7.1198164E-001,-1.6793814E+000
 8.1000183E+002, 4.5412334E+002, 0.0000000E+000,-3.3260489E+002,-1.3579850E+001,-1.4111850E+002,-1.2958784E-001, 1.0739279E-003, 0.0000000E+000,-3.5512716E+001,-3.3308413E+001,-5.8684490E-005, 9.9776551E-003, 4.8561928E-006,-9.0628871E-001,-1.2891059E+000,-7.7609255E-001,-8.7733255E-001,-8.8922232E-001,-1.0656485E+000,-7.1418388E-001,-7.3680706E-001,-1.0587550E+000,-6.8022082E-001,-7.0786998E-001,-1.4207114E+000,-6.8041459E-001,-7.1112790E-001,-1.6245006E+000,-6.8011005E-001,-7.1205358E-001,-1.6280513E+000
 8.2000677E+002, 4.5044096E+002, 0.0000000E+000,-3.2860370E+002,-1.1489870E+001,-1.4027124E+002,-1.2813104E-001, 4.6042705E-004, 0.0000000E+000,-3.2173922E+001,-3.0051519E+001,-5.1223087E-005, 9.9014949E-003, 1.4981508E-006,-9.0415736E-001,-1.2874022E+000,-7.7194712E-001,-8.7870283E-001,-8.8728191E-001,-1.0624034E+000,-7.1288366E-001,-7.3577778E-001,-1.0573601E+000,-6.8021552E-001,-7.0769753E-001,-1.4487445E+000,-6.8040567E-001,-7.1109359E-001,-1.5344746E+000,-6.8010716E-001,-7.1172883E-001,-1.6658840E+000
 8.3000018E+002, 4.4705185E+002, 0.0000000E+000,-3.2471423E+002,-1.2607492E+001,-1.3867973E+002,-1.2714206E-001,-1.2115077E-003, 0.0000000E+000,-3.1233731E+001,-2.9077956E+001,-8.1331911E-005, 9.8253378E-003, 2.0350065E-006,-9.0747969E-001,-1.2848540E+000,-7.7138724E-001,-8.7020078E-001,-8.8743330E-001,-1.0586977E+000,-7.1310999E-001,-7.3433979E-001,-1.0443417E+000,-6.8020459E-001,-7.0760766E-001,-1.4756909E+000,-6.8038968E-001,-7.1086666E-001,-1.6427345E+000,-6.8010367E-001,-7.1174397E-001,-1.6237987E+000
 8.4000427E+002, 4.4362227E+002, 0.0000000E+000,-3.2194995E+002,-1.1908642E+001,-1.3830676E+002,-1.2645415E-001,-1.5063948E-003, 0.0000000E+000,-3.0782578E+001,-2.8671044E+001,-1.1064851E-004, 9.7491957E-003,-2.8162111E-006,-9.0643393E-001,-1.2878916E+000,-7.6916806E-001,-8.7317844E-001,-8.8877887E-001,-1.0588224E+000,-7.1358104E-001,-7.3277122E-001,-1.1023355E+000,-6.8017972E-001,-7.0757784E-001,-1.4429145E+000,-6.8038335E-001,-7.1084572E-001,-1.6337312E+000,-6.8008959E-001,-7.1169313E-001,-1.6945835E+000
