s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa
 3.9000000E+002, 2.9976632E+002, 0.0000000E+000,-1.7454898E+002, 3.5240941E-001,-9.8851683E+001,-7.3360471E-002,-1.9238723E-003, 0.0000000E+000, 2.6282940E+001, 2.6642784E+001,-2.3717929E-004, 6.5887712E-003,-2.3365395E-006,-1.0950625E+000,-1.0189229E+000,-1.6327176E+000,-8.5797075E-001,-6.6490185E-001,-1.0788454E+000,-1.1233998E+000,-1.1891875E+000,-7.4073210E-001,-7.0063569E-001,-9.4014303E-001,-6.7069427E-001,-7.0484297E-001,-1.1110270E+000,-6.7114901E-001,-7.1388612E-001,-1.1299453E+000,-6.7065803E-001,-7.1668839E-001,-1.1154629E+000
 4.0000818E+002, 3.0059037E+002, 0.0000000E+000,-1.7468890E+002, 8.3811545E-001,-9.9576502E+001,-7.3551407E-002,-1.8281354E-003, 0.0000000E+000, 2.6835540E+001, 2.7087702E+001,-1.2547558E-004, 6.6064337E-003,-4.2600534E-007,-1.1200879E+000,-1.0415952E+000,-1.6187075E+000,-8.5701445E-001,-6.6504401E-001,-1.0732296E+000,-1.1257665E+000,-1.1877698E+000,-7.4802289E-001,-7.0067857E-001,-9.3811968E-001,-6.7068959E-001,-7.0451253E-001,-1.1140157E+000,-6.7116322E-001,-7.1438682E-001,-1.1601205E+000,-6.7064441E-001,-7.1689258E-001,-1.1119568E+000
 4.1000656E+002, 3.5965541E+002, 0.0000000E+000,-1.8798012E+002, 2.2026415E+000,-1.0147490E+002,-8.7794942E-002, 2.4351289E-003, 0.0000000E+000, 7.1580112E+001, 7.2317672E+001,-1.9894289E-004, 7.9382820E-003,-5.5674116E-007,-1.1031434E+000,-1.0320059E+000,-1.6241199E+000,-8.6281600E-001,-6.6501572E-001,-1.0791640E+000,-1.1305597E+000,-1.1866869E+000,-7.4427169E-001,-7.0181248E-001,-9.4402054E-001,-6.7076058E-001,-7.0509851E-001,-1.0664762E+000,-6.7129654E-001,-7.1459098E-001,-1.0912974E+000,-6.7075153E-001,-7.1733784E-001,-1.1159188E+000
 4.2000049E+002, 4.7966314E+002, 0.0000000E+000,-2.2719396E+002, 6.7427403E+000,-1.0845190E+002,-1.1586409E-001,-3.1062073E-003, 0.0000000E+000, 1.5005090E+002, 1.5064105E+002,-3.2074405E-004, 1.0576006E-002,-3.3429857E-006,-1.0977011E+000,-1.0397390E+000,-1.6351436E+000,-8.6679100E-001,-6.6487930E-001,-1.0830125E+000,-1.1357265E+000,-1.1949662E+000,-7.4781255E-001,-7.0330656E-001,-1.0092789E+000,-6.7084693E-001,-7.0570816E-001,-1.1081902E+000,-6.7140539E-001,-7.1565148E-001,-1.1524245E+000,-6.7086974E-001,-7.1838545E-001,-1.1265023E+000
 4.3001462E+002, 5.9994201E+002, 0.0000000E+000,-2.8536711E+002, 9.7864033E+000,-1.1929962E+002,-1.4323501E-001,-5.0313607E-003, 0.0000000E+000, 2.0408617E+002, 2.0491341E+002,-3.1762019E-004, 1.3216449E-002,-3.5430565E-006,-1.1648812E+000,-1.0444811E+000,-1.6470367E+000,-8.7184535E-001,-6.6489458E-001,-1.0858209E+000,-1.1410364E+000,-1.2213023E+000,-7.4714582E-001,-7.0523739E-001,-1.0004258E+000,-6.7093408E-001,-7.0663057E-001,-1.1511759E+000,-6.7147643E-001,-7.1648970E-001,-1.2052057E+000,-6.7095380E-001,-7.1922526E-001,-1.1593050E+000
 4.4000662E+002, 7.1995503E+002, 0.0000000E+000,-3.6259628E+002, 1.0941510E+001,-1.3173908E+002,-1.7010509E-001,-2.9797881E-003, 0.0000000E+000, 2.3538709E+002, 2.3638810E+002,-2.8997720E-004, 1.5855956E-002,-2.7649070E-006,-1.2097603E+000,-1.0584600E+000,-1.6899390E+000,-8.7079122E-001,-6.6488043E-001,-1.0963076E+000,-1.1498469E+000,-1.2380128E+000,-7.4930158E-001,-7.0781451E-001,-1.0362122E+000,-6.7108580E-001,-7.0756611E-001,-1.1399954E+000,-6.7160916E-001,-7.1750545E-001,-1.2087910E+000,-6.7108585E-001,-7.2042156E-001,-1.1713534E+000
 4.5000394E+002, 8.3995735E+002, 0.0000000E+000,-4.6046210E+002, 1.1798037E+001,-1.4346403E+002,-1.9573602E-001,-3.0691281E-003, 0.0000000E+000, 2.4634061E+002, 2.4763045E+002,-3.3599958E-004, 1.8493576E-002,-4.3634838E-006,-1.2033667E+000,-1.0529115E+000,-1.6974445E+000,-8.7324529E-001,-6.6498898E-001,-1.1103436E+000,-1.1637324E+000,-1.2427460E+000,-7.4729268E-001,-7.1001254E-001,-1.0830852E+000,-6.7118679E-001,-7.0840481E-001,-1.2068402E+000,-6.7172153E-001,-7.1870094E-001,-1.2350206E+000,-6.7120975E-001,-7.2154425E-001,-1.2174788E+000
 4.6000568E+002, 9.5928354E+002, 0.0000000E+000,-5.6652641E+002, 1.1965910E+001,-1.5153983E+002,-2.2101878E-001,-6.4529424E-003, 0.0000000E+000, 2.5182204E+002, 2.5295573E+002,-3.9663110E-004, 2.1131651E-002,-3.3164224E-006,-1.3078879E+000,-1.0689154E+000,-1.6858570E+000,-8.8370492E-001,-6.6505569E-001,-1.1175377E+000,-1.1774993E+000,-1.2510401E+000,-7.5166636E-001,-7.1121683E-001,-1.0795023E+000,-6.7136283E-001,-7.0933263E-001,-1.2099954E+000,-6.7189579E-001,-7.1986145E-001,-1.2504379E+000,-6.7136997E-001,-7.2290023E-001,-1.2965787E+000
 4.7001089E+002, 1.0782286E+003, 0.0000000E+000,-6.8020508E+002, 1.0583085E+001,-1.6062192E+002,-2.4543537E-001,-3.8769235E-003, 0.0000000E+000, 2.4648975E+002, 2.4773538E+002,-3.3401108E-004, 2.3771219E-002,-3.3643337E-006,-1.3013933E+000,-1.0740073E+000,-1.6712391E+000,-8.8684374E-001,-6.6501502E-001,-1.1242575E+000,-1.1912662E+000,-1.2507850E+000,-7.5247031E-001,-7.1362240E-001,-1.1672946E+000,-6.7146776E-001,-7.1033644E-001,-1.2772468E+000,-6.7200451E-001,-7.2093160E-001,-1.3300148E+000,-6.7146662E-001,-7.2407213E-001,-1.2954823E+000
 4.8000101E+002, 1.1991729E+003, 0.0000000E+000,-7.9185540E+002, 1.1180385E+001,-1.6540582E+002,-2.6833231E-001,-1.6124761E-003, 0.0000000E+000, 2.5129821E+002, 2.5282216E+002,-4.1498227E-004, 2.6409434E-002,-6.0366646E-006,-1.2430893E+000,-1.0761033E+000,-1.7341040E+000,-8.8853658E-001,-6.6500834E-001,-1.1077476E+000,-1.1875732E+000,-1.2701450E+000,-7.5360440E-001,-7.1524384E-001,-1.2264313E+000,-6.7153907E-001,-7.1126774E-001,-1.3368843E+000,-6.7214032E-001,-7.2246449E-001,-1.3906209E+000,-6.7168303E-001,-7.2534181E-001,-1.3393606E+000
 4.9000784E+002, 1.3171806E+003, 0.0000000E+000,-9.0402204E+002, 1.0526194E+001,-1.7413771E+002,-2.9190021E-001,-1.0101973E-002, 0.0000000E+000, 2.4759970E+002, 2.4924506E+002,-3.9326152E-004, 2.9047984E-002,-4.3293272E-006,-1.3917095E+000,-1.0901942E+000,-1.7336432E+000,-8.9190444E-001,-6.6484970E-001,-1.1211288E+000,-1.1878119E+000,-1.2730884E+000,-7.5537649E-001,-7.1599272E-001,-1.3634043E+000,-6.7167434E-001,-7.1191004E-001,-1.3507778E+000,-6.7223615E-001,-7.2303920E-001,-1.4254912E+000,-6.7176656E-001,-7.2619948E-001,-1.3859072E+000
 5.0000226E+002, 1.4341163E+003, 0.0000000E+000,-1.0162667E+003, 9.9573112E+000,-1.8497184E+002,-3.1246226E-001,-5.8221801E-003, 0.0000000E+000, 2.4080483E+002, 2.4251676E+002,-3.2245850E-004, 3.1686769E-002,-2.5384393E-006,-1.4795752E+000,-1.0852691E+000,-1.7521758E+000,-8.9615436E-001,-6.6480072E-001,-1.1249949E+000,-1.1961363E+000,-1.2918058E+000,-7.5104060E-001,-7.1745049E-001,-1.3370768E+000,-6.7171638E-001,-7.1245051E-001,-1.4257873E+000,-6.7229204E-001,-7.2353929E-001,-1.4543794E+000,-6.7186987E-001,-7.2719009E-001,-1.4283861E+000
 5.1000748E+002, 1.5574012E+003, 0.0000000E+000,-1.1340475E+003, 1.0546311E+001,-1.9022544E+002,-3.3348097E-001,-1.5895608E-002, 0.0000000E+000, 2.4159545E+002, 2.4332519E+002,-4.3085271E-004, 3.4325646E-002,-4.4489053E-006,-1.7796422E+000,-1.0893268E+000,-1.7709167E+000,-8.9086150E-001,-6.6471034E-001,-1.1369569E+000,-1.1985607E+000,-1.2927481E+000,-7.4587356E-001,-7.1800474E-001,-1.3078930E+000,-6.7178283E-001,-7.1292899E-001,-1.4701722E+000,-6.7233465E-001,-7.2419486E-001,-1.5708766E+000,-6.7196994E-001,-7.2773615E-001,-1.5063157E+000
 5.2000439E+002, 1.6750705E+003, 0.0000000E+000,-1.2416840E+003, 5.7782465E+000,-1.9942021E+002,-3.5344136E-001, 1.3182042E-002, 0.0000000E+000, 2.3751311E+002, 2.3940426E+002,-5.2583311E-004, 3.6965060E-002,-4.5676979E-006,-1.2697168E+000,-1.0797259E+000,-1.7815146E+000,-8.9834533E-001,-6.6450746E-001,-1.1370570E+000,-1.2013541E+000,-1.2865606E+000,-7.4491076E-001,-7.2076263E-001,-1.5021223E+000,-6.7182755E-001,-7.1323917E-001,-1.6034497E+000,-6.7244722E-001,-7.2513779E-001,-1.6517962E+000,-6.7206610E-001,-7.2847681E-001,-1.5442417E+000
 5.3000092E+002, 1.7907518E+003, 0.0000000E+000,-1.3520678E+003, 9.8483883E+000,-2.1220183E+002,-3.7076726E-001,-5.5217012E-003, 0.0000000E+000, 2.3476837E+002, 2.3595431E+002,-3.3644199E-004, 3.9602710E-002,-4.7453691E-006,-1.4761280E+000,-1.0828425E+000,-1.8004305E+000,-8.9817546E-001,-6.6450429E-001,-1.1425762E+000,-1.2124034E+000,-1.2986790E+000,-7.4151561E-001,-7.2040039E-001,-1.3432423E+000,-6.7186652E-001,-7.1359092E-001,-1.5758573E+000,-6.7244843E-001,-7.2554253E-001,-1.6334020E+000,-6.7213845E-001,-7.2913238E-001,-1.5745024E+000
 5.4000531E+002, 1.9063662E+003, 0.0000000E+000,-1.4636148E+003, 7.0142673E+000,-2.2140001E+002,-3.8791338E-001,-2.7354032E-003, 0.0000000E+000, 2.2634705E+002, 2.2797498E+002,-1.1324828E-004, 4.2241461E-002,-1.8235963E-006,-1.5085778E+000,-1.0735235E+000,-1.8213405E+000,-9.1101344E-001,-6.6452929E-001,-1.1394595E+000,-1.2107429E+000,-1.2990435E+000,-7.3890128E-001,-7.2218144E-001,-1.2401861E+000,-6.7191789E-001,-7.1370712E-001,-1.6951791E+000,-6.7247008E-001,-7.2564864E-001,-1.6954194E+000,-6.7219026E-001,-7.2946537E-001,-1.5520481E+000
 5.5000177E+002, 1.9487051E+003, 0.0000000E+000,-1.5302862E+003, 6.0296203E+000,-2.3462862E+002,-3.8881894E-001,-6.2282484E-003, 0.0000000E+000, 1.8779258E+002, 1.8942485E+002,-2.6878753E-004, 4.2716397E-002,-3.8776234E-006,-1.5584869E+000,-1.0983035E+000,-1.8355080E+000,-8.9573913E-001,-6.6444474E-001,-1.1902742E+000,-1.2365626E+000,-1.2929671E+000,-7.4710781E-001,-7.2239185E-001,-1.4740046E+000,-6.7204698E-001,-7.1391491E-001,-1.6571706E+000,-6.7249101E-001,-7.2601881E-001,-1.6986909E+000,-6.7209295E-001,-7.2964551E-001,-1.5666951E+000
 5.6000134E+002, 1.8702802E+003, 0.0000000E+000,-1.5086911E+003, 1.9711765E+000,-2.4083340E+002,-3.7217520E-001,-5.2040464E-003, 0.0000000E+000, 1.2146174E+002, 1.2234953E+002,-4.8603587E-004, 4.1035974E-002,-5.1347359E-006,-1.7952550E+000,-1.0883785E+000,-1.8328255E+000,-9.1779452E-001,-6.6457068E-001,-1.1566902E+000,-1.2307648E+000,-1.3077033E+000,-7.3981709E-001,-7.2192818E-001,-1.3713849E+000,-6.7193783E-001,-7.1366741E-001,-1.6283021E+000,-6.7247887E-001,-7.2617198E-001,-1.6242139E+000,-6.7220921E-001,-7.3020039E-001,-1.5642358E+000
 5.7000891E+002, 1.9223877E+003, 0.0000000E+000,-1.5085142E+003, 1.6368484E+000,-2.5228217E+002,-3.8454169E-001, 1.0287913E-002, 0.0000000E+000, 1.6131705E+002, 1.6285386E+002,-1.5380958E-004, 4.2513892E-002,-1.5743958E-006,-1.5490870E+000,-1.0904067E+000,-1.9094234E+000,-8.8840014E-001,-6.6454355E-001,-1.2017988E+000,-1.2451674E+000,-1.3177484E+000,-7.5331370E-001,-7.2424879E-001,-1.3403608E+000,-6.7213372E-001,-7.1364857E-001,-1.5226273E+000,-6.7254632E-001,-7.2641111E-001,-1.6106833E+000,-6.7213635E-001,-7.3038151E-001,-1.6437582E+000
 5.8000726E+002, 2.1181413E+003, 0.0000000E+000,-1.6488978E+003, 4.4137165E+000,-2.7436844E+002,-4.1440435E-001,-2.4856341E-002, 0.0000000E+000, 1.9764977E+002, 1.9884952E+002,-1.9300225E-004, 4.7141329E-002,-2.6754328E-006,-2.0672846E+000,-1.1288353E+000,-1.8613772E+000,-8.9397406E-001,-6.6455817E-001,-1.2008460E+000,-1.2547341E+000,-1.3055856E+000,-7.7112242E-001,-7.2438105E-001,-1.4087932E+000,-6.7224152E-001,-7.1445093E-001,-1.5987364E+000,-6.7258873E-001,-7.2658919E-001,-1.6568998E+000,-6.7210729E-001,-7.3055437E-001,-1.6431049E+000
 5.9000989E+002, 2.3230494E+003, 0.0000000E+000,-1.8209762E+003, 2.6079446E+000,-2.9119188E+002,-4.3843664E-001,-7.2505432E-003, 0.0000000E+000, 2.1115984E+002, 2.1304357E+002,-2.6677683E-004, 5.1767500E-002, 8.8346684E-007,-2.2366411E+000,-1.1206471E+000,-1.8364580E+000,-8.8650016E-001,-6.6446299E-001,-1.2027395E+000,-1.2573810E+000,-1.3215837E+000,-7.6220559E-001,-7.2486817E-001,-1.3886574E+000,-6.7228618E-001,-7.1458003E-001,-1.6263477E+000,-6.7265603E-001,-7.2703023E-001,-1.5586297E+000,-6.7220342E-001,-7.3086346E-001,-1.7388956E+000
 6.0000085E+002, 2.5154748E+003, 0.0000000E+000,-1.9935036E+003, 2.9265127E+000,-3.1147913E+002,-4.6258570E-001, 1.3474683E-002, 0.0000000E+000, 2.1116157E+002, 2.1296952E+002, 1.1274130E-005, 5.6392164E-002, 1.8546335E-005,-1.6929676E+000,-1.1256803E+000,-1.8255278E+000,-8.7680009E-001,-6.6437389E-001,-1.2832830E+000,-1.3029466E+000,-1.2849626E+000,-7.6516957E-001,-7.2625497E-001,-1.5281922E+000,-6.7243724E-001,-7.1535370E-001,-1.7549844E+000,-6.7259243E-001,-7.2701740E-001,-1.8363636E+000,-6.7202577E-001,-7.3093142E-001,-1.6959695E+000
 6.1000208E+002, 2.6390761E+003, 0.0000000E+000,-2.1239408E+003, 3.4731217E+000,-3.3139023E+002,-4.6087311E-001,-2.9349740E-003, 0.0000000E+000, 1.8590813E+002, 1.8675441E+002, 1.5112077E-004, 5.9339126E-002, 2.3342656E-005,-1.5711021E+000,-1.1267742E+000,-1.8458859E+000,-8.8561415E-001,-6.6441066E-001,-1.2599455E+000,-1.2766544E+000,-1.3261531E+000,-7.6161192E-001,-7.2590199E-001,-1.4268837E+000,-6.7235823E-001,-7.1511624E-001,-2.0424266E+000,-6.7253051E-001,-7.2704267E-001,-2.0017533E+000,-6.7211499E-001,-7.3136059E-001,-1.8021044E+000
 6.2000452E+002, 2.6749019E+003, 0.0000000E+000,-2.1923038E+003,-5.4510124E+000,-3.4115043E+002,-4.5506202E-001,-2.1396137E-002, 0.0000000E+000, 1.3417322E+002, 1.3552027E+002, 1.2114065E-005, 6.0614027E-002, 1.8494332E-005,-2.2343515E+000,-1.1320697E+000,-1.8056240E+000,-8.8943136E-001,-6.6423588E-001,-1.2799108E+000,-1.2863613E+000,-1.2713556E+000,-7.6539902E-001,-7.2913636E-001,-1.5032633E+000,-6.7246046E-001,-7.1525973E-001,-1.7443108E+000,-6.7262154E-001,-7.2710482E-001,-1.9082919E+000,-6.7209850E-001,-7.3112664E-001,-1.7946607E+000
 6.3000226E+002, 2.7458999E+003, 0.0000000E+000,-2.2460495E+003,-5.9943895E+000,-3.4605605E+002,-4.5148088E-001, 1.5344846E-002, 0.0000000E+000, 1.4533671E+002, 1.4736382E+002,-8.6678418E-005, 6.1888730E-002, 1.3965596E-005,-1.8531909E+000,-1.1271025E+000,-1.8014144E+000,-8.7916420E-001,-6.6412674E-001,-1.2778602E+000,-1.2770386E+000,-1.2818137E+000,-7.6582514E-001,-7.2973611E-001,-1.5191899E+000,-6.7251771E-001,-7.1576946E-001,-1.9096318E+000,-6.7265790E-001,-7.2741697E-001,-1.8457205E+000,-6.7214727E-001,-7.3134266E-001,-1.7201719E+000
 6.4000696E+002, 2.8980873E+003, 0.0000000E+000,-2.3997534E+003,-2.0428405E+000,-3.5527641E+002,-4.6361018E-001,-1.0112927E-002, 0.0000000E+000, 1.4007421E+002, 1.4054099E+002, 1.1068944E-004, 6.3163386E-002, 2.6899035E-005,-1.9923844E+000,-1.1352527E+000,-1.7921204E+000,-8.8989167E-001,-6.6395355E-001,-1.2777340E+000,-1.2809387E+000,-1.2890193E+000,-7.6559777E-001,-7.2843008E-001,-1.5178104E+000,-6.7247944E-001,-7.1555363E-001,-1.9105229E+000,-6.7264136E-001,-7.2731732E-001,-1.8777840E+000,-6.7214310E-001,-7.3131950E-001,-1.8756036E+000
 6.5000299E+002, 2.8803954E+003, 0.0000000E+000,-2.4307644E+003,-8.0561481E+000,-3.5225457E+002,-4.5876504E-001, 1.4173407E-002, 0.0000000E+000, 8.6886244E+001, 8.8875689E+001, 5.7979761E-005, 6.4438200E-002, 9.6797253E-006,-1.6804963E+000,-1.1243913E+000,-1.8202891E+000,-8.8193937E-001,-6.6382853E-001,-1.2824406E+000,-1.2865916E+000,-1.2719589E+000,-7.6346227E-001,-7.2952265E-001,-1.4928886E+000,-6.7254546E-001,-7.1611122E-001,-1.7979642E+000,-6.7272210E-001,-7.2775331E-001,-1.9531059E+000,-6.7221345E-001,-7.3168632E-001,-1.9050818E+000
 6.6000525E+002, 2.9285188E+003, 0.0000000E+000,-2.4617669E+003,-3.9635807E+000,-3.5969450E+002,-4.5426606E-001,-1.9809740E-002, 0.0000000E+000, 1.0213769E+002, 1.0261983E+002, 1.9948234E-004, 6.5712631E-002, 4.5388604E-005,-2.2140377E+000,-1.1219758E+000,-1.8222833E+000,-8.8298275E-001,-6.6392196E-001,-1.2773130E+000,-1.3003229E+000,-1.2843647E+000,-7.6237126E-001,-7.2867618E-001,-1.5635831E+000,-6.7248922E-001,-7.1577948E-001,-1.7889124E+000,-6.7267778E-001,-7.2777963E-001,-1.8699101E+000,-6.7218643E-001,-7.3172437E-001,-1.8241765E+000
 6.7000598E+002, 3.0203531E+003, 0.0000000E+000,-2.5483332E+003,-6.8397117E+000,-3.6461033E+002,-4.4585090E-001, 1.9340365E-002, 0.0000000E+000, 9.8733966E+001, 1.0014332E+002,-1.0411042E-004, 6.6987687E-002, 3.6237057E-005,-1.9636584E+000,-1.1072101E+000,-1.8207617E+000,-8.7449380E-001,-6.6397406E-001,-1.2463196E+000,-1.2803830E+000,-1.2781427E+000,-7.6123443E-001,-7.2765528E-001,-1.5122742E+000,-6.7243957E-001,-7.1598744E-001,-1.3956913E+000,-6.7275539E-001,-7.2793267E-001,-1.6774449E+000,-6.7232850E-001,-7.3195328E-001,-1.9311842E+000
 6.8000006E+002, 3.0653701E+003, 0.0000000E+000,-2.5771537E+003,-9.8750068E+000,-3.6611853E+002,-4.3410830E-001,-7.9992101E-003, 0.0000000E+000, 1.1005461E+002, 1.1178078E+002, 1.5369647E-005, 6.8261974E-002, 1.7128215E-005,-1.8031645E+000,-1.0999137E+000,-1.7788244E+000,-8.7077136E-001,-6.6373221E-001,-1.2695272E+000,-1.2742156E+000,-1.2097958E+000,-7.6204551E-001,-7.2852861E-001,-1.5426238E+000,-6.7253587E-001,-7.1568586E-001,-2.0235470E+000,-6.7270948E-001,-7.2783671E-001,-1.9966971E+000,-6.7229606E-001,-7.3199390E-001,-1.8451455E+000
 6.9000488E+002, 3.0381995E+003, 0.0000000E+000,-2.6330095E+003,-6.5956116E+000,-3.6097545E+002,-4.3092446E-001, 5.5050218E-003, 0.0000000E+000, 3.7034555E+001, 3.7193574E+001,-6.3901394E-005, 6.9536645E-002, 1.9691287E-005,-1.8079155E+000,-1.0989103E+000,-1.7827854E+000,-8.6211585E-001,-6.6390126E-001,-1.2622246E+000,-1.2825843E+000,-1.2288850E+000,-7.6676553E-001,-7.2661487E-001,-1.5152987E+000,-6.7243938E-001,-7.1544213E-001,-1.7903044E+000,-6.7258490E-001,-7.2761314E-001,-1.8776199E+000,-6.7222615E-001,-7.3200180E-001,-1.8838674E+000
 7.0000146E+002, 3.0767187E+003, 0.0000000E+000,-2.6170785E+003,-1.4600890E+001,-3.5349108E+002,-4.2490668E-001,-8.1342433E-003, 0.0000000E+000, 8.8602876E+001, 9.1115217E+001, 1.6852983E-004, 7.0087777E-002, 4.6470512E-005,-2.0095743E+000,-1.0944359E+000,-1.7656467E+000,-8.5604961E-001,-6.6374933E-001,-1.2279418E+000,-1.2730195E+000,-1.2724588E+000,-7.6271783E-001,-7.2834142E-001,-1.6037366E+000,-6.7250242E-001,-7.1568757E-001,-1.6695766E+000,-6.7268606E-001,-7.2783498E-001,-1.8278019E+000,-6.7236709E-001,-7.3232999E-001,-1.9931908E+000
 7.1000476E+002, 3.1181886E+003, 0.0000000E+000,-2.6660117E+003,-1.3096017E+001,-3.6808156E+002,-4.1433746E-001,-9.1454922E-003, 0.0000000E+000, 6.8543516E+001, 7.0575920E+001,-1.0022845E-004, 6.9917452E-002, 4.6910027E-006,-2.1079787E+000,-1.0900523E+000,-1.7437352E+000,-8.4733697E-001,-6.6355526E-001,-1.2091081E+000,-1.2642412E+000,-1.2476156E+000,-7.6726130E-001,-7.2922941E-001,-1.5893354E+000,-6.7257006E-001,-7.1647923E-001,-1.8215376E+000,-6.7271201E-001,-7.2814268E-001,-1.9601812E+000,-6.7240535E-001,-7.3241728E-001,-2.0314639E+000
 7.2000116E+002, 2.9940473E+003, 0.0000000E+000,-2.5630912E+003,-1.1128939E+001,-3.6671451E+002,-3.9902868E-001,-2.6758398E-004, 0.0000000E+000, 5.1876636E+001, 5.2713317E+001,-8.2955346E-006, 6.9747136E-002, 2.4984847E-005,-2.2080404E+000,-1.0903391E+000,-1.8061156E+000,-8.3672006E-001,-6.6360715E-001,-1.1906885E+000,-1.2489584E+000,-1.2505078E+000,-7.6852447E-001,-7.2940632E-001,-1.6871573E+000,-6.7252612E-001,-7.1597454E-001,-1.6570630E+000,-6.7271067E-001,-7.2770587E-001,-1.8641070E+000,-6.7242962E-001,-7.3223898E-001,-1.9848794E+000
 7.3000580E+002, 3.1339509E+003, 0.0000000E+000,-2.6083598E+003,-1.7050762E+001,-3.9348998E+002,-4.1579758E-001,-1.6358706E-002, 0.0000000E+000, 1.1146133E+002, 1.1461825E+002,-6.5840763E-005, 6.9576487E-002, 3.7381524E-005,-2.1674388E+000,-1.0701254E+000,-1.7440314E+000,-8.3423735E-001,-6.6337398E-001,-1.1850861E+000,-1.2437196E+000,-1.1560413E+000,-7.6308521E-001,-7.3241488E-001,-1.8758880E+000,-6.7264431E-001,-7.1711049E-001,-2.1083384E+000,-6.7280407E-001,-7.2809644E-001,-2.0557359E+000,-6.7254287E-001,-7.3267883E-001,-2.2557207E+000
 7.4000562E+002, 3.1073217E+003, 0.0000000E+000,-2.5977486E+003,-1.3863106E+001,-4.0360838E+002,-4.0058377E-001,-4.5383894E-003, 0.0000000E+000, 9.0582962E+001, 9.1696509E+001,-1.0933774E-004, 6.7707127E-002, 2.7500267E-005,-2.2219308E+000,-1.0716966E+000,-1.7005440E+000,-8.2544596E-001,-6.6332760E-001,-1.1671178E+000,-1.2286561E+000,-1.1572155E+000,-7.5962921E-001,-7.3288530E-001,-1.7560391E+000,-6.7262400E-001,-7.1706747E-001,-2.3057504E+000,-6.7275741E-001,-7.2804419E-001,-2.3827382E+000,-6.7257421E-001,-7.3252134E-001,-2.0271755E+000
 7.5000641E+002, 2.8213361E+003, 0.0000000E+000,-2.4553274E+003,-1.4495990E+001,-3.8691195E+002,-3.1444338E-001, 4.0254912E-003, 0.0000000E+000,-3.6007177E+001,-3.5709636E+001,-3.0060832E-005, 5.7662956E-002, 1.6701891E-005,-2.1231707E+000,-1.0742208E+000,-1.6570291E+000,-8.3053557E-001,-6.6327482E-001,-1.1735581E+000,-1.2367972E+000,-1.1442783E+000,-7.6367777E-001,-7.3206387E-001,-1.6086720E+000,-6.7258083E-001,-7.1657603E-001,-2.3591710E+000,-6.7275871E-001,-7.2763785E-001,-2.3574968E+000,-6.7255085E-001,-7.3250318E-001,-2.1298921E+000
 7.6000232E+002, 2.4335001E+003, 0.0000000E+000,-2.2501851E+003,-2.8211748E+001,-3.6380939E+002,-2.9783668E-001, 6.9927765E-003, 0.0000000E+000,-2.0914438E+002,-2.0899694E+002,-1.3232328E-004, 4.1160565E-002, 1.2939299E-005,-2.2683415E+000,-1.0773895E+000,-1.6367661E+000,-8.3375545E-001,-6.6314667E-001,-1.1656252E+000,-1.2303362E+000,-1.2060629E+000,-7.5875002E-001,-7.3265285E-001,-1.5044158E+000,-6.7251497E-001,-7.1601486E-001,-2.1003071E+000,-6.7269472E-001,-7.2706528E-001,-2.0925751E+000,-6.7249789E-001,-7.3209769E-001,-1.9778157E+000
 7.7000848E+002, 1.3672117E+003, 0.0000000E+000,-1.3683567E+003,-2.6333499E+001,-3.1088840E+002,-2.1450596E-001, 3.5385272E-002, 0.0000000E+000,-3.3811243E+002,-3.3854601E+002,-1.9235554E-004, 2.4654229E-002,-1.8429958E-005,-1.6600057E+000,-1.0732844E+000,-1.6708464E+000,-8.3726074E-001,-6.6318265E-001,-1.1439229E+000,-1.2009425E+000,-1.2214613E+000,-7.6197421E-001,-7.2893391E-001,-1.2891224E+000,-6.7234366E-001,-7.1516604E-001,-1.8743722E+000,-6.7252413E-001,-7.2663116E-001,-1.9343282E+000,-6.7244962E-001,-7.3178453E-001,-1.9676730E+000
 7.8000549E+002, 7.5309219E+002, 0.0000000E+000,-7.6338352E+002,-3.1308906E+001,-2.7007575E+002,-1.5542563E-001,-1.6287893E-002, 0.0000000E+000,-3.1366402E+002,-3.1184770E+002,-2.4382548E-004, 1.6297939E-002,-1.3588066E-005,-1.9716023E+000,-1.0756737E+000,-1.6296372E+000,-8.2679765E-001,-6.6310934E-001,-1.1234235E+000,-1.1944574E+000,-1.2311074E+000,-7.6729848E-001,-7.2866477E-001,-1.2613373E+000,-6.7234967E-001,-7.1513334E-001,-2.0270667E+000,-6.7254584E-001,-7.2620236E-001,-2.0671785E+000,-6.7245275E-001,-7.3145763E-001,-1.9293545E+000
